gene_id,gene_name,log2 fold change (MLE): group rrf3 YA vs N2 YA,Benjamini-Hochberg adjusted p-values,N2_YA_rep1.robustRPKM,N2_YA_rep2.robustRPKM,N2_YA_rep3.robustRPKM,rrf3_YA_rep1.robustRPKM,rrf3_YA_rep2.robustRPKM,rrf3_YA_rep3.robustRPKM,Input,Suggested Match,History
WBGene00009429,irg-5,-2.26567875271205,1.09029873344853e-09,5.82432062500206,6.34044485333144,5.20327832249153,1.12259263979514,1.51754935440732,0.967034754772578,WBGene00009429,WBGene00009429,History: N.A.
WBGene00003959,pcp-4,0.785307672077494,1.26725980044333e-09,10.8958588343057,11.2871385214149,12.4915577466761,17.5345056383849,19.4889157325583,22.8630923702048,WBGene00003959,WBGene00003959,History: N.A.
WBGene00004154,pqn-72,-0.959528695155857,1.26725980044333e-09,15.0665371578355,19.282767264463,19.824204108245,8.11706389088866,9.83242626485334,9.99932374628865,WBGene00004154,WBGene00004154,History: N.A.
WBGene00017183,scl-15,4.43975141665698,1.2946103529257402e-09,0.319578635116711,0.322317458048803,0.304858323979416,6.72631639317579,6.63445687257233,7.18709780707521,WBGene00017183,WBGene00017183,History: N.A.
WBGene00004118,pqn-29,-2.50930368281592,1.2990764946410202e-09,3.17541633594019,5.08652998739193,3.02915150056276,0.504030369440991,0.781561267736219,0.716408188743124,WBGene00004118,WBGene00004118,History: N.A.
WBGene00004472,rps-3,-0.446842949348782,1.32464117493847e-09,4210.51148296996,4137.63593901286,3952.55503522998,2809.89991957895,3151.65322472338,3063.22099034459,WBGene00004472,WBGene00004472,History: N.A.
WBGene00008029,scl-7,3.31051048947287,1.3741494670754e-09,0.986128359788708,0.165763264139384,1.0974899663259,8.11592901066706,7.61750264173088,6.70477429975654,WBGene00008029,WBGene00008029,History: N.A.
WBGene00022444,Y110A2AL.7,3.86687511741509,1.38731243977763e-09,0.423490706657727,0.640680100661423,0.807968073368759,8.39916619931248,7.36047034400377,11.7388922378937,WBGene00022444,WBGene00022444,History: N.A.
WBGene00021678,Y48G1C.5,-1.16828371783755,1.42417300463647e-09,5.38715716550307,4.90751996545802,5.02849948207502,2.08671392698889,2.15340940064315,2.60544860362782,WBGene00021678,WBGene00021678,History: N.A.
WBGene00004115,pqn-26,-1.85444012855292,1.43393251847965e-09,3.74427040643001,3.77635920250781,4.35027316276607,0.893771794193253,1.01972827436244,1.40594389938192,WBGene00004115,WBGene00004115,History: N.A.
WBGene00016655,acbp-1,0.55442800677417,1.44793504967435e-09,326.933023451652,353.287365294513,360.000059805242,470.998471078415,556.695601970218,500.520728904248,WBGene00016655,WBGene00016655,History: N.A.
WBGene00020915,nol-5,-0.431705607303483,1.47106665286958e-09,341.595084317865,336.11675304426,317.910145527896,248.368444702087,248.188902274477,241.498146070562,WBGene00020915,WBGene00020915,History: Renamed on 2017-08-01
WBGene00020372,T09A12.1,1.05486588664242,1.59133473304864e-09,9.13097449581753,11.1762474751511,11.5010934827303,19.806840000769,21.1429720690593,25.3151152927452,WBGene00020372,WBGene00020372,History: N.A.
WBGene00008440,DY3.8,0.71327906494245,1.62489627460678e-09,57.7580517718685,50.5567424286866,52.0854513878936,97.026998918744,84.2268815762541,81.3341353086487,WBGene00008440,WBGene00008440,History: N.A.
WBGene00020954,W02G9.4,1.59905601693474,1.62760117852915e-09,3.92934223361962,4.49855996833652,4.66011124162996,9.45664363916313,15.2789524140871,15.107562445842,WBGene00020954,WBGene00020954,History: N.A.
WBGene00007050,utp-20,-0.501135489665313,1.68274247352328e-09,22.5908348224879,22.667263558908,21.4763776479881,15.5706486912698,15.3316367376191,16.2576614651007,WBGene00007050,WBGene00007050,History: Renamed on 2016-02-19
WBGene00018048,clec-137,5.17924053177899,1.68886168794114e-09,0.26515615308019,0.0,0.252942629883049,7.29804997411844,5.50464539491276,6.10185310053683,WBGene00018048,WBGene00018048,History: N.A.
WBGene00000634,col-58,-1.96892889974511,1.73676393923212e-09,8.64598456293621,12.0820407312861,11.5269569903847,1.51787173831455,2.31341409453975,4.57638982540262,WBGene00000634,WBGene00000634,History: N.A.
WBGene00003784,nos-2,0.926970767549726,1.8240339542867502e-09,22.6761883700205,21.5252006766505,23.5403644951062,53.7205469796113,38.156512326786,36.6258573788261,WBGene00003784,WBGene00003784,History: N.A.
WBGene00016907,C53H9.2,-0.470086595130856,1.8289941920568598e-09,183.737151001675,179.015676752406,181.801598769638,125.560305583703,138.812425857194,128.839301728031,WBGene00016907,WBGene00016907,History: N.A.
WBGene00015516,C06A8.6,-0.797860751375747,1.8524957647014803e-09,43.1218104984149,52.1724525428328,54.7932027632337,25.6634840847323,28.8830308498963,32.0020851192558,WBGene00015516,WBGene00015516,History: N.A.
WBGene00016781,C49G7.3,-0.75896543265727,1.87357772023881e-09,58.1667442296422,65.2833065836161,64.2933434623141,32.951892223761,41.9893355204433,36.1801875169049,WBGene00016781,WBGene00016781,History: N.A.
WBGene00018026,F35A5.4,-2.10201698069263,1.8782571371048904e-09,3.62886020249349,5.12394388916835,4.44252655761593,0.734406399865977,0.93438992684783,1.45507098615313,WBGene00018026,WBGene00018026,History: N.A.
WBGene00011133,R08A2.2,0.99569596367738,1.9295044678971e-09,10.3889777034596,10.7399626573251,11.4795982263687,20.8849787880727,24.3261698597499,19.8322980477105,WBGene00011133,WBGene00011133,History: N.A.
WBGene00009433,F35E12.9,-1.17247132327633,2.15197938823822e-09,7.05691856660155,7.45632078205879,8.45490241806442,3.23039504730771,3.9748530518971,2.987803931987,WBGene00009433,WBGene00009433,History: N.A.
WBGene00009079,F23B12.1,1.06119653278493,2.18904639985126e-09,11.3576026812959,10.8821916183643,12.6401952245944,21.6829349853422,22.0247834036792,29.3045120568743,WBGene00009079,WBGene00009079,History: N.A.
WBGene00004078,pos-1,0.520441714661425,2.23883311754068e-09,396.206617114034,367.843213357749,354.455882863108,587.716407141119,512.23957835897,503.951392633827,WBGene00004078,WBGene00004078,History: N.A.
WBGene00015780,C14F11.4,-0.541596013403612,2.30594521107946e-09,133.137615028636,153.450903748058,150.015735591807,94.7786698277106,100.883572234085,104.466652952289,WBGene00015780,WBGene00015780,History: N.A.
WBGene00003404,mpz-1,-0.697990414407697,2.31470972245267e-09,6.31131767510754,6.16171333675253,6.20122637318119,3.77053180685549,3.8514680246957,3.89501746893648,WBGene00003404,WBGene00003404,History: N.A.
WBGene00013148,Y53F4A.2,1.28564506472856,2.46787584996783e-09,17.9806039254887,28.1400511278535,18.0395805842191,49.4388902284229,51.7859039996413,55.126771649311,WBGene00013148,WBGene00013148,History: N.A.
WBGene00005003,spp-18,1.26099163082095,2.49374808166495e-09,20.3919277459176,19.1689526102294,16.8085939393316,31.8933648894251,51.4236047121627,52.1865944908246,WBGene00005003,WBGene00005003,History: N.A.
WBGene00009526,clec-169,1.24118472676725,2.5052048308416e-09,4.40466364892535,4.23737768146881,5.42998962396844,9.70954471697154,11.908579473452,11.7664333512642,WBGene00009526,WBGene00009526,History: N.A.
WBGene00001703,grd-14,-1.77200915872349,2.51471571483869e-09,84.8948095288258,99.5100307132031,104.772942649143,18.9582974812732,30.3603344817677,35.4977700139345,WBGene00001703,WBGene00001703,History: N.A.
WBGene00021095,mlt-8,-1.48806345128911,2.54590712240117e-09,9.77910623457136,10.6364761156105,11.980932132391,3.4925104349182,3.61037885623703,4.51282885560536,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00015511,C06A6.7,1.11973238059963,2.5903882518194603e-09,7.42955017660975,7.6829240409017,8.07417686397799,17.5101340606253,16.7086910806359,16.1330557453794,WBGene00015511,WBGene00015511,History: N.A.
WBGene00004156,pqn-74,-1.58347958344891,2.60821861048981e-09,82.4487346353302,92.5415911310238,85.227183536786,20.2574906185136,29.687720432112,36.9919766113271,WBGene00004156,WBGene00004156,History: N.A.
WBGene00007740,C26C6.6,1.68880691171942,2.79468036707985e-09,5.40414810948927,10.0288505109799,6.18626912125245,27.4734432542208,20.8725933554735,21.0284634774764,WBGene00007740,WBGene00007740,History: N.A.
WBGene00016534,C39D10.7,0.529148586119346,2.84322016816983e-09,113.253388057844,102.128306126981,91.2757563676958,149.346491430764,144.681791645421,148.451035511323,WBGene00016534,WBGene00016534,History: N.A.
WBGene00013076,Y51A2D.8,3.08747932274951,2.93007270498955e-09,0.341727649431731,0.516984437662436,0.570477457743659,4.70278632820669,2.72222015816806,4.73623622469474,WBGene00013076,WBGene00013076,History: N.A.
WBGene00021641,Y47G6A.15,-1.45334110540157,2.9502711517164e-09,106.434557302117,128.513670243326,145.965030578256,36.1458577380159,46.2160659888365,56.8980448888734,WBGene00021641,WBGene00021641,History: N.A.
WBGene00016638,perm-4,0.46386260389272,3.06706680429664e-09,581.854556226511,528.001679073268,504.15405224766,729.375512560555,737.820609384843,758.913308231882,WBGene00016638,WBGene00016638,History: N.A.
WBGene00006056,sss-1,-0.599018391357007,3.07853483758681e-09,157.661038344512,173.978065311645,172.776607975858,97.7755713750335,117.99503565168,117.666424871548,WBGene00006056,WBGene00006056,History: N.A.
WBGene00009518,clec-166,1.50642617809481,3.32768632524435e-09,4.06912095257433,3.72516355989172,3.70253567841506,6.79075789522185,13.2983910991523,12.703585944195,WBGene00009518,WBGene00009518,History: N.A.
WBGene00007559,C14A4.8,1.27844796892702,3.51700973049674e-09,8.83377922300234,9.20159993523379,7.45986186901239,19.1086724774825,21.2544304479065,21.5100989369274,WBGene00007559,WBGene00007559,History: N.A.
WBGene00006804,unc-71,0.591584116133059,3.5221173436888103e-09,18.1261708756244,18.2203719025339,17.088844059975,28.3408633653198,25.6388280513176,26.4745580404952,WBGene00006804,WBGene00006804,"History: Split into Y37D8A.29(WBGene00303086). History of WBGene00006804: Split into ""WBGene00303086"" on 2018-03-02"
WBGene00010234,ttr-50,1.08844832542961,3.5221173436888103e-09,11.2153219912512,11.4256954494324,9.29384282205956,23.201885515124,24.0651410043741,20.500290381262,WBGene00010234,WBGene00010234,History: N.A.
WBGene00011898,T21C9.13,0.626500535500405,3.647466272157129e-09,51.6483749360345,52.0910070088212,47.464915541259,85.6844021554832,74.6472905816956,72.7787744910336,WBGene00011898,WBGene00011898,History: N.A.
WBGene00000647,col-71,-2.00440764704392,3.7215470790092395e-09,102.847971629853,117.05725718256,125.312897162602,18.0167792713161,30.3884629945624,37.7395259461204,WBGene00000647,WBGene00000647,History: N.A.
WBGene00017501,pud-3,-3.69893640583313,3.7215470790092395e-09,3.27842145998357,6.199721026849,8.47007427837269,0.663484831963352,0.395698108862999,0.285772803521184,WBGene00017501,WBGene00017501,History: N.A.
WBGene00003063,lpd-7,-0.464328633295402,3.72385671692265e-09,168.325758128647,168.79856941135,158.680615444636,116.414311838782,118.084001521463,124.965809842509,WBGene00003063,WBGene00003063,History: N.A.
WBGene00013331,Y57G11C.42,-1.46341708980304,3.75471917421574e-09,5.67731862489322,6.68030282504281,5.20089892658356,1.60491341134622,2.04484201136542,2.78075093974639,WBGene00013331,WBGene00013331,History: N.A.
WBGene00010946,M176.10,4.00572097687888,3.77417181730222e-09,0.146766091818305,0.148023892853029,0.280011614370888,3.98012528656872,1.98400582624812,3.30066575406431,WBGene00010946,WBGene00010946,History: N.A.
WBGene00017179,wht-4,0.979252132883405,3.84614341101524e-09,7.70380713955643,8.04150195023735,8.6851313152013,13.4321733272192,16.1257616407609,18.7651031290313,WBGene00017179,WBGene00017179,History: N.A.
WBGene00003543,nas-24,3.51363961576033,3.8945482193997406e-09,0.260814805485678,0.175366677427056,0.497602503623832,3.65965828948607,3.18994915412534,3.9103605197185,WBGene00003543,WBGene00003543,History: N.A.
WBGene00013263,Y57A10A.23,-1.02368653144108,3.91710486699964e-09,44.763337554601,56.2436926796076,70.306453301314,26.1099470068994,25.9044986124364,32.4766024193783,WBGene00013263,WBGene00013263,History: N.A.
WBGene00008137,sfxn-1.4,1.05865485187329,3.92193507006071e-09,11.1465843515263,9.66264151816054,11.2482957402797,18.4941477834814,25.4396801969727,23.0298810638366,WBGene00008137,WBGene00008137,History: N.A.
WBGene00021271,spe-47,-1.35347614379282,3.92646358207488e-09,11.1938894894934,11.460880228212,13.1051627428596,3.98163351794114,4.09417371714651,6.03188918292216,WBGene00021271,WBGene00021271,History: N.A.
WBGene00006052,ssq-3,-0.606753291949041,3.952319222529881e-09,63.6231008032353,69.2910415580233,68.4278382618858,43.208545621673,43.9669862566771,45.1127538611979,WBGene00006052,WBGene00006052,History: N.A.
WBGene00016607,C43E11.9,-0.585419260710391,4.06202327117575e-09,121.671267655829,126.742493385149,119.290971710735,81.8304522080537,82.0308402989807,81.1505722996098,WBGene00016607,WBGene00016607,History: N.A.
WBGene00022801,pcp-5,0.726326349457008,4.2163169859337205e-09,15.7246794943712,13.9936250047252,14.5332354973266,24.5778769019572,24.4301475619095,24.1885729517471,WBGene00022801,WBGene00022801,History: N.A.
WBGene00004415,rpl-4,-0.588710508738556,4.35754116585364e-09,3375.97151361718,3162.51443488324,2887.58274534815,1801.91480481138,2120.53482667907,2345.72093568203,WBGene00004415,WBGene00004415,History: N.A.
WBGene00000639,col-63,-2.31875382343092,4.40947592454564e-09,44.5576441256988,48.7058666361025,49.7918603574905,5.42770474147943,9.75212044143723,13.582875047363,WBGene00000639,WBGene00000639,History: N.A.
WBGene00020973,W03B1.3,1.51583658899517,4.69307691890307e-09,3.82043106275758,3.95197186027671,3.4575606318498,8.88161594045423,11.6343479917165,11.6812675013588,WBGene00020973,WBGene00020973,History: N.A.
WBGene00000683,col-109,-2.16805325024237,4.7287967054461e-09,29.0529823454879,35.2645795700116,37.8660893764971,4.51234627154195,8.15495286890031,10.1593863307266,WBGene00000683,WBGene00000683,History: N.A.
WBGene00000596,col-7,-1.79911257544444,4.753367127206811e-09,67.3693088976358,79.2198743898319,88.4992645073591,15.4643837903346,22.5665712460502,29.654467141446,WBGene00000596,WBGene00000596,History: N.A.
WBGene00015646,mlt-10,-1.48791633339601,4.7546593297960614e-09,6.20020825016853,4.46667478219897,4.73169326799189,1.79256309747726,1.62499120725547,2.08462581867143,WBGene00015646,WBGene00015646,History: N.A.
WBGene00018999,F57B9.8,1.03105592476525,4.9321228108666305e-09,8.2633587400754,8.47911880618599,8.15691709878581,14.251187617848,17.7618382208298,19.0158895289631,WBGene00018999,WBGene00018999,History: N.A.
WBGene00016146,C26F1.1,-1.40339217167252,5.02919008769927e-09,18.5044848591101,25.2500362405222,19.4692700990796,5.72753353847295,8.0141433016239,10.3895875887261,WBGene00016146,WBGene00016146,History: N.A.
WBGene00008079,C44B9.2,-1.27583834883416,5.07658278754678e-09,13.8857975165612,11.411318746549,12.6738286674224,4.9959089665055,4.4692922163301,6.27611960051077,WBGene00008079,WBGene00008079,History: N.A.
WBGene00009749,F46A8.6,1.58166427628148,5.07658278754678e-09,4.62395116073174,5.32980447376393,6.30137779708649,15.3737301441375,15.4673573377251,17.9649454921706,WBGene00009749,WBGene00009749,History: N.A.
WBGene00013884,ZC412.3,0.977974819236153,5.236621095820571e-09,6.74177435162673,7.8900462765116,8.67610311217094,15.4974787357795,14.6162001702131,15.8337091051707,WBGene00013884,WBGene00013884,History: N.A.
WBGene00018427,F44E7.5,0.730120875968271,5.387132750431541e-09,18.3324972993416,18.8117273726595,18.4020834575804,27.9228471539419,33.0593035685236,31.2696444825166,WBGene00018427,WBGene00018427,History: N.A.
WBGene00002268,lec-5,0.478130114109711,5.63651168479061e-09,181.497489196417,161.32972950787,171.063917938297,239.223634599397,242.88966856082,233.668077309704,WBGene00002268,WBGene00002268,History: N.A.
WBGene00000111,alh-5,1.04404528079118,5.769719196967851e-09,7.98209807076811,7.74955202449902,8.75303597062513,14.7953612084431,16.3511505282471,19.5079057158733,WBGene00000111,WBGene00000111,History: N.A.
WBGene00001066,dpy-4,-1.9650260673503,5.769719196967851e-09,77.9670011952467,84.876074530652,81.655876976638,13.6082677503984,20.0158607138608,29.1266244863772,WBGene00001066,WBGene00001066,History: N.A.
WBGene00018548,clec-79,-0.757471312468294,5.78376034843491e-09,24.1505840135512,26.208962854703,26.2120733785648,14.2099704343708,16.8940804779385,14.2210363050877,WBGene00018548,WBGene00018548,History: N.A.
WBGene00017841,F26G1.5,-1.21231537154725,5.93932531895315e-09,19.7160017606224,25.0300321616593,26.4362097081697,8.70569844762566,10.6503032940312,11.5374585922268,WBGene00017841,WBGene00017841,History: N.A.
WBGene00011949,T23F6.1,-1.95849179731787,5.98914926186235e-09,12.6516146480931,13.7674119380074,11.9100599239547,2.02138867615844,4.82217309514716,3.13431200260694,WBGene00011949,WBGene00011949,History: N.A.
WBGene00000928,dao-2,-1.49687056225738,6.003043494790161e-09,16.4300394490416,18.1243635087938,23.5098677084027,6.23456408216803,7.43650826078067,6.98183108900268,WBGene00000928,WBGene00000928,History: N.A.
WBGene00022679,ZK180.5,-2.12320046215774,6.00653839397741e-09,41.9756348482379,45.6377459573797,39.0692773393465,6.43099899680116,8.50009042837,14.2052342204436,WBGene00022679,WBGene00022679,History: N.A.
WBGene00001231,eif-3.H,-0.550715896994375,6.03773050651621e-09,103.971638264835,100.472415951279,95.8469528137958,63.7172544680597,74.2096214886403,67.1792579469854,WBGene00001231,WBGene00001231,History: N.A.
WBGene00008698,F11D11.3,7.80888508131434,6.060001209900111e-09,0.0,0.0,0.0,2.79168194631263,4.16235312958859,3.6072570369535,WBGene00008698,WBGene00008698,History: N.A.
WBGene00011961,T23G4.5,5.04752452248326,6.281182789843241e-09,0.17976298225315,0.181303570152451,0.342965614476843,9.45888242790346,6.76946035544444,7.14531235470849,WBGene00011961,WBGene00011961,History: N.A.
WBGene00020353,T08B6.4,-0.704193161674284,6.4973622463411815e-09,44.2174968331328,48.6599029371031,46.6006196791103,24.7057742049856,27.2804592115247,33.8198769490114,WBGene00020353,WBGene00020353,History: N.A.
WBGene00044244,F26D10.13,3.21201556840994,6.5314184650277e-09,1.38984533929952,0.467252153949942,1.32582680495746,11.4385576660408,9.84140441968587,8.23818421962858,WBGene00044244,WBGene00044244,History: N.A.
WBGene00016106,C25F6.7,-1.76325034305915,6.68395573506987e-09,4.95842006259956,6.47177138301934,7.72107377718008,1.65279367060918,2.1826559065875,1.83055593016105,WBGene00016106,WBGene00016106,History: N.A.
WBGene00022778,ZK616.8,1.09831875246296,6.73897584505439e-09,15.94454296022,19.1811777075573,17.9589267216965,32.8127510991202,42.1064878167105,38.9828036209621,WBGene00022778,WBGene00022778,"History: Split into ZK616.65(WBGene00235383). History of WBGene00022778: Split into ""WBGene00235383"" on 2013-10-17"
WBGene00012979,Y48B6A.5,-0.865442458174578,6.7912564153874405e-09,21.865857789074,23.7205065715858,21.9338705897062,11.374736452767,12.1891098149612,13.5974349843784,WBGene00012979,WBGene00012979,History: N.A.
WBGene00007903,lgc-21,-1.66601503857761,7.124833198653421e-09,7.95433339220296,8.09166238391656,8.83079674891368,1.38775249069597,2.71468119806717,3.8732623820295,WBGene00007903,WBGene00007903,History: N.A.
WBGene00007935,C34E11.2,-1.57199698019644,7.1276956207456715e-09,3.16295954272612,3.50556751956402,3.05042528404781,1.06920762559429,1.04040664228072,1.16342818432525,WBGene00007935,WBGene00007935,History: N.A.
WBGene00017904,lim-8,-0.692988885346444,7.3177387332011e-09,14.3591454672849,15.798768952276,14.8255126516764,8.17466762121672,9.82198507548346,9.89301397080376,WBGene00017904,WBGene00017904,History: Renamed on 2007-02-02
WBGene00000608,col-19,0.405658962227347,7.75740337944682e-09,1148.97499634612,1098.40932171482,1106.59551494761,1405.33795082925,1515.15580532862,1522.77156285595,WBGene00000608,WBGene00000608,History: N.A.
WBGene00019169,H06I04.5,-1.02549242021341,7.8622534955024e-09,6.27260752121966,6.11242940636886,5.66570764003185,2.84552211027576,2.89669080921834,3.13798108308995,WBGene00019169,WBGene00019169,History: N.A.
WBGene00008781,rpoa-2,-0.502603200237808,8.048235042389761e-09,39.9243743420999,42.1069674701725,38.7447659407068,29.1860097653405,28.1384852256461,27.8795216030135,WBGene00008781,WBGene00008781,History: N.A.
WBGene00013983,ZK512.2,-0.532879749895059,8.4959007739802e-09,64.2779275546261,66.1153038425462,68.4064849391241,46.4221419137279,47.8210454741495,43.1027124548232,WBGene00013983,WBGene00013983,History: N.A.
WBGene00000497,chs-2,-1.14220918343716,8.59767804615557e-09,2.93752404978057,2.75719381463722,2.65643684863402,1.26458888820915,1.39361698666465,1.11895658079293,WBGene00000497,WBGene00000497,History: N.A.
WBGene00015688,C10G11.8,-0.548957298384281,8.81101220623592e-09,120.622123853715,126.519401068455,130.399697227946,76.5551058334463,92.0899898925939,89.6727700156512,WBGene00015688,WBGene00015688,History: N.A.
WBGene00018839,F54H5.2,1.46389684808897,8.81101220623592e-09,3.21065047373068,3.31912024241883,5.4364037866841,8.96681748872022,12.710600338237,11.5024661063802,WBGene00018839,WBGene00018839,History: N.A.
WBGene00000219,asp-6,0.65723858978762,9.04675626104342e-09,562.301992261637,501.022391095362,508.512292162107,659.451711485449,904.522427656706,915.307876125135,WBGene00000219,WBGene00000219,History: N.A.
WBGene00004418,rpl-7,-0.42313310620912,9.167602787036413e-09,4349.45284316807,4298.35382100822,4091.47182543057,2956.94706720818,3285.41113672407,3259.07102777931,WBGene00004418,WBGene00004418,History: N.A.
WBGene00018822,F54D12.9,3.85500868154891,9.4012023307099e-09,0.428751460777699,0.432425906450567,0.818004943845389,8.32996277645086,8.4868915301893,7.62415806661279,WBGene00018822,WBGene00018822,History: N.A.
WBGene00003786,npa-1,0.571165718489704,9.42992079595491e-09,77.3829571986716,85.5714378213437,75.6525742702765,102.829882831809,120.002186427466,131.76981443635,WBGene00003786,WBGene00003786,History: N.A.
WBGene00021763,Y51F10.2,0.534441075666605,1.00269350311433e-08,114.486349763214,102.668701637165,99.2127030837594,157.739885149378,143.576563724054,156.78673608462,WBGene00021763,WBGene00021763,History: N.A.
WBGene00011011,R04D3.3,0.598364928430577,1.00309965656053e-08,41.7986162758567,38.0372744575463,38.0549775305903,59.9030981105496,63.2350379553942,55.2576756126195,WBGene00011011,WBGene00011011,History: N.A.
WBGene00004493,rps-24,-0.401781363876211,1.02631111407633e-08,5654.93100170776,5635.03557166844,5913.17765588038,4209.59952839556,4566.45123382045,4245.71557408808,WBGene00004493,WBGene00004493,History: N.A.
WBGene00010319,F59B10.3,-1.7961905429482,1.05590198541282e-08,8.88157952708723,11.5656323057512,14.6927809824086,2.18424105375992,3.03955724303594,5.0567202811995,WBGene00010319,WBGene00010319,History: N.A.
WBGene00004120,pqn-32,-2.16649202148578,1.10979551509604e-08,3.64701376552792,3.25180308365316,3.17650235276561,0.513447169605126,0.56139711276156,1.21632140671753,WBGene00004120,WBGene00004120,History: N.A.
WBGene00003865,oma-2,0.468231509307306,1.11720544999056e-08,207.689731299484,193.595623845271,179.531185306481,275.695972495095,267.151508599934,260.471374154837,WBGene00003865,WBGene00003865,History: N.A.
WBGene00014505,T05E11.9,0.607156969720446,1.18737863562212e-08,72.3556832664245,70.6391162965062,71.9129828193234,123.927013986702,98.4309829307997,104.672773938275,WBGene00014505,WBGene00014505,History: N.A.
WBGene00002253,lbp-1,0.642191347567156,1.23489001586034e-08,67.0733401225352,73.8852307203816,77.4461526007616,114.241995237141,121.567992963458,104.99065233439,WBGene00002253,WBGene00002253,History: N.A.
WBGene00010609,dut-1,0.476227543157033,1.29282560239732e-08,85.6176698816552,87.1732148827922,81.0760747520657,121.924976878089,113.415253844839,117.683212529951,WBGene00010609,WBGene00010609,History: N.A.
WBGene00019327,zip-2,-0.506348092431827,1.33763768464137e-08,106.133683600899,113.639581081672,106.248559591775,71.7111335830108,76.8449521890371,81.1462509420672,WBGene00019327,WBGene00019327,History: N.A.
WBGene00007290,C04B4.2,0.682681511498579,1.33802587582439e-08,19.4072670586863,17.6162304635008,16.7709051083538,29.0182564912277,28.21919390983,29.0771464522136,WBGene00007290,WBGene00007290,History: N.A.
WBGene00013194,Y54E2A.9,-1.30588181100378,1.33945272172709e-08,21.4117685528196,27.3969839341482,27.4372491581474,8.14919101480913,9.25738168265906,13.705628376283,WBGene00013194,WBGene00013194,History: N.A.
WBGene00004477,rps-8,-0.407440094965554,1.36148503785848e-08,4901.94673336686,4795.75177495102,4771.5378145399,3398.49745016366,3765.47377098565,3745.84163379432,WBGene00004477,WBGene00004477,History: N.A.
WBGene00007149,B0334.13,-1.85979717607029,1.52086989475749e-08,14.3752514419903,22.6932243300678,16.495472934516,3.37304830736567,4.6268281890795,6.97354640061352,WBGene00007149,WBGene00007149,History: N.A.
WBGene00008793,F14D7.6,-1.1419844906698,1.54351883998144e-08,9.47841179152972,11.0759999220407,12.3467621211663,5.13293200283432,5.17571794075938,4.58120505038726,WBGene00008793,WBGene00008793,History: N.A.
WBGene00018301,F41G3.5,0.791413726724707,1.54581165217131e-08,18.1274975367439,20.3694819824943,20.5818527462259,32.1404005009789,35.1023001729143,35.1408100421259,WBGene00018301,WBGene00018301,History: N.A.
WBGene00011491,T05F1.5,-0.784968416969903,1.5718309754423e-08,30.9976130156332,30.7683328910852,33.0807402172166,16.1549297842662,18.5586372121554,20.5323019022803,WBGene00011491,WBGene00011491,History: N.A.
WBGene00004433,rpl-21,-0.450362567338747,1.58471402313816e-08,4163.26219357201,4108.5915023815,4024.21208551453,2715.68193413572,3171.64137379371,3112.53355587056,WBGene00004433,WBGene00004433,History: N.A.
WBGene00018037,chtl-1,0.834716000376823,1.61469696107388e-08,7.03003749448505,6.41142852630121,5.85010902960283,11.5029596122983,11.8430295675881,11.0302729125089,WBGene00018037,WBGene00018037,History: N.A.
WBGene00010793,LLC1.2,0.587845564295777,1.66382517729947e-08,89.4191919425258,89.0333279304315,90.4521068535596,117.449237574661,141.596156176407,145.569283847812,WBGene00010793,WBGene00010793,History: N.A.
WBGene00015630,C09B9.7,-1.19029520392162,1.67482170353229e-08,5.1528679081917,4.64137139590276,4.32812944466551,1.96761151262997,2.1591864882371,2.06785021740415,WBGene00015630,WBGene00015630,History: N.A.
WBGene00012452,Y17D7B.4,0.902167889749176,1.68592869446746e-08,19.821180031753,20.4386104683861,21.3069837748128,34.845275539241,41.2773424398792,39.145566873194,WBGene00012452,WBGene00012452,History: N.A.
WBGene00000655,col-79,-2.04331217828863,1.71106320881791e-08,6.62588415281025,6.56940311459121,7.60624824818057,1.27275868344091,1.9518817777754,1.87952958845169,WBGene00000655,WBGene00000655,History: N.A.
WBGene00019236,H23N18.5,-1.76494867904936,1.73322228118014e-08,20.6570529232547,20.3132339147365,28.5730554823999,4.38958917505928,7.47977971366967,8.91311833825299,WBGene00019236,WBGene00019236,History: N.A.
WBGene00016389,C34B2.4,1.71164318599743,1.7771477960367e-08,7.103814483717,4.12512738409237,5.13378882376979,17.2519850173922,17.2522181711758,19.1396483688876,WBGene00016389,WBGene00016389,History: N.A.
WBGene00004435,rpl-23,-0.40144420068966,1.78363235431349e-08,4016.80068471011,3928.67660392664,3946.92049468677,2844.98674586179,3167.38878119105,2991.87357720625,WBGene00004435,WBGene00004435,History: N.A.
WBGene00011533,T06E4.5,1.92970476659157,1.79836082046842e-08,2.1349170675838,2.75132840478772,1.58400613696521,8.73727696433144,8.4747989012384,7.31977738778602,WBGene00011533,WBGene00011533,History: N.A.
WBGene00003574,ncx-9,3.60899358275251,1.90197420452026e-08,0.0529363383322159,0.160170025165356,0.302988027513284,2.91399643649617,1.63566007644528,1.77190826232358,WBGene00003574,WBGene00003574,History: N.A.
WBGene00003527,nas-8,-1.62857835153236,1.94276719424969e-08,5.65021515792642,5.96369103851718,7.08215289183653,1.64874858095123,1.64941166020981,2.81765456466731,WBGene00003527,WBGene00003527,History: N.A.
WBGene00044535,K11D12.13,0.94811866540625,1.98171593458523e-08,29.8179002461428,29.2472493420613,37.5091507478471,72.0164493478702,65.1766543277844,48.8413755891467,WBGene00044535,WBGene00044535,History: N.A.
