# Table S8. mRNAs significantly upregulated 1.3 fold or greater in prg-1(n4357) gonads.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,predicted_piRNA_targets,CLASH_counts,Input,Suggested Match,History
C04E6.4,C04E6.4,6.35954710289391,32.8176,0.0029444614311541,9.0,0.0,C04E6.4,WBGene00015421,Public name for WBGene00015421. History: N.A.
D1081.3,D1081.3,7.42680563048678,32.7751,0.0004438172108908,31.0,1.0,D1081.3,WBGene00008381,"Public name for WBGene00008381. History: Split into D1081.10(WBGene00045508), D1081.19(WBGene00304981). History of WBGene00008381: Split into ""WBGene00045508"" on 2007-07-26; Split into ""WBGene00304981"" on 2019-09-26"
F57H12.5,F57H12.5,14.8921759146288,32.7518,0.0019923805568633,31.0,0.0,F57H12.5,WBGene00019020,Public name for WBGene00019020. History: N.A.
C08F11.10,C08F11.10,99.2565884274546,32.7278,0.0002044846614319,10.0,2.0,C08F11.10,WBGene00007457,Public name for WBGene00007457. History: N.A.
F47D12.7,F47D12.7,105.106512979019,32.5697,4.99729005303392e-06,20.0,4.0,F47D12.7,WBGene00018563,Public name for WBGene00018563. History: N.A.
ZK783.3,ZK783.3,3.44371287011524,32.5629,0.0095282098220435,,,ZK783.3,WBGene00022818,Public name for WBGene00022818. History: N.A.
ZK858.2,ZK858.2,149.281786756641,32.5614,2.01440417247502e-10,8.0,2.0,ZK858.2,WBGene00014116,Public name for WBGene00014116. History: N.A.
F13A7.1,F13A7.1,51.7846713184231,32.5112,1.56102905487842e-06,4.0,9.0,F13A7.1,WBGene00008724,Public name for WBGene00008724. History: N.A.
K07F5.2,msp-10,79.7720736981121,32.5033,0.0091494113297825,0.0,83.0,K07F5.2,WBGene00003425,Sequence name for WBGene00003425(msp-10). History: N.A.
D2092.7,tsp-19,14.3240614814564,32.4555,5.01526593109949e-06,16.0,0.0,D2092.7,WBGene00006645,Sequence name for WBGene00006645(tsp-19). History: N.A.
B0379.2,B0379.2,62.1951329326593,32.4441,9.6027385265702e-08,18.0,0.0,B0379.2,WBGene00007156,Public name for WBGene00007156. History: N.A.
K09C6.2,K09C6.2,12.5947641704125,32.4411,0.0005132047404026,29.0,40.0,K09C6.2,WBGene00019556,Public name for WBGene00019556. History: N.A.
F42A9.7,F42A9.7,55.197320462177,32.4228,0.0005622770929942,6.0,9.0,F42A9.7,WBGene00018336,Public name for WBGene00018336. History: N.A.
C18E9.8,C18E9.8,78.7334408607049,32.3882,0.0005635887990762,33.0,6.0,C18E9.8,WBGene00007688,Public name for WBGene00007688. History: N.A.
F13H8.12,F13H8.12,13.445850286154,32.3418,0.0001240692368385,1.0,1.0,F13H8.12,WBGene00017444,Public name for WBGene00017444. History: N.A.
F36H12.10,F36H12.10,83.1325451738652,32.3299,0.0053659828597328,7.0,7.0,F36H12.10,WBGene00018124,Public name for WBGene00018124. History: N.A.
ZK892.5,ZK892.5,46.6684252753907,32.3292,8.05650338542755e-07,7.0,3.0,ZK892.5,WBGene00014129,Public name for WBGene00014129. History: N.A.
K01H12.4,K01H12.4,97.2313648237238,32.3246,2.11311774408209e-06,7.0,6.0,K01H12.4,WBGene00010486,Public name for WBGene00010486. History: N.A.
ZK354.4,msp-113,157.999602245422,32.3034,9.39831119683168e-07,0.0,87.0,ZK354.4,WBGene00003468,Sequence name for WBGene00003468(msp-113). History: N.A.
Y53F4B.5,Y53F4B.5,91.1652411157152,32.2932,5.2804472063375195e-28,10.0,0.0,Y53F4B.5,WBGene00013152,Public name for WBGene00013152. History: N.A.
F13E9.5,F13E9.5,37.6562697568155,32.2829,1.07857320738814e-07,18.0,0.0,F13E9.5,WBGene00008754,Public name for WBGene00008754. History: N.A.
C34F11.2,C34F11.2,35.0500341676889,32.2149,4.42155795179376e-07,2.0,3.0,C34F11.2,WBGene00016414,Public name for WBGene00016414. History: N.A.
C14C10.1,C14C10.1,178.456419782216,32.0918,3.37716120744169e-07,6.0,3.0,C14C10.1,WBGene00007584,Public name for WBGene00007584. History: N.A.
Y45F10B.8,Y45F10B.8,3.2340138314767,32.0797,0.0100107977119429,10.0,1.0,Y45F10B.8,WBGene00012872,Public name for WBGene00012872. History: N.A.
F35H8.4,F35H8.4,23.7292535924708,32.0393,6.13565732904193e-06,7.0,2.0,F35H8.4,WBGene00009449,Public name for WBGene00009449. History: N.A.
B0462.3,fbxb-119,2.55305626549893,32.0128,0.0062794518049068,11.0,0.0,B0462.3,WBGene00007182,Sequence name for WBGene00007182(fbxb-119). History: N.A.
C10G11.8,C10G11.8,435.485430722772,31.9915,3.76816440498817e-07,9.0,8.0,C10G11.8,WBGene00015688,Public name for WBGene00015688. History: N.A.
ZK262.4,ZK262.4,2.11387397849395,31.9136,0.01059701199455,3.0,0.0,ZK262.4,WBGene00013951,Public name for WBGene00013951. History: N.A.
F08G2.6,ins-37,23.3333585106685,31.8971,8.32108058821045e-06,3.0,1.0,F08G2.6,WBGene00002120,Sequence name for WBGene00002120(ins-37). History: N.A.
F15H9.1,F15H9.1,3.80428555884924,31.8337,0.0016272322568179,8.0,2.0,F15H9.1,WBGene00008870,Public name for WBGene00008870. History: N.A.
C33F10.11,C33F10.11,102.480412930912,31.8174,0.0005893464097848,3.0,5.0,C33F10.11,WBGene00016357,Public name for WBGene00016357. History: N.A.
C24D10.7,nspd-3,211.129094591917,31.8097,9.03739381027632e-05,1.0,17.0,C24D10.7,WBGene00016058,Sequence name for WBGene00016058(nspd-3). History: N.A.
F17E9.5,F17E9.5,394.839141721254,31.8031,6.79554237721048e-06,6.0,26.0,F17E9.5,WBGene00017542,Public name for WBGene00017542. History: N.A.
T27A3.3,ssp-16,40.7850642205735,31.7894,8.95045227848281e-07,1.0,13.0,T27A3.3,WBGene00006044,Sequence name for WBGene00006044(ssp-16). History: N.A.
C34F11.4,msp-50,296.28359107798,31.78,5.50005112730076e-07,1.0,40.0,C34F11.4,WBGene00003443,Sequence name for WBGene00003443(msp-50). History: N.A.
ZC477.1,ssq-3,113.269714483414,31.7751,2.10308285668675e-07,5.0,14.0,ZC477.1,WBGene00006052,Sequence name for WBGene00006052(ssq-3). History: N.A.
K12B6.2,spe-49,14.0250223951695,31.7657,0.007268385495783,25.0,1.0,K12B6.2,WBGene00019667,Sequence name for WBGene00019667(spe-49). History: Renamed on 2017-10-11
C09B9.2,C09B9.2,97.4180401211343,31.7018,0.0001785676741454,11.0,1.0,C09B9.2,WBGene00015627,Public name for WBGene00015627. History: N.A.
C27D6.11,C27D6.11,51.4564110084967,31.683,9.34437521897792e-07,11.0,7.0,C27D6.11,WBGene00044388,Public name for WBGene00044388. History: N.A.
ZK616.7,ZK616.7,17.1223802478123,31.6667,0.000440816959958,,,ZK616.7,WBGene00022778,"Public name for Dead gene WBGene00022777. History of WBGene00022777: Merged into ""WBGene00022778"" on 2012-10-31"
F44D12.3,msd-1,260.395102462044,31.6328,7.76498680147156e-07,6.0,20.0,F44D12.3,WBGene00009680,Sequence name for WBGene00009680(msd-1). History: N.A.
F44D12.7,msd-3,260.395102462044,31.6328,7.76498680147156e-07,0.0,14.0,F44D12.7,WBGene00009684,Sequence name for WBGene00009684(msd-3). History: N.A.
ZK1307.3,ZK1307.3,21.2363219807929,31.615,2.91316737926347e-05,4.0,1.0,ZK1307.3,WBGene00014246,Public name for WBGene00014246. History: N.A.
K07F5.3,msp-56,159.110007027279,31.5998,1.10421211143614e-07,1.0,80.0,K07F5.3,WBGene00003449,Sequence name for WBGene00003449(msp-56). History: N.A.
Y32F6A.2,snf-10,37.3135127074347,31.5702,3.74999440197603e-05,28.0,1.0,Y32F6A.2,WBGene00004909,Sequence name for WBGene00004909(snf-10). History: N.A.
C34D4.2,C34D4.2,38.5221739962865,31.5516,4.31910689711332e-05,9.0,2.0,C34D4.2,WBGene00016398,Public name for WBGene00016398. History: N.A.
F59A3.8,F59A3.8,51.7476750661289,31.5152,1.62338173852308e-05,15.0,2.0,F59A3.8,WBGene00019081,Public name for WBGene00019081. History: N.A.
Y59E9AL.3,Y59E9AL.3,480.99503539202,31.4913,3.53849593765943e-08,7.0,22.0,Y59E9AL.3,WBGene00021993,Sequence name for WBGene00021993(nsph-4.2). History: N.A.
F40G12.10,F40G12.10,100.465291338044,31.4696,7.41354051230084e-06,17.0,6.0,F40G12.10,WBGene00009605,Public name for WBGene00009605. History: N.A.
C47E8.10,Pseudogene,9.76470277246882,31.442,0.0005061298523262,,,C47E8.10,WBGene00044216,Public name for WBGene00044216. History: N.A.
C28D4.8,C28D4.8,11.1616427259881,31.3996,8.11369955640577e-05,16.0,2.0,C28D4.8,WBGene00007795,Public name for WBGene00007795. History: N.A.
C06G3.12,Transposon,26.7351178974235,31.3955,7.98217186669599e-07,,,C06G3.12,,Sequence name for Suppressed gene WBGene00015556. Molecular name for Suppressed gene WBGene00015556. Public name for Suppressed gene WBGene00015556. History of WBGene00015556: Suppressed on 2007-07-19. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F49F1.12,F49F1.12,12.2697154037289,31.3448,0.0004760339157701,6.0,2.0,F49F1.12,WBGene00018652,Public name for WBGene00018652. History: N.A.
F58F12.2,F58F12.2,13.3647930773398,31.3201,0.0003795773238268,12.0,0.0,F58F12.2,WBGene00019062,Public name for WBGene00019062. History: N.A.
C55C2.2,ssp-19,60.1827007240994,31.3154,1.53399111876572e-07,1.0,6.0,C55C2.2,WBGene00006047,Sequence name for WBGene00006047(ssp-19). History: N.A.
F13G11.2,irld-4,19.90097096288,31.3146,1.84123375060483e-06,14.0,0.0,F13G11.2,WBGene00008772,Sequence name for WBGene00008772(irld-4). History: N.A.
C47E12.8,dhp-2,4.47774083640942,31.3079,0.0010009519451433,11.0,0.0,C47E12.8,WBGene00000964,Sequence name for WBGene00000964(dhp-2). History: N.A.
D2024.1,D2024.1,12.6435591653545,31.2958,0.0001785676741454,12.0,1.0,D2024.1,WBGene00017050,Public name for WBGene00017050. History: N.A.
T14D7.3,snb-6,24.7382517361411,31.2092,5.14799327947618e-05,5.0,3.0,T14D7.3,WBGene00044062,"Sequence name for WBGene00044062(snb-6). History: Renamed on 2010-03-26. Public name for Dead gene WBGene00011769. History of WBGene00011769: Merged into ""WBGene00044062"" on 2005-10-05"
R05F9.13,msp-31,560.478324821596,31.2011,2.38673140046908e-06,0.0,86.0,R05F9.13,WBGene00003429,Sequence name for WBGene00003429(msp-31). History: N.A.
E03H12.7,E03H12.7,68.4166563138044,31.1834,1.31293311918195e-06,4.0,1.0,E03H12.7,WBGene00017114,Public name for WBGene00017114. History: N.A.
R08A2.2,R08A2.2,43.9571790392193,31.1763,1.39704603735715e-05,11.0,1.0,R08A2.2,WBGene00011133,Public name for WBGene00011133. History: N.A.
T28B8.6,T28B8.6,20.4603330841131,31.1687,4.21479632399873e-05,4.0,0.0,T28B8.6,WBGene00044122,Public name for WBGene00044122. History: N.A.
F19B6.4,wht-5,59.6712863963725,31.1679,1.46919234404239e-06,25.0,8.0,F19B6.4,WBGene00008950,Sequence name for WBGene00008950(wht-5). History: N.A.
T23B7.1,nspd-4,52.7952577200181,31.151,6.17527925474377e-06,2.0,13.0,T23B7.1,WBGene00020715,Sequence name for WBGene00020715(nspd-4). History: N.A.
AH6.2,sfxn-1.1,29.8913654768902,31.1446,4.07315907278038e-05,14.0,0.0,AH6.2,WBGene00007080,Sequence name for WBGene00007080(sfxn-1.1). History: N.A.
T28H11.6,ssp-11,121.831442035258,31.1265,1.57039722493446e-06,4.0,30.0,T28H11.6,WBGene00006040,Sequence name for WBGene00006040(ssp-11). History: N.A.
E03H12.10,ssp-9,121.831442035258,31.1265,1.57039722493446e-06,4.0,31.0,E03H12.10,WBGene00006038,Sequence name for WBGene00006038(ssp-9). History: N.A.
B0218.7,B0218.7,108.69524328385,31.0507,1.33396253499422e-05,10.0,5.0,B0218.7,WBGene00015051,Public name for WBGene00015051. History: N.A.
M7.7,M7.7,41.0912515140913,31.038,1.39074918429054e-06,15.0,1.0,M7.7,WBGene00010883,Public name for WBGene00010883. History: N.A.
K03H1.1,gln-2,209.788248997188,31.0101,8.10949459420183e-05,7.0,5.0,K03H1.1,WBGene00001603,Sequence name for WBGene00001603(gln-2). History: N.A.
F58A6.8,msp-45,214.927643227613,30.9189,1.24875020235237e-08,0.0,79.0,F58A6.8,WBGene00003438,Sequence name for WBGene00003438(msp-45). History: N.A.
K05F1.7,msp-63,27.0216567829893,30.8657,0.0001737649195862,0.0,26.0,K05F1.7,WBGene00003456,Sequence name for WBGene00003456(msp-63). History: N.A.
T22B3.2,alg-3,275.578781577677,30.8144,5.40684337758454e-05,23.0,9.0,T22B3.2,WBGene00011910,Sequence name for WBGene00011910(alg-3). History: N.A.
M05B5.3,M05B5.3,28.7718897056226,30.7535,3.17189935962324e-05,23.0,1.0,M05B5.3,WBGene00010871,Public name for WBGene00010871. History: N.A.
F58E6.5,F58E6.5,189.043095084509,30.709,0.0001423568552183,9.0,7.0,F58E6.5,WBGene00010254,Public name for WBGene00010254. History: N.A.
F26A1.3,F26A1.3,41.6777581575096,30.6963,1.89484179997701e-05,15.0,3.0,F26A1.3,WBGene00017802,Public name for WBGene00017802. History: N.A.
T16G1.13,T16G1.13,25.6975590791039,30.6655,1.49977164819949e-05,4.0,0.0,T16G1.13,WBGene00194787,Public name for WBGene00194787. History: N.A.
C17C3.15,C17C3.15,67.2600773680971,30.5845,6.13952504405649e-14,9.0,13.0,C17C3.15,WBGene00015896,Public name for WBGene00015896. History: N.A.
C10G11.9,spch-2,107.697146128845,30.5788,2.24356072463135e-05,2.0,15.0,C10G11.9,WBGene00015689,Sequence name for WBGene00015689(spch-2). History: N.A.
F26B1.8,F26B1.8,207.14651916652,30.5426,3.3245815041881802e-09,5.0,17.0,F26B1.8,WBGene00194703,Public name for WBGene00194703. History: N.A.
Y57G7A.5,Y57G7A.5,68.4442191060834,30.5345,1.54305851974758e-07,9.0,1.0,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
R10D12.10,R10D12.10,31.5633446756427,30.4869,9.60538000929417e-06,21.0,0.0,R10D12.10,WBGene00011191,Public name for WBGene00011191. History: N.A.
T15H9.4,T15H9.4,9.24235745383192,30.4764,0.0005383434191834,14.0,1.0,T15H9.4,WBGene00011789,Public name for WBGene00011789. History: N.A.
ZK484.8,nspd-1,141.521793654481,30.4636,1.72307699650343e-05,4.0,13.0,ZK484.8,WBGene00022754,Sequence name for WBGene00022754(nspd-1). History: N.A.
K05F1.1,K05F1.1,9.34300661519944,30.4254,0.0006977619200776,18.0,4.0,K05F1.1,WBGene00019405,Public name for WBGene00019405. History: N.A.
R155.3,R155.3,67.3780422876335,30.3752,0.0003410019586158,27.0,8.0,R155.3,WBGene00020117,Public name for WBGene00020117. History: N.A.
Y75B7B.2,Y75B7B.2,2.38972978915879,30.3513,0.0063371442377387,7.0,3.0,Y75B7B.2,WBGene00022289,Public name for WBGene00022289. History: N.A.
K04H4.5,K04H4.5,108.637375784639,30.3359,6.04567985377615e-07,9.0,1.0,K04H4.5,WBGene00010574,Public name for WBGene00010574. History: N.A.
ZK1251.6,msp-76,138.843817669309,30.3117,1.82218591698801e-08,1.0,74.0,ZK1251.6,WBGene00003463,Sequence name for WBGene00003463(msp-76). History: N.A.
K08F8.5,K08F8.5,21.5204127127095,30.2714,6.69560409373252e-05,14.0,0.0,K08F8.5,WBGene00010682,"Sequence name for WBGene00010682(nsph-1.1). History: Split into K08F8.15(WBGene00303068). History of WBGene00010682: Split into ""WBGene00303068"" on 2018-03-02"
C50F2.5,C50F2.5,90.220431418878,30.25,0.0001356096364552,8.0,7.0,C50F2.5,WBGene00016839,Public name for WBGene00016839. History: N.A.
Y38H8A.4,Y38H8A.4,51.9919406826151,30.2389,4.11872767694793e-07,11.0,9.0,Y38H8A.4,WBGene00012638,Public name for WBGene00012638. History: N.A.
M153.1,M153.1,4.21011804244503,30.2117,0.0009672876256452,8.0,0.0,M153.1,WBGene00010924,Sequence name for WBGene00010924(pycr-1). History: N.A.
M02G9.4,M02G9.4,4.14068296992594,30.2093,0.0042771240700626,0.0,0.0,M02G9.4,WBGene00194935,Public name for WBGene00194935. History: N.A.
F33D11.2,F33D11.2,24.5035858096395,30.1848,4.27112327100799e-05,14.0,2.0,F33D11.2,WBGene00018001,Public name for WBGene00018001. History: N.A.
R09E10.6,R09E10.6,688.429396668991,30.1827,9.8938712981004e-08,4.0,25.0,R09E10.6,WBGene00011176,Public name for WBGene00011176. History: N.A.
Y46C8AL.1,clec-73,176.724059517028,30.1816,2.04529784121953e-05,10.0,15.0,Y46C8AL.1,WBGene00021579,Sequence name for WBGene00021579(clec-73). History: N.A.
W05B2.6,col-92,13.5089111349711,30.1225,0.0147089947222827,0.0,17.0,W05B2.6,WBGene00000667,Sequence name for WBGene00000667(col-92). History: N.A.
T03F6.6,T03F6.6,99.427233556813,30.1153,1.35966592724496e-05,3.0,6.0,T03F6.6,WBGene00011401,"Public name for WBGene00011401. History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
F57G4.5,Transposon,4.47462117676663,30.1011,0.0163071088924428,,,F57G4.5,,Sequence name for Suppressed gene WBGene00010210. Molecular name for Suppressed gene WBGene00010210. Public name for Suppressed gene WBGene00010210. History of WBGene00010210: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C30B5.3,cpb-2,118.309078664994,30.0973,9.23610990802975e-05,18.0,0.0,C30B5.3,WBGene00000771,Sequence name for WBGene00000771(cpb-2). History: N.A.
W03D8.9,W03D8.9,247.949516891453,30.0732,7.28314002995555e-05,11.0,8.0,W03D8.9,WBGene00020990,Public name for WBGene00020990. History: N.A.
W04E12.4,W04E12.4,26.2086223650334,30.0527,0.0019520902150992,6.0,1.0,W04E12.4,WBGene00012249,Public name for WBGene00012249. History: N.A.
C12D8.9,C12D8.9,10.8033854828474,30.0425,3.96848521439077e-05,7.0,0.0,C12D8.9,WBGene00007538,Public name for WBGene00007538. History: N.A.
T28H11.7,T28H11.7,81.3705797195973,30.0356,0.0011420941797181,6.0,6.0,T28H11.7,WBGene00020905,Public name for WBGene00020905. History: N.A.
F15H10.2,col-13,9.43055029305462,30.0298,0.0019974786751004,3.0,8.0,F15H10.2,WBGene00000602,Sequence name for WBGene00000602(col-13). History: N.A.
F44D12.8,F44D12.8,38.0839608979816,30.0125,8.92359402129874e-06,12.0,5.0,F44D12.8,WBGene00009685,Public name for WBGene00009685. History: N.A.
K02F6.3,K02F6.3,97.0403892806217,29.9542,0.0010842827929319,58.0,7.0,K02F6.3,WBGene00019337,Public name for WBGene00019337. History: N.A.
ZK1251.1,htas-1,55.7814568356583,29.9449,9.008346609885749e-11,5.0,2.0,ZK1251.1,WBGene00014240,Sequence name for WBGene00014240(htas-1). History: N.A.
Y48B6A.5,Y48B6A.5,40.5063978245383,29.9278,7.11335646227269e-05,10.0,4.0,Y48B6A.5,WBGene00012979,Public name for WBGene00012979. History: N.A.
C50E10.1,C50E10.1,56.3448486594496,29.9274,9.00306155087342e-07,6.0,3.0,C50E10.1,WBGene00016825,Public name for WBGene00016825. History: N.A.
Y39F10C.1,Y39F10C.1,6.05709634290681,29.8784,0.0027013774213062,5.0,0.0,Y39F10C.1,WBGene00021457,"Public name for WBGene00021457. History: Split into Y39F10C.3(WBGene00206368). History of WBGene00021457: Split into ""WBGene00206368"" on 2010-12-09"
R155.5,R155.5,1.69155435509398,29.8501,0.0313617360214208,5.0,0.0,R155.5,WBGene00189953,Public name for WBGene00189953. History: N.A.
R10E9.2,R10E9.2,356.024872180449,29.8485,5.87778289161241e-08,3.0,8.0,R10E9.2,WBGene00011214,Public name for WBGene00011214. History: N.A.
ZK1248.5,ZK1248.5,70.1515107353116,29.8266,0.0002990728139645,12.0,5.0,ZK1248.5,WBGene00022876,Public name for WBGene00022876. History: N.A.
Y76A2A.1,tag-164,60.0010899159409,29.7705,2.61190294547152e-06,7.0,11.0,Y76A2A.1,WBGene00006509,Sequence name for WBGene00006509(tag-164). History: N.A.
C31H1.5,C31H1.5,52.5014646864837,29.7615,6.71114994349944e-06,14.0,8.0,C31H1.5,WBGene00016288,Public name for WBGene00016288. History: N.A.
F54B3.2,F54B3.2,15.7488936875613,29.7589,1.96866419057472e-05,16.0,1.0,F54B3.2,WBGene00010014,"Public name for WBGene00010014. History: Split into F54B3.4(WBGene00175034). History of WBGene00010014: Split into ""WBGene00175034"" on 2008-12-09"
T28H11.1,ssq-4,373.394105569687,29.7542,3.73988872236153e-08,5.0,15.0,T28H11.1,WBGene00006053,Sequence name for WBGene00006053(ssq-4). History: N.A.
F59A7.9,cysl-4,19.8499281051973,29.751,0.0001665443100869,4.0,4.0,F59A7.9,WBGene00019096,Sequence name for WBGene00019096(cysl-4). History: N.A.
W01B6.6,W01B6.6,39.9513113606188,29.7343,1.9620522213153e-08,18.0,1.0,W01B6.6,WBGene00012173,Public name for WBGene00012173. History: N.A.
R06B10.1,R06B10.1,75.6202432457359,29.7086,1.24953862727402e-07,,,R06B10.1,WBGene00019912,Public name for WBGene00019912. History: N.A.
F44D12.5,msd-2,402.522427998409,29.6937,8.48326492085975e-08,6.0,20.0,F44D12.5,WBGene00009682,Sequence name for WBGene00009682(msd-2). History: N.A.
C09H5.7,C09H5.7,29.4150145315205,29.6626,6.50143517400931e-05,7.0,1.0,C09H5.7,WBGene00015661,Public name for WBGene00015661. History: N.A.
C14A4.8,C14A4.8,13.146503035419,29.6594,0.0001178114431848,4.0,0.0,C14A4.8,WBGene00007559,Public name for WBGene00007559. History: N.A.
R13H9.6,R13H9.6,79.3517371533339,29.6588,0.0289640618544215,12.0,6.0,R13H9.6,WBGene00020072,Public name for WBGene00020072. History: N.A.
T13H10.1,kin-5,103.869336190587,29.6137,0.0003503143599655,19.0,0.0,T13H10.1,WBGene00002193,Sequence name for WBGene00002193(kin-5). History: N.A.
T05A7.6,T05A7.6,247.972650857054,29.5807,3.90449007487376e-05,19.0,2.0,T05A7.6,WBGene00020223,Public name for WBGene00020223. History: N.A.
Y47D3A.31,Y47D3A.31,21.4045039104146,29.5725,2.31001486774234e-07,17.0,3.0,Y47D3A.31,WBGene00012937,Public name for WBGene00012937. History: N.A.
D2062.6,msrp-6,40.1861317842827,29.5635,6.02390845514453e-05,3.0,4.0,D2062.6,WBGene00017058,Sequence name for WBGene00017058(msrp-6). History: N.A.
C18H2.4,C18H2.4,20.3245806956876,29.5298,0.0001150594355414,,,C18H2.4,WBGene00015991,Public name for WBGene00015991. History: N.A.
F37A8.2,F37A8.2,31.6239410339596,29.4465,6.09194911178585e-08,11.0,2.0,F37A8.2,WBGene00009502,Public name for WBGene00009502. History: N.A.
C47E12.11,C47E12.11,51.2591740460597,29.4401,1.05828667463518e-06,18.0,1.0,C47E12.11,WBGene00008154,Public name for WBGene00008154. History: N.A.
F55F8.7,F55F8.7,36.5844164063115,29.436,0.0001888396327874,23.0,2.0,F55F8.7,WBGene00018895,Public name for WBGene00018895. History: N.A.
ZK892.3,ZK892.3,37.4821239969332,29.4196,3.12603930106467e-06,14.0,6.0,ZK892.3,WBGene00014127,Public name for WBGene00014127. History: N.A.
Y40B10A.4,Y40B10A.4,6.58701923008572,29.2933,0.0009308444409425,,,Y40B10A.4,WBGene00021489,Public name for WBGene00021489. History: N.A.
C25D7.16,C25D7.16,13.6142704973578,29.2834,9.12881964386919e-05,8.0,0.0,C25D7.16,WBGene00050940,Public name for WBGene00050940. History: N.A.
C16C8.18,C16C8.18,64.1342731509426,29.2593,0.0005918196644671,5.0,7.0,C16C8.18,WBGene00015855,Public name for WBGene00015855. History: N.A.
C14A6.13,C14A6.13,46.9499200671157,29.2019,2.56490925072256e-08,14.0,0.0,C14A6.13,WBGene00050956,Public name for WBGene00050956. History: N.A.
Y57G11C.6,ptp-5.2,43.5162325691898,29.1802,1.31690751284997e-05,23.0,1.0,Y57G11C.6,WBGene00013304,Sequence name for WBGene00013304(ptp-5.2). History: N.A.
C04G2.3,Pseudogene,88.1189838583928,29.1628,2.068368652592e-05,,,C04G2.3,WBGene00014665,Public name for WBGene00014665. History: N.A.
C06A6.7,C06A6.7,9.48703877796424,29.14,0.0005840968821888,15.0,2.0,C06A6.7,WBGene00015511,Public name for WBGene00015511. History: N.A.
R05H5.2,cdc-25.4,11.5949198962489,29.125,8.96159222365861e-05,12.0,2.0,R05H5.2,WBGene00000389,Sequence name for WBGene00000389(cdc-25.4). History: N.A.
F52B11.4,col-133,10.0102840653496,29.0542,0.0001113852747574,4.0,7.0,F52B11.4,WBGene00000707,Sequence name for WBGene00000707(col-133). History: N.A.
K08C9.2,K08C9.2,163.69577714102,29.0261,3.36896659690516e-07,5.0,4.0,K08C9.2,WBGene00010651,Public name for WBGene00010651. History: N.A.
Y43C5A.1,nspd-7,78.1858266903748,29.0014,4.99901054196575e-05,1.0,12.0,Y43C5A.1,WBGene00012781,Sequence name for WBGene00012781(nspd-7). History: N.A.
F55C5.1,ssp-35,119.634347444408,28.9925,8.03836796273572e-08,0.0,4.0,F55C5.1,WBGene00010091,Sequence name for WBGene00010091(ssp-35). History: N.A.
F26D2.10,F26D2.10,82.9460734527943,28.9877,7.78118331543757e-05,46.0,4.0,F26D2.10,WBGene00009149,Public name for WBGene00009149. History: N.A.
F59A6.4,F59A6.4,95.0451170191265,28.9742,3.18457273722568e-05,25.0,0.0,F59A6.4,WBGene00019086,Public name for WBGene00019086. History: N.A.
D1081.11,D1081.11,6.1669323373494,28.9605,0.0032431694364111,7.0,0.0,D1081.11,WBGene00050879,Public name for WBGene00050879. History: N.A.
B0261.5,B0261.5,9.5951021772945,28.9237,0.0030091406579922,16.0,1.0,B0261.5,WBGene00015093,Public name for WBGene00015093. History: N.A.
F38A5.8,F38A5.8,6.18500393782893,28.8668,0.0029006073208568,2.0,1.0,F38A5.8,WBGene00018165,Public name for WBGene00018165. History: N.A.
F58A6.5,F58A6.5,55.159503581207,28.8611,2.52774608797923e-05,11.0,1.0,F58A6.5,WBGene00019024,Public name for WBGene00019024. History: N.A.
F54C1.9,sst-20,33.8809432056504,28.8334,4.36040147296614e-05,3.0,2.0,F54C1.9,WBGene00006058,Sequence name for WBGene00006058(sst-20). History: N.A.
C46H11.6,C46H11.6,21.5419934414494,28.8159,0.0001024101848236,12.0,0.0,C46H11.6,WBGene00016730,Public name for WBGene00016730. History: N.A.
F36H12.8,ttbk-2,68.0339688765542,28.8137,0.0028964090078292,7.0,4.0,F36H12.8,WBGene00018122,Sequence name for WBGene00018122(ttbk-2). History: N.A.
B0273.1,B0273.1,59.1510447962262,28.786,4.3379811940796394e-11,4.0,3.0,B0273.1,WBGene00015097,Public name for WBGene00015097. History: N.A.
B0432.11,B0432.11,6.48722201349648,28.786,0.0028773071585779,10.0,1.0,B0432.11,WBGene00015192,Public name for WBGene00015192. History: N.A.
C29E4.17,C29E4.17,1.97164511380452,28.7699,0.0314546736851557,2.0,0.0,C29E4.17,WBGene00194730,Public name for WBGene00194730. History: N.A.
C50F4.2,pfk-1.2,67.7674169314526,28.7497,2.9551324721433304e-09,21.0,2.0,C50F4.2,WBGene00008230,Sequence name for WBGene00008230(pfk-1.2). History: Renamed on 2014-03-03
H34I24.1,H34I24.1,28.4987675239932,28.7226,2.94255072456374e-06,12.0,4.0,H34I24.1,WBGene00019260,Public name for WBGene00019260. History: N.A.
R102.3,R102.3,17.6258201291085,28.7115,0.0007589101508591,13.0,2.0,R102.3,WBGene00011290,Public name for WBGene00011290. History: N.A.
