Gene,log2 fold change lotr-1 vs. N2 (22G-RNA),BH-adjusted p-value (22G-RNA),N2_r1 normalized counts (22G-RNA),N2_r2 normalized counts (22G-RNA),N2_r3 normalized counts (22G-RNA),lotr-1_r1 normalized counts (22G-RNA),lotr-1_r2 normalized counts (22G-RNA),lotr-1_r3 normalized counts (22G-RNA),Input,Suggested Match,History
WBGene00021918,4.48382473647002,1.36636601442781e-27,5.10506828900413,8.25772074774502,10.9337005662891,203.542290473365,160.865255502035,191.603093797158,WBGene00021918,WBGene00021918,History: N.A.
WBGene00014250,2.09026904845955,1.37137964945417e-27,175.274011255808,197.434596059722,197.489966478596,785.673241227187,836.499328610582,810.321417517146,WBGene00014250,WBGene00014250,History: N.A.
WBGene00003523,-3.06453691689086,1.3911561298828599e-27,425.422357417011,358.08479969767,379.946094678545,36.6376122852056,52.4301573488114,49.2313504895475,WBGene00003523,WBGene00003523,History: N.A.
WBGene00011592,-2.80536441609668,1.5104913688819e-27,444.991785858193,408.381826070299,443.4982292201,61.0626871420094,64.346102200814,59.8759668116118,WBGene00011592,WBGene00011592,History: N.A.
WBGene00044705,-5.43292297582029,2.63772379123983e-27,278.226221750725,298.779350691138,258.992032163972,6.78474301577882,4.76637794080104,7.98346224154824,WBGene00044705,WBGene00044705,History: N.A.
WBGene00206511,2.18605998326003,2.92796100596157e-27,166.765564107468,138.879848939348,154.438520498833,711.04106805362,673.250884138147,706.536408377019,WBGene00206511,WBGene00206511,History: N.A.
WBGene00003959,2.61692912048459,2.97134386384277e-27,73.1726454757258,60.056150892691,64.2354908269482,408.441529549885,389.651396660485,409.817728399476,WBGene00003959,WBGene00003959,History: N.A.
WBGene00002184,1.70751039314051,3.18754658639186e-27,785.329671791802,731.183637118513,680.622860251494,2483.21594377505,2372.46462003372,2308.5511648477,WBGene00002184,WBGene00002184,History: N.A.
WBGene00015320,1.68348805634658,3.19592577460126e-27,724.068852323752,709.413282419913,679.939503966101,2378.73090133205,2209.21617556128,2196.78269346602,WBGene00015320,WBGene00015320,History: N.A.
WBGene00015914,1.83578241761307,3.20113968297797e-27,370.117450952799,377.603048737795,373.112531824614,1394.94316404413,1284.53885504588,1323.92415505675,WBGene00015914,WBGene00015914,History: N.A.
WBGene00006714,1.50636457693913,3.66282880866049e-27,2134.76938951856,1987.85859454807,2096.53708358593,5780.60104944355,6111.68811459213,5768.0514695186,WBGene00006714,WBGene00006714,History: N.A.
WBGene00015099,-3.23177476929386,4.10255024974661e-27,344.592109507779,315.294792186628,355.345268404394,29.8528692694268,41.7058069820091,35.9255800869671,WBGene00015099,WBGene00015099,History: N.A.
WBGene00043065,4.84582421145129,4.8271915510897996e-27,8.50844714834022,3.00280754463455,6.83356285393066,168.261626791315,185.888739691241,167.652707072513,WBGene00043065,WBGene00043065,History: N.A.
WBGene00021547,-4.99968810620783,5.43647397922291e-27,283.331290039729,252.235833749302,248.058331597683,6.78474301577882,9.53275588160208,7.98346224154824,WBGene00021547,WBGene00021547,History: N.A.
WBGene00050934,2.52658763143227,6.9037226870306e-27,78.27771376473,70.565977298912,75.1691913932373,449.149987644558,425.399231216493,415.140036560509,WBGene00050934,WBGene00050934,History: N.A.
WBGene00045277,-4.09251847658736,8.14215069715153e-27,282.480445324895,243.227411115399,265.14223873251,14.9264346347134,19.0655117632042,11.9751933623224,WBGene00045277,WBGene00045277,History: N.A.
WBGene00015203,-2.53998196939727,8.45719052028887e-27,554.750754071782,511.227984474032,548.051740885239,108.555888252461,84.6032084492184,85.1569305765146,WBGene00015203,WBGene00015203,History: N.A.
WBGene00013387,-4.00461104096797,9.5836773152561e-27,284.182134754563,249.983728090826,274.025870442619,25.7820234599595,14.2991338224031,10.6446163220643,WBGene00013387,WBGene00013387,History: N.A.
WBGene00014233,2.05994287022885,1.03567012010696e-26,226.32469414585,202.689509262832,215.940586184209,930.866741764854,936.593265367404,818.304879758695,WBGene00014233,WBGene00014233,History: N.A.
WBGene00010330,-4.19267849436704,1.33091602607694e-26,282.480445324895,235.720392253812,259.675388449365,14.9264346347134,15.4907283076034,11.9751933623224,WBGene00010330,WBGene00010330,History: N.A.
WBGene00021542,-2.64170281737135,1.53560833583865e-26,561.557511790454,479.69850525537,516.617351757158,90.9155564114362,65.5376966860143,94.4709698583209,WBGene00021542,WBGene00021542,History: N.A.
WBGene00021096,-3.2987805023805,1.72714797869402e-26,345.442954222613,303.28356200809,316.39396013699,28.495920666271,29.7898621300065,39.9173112077412,WBGene00021096,WBGene00021096,History: N.A.
WBGene00007721,6.11980444813904,2.84370487313899e-26,2.55253414450206,1.50140377231728,4.1001377123584,207.613136282832,182.31395623564,187.611362676384,WBGene00007721,WBGene00007721,History: N.A.
WBGene00003884,1.54769144336388,4.20507140092766e-26,1806.34332959263,1649.29204389053,1661.92248607594,5013.92508866055,5166.75368782833,4766.1269582043,WBGene00003884,WBGene00003884,History: N.A.
WBGene00002990,1.6524810422923,4.2376569871268597e-26,1009.10183179315,886.578927553351,966.265787545795,2842.80732361133,3029.03318137906,3118.87258236485,WBGene00002990,WBGene00002990,History: Renamed on 2011-11-08
WBGene00000959,-4.6966867913211,4.86271183195887e-26,250.148346161202,246.980920546192,239.174699887573,12.2125374284019,7.14956691120156,9.31403928180628,WBGene00000959,WBGene00000959,History: N.A.
WBGene00023209,-2.56061823890474,6.29710195044648e-26,519.015276048753,490.959033547749,482.449537487505,81.4169161893458,77.4536415380169,94.4709698583209,WBGene00023209,WBGene00023209,History: N.A.
WBGene00019266,1.89145304735164,6.29710195044648e-26,305.453252625414,294.275139374186,295.893271575198,1052.99211604887,1148.69708373305,1117.68471381675,WBGene00019266,WBGene00019266,History: N.A.
WBGene00008270,1.64821626220158,7.47149646227328e-26,874.668366849374,895.587350187255,857.612138168298,2936.43677722907,2707.30267037499,2593.29465146292,WBGene00008270,WBGene00008270,History: N.A.
WBGene00008348,2.48742669417949,8.51420713067392e-26,67.2167324718877,97.5912452006229,86.7862482449194,484.430651326608,471.871416139303,461.71023296954,WBGene00008348,WBGene00008348,History: N.A.
WBGene00004457,2.36990748786381,8.86265643174843e-26,114.013191787759,104.347562176051,103.870155379746,598.414333991692,486.170549961706,580.131589552505,WBGene00004457,WBGene00004457,History: N.A.
Helitron2_CE,1.95959866299893,1.28384784556912e-25,376.073363956637,346.824271405291,387.463013817868,1549.63530480388,1528.81572451193,1240.09780152049,,,
WBGene00022736,-4.4922532105519,1.77503212329286e-25,256.10425916504,231.966882823019,236.441274746001,10.8555888252461,14.2991338224031,6.6528852012902,WBGene00022736,WBGene00022736,History: N.A.
WBGene00016177,-4.62318574213893,2.18653305901259e-25,223.772160001348,260.493554497047,247.37497531229,8.14169161893458,4.76637794080104,17.2975015233545,WBGene00016177,WBGene00016177,History: N.A.
WBGene00008424,4.11200653605242,2.41183778843176e-25,16.1660495818464,9.75912452006229,6.83356285393066,192.686701648118,201.379467998844,158.338667790707,WBGene00008424,WBGene00008424,History: N.A.
WBGene00022039,-5.28281940659144,4.25715651910754e-25,262.060172168879,263.496362041682,227.557643035891,9.49864022209035,7.14956691120156,2.66115408051608,WBGene00022039,WBGene00022039,History: N.A.
WBGene00194955,1.82821091470086,4.73285576754161e-25,365.863227378629,393.367788347126,356.71198097518,1342.02216852105,1370.3336579803,1248.08126376204,WBGene00194955,WBGene00194955,History: N.A.
WBGene00021146,4.7859524238954,5.27088151414105e-25,8.50844714834022,5.25491320311047,4.1001377123584,154.692140759757,152.524094105633,174.305592273803,WBGene00021146,WBGene00021146,History: N.A.
WBGene00013510,2.60833080202419,5.331545012056171e-25,72.3218007608918,71.3166791850706,57.4019279730175,450.506936247714,367.01110144168,404.495420238444,WBGene00013510,WBGene00013510,History: N.A.
WBGene00017160,-3.56136737320044,6.55833067254367e-25,274.822842891389,251.485131863144,310.927109853845,24.4250748568038,20.2571062484044,26.6115408051608,WBGene00017160,WBGene00017160,History: N.A.
WBGene00023484,5.46155986848879,1.40386209748365e-24,5.95591300383815,0.750701886158638,4.78349399775146,141.122654728199,163.248444472436,195.594824917932,WBGene00023484,WBGene00023484,History: N.A.
WBGene00011809,-4.68883514886675,1.43598409113339e-24,246.744967301866,227.462671506067,223.457505323533,9.49864022209035,11.9159448520026,5.32230816103216,WBGene00011809,WBGene00011809,"History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
WBGene00020164,1.4829914686127,1.54397514923348e-24,1689.77760366037,1654.54695709364,1664.65591121751,4794.09941494931,4506.61034302738,4702.25926027191,WBGene00020164,WBGene00020164,History: N.A.
WBGene00011110,-3.38350226481911,1.75336958395619e-24,272.270308746887,317.546897845104,285.642927294302,37.9945608883614,23.8318897040052,22.6198096843867,WBGene00011110,WBGene00011110,History: N.A.
WBGene00021106,1.57876164372299,2.07284042153846e-24,1009.10183179315,994.679999160195,983.349694680622,3021.92453922789,3077.88855527227,2818.16217126653,WBGene00021106,WBGene00021106,History: N.A.
WBGene00017101,2.11289971318515,2.21613917758736e-24,170.168942966804,160.650203637949,144.87153250333,678.474301577882,668.484506197346,705.205831336761,WBGene00017101,WBGene00017101,History: N.A.
WBGene00016622,-2.4352960067275,2.50597131061521e-24,536.032170345434,510.477282587874,522.767558325696,88.2016592051247,92.9443698456203,109.107317301159,WBGene00016622,WBGene00016622,History: N.A.
WBGene00021878,6.3568354211517,4.15566480396782e-24,3.40337885933609,0.750701886158638,2.73342514157226,203.542290473365,178.739172780039,175.636169314061,WBGene00021878,WBGene00021878,History: N.A.
WBGene00001843,4.18461753804048,4.61502075457374e-24,11.9118260076763,6.75631697542774,8.88363171010986,147.907397743978,166.823227928036,180.958477475093,WBGene00001843,WBGene00001843,History: N.A.
WBGene00022486,-4.03325039766917,4.81474716810206e-24,233.982296579356,233.468286595336,251.475113024648,12.2125374284019,8.34116139640182,23.9503867246447,WBGene00022486,WBGene00022486,History: N.A.
WBGene00008090,2.0850657213501,5.37390879558461e-24,251.85003559087,244.728814887716,201.590104190954,1109.98395738141,949.700804704607,895.478348093661,WBGene00008090,WBGene00008090,History: N.A.
WBGene00004352,1.86032993338645,5.47759775865664e-24,290.138047758401,295.776543146503,318.444028993169,1138.47987804769,1078.39300910624,1072.44509444798,WBGene00004352,WBGene00004352,History: N.A.
WBGene00008779,3.19598943521886,7.78541664659728e-24,20.4202731560165,29.2773735601869,24.6008262741504,227.967365330168,231.16933012885,224.867519803609,WBGene00008779,WBGene00008779,History: N.A.
PAL3A_CE,2.30375781456666,8.89014293646176e-24,104.653899924585,102.095456517575,133.254475651648,557.705875897019,530.259545914116,598.759668116118,,,
WBGene00043990,1.48219533267896,9.60467397328417e-24,1514.50359240456,1454.10955348928,1482.19978301756,4216.03931000496,4152.7067809229,4062.2517039078,WBGene00043990,WBGene00043990,History: N.A.
WBGene00018773,-5.3034975375314,9.78522317422023e-24,254.402569735372,211.697931896736,246.691619026897,5.42779441262306,5.9579724260013,6.6528852012902,WBGene00018773,WBGene00018773,History: N.A.
WBGene00007813,-2.98526071233169,1.38899262960862e-23,347.144643652281,318.297599731262,323.22752299092,37.9945608883614,48.8553738932106,37.2561571272251,WBGene00007813,WBGene00007813,History: N.A.
WBGene00004313,2.31284995498423,1.66253371220087e-23,122.521638936099,107.350369720685,93.61981109885,556.348927293863,492.128522387707,552.189471707087,WBGene00004313,WBGene00004313,History: N.A.
WBGene00077781,4.7445553301442,1.86751455544044e-23,7.65760243350619,4.50421131695183,4.78349399775146,146.550449140823,153.715688590834,146.363474428384,WBGene00077781,WBGene00077781,History: N.A.
WBGene00270290,3.28359362352112,2.1806105390079802e-23,21.2711178708505,25.5238641293937,19.1339759910058,204.89923907652,209.720629395246,226.198096843867,WBGene00270290,WBGene00270290,History: N.A.
WBGene00000057,4.13827797674723,2.19932905326681e-23,3.40337885933609,9.75912452006229,14.3504819932544,165.547729585003,172.781200354038,162.330398911481,WBGene00000057,WBGene00000057,History: N.A.
WBGene00017725,1.98649002618557,2.29334580421101e-23,192.290905552489,228.213373392226,239.174699887573,879.302694844935,866.289190740589,878.180846570306,WBGene00017725,WBGene00017725,History: N.A.
WBGene00007984,-3.22350231237762,3.4640492459144704e-23,296.944805477073,291.272331829552,280.176077011157,42.0654066978287,27.406673159606,23.9503867246447,WBGene00007984,WBGene00007984,History: N.A.
WBGene00018364,2.74460598577934,4.2279657293335904e-23,43.3930804565351,41.2886037387251,51.935077689873,309.384281519514,288.365865418463,321.999643742446,WBGene00018364,WBGene00018364,History: Renamed on 2016-01-06
WBGene00015735,1.77942872350973,4.33281184080248e-23,364.161537948961,352.079184608401,388.829726388655,1276.88863556957,1247.59942600467,1273.36222752694,WBGene00015735,WBGene00015735,History: Renamed on 2012-08-29
WBGene00006415,-2.47492727352709,5.45076939746057e-23,546.242306923442,471.440784507625,480.399468631325,80.0599675861901,91.75277536042,97.1321239388369,WBGene00006415,WBGene00006415,History: N.A.
WBGene00012306,4.35071998383429,5.45076939746057e-23,7.65760243350619,6.0056150892691,8.88363171010986,137.051808918732,175.164389324438,149.0246285089,WBGene00012306,WBGene00012306,History: N.A.
WBGene00002230,-2.10654861599417,6.41878691614385e-23,918.061447305909,787.486278580411,820.027542471679,204.89923907652,204.954251454445,175.636169314061,WBGene00002230,WBGene00002230,History: N.A.
WBGene00020473,-2.85025739042636,1.12052301071367e-22,369.266606237965,336.31444499907,377.896025822366,40.7084580946729,64.346102200814,43.9090423285153,WBGene00020473,WBGene00020473,History: N.A.
WBGene00017185,1.59143035888947,1.14507585480973e-22,1010.80352122282,939.878761470615,1002.48367067163,3141.33601630559,2955.15432329664,2802.19524678343,WBGene00017185,WBGene00017185,History: N.A.
WBGene00219443,-3.79551586358454,1.26361876698532e-22,211.009489278837,240.224603570764,297.943340431377,18.9972804441807,21.4487007336047,13.3057704025804,WBGene00219443,WBGene00219443,History: N.A.
WBGene00001911,-3.09631308432595,1.30186094841501e-22,324.171836351762,284.516014854124,306.826972141487,27.1389720631153,33.3646455856073,46.5701964090314,WBGene00001911,WBGene00001911,History: N.A.
WBGene00044976,2.28768082606706,1.37264702176554e-22,108.057278783921,106.599667834527,90.8863859572778,527.853006627592,486.170549961706,473.685426331862,WBGene00044976,WBGene00044976,History: N.A.
WBGene00007331,-4.11168292057303,1.95614227935324e-22,216.114557567841,221.457056416798,209.107023330278,10.8555888252461,10.7243503668023,15.9669244830965,WBGene00007331,WBGene00007331,History: N.A.
WBGene00044541,1.41101384903505,2.5555224203121e-22,2267.50116503267,2305.40549239318,2304.96075063081,6034.35043823368,6024.70171717251,6235.08401064918,WBGene00044541,WBGene00044541,History: N.A.
WBGene00012866,-8.29747620882797,2.81639412144673e-22,558.154132931118,519.485705221777,543.95160317288,1.35694860315576,3.57478345560078,0.0,WBGene00012866,WBGene00012866,History: N.A.
WBGene00045058,1.41843828142188,3.00018569474885e-22,4488.20587074946,4020.75930226567,4245.00924486173,11284.3845838433,11369.0029832957,11425.6650446958,WBGene00045058,WBGene00045058,History: N.A.
WBGene00013825,4.49028619204656,3.75775131307391e-22,5.10506828900413,11.2605282923796,3.41678142696533,141.122654728199,144.182932709231,157.008090750449,WBGene00013825,WBGene00013825,History: N.A.
WBGene00011221,3.70384150894802,3.9923339094569297e-22,15.3152048670124,13.5126339508555,10.250344280896,172.332472600782,169.206416898437,162.330398911481,WBGene00011221,WBGene00011221,History: N.A.
WBGene00007275,-6.99479805293005,7.525879543978169e-22,297.795650191907,334.062339340594,352.611843262822,2.71389720631153,4.76637794080104,0.0,WBGene00007275,WBGene00007275,History: N.A.
WBGene00018690,-4.54971953404719,8.48283906472662e-22,171.870632396472,224.459863961433,265.14223873251,5.42779441262306,11.9159448520026,10.6446163220643,WBGene00018690,WBGene00018690,History: N.A.
WBGene00004893,-4.54478859493818,8.547094006747259e-22,243.34158844253,207.944422465943,181.772771914556,9.49864022209035,8.34116139640182,9.31403928180628,WBGene00004893,WBGene00004893,History: N.A.
WBGene00010704,-2.90229217243447,1.1143157322573701e-21,382.88012167531,361.087607242305,321.860810420134,65.1335329514767,32.173051100407,46.5701964090314,WBGene00010704,WBGene00010704,History: N.A.
WBGene00008385,-2.62069186993512,1.9942490136996e-21,405.852928975828,391.866384574809,384.729588676296,54.2779441262306,58.3881297748127,79.8346224154824,WBGene00008385,WBGene00008385,History: N.A.
WBGene00017714,-9.22342619306423,2.14784088769628e-21,852.54640426369,760.4610106787,701.123548813286,2.71389720631153,0.0,1.33057704025804,WBGene00017714,WBGene00017714,History: N.A.
WBGene00012239,1.77605158077228,2.34085082423576e-21,372.669985097301,382.107260054747,366.278968970683,1181.90223334867,1346.50176827629,1307.95723057365,WBGene00012239,WBGene00012239,History: N.A.
WBGene00020955,-2.11823236683369,3.8396752372465e-21,707.051958027072,646.354323982587,674.472653682956,156.049089362913,147.757716164832,163.660975951739,WBGene00020955,WBGene00020955,History: N.A.
WBGene00189950,3.60414095033474,4.08309767525852e-21,13.6135154373443,13.5126339508555,15.0338382786475,195.40059885443,147.757716164832,171.644438193287,WBGene00189950,WBGene00189950,History: N.A.
CER16-LTR_CE,1.77744360321881,5.11345559902078e-21,484.981487455392,403.877614753347,435.297953795383,1401.7279070599,1526.43253554153,1603.34533351094,,,
WBGene00004747,2.25411985680675,5.18778325511594e-21,92.7420739169083,96.0898414283057,94.9865236696362,454.577782057181,434.931987098095,465.701964090314,WBGene00004747,WBGene00004747,History: N.A.
WBGene00011498,-2.70937843212663,5.78023221241165e-21,428.825736276347,344.572165746815,384.046232390903,52.9209955230748,51.2385628636112,73.1817372141922,WBGene00011498,WBGene00011498,History: N.A.
WBGene00018005,-3.42281822560004,5.90103124633057e-21,233.982296579356,222.207758302957,262.408813590937,25.7820234599595,21.4487007336047,19.9586556038706,WBGene00018005,WBGene00018005,History: N.A.
Vingi-2_CE,1.89979964289112,7.2257178093626e-21,259.507638024377,229.714777164543,239.174699887573,943.079279193256,928.252103971002,842.255266483339,,,
WBGene00022276,-4.59335263497011,8.08552305981168e-21,216.965402282675,177.916347019597,197.489966478596,10.8555888252461,5.9579724260013,7.98346224154824,WBGene00022276,WBGene00022276,History: N.A.
WBGene00008426,2.01171158269256,8.71887665994715e-21,181.229924259647,156.145992320997,172.889140204446,671.689558562103,669.676100682546,714.519870618568,WBGene00008426,WBGene00008426,History: N.A.
WBGene00021095,-3.0892280298028,1.03365078247627e-20,343.741264792945,306.286369552724,252.841825595434,36.6376122852056,28.5982676448062,41.2478882479992,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00022377,1.64349700052661,1.24020694482439e-20,688.333374300723,601.312210813069,632.104563988586,2095.1286432725,1944.68219984682,1958.60940325984,WBGene00022377,WBGene00022377,History: N.A.
CEMUDR2,1.67230379969512,1.34844375364372e-20,520.716965478421,505.973071270922,485.86631891447,1568.63258524806,1556.22239767154,1692.49399520823,,,
WBGene00021187,-3.96087876382705,1.81925624197005e-20,239.938209583194,198.18529794588,185.189553341521,14.9264346347134,13.1075393372029,11.9751933623224,WBGene00021187,WBGene00021187,History: N.A.
WBGene00044495,2.61936785299237,3.8394552737787e-20,45.9456146010372,43.540709397201,51.25172140448,291.743949678489,296.707026814865,278.09060141393,WBGene00044495,WBGene00044495,History: N.A.
WBGene00021246,-1.91435067519415,5.70310213868132e-20,993.786626926137,912.102791682745,895.196733864916,253.749388790128,244.276869466053,244.826175407479,WBGene00021246,WBGene00021246,History: N.A.
WBGene00003582,-3.06461519165117,5.96810934174595e-20,245.043277872198,268.000573358634,273.342514157226,32.5667664757383,32.173051100407,29.2726948856769,WBGene00003582,WBGene00003582,History: Renamed on 2005-12-19
WBGene00018310,1.4771752517387,6.53551704491067e-20,3533.55810070569,3104.15229926597,3081.25349083733,8860.87437860714,9355.20830330724,8820.39519987055,WBGene00018310,WBGene00018310,"History: Split into F41G4.13(WBGene00304806). History of WBGene00018310: Split into ""WBGene00304806"" on 2019-05-20"
WBGene00010226,-6.74239528379077,7.9245470182007e-20,300.34818433641,237.22179602613,289.74306500666,1.35694860315576,4.76637794080104,1.33057704025804,WBGene00010226,WBGene00010226,History: N.A.
WBGene00000279,5.64580211931911,8.23642863250829e-20,4.25422357417011,1.50140377231728,2.73342514157226,139.765706125044,173.972794839238,102.454432099869,WBGene00000279,WBGene00000279,History: N.A.
WBGene00002042,-3.05495956852348,9.818153680450812e-20,257.805948594709,253.73723752162,271.292445301047,31.2098178725826,26.2150786744057,37.2561571272251,WBGene00002042,WBGene00002042,History: N.A.
WBGene00023284,-1.57706539956308,1.08101724565266e-19,2877.55682556866,2926.98665413253,2707.45760272733,922.725050145919,1021.19647381662,904.792387375467,WBGene00023284,WBGene00023284,History: N.A.
WBGene00021391,-2.76492249880575,1.42807171062806e-19,304.60240791058,329.558128023642,304.093546999914,54.2779441262306,42.8974014672093,41.2478882479992,WBGene00021391,WBGene00021391,History: N.A.
WBGene00004892,1.73948081311738,1.49115056093352e-19,322.470146922094,347.574973291449,345.778280408891,1120.83954620666,1130.82316645505,1144.29625462191,WBGene00004892,WBGene00004892,History: N.A.
WBGene00005324,4.08826892984151,1.6052195784765e-19,12.7626707225103,3.00280754463455,10.250344280896,161.476883775536,120.351043005226,157.008090750449,WBGene00005324,WBGene00005324,History: N.A.
WBGene00012572,1.76930447873095,1.87578415888668e-19,333.531128214936,316.796195958945,295.893271575198,1073.34634509621,1089.11735947304,1056.47816996488,WBGene00012572,WBGene00012572,History: N.A.
WBGene00009919,-3.10680543905488,2.09845757097916e-19,269.717774602385,234.218988481495,251.475113024648,32.5667664757383,29.7898621300065,25.2809637649028,WBGene00009919,WBGene00009919,History: N.A.
WBGene00004889,-2.80955954856514,2.11358944878976e-19,298.646494906742,307.787773325042,287.692996150481,35.2806636820499,44.0889959524096,47.9007734492894,WBGene00004889,WBGene00004889,History: N.A.
WBGene00012961,1.38571472132652,2.38562446377575e-19,3153.23051317488,3065.11580118572,3202.8909096373,7866.23105249396,8390.01677029503,8360.01554394127,WBGene00012961,WBGene00012961,History: N.A.
WBGene00007378,-3.32060379151611,2.56779883494049e-19,296.093960762239,207.944422465943,242.591481314538,23.068126253648,28.5982676448062,22.6198096843867,WBGene00007378,WBGene00007378,History: N.A.
WBGene00020408,3.11128895709457,2.6561425236955503e-19,23.8236520153526,19.5182490401246,23.2341137033642,202.185341870209,194.229901087642,178.297323394577,WBGene00020408,WBGene00020408,History: N.A.
WBGene00007215,-2.75835869226192,2.84172888829395e-19,319.917612777592,302.532860121931,321.177454134741,59.7057385388536,40.5142124968088,39.9173112077412,WBGene00007215,WBGene00007215,History: N.A.
WBGene00011730,1.76382767138074,5.190132711135e-19,307.154942055082,299.530052577297,305.4602595707,996.000274716331,1071.24344219503,1028.53605211947,WBGene00011730,WBGene00011730,History: N.A.
WBGene00022323,4.48294513141382,5.32459675959304e-19,5.95591300383815,8.25772074774502,2.73342514157226,120.768425680863,116.776259549625,135.71885810632,WBGene00022323,WBGene00022323,History: N.A.
WBGene00002977,1.50609219443676,8.932017601700721e-19,1147.78952031109,1036.71930478508,1061.93566750082,3115.55399284563,3120.78595673948,2975.17026201698,WBGene00002977,WBGene00002977,History: N.A.
CELE1,1.44118200977953,8.98883554904227e-19,1979.06480670393,1999.86982472661,1972.84959592978,5515.99607182818,5053.5522117343,5597.73760836557,,,
WBGene00004375,3.97075665169484,9.0687933799131e-19,8.50844714834022,8.25772074774502,8.20027542471679,128.910117299798,123.925826460827,138.380012186836,WBGene00004375,WBGene00004375,History: N.A.
WBGene00003954,2.56676495511349,1.00987391993024e-18,53.6032170345434,50.2970263726287,56.7185716876245,373.160865867835,280.024704022061,300.710411098317,WBGene00003954,WBGene00003954,History: N.A.
WBGene00012985,-5.90934876292667,1.07153650065621e-18,185.484147833817,213.199335669053,220.72408018196,4.07084580946729,2.38318897040052,3.99173112077412,WBGene00012985,WBGene00012985,History: N.A.
WBGene00012933,-2.84554299320906,1.08226454453344e-18,266.314395743049,303.28356200809,281.542789581943,32.5667664757383,41.7058069820091,43.9090423285153,WBGene00012933,WBGene00012933,History: N.A.
WBGene00020373,2.13095415459312,1.28344340320093e-18,124.223328365767,115.60809046843,125.737556512324,599.771282594848,506.42765621011,496.305236016249,WBGene00020373,WBGene00020373,History: N.A.
WBGene00020390,-6.55274982512021,1.3608872907989098e-18,261.209327454045,237.22179602613,228.240999321284,2.71389720631153,2.38318897040052,2.66115408051608,WBGene00020390,WBGene00020390,History: N.A.
WBGene00044219,2.95812991057423,1.66525925854495e-18,20.4202731560165,29.2773735601869,32.8011016988672,238.822954155414,195.421495572843,214.222903481544,WBGene00044219,WBGene00044219,History: N.A.
WBGene00020371,-3.43821093105978,1.7363124336428597e-18,243.34158844253,186.924769653501,212.523804757244,18.9972804441807,21.4487007336047,18.6280785636126,WBGene00020371,WBGene00020371,History: N.A.
WBGene00077728,-4.30389112407312,1.86266086725948e-18,201.650197415663,158.398097979473,176.305921631411,14.9264346347134,5.9579724260013,6.6528852012902,WBGene00077728,WBGene00077728,History: N.A.
WBGene00009917,-5.63285964468599,1.99132514478431e-18,204.202731560165,181.66985645039,189.973047339272,1.35694860315576,3.57478345560078,6.6528852012902,WBGene00009917,WBGene00009917,History: N.A.
WBGene00011236,-1.50988257972118,2.0677055699493498e-18,2911.59061416202,2899.96138623082,2980.11676059916,1005.49891493842,993.789800657017,1089.74259597133,WBGene00011236,WBGene00011236,History: N.A.
WBGene00023491,2.07942609364244,2.39379051035412e-18,127.626707225103,164.403713068742,129.154337939289,559.062824500175,602.946809511331,618.718323719989,WBGene00023491,WBGene00023491,History: N.A.
WBGene00194649,6.02584976396816,2.93059436886502e-18,1.70168942966804,1.50140377231728,2.73342514157226,126.196220093486,113.201476094025,154.346936669933,WBGene00194649,WBGene00194649,History: N.A.
WBGene00012974,2.73317898880053,3.1749969750996498e-18,33.1829438785268,34.5322867632973,42.3680896943701,271.389720631153,234.744113584451,230.189827964641,WBGene00012974,WBGene00012974,History: N.A.
WBGene00001786,4.28181966232706,3.98861997365996e-18,5.10506828900413,10.5098264062209,3.41678142696533,124.83927149033,128.692204401628,114.429625462191,WBGene00001786,WBGene00001786,History: N.A.
WBGene00019991,1.35352266152595,4.51761655853086e-18,2866.49584427582,2781.35048821775,2901.53078777896,7356.0183777074,7306.85738324799,7185.11601739342,WBGene00019991,WBGene00019991,History: N.A.
WBGene00009277,2.47620689390665,5.2879024354932e-18,48.4981487455392,69.8152754127533,56.0352154022314,310.74123012267,351.520373134077,310.024450380123,WBGene00009277,WBGene00009277,History: N.A.
WBGene00044213,-8.52934671885102,6.1263575721956795e-18,507.103450041077,456.426746784452,465.365630352678,0.0,2.38318897040052,1.33057704025804,WBGene00044213,WBGene00044213,History: N.A.
WBGene00010735,-4.69784017303294,6.1263575721956795e-18,172.721477111306,157.647396093314,171.52242763366,5.42779441262306,5.9579724260013,7.98346224154824,WBGene00010735,WBGene00010735,History: N.A.
WBGene00008937,-1.82543019740357,8.51985696698206e-18,980.173111488793,982.668768981657,1018.88422152106,276.817515043776,256.192814318056,310.024450380123,WBGene00008937,WBGene00008937,History: N.A.
WBGene00077712,-2.28843450087964,9.092351218239801e-18,430.527425706015,457.928150556769,427.097678370666,82.7738647925016,90.5611808752197,95.8015468985789,WBGene00077712,WBGene00077712,History: N.A.
WBGene00019980,4.32183586622476,9.93851144864921e-18,5.95591300383815,3.00280754463455,8.88363171010986,135.694860315576,102.477125727222,123.743664743998,WBGene00019980,WBGene00019980,History: N.A.
WBGene00002004,-2.00316642728282,1.16672778816963e-17,714.709560460578,661.36836170576,672.422584826777,161.476883775536,188.271928661641,159.669244830965,WBGene00002004,WBGene00002004,History: N.A.
