# NeuroSTGs displaying >5 RPM levels across replicates of neuronal samples from N2 wild-type animals.
genes,A1_N2_small_amp_count,A2_N2_small_amp_count,Input,Suggested Match,History
Y43F8B.9,18.9074611307813,18.530318627269,Y43F8B.9,WBGene00012819,Public name for WBGene00012819. History: N.A.
T28A8.6,18.9074611307813,22.7729505015259,T28A8.6,WBGene00012112,Public name for WBGene00012112. History: N.A.
F57C2.5,18.86635795441,24.956658083864,F57C2.5,WBGene00010197,Public name for WBGene00010197. History: N.A.
F53F8.6,18.8252547780387,18.0935771108014,F53F8.6,WBGene00010003,Public name for WBGene00010003. History: N.A.
C01A2.1,18.8252547780387,19.3414100149946,C01A2.1,WBGene00007213,Public name for WBGene00007213. History: N.A.
klp-12,18.8252547780387,20.6516345643974,klp-12,WBGene00002223,"Public name for WBGene00002223. History: Split into T01G1.4(WBGene00044025). History of WBGene00002223: Split into ""WBGene00044025"" on 2004-12-14"
cyk-1,18.7841516016675,22.5857755658969,cyk-1,WBGene00000872,Public name for WBGene00000872. History: N.A.
C17D12.7,18.7841516016675,24.582308212606,C17D12.7,WBGene00007640,Sequence name for WBGene00007640(pcmd-1). History: N.A.
Y87G2A.17,18.7430484252962,19.7157598862525,Y87G2A.17,WBGene00013603,Sequence name for WBGene00013603(soem-1). History: N.A.
egg-4,18.6608420725537,21.3379426617037,egg-4,WBGene00020652,Public name for WBGene00020652. History: N.A.
prg-2,18.6197388961824,16.7833525613985,prg-2,WBGene00004179,Public name for WBGene00004179. History: Renamed on 2007-11-05
klf-1,18.4964293670686,19.2166267245753,klf-1,WBGene00018990,Public name for WBGene00018990. History: N.A.
spdl-1,18.4553261906974,18.4055353368497,spdl-1,WBGene00015515,Public name for WBGene00015515. History: N.A.
bath-29,18.4553261906974,18.4679269820593,bath-29,WBGene00017452,Public name for WBGene00017452. History: N.A.
tat-3,18.4553261906974,18.9670601437366,tat-3,WBGene00012360,Public name for WBGene00012360. History: N.A.
fbxa-150,18.4142230143261,15.036386495528,fbxa-150,WBGene00012624,Public name for WBGene00012624. History: N.A.
F13H10.5,18.4142230143261,15.2859530763667,F13H10.5,WBGene00008776,Public name for WBGene00008776. History: N.A.
ada-2,18.4142230143261,16.7209609161889,ada-2,WBGene00017967,Public name for WBGene00017967. History: N.A.
T20D3.11,18.4142230143261,19.2790183697849,T20D3.11,WBGene00007505,"Public name for Dead gene WBGene00011862. History of WBGene00011862: Merged into ""WBGene00007505"" on 2014-05-28"
Y67H2A.7,18.4142230143261,22.8977337919452,Y67H2A.7,WBGene00013464,Public name for WBGene00013464. History: N.A.
clp-2,18.3731198379548,20.6516345643974,clp-2,WBGene00000543,Public name for WBGene00000543. History: N.A.
cdc-48.1,18.3320166615836,18.0935771108014,cdc-48.1,WBGene00007352,Public name for WBGene00007352. History: Renamed on 2005-03-17
ran-5,18.2909134852123,17.4072690134951,ran-5,WBGene00004306,Public name for WBGene00004306. History: N.A.
pgl-3,18.2087071324698,15.9098695284633,pgl-3,WBGene00003994,Public name for WBGene00003994. History: Renamed on 2005-10-06
mel-32,18.2087071324698,19.2166267245753,mel-32,WBGene00003214,Public name for WBGene00003214. History: N.A.
pqn-85,18.2087071324698,19.5909765958332,pqn-85,WBGene00004166,Other name for WBGene00004166(scc-2). History: Renamed on 2021-02-16; Renamed on 2021-03-11
hcp-6,18.2087071324698,20.7140262096071,hcp-6,WBGene00001833,Public name for WBGene00001833. History: Renamed on 2015-03-05; Renamed on 2015-03-05
rrf-2,18.1676039560985,14.5996449790604,rrf-2,WBGene00004509,Public name for WBGene00004509. History: N.A.
irx-1,18.1265007797273,15.0987781407377,irx-1,WBGene00007984,Public name for WBGene00007984. History: N.A.
pqn-41,18.1265007797273,17.0953107874468,pqn-41,WBGene00004128,Public name for WBGene00004128. History: N.A.
rpn-11,18.1265007797273,17.1577024326565,rpn-11,WBGene00004467,Public name for WBGene00004467. History: N.A.
knl-1,18.1265007797273,22.7729505015259,knl-1,WBGene00002231,Public name for WBGene00002231. History: N.A.
Y61A9LA.3,18.085397603356,17.1577024326565,Y61A9LA.3,WBGene00022015,Public name for WBGene00022015. History: N.A.
fbxa-193,18.085397603356,20.1525014027202,fbxa-193,WBGene00010295,Public name for WBGene00010295. History: N.A.
lon-8,18.0442944269847,14.7868199146894,lon-8,WBGene00013352,Public name for WBGene00013352. History: N.A.
fan-1,18.0442944269847,21.9618591138003,fan-1,WBGene00015310,Public name for WBGene00015310. History: N.A.
F48G7.4,18.0031912506135,10.9185379116905,F48G7.4,WBGene00018615,Public name for WBGene00018615. History: N.A.
Y82E9BR.1,18.0031912506135,15.036386495528,Y82E9BR.1,WBGene00022334,Public name for WBGene00022334. History: N.A.
let-502,18.0031912506135,16.6585692709792,let-502,WBGene00002694,Public name for WBGene00002694. History: Renamed on 2015-03-05
H16D19.7,17.8798817214997,15.223561431157,H16D19.7,WBGene00195255,Public name for WBGene00195255. History: N.A.
W06A11.4,17.8798817214997,22.9601254371549,W06A11.4,WBGene00021055,Public name for WBGene00021055. History: N.A.
K03E6.7,17.7154690160146,16.6585692709792,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
Y92H12A.5,17.6743658396434,14.1005118173831,Y92H12A.5,WBGene00022361,Public name for WBGene00022361. History: N.A.
gpr-1,17.6332626632721,20.2772846931395,gpr-1,WBGene00001688,Public name for WBGene00001688. History: N.A.
pld-1,17.6332626632721,22.5857755658969,pld-1,WBGene00004040,Public name for WBGene00004040. History: N.A.
elf-1,17.5921594869008,18.4055353368497,elf-1,WBGene00016029,Public name for WBGene00016029. History: N.A.. Other name for WBGene00001159(eff-1). History: N.A.
B0212.3,17.5510563105296,15.1611697859474,B0212.3,WBGene00015037,Public name for WBGene00015037. History: N.A.
Y53G8AM.8,17.5510563105296,15.785086238044,Y53G8AM.8,WBGene00021808,Public name for WBGene00021808. History: N.A.
F56D6.17,17.3866436050445,16.2218277545116,F56D6.17,WBGene00219307,Public name for WBGene00219307. History: N.A.
T04C9.1,17.3455404286732,17.4072690134951,T04C9.1,WBGene00020209,Public name for WBGene00020209. History: N.A.
T24E12.11,17.304437252302,13.9757285269638,T24E12.11,WBGene00020778,Public name for WBGene00020778. History: N.A.
cit-1.2,17.304437252302,15.7226945928343,cit-1.2,WBGene00000508,Public name for WBGene00000508. History: N.A.
tars-1,17.304437252302,17.5320523039144,tars-1,WBGene00006617,Public name for WBGene00006617. History: Renamed on 2010-01-29
fbxb-7,17.2633340759307,11.9791958802547,fbxb-7,WBGene00012492,Public name for WBGene00012492. History: N.A.
F28D9.4,17.2633340759307,19.1542350793656,F28D9.4,WBGene00009220,"Public name for WBGene00009220. History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
acs-2,17.2222308995595,12.7278956227706,acs-2,WBGene00009221,Public name for WBGene00009221. History: N.A.
B0336.3,17.2222308995595,15.4731280119957,B0336.3,WBGene00015143,Sequence name for WBGene00015143(rbm-26). History: N.A.
F13C5.1,17.1400245468169,11.4800627185774,F13C5.1,WBGene00017422,Public name for WBGene00017422. History: N.A.
cpz-1,17.1400245468169,25.7053578263799,cpz-1,WBGene00000788,Public name for WBGene00000788. History: N.A.
kca-1,17.0989213704457,19.4038016602042,kca-1,WBGene00015698,Public name for WBGene00015698. History: N.A.
Y20F4.8,17.0578181940744,17.6568355943338,Y20F4.8,WBGene00044435,Public name for WBGene00044435. History: N.A.
EEED8.16,17.0578181940744,18.7798852081076,EEED8.16,WBGene00017144,Sequence name for WBGene00017144(brap-2). History: N.A.
gei-6,17.0167150177031,16.0970444640923,gei-6,WBGene00001563,Public name for WBGene00001563. History: N.A.
F21D9.8,16.9756118413319,14.7244282694797,F21D9.8,WBGene00009021,Public name for WBGene00009021. History: N.A.
hil-4,16.9756118413319,14.9116032051087,hil-4,WBGene00001855,Public name for WBGene00001855. History: Renamed on 2010-11-12
fib-1,16.9756118413319,20.0277181123008,fib-1,WBGene00001423,Public name for WBGene00001423. History: N.A.
ckb-4,16.9345086649606,13.3518120748672,ckb-4,WBGene00000514,Public name for WBGene00000514. History: N.A.
Y14H12B.2,16.9345086649606,16.8457442066082,Y14H12B.2,WBGene00021192,Public name for WBGene00021192. History: N.A.
ran-4,16.8934054885893,11.6672376542064,ran-4,WBGene00004305,Public name for WBGene00004305. History: N.A.
W05F2.4,16.8934054885893,20.5892429191878,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
W02G9.5,16.8934054885893,21.0883760808651,W02G9.5,WBGene00020955,Sequence name for WBGene00020955(angl-1). History: N.A.
fbxb-24,16.8523023122181,12.0415875254644,fbxb-24,WBGene00013234,Public name for WBGene00013234. History: N.A.
K09B11.4,16.8523023122181,15.4731280119957,K09B11.4,WBGene00010711,Public name for WBGene00010711. History: N.A.
Y48G8AL.7,16.8523023122181,16.3466110449309,Y48G8AL.7,WBGene00021687,Public name for WBGene00021687. History: N.A.
Y7A5A.1,16.8111991358468,17.9064021751724,Y7A5A.1,WBGene00012407,Public name for WBGene00012407. History: N.A.
unc-68,16.8111991358468,18.6551019176883,unc-68,WBGene00006801,Public name for WBGene00006801. History: N.A.
Y47G6A.31,16.7700959594756,19.4038016602042,Y47G6A.31,WBGene00044436,Public name for WBGene00044436. History: N.A.
mrp-4,16.6467864303618,14.9739948503184,mrp-4,WBGene00003410,Public name for WBGene00003410. History: N.A.
C16H3.3,16.6467864303618,17.6568355943338,C16H3.3,WBGene00015868,Public name for WBGene00015868. History: N.A.
T26A5.5,16.6056832539905,22.7729505015259,T26A5.5,WBGene00020821,Sequence name for WBGene00020821(jhdm-1). History: N.A.
K02B7.3,16.5645800776192,12.5407206871416,K02B7.3,WBGene00010491,Public name for WBGene00010491. History: N.A.
K09E9.3,16.5645800776192,16.5337859805599,K09E9.3,WBGene00010726,Public name for WBGene00010726. History: N.A.
B0495.2,16.523476901248,18.717493562898,B0495.2,WBGene00015203,Sequence name for WBGene00015203(cdk-11.1). History: N.A.
T08D2.3,16.523476901248,19.5285849506236,T08D2.3,WBGene00011608,Public name for WBGene00011608. History: N.A.
let-418,16.4412705485054,21.7746841781713,let-418,WBGene00002637,Public name for WBGene00002637. History: N.A.
F56D1.1,16.4001673721342,16.7209609161889,F56D1.1,WBGene00018959,Public name for WBGene00018959. History: N.A.
saps-1,16.4001673721342,17.5320523039144,saps-1,WBGene00008166,Public name for WBGene00008166. History: N.A.
pes-1,16.3179610193917,14.4748616886411,pes-1,WBGene00003976,Public name for WBGene00003976. History: N.A.
tag-151,16.3179610193917,14.9739948503184,tag-151,WBGene00006497,Public name for WBGene00006497. History: N.A.
Y110A7A.9,16.3179610193917,16.4713943353502,Y110A7A.9,WBGene00022459,Public name for WBGene00022459. History: N.A.
unc-116,16.3179610193917,16.9705274970275,unc-116,WBGene00006840,Public name for WBGene00006840. History: N.A.
tpxl-1,16.2357546666491,18.7798852081076,tpxl-1,WBGene00021470,Public name for WBGene00021470. History: N.A.
mut-7,16.2357546666491,19.3414100149946,mut-7,WBGene00003504,Public name for WBGene00003504. History: N.A.
F58E10.3,16.0713419611641,14.0381201721735,F58E10.3,WBGene00010260,Sequence name for WBGene00010260(ddx-17). History: N.A.
puf-11,16.0713419611641,18.6551019176883,puf-11,WBGene00022257,Public name for WBGene00022257. History: N.A.
tfg-1,15.9891356084215,15.4731280119957,tfg-1,WBGene00006565,Public name for WBGene00006565. History: N.A.
F52B5.3,15.9891356084215,18.4679269820593,F52B5.3,WBGene00009922,Public name for WBGene00009922. History: N.A.
set-24,15.9480324320503,18.4679269820593,set-24,WBGene00012845,Public name for WBGene00012845. History: N.A.
Y17G9B.9,15.8247229029365,19.8405431766719,Y17G9B.9,WBGene00003216,Sequence name for WBGene00003216(memi-1). History: Renamed on 2016-10-14
lec-12,15.7836197265652,15.1611697859474,lec-12,WBGene00017080,Public name for WBGene00017080. History: N.A.
F54E12.2,15.7836197265652,18.530318627269,F54E12.2,WBGene00010061,Public name for WBGene00010061. History: N.A.
Y24F12A.4,15.7836197265652,18.904668498527,Y24F12A.4,WBGene00012499,Public name for WBGene00012499. History: N.A.
Y37D8A.16,15.742516550194,17.0953107874468,Y37D8A.16,WBGene00012554,Public name for WBGene00012554. History: N.A.
W08F4.7,15.7014133738227,15.2859530763667,W08F4.7,WBGene00021096,Public name for WBGene00021096. History: N.A.
cbp-1,15.6603101974514,17.2200940778661,cbp-1,WBGene00000366,Public name for WBGene00000366. History: N.A.
imb-3,15.6192070210802,12.7902872679803,imb-3,WBGene00002077,Public name for WBGene00002077. History: N.A.
lgc-33,15.6192070210802,12.7902872679803,lgc-33,WBGene00021941,Public name for WBGene00021941. History: N.A.
gei-14,15.6192070210802,13.9133368817542,gei-14,WBGene00001571,Public name for WBGene00001571. History: N.A.
C09G5.7,15.6192070210802,22.3986006302679,C09G5.7,WBGene00007489,Public name for WBGene00007489. History: N.A.
cdc-14,15.5781038447089,10.7937546212712,cdc-14,WBGene00000383,"Public name for WBGene00000383. History: Split into C17G10.13(WBGene00270322). History of WBGene00000383: Split into ""WBGene00270322"" on 2016-08-31"
catp-1,15.5370006683377,13.1646371392383,catp-1,WBGene00013672,Public name for WBGene00013672. History: N.A.
lem-3,15.5370006683377,15.036386495528,lem-3,WBGene00002276,Public name for WBGene00002276. History: N.A.
F18A11.5,15.5370006683377,17.5944439491241,F18A11.5,WBGene00008932,Public name for WBGene00008932. History: N.A.
K10D2.8,15.4547943155951,14.6620366242701,K10D2.8,WBGene00189952,Public name for WBGene00189952. History: N.A.
elo-9,15.3725879628526,12.291154106303,elo-9,WBGene00001247,Public name for WBGene00001247. History: N.A.
W08F4.12,15.3314847864813,7.54938907036885,W08F4.12,WBGene00021101,Public name for WBGene00021101. History: N.A.
sdz-14,15.3314847864813,11.9791958802547,sdz-14,WBGene00008782,Public name for WBGene00008782. History: N.A.
rme-2,15.3314847864813,18.155968756011,rme-2,WBGene00004374,Public name for WBGene00004374. History: N.A.
F31C3.6,15.3314847864813,20.9012011452361,F31C3.6,WBGene00009288,Public name for WBGene00009288. History: N.A.
C38D4.4,15.2903816101101,15.1611697859474,C38D4.4,WBGene00008005,Sequence name for WBGene00008005(mip-1). History: Renamed on 2021-12-09
klf-3,15.2492784337388,14.2252951078025,klf-3,WBGene00003480,Public name for WBGene00003480. History: N.A.
43344,15.2492784337388,16.9705274970275,,,
fust-1,15.2492784337388,23.0225170823645,fust-1,WBGene00016173,Public name for WBGene00016173. History: N.A.
clp-4,15.2081752573675,12.291154106303,clp-4,WBGene00000545,Public name for WBGene00000545. History: N.A.
K05C4.8,15.2081752573675,12.5407206871416,K05C4.8,WBGene00010584,Public name for WBGene00010584. History: N.A.
C13B4.1,15.2081752573675,12.6031123323513,C13B4.1,WBGene00007545,Public name for WBGene00007545. History: N.A.
Y102A5C.35,15.1670720809963,11.7920209446257,Y102A5C.35,WBGene00044220,Public name for WBGene00044220. History: N.A.
mog-4,15.1670720809963,15.410736366786,mog-4,WBGene00003392,Public name for WBGene00003392. History: N.A.
pod-1,15.1670720809963,15.4731280119957,pod-1,WBGene00004075,Public name for WBGene00004075. History: N.A.
eea-1,15.1670720809963,16.6585692709792,eea-1,WBGene00011696,Public name for WBGene00011696. History: N.A.
knl-2,15.1670720809963,16.7833525613985,knl-2,WBGene00019432,Public name for WBGene00019432. History: Renamed on 2015-03-02
E02H9.2,15.125968904625,10.0450548787553,E02H9.2,WBGene00017100,Public name for WBGene00017100. History: N.A.
tsp-14,15.125968904625,10.1074465239649,tsp-14,WBGene00006640,Public name for WBGene00006640. History: N.A.
col-45,15.125968904625,14.6620366242701,col-45,WBGene00000622,Public name for WBGene00000622. History: N.A.
ego-1,15.125968904625,15.4731280119957,ego-1,WBGene00001214,Public name for WBGene00001214. History: N.A.
plk-2,15.0848657282537,12.9774622036093,plk-2,WBGene00004043,Public name for WBGene00004043. History: N.A.
ZK484.3,15.0848657282537,13.7885535913349,ZK484.3,WBGene00022749,Public name for WBGene00022749. History: N.A.
srd-70,15.0437625518825,12.103979170674,srd-70,WBGene00005147,Public name for WBGene00005147. History: N.A.
Y45F10A.3,15.0437625518825,19.9029348218815,Y45F10A.3,WBGene00012866,Sequence name for WBGene00012866(afmd-2). History: N.A.
rpn-1,15.0026593755112,13.7885535913349,rpn-1,WBGene00004458,Public name for WBGene00004458. History: N.A.
F55A3.3,15.0026593755112,16.2218277545116,F55A3.3,WBGene00018849,Sequence name for WBGene00018849(spt-16). History: N.A.
mel-46,14.96155619914,15.410736366786,mel-46,WBGene00020284,Public name for WBGene00020284. History: N.A.
Y105C5A.1271,14.96155619914,18.155968756011,Y105C5A.1271,WBGene00194667,Public name for WBGene00194667. History: N.A.
ZC123.4,14.9204530227687,10.7313629760615,ZC123.4,WBGene00022519,Sequence name for WBGene00022519(cdk-14). History: N.A.
C44B12.3,14.9204530227687,15.2859530763667,C44B12.3,WBGene00016637,Public name for WBGene00016637. History: N.A.
prx-11,14.9204530227687,15.597911302415,prx-11,WBGene00004196,Public name for WBGene00004196. History: N.A.
jmjd-1.2,14.9204530227687,17.6568355943338,jmjd-1.2,WBGene00017920,Public name for WBGene00017920. History: N.A.
ugtp-1,14.8793498463974,12.9774622036093,ugtp-1,WBGene00022721,Public name for WBGene00022721. History: N.A.
tba-2,14.8793498463974,18.4679269820593,tba-2,WBGene00006529,Public name for WBGene00006529. History: N.A.
T05F1.13,14.8382466700262,12.665503977561,T05F1.13,WBGene00011497,Public name for WBGene00011497. History: N.A.
gcn-1,14.8382466700262,12.7902872679803,gcn-1,WBGene00021697,Public name for WBGene00021697. History: N.A.
H02I12.5,14.8382466700262,12.9150705583996,H02I12.5,WBGene00010353,Sequence name for WBGene00010353(memi-3). History: N.A.
iars-1,14.8382466700262,13.1646371392383,iars-1,WBGene00002152,Public name for WBGene00002152. History: Renamed on 2010-01-29
figl-1,14.8382466700262,15.2859530763667,figl-1,WBGene00017981,Public name for WBGene00017981. History: N.A.
T05A1.3,14.7971434936549,14.3500783982218,T05A1.3,WBGene00011454,Sequence name for WBGene00011454(lron-14). History: N.A.
npp-6,14.7971434936549,14.7868199146894,npp-6,WBGene00003792,Public name for WBGene00003792. History: Renamed on 2015-03-05
F07E5.12,14.7971434936549,17.3448773682855,F07E5.12,WBGene00219315,Public name for WBGene00219315. History: N.A.
Y39C12A.9,14.7560403172836,9.98266323354559,Y39C12A.9,WBGene00012710,Public name for WBGene00012710. History: N.A.
rpl-34,14.7560403172836,15.1611697859474,rpl-34,WBGene00004448,Public name for WBGene00004448. History: N.A.
C30C11.4,14.7149371409124,12.1663708158837,C30C11.4,WBGene00016250,Sequence name for WBGene00016250(hsp-110). History: N.A.
seu-1,14.7149371409124,17.4072690134951,seu-1,WBGene00004783,Public name for WBGene00004783. History: N.A.
F54B3.1,14.7149371409124,18.5927102724787,F54B3.1,WBGene00010013,Public name for WBGene00010013. History: N.A.
rga-4,14.6738339645411,11.5424543637871,rga-4,WBGene00022286,Public name for WBGene00022286. History: N.A.
fbxb-91,14.6738339645411,13.3518120748672,fbxb-91,WBGene00044692,Public name for WBGene00044692. History: N.A.
EEED8.10,14.6738339645411,13.4765953652865,EEED8.10,WBGene00017138,Public name for WBGene00017138. History: N.A.
mdt-11,14.6738339645411,13.7885535913349,mdt-11,WBGene00007015,Public name for WBGene00007015. History: N.A.
T07C4.3,14.6738339645411,17.0329191422372,T07C4.3,WBGene00011560,Public name for WBGene00011560. History: N.A.
F16F9.4,14.6327307881698,12.7278956227706,F16F9.4,WBGene00017515,Public name for WBGene00017515. History: N.A.
D1081.7,14.6327307881698,14.4124700434314,D1081.7,WBGene00008385,Sequence name for WBGene00008385(lotr-1). History: N.A.
Y48G1BM.1,14.5916276117986,10.2322298143842,Y48G1BM.1,WBGene00021667,Sequence name for WBGene00021667(snpc-3.2). History: N.A.
vps-11,14.5916276117986,12.4159373967223,vps-11,WBGene00011067,Public name for WBGene00011067. History: N.A.
mdt-17,14.5916276117986,13.2270287844479,mdt-17,WBGene00007017,Public name for WBGene00007017. History: N.A.
H15N14.4,14.5505244354273,13.6637703009155,H15N14.4,WBGene00077552,Public name for WBGene00077552. History: N.A.
Y37H9A.1,14.5505244354273,16.1594361093019,Y37H9A.1,WBGene00012576,Public name for WBGene00012576. History: N.A.
wwp-1,14.5094212590561,13.1022454940286,wwp-1,WBGene00007009,Public name for WBGene00007009. History: N.A.
mdf-1,14.5094212590561,13.5389870104962,mdf-1,WBGene00003160,Public name for WBGene00003160. History: Renamed on 2013-11-19
F56D2.6,14.5094212590561,15.1611697859474,F56D2.6,WBGene00018967,Sequence name for WBGene00018967(ddx-15). History: N.A.
H16D19.4,14.4683180826848,14.1629034625928,H16D19.4,WBGene00010402,"Public name for WBGene00010402. History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
atl-1,14.4683180826848,15.4731280119957,atl-1,WBGene00000226,Public name for WBGene00000226. History: N.A.
K03D7.1,14.3861117299423,6.61351439222396,K03D7.1,,Sequence name for Suppressed gene WBGene00014795. Molecular name for Suppressed gene WBGene00014795. Public name for Suppressed gene WBGene00014795. History of WBGene00014795: N.A.. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y41C4A.17,14.3861117299423,8.36048045809443,Y41C4A.17,WBGene00012760,Public name for WBGene00012760. History: N.A.
air-2,14.3861117299423,11.7296292994161,air-2,WBGene00000099,Public name for WBGene00000099. History: N.A.
F48E8.6,14.3861117299423,14.5996449790604,F48E8.6,WBGene00018612,Sequence name for WBGene00018612(disl-2). History: Renamed on 2017-03-13
plk-3,14.3861117299423,15.7226945928343,plk-3,WBGene00004044,Public name for WBGene00004044. History: N.A.
Y62E10A.14,14.345008553571,14.9116032051087,Y62E10A.14,WBGene00013380,Sequence name for WBGene00013380(memi-2). History: N.A.
lst-3,14.345008553571,15.785086238044,lst-3,WBGene00003085,Other name for WBGene00003085(ccar-1). History: Renamed on 2015-11-23
rod-1,14.345008553571,20.2772846931395,rod-1,WBGene00018900,Public name for WBGene00018900. History: N.A.
pqn-83,14.3039053771997,13.6013786557059,pqn-83,WBGene00004164,Public name for WBGene00004164. History: N.A.
mat-2,14.3039053771997,16.4713943353502,mat-2,WBGene00003133,Other name for WBGene00003133(apc-1). History: Renamed on 2022-01-03
spk-1,14.2628022008285,12.9150705583996,spk-1,WBGene00004980,Public name for WBGene00004980. History: N.A.
isw-1,14.2216990244572,16.7209609161889,isw-1,WBGene00002169,Public name for WBGene00002169. History: N.A.
K03H6.5,14.1805958480859,7.61178071557851,K03H6.5,WBGene00019370,Public name for WBGene00019370. History: N.A.
wrm-1,14.1805958480859,14.2252951078025,wrm-1,WBGene00006943,Public name for WBGene00006943. History: N.A.
F53F4.4,14.1805958480859,16.2218277545116,F53F4.4,WBGene00009988,Public name for WBGene00009988. History: N.A.
F54F7.7,14.1805958480859,49.164616425212,F54F7.7,WBGene00010067,Sequence name for WBGene00010067(dot-1.2). History: N.A.
tkt-1,14.1394926717147,12.9150705583996,tkt-1,WBGene00008506,Public name for WBGene00008506. History: N.A.
R11A8.7,14.1394926717147,16.1594361093019,R11A8.7,WBGene00011240,Sequence name for WBGene00011240(mask-1). History: N.A.
let-716,14.0572863189722,16.0346528188826,let-716,WBGene00002850,Public name for WBGene00002850. History: N.A.
set-31,14.0572863189722,17.0953107874468,set-31,WBGene00007615,Public name for WBGene00007615. History: Renamed on 2007-05-03
pqn-96,14.0161831426009,17.4072690134951,pqn-96,WBGene00004175,Public name for WBGene00004175. History: N.A.
Y53F4B.12,13.9750799662296,13.1022454940286,Y53F4B.12,WBGene00013159,Public name for WBGene00013159. History: N.A.
W04A8.2,13.9750799662296,14.9116032051087,W04A8.2,WBGene00012237,Public name for WBGene00012237. History: N.A.
nmy-2,13.9339767898584,13.6013786557059,nmy-2,WBGene00003777,Public name for WBGene00003777. History: N.A.
W02B12.1,13.8928736134871,12.291154106303,W02B12.1,WBGene00012201,Public name for WBGene00012201. History: N.A.
dlat-1,13.8928736134871,12.7278956227706,dlat-1,WBGene00009082,Public name for WBGene00009082. History: N.A.
Y36E3A.2,13.8517704371158,10.4817963952229,Y36E3A.2,WBGene00194708,Public name for WBGene00194708. History: N.A.
W03F8.4,13.8517704371158,14.1629034625928,W03F8.4,WBGene00020994,Public name for WBGene00020994. History: N.A.
cnb-1,13.8517704371158,15.5355196572053,cnb-1,WBGene00000554,Public name for WBGene00000554. History: N.A.
jip-1,13.8517704371158,18.5927102724787,jip-1,WBGene00002176,Public name for WBGene00002176. History: N.A.
C07A9.9,13.8106672607446,10.4817963952229,C07A9.9,WBGene00007405,Public name for WBGene00007405. History: N.A.
pqn-65,13.8106672607446,12.9150705583996,pqn-65,WBGene00004148,Public name for WBGene00004148. History: N.A.
cid-1,13.8106672607446,16.4090026901406,cid-1,WBGene00019629,Public name for WBGene00019629. History: Renamed on 2007-05-15; Renamed on 2010-02-04
C10C5.1,13.7695640843733,11.6048460089968,C10C5.1,WBGene00007505,Sequence name for WBGene00007505(pezo-1). History: N.A.
Y48G10A.4,13.7695640843733,17.9687938203821,Y48G10A.4,WBGene00013021,Sequence name for WBGene00013021(ints-8). History: N.A.
sec-24.1,13.728460908002,13.3518120748672,sec-24.1,WBGene00004755,Public name for WBGene00004755. History: N.A.
F49E7.2,13.728460908002,13.4765953652865,F49E7.2,WBGene00018634,Sequence name for WBGene00018634(pigx-1). History: N.A.
pac-1,13.728460908002,14.3500783982218,pac-1,WBGene00015418,Public name for WBGene00015418. History: N.A.
mcm-7,13.6873577316308,13.8509452365445,mcm-7,WBGene00003159,Public name for WBGene00003159. History: N.A.
C14B9.8,13.6873577316308,16.2842193997212,C14B9.8,WBGene00015754,Public name for WBGene00015754. History: N.A.
nol-5,13.6873577316308,16.2842193997212,nol-5,WBGene00020915,Other name for WBGene00020915(nol-58). History: Renamed on 2017-08-01
tig-2,13.6462545552595,8.29808881288477,tig-2,WBGene00006570,Public name for WBGene00006570. History: N.A.
pdl-1,13.6051513788883,9.04678855540069,pdl-1,WBGene00003966,Public name for WBGene00003966. History: N.A.
Y82E9BR.22,13.6051513788883,11.1681044925291,Y82E9BR.22,WBGene00022354,Public name for WBGene00022354. History: N.A.
K07E3.2,13.6051513788883,17.2824857230758,K07E3.2,WBGene00019491,Public name for WBGene00019491. History: N.A.
ZC239.21,13.564048202517,10.5441880404325,ZC239.21,WBGene00044372,Public name for WBGene00044372. History: N.A.
bath-22,13.564048202517,13.1646371392383,bath-22,WBGene00018658,Public name for WBGene00018658. History: N.A.
T27E9.6,13.5229450261457,12.7278956227706,T27E9.6,WBGene00012096,Public name for WBGene00012096. History: N.A.
mei-1,13.5229450261457,16.5961776257695,mei-1,WBGene00003183,Public name for WBGene00003183. History: N.A.
smc-6,13.5229450261457,16.9081358518178,smc-6,WBGene00010056,Public name for WBGene00010056. History: N.A.
npp-3,13.4818418497745,13.5389870104962,npp-3,WBGene00003789,Public name for WBGene00003789. History: N.A.
rpn-2,13.4407386734032,19.3414100149946,rpn-2,WBGene00004459,Public name for WBGene00004459. History: N.A.
btf-1,13.3996354970319,11.4800627185774,btf-1,WBGene00000274,Public name for WBGene00000274. History: N.A.
