# Each entry in the table below appears as one point in figure 6D of,,,,,
# Batista et al 2008.,,,,,
#,,,,,
# Gene = gene name as provided by wormbase,,,,,
# siWt = number of reads antisense to and overlapping exons of the,,,,,
#      indicated gene from a wt adult library.  Read counts are ,,,,,
#      normalized to the number of times each sequence perfectly ,,,,,
#      matches the ce4 genome assembly.,,,,,
# siPrg1 = number of reads antisense to and overlapping exons of the,,,,,
#      indicated gene from a prg-1 mutant adult library.  Read counts,,,,,
#      are normalized to the number of times each sequence perfectly ,,,,,
#      matches the ce4 genome assembly.,,,,,
# siWtNorm = siWt divided by total reads in the wt library.,,,,,
# siPrg1Norm = siPrg1 divided by total reads in the prg-1 mutant library.,,,,,
# array_change = median signal change for array probes whose Affymetrix-defined,,,,,
#      coordinate overlap exons of the indicated gene (mutant signal / wt signal).,,,,,
#,,,,,
Gene,siWt,siPrg1,siWtNorm,siPrg1Norm,array_change,Input,Suggested Match,History
T05E8.2,1134.853021,1588.045378,0.000521927,0.000578766,1.0,T05E8.2,WBGene00001859,Sequence name for WBGene00001859(hil-8). History: N.A.
C16C10.3,619.0,1485.979437,0.000284683,0.000541568,0.58956,C16C10.3,WBGene00007624,Sequence name for WBGene00007624(hrde-1). History: Renamed on 2012-08-29
F54F2.2b,826.4220738,10.81818182,0.000380078,3.94e-06,5.33741,F54F2.2b,WBGene00006975,Molecule name for WBGene00006975(zfp-1). History: N.A.
Y67D8C.5,546.3562069,1046.885737,0.000251273,0.000381539,0.87599,Y67D8C.5,WBGene00022069,Sequence name for WBGene00022069(eel-1). History: N.A.
ZK892.6,788.9867674,5.0,0.000362861,1.82e-06,1.0,ZK892.6,WBGene00014130,Public name for WBGene00014130. History: N.A.
F44B9.3a,669.3067144,1424.067172,0.000307819,0.000519004,0.90024,F44B9.3a,WBGene00000508,Molecule name for WBGene00000508(cit-1.2). History: N.A.
F47G3.2,597.8333333,6.0,0.000274948,2.19e-06,1.0,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
T12G3.1,2551.514417,9682.90297,0.00117346,0.003528951,1.29153,T12G3.1,WBGene00011737,Sequence name for WBGene00011737(sqst-1). History: N.A.
C06G3.2,501.7857143,937.7857143,0.000230775,0.000341778,0.74669,C06G3.2,WBGene00002228,Sequence name for WBGene00002228(klp-18). History: N.A.
T12E12.2.2,561.636646,1242.5517,0.000258301,0.00045285,0.70253,,,
T21E12.4,566.8546099,1269.45,0.000260701,0.000462653,0.8736,T21E12.4,WBGene00000962,Sequence name for WBGene00000962(dhc-1). History: N.A.
R11A8.1,24307.95957,553.4553315,0.011179409,0.000201708,1.30663,R11A8.1,WBGene00011236,Public name for WBGene00011236. History: N.A.
Y55F3AM.14,586.6426768,2675.121406,0.000269801,0.000974953,1.0,Y55F3AM.14,WBGene00021931,Sequence name for WBGene00021931(znf-782). History: N.A.
W03H9.3,788.5609673,16.0,0.000362665,5.83e-06,1.95329,W03H9.3,WBGene00012228,"Public name for Dead gene WBGene00012229. History of WBGene00012229: Merged into ""WBGene00012228"" on 2011-04-19"
F58A4.7a.1,916.2337318,20.04761905,0.000421383,7.31e-06,1.38947,F58A4.7a.1,WBGene00001955,Molecule name for WBGene00001955(hlh-11). History: N.A.
Y48B6A.3,661.7225365,735.0272727,0.000304331,0.000267882,0.99753,Y48B6A.3,WBGene00006964,Sequence name for WBGene00006964(xrn-2). History: N.A.
K02F3.4.2,3451.970493,4368.358605,0.001587587,0.001592056,1.36421,K02F3.4.2,WBGene00019327,Molecule name for WBGene00019327(zip-2). History: N.A.
K02F2.6,2871.517857,4.0,0.001320632,1.46e-06,1.0,K02F2.6,WBGene00004778,Sequence name for WBGene00004778(ser-3). History: N.A.
T23B12.10,624.3121496,1694.706744,0.000287126,0.000617639,1.0,T23B12.10,,Sequence name for Suppressed gene WBGene00020724. Molecular name for Suppressed gene WBGene00020724. Public name for Suppressed gene WBGene00020724. History of WBGene00020724: Suppressed on 2007-07-26. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F37H8.2,4881.901344,6921.045732,0.002245222,0.002522388,1.0,F37H8.2,WBGene00009511,Public name for WBGene00009511. History: N.A.
ZK270.2a.1,1605.09008,11979.49014,0.000738193,0.004365947,1.34914,ZK270.2a.1,WBGene00001488,Molecule name for WBGene00001488(frm-1). History: N.A.
F15D4.6,673.3871106,1141.902608,0.000309696,0.000416168,0.94815,F15D4.6,WBGene00008863,Public name for WBGene00008863. History: N.A.
Y52D3.1a,1097.333333,133.3333333,0.000504672,4.86e-05,0.70818,Y52D3.1a,WBGene00013132,Molecule name for WBGene00013132(strd-1). History: N.A.
C08B6.9,659.3333333,522.3,0.000303232,0.000190353,0.68207,C08B6.9,WBGene00000142,Sequence name for WBGene00000142(aos-1). History: N.A.
H24K24.5,4987.649351,14487.76107,0.002293857,0.005280091,1.0,H24K24.5,WBGene00001480,Sequence name for WBGene00001480(fmo-5). History: N.A.
C43H8.2,541.6871943,32.04347826,0.000249126,1.17e-05,0.81077,C43H8.2,WBGene00016622,Sequence name for WBGene00016622(mafr-1). History: N.A.
Y49E10.17,625.7644928,6.0,0.000287794,2.19e-06,1.29379,Y49E10.17,WBGene00013036,Sequence name for WBGene00013036(fbxa-218). History: N.A.
Y111B2A.3.1,512.0098039,948.536689,0.000235477,0.000345696,0.7368,Y111B2A.3.1,WBGene00013729,Molecule name for WBGene00013729(Y111B2A.3). History: N.A.
F01G4.4,502.8640373,962.5961376,0.000231271,0.00035082,0.64146,F01G4.4,WBGene00008503,Public name for WBGene00008503. History: N.A.
Y81G3A.3,1411.533256,3153.796566,0.000649175,0.001149407,0.78305,Y81G3A.3,WBGene00013591,Sequence name for WBGene00013591(gcn-2). History: N.A.
R06F6.8b.2,732.2974359,1300.903846,0.000336789,0.000474117,0.697515,,,
ZC155.3,538.1011392,1142.613398,0.000247477,0.000416428,0.690295,ZC155.3,WBGene00022531,Sequence name for WBGene00022531(morc-1). History: N.A.
B0047.1b,3608.450432,2641.722773,0.001659553,0.000962781,1.0,,,
T20G5.11,686.3684211,193.1363636,0.000315666,7.04e-05,0.57804,T20G5.11,WBGene00004326,Sequence name for WBGene00004326(rde-4). History: N.A.
F40B1.1,890.3279396,86.1,0.000409468,3.14e-05,1.0,F40B1.1,WBGene00018223,Sequence name for WBGene00018223(bath-13). History: N.A.
T02G5.4,683.1730481,51.05639731,0.000314196,1.86e-05,1.181785,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
F31E3.1,2355.942641,7050.912343,0.001083515,0.002569718,1.17691,F31E3.1,WBGene00000443,Sequence name for WBGene00000443(ceh-20). History: N.A.
C33E10.2,1145.690329,10.85909091,0.000526911,3.96e-06,1.0,C33E10.2,WBGene00016346,Sequence name for WBGene00016346(fbxa-120). History: N.A.
F42G8.3b,534.8111111,7.0,0.000245964,2.55e-06,1.16835,F42G8.3b,WBGene00004056,Molecule name for WBGene00004056(pmk-2). History: N.A.
Y43D4A.6,607.1446901,3.0,0.00027923,1.09e-06,1.0,Y43D4A.6,WBGene00012792,Public name for WBGene00012792. History: N.A.
F09C8.2.1,804.9670062,21.75,0.00037021,7.93e-06,1.0,F09C8.2.1,WBGene00008622,Molecule name for WBGene00008622(F09C8.2). History: N.A.
T01A4.3,7339.164108,7441.943894,0.003375335,0.00271223,1.0,T01A4.3,WBGene00016561,"Public name for Dead gene WBGene00020133. History of WBGene00020133: Merged into ""WBGene00016561"" on 2009-05-07"
Y110A2AL.10,797.7595939,3.373788648,0.000366895,1.23e-06,1.0,Y110A2AL.10,WBGene00022446,Public name for WBGene00022446. History: N.A.
Y67D8C.6,516.8503506,432.4848485,0.000237703,0.00015762,1.0,Y67D8C.6,WBGene00022070,Public name for WBGene00022070. History: N.A.
C45G3.1,603.7455378,1162.045091,0.000277667,0.000423509,0.630725,C45G3.1,WBGene00008107,Sequence name for WBGene00008107(aspm-1). History: Renamed on 2006-09-21
F56F11.3.1,551.1843434,12.0,0.000253494,4.37e-06,1.15919,F56F11.3.1,WBGene00018990,Molecule name for WBGene00018990(klf-1). History: N.A.
K02E2.6.1,2458.634593,6084.982996,0.001130744,0.002217683,1.40959,K02E2.6.1,WBGene00010507,Molecule name for WBGene00010507(K02E2.6). History: N.A.
F54C9.1.1,1279.302082,2424.197059,0.00058836,0.000883503,1.57918,F54C9.1.1,WBGene00002065,Molecule name for WBGene00002065(iff-2). History: N.A.
K11D9.1b.1,626.1304348,1585.147368,0.000287962,0.00057771,0.764545,K11D9.1b.1,WBGene00002219,Molecule name for WBGene00002219(klp-7). History: N.A.
B0564.11,935.6026224,142.1198451,0.000430291,5.18e-05,1.12783,B0564.11,WBGene00023421,Sequence name for WBGene00023421(rde-11). History: N.A.
R06F6.8a,734.2974359,1300.903846,0.000337709,0.000474117,0.6976,R06F6.8a,WBGene00011071,"Molecule name for WBGene00011071(R06F6.8). History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
Y102A5C.4,960.2832964,66.0,0.000441641,2.41e-05,1.0,Y102A5C.4,WBGene00013613,Public name for WBGene00013613. History: N.A.
Y54G11A.14,522.3417164,2112.75774,0.000240229,0.000769998,1.0,Y54G11A.14,WBGene00013221,Public name for WBGene00013221. History: N.A.
Y47G6A.31,525.9024227,2.0,0.000241866,7.29e-07,0.9923,Y47G6A.31,WBGene00044436,Public name for WBGene00044436. History: N.A.
F55D10.3,1064.227273,40.0,0.000489446,1.46e-05,1.0,F55D10.3,WBGene00018878,Sequence name for WBGene00018878(glit-1). History: Renamed on 2019-05-20
K08E3.5d,684.6666667,344.0,0.000314883,0.000125371,0.64634,K08E3.5d,WBGene00010665,Molecule name for WBGene00010665(rml-1). History: N.A.
Y47D3B.11,541.5909091,9.0,0.000249082,3.28e-06,1.330045,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
K08B4.5,1105.981563,4.0,0.000508649,1.46e-06,1.0,K08B4.5,WBGene00019517,Public name for WBGene00019517. History: N.A.
F13C5.2,1702.721744,38.42857143,0.000783094,1.4e-05,0.907805,F13C5.2,WBGene00017423,Public name for WBGene00017423. History: N.A.
K08E3.5f,696.6666667,373.989899,0.000320402,0.000136301,0.644335,K08E3.5f,WBGene00010665,Molecule name for WBGene00010665(rml-1). History: N.A.
B0523.5,520.3791667,968.3787879,0.000239326,0.000352927,0.78956,B0523.5,WBGene00001443,Sequence name for WBGene00001443(fli-1). History: N.A.
C04F5.1,1990.652758,87.0,0.000915516,3.17e-05,0.848705,C04F5.1,WBGene00004795,Sequence name for WBGene00004795(sid-1). History: Renamed on 2013-10-16
ZC15.3,884.7866308,226.1552144,0.00040692,8.24e-05,1.0,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
Y71A12B.17,1391.049544,2334.567707,0.000639754,0.000850837,1.0,Y71A12B.17,WBGene00045058,Sequence name for WBGene00045058(gadr-5). History: N.A.
F18E9.5a,608.5007211,6.157142857,0.000279854,2.24e-06,1.374735,F18E9.5a,WBGene00017571,Molecule name for WBGene00017571(jmjd-3.1). History: Renamed on 2016-08-08
K08H2.6,512.0121212,12.70623249,0.000235478,4.63e-06,0.918255,K08H2.6,WBGene00001995,Sequence name for WBGene00001995(hpl-1). History: N.A.
Y62E10A.6,553.4910714,207.0,0.000254555,7.54e-05,0.99367,Y62E10A.6,WBGene00013376,Public name for WBGene00013376. History: N.A.
Y105C5A.14,893.4417878,2705.204266,0.0004109,0.000985917,1.0,Y105C5A.14,WBGene00013638,"Public name for WBGene00013638. History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
C27H5.3.2,728.5588531,1134.39596,0.00033507,0.000413433,1.0,,,
T27F6.8,833.9159064,1821.165068,0.000383524,0.000663727,1.0,T27F6.8,WBGene00012107,Public name for WBGene00012107. History: N.A.
M163.3,4620.24811,2364.812181,0.002124886,0.00086186,1.0,M163.3,WBGene00001898,Sequence name for WBGene00001898(his-24). History: Renamed on 2010-11-12
Y87G2A.4,1565.896409,1137.497312,0.000720167,0.000414563,1.0,Y87G2A.4,WBGene00000089,"Sequence name for WBGene00000089(aex-6). History: Renamed on 2006-08-30. Public name for Dead gene WBGene00004280. History of WBGene00004280: Merged into ""WBGene00000089"" on 2006-08-30"
K10B4.6a,717.2741217,1.0,0.00032988,3.64e-07,1.0,K10B4.6a,WBGene00000857,Molecule name for WBGene00000857(cwn-1). History: N.A.
F42G8.4,625.9570707,12.0,0.000287882,4.37e-06,1.60474,F42G8.4,WBGene00004057,Sequence name for WBGene00004057(pmk-3). History: N.A.
T16G12.4,1025.069697,7399.773611,0.000471437,0.002696861,0.47785,T16G12.4,WBGene00011805,Public name for WBGene00011805. History: N.A.
K02E2.6,1581.340237,4130.718431,0.00072727,0.001505448,1.58111,K02E2.6,WBGene00010507,Public name for WBGene00010507. History: N.A.
Y73B6BL.7,850.9501623,23.0,0.000391358,8.38e-06,1.35856,Y73B6BL.7,WBGene00000820,Sequence name for WBGene00000820(csp-2). History: N.A.
W02B9.2,2762.17748,16.32608696,0.001270346,5.95e-06,1.0,W02B9.2,,Public name for Dead gene WBGene00044255. History of WBGene00044255: Killed on 2008-01-18. Remark: Retired due to lack of evidence. Originally created based on intersect between genefinder\/twinscan. 3 years on no additional supporting data has surfaced.
T12B5.11,1775.606018,107.5,0.000816614,3.92e-05,1.01942,T12B5.11,WBGene00020457,Sequence name for WBGene00020457(fbxa-67). History: N.A.
F08F3.8,570.0833333,10.25,0.000262186,3.74e-06,1.67249,F08F3.8,WBGene00017264,Public name for WBGene00017264. History: N.A.
Y32H12A.5.1,611.3942088,1395.327598,0.000281185,0.00050853,0.93278,Y32H12A.5.1,WBGene00021313,Molecule name for WBGene00021313(paqr-2). History: Renamed on 2015-08-03
Y18D10A.25,3964.210506,3264.455124,0.00182317,0.001189737,1.1504,Y18D10A.25,WBGene00001433,Sequence name for WBGene00001433(fkb-8). History: N.A.
C44B11.6,6341.339082,14973.71545,0.002916428,0.005457198,1.42667,C44B11.6,WBGene00016635,Public name for WBGene00016635. History: N.A.
Y82E9BR.1,533.6070702,7.0,0.00024541,2.55e-06,1.0,Y82E9BR.1,WBGene00022334,Public name for WBGene00022334. History: N.A.
D2030.6,5658.163979,1538.728459,0.002602231,0.000560792,1.0,D2030.6,WBGene00004178,"Sequence name for WBGene00004178(prg-1). History: N.A.. Public name for Dead gene WBGene00008416. History of WBGene00008416: Merged into ""WBGene00004178"" on 2007-11-05"
C04F12.9,774.5608441,1567.277205,0.000356226,0.000571197,1.0,C04F12.9,WBGene00007303,Sequence name for WBGene00007303(rnh-1.3). History: N.A.
W03G9.3,1311.165251,350.3444946,0.000603015,0.000127684,1.1082,W03G9.3,WBGene00021015,Sequence name for WBGene00021015(enu-3.3). History: N.A.
F56H9.4,583.7370511,571.1384877,0.000268465,0.000208152,1.0,F56H9.4,WBGene00001671,Sequence name for WBGene00001671(gpa-9). History: N.A.
Y57A10A.3,638.82054,141.8252745,0.000293798,5.17e-05,0.721505,Y57A10A.3,WBGene00013248,Public name for WBGene00013248. History: N.A.
Y48C3A.1,1231.863953,11.44707715,0.000566543,4.17e-06,1.0,Y48C3A.1,WBGene00012985,Public name for WBGene00012985. History: N.A.
T24H10.5,618.5948617,8.0,0.000284496,2.92e-06,2.1315,T24H10.5,WBGene00012003,Public name for WBGene00012003. History: N.A.
ZK270.2d,1486.268122,11811.42591,0.000683546,0.004304696,1.36849,ZK270.2d,WBGene00001488,Molecule name for WBGene00001488(frm-1). History: N.A.
F49F1.8,1668.780608,2959.023194,0.000767484,0.001078421,1.0,F49F1.8,WBGene00018648,Public name for WBGene00018648. History: N.A.
F56F11.3,526.1843434,11.0,0.000241996,4.01e-06,1.17772,F56F11.3,WBGene00018990,Sequence name for WBGene00018990(klf-1). History: N.A.
Y61A9LA.3c,613.5262501,108.8109934,0.000282165,3.97e-05,1.05632,Y61A9LA.3c,WBGene00022015,Molecule name for WBGene00022015(Y61A9LA.3). History: N.A.
ZK270.2a.3,1486.268122,11811.42591,0.000683546,0.004304696,1.37036,,,
R151.5a,634.5513834,2526.37979,0.000291835,0.000920744,1.199435,R151.5a,WBGene00006592,Molecule name for WBGene00006592(dpy-31). History: Renamed on 2005-06-13
T04G9.1,4598.807143,223.6666667,0.002115025,8.15e-05,0.92328,T04G9.1,WBGene00020214,Sequence name for WBGene00020214(attf-5). History: N.A.
F53H10.2,1632.34946,2029.020408,0.00075073,0.00073948,1.35279,F53H10.2,WBGene00010012,Sequence name for WBGene00010012(saeg-1). History: N.A.
C32B5.6,977.2494453,7.001212121,0.000449444,2.55e-06,1.145875,C32B5.6,WBGene00016299,Public name for WBGene00016299. History: N.A.
Y63D3A.2,1150.233983,3.0,0.000529001,1.09e-06,1.0,Y63D3A.2,WBGene00013403,Sequence name for WBGene00013403(fbxb-100). History: N.A.
Y48E1B.13a,718.3404762,2.0,0.00033037,7.29e-07,1.0,Y48E1B.13a,WBGene00000819,Molecule name for WBGene00000819(csp-1). History: N.A.
F38H4.9.1,508.7027778,1014.616667,0.000233956,0.000369779,0.88194,F38H4.9.1,WBGene00002363,Molecule name for WBGene00002363(let-92). History: N.A.
Y56A3A.5,1433.177955,1261.730594,0.000659129,0.00045984,1.0,Y56A3A.5,WBGene00013226,"Sequence name for WBGene00013226(faah-5). History: Split into Y56A3A.41(WBGene00269438). History of WBGene00013226: Split into ""WBGene00269438"" on 2016-04-19"
T01G1.3,541.402521,583.4751464,0.000248995,0.000212649,0.76701,T01G1.3,WBGene00011338,Sequence name for WBGene00011338(sec-31). History: N.A.
K09B11.4,856.030612,1715.596525,0.000393695,0.000625252,1.0,K09B11.4,WBGene00010711,Public name for WBGene00010711. History: N.A.
C18H2.2,824.1892427,12.0,0.000379051,4.37e-06,1.04705,C18H2.2,WBGene00015989,Public name for WBGene00015989. History: N.A.
Y67D8C.10c,847.5185193,291.6908307,0.00038978,0.000106307,1.0,Y67D8C.10c,WBGene00003153,Molecule name for WBGene00003153(mca-3). History: Renamed on 2007-10-09
T12E12.2.1,557.5,1239.513423,0.000256398,0.000451743,0.70253,T12E12.2.1,WBGene00020463,Molecule name for WBGene00020463(cec-6). History: N.A.
D2096.1,895.2603896,3912.09697,0.000411737,0.001425771,0.544775,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
C37F5.1.2,1681.368946,984.7151263,0.000773274,0.000358881,1.12926,,,
F32B5.6a,807.7554113,11.5,0.000371493,4.19e-06,1.49786,F32B5.6a,WBGene00017979,Molecule name for WBGene00017979(F32B5.6). History: N.A.
F42A10.2b,559.7226386,11.72853535,0.000257421,4.27e-06,1.21516,F42A10.2b,WBGene00003593,Molecule name for WBGene00003593(nfm-1). History: N.A.
F32B5.6b,805.3545455,11.5,0.000370388,4.19e-06,1.508305,F32B5.6b,WBGene00017979,Molecule name for WBGene00017979(F32B5.6). History: N.A.
F37D6.3,4682.858735,6136.927352,0.002153681,0.002236614,0.84947,F37D6.3,WBGene00009509,Public name for WBGene00009509. History: N.A.
T05C3.3,1043.2844,1957.00735,0.000479814,0.000713235,1.0,T05C3.3,,Sequence name for Suppressed gene WBGene00020255. Molecular name for Suppressed gene WBGene00020255. Public name for Suppressed gene WBGene00020255. History of WBGene00020255: Suppressed on 2007-07-26. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
T07A9.14,612.6103896,1224.948617,0.000281744,0.000446435,0.84031,T07A9.14,WBGene00044789,Public name for WBGene00044789. History: N.A.
Y110A7A.21,670.8620613,93.10907209,0.000308534,3.39e-05,1.0,Y110A7A.21,WBGene00045212,Public name for WBGene00045212. History: N.A.
B0303.2,828.7325701,1153.417027,0.00038114,0.000420365,1.0,B0303.2,WBGene00015124,Sequence name for WBGene00015124(anmt-1). History: N.A.
R09G11.2a.2,1546.332928,15.16054677,0.00071117,5.53e-06,1.08423,R09G11.2a.2,WBGene00003600,Molecule name for WBGene00003600(nhr-1). History: N.A.
K08E3.5b,684.6666667,345.0,0.000314883,0.000125736,0.64748,K08E3.5b,WBGene00010665,Molecule name for WBGene00010665(rml-1). History: N.A.
ZK270.2a.2,1605.09008,11979.49014,0.000738193,0.004365947,1.35385,,,
W05H12.2,1083.151555,1026.560856,0.000498149,0.000374132,1.0,W05H12.2,WBGene00012290,Public name for WBGene00012290. History: N.A.
F54E7.7,858.3543779,12.0,0.000394763,4.37e-06,1.44125,F54E7.7,WBGene00004321,Sequence name for WBGene00004321(rcan-1). History: Renamed on 2015-09-03
W05F2.2,600.4565379,282.2078675,0.000276154,0.000102851,1.149345,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
C46C2.3,1737.362204,1510.958487,0.000799026,0.000550672,1.92442,C46C2.3,WBGene00008111,Public name for WBGene00008111. History: N.A.
Y46G5A.6,4556.817155,160.2490313,0.002095714,5.84e-05,1.0,Y46G5A.6,WBGene00012898,"Public name for WBGene00012898. History: Split into Y46G5A.42(WBGene00077635), Y46G5A.43(WBGene00077636). History of WBGene00012898: Renamed on 2005-03-17; Split into ""WBGene00077636"" on 2008-02-22"
B0416.6,574.3689708,19.02018779,0.000264157,6.93e-06,1.0,B0416.6,WBGene00001638,Sequence name for WBGene00001638(gly-13). History: N.A.
T12F5.3,609.0149246,1530.861147,0.00028009,0.000557925,0.90019,T12F5.3,WBGene00001601,Sequence name for WBGene00001601(glh-4). History: N.A.
Y39E4B.3a,514.8326821,471.2187298,0.000236775,0.000171737,1.06375,Y39E4B.3a,WBGene00004164,Molecule name for WBGene00004164(pqn-83). History: N.A.
Y67D8C.10b,513.2345827,1196.411007,0.00023604,0.000436034,1.008255,Y67D8C.10b,WBGene00003153,Molecule name for WBGene00003153(mca-3). History: Renamed on 2007-10-09
C14B9.4a.2,531.1026786,1470.839181,0.000244258,0.00053605,0.5581,,,
C37F5.1.1,1681.368946,984.7151263,0.000773274,0.000358881,1.13199,,,
C14B9.4a.1,531.1026786,1470.944444,0.000244258,0.000536088,0.5581,,,
T05A7.4.1,1157.134767,1472.334848,0.000532175,0.000536595,1.0,T05A7.4.1,WBGene00001976,Molecule name for WBGene00001976(hmg-11). History: N.A.
K08E3.5a,684.6666667,345.0,0.000314883,0.000125736,0.64609,K08E3.5a,WBGene00010665,Molecule name for WBGene00010665(rml-1). History: N.A.
Y52D3.1a.3,1097.333333,133.3333333,0.000504672,4.86e-05,0.70818,,,
C14B9.4b,531.1026786,1470.839181,0.000244258,0.00053605,0.5581,,,
F28B4.1,579.0835726,4.0,0.000266325,1.46e-06,1.0,F28B4.1,WBGene00017890,Public name for WBGene00017890. History: N.A.
Y52D3.1b,1097.190476,133.3333333,0.000504606,4.86e-05,0.70818,Y52D3.1b,WBGene00013132,Molecule name for WBGene00013132(strd-1). History: N.A.
F20C5.2b,679.2781072,0.5,0.000312405,1.82e-07,1.0,,,
K08E3.5a.2,684.6666667,345.0,0.000314883,0.000125736,0.64609,K08E3.5a.2,WBGene00010665,Molecule name for WBGene00010665(rml-1). History: N.A.
Y39G10AR.7,863.0,2225.580632,0.0003969,0.000811117,0.7509,Y39G10AR.7,WBGene00021465,Sequence name for WBGene00021465(ekl-7). History: N.A.
ZK757.4b,1039.005714,1319.088889,0.000477846,0.000480744,0.85419,ZK757.4b,WBGene00014075,Molecule name for WBGene00014075(dhhc-4). History: N.A.
K08E3.5a.3,684.6666667,345.0,0.000314883,0.000125736,0.64609,,,
Y45F10C.6,584.8333333,1013.368398,0.000268969,0.000369324,1.0,Y45F10C.6,WBGene00044256,"Public name for WBGene00044256. History: Split into Y45F10C.21(WBGene00271792). History of WBGene00044256: Split into ""WBGene00271792"" on 2017-09-21"
K10B3.5,1194.075419,18.0,0.000549164,6.56e-06,1.0,K10B3.5,WBGene00019611,Public name for WBGene00019611. History: N.A.
F18E9.5b,623.3179975,6.255788004,0.000286669,2.28e-06,1.31449,F18E9.5b,WBGene00017571,Molecule name for WBGene00017571(jmjd-3.1). History: Renamed on 2016-08-08
K05C4.2.1,523.8333333,659.0833333,0.000240915,0.000240204,1.0,K05C4.2.1,WBGene00010579,Molecule name for WBGene00010579(K05C4.2). History: N.A.
Y48G1BM.8,1497.408728,1296.279984,0.000688669,0.000472432,1.0,Y48G1BM.8,WBGene00021673,Public name for WBGene00021673. History: N.A.
F58G1.1,838.0664009,2590.24486,0.000385433,0.000944019,0.63194,F58G1.1,WBGene00010263,Sequence name for WBGene00010263(wago-4). History: N.A.
Y71H2AL.1,1398.61508,3617.338714,0.000643233,0.001318346,1.30885,Y71H2AL.1,WBGene00003941,"Sequence name for WBGene00003941(pbo-1). History: N.A.. Public name for Dead gene WBGene00022164. History of WBGene00022164: Merged into ""WBGene00003941"" on 2011-09-06"
H06I04.3a,671.177255,1197.004432,0.000308679,0.00043625,1.0,H06I04.3a,WBGene00019168,Molecule name for WBGene00019168(H06I04.3). History: N.A.
M88.6a,1810.228173,74.05882353,0.000832537,2.7e-05,1.881845,M88.6a,WBGene00003915,Molecule name for WBGene00003915(pan-1). History: N.A.
T01C8.5,1530.033241,6.5,0.000703674,2.37e-06,1.390045,T01C8.5,WBGene00020146,Sequence name for WBGene00020146(got-1.2). History: N.A.
T11F9.10,773.639075,634.2142857,0.000355802,0.000231141,1.0,T11F9.10,WBGene00011712,Public name for WBGene00011712. History: N.A.
F42A10.2a,569.3686789,12.5,0.000261857,4.56e-06,1.21516,F42A10.2a,WBGene00003593,Molecule name for WBGene00003593(nfm-1). History: N.A.
T23G5.6,1810.117766,3882.835882,0.000832486,0.001415107,1.15746,T23G5.6,WBGene00011964,Sequence name for WBGene00011964(saeg-2). History: N.A.
F20D12.1a,519.4563335,1364.461698,0.000238902,0.000497281,0.90542,F20D12.1a,WBGene00017641,Molecule name for WBGene00017641(csr-1). History: N.A.
F56F11.3.2,551.1843434,12.0,0.000253494,4.37e-06,1.15919,,,
T04D1.2,606.6332261,3.0,0.000278995,1.09e-06,1.0,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
Y46G5A.4,614.4761905,1489.328231,0.000282602,0.000542788,0.81809,Y46G5A.4,WBGene00012896,Sequence name for WBGene00012896(snrp-200). History: Renamed on 2005-03-17
AC8.10,550.8977715,34.03349282,0.000253362,1.24e-05,1.0,AC8.10,WBGene00043988,Public name for WBGene00043988. History: N.A.
