# Table S2. Genes with More Than 25 Reads per Million of Antisense 22G-RNAs in the fem-1 Oocyte Library
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Normalized reads = reads per million, excluding reads considered to be degradation products
gene name,cosmid ID,fem-1 oocyte - Reads,fem-1 oocyte - Normalized reads,Input,Suggested Match,History
ubc-3,Y71G12B.15,316.9476,139.016373309707,ubc-3,WBGene00006702,Public name for WBGene00006702. History: N.A.
Y81G3A.3,Y81G3A.3,314.9444,138.137749843197,Y81G3A.3,WBGene00013591,Sequence name for WBGene00013591(gcn-2). History: N.A.
ZC15.1,ZC15.1,314.5,137.942831578162,ZC15.1,WBGene00013830,Public name for WBGene00013830. History: N.A.
R02C2.1,R02C2.1,314.2858,137.848881325304,R02C2.1,WBGene00019814,Public name for WBGene00019814. History: N.A.
rod-1,F55G1.4,312.0175,136.853982359108,rod-1,WBGene00018900,Public name for WBGene00018900. History: N.A.
cel-1,C03D6.3,310.0238,135.979525687192,cel-1,WBGene00000466,Public name for WBGene00000466. History: N.A.. Other name for WBGene00001368(exc-7). History: Renamed on 2004-11-09
ufd-2,T05H10.5,309.5,135.749781791546,ufd-2,WBGene00006734,Public name for WBGene00006734. History: N.A.
F18A11.5,F18A11.5,308.0,135.091866855561,F18A11.5,WBGene00008932,Public name for WBGene00008932. History: N.A.
cyb-3,T06E6.2,306.5,134.433951919576,cyb-3,WBGene00000868,Public name for WBGene00000868. History: N.A.
C34C12.7,C34C12.7,305.0,133.776036983592,C34C12.7,WBGene00007926,Public name for WBGene00007926. History: N.A.
cids-2,F36A2.1,305.0,133.776036983592,cids-2,WBGene00009451,Public name for WBGene00009451. History: N.A.
fbxa-13,Y22D7AR.11,305.0,133.776036983592,fbxa-13,WBGene00021264,Public name for WBGene00021264. History: N.A.
rad-26,C27B7.4,304.8333,133.702920703706,rad-26,WBGene00007761,Public name for WBGene00007761. History: N.A.
Y73E7A.5,Y73E7A.5,304.5,133.55673200493,Y73E7A.5,WBGene00022272,Public name for WBGene00022272. History: N.A.
T05E8.3,T05E8.3,304.0,133.337427026268,T05E8.3,WBGene00020263,Sequence name for WBGene00020263(let-355). History: N.A.
F29G9.1,F29G9.1,303.2001,132.986582921405,F29G9.1,WBGene00017930,Public name for WBGene00017930. History: N.A.
T24A6.20,T24A6.20,302.5,132.679512090283,T24A6.20,WBGene00020756,Public name for WBGene00020756. History: N.A.
lev-10,Y105E8A.7,302.0,132.460207111622,lev-10,WBGene00002977,Public name for WBGene00002977. History: N.A.
dhc-1,T21E12.4,302.0,132.460207111622,dhc-1,WBGene00000962,Public name for WBGene00000962. History: N.A.
ZC15.10,ZC15.10,301.5,132.24090213296,ZC15.10,WBGene00045050,Public name for WBGene00045050. History: N.A.
F28E10.1,F28E10.1,301.5,132.24090213296,F28E10.1,WBGene00017900,Public name for WBGene00017900. History: N.A.
qdpr-1,T03F6.1,301.0,132.021597154299,qdpr-1,WBGene00011398,Public name for WBGene00011398. History: N.A.
mcm-3,C25D7.6,300.5,131.802292175637,mcm-3,WBGene00003155,Public name for WBGene00003155. History: N.A.
ran-4,R05D11.3,300.0,131.582987196975,ran-4,WBGene00004305,Public name for WBGene00004305. History: N.A.
clec-12,T27F6.2,298.3333,130.851955981105,clec-12,WBGene00012103,Public name for WBGene00012103. History: N.A.
T15H9.6,T15H9.6,298.0,130.705767282329,T15H9.6,WBGene00011791,Sequence name for WBGene00011791(pap-2). History: N.A.
T07E3.2,T07E3.2,297.0,130.267157325006,T07E3.2,WBGene00020313,Public name for WBGene00020313. History: N.A.
R04A9.3,R04A9.3,297.0,130.267157325006,R04A9.3,WBGene00019863,Public name for WBGene00019863. History: N.A.
T23B5.1,T23B5.1,296.25,129.938199857013,T23B5.1,WBGene00011939,Sequence name for WBGene00011939(prmt-9). History: Renamed on 2016-11-29
dys-1,F15D3.1,296.1856,129.909953375762,dys-1,WBGene00001131,Public name for WBGene00001131. History: N.A.
hsp-16.48,T27E4.3,295.9992,129.828196479716,hsp-16.48,WBGene00002019,Public name for WBGene00002019. History: N.A.
hsp-16.49,T27E4.9,295.9992,129.828196479716,hsp-16.49,WBGene00002020,Public name for WBGene00002020. History: N.A.
lin-66,B0513.1,295.2722,129.509327040742,lin-66,WBGene00001562,Public name for WBGene00001562. History: N.A.
T08A11.2,T08A11.2,294.825,129.313180667828,T08A11.2,WBGene00011605,Sequence name for WBGene00011605(sftb-1). History: Renamed on 2005-03-17
B0284.1,B0284.1,294.3497,129.104709355112,B0284.1,WBGene00007131,Sequence name for WBGene00007131(pals-26). History: N.A.
atm-1,Y48G1BL.2,294.1666,129.024399871926,atm-1,WBGene00000227,Public name for WBGene00000227. History: N.A.
K10D2.1,K10D2.1,294.0,128.951327453036,K10D2.1,WBGene00019627,"Sequence name for WBGene00019627(hira-1). History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
Y53F4B.10,Y53F4B.10,294.0,128.951327453036,Y53F4B.10,WBGene00013157,Public name for WBGene00013157. History: N.A.
fbxa-63,Y119D3B.7,293.75,128.841674963705,fbxa-63,WBGene00022485,Public name for WBGene00022485. History: N.A.
F53G12.4,F53G12.4,293.5,128.732022474374,F53G12.4,WBGene00018772,Public name for WBGene00018772. History: N.A.
F28C6.1,F28C6.1,292.25,128.18376002772,F28C6.1,WBGene00009202,Sequence name for WBGene00009202(aptf-4). History: N.A.
lex-1,F11A10.1,291.5,127.854802559728,lex-1,WBGene00008682,Public name for WBGene00008682. History: N.A.
W10G11.19,W10G11.19,290.5,127.416192602404,W10G11.19,WBGene00021148,Public name for WBGene00021148. History: N.A.
lin-49,F42A9.2,290.0,127.196887623743,lin-49,WBGene00003034,Public name for WBGene00003034. History: N.A.
ZK470.2,ZK470.2,289.7921,127.105700613615,ZK470.2,WBGene00022745,Public name for WBGene00022745. History: N.A.
M01F1.7,M01F1.7,289.5,126.977582645081,M01F1.7,WBGene00010813,Sequence name for WBGene00010813(pitp-1). History: N.A.
lon-8,Y59A8B.20,288.8333,126.685161386534,lon-8,WBGene00013352,Public name for WBGene00013352. History: N.A.
Y75B8A.33,Y75B8A.33,288.5,126.538972687758,Y75B8A.33,WBGene00013563,Public name for WBGene00013563. History: N.A.
F53F4.4,F53F4.4,288.0,126.319667709096,F53F4.4,WBGene00009988,Public name for WBGene00009988. History: N.A.
C46G7.3,C46G7.3,288.0,126.319667709096,C46G7.3,,Sequence name for Suppressed gene WBGene00016723. Molecular name for Suppressed gene WBGene00016723. Public name for Suppressed gene WBGene00016723. History of WBGene00016723: Killed on 2012-07-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C02B10.4,C02B10.4,287.75,126.210015219766,C02B10.4,WBGene00015329,Public name for WBGene00015329. History: N.A.
tag-203,K02F2.3,287.25,125.990710241104,tag-203,WBGene00019323,Other name for WBGene00019323(teg-4). History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
Y57G7A.2,Y57G7A.2,287.0,125.881057751773,Y57G7A.2,WBGene00021966,Public name for WBGene00021966. History: N.A.
imb-2,R06A4.4,287.0,125.881057751773,imb-2,WBGene00002076,Public name for WBGene00002076. History: N.A.
Y54E2A.6,Y54E2A.6,286.5,125.661752773111,Y54E2A.6,WBGene00013189,"Public name for Dead gene WBGene00013191. History of WBGene00013191: Merged into ""WBGene00013189"" on 2008-11-27"
sfa-1,Y116A8C.32,285.3433,125.154412635476,sfa-1,WBGene00013808,Public name for WBGene00013808. History: Renamed on 2006-09-01
Y47D7A.16,Y47D7A.16,285.0,125.003837837127,Y47D7A.16,WBGene00044637,Sequence name for WBGene00044637(rft-1). History: N.A.
T19H12.2,T19H12.2,285.0,125.003837837127,T19H12.2,WBGene00020588,Public name for WBGene00020588. History: N.A.
C13B4.1,C13B4.1,284.5,124.784532858465,C13B4.1,WBGene00007545,Public name for WBGene00007545. History: N.A.
knl-1,C02F5.1,284.3333,124.711416578579,knl-1,WBGene00002231,Public name for WBGene00002231. History: N.A.
ZK686.6,ZK686.6,284.0,124.565227879803,ZK686.6,WBGene00044799,Public name for WBGene00044799. History: N.A.
Y47G6A.7,Y47G6A.7,283.8333,124.492111599918,Y47G6A.7,WBGene00021637,Public name for WBGene00021637. History: N.A.
duo-2,F29C4.5,283.5,124.345922901142,duo-2,WBGene00001111,Public name for WBGene00001111. History: N.A.
mop-25.1,R02E12.2,283.4999,124.345879040146,mop-25.1,WBGene00019827,Public name for WBGene00019827. History: N.A.
F48E3.6,F48E3.6,283.0,124.12661792248,F48E3.6,WBGene00018606,Public name for WBGene00018606. History: N.A.
ZK402.1,ZK402.1,282.4997,123.907181360831,ZK402.1,WBGene00022728,Public name for WBGene00022728. History: N.A.
F11C3.1,F11C3.1,282.0,123.688007965157,F11C3.1,WBGene00008695,Public name for WBGene00008695. History: N.A.
B0205.1,B0205.1,281.8332,123.614847824275,B0205.1,WBGene00015017,Public name for WBGene00015017. History: N.A.
nol-1,W07E6.1,281.2777,123.371199992982,nol-1,WBGene00021073,Other name for WBGene00021073(nsun-1). History: Renamed on 2017-08-01; Renamed on 2020-06-01
efl-1,Y102A5C.18,280.5115,123.035137043681,efl-1,WBGene00001161,Public name for WBGene00001161. History: N.A.
hum-2,F36D4.3,280.0,122.81078805051,hum-2,WBGene00002036,Public name for WBGene00002036. History: N.A.
aspm-1,C45G3.1,280.0,122.81078805051,aspm-1,WBGene00008107,Public name for WBGene00008107. History: Renamed on 2006-09-21
evl-14,H38K22.1,279.25,122.481830582518,evl-14,WBGene00001352,Public name for WBGene00001352. History: N.A.
Y59A8B.10,Y59A8B.10,278.8333,122.299061813301,Y59A8B.10,WBGene00013347,Sequence name for WBGene00013347(nova-1). History: N.A.
VH15N14R.1,VH15N14R.1,278.3898,122.104538297228,VH15N14R.1,WBGene00012151,Public name for WBGene00012151. History: N.A.
Y105E8A.1,Y105E8A.1,278.0,121.933568135864,Y105E8A.1,WBGene00013666,Public name for WBGene00013666. History: N.A.
F26D2.3,F26D2.3,278.0,121.933568135864,F26D2.3,WBGene00009148,Public name for WBGene00009148. History: N.A.
W03C9.1,W03C9.1,277.3333,121.641146877316,W03C9.1,WBGene00012219,Public name for WBGene00012219. History: N.A.
C18H2.2,C18H2.2,276.8332,121.421798037659,C18H2.2,WBGene00015989,Public name for WBGene00015989. History: N.A.
K09H9.8,K09H9.8,276.5,121.275653199879,K09H9.8,WBGene00045387,Public name for WBGene00045387. History: N.A.
B0041.2,B0041.2,276.1429,121.119025584119,B0041.2,WBGene00015007,Sequence name for WBGene00015007(ain-2). History: N.A.
set-2,C26E6.9,275.4999,120.83699938156,set-2,WBGene00004782,Public name for WBGene00004782. History: N.A.
Y41E3.11,Y41E3.11,275.2,120.705460255359,Y41E3.11,WBGene00012769,Sequence name for WBGene00012769(hrpu-1). History: N.A.
sex-1,F44A6.2,275.0,120.617738263894,sex-1,WBGene00004786,Public name for WBGene00004786. History: N.A.
F32E10.6,F32E10.6,274.8434,120.549051944577,F32E10.6,WBGene00017993,Sequence name for WBGene00017993(cec-5). History: N.A.
F59H6.2,F59H6.2,274.5,120.398433285232,F59H6.2,WBGene00019133,Public name for WBGene00019133. History: N.A.
K10F12.6,K10F12.6,274.1667,120.252244586457,K10F12.6,WBGene00019638,Public name for WBGene00019638. History: N.A.
F54G2.1,F54G2.1,274.0,120.179128306571,F54G2.1,WBGene00018837,Public name for WBGene00018837. History: N.A.
Y105C5A.1,Y105C5A.1,273.3666,119.901312759602,Y105C5A.1,WBGene00013632,Public name for WBGene00013632. History: N.A.
W02B8.2,W02B8.2,273.0,119.740518349248,W02B8.2,WBGene00012198,Public name for WBGene00012198. History: N.A.
F49F1.7,F49F1.7,273.0,119.740518349248,F49F1.7,WBGene00018647,Public name for WBGene00018647. History: N.A.
mdf-1,C50F4.11,272.8596,119.678937511239,mdf-1,WBGene00003160,Public name for WBGene00003160. History: Renamed on 2013-11-19
taf-2,Y37E11B.4,272.7023,119.609944164952,taf-2,WBGene00006383,Public name for WBGene00006383. History: N.A.
Y44E3A.6,Y44E3A.6,272.6742,119.597619225152,Y44E3A.6,WBGene00021551,Sequence name for WBGene00021551(edc-4). History: N.A.
egl-20,W08D2.1,272.0,119.301908391924,egl-20,WBGene00001188,Public name for WBGene00001188. History: N.A.
ZK154.5,ZK154.5,272.0,119.301908391924,ZK154.5,WBGene00022667,Public name for WBGene00022667. History: N.A.
Y67D8B.4,Y67D8B.4,271.2519,118.973784282851,Y67D8B.4,WBGene00022063,Sequence name for WBGene00022063(nlp-81). History: N.A.
Y47D3A.1,Y47D3A.1,269.5,118.205383498616,Y47D3A.1,WBGene00012922,Public name for WBGene00012922. History: N.A.
C16C10.3,C16C10.3,269.0,117.986078519955,C16C10.3,WBGene00007624,Sequence name for WBGene00007624(hrde-1). History: Renamed on 2012-08-29
B0286.1,B0286.1,269.0,117.986078519955,B0286.1,WBGene00015115,Public name for WBGene00015115. History: N.A.
cam-1,C01G6.8,268.5,117.766773541293,cam-1,WBGene00000289,Public name for WBGene00000289. History: N.A.
C44B7.11,C44B7.11,268.0,117.547468562631,C44B7.11,WBGene00016631,Public name for WBGene00016631. History: N.A.
Y77E11A.2,Y77E11A.2,268.0,117.547468562631,Y77E11A.2,WBGene00022307,Sequence name for WBGene00022307(nadk-1). History: N.A.
set-23,Y41D4B.12,267.0,117.108858605308,set-23,WBGene00021515,Public name for WBGene00021515. History: N.A.
eel-1,Y67D8C.5,266.781,117.012803024654,eel-1,WBGene00022069,Public name for WBGene00022069. History: N.A.
ZK418.7,ZK418.7,266.5714,116.920870377599,ZK418.7,WBGene00022736,Public name for WBGene00022736. History: N.A.
rgr-1,C38C10.5,265.5,116.450943669323,rgr-1,WBGene00004343,Public name for WBGene00004343. History: N.A.
F48E8.6,F48E8.6,265.5,116.450943669323,F48E8.6,WBGene00018612,Sequence name for WBGene00018612(disl-2). History: Renamed on 2017-03-13
Y116A8C.25,Y116A8C.25,265.0,116.231638690662,Y116A8C.25,WBGene00013802,Public name for WBGene00013802. History: N.A.
emb-27,F10B5.6,265.0,116.231638690662,emb-27,WBGene00001281,Public name for WBGene00001281. History: N.A.
Y47D3A.22,Y47D3A.22,264.8333,116.158522410776,Y47D3A.22,WBGene00012933,Sequence name for WBGene00012933(mib-1). History: N.A.
ugt-45,Y37E11AR.5,264.5,116.012333712,ugt-45,WBGene00021372,Public name for WBGene00021372. History: N.A.
F40F11.2,F40F11.2,264.3333,115.939217432114,F40F11.2,WBGene00009587,Sequence name for WBGene00009587(mig-38). History: N.A.
ZC123.1,ZC123.1,264.0,115.793028733338,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
dsh-2,C27A2.6,264.0,115.793028733338,dsh-2,WBGene00001102,Public name for WBGene00001102. History: N.A.
C05C10.2,C05C10.2,263.3333,115.500607474791,C05C10.2,WBGene00007329,Public name for WBGene00007329. History: N.A.
morc-1,ZC155.3,263.0,115.354418776015,morc-1,WBGene00022531,Public name for WBGene00022531. History: N.A.
F20B6.5,F20B6.5,263.0,115.354418776015,F20B6.5,WBGene00017629,Public name for WBGene00017629. History: N.A.
C48D1.1,C48D1.1,263.0,115.354418776015,C48D1.1,WBGene00008177,Public name for WBGene00008177. History: N.A.
rha-1,T07D4.3,263.0,115.354418776015,rha-1,WBGene00004355,Public name for WBGene00004355. History: N.A.
gpr-1,F22B7.13,262.75,115.244766286684,gpr-1,WBGene00001688,Public name for WBGene00001688. History: N.A.
C27D8.3,C27D8.3,262.1429,114.978486181593,C27D8.3,WBGene00007779,Public name for WBGene00007779. History: N.A.
F15D4.6,F15D4.6,261.5,114.69650384003,F15D4.6,WBGene00008863,Public name for WBGene00008863. History: N.A.
Y20F4.8,Y20F4.8,261.3929,114.649528713601,Y20F4.8,WBGene00044435,Public name for WBGene00044435. History: N.A.
Y77E11A.7,Y77E11A.7,261.179,114.555710043729,Y77E11A.7,WBGene00022310,Public name for WBGene00022310. History: N.A.
trr-1,C47D12.1,260.1667,114.111705183931,trr-1,WBGene00007028,Public name for WBGene00007028. History: N.A.
F18A12.7,F18A12.7,260.0,114.038588904045,F18A12.7,WBGene00017556,Public name for WBGene00017556. History: N.A.
tbx-37,Y47D3A.12,259.6666,113.892356344274,tbx-37,WBGene00006556,Public name for WBGene00006556. History: N.A.
lmn-1,DY3.2,259.5,113.819283925384,lmn-1,WBGene00003052,Public name for WBGene00003052. History: N.A.
sdc-1,F52E10.1,259.0,113.599978946722,sdc-1,WBGene00004745,Public name for WBGene00004745. History: N.A.
sas-4,F10E9.8,259.0,113.599978946722,sas-4,WBGene00004726,Public name for WBGene00004726. History: N.A.
prg-1,D2030.6,258.0,113.161368989399,prg-1,WBGene00004178,Public name for WBGene00004178. History: N.A.
taf-3,C11G6.1,257.0,112.722759032076,taf-3,WBGene00006384,Public name for WBGene00006384. History: N.A.
pqe-1,F52C9.8,256.5,112.503454053414,pqe-1,WBGene00004095,Public name for WBGene00004095. History: N.A.
let-418,F26F12.7,256.0,112.284149074752,let-418,WBGene00002637,Public name for WBGene00002637. History: N.A.
F29B9.12,F29B9.12,256.0,112.284149074752,F29B9.12,WBGene00044482,Public name for WBGene00044482. History: N.A.
ark-1,C01C7.1,255.5,112.064844096091,ark-1,WBGene00000186,Public name for WBGene00000186. History: N.A.
gip-1,H04J21.3,255.5,112.064844096091,gip-1,WBGene00001589,Public name for WBGene00001589. History: N.A.
lin-65,Y71G12B.9,255.3315,111.990938318282,lin-65,WBGene00022149,Public name for WBGene00022149. History: N.A.
daf-2,Y55D5A.5,255.1945,111.930848754128,daf-2,WBGene00000898,Public name for WBGene00000898. History: N.A.
Y48G1C.1,Y48G1C.1,255.1,111.889400113161,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
prx-11,C47B2.8,255.0,111.845539117429,prx-11,WBGene00004196,Public name for WBGene00004196. History: N.A.
nhr-58,R11G11.2,255.0,111.845539117429,nhr-58,WBGene00003648,Public name for WBGene00003648. History: N.A.
epc-1,Y111B2A.11,254.4708,111.613426728014,epc-1,WBGene00007030,Public name for WBGene00007030. History: N.A.
F14F11.1,F14F11.1,254.0,111.406929160106,F14F11.1,WBGene00008819,Sequence name for WBGene00008819(shw-1). History: N.A.
E01A2.2,E01A2.2,254.0,111.406929160106,E01A2.2,WBGene00017085,Public name for WBGene00017085. History: N.A.
W04B5.2,W04B5.2,253.0,110.968319202783,W04B5.2,WBGene00021019,"Public name for WBGene00021019. History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
tlf-1,F39H11.2,253.0,110.968319202783,tlf-1,WBGene00006577,Public name for WBGene00006577. History: N.A.
Y54G11B.1,Y54G11B.1,251.5,110.310404266798,Y54G11B.1,WBGene00013222,Sequence name for WBGene00013222(dmsr-6). History: N.A.
Y40B10A.2,Y40B10A.2,251.3333,110.237287986912,Y40B10A.2,WBGene00021487,Sequence name for WBGene00021487(comt-3). History: N.A.
T17A3.2,T17A3.2,251.0,110.091099288136,T17A3.2,WBGene00020540,Sequence name for WBGene00020540(pals-25). History: N.A.
C29F7.6,C29F7.6,250.563,109.899426736786,C29F7.6,WBGene00007813,Sequence name for WBGene00007813(jmjd-3.3). History: N.A.
unc-40,T19B4.7,250.0,109.652489330813,unc-40,WBGene00006776,Public name for WBGene00006776. History: Renamed on 2010-05-19; Renamed on 2010-08-27
Y48D7A.1,Y48D7A.1,249.6667,109.506300632037,Y48D7A.1,WBGene00021656,Public name for WBGene00021656. History: N.A.
Y51H1A.1,Y51H1A.1,249.3026,109.346602746576,Y51H1A.1,WBGene00013093,"Public name for Dead gene WBGene00013092. History of WBGene00013092: Merged into ""WBGene00013093"" on 2011-01-21"
klf-1,F56F11.3,248.5,108.994574394828,klf-1,WBGene00018990,Public name for WBGene00018990. History: N.A.
Y110A7A.9,Y110A7A.9,248.0,108.775269416166,Y110A7A.9,WBGene00022459,Public name for WBGene00022459. History: N.A.
mag-1,R09B3.5,248.0,108.775269416166,mag-1,WBGene00003123,Public name for WBGene00003123. History: N.A.
ZK673.5,ZK673.5,247.6667,108.62908071739,ZK673.5,WBGene00014061,Public name for WBGene00014061. History: N.A.
T16H12.2,T16H12.2,247.5,108.555964437505,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
F39F10.2,F39F10.2,247.0,108.336659458843,F39F10.2,WBGene00018202,Public name for WBGene00018202. History: N.A.
F09G2.9,F09G2.9,247.0,108.336659458843,F09G2.9,WBGene00017317,Sequence name for WBGene00017317(attf-2). History: N.A.
pry-1,C37A5.9,246.7729,108.237051137535,pry-1,WBGene00004202,Public name for WBGene00004202. History: N.A.
T13C5.6,T13C5.6,246.5,108.117354480181,T13C5.6,WBGene00020486,Public name for WBGene00020486. History: N.A.
inft-2,F15B9.4,246.3333,108.044238200296,inft-2,WBGene00008848,Public name for WBGene00008848. History: N.A.
ZK930.1,ZK930.1,246.0,107.89804950152,ZK930.1,WBGene00014151,Sequence name for WBGene00014151(vps-15). History: N.A.
gei-4,W07B3.2,245.8858,107.847960244393,gei-4,WBGene00001561,Public name for WBGene00001561. History: N.A.
rnr-2,C03C10.3,245.5,107.678744522858,rnr-2,WBGene00004392,Public name for WBGene00004392. History: N.A.
B0336.3,B0336.3,244.5,107.240134565535,B0336.3,WBGene00015143,Sequence name for WBGene00015143(rbm-26). History: N.A.
hrp-1,F42A6.7,244.3333,107.167018285649,hrp-1,WBGene00001999,Other name for WBGene00001999(hrpa-1). History: Renamed on 2019-11-21
C35D10.7,C35D10.7,244.0,107.020829586873,C35D10.7,WBGene00016444,Public name for WBGene00016444. History: N.A.
ZK1010.4,ZK1010.4,243.5,106.801524608212,ZK1010.4,WBGene00014178,Public name for WBGene00014178. History: N.A.
C56E6.3,C56E6.3,243.5,106.801524608212,C56E6.3,WBGene00016971,Sequence name for WBGene00016971(toe-2). History: N.A.
mps-2,K01A2.8,242.5095,106.367081445483,mps-2,WBGene00019282,Public name for WBGene00019282. History: N.A.
Y106G6D.7,Y106G6D.7,242.1666,106.216682091117,Y106G6D.7,WBGene00013703,Sequence name for WBGene00013703(rbm-12). History: N.A.
haf-4,W04C9.1,242.0,106.143609672227,haf-4,WBGene00001814,Public name for WBGene00001814. History: N.A.
F47B10.1,F47B10.1,242.0,106.143609672227,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
hcf-1,C46A5.9,242.0,106.143609672227,hcf-1,WBGene00001827,Public name for WBGene00001827. History: N.A.
tag-294,C54H2.3,242.0,106.143609672227,tag-294,WBGene00016937,Public name for WBGene00016937. History: N.A.
F10E7.2,F10E7.2,241.072,105.736579631831,F10E7.2,WBGene00017344,Public name for WBGene00017344. History: N.A.
fbxb-37,T16A1.8,240.5,105.485694736242,fbxb-37,WBGene00020537,"Public name for WBGene00020537. History: Split into T16A1.10(WBGene00269431). History of WBGene00020537: Split into ""WBGene00269431"" on 2016-04-19"
selb-1,C47B2.7,239.8333,105.193273477695,selb-1,WBGene00008133,Other name for WBGene00008133(efsc-1). History: Renamed on 2013-12-06
npp-15,C29E4.4,239.75,105.156737268249,npp-15,WBGene00003801,Public name for WBGene00003801. History: N.A.
fbxb-91,F12E12.8,239.6,105.090945774651,fbxb-91,WBGene00044692,Public name for WBGene00044692. History: N.A.
F08F3.8,F08F3.8,239.0,104.827779800257,F08F3.8,WBGene00017264,Public name for WBGene00017264. History: N.A.
mat-1,Y110A7A.17,239.0,104.827779800257,mat-1,WBGene00003132,Public name for WBGene00003132. History: Renamed on 2015-03-03
K02E2.6,K02E2.6,238.5769,104.642203927314,K02E2.6,WBGene00010507,Public name for WBGene00010507. History: N.A.
F22B5.6,F22B5.6,238.5,104.608474821595,F22B5.6,WBGene00009044,Public name for WBGene00009044. History: N.A.
kin-4,C10C6.1,238.5,104.608474821595,kin-4,WBGene00002192,Public name for WBGene00002192. History: N.A.
frl-1,Y48G9A.4,237.9762,104.37873092595,frl-1,WBGene00021698,Public name for WBGene00021698. History: N.A.
cbp-1,R10E11.1,237.6667,104.242981144158,cbp-1,WBGene00000366,Public name for WBGene00000366. History: N.A.
Y73B6BL.16,Y73B6BL.16,237.6643,104.24192848026,Y73B6BL.16,,Sequence name for Suppressed gene WBGene00022239. Molecular name for Suppressed gene WBGene00022239. Public name for Suppressed gene WBGene00022239. History of WBGene00022239: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
tag-59,K08B12.5,237.6348,104.228989486519,tag-59,WBGene00006437,Other name for WBGene00006437(mrck-1). History: Renamed on 2008-07-18
mif-2,C52E4.2,237.5,104.169864864272,mif-2,WBGene00003235,Public name for WBGene00003235. History: N.A.
cdk-1,T05G5.3,237.5,104.169864864272,cdk-1,WBGene00000405,Public name for WBGene00000405. History: N.A.
F56C9.10,F56C9.10,237.3429,104.100959239977,F56C9.10,WBGene00018953,Public name for WBGene00018953. History: N.A.
F35F11.1,F35F11.1,237.2833,104.07481808652,F35F11.1,WBGene00018064,Sequence name for WBGene00018064(cdc-73). History: N.A.
zyg-9,F22B5.7,237.0,103.950559885611,zyg-9,WBGene00006994,Public name for WBGene00006994. History: N.A.
Y69A2AR.16,Y69A2AR.16,237.0,103.950559885611,Y69A2AR.16,WBGene00022087,Public name for WBGene00022087. History: N.A.
H24G06.1,H24G06.1,236.5,103.731254906949,H24G06.1,WBGene00019237,Sequence name for WBGene00019237(wdr-62). History: N.A.
unc-32,ZK637.8,236.3333,103.658138627063,unc-32,WBGene00006768,Public name for WBGene00006768. History: N.A.
csr-1,F20D12.1,236.0,103.511949928287,csr-1,WBGene00017641,Public name for WBGene00017641. History: N.A.. Other name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
ran-2,C29E4.3,236.0,103.511949928287,ran-2,WBGene00004303,Public name for WBGene00004303. History: Renamed on 2015-07-06
mes-3,F54C1.3,235.5,103.292644949626,mes-3,WBGene00003221,Public name for WBGene00003221. History: N.A.
Y39A1A.1,Y39A1A.1,235.3333,103.21952866974,Y39A1A.1,WBGene00012641,Sequence name for WBGene00012641(epg-6). History: N.A.
imb-1,F28B3.8,235.1253,103.128297798617,imb-1,WBGene00002075,Public name for WBGene00002075. History: Renamed on 2015-03-05
unc-37,W02D3.9,234.5,102.854034992302,unc-37,WBGene00006773,Public name for WBGene00006773. History: N.A.
T07F10.6,T07F10.6,234.0,102.634730013641,T07F10.6,WBGene00011592,Sequence name for WBGene00011592(nspg-1). History: N.A.
T09A12.2,T09A12.2,234.0,102.634730013641,T09A12.2,WBGene00020373,Sequence name for WBGene00020373(gpx-6). History: N.A.
paa-1,F48E8.5,233.6667,102.488541314865,paa-1,WBGene00003901,Public name for WBGene00003901. History: N.A.
C37A5.1,C37A5.1,233.5,102.415425034979,C37A5.1,WBGene00007988,Sequence name for WBGene00007988(best-8). History: N.A.
pan-1,M88.6,233.2262,102.295333628664,pan-1,WBGene00003915,Public name for WBGene00003915. History: N.A.
pam-1,F49E8.3,232.5,101.976815077656,pam-1,WBGene00003914,Public name for WBGene00003914. History: Renamed on 2006-10-19
Y53G8AR.6,Y53G8AR.6,231.4,101.4943441246,Y53G8AR.6,WBGene00021813,Public name for WBGene00021813. History: N.A.
sdz-14,F14B6.1,231.3333,101.465088840447,sdz-14,WBGene00008782,Public name for WBGene00008782. History: N.A.
Y23H5B.5,Y23H5B.5,231.0537,101.342453496379,Y23H5B.5,WBGene00021276,Public name for WBGene00021276. History: N.A.
