# Note: In the following rows commas have been replaced with semicolons to work better with r
# CSR-1 targets (Claycomb et al.; 2009)
chr,start,end,name,score,strand,Input,Suggested Match,History
chrII,6741646.0,6742779,F41G3.14,1237,+,F41G3.14,WBGene00018305,Sequence name for WBGene00018305(exos-8). History: N.A.
chrII,2053930.0,2059075,F07E5.5,1238,-,F07E5.5,WBGene00017210,Public name for WBGene00017210. History: N.A.
chrII,5427431.0,5429557,F07F6.4,1239,-,F07F6.4,WBGene00017217,Public name for WBGene00017217. History: N.A.
chrII,5424124.0,5425718,F07F6.8,1240,-,F07F6.8,WBGene00017220,Public name for WBGene00017220. History: N.A.
chrII,8807012.0,8808528,F07H5.10,1241,-,F07H5.10,WBGene00008561,Public name for WBGene00008561. History: N.A.
chrII,2787485.0,2793950,F08D12.1,1242,+,F08D12.1,WBGene00017245,Sequence name for WBGene00017245(srpa-72). History: N.A.
chrII,5375247.0,5377103,F09E5.2,1243,+,F09E5.2,WBGene00017282,Sequence name for WBGene00017282(algn-2). History: N.A.
chrII,5373977.0,5375161,F09E5.3,1244,+,F09E5.3,WBGene00017283,Public name for WBGene00017283. History: N.A.
chrII,5352067.0,5353697,F09E5.7,1245,+,F09E5.7,WBGene00017285,Public name for WBGene00017285. History: N.A.
chrII,5350649.0,5351975,F09E5.8,1246,+,F09E5.8,WBGene00017286,Public name for WBGene00017286. History: N.A.
chrII,8144744.0,8147190,F10B5.2,1247,+,F10B5.2,WBGene00008639,Public name for WBGene00008639. History: N.A.
chrII,8141160.0,8143345,F10B5.8,1248,-,F10B5.8,WBGene00008642,Sequence name for WBGene00008642(ints-11). History: N.A.
chrII,7120546.0,7121740,F10E7.11,1249,-,F10E7.11,WBGene00017352,Public name for WBGene00017352. History: N.A.
chrII,7111935.0,7112943,F10E7.5,1250,+,F10E7.5,WBGene00017347,Public name for WBGene00017347. History: N.A.
chrII,4713640.0,4726136,F10G7.10,1251,-,F10G7.10,WBGene00017373,Public name for WBGene00017373. History: N.A.
chrII,4703480.0,4706359,F10G7.9,1252,-,F10G7.9,WBGene00017372,Public name for WBGene00017372. History: N.A.
chrII,4857916.0,4859177,F11G11.5,1253,+,F11G11.5,WBGene00017385,Public name for WBGene00017385. History: N.A.
chrII,5498833.0,5501392,F12A10.8,1254,-,F12A10.8,WBGene00017397,Public name for WBGene00017397. History: N.A.
chrII,11726753.0,11728449,F13D12.5,1255,+,F13D12.5,WBGene00008740,Public name for WBGene00008740. History: N.A.
chrII,6270340.0,6273974,F13H8.2,1256,+,F13H8.2,WBGene00017435,Public name for WBGene00017435. History: N.A.
chrII,3342336.0,3343556,F14D2.15,1257,-,F14D2.15,WBGene00023427,Public name for WBGene00023427. History: N.A.
chrII,3359141.0,3361417,F14D2.2,1258,+,F14D2.2,WBGene00017451,Sequence name for WBGene00017451(lido-14). History: N.A.
chrII,8423899.0,8429012,F14E5.2,1259,-,F14E5.2,WBGene00008800,Public name for WBGene00008800. History: N.A.
chrII,13216019.0,13216695,F15D4.2,1260,+,F15D4.2,WBGene00008859,Public name for WBGene00008859. History: N.A.
chrII,7662652.0,7663706,F18A1.7,1261,-,F18A1.7,WBGene00017548,Public name for WBGene00017548. History: N.A.
chrII,8467119.0,8467965,F22B5.10,1262,+,F22B5.10,WBGene00009045,Public name for WBGene00009045. History: N.A.
chrII,2678063.0,2679391,F22E5.17,1263,+,F22E5.17,WBGene00017712,Public name for WBGene00017712. History: N.A.
chrII,29611.0,31584,F23F1.5,1264,-,F23F1.5,WBGene00017746,Public name for WBGene00017746. History: N.A.
chrII,9895485.0,9897280,F26C11.1,1265,+,F26C11.1,WBGene00009146,"Public name for WBGene00009146. History: Split into C08H9.16(WBGene00086566). History of WBGene00009146: Split into ""WBGene00086566"" on 2008-07-18"
chrII,4790310.0,4795663,F26G1.1,1266,+,F26G1.1,WBGene00017837,"Public name for WBGene00017837. History: Split into F26G1.15(WBGene00270318). History of WBGene00017837: Split into ""WBGene00270318"" on 2016-08-31"
chrII,14408674.0,14410733,F26H11.4,1267,+,F26H11.4,WBGene00009182,"Public name for WBGene00009182. History: Split into dsb-2(WBGene00194892). History of WBGene00009182: Split into ""WBGene00194892"" on 2009-12-08"
chrII,8606797.0,8607691,F28C6.8,1268,+,F28C6.8,WBGene00009207,Public name for WBGene00009207. History: N.A.
chrII,2751764.0,2752618,F29A7.6,1269,-,F29A7.6,WBGene00017916,Public name for WBGene00017916. History: N.A.
chrII,13157264.0,13160358,F32A11.1,1270,+,F32A11.1,WBGene00009307,Public name for WBGene00009307. History: N.A.
chrII,11045733.0,11048974,F33A8.4,1271,-,F33A8.4,WBGene00009352,Public name for WBGene00009352. History: N.A.
chrII,5029933.0,5031706,F33G12.2,1272,-,F33G12.2,WBGene00018014,Sequence name for WBGene00018014(wdr-83). History: N.A.
chrII,5031809.0,5034036,F33G12.3,1273,-,F33G12.3,WBGene00018015,Public name for WBGene00018015. History: N.A.
chrII,5036548.0,5040091,F33G12.5,1274,-,F33G12.5,WBGene00018017,Sequence name for WBGene00018017(golg-2). History: N.A.
chrII,10172862.0,10174287,F33H1.3,1275,+,F33H1.3,WBGene00009364,Sequence name for WBGene00009364(wbp-11). History: N.A.
chrII,10174588.0,10180128,F33H1.4,1276,+,F33H1.4,WBGene00009365,Public name for WBGene00009365. History: N.A.
chrII,8252084.0,8255272,F35C11.5,1277,+,F35C11.5,WBGene00009404,Public name for WBGene00009404. History: N.A.
chrII,4603402.0,4604160,F35D11.4,1278,+,F35D11.4,WBGene00018045,Public name for WBGene00018045. History: N.A.
chrII,4590565.0,4602632,F35D11.5,1279,-,F35D11.5,WBGene00018046,Sequence name for WBGene00018046(coa-3). History: N.A.
chrII,9039758.0,9041349,F37B12.3,1280,-,F37B12.3,WBGene00009505,Public name for WBGene00009505. History: N.A.
chrII,11127586.0,11129212,F40F8.1,1281,+,F40F8.1,WBGene00009575,Public name for WBGene00009575. History: N.A.
chrII,11130639.0,11132590,F40F8.11,1282,-,F40F8.11,WBGene00044916,Public name for WBGene00044916. History: N.A.
chrII,4740405.0,4741612,F41C3.4,1283,+,F41C3.4,WBGene00018270,Sequence name for WBGene00018270(eas-1). History: N.A.
chrII,6742871.0,6744225,F41G3.6,1284,+,F41G3.6,WBGene00018302,Public name for WBGene00018302. History: N.A.
chrII,9352938.0,9354270,F42A8.3,1285,+,F42A8.3,WBGene00009627,Sequence name for WBGene00009627(cup-15). History: N.A.
chrII,11782923.0,11784023,F43G6.3,1286,+,F43G6.3,WBGene00009656,Public name for WBGene00009656. History: N.A.
chrII,8994573.0,8996209,F44G4.1,1287,+,F44G4.1,WBGene00009711,Public name for WBGene00009711. History: N.A.
chrII,8808577.0,8810673,F46C5.9,1288,-,F46C5.9,WBGene00009784,Public name for WBGene00009784. History: N.A.
chrII,213163.0,216623,F48A11.4,1289,-,F48A11.4,WBGene00018585,Public name for WBGene00018585. History: N.A.
chrII,10041074.0,10042456,F52H3.4,1290,+,F52H3.4,WBGene00009946,Sequence name for WBGene00009946(ogr-2). History: N.A.
chrII,2243655.0,2254374,F54A3.2,1291,+,F54A3.2,WBGene00018781,Public name for WBGene00018781. History: N.A.
chrII,2225823.0,2232475,F54A3.6,1292,-,F54A3.6,WBGene00018785,Public name for WBGene00018785. History: N.A.
chrII,10251205.0,10268115,F54B3.1,1293,+,F54B3.1,WBGene00010013,Public name for WBGene00010013. History: N.A.
chrII,8577997.0,8581463,F54C9.9,1294,+,F54C9.9,WBGene00010044,Public name for WBGene00010044. History: N.A.
chrII,3807097.0,3808225,F54D10.5,1295,-,F54D10.5,WBGene00018806,Public name for WBGene00018806. History: N.A.
chrII,11540707.0,11542491,F54D5.11,1296,-,F54D5.11,WBGene00010054,Sequence name for WBGene00010054(gtf-2E2). History: N.A.
chrII,11538838.0,11552016,F54D5.12,1297,-,F54D5.12,WBGene00010055,Sequence name for WBGene00010055(dhgd-1). History: N.A.
chrII,11573145.0,11574931,F54D5.2,1298,+,F54D5.2,WBGene00010048,Public name for WBGene00010048. History: N.A.
chrII,11564378.0,11566954,F54D5.5,1299,-,F54D5.5,WBGene00010051,Public name for WBGene00010051. History: N.A.
chrII,11547433.0,11549612,F54D5.7,1300,+,F54D5.7,WBGene00010052,Public name for WBGene00010052. History: N.A.
chrII,11542577.0,11544767,F54D5.9,1301,-,F54D5.9,WBGene00010053,Public name for WBGene00010053. History: N.A.
chrII,5867249.0,5873592,F55C12.5,1302,-,F55C12.5,WBGene00018872,Public name for WBGene00018872. History: N.A.
chrII,5478560.0,5480475,F56D1.1,1303,+,F56D1.1,WBGene00018959,Public name for WBGene00018959. History: N.A.
chrII,5474355.0,5478505,F56D1.2,1304,+,F56D1.2,WBGene00018960,Sequence name for WBGene00018960(ilcr-2). History: N.A.
chrII,6383610.0,6384659,F58F12.1,1305,+,F58F12.1,WBGene00019061,Public name for WBGene00019061. History: Renamed on 2005-03-17
chrII,4999517.0,5003802,F59A6.5,1306,+,F59A6.5,WBGene00019087,Public name for WBGene00019087. History: N.A.
chrII,5654494.0,5657353,F59E12.1,1307,+,F59E12.1,WBGene00019118,Public name for WBGene00019118. History: N.A.
chrII,5640042.0,5647024,F59E12.9,1308,-,F59E12.9,WBGene00019124,Public name for WBGene00019124. History: N.A.
chrII,5906534.0,5907590,F59G1.8,1309,+,F59G1.8,WBGene00019129,Public name for WBGene00019129. History: N.A.
chrII,2504882.0,2514851,F59H5.1,1310,+,F59H5.1,WBGene00019130,Sequence name for WBGene00019130(gbas-1). History: N.A.
chrII,7101221.0,7104959,F10E7.8,1311,-,F10E7.8,WBGene00017349,Sequence name for WBGene00017349(farl-11). History: N.A.
chrII,8464794.0,8467028,F22B5.9,1312,+,F22B5.9,WBGene00001498,Sequence name for WBGene00001498(fars-3). History: Renamed on 2010-01-29
chrII,6078238.0,6080785,H12I13.4,1313,-,H12I13.4,WBGene00001401,Sequence name for WBGene00001401(fbf-1). History: N.A.
chrII,6088638.0,6091452,F21H12.5,1314,-,F21H12.5,WBGene00001402,Sequence name for WBGene00001402(fbf-2). History: N.A.
chrII,946492.0,948188,C32B5.10,1315,-,C32B5.10,WBGene00016303,Sequence name for WBGene00016303(fbxc-32). History: N.A.
chrII,3246318.0,3248122,C17F4.5,1316,-,C17F4.5,WBGene00015912,Sequence name for WBGene00015912(fbxc-50). History: N.A.
chrII,1310541.0,1320445,F56D12.6,1317,+,F56D12.6,WBGene00018974,Sequence name for WBGene00018974(fcho-1). History: N.A.
chrII,9943966.0,9947062,R53.1,1318,+,R53.1,WBGene00011271,Sequence name for WBGene00011271(flad-1). History: N.A.
chrII,6928718.0,6947842,F22D3.2,1319,+,F22D3.2,WBGene00017699,Sequence name for WBGene00017699(flcn-1). History: N.A.
chrII,5917396.0,5918296,F59G1.7,1320,+,F59G1.7,WBGene00001486,Sequence name for WBGene00001486(frh-1). History: N.A.
chrII,7152524.0,7155433,C27H5.3,1321,+,C27H5.3,WBGene00016173,Sequence name for WBGene00016173(fust-1). History: N.A.
chrII,5657691.0,5659836,F59E12.13,1322,-,F59E12.13,WBGene00006402,Sequence name for WBGene00006402(fut-3). History: N.A.
chrII,5833306.0,5836182,ZK1248.14,1323,-,ZK1248.14,WBGene00001509,Sequence name for WBGene00001509(fzo-1). History: N.A.
chrII,9640935.0,9644407,ZK1307.6,1324,-,ZK1307.6,WBGene00001510,Sequence name for WBGene00001510(fzr-1). History: N.A.
chrII,5501615.0,5503889,ZK177.6,1325,+,ZK177.6,WBGene00001511,Sequence name for WBGene00001511(fzy-1). History: Renamed on 2017-02-17
chrII,13083948.0,13091430,Y81G3A.3,1326,+,Y81G3A.3,WBGene00013591,Sequence name for WBGene00013591(gcn-2). History: N.A.
chrII,9035499.0,9038243,F37B12.2,1327,-,F37B12.2,WBGene00001527,Sequence name for WBGene00001527(gcs-1). History: N.A.
chrII,8273418.0,8275971,K01C8.5,1328,-,K01C8.5,WBGene00001571,Sequence name for WBGene00001571(gei-14). History: N.A.
chrII,11592325.0,11596524,F07A11.2,1329,-,F07A11.2,WBGene00008546,Sequence name for WBGene00008546(gfat-1). History: N.A.
chrII,13117410.0,13122015,F29C12.4,1330,+,F29C12.4,WBGene00009246,Sequence name for WBGene00009246(gfm-1). History: N.A.
chrII,7132600.0,7137471,T07F8.3,1331,+,T07F8.3,WBGene00001597,Sequence name for WBGene00001597(gld-3). History: N.A.
chrII,10864131.0,10868748,M106.4,1332,-,M106.4,WBGene00010912,Sequence name for WBGene00010912(gmps-1). History: N.A.
chrII,11742751.0,11748548,F13D12.7,1333,-,F13D12.7,WBGene00001679,"Sequence name for WBGene00001679(gpb-1). History: Split into F44E5.17(WBGene00303054). History of WBGene00001679: Split into ""WBGene00303054"" on 2018-03-02"
chrII,8067945.0,8073309,T05H10.7,1334,-,T05H10.7,WBGene00011511,Sequence name for WBGene00011511(gpcp-2). History: N.A.
chrII,10394053.0,10395288,T09F3.3,1335,+,T09F3.3,WBGene00001683,Sequence name for WBGene00001683(gpd-1). History: N.A.
chrII,10171211.0,10172346,F33H1.2,1336,+,F33H1.2,WBGene00001686,Sequence name for WBGene00001686(gpd-4). History: N.A.
chrII,14867556.0,14869840,R05H10.5,1337,+,R05H10.5,WBGene00011045,Sequence name for WBGene00011045(gpx-2). History: N.A.
chrII,9414499.0,9416375,M176.2,1338,-,M176.2,WBGene00010941,Sequence name for WBGene00010941(gss-1). History: N.A.
chrII,12866378.0,12878035,Y46G5A.31,1339,-,Y46G5A.31,WBGene00001793,Sequence name for WBGene00001793(gsy-1). History: N.A.
chrII,4329025.0,4334488,H20J04.4,1340,+,H20J04.4,WBGene00019219,Public name for WBGene00019219. History: N.A.
chrII,4323262.0,4324190,H20J04.6,1341,+,H20J04.6,WBGene00019221,Public name for WBGene00019221. History: N.A.
chrII,4351188.0,4353163,H20J04.9,1342,+,H20J04.9,WBGene00044310,Public name for WBGene00044310. History: N.A.
chrII,7353534.0,7356383,F43E2.4,1343,-,F43E2.4,WBGene00001812,Sequence name for WBGene00001812(haf-2). History: N.A.
chrII,13882641.0,13887873,Y51H1A.5,1344,+,Y51H1A.5,WBGene00001838,Sequence name for WBGene00001838(hda-10). History: N.A.
chrII,8020727.0,8022510,C08B11.2,1345,-,C08B11.2,WBGene00001835,Sequence name for WBGene00001835(hda-2). History: N.A.
chrII,13882631.0,13887964,F41H10.6,1346,+,F41H10.6,WBGene00018319,Sequence name for WBGene00018319(hda-6). History: Renamed on 2012-04-12
chrII,8327670.0,8328827,C26D10.2,1347,-,C26D10.2,WBGene00001840,Sequence name for WBGene00001840(hel-1). History: N.A.
chrII,8669082.0,8677194,D2085.5,1348,-,D2085.5,WBGene00008430,Sequence name for WBGene00008430(hgap-2). History: N.A.
chrII,7064984.0,7069924,ZK1127.11,1349,-,ZK1127.11,WBGene00001872,Sequence name for WBGene00001872(him-14). History: N.A.
chrII,14250617.0,14251373,Y48B6A.14,1350,+,Y48B6A.14,WBGene00001971,Sequence name for WBGene00001971(hmg-1.1). History: N.A.
chrII,11916447.0,11918256,Y17G7A.1,1351,+,Y17G7A.1,WBGene00001977,Sequence name for WBGene00001977(hmg-12). History: N.A.
chrII,13153390.0,13156977,F32A11.2,1352,-,F32A11.2,WBGene00001998,Sequence name for WBGene00001998(hpr-17). History: N.A.
chrII,7350075.0,7352593,F43E2.8,1353,-,F43E2.8,WBGene00002008,Sequence name for WBGene00002008(hsp-4). History: N.A.
chrII,6586148.0,6588647,C56C10.8,1354,-,C56C10.8,WBGene00002045,Sequence name for WBGene00002045(icd-1). History: N.A.
chrII,8217180.0,8222346,M110.4,1355,+,M110.4,WBGene00002066,Sequence name for WBGene00002066(ifg-1). History: N.A.
chrII,5054068.0,5055327,C27A2.3,1356,-,C27A2.3,WBGene00002068,Sequence name for WBGene00002068(ify-1). History: N.A.
chrII,14365628.0,14373783,R06A4.4,1357,+,R06A4.4,WBGene00002076,Sequence name for WBGene00002076(imb-2). History: N.A.
chrII,13875961.0,13882515,Y51H1A.4,1358,+,Y51H1A.4,WBGene00013095,Sequence name for WBGene00013095(ing-3). History: N.A.
chrII,11698252.0,11700243,VF13D12L.1,1359,-,VF13D12L.1,WBGene00012148,Sequence name for WBGene00012148(inos-1). History: N.A.
chrII,4590949.0,4598999,M03A1.6,1360,-,M03A1.6,WBGene00019747,Sequence name for WBGene00019747(ipla-1). History: N.A.
chrII,8112202.0,8124788,C41C4.4,1361,-,C41C4.4,WBGene00002147,Sequence name for WBGene00002147(ire-1). History: N.A.
chrII,14234897.0,14243515,Y48B6A.11,1362,-,Y48B6A.11,WBGene00012982,Sequence name for WBGene00012982(jmjd-2). History: N.A.
chrII,8080736.0,8087134,K02C4.3,1363,-,K02C4.3,WBGene00010502,Public name for WBGene00010502. History: N.A.
chrII,2525223.0,2529249,K02F6.7,1364,-,K02F6.7,WBGene00019341,Public name for WBGene00019341. History: N.A.
chrII,641011.0,650374,K07E8.7,1365,-,K07E8.7,WBGene00019498,Public name for WBGene00019498. History: N.A.
chrII,14127605.0,14132760,K09E4.2,1366,-,K09E4.2,WBGene00010720,Sequence name for WBGene00010720(algn-3). History: N.A.
chrII,14123868.0,14126868,K09E4.3,1367,-,K09E4.3,WBGene00010721,Public name for WBGene00010721. History: N.A.
chrII,6360250.0,6360927,K10B2.4,1368,-,K10B2.4,WBGene00019607,Public name for WBGene00019607. History: N.A.
chrII,11860974.0,11863453,K12D12.5,1369,+,K12D12.5,WBGene00010787,Public name for WBGene00010787. History: N.A.
chrII,7070143.0,7072375,T02G5.9,1370,-,T02G5.9,WBGene00002238,Sequence name for WBGene00002238(kars-1). History: Renamed on 2010-01-29
chrII,7073753.0,7075509,T02G5.8,1371,+,T02G5.8,WBGene00002183,Sequence name for WBGene00002183(kat-1). History: N.A.
chrII,14389158.0,14390002,F26H11.1,1372,-,F26H11.1,WBGene00009179,Sequence name for WBGene00009179(kbp-3). History: N.A.
chrII,8896817.0,8904550,B0457.1,1373,+,B0457.1,WBGene00002251,Sequence name for WBGene00002251(lat-1). History: N.A.
chrII,14063374.0,14066095,W01G7.5,1374,+,W01G7.5,WBGene00002275,Sequence name for WBGene00002275(lem-2). History: N.A.
chrII,8770919.0,8781966,K08F8.6,1375,+,K08F8.6,WBGene00002295,Sequence name for WBGene00002295(let-19). History: N.A.
chrII,11022309.0,11027861,F33A8.1,1376,+,F33A8.1,WBGene00002957,Sequence name for WBGene00002957(let-858). History: N.A.
chrII,6346924.0,6347689,C32D5.9,1377,-,C32D5.9,WBGene00002980,Sequence name for WBGene00002980(lgg-1). History: Renamed on 2008-02-29
chrII,6371272.0,6374502,K10B2.1,1378,+,K10B2.1,WBGene00003009,Sequence name for WBGene00003009(lin-23). History: N.A.
chrII,7682419.0,7686214,F18A1.2,1379,+,F18A1.2,WBGene00003012,Sequence name for WBGene00003012(lin-26). History: N.A.
chrII,13575386.0,13584662,Y48E1B.7,1380,+,Y48E1B.7,WBGene00013006,Sequence name for WBGene00013006(lin-38). History: N.A.
chrII,7860540.0,7863511,T09A5.10,1381,+,T09A5.10,WBGene00002994,Sequence name for WBGene00002994(lin-5). History: N.A.
chrII,7671959.0,7682309,F18A1.3,1382,+,F18A1.3,WBGene00003044,Sequence name for WBGene00003044(lir-1). History: Renamed on 2017-04-20; Renamed on 2017-05-11
chrII,7667942.0,7671855,F18A1.4,1383,+,F18A1.4,WBGene00003045,Sequence name for WBGene00003045(lir-2). History: N.A.
chrII,5034133.0,5036431,F33G12.4,1384,-,F33G12.4,WBGene00018016,Sequence name for WBGene00018016(lrr-1). History: N.A.
chrII,11126873.0,11127472,F40F8.9,1385,+,F40F8.9,WBGene00003076,Sequence name for WBGene00003076(lsm-1). History: N.A.
chrII,7012752.0,7022467,C52E12.4,1386,-,C52E12.4,WBGene00016889,Sequence name for WBGene00016889(lst-6). History: N.A.
chrII,8468053.0,8470109,M05D6.2,1387,+,M05D6.2,WBGene00010875,Public name for WBGene00010875. History: N.A.
chrII,8482320.0,8483487,M05D6.6,1388,-,M05D6.6,WBGene00010879,Sequence name for WBGene00010879(taap-1). History: N.A.
chrII,10857412.0,10860849,M106.3,1389,-,M106.3,WBGene00010911,"Public name for WBGene00010911. History: Split into M106.7(WBGene00044924). History of WBGene00010911: Split into ""WBGene00044924"" on 2006-08-04"
chrII,8214524.0,8216501,M110.3,1390,-,M110.3,WBGene00010913,Public name for WBGene00010913. History: N.A.
chrII,10657961.0,10658788,M28.5,1391,-,M28.5,WBGene00010896,Sequence name for WBGene00010896(snu-13). History: Renamed on 2005-03-17
chrII,13311145.0,13320841,Y48C3A.7,1392,-,Y48C3A.7,WBGene00003119,Sequence name for WBGene00003119(mac-1). History: N.A.
chrII,4335710.0,4338428,H20J04.3,1393,+,H20J04.3,WBGene00019218,Sequence name for WBGene00019218(madf-3). History: N.A.
chrII,11112660.0,11120742,W10C6.1,1394,+,W10C6.1,WBGene00003133,Sequence name for WBGene00003133(apc-1). History: Renamed on 2022-01-03
chrII,13014261.0,13025768,Y38F1A.10,1395,-,Y38F1A.10,WBGene00003144,"Sequence name for WBGene00003144(max-2). History: Renamed on 2006-12-04. Public name for Dead gene WBGene00012611. History of WBGene00012611: Merged into ""WBGene00003144"" on 2006-12-04"
chrII,13888584.0,13898503,Y51H1A.6,1396,+,Y51H1A.6,WBGene00013096,Sequence name for WBGene00013096(mcd-1). History: N.A.
chrII,12001445.0,12006561,Y17G7B.5,1397,-,Y17G7B.5,WBGene00003154,Sequence name for WBGene00003154(mcm-2). History: N.A.
chrII,7096306.0,7098551,T02G5.12,1398,-,T02G5.12,WBGene00020168,Sequence name for WBGene00020168(mct-5). History: N.A.
chrII,7853825.0,7855069,T09A5.6,1399,-,T09A5.6,WBGene00007014,Sequence name for WBGene00007014(mdt-10). History: N.A.
chrII,5661148.0,5665225,C25H3.6,1400,+,C25H3.6,WBGene00016115,Sequence name for WBGene00016115(mdt-26). History: N.A.
chrII,4942099.0,5031670,ZK546.13,1401,-,ZK546.13,WBGene00007012,Sequence name for WBGene00007012(mdt-4). History: N.A.
chrII,11527111.0,11533750,Y62F5A.1,1402,-,Y62F5A.1,WBGene00007013,Sequence name for WBGene00007013(mdt-8). History: N.A.
chrII,10236875.0,10239637,T01E8.4,1403,-,T01E8.4,WBGene00003177,"Sequence name for WBGene00003177(mec-15). History: N.A.. Public name for Dead gene WBGene00011332. History of WBGene00011332: Merged into ""WBGene00003177"" on 2010-02-12"
chrII,9358471.0,9369040,C06C3.1,1404,+,C06C3.1,WBGene00003196,Sequence name for WBGene00003196(mel-11). History: N.A.
chrII,14226301.0,14234045,Y48B6A.12,1405,-,Y48B6A.12,WBGene00012983,Sequence name for WBGene00012983(men-1). History: N.A.
chrII,14383899.0,14388414,R06A4.7,1406,+,R06A4.7,WBGene00003220,Sequence name for WBGene00003220(mes-2). History: N.A.
chrII,10926500.0,10931017,R03D7.1,1407,+,R03D7.1,WBGene00010988,Sequence name for WBGene00010988(metr-1). History: N.A.
chrII,11968573.0,11972283,W03C9.7,1408,+,W03C9.7,WBGene00003228,Sequence name for WBGene00003228(mex-1). History: N.A.
chrII,9524112.0,9526307,AH6.5,1409,+,AH6.5,WBGene00003231,Sequence name for WBGene00003231(mex-6). History: N.A.
chrII,11469945.0,11471971,W02B12.9,1410,-,W02B12.9,WBGene00012204,Sequence name for WBGene00012204(mfn-1). History: N.A.
chrII,8182268.0,8184971,T05C12.6,1411,-,T05C12.6,WBGene00003241,Sequence name for WBGene00003241(mig-5). History: N.A.
chrII,286624.0,288698,B0432.4,1412,+,B0432.4,WBGene00015186,Sequence name for WBGene00015186(misc-1). History: Renamed on 2016-04-27
chrII,10824235.0,10841763,M106.1,1413,+,M106.1,WBGene00003367,Sequence name for WBGene00003367(mix-1). History: N.A.
chrII,7099541.0,7101123,T02G5.13,1414,-,T02G5.13,WBGene00020169,Sequence name for WBGene00020169(mmaa-1). History: N.A.
chrII,2473517.0,2479095,F53G2.7,1415,-,F53G2.7,WBGene00018769,"Sequence name for WBGene00018769(mnat-1). History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
chrII,10542358.0,10548850,R166.5,1416,-,R166.5,WBGene00011304,Sequence name for WBGene00011304(mnk-1). History: N.A.
chrII,4324361.0,4326156,H20J04.8,1417,+,H20J04.8,WBGene00003390,"Sequence name for WBGene00003390(mog-2). History: Renamed on 2011-05-05. Other name for Dead gene WBGene00019223. Other name for Dead gene WBGene00044076. History of WBGene00019223: Merged into ""WBGene00044076"" on 2005-06-13. History of Dead gene WBGene00044076: Renamed on 2005-06-13; Merged into ""WBGene00003390"" on 2011-05-05. History of WBGene00044076: Renamed on 2005-06-13; Merged into ""WBGene00003390"" on 2011-05-05"
chrII,14552429.0,14561521,C04H5.6,1418,-,C04H5.6,WBGene00003392,Sequence name for WBGene00003392(mog-4). History: N.A.
chrII,5399521.0,5405988,EEED8.5,1419,+,EEED8.5,WBGene00003393,Sequence name for WBGene00003393(mog-5). History: N.A.
chrII,9701352.0,9703673,Y53C12A.4,1420,-,Y53C12A.4,WBGene00013140,Sequence name for WBGene00013140(mop-25.2). History: Renamed on 2007-03-09
chrII,8277570.0,8278467,K01C8.6,1421,-,K01C8.6,WBGene00010458,Sequence name for WBGene00010458(mrpl-10). History: N.A.
chrII,7308662.0,7310072,F45E12.5,1422,-,F45E12.5,WBGene00018475,Sequence name for WBGene00018475(mrpl-14). History: N.A.
chrII,13338208.0,13339917,Y48C3A.10,1423,+,Y48C3A.10,WBGene00012992,Sequence name for WBGene00012992(mrpl-20). History: N.A.
chrII,154875.0,156043,T25D3.2,1424,-,T25D3.2,WBGene00020796,Sequence name for WBGene00020796(mrpl-28). History: N.A.
chrII,13568011.0,13574993,Y48E1B.5,1425,-,Y48E1B.5,WBGene00013004,Sequence name for WBGene00013004(mrpl-37). History: N.A.
chrII,288936.0,290399,B0432.3,1426,+,B0432.3,WBGene00015185,Sequence name for WBGene00015185(mrpl-41). History: N.A.
chrII,8929776.0,8930875,T21B10.1,1427,+,T21B10.1,WBGene00011883,Sequence name for WBGene00011883(mrpl-50). History: N.A.
chrII,9597553.0,9598143,E02H1.8,1428,+,E02H1.8,WBGene00008459,Sequence name for WBGene00008459(mrpl-53). History: N.A.
chrII,10240250.0,10242432,T01E8.6,1429,-,T01E8.6,WBGene00011334,Sequence name for WBGene00011334(mrps-14). History: N.A.
chrII,5474348.0,5476347,F56D1.3,1430,+,F56D1.3,WBGene00018961,Sequence name for WBGene00018961(mrps-16). History: N.A.
chrII,8525633.0,8526755,T13H5.5,1431,+,T13H5.5,WBGene00011759,Sequence name for WBGene00011759(mrps-18B). History: N.A.
chrII,10582556.0,10584177,C14A4.14,1432,+,C14A4.14,WBGene00007564,Sequence name for WBGene00007564(mrps-22). History: N.A.
chrII,7372552.0,7374131,F43E2.7,1433,-,F43E2.7,WBGene00018395,Sequence name for WBGene00018395(mtch-1). History: N.A.
chrII,10030698.0,10033156,F52H3.2,1434,-,F52H3.2,WBGene00009944,Sequence name for WBGene00009944(mtcu-2). History: N.A.
chrII,7773827.0,7777775,C06A8.1,1435,-,C06A8.1,WBGene00015512,Sequence name for WBGene00015512(mthf-1). History: N.A.
chrII,9285914.0,9286865,C01G6.6,1436,+,C01G6.6,WBGene00006510,Sequence name for WBGene00006510(mtrr-1). History: Renamed on 2011-04-20
chrII,11106557.0,11108365,C09H10.6,1437,+,C09H10.6,WBGene00007500,Sequence name for WBGene00007500(nasp-1). History: N.A.
chrII,7538145.0,7542957,ZK1290.4,1438,+,ZK1290.4,WBGene00003592,Sequence name for WBGene00003592(nfi-1). History: N.A.
chrII,461664.0,467365,W10D9.4,1439,-,W10D9.4,WBGene00021132,Sequence name for WBGene00021132(nfyb-1). History: N.A.
