gene,1: adareri,2: adareri,3: wt,4: wt,ave wt,ave adareri,adareri/wt,fold change,pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00010851,304.4010415,279.4831318,13.58895446,13.376128,13.48254123,291.9420867,21.65334277,21.65334277,9.76e-07,0,M04C3.2,WBGene00010851,WBGene00010851,History: N.A.
WBGene00165653,16.38269494,35.91751092,332.4067321,954.7211362,643.5639341,26.15010293,0.040633264,0.040633264,1.01e-06,21ur-10687,F15D4.9,WBGene00165653,WBGene00165653,History: N.A.
WBGene00012455,0.52847403,0,27.17790891,207.329984,117.2539465,0.264237015,0.002253545,0.002253545,1.1e-06,0,Y17D7C.1,WBGene00012455,WBGene00012455,"History: Split into Y17D7C.6(WBGene00194680). History of WBGene00012455: Split into ""WBGene00194680"" on 2009-06-15"
WBGene00219954,29.59454571,53.87626638,878.0555186,616.9739041,747.5147114,41.73540604,0.05583222,0.05583222,1.12e-06,0,F47E1.19,WBGene00219954,WBGene00219954,History: N.A.
WBGene00195020,226.186885,310.9109539,4530.348355,3486.153361,4008.250858,268.5489195,0.06699903,0.06699903,1.2e-06,0,Y59H11AR.9,WBGene00195020,WBGene00195020,History: N.A.
WBGene00044291,102.5239619,145.9148881,3.135912567,1.672016,2.403964283,124.219425,51.6727415,51.6727415,1.2e-06,0,C25F9.10,WBGene00044291,WBGene00044291,History: N.A.
WBGene00018252,4.756266274,12.34664438,90.94146443,772.4713922,431.7064283,8.551455326,0.019808497,0.019808497,1.3e-06,0,F40H3.6,WBGene00018252,WBGene00018252,History: N.A.
WBGene00008812,2.642370152,5.612111081,249.8277011,78.58475202,164.2062266,4.127240617,0.025134495,0.025134495,1.37e-06,0,F14F7.5,WBGene00008812,WBGene00008812,"History: Split into F14F7.7(WBGene00206390). History of WBGene00008812: Split into ""WBGene00206390"" on 2011-01-21"
WBGene00000596,98.8246437,93.16104394,0,1.672016,0.836008,95.99284382,114.8228771,114.8228771,1.46e-06,col-7,C15A11.5,WBGene00000596,WBGene00000596,History: N.A.
WBGene00018207,4620.976922,4598.56382,75.2619016,336.0752161,205.6685588,4609.770371,22.41358814,22.41358814,1.49e-06,0,F39G3.2,WBGene00018207,WBGene00018207,History: N.A.
WBGene00007422,206.1048719,281.7279763,11.49834608,10.032096,10.76522104,243.9164241,22.65781847,22.65781847,1.61e-06,ugt-17,C08B6.1,WBGene00007422,WBGene00007422,History: N.A.
WBGene00021220,220.3736707,1750.978657,6.271825133,31.76830401,19.02006457,985.676164,51.82296623,51.82296623,1.68e-06,0,Y19D10A.5,WBGene00021220,WBGene00021220,History: N.A.
WBGene00016648,219.8451967,291.8297762,4.181216755,15.048144,9.614680379,255.8374864,26.60904745,26.60904745,2.09e-06,fbxc-2,C44C8.3,WBGene00016648,WBGene00016648,"History: Split into fbxc-10(WBGene00045300). History of WBGene00016648: Split into ""WBGene00045300"" on 2007-02-28"
WBGene00077437,1417.36735,1898.015968,19723.84474,25016.7034,22370.27407,1657.691659,0.07410243,0.07410243,2.32e-06,0,Y59H11AR.6,WBGene00077437,WBGene00077437,History: N.A.
WBGene00018280,429.6493868,200.9135767,12.54365027,16.72016,14.63190514,315.2814817,21.54753457,21.54753457,2.41e-06,0,F41C6.7,WBGene00018280,WBGene00018280,History: N.A.
WBGene00206507,1.585422091,0,47.0386885,128.745232,87.89196026,0.792711046,0.009019153,0.009019153,2.82e-06,0,Y51A2A.16,WBGene00206507,WBGene00206507,History: N.A.
WBGene00020900,105.6948061,204.2808433,2.090608378,6.688064001,4.38933619,154.9878247,35.3100829,35.3100829,3.26e-06,0,T28F2.1,WBGene00020900,WBGene00020900,History: N.A.
WBGene00169594,54.43282514,148.1597325,1295.13189,2210.405152,1752.768521,101.2962788,0.05779216,0.05779216,3.57e-06,21ur-13215,Y59H11AR.7,WBGene00169594,WBGene00169594,History: N.A.
WBGene00021374,616.2007195,881.1014397,7850.234458,12476.58339,10163.40893,748.6510796,0.073661415,0.073661415,3.58e-06,0,Y37E11B.1,WBGene00021374,WBGene00021374,History: N.A.
WBGene00007173,654.7793237,955.181306,54.35581782,56.84854401,55.60218092,804.9803149,14.47749534,14.47749534,3.63e-06,0,B0393.8,WBGene00007173,WBGene00007173,History: N.A.
WBGene00194923,29.59454571,22.44844432,250.8730053,772.4713922,511.6721987,26.02149501,0.050855792,0.050855792,3.95e-06,linc-121,Y57G11C.1134,WBGene00194923,WBGene00194923,History: N.A.
WBGene00022096,78.74263054,1040.485394,4.181216755,15.048144,9.614680379,559.6140125,58.2041202,58.2041202,4.37e-06,0,Y69A2AR.25,WBGene00022096,WBGene00022096,History: N.A.
WBGene00022594,1065.403645,613.9649522,25.08730053,70.22467202,47.65598627,839.6842988,17.61970247,17.61970247,5.12e-06,0,ZC328.5,WBGene00022594,WBGene00022594,History: N.A.
WBGene00022083,75.04331233,1208.848727,6.271825133,16.72016,11.49599257,641.9460196,55.840852,55.840852,5.41e-06,0,Y69A2AR.12,WBGene00022083,WBGene00022083,History: N.A.
WBGene00016909,1133.576795,501.7227306,63.76355552,28.42427201,46.09391376,817.649763,17.73877929,17.73877929,5.42e-06,frpr-4,C54A12.2,WBGene00016909,WBGene00016909,History: N.A.
WBGene00016646,254.1960087,270.5037541,0,11.704112,5.852056001,262.3498814,44.83037779,44.83037779,5.5e-06,fbxc-5,C44C8.1,WBGene00016646,WBGene00016646,"History: Split into fbxc-12(WBGene00045298). History of WBGene00016646: Split into ""WBGene00045298"" on 2007-02-28"
WBGene00004058,322.3691586,206.5256878,8.362433511,18.392176,13.37730476,264.4474232,19.76836351,19.76836351,5.82e-06,pmp-1,C44B7.8,WBGene00004058,WBGene00004058,History: N.A.
WBGene00021089,834.4604941,1397.415659,60.62764295,98.64894402,79.63829349,1115.938077,14.01258148,14.01258148,6.78e-06,0,W08E12.8,WBGene00021089,WBGene00021089,History: N.A.
WBGene00019803,184.4374366,159.3839547,9.4077377,6.688064001,8.047900851,171.9106957,21.36093608,21.36093608,7.34e-06,0,PDB1.1,WBGene00019803,WBGene00019803,History: N.A.
WBGene00008944,653.7223757,382.7459757,41.81216755,26.75225601,34.28221178,518.2341757,15.11670773,15.11670773,8.03e-06,0,F19B2.5,WBGene00008944,WBGene00008944,History: N.A.
WBGene00006412,9.512532548,12.34664438,74.21659741,632.0220481,353.1193228,10.92958846,0.030951545,0.030951545,8.05e-06,nlg-1,C40C9.5,WBGene00006412,WBGene00006412,History: Renamed on 2019-05-20
WBGene00014505,150.0866247,112.2422216,991.9936752,3109.949761,2050.971718,131.1644231,0.063952331,0.063952331,8.69e-06,0,T05E11.9,WBGene00014505,WBGene00014505,History: N.A.
WBGene00017741,1249.312608,1367.110259,49.12929688,130.417248,89.77327245,1308.211434,14.5723933,14.5723933,8.82e-06,0,F23C8.13,WBGene00017741,WBGene00017741,History: N.A.
WBGene00044074,429.1209127,264.891643,19.86077959,25.08024001,22.4705098,347.0062779,15.44274167,15.44274167,9.26e-06,mltn-5,W02B8.6,WBGene00044074,WBGene00044074,History: N.A.
WBGene00012200,378.3874058,147.0373103,8.362433511,16.72016,12.54129676,262.7123581,20.94778261,20.94778261,9.43e-06,mltn-4,W02B8.4,WBGene00012200,WBGene00012200,History: N.A.
WBGene00000638,95.65379951,114.487066,3.135912567,3.344032001,3.239972284,105.0704328,32.42942334,32.42942334,9.77e-06,col-62,C15A11.6,WBGene00000638,WBGene00000638,History: N.A.
WBGene00172729,7.927110457,16.83633324,277.00561,172.217648,224.611629,12.38172185,0.055125026,0.055125026,9.87e-06,21ur-15566,F47E1.7,WBGene00172729,WBGene00172729,History: N.A.
WBGene00195034,59.71756544,43.77446643,443.2089761,1105.202576,774.2057762,51.74601594,0.066837548,0.066837548,1e-05,0,F40G9.20,WBGene00195034,WBGene00195034,History: N.A.
WBGene00195255,49.67655886,76.3247107,597.913996,1088.482416,843.1982061,63.00063478,0.074716282,0.074716282,1.12e-05,0,H16D19.7,WBGene00195255,WBGene00195255,History: N.A.
WBGene00022698,849.257767,437.7446643,44.94808012,48.48846401,46.71827207,643.5012156,13.77407997,13.77407997,1.13e-05,0,ZK353.2,WBGene00022698,WBGene00022698,History: N.A.
WBGene00195024,11.09795464,21.32602211,176.6564079,396.2677921,286.4621,16.21198837,0.056593833,0.056593833,1.14e-05,0,F39E9.17,WBGene00195024,WBGene00195024,History: N.A.
WBGene00002989,1394.114492,866.5099509,96.16798538,88.61684802,92.3924167,1130.312222,12.23382029,12.23382029,1.21e-05,lim-7,C04F1.3,WBGene00002989,WBGene00002989,History: Renamed on 2015-03-03
WBGene00016833,106.7517542,286.2176651,10.45304189,6.688064001,8.570552945,196.4847096,22.92555812,22.92555812,1.23e-05,sre-51,C50E10.10,WBGene00016833,WBGene00016833,History: N.A.
WBGene00006404,186.0228587,185.1996657,4.181216755,13.376128,8.778672379,185.6112622,21.14343197,21.14343197,1.26e-05,tag-10,C31C9.1,WBGene00006404,WBGene00006404,History: N.A.
WBGene00016424,184.4374366,443.3567754,11.49834608,23.40822401,17.45328504,313.897106,17.98498708,17.98498708,1.44e-05,0,C34H4.1,WBGene00016424,WBGene00016424,History: N.A.
WBGene00008862,2353.294858,2500.756698,16608.83826,48841.25939,32725.04882,2427.025778,0.074164161,0.074164161,1.45e-05,0,F15D4.5,WBGene00008862,WBGene00008862,History: N.A.
WBGene00012818,14.79727285,15.71391103,214.2873587,234.0822401,224.1847994,15.25559194,0.068049181,0.068049181,1.51e-05,0,Y43F8B.7,WBGene00012818,WBGene00012818,History: N.A.
WBGene00012146,640.5105249,968.6503725,56.4464262,75.24072002,65.84357311,804.5804487,12.21957453,12.21957453,1.57e-05,0,VB0393L.2,WBGene00012146,WBGene00012146,History: N.A.
WBGene00194667,106.2232801,154.8942658,1241.821376,1740.568656,1491.195016,130.558773,0.087553118,0.087553118,1.72e-05,0,Y105C5A.1271,WBGene00194667,WBGene00194667,History: N.A.
WBGene00010850,557.0116281,410.8065311,30.31382148,45.14443201,37.72912674,483.9090796,12.82587543,12.82587543,1.78e-05,0,M04C3.1,WBGene00010850,WBGene00010850,History: N.A.
WBGene00017952,660.5925381,1034.873283,54.35581782,83.60080002,68.97830892,847.7329107,12.28984769,12.28984769,1.78e-05,0,F31E3.6,WBGene00017952,WBGene00017952,History: N.A.
WBGene00012639,3.170844183,12.34664438,124.3911985,220.706112,172.5486553,7.75874428,0.044965545,0.044965545,1.79e-05,fezf-1,Y38H8A.5,WBGene00012639,WBGene00012639,History: N.A.
WBGene00021570,140.0456181,325.5024427,7.317129322,16.72016,12.01864466,232.7740304,19.36774378,19.36774378,1.81e-05,srd-73,Y45G12C.7,WBGene00021570,WBGene00021570,History: N.A.
WBGene00219634,6.870162396,13.46906659,125.4365027,237.4262721,181.4313874,10.16961449,0.056052123,0.056052123,2.05e-05,linc-86,Y116A8B.99,WBGene00219634,WBGene00219634,History: N.A.
WBGene00185076,307.0434117,175.0978657,1693.392786,5017.720017,3355.556402,241.0706387,0.071842225,0.071842225,2.09e-05,0,Y7A9A.79,WBGene00185076,WBGene00185076,History: N.A.
WBGene00219451,52.84740305,70.71259962,251.9183095,2691.945761,1471.932035,61.78000133,0.041972048,0.041972048,2.56e-05,0,F52D2.12,WBGene00219451,WBGene00219451,History: N.A.
WBGene00007523,0.52847403,4.489688865,62.71825133,128.745232,95.73174168,2.509081448,0.026209504,0.026209504,2.67e-05,0,C11G6.2,WBGene00007523,WBGene00007523,History: N.A.
WBGene00195170,3.699318213,11.22422216,228.9216174,90.28886402,159.6052407,7.461770187,0.046751411,0.046751411,2.95e-05,linc-61,T10C6.18,WBGene00195170,WBGene00195170,History: N.A.
WBGene00011006,707.0982528,700.3914629,78.39781416,25.08024001,51.73902709,703.7448578,13.60181854,13.60181854,3.09e-05,ugt-47,R04B5.9,WBGene00011006,WBGene00011006,"History: Split into C08B6.14(WBGene00044044). History of WBGene00011006: Split into ""WBGene00044080"" on 2005-01-05"
WBGene00013840,69.23009799,61.73322189,0,1.672016,0.836008,65.48165994,78.32659487,78.32659487,3.43e-05,fbxa-151,ZC47.7,WBGene00013840,WBGene00013840,History: N.A.
WBGene00021768,184.4374366,133.5682437,7.317129322,11.704112,9.510620662,159.0028402,16.71845044,16.71845044,3.58e-05,0,Y51F10.7,WBGene00021768,WBGene00021768,History: N.A.
WBGene00004809,436.5195492,497.2330418,44.94808012,38.45636801,41.70222406,466.8762955,11.19547712,11.19547712,3.62e-05,skr-3,F44G3.6,WBGene00004809,WBGene00004809,History: N.A.
WBGene00004397,2.642370152,6.734533297,811.1560506,13.376128,412.2660893,4.688451725,0.011372392,0.011372392,3.85e-05,rol-6,T01B7.7,WBGene00004397,WBGene00004397,History: N.A.
WBGene00005137,151.6720467,308.6661094,8.362433511,20.064192,14.21331276,230.1690781,16.19390792,16.19390792,4.14e-05,srd-60,C13B7.3,WBGene00005137,WBGene00005137,History: N.A.
WBGene00020974,348.7928601,243.5656209,15.67956283,30.09628801,22.88792542,296.1792405,12.94041444,12.94041444,4.7e-05,0,W03B1.5,WBGene00020974,WBGene00020974,History: N.A.
WBGene00021497,6233.879663,1771.182257,159.9315409,402.9558561,281.4436985,4002.53096,14.22142681,14.22142681,4.88e-05,0,Y40C5A.4,WBGene00021497,WBGene00021497,History: N.A.
WBGene00010750,105.1663321,117.8543327,6.271825133,5.016048001,5.643936567,111.5103324,19.7575453,19.7575453,4.91e-05,0,K10D11.6,WBGene00010750,WBGene00010750,History: N.A.
WBGene00219302,0.52847403,6.734533297,97.21328956,122.057168,109.6352288,3.631503664,0.033123511,0.033123511,5.18e-05,0,Y43F8B.28,WBGene00219302,WBGene00219302,History: N.A.
WBGene00189984,162.2415274,221.1171766,1244.957289,2959.468321,2102.212805,191.679352,0.091179804,0.091179804,5.22e-05,0,K02E2.13,WBGene00189984,WBGene00189984,History: N.A.
WBGene00010907,787.9547794,532.0281305,44.94808012,76.91273602,60.93040807,659.9914549,10.83188962,10.83188962,5.53e-05,0,M88.4,WBGene00010907,WBGene00010907,History: N.A.
WBGene00000208,179.1526963,216.6274877,1163.423562,3260.431201,2211.927381,197.890092,0.089465004,0.089465004,6.18e-05,trip-4,Y53F4B.15,WBGene00000208,WBGene00000208,History: Renamed on 2017-11-13
WBGene00167506,0,0,40.76686337,43.47241601,42.11963969,0,0,0,6.6e-05,21ur-12752,F57G8.11,WBGene00167506,WBGene00167506,History: N.A.
WBGene00206390,3.170844183,1.122422216,93.03207281,46.81644801,69.92426041,2.146633199,0.030699405,0.030699405,6.85e-05,0,F14F7.7,WBGene00206390,WBGene00206390,History: N.A.
WBGene00185118,619.9000377,940.5898171,5938.373097,8264.77509,7101.574093,780.2449274,0.109869293,0.109869293,7.72e-05,0,K02E2.11,WBGene00185118,WBGene00185118,History: N.A.
WBGene00195025,5.813214335,30.30539984,169.3392786,479.8685921,324.6039354,18.05930709,0.055634899,0.055634899,7.94e-05,0,F39E9.18,WBGene00195025,WBGene00195025,History: N.A.
WBGene00007066,510.5059134,1132.524016,64.80885971,90.28886402,77.54886186,821.5149648,10.59351414,10.59351414,8.58e-05,0,3R5.2,WBGene00007066,WBGene00007066,History: N.A.
WBGene00201497,98.8246437,178.4651324,4.181216755,11.704112,7.942664379,138.644888,17.45571529,17.45571529,8.88e-05,0,Y17G7B.24,WBGene00201497,WBGene00201497,History: N.A.
WBGene00007431,145.3303584,103.2628439,7.317129322,8.360080002,7.838604662,124.2966011,15.85698048,15.85698048,8.94e-05,0,C08B6.11,WBGene00007431,WBGene00007431,History: N.A.
WBGene00195186,135.2893518,202.0359989,1219.869988,1922.8184,1571.344194,168.6626754,0.107336557,0.107336557,9.18e-05,0,F19G12.10,WBGene00195186,WBGene00195186,History: N.A.
WBGene00019055,8.984058518,1.122422216,85.71494349,152.153456,118.9341998,5.053240367,0.042487698,0.042487698,9.28e-05,0,F58F9.1,WBGene00019055,WBGene00019055,History: N.A.
WBGene00007388,1302.688485,838.4493955,75.2619016,142.12136,108.6916308,1070.56894,9.849598651,9.849598651,9.89e-05,folt-1,C06H2.4,WBGene00007388,WBGene00007388,History: Renamed on 2007-05-11
WBGene00018720,1147.31712,1031.506017,60.62764295,152.153456,106.3905495,1089.411568,10.23974003,10.23974003,9.98e-05,0,F53A3.1,WBGene00018720,WBGene00018720,History: N.A.
WBGene00010756,2409.841579,3376.246026,195.4718833,414.6599681,305.0659257,2893.043803,9.483339694,9.483339694,0.000110104,0,K10G9.2,WBGene00010756,WBGene00010756,History: N.A.
WBGene00009295,503.107277,420.9083311,51.21990525,46.81644801,49.01817663,462.007804,9.425234388,9.425234388,0.000115312,fbxa-180,F31E9.1,WBGene00009295,WBGene00009295,History: N.A.
WBGene00022326,273.2210738,295.1970429,14.63425864,35.11233601,24.87329733,284.2090583,11.4262719,11.4262719,0.000122904,fbxa-14,Y82E9BL.10,WBGene00022326,WBGene00022326,History: N.A.
WBGene00020258,100.4100658,63.97806632,2.090608378,5.016048001,3.553328189,82.19406605,23.13157178,23.13157178,0.000126532,0,T05E7.1,WBGene00020258,WBGene00020258,History: N.A.
WBGene00013013,271.1071776,341.2163537,15.67956283,38.45636801,27.06796542,306.1617657,11.31085255,11.31085255,0.00012988,clec-145,Y48E1B.16,WBGene00013013,WBGene00013013,History: N.A.
WBGene00022196,88.25516309,98.77315502,4.181216755,6.688064001,5.434640378,93.51415905,17.20705558,17.20705558,0.00016109,gpa-17,Y71H2B.7,WBGene00022196,WBGene00022196,History: N.A.
WBGene00012817,1.056948061,0,55.40112201,31.76830401,43.58471301,0.52847403,0.012125215,0.012125215,0.000161932,0,Y43F8B.6,WBGene00012817,WBGene00012817,History: N.A.
WBGene00044200,46.50571468,75.20228848,350.1769033,914.5927522,632.3848277,60.85400158,0.096229383,0.096229383,0.000162284,0,H37A05.4,WBGene00044200,WBGene00044200,History: N.A.
WBGene00007153,783.7269872,899.0601951,113.9381566,21.736208,67.8371823,841.3935912,12.40313295,12.40313295,0.000163736,clec-41,B0365.6,WBGene00007153,WBGene00007153,History: N.A.
WBGene00007361,79.27110457,113.3646438,6.271825133,5.016048001,5.643936567,96.3178742,17.06572586,17.06572586,0.000166657,oac-3,C06B3.2,WBGene00007361,WBGene00007361,History: N.A.
WBGene00017106,109.3941243,117.8543327,519.5161819,1932.850496,1226.183339,113.6242285,0.092664959,0.092664959,0.000168199,0,E02H9.9,WBGene00017106,WBGene00017106,History: N.A.
WBGene00044331,56.01824723,48.2641553,0,1.672016,0.836008,52.14120126,62.36926112,62.36926112,0.000178097,clec-25,T20B3.15,WBGene00044331,WBGene00044331,History: N.A.
WBGene00195185,35.40776004,42.65204421,340.7691656,351.1233601,345.9462628,39.02990213,0.112820707,0.112820707,0.00019899,0,F19G12.9,WBGene00195185,WBGene00195185,History: N.A.
WBGene00007236,850.843189,529.783286,74.21659741,86.94483202,80.58071471,690.3132375,8.566730141,8.566730141,0.000206042,0,C01G10.9,WBGene00007236,WBGene00007236,History: N.A.
WBGene00019873,247.3258463,565.7007969,34.49503823,46.81644801,40.65574312,406.5133216,9.998915046,9.998915046,0.000214051,arrd-26,R05C11.1,WBGene00019873,WBGene00019873,History: N.A.
WBGene00022375,451.845296,638.658241,61.67294714,66.88064001,64.27679358,545.2517685,8.482871316,8.482871316,0.000221739,0,Y94H6A.2,WBGene00022375,WBGene00022375,History: N.A.
WBGene00008863,380.5013019,608.3528412,2557.85935,6316.876449,4437.3679,494.4270715,0.111423502,0.111423502,0.00022993,0,F15D4.6,WBGene00008863,WBGene00008863,History: N.A.
WBGene00043065,521.075394,1192.012394,117.0740692,30.09628801,73.58517858,856.5438938,11.64016872,11.64016872,0.000230322,0,C55C3.7,WBGene00043065,WBGene00043065,History: N.A.
WBGene00020230,98.29616967,1197.624505,28.2232131,45.14443201,36.68382255,647.9603372,17.66338108,17.66338108,0.000238817,nep-2,T05A8.4,WBGene00020230,WBGene00020230,"History: Split into T05A8.11(WBGene00303077). History of WBGene00020230: Split into ""WBGene00303077"" on 2018-03-02"
WBGene00006575,2880.183466,1869.955412,204.879621,372.8595681,288.8695945,2375.069439,8.22194334,8.22194334,0.000254285,tir-1,F13B10.1,WBGene00006575,WBGene00006575,History: Renamed on 2005-11-09
WBGene00005195,87.72668906,177.3427102,5.226520944,13.376128,9.301324474,132.5346996,14.24901367,14.24901367,0.000257615,srg-38,T19C4.8,WBGene00005195,WBGene00005195,History: N.A.
WBGene00001784,97.76769564,37.03993313,3.135912567,1.672016,2.403964283,67.40381438,28.03860891,28.03860891,0.000271735,gst-36,R07B1.4,WBGene00001784,WBGene00001784,History: N.A.
WBGene00009690,180.7381184,447.8464642,35.54034242,25.08024001,30.31029121,314.2922913,10.36916106,10.36916106,0.000274639,0,F44E5.3,WBGene00009690,WBGene00009690,History: N.A.
WBGene00021892,419.0799062,1098.85135,54.35581782,103.664992,79.01040492,758.9656279,9.605894675,9.605894675,0.000301244,0,Y54G2A.28,WBGene00021892,WBGene00021892,"History: Split into Y54G2A.73(WBGene00219425). History of WBGene00021892: Split into ""WBGene00219425"" on 2012-04-10"
WBGene00009371,433.877179,553.3541526,39.72155918,75.24072002,57.4811396,493.6156658,8.587437014,8.587437014,0.000310261,0,F33H2.8,WBGene00009371,WBGene00009371,History: N.A.
WBGene00044149,19.0250651,37.03993313,179.7923205,379.5476321,279.6699763,28.03249912,0.10023421,0.10023421,0.000327873,0,T24D5.6,WBGene00044149,WBGene00044149,"History: Split into T24D5.11(WBGene00219279). History of WBGene00044149: Split into ""WBGene00219279"" on 2011-10-03"
WBGene00018100,197.6492874,122.3440216,10.45304189,18.392176,14.42260895,159.9966545,11.09346132,11.09346132,0.000330921,math-26,F36H5.1,WBGene00018100,WBGene00018100,History: N.A.
WBGene00022495,72.40094217,71.83502183,0,5.016048001,2.508024001,72.117982,28.75490106,28.75490106,0.000340104,fbxa-78,Y119D3B.19,WBGene00022495,WBGene00022495,History: N.A.
WBGene00194652,3.170844183,1.122422216,70.03538065,40.12838401,55.08188233,2.146633199,0.038971675,0.038971675,0.000340856,0,F15H9.8,WBGene00194652,WBGene00194652,History: N.A.
WBGene00012461,388.9568864,653.2497298,40.76686337,78.58475202,59.67580769,521.1033081,8.732237204,8.732237204,0.00034782,glb-29,Y17G7B.6,WBGene00012461,WBGene00012461,History: N.A.
WBGene00010119,591.8909141,814.8785289,59.58233877,112.025072,85.8037054,703.3847215,8.197603102,8.197603102,0.000350275,0,F55G7.1,WBGene00010119,WBGene00010119,History: N.A.
WBGene00022731,257.3668528,289.5849318,1714.29887,2218.765232,1966.532051,273.4758923,0.139065057,0.139065057,0.000354683,0,ZK402.5,WBGene00022731,WBGene00022731,History: N.A.
WBGene00007925,235.1709436,162.7512213,19.86077959,21.736208,20.7984938,198.9610825,9.566129374,9.566129374,0.000361369,0,C34C12.6,WBGene00007925,WBGene00007925,History: N.A.
WBGene00021235,30.65149377,59.48837746,1.045304189,0,0.522652094,45.06993561,86.23314838,86.23314838,0.000361876,0,Y19D10B.6,WBGene00021235,WBGene00021235,History: N.A.
WBGene00003884,421.1938023,677.9430186,2872.495911,5830.319793,4351.407852,549.5684104,0.12629669,0.12629669,0.000372624,osm-3,M02B7.3,WBGene00003884,WBGene00003884,History: N.A.
WBGene00018101,317.6128923,244.6880431,26.13260472,38.45636801,32.29448637,281.1504677,8.705834938,8.705834938,0.000382365,math-27,F36H5.2,WBGene00018101,WBGene00018101,History: N.A.
WBGene00195022,10.04100658,32.55024427,158.8862367,314.3390081,236.6126224,21.29562542,0.090002068,0.090002068,0.000385438,0,F39E9.15,WBGene00195022,WBGene00195022,History: N.A.
WBGene00010341,152.7289948,76.3247107,9.4077377,8.360080002,8.883908851,114.5268528,12.89149345,12.89149345,0.000386348,glo-3,F59F5.2,WBGene00010341,WBGene00010341,History: N.A.
WBGene00013929,99.88159176,144.7924659,7.317129322,13.376128,10.34662866,122.3370288,11.82385421,11.82385421,0.000415072,clec-93,ZK39.4,WBGene00013929,WBGene00013929,History: N.A.
WBGene00044696,99.88159176,105.5076883,8.362433511,8.360080002,8.361256756,102.69464,12.28220147,12.28220147,0.000428142,0,F52E1.14,WBGene00044696,WBGene00044696,History: N.A.
WBGene00045366,484.6106859,1899.13839,3280.164545,33510.54468,18395.35461,1191.874538,0.064792148,0.064792148,0.000438452,0,Y17D7C.3,WBGene00045366,WBGene00045366,History: N.A.
WBGene00020902,754.1324415,1148.237927,4351.601338,10973.44101,7662.521174,951.1851843,0.124134754,0.124134754,0.00043991,jmjc-1,T28F2.4,WBGene00020902,WBGene00020902,History: N.A.
WBGene00016425,67.11620187,85.30408843,1.045304189,6.688064001,3.866684095,76.21014515,19.70943146,19.70943146,0.000448309,0,C34H4.2,WBGene00016425,WBGene00016425,History: N.A.
WBGene00019282,78.74263054,89.79377729,278.0509142,1504.8144,891.4326573,84.26820392,0.094531206,0.094531206,0.000457692,mps-2,K01A2.8,WBGene00019282,WBGene00019282,History: N.A.
WBGene00219918,510.5059134,620.6994855,2995.841805,5059.520417,4027.681111,565.6026995,0.140428868,0.140428868,0.000465861,0,F27C1.18,WBGene00219918,WBGene00219918,History: N.A.
WBGene00011387,3.699318213,3.367266648,56.4464262,63.53660801,59.99151711,3.533292431,0.058896534,0.058896534,0.00047743,0,T02G6.4,WBGene00011387,WBGene00011387,History: N.A.
WBGene00006810,520.018446,860.8978398,67.94477228,110.353056,89.14891415,690.4581429,7.744997788,7.744997788,0.000504882,unc-78,C04F6.4,WBGene00006810,WBGene00006810,History: N.A.
WBGene00195040,0,1.122422216,11.49834608,86.94483202,49.22158905,0.561211108,0.011401727,0.011401727,0.000527233,0,K08A2.10,WBGene00195040,WBGene00195040,History: N.A.
WBGene00012134,386.3145163,240.1983543,14.63425864,50.16048001,32.39736933,313.2564353,9.669193572,9.669193572,0.000587929,0,T28F3.8,WBGene00012134,WBGene00012134,History: N.A.
WBGene00012144,87.19821503,198.6687323,16.72486702,8.360080002,12.54247351,142.9334736,11.39595579,11.39595579,0.000628791,0,T28H10.3,WBGene00012144,WBGene00012144,History: N.A.
WBGene00022728,110.4510724,157.1391103,813.2466589,1026.617824,919.9322416,133.7950913,0.145440159,0.145440159,0.000648798,0,ZK402.1,WBGene00022728,WBGene00022728,History: N.A.
WBGene00016061,617.2576676,862.020262,43.90277593,133.76128,88.83202798,739.6389648,8.326264542,8.326264542,0.000651236,hpo-15,C24G6.6,WBGene00016061,WBGene00016061,History: N.A.
WBGene00016520,13.74032479,24.69328876,95.12268119,304.3069121,199.7147966,19.21680677,0.096221247,0.096221247,0.000654553,0,C39B5.2,WBGene00016520,WBGene00016520,History: N.A.
WBGene00045461,80.85652666,66.22291075,3.135912567,6.688064001,4.911988284,73.53971871,14.97147681,14.97147681,0.000657538,0,C25F9.14,WBGene00045461,WBGene00045461,History: N.A.
WBGene00219223,215.0889304,94.28346616,18.8154754,10.032096,14.4237857,154.6861983,10.72438273,10.72438273,0.000669496,mir-4814,W06F12.9,WBGene00219223,WBGene00219223,History: N.A.
WBGene00008486,222.4875668,315.4006427,38.67625499,28.42427201,33.5502635,268.9441048,8.01615477,8.01615477,0.000677882,ugt-44,F01D4.2,WBGene00008486,WBGene00008486,History: N.A.
WBGene00200380,52.31892902,28.0605554,1.045304189,0,0.522652094,40.18974221,76.89578333,76.89578333,0.000688029,0,F14H12.14,WBGene00200380,WBGene00200380,History: N.A.
WBGene00007091,91.42600727,115.6094883,1019.171584,498.2607681,758.7161761,103.5177478,0.13643804,0.13643804,0.000706755,eri-12,B0001.6,WBGene00007091,WBGene00007091,History: N.A.
WBGene00219490,48.09113677,67.34533297,311.5006483,548.4212481,429.9609482,57.71823487,0.134240645,0.134240645,0.000748296,0,Y116A8B.98,WBGene00219490,WBGene00219490,History: N.A.
