gene_id,gene_name,mean of normalized counts for all samples,log2 fold change (MLE): group him5gtsf1 vs him5,Benjamini-Hochberg adjusted p-values,him5_adultmale_smRNA_rep1,him5_adultmale_smRNA_rep2,him5_adultmale_smRNA_rep3,him5gtsf1_adultmale_smRNA_rep1,him5gtsf1_adultmale_smRNA_rep2,him5gtsf1_adultmale_smRNA_rep3,Input,Suggested Match,History
WBGene00010770,K11D2.4,96.3136213205446,-1.25823198710923,2.04250078128593e-09,27.5848435039485,27.5458959249352,26.7675180400857,11.1021123973836,11.3038412352764,11.942276712846,WBGene00010770,WBGene00010770,History: N.A.
WBGene00004136,pqn-51,895.93707660592,0.464078966330947,2.1217596778371503e-09,141.795644507351,164.812501151277,157.653701064325,210.481174786005,215.571453744237,215.035048398254,WBGene00004136,WBGene00004136,"History: Split into K11D12.14(WBGene00303069). History of WBGene00004136: Split into ""WBGene00303069"" on 2018-03-02"
WBGene00018745,F53C3.1,53.0892656545787,-1.81588642254999,2.1684279724188502e-09,32.285974624669,25.8926149752587,31.9696195894687,6.81581702150108,9.45428320926305,9.40994557918353,WBGene00018745,WBGene00018745,History: N.A.
WBGene00020146,got-1.2,893.729671441738,-0.482465017587185,2.3147832324047103e-09,295.444262665828,255.92577277074,280.348971784571,206.702758517446,201.249549654251,185.26096477388,WBGene00020146,WBGene00020146,History: N.A.
WBGene00015051,B0218.7,40.3928578961311,-2.15269366587844,2.4054358926203e-09,25.4330398001123,20.3107461978858,23.7759256843377,4.04521977809557,5.03523627570926,6.98852562285197,WBGene00015051,WBGene00015051,History: N.A.
WBGene00018158,comp-1,41.1680738321044,-2.17190370384915,2.45980173367655e-09,15.486332082947,21.2485326523715,18.0070660889323,5.63669577988971,3.17792857622274,3.29592529922802,WBGene00018158,WBGene00018158,History: N.A.
WBGene00016415,ampd-1,98.3074548362913,-1.35319762210973,2.49117920242589e-09,18.2343137563899,21.3397280714804,17.9767046960785,9.76503112254283,5.81321269599052,7.03390066541258,WBGene00016415,WBGene00016415,History: N.A.
WBGene00000514,ckb-4,367.191413828991,0.662130348815253,2.5567700250850504e-09,79.58568903535,75.4229215639541,82.8453097034416,133.250497894728,127.853630156723,113.90848126933,WBGene00000514,WBGene00000514,History: N.A.
WBGene00017731,F23C8.1,2688.07681605298,0.31364543574179,2.6472743076261902e-09,733.375443456754,712.249935317415,726.978338051042,885.994557050308,943.698745940676,865.584855271922,WBGene00017731,WBGene00017731,History: N.A.
WBGene00002065,iff-2,2052.71467609492,0.329133195701789,2.78762039789722e-09,694.229068599233,693.08062729798,729.841917806748,860.911719288854,891.320625430015,911.079264966685,WBGene00002065,WBGene00002065,History: N.A.
WBGene00003387,mod-5,275.941073231283,-0.748838713247034,2.8596044696036703e-09,60.0238198787918,65.6423645054473,65.7151195385239,40.8943509550601,36.4936426894,36.4854612818472,WBGene00003387,WBGene00003387,History: N.A.
WBGene00013033,Y49E10.10,65.6761361283922,-1.66660513135123,3.14404165797157e-09,27.7685954590774,23.4722163020382,29.583037146103,11.2733915597794,5.90186735584223,8.65180391047354,WBGene00013033,WBGene00013033,History: N.A.
WBGene00019608,ani-2,354.720575485524,-0.718322854251273,3.27878939179295e-09,43.0237479011529,48.106627884268,49.6968974049338,27.4928052899633,25.8188020022668,33.3555984396557,WBGene00019608,WBGene00019608,History: N.A.
WBGene00016313,set-4,1019.49689357638,0.470914259366503,3.38376861312506e-09,241.56758561232,273.092945915298,233.937749966418,323.364508869544,362.760860793657,350.526212151654,WBGene00016313,WBGene00016313,History: Renamed on 2007-05-03
WBGene00000177,aqp-9,358.889973494103,0.68175805164016,3.57946300367295e-09,106.378436112078,106.066217392274,117.553683049677,180.65285348088,189.885629712679,156.268273951566,WBGene00000177,WBGene00000177,History: N.A.
WBGene00269431,T16A1.10,24.7501480543418,-3.24254522149415,3.85228994833718e-09,46.6973612218395,67.2183403580934,61.4447737083042,5.47676185118695,4.41108425211737,10.0075240486941,WBGene00269431,WBGene00269431,History: N.A.
WBGene00012374,W09H1.4,1985.35849276886,0.336288712122446,3.88567750209736e-09,1528.98878704729,1424.21690867152,1544.7808208068,1907.34385132587,1920.79920317285,1845.79223330475,WBGene00012374,WBGene00012374,History: N.A.
WBGene00014199,ZK1053.4,2163.85039979436,-0.34448016394883,3.889909818609371e-09,406.420080926302,415.259626743885,400.811589544607,299.488281118588,337.049423946221,325.849946899232,WBGene00014199,WBGene00014199,History: N.A.
WBGene00044180,C47E8.11,83.7702535414586,-1.41979529309548,3.9118802451895514e-09,155.251692793933,156.511390614931,153.021085422398,42.6339171715294,55.7994731825083,79.8512811131151,WBGene00044180,WBGene00044180,History: N.A.
WBGene00021302,Y32G9A.3,2174.19138360177,0.374606894136649,3.98238523045172e-09,701.709711270745,707.597726485617,688.444352502962,842.486819359154,987.353758790871,885.061540449396,WBGene00021302,WBGene00021302,History: N.A.
WBGene00007977,gska-3,95.5488899907492,-1.30209766645263,4.2763199406118706e-09,35.5236924189507,41.9587518857002,41.7377076637589,19.5104366717168,13.5042727633678,15.5972427970016,WBGene00007977,WBGene00007977,History: Renamed on 2021-12-09
WBGene00019642,K11C4.1,62.1270648424801,-1.68931642206666,4.2763199406118706e-09,31.3025263701169,42.5766068616279,35.4266639395507,14.7291283890196,10.90123588061,7.56504383318785,WBGene00019642,WBGene00019642,History: N.A.
WBGene00010980,R02D5.7,39.9043546288709,-2.11956437063059,4.596360968787691e-09,45.8899978405616,37.6799360498709,44.1084414419782,12.9624566055464,8.24226303143483,7.9784122760623,WBGene00010980,WBGene00010980,History: N.A.
WBGene00020598,T20B6.2,742.095093975311,0.487920758751104,4.89571798836246e-09,107.855396608512,116.923522405943,102.987340271198,145.714883894261,155.047660563397,159.150381749804,WBGene00020598,WBGene00020598,History: N.A.
WBGene00022010,catp-7,90.679607940274,-1.27184161615461,4.99498473224906e-09,12.7334319861777,11.9588522969152,12.4357326591355,5.41637170149706,5.17030509044125,4.69199403814057,WBGene00022010,WBGene00022010,History: N.A.
WBGene00018690,fbxa-46,26.6138896402507,-5.61090415617186,5.171126492983311e-09,16.8357502409077,21.810741426073,20.7258403957728,1.18471869385706,0.0,0.0,WBGene00018690,WBGene00018690,History: N.A.
WBGene00045484,F34D10.9,99.577735113115,-1.27976982028481,5.2530248889483e-09,32.6396550978656,35.311299133377,35.6468763028113,17.2262042092711,14.8944693448976,9.62823760587544,WBGene00045484,WBGene00045484,History: N.A.
WBGene00012695,Y39B6A.37,522.291475779483,0.615899372737647,5.789090577060881e-09,114.942536378858,119.860874949821,131.398532171123,167.208522766773,210.069734724912,183.20856049487,WBGene00012695,WBGene00012695,History: N.A.
WBGene00194691,ZK1098.12,34.3508664387924,-2.28089529773098,5.88507230532352e-09,35.641864460208,35.3373157230578,39.3465094337111,8.73352897916357,7.03414411511247,6.87443842122516,WBGene00194691,WBGene00194691,History: N.A.
WBGene00020840,spch-3,72.3644457326944,-1.45164968865768,5.94078185654052e-09,47.85651557841,56.2781213038008,56.0326258618371,19.4690872588903,18.2235851067362,21.5374693090512,WBGene00020840,WBGene00020840,History: N.A.
WBTransposon00000758,WBTransposon00000758,326.356481874445,-0.675457904554092,6.3360878891124514e-09,22.0943054738183,22.4637836193733,23.6217517424451,15.1146205908018,13.3148663712824,14.41340295918,,,
WBGene00007209,BE10.1,41.0937398722542,-2.10904911915998,6.352615690695181e-09,24.6218304787472,20.5377035691703,24.5012227371014,4.02650923333102,4.42230578929899,8.56147848310108,WBGene00007209,WBGene00007209,History: N.A.
WBGene00001245,elo-7,142.059514984389,-1.05993569126457,6.394699172717741e-09,58.1877169789231,71.7926482147548,64.9741390648691,36.0044571474775,27.0085455267356,30.959940589537,WBGene00001245,WBGene00001245,History: N.A.
WBGene00044127,BE10.5,28.5737871531377,-2.70081330939863,6.6850918936358e-09,40.1652898604513,44.6007406304594,48.7293257835187,3.7685337499834,6.82930365461743,11.0178074288479,WBGene00044127,WBGene00044127,History: N.A.
WBGene00000065,act-3,22.763149286788,-3.38582099808631,7.02522721936337e-09,10.10577254512,9.12880656178994,11.0112895421868,0.761930764598698,0.818230647536535,1.48507032096153,WBGene00000065,WBGene00000065,History: N.A.
WBGene00007244,C01G12.3,56.4695487962855,-1.71715469316983,7.5253924674716e-09,40.6953554141652,38.9868826853456,46.8952492890748,17.1822036876638,11.8037347116845,8.86490252895811,WBGene00007244,WBGene00007244,History: N.A.
WBGene00019976,fbxa-195,679.940918410859,0.513596359928572,7.76855299291265e-09,179.621455137632,167.690349642276,196.466395593276,250.551367275492,273.947102627775,251.065356516939,WBGene00019976,WBGene00019976,History: N.A.
WBGene00009492,F36H1.3,76.0912042729306,-1.45638551034063,7.86840911151613e-09,24.8880357641524,24.2641189229793,25.8692417815849,11.2586900414442,6.61205056463652,9.94345691192708,WBGene00009492,WBGene00009492,History: N.A.
WBGene00016926,nhr-171,425.404046386677,0.640047790960052,8.21996029559863e-09,100.007350663048,110.209860302159,96.3510088962247,140.428911241297,171.073044390525,166.001928823891,WBGene00016926,WBGene00016926,History: N.A.
WBGene00014223,ZK1098.6,61.5258787025884,-1.68061385268528,8.228832705238621e-09,39.1057738209669,54.4882482788853,35.0055143959048,13.2847592625314,14.5211412640147,11.7906392449002,WBGene00014223,WBGene00014223,History: N.A.
WBGene00002208,kin-26,95.6945234281371,-1.32266511080782,8.73656810754261e-09,34.6613691541116,39.2291957655298,36.3910327686306,18.0117687054683,10.4269121706345,16.4561846376818,WBGene00002208,WBGene00002208,History: N.A.
WBGene00010712,K09B11.5,41.1322180541918,-2.03084407586298,9.12326113636294e-09,11.2421930907115,15.5100115848078,14.441560402839,3.45209198471762,3.64924622765817,2.8385572574322,WBGene00010712,WBGene00010712,History: N.A.
WBGene00013684,Y105E8A.27,51.1428650672954,-1.79765918333736,9.12326113636294e-09,30.1088221125856,31.0007661747663,41.5373079110244,10.2952590567985,10.4551179629513,8.50639544138995,WBGene00013684,WBGene00013684,History: N.A.
WBGene00220250,C09B9.85,301.50226892663,0.747099673590691,9.98977003964958e-09,46.4015943664714,45.1979999150512,47.5482068504635,65.3048845273997,84.2602104907377,84.4728476731297,WBGene00220250,WBGene00220250,History: N.A.
WBGene00016765,C49C8.1,125.895760527401,-1.14806071507074,1.00647673233821e-08,49.6735220989567,34.4177458883151,44.7926608530732,20.4046915509872,17.6824877045142,20.3886971676135,WBGene00016765,WBGene00016765,History: N.A.
WBGene00000777,cpn-1,102.628190962012,-1.1968104255186,1.06486775947892e-08,57.1714736601169,50.7737306619924,58.5315220290926,27.5407686539217,21.2032286786144,24.2741356096164,WBGene00000777,WBGene00000777,History: N.A.
WBGene00016491,acdh-5,32.9312431943819,-2.33789370014941,1.10090475231319e-08,16.2652826707613,12.1843161961081,14.9243924373441,3.2702152375889,3.07287308609967,1.99185568186817,WBGene00016491,WBGene00016491,History: N.A.
WBGene00006504,kcc-1,344.961856960965,0.718243900365255,1.20172101965118e-08,19.8927072733157,23.1413367986115,21.3166354620025,29.8250429335918,38.5864778001849,37.5851130613721,WBGene00006504,WBGene00006504,History: Renamed on 2006-02-02
WBGene00044200,H37A05.4,38.6413990043517,-2.07954136778331,1.20449767664324e-08,25.5129686051019,29.320403951479,23.1265283469273,6.51530258641477,5.24754397171482,6.98439493980207,WBGene00044200,WBGene00044200,History: N.A.
WBGene00018652,F49F1.12,21.1534033441269,-3.76801806379241,1.23300100614255e-08,29.7199021670126,28.1265931903798,22.77650521519,1.42593168918291,1.72270722819179,3.12667508115955,WBGene00018652,WBGene00018652,History: N.A.
WBGene00008141,C47E8.1,69.5677429503158,-1.47193644327334,1.25005792768959e-08,53.7041516111652,56.0293324087388,52.8397555278159,18.8955975947202,16.11408727494,25.1846651551264,WBGene00008141,WBGene00008141,History: N.A.
WBGene00009323,best-13,450.351989905914,0.558956683361888,1.25326659795701e-08,95.2941190806785,101.541991195708,93.7913061144716,141.042917554526,141.942389684205,145.418855402809,WBGene00009323,WBGene00009323,History: N.A.
WBGene00007457,C08F11.10,82.0184975836138,-1.31646480457796,1.26124576569894e-08,44.2202341077869,47.9238091554116,49.2563104281739,19.763776892846,17.2728402741652,20.2851768017843,WBGene00007457,WBGene00007457,History: N.A.
WBGene00015230,tag-344,142.289503702171,-0.992224165252288,1.32818252521004e-08,64.0571008885536,57.2317771651612,60.0430417965371,31.9754378786471,27.6314698932613,32.1352716674732,WBGene00015230,WBGene00015230,History: N.A.
WBGene00015093,B0261.5,58.7821385473459,-1.59498679330845,1.34333192361944e-08,46.480587008321,41.1411443970695,47.4583611265679,13.8653600235238,13.744510499859,17.9299224667573,WBGene00015093,WBGene00015093,History: N.A.
WBGene00006789,unc-54,51.0227739204937,-2.01326736380917,1.38873015105473e-08,6.19334519849796,3.58191456832743,5.06805023567316,1.94862229645687,0.860669457134736,0.826991899941327,WBGene00006789,WBGene00006789,History: N.A.
WBGene00007578,C14B1.7,7324.04601694548,0.24336422296672,1.39135205219903e-08,759.321976270292,748.144270160778,736.276595743675,848.168896590675,906.258748079583,901.598044529669,WBGene00007578,WBGene00007578,History: N.A.
WBGene00012741,Y40H4A.2,40.0437477164925,-2.01629997996959,1.44269453051801e-08,22.8278463145984,23.1043058557196,23.482369451844,7.15340136176678,4.24530135206158,6.05402834458581,WBGene00012741,WBGene00012741,History: N.A.
WBGene00011241,mpz-5,67.605443695356,-1.49228037200237,1.44654563154113e-08,40.6686142947927,40.9864784406895,40.7334921410218,18.7009945487898,12.6658764521727,11.8047936737656,WBGene00011241,WBGene00011241,History: N.A.
WBGene00022181,pho-9,146.23851595196,0.943658346543217,1.5082014934941e-08,30.013170149765,29.9093154172271,28.0354156627091,57.2677877018263,56.6742828304665,54.7709711099196,WBGene00022181,WBGene00022181,History: N.A.
WBGene00008110,C46C2.2,119.62989124056,-1.09119792094353,1.52276344325596e-08,31.6658143915555,30.7582349107109,34.5821506818102,16.1932273936852,13.2095310283436,16.6914580014682,WBGene00008110,WBGene00008110,History: N.A.
WBGene00019405,K05F1.1,317.982412620516,0.679060905542264,1.54590837800318e-08,58.2748081689993,64.6634036806198,65.0155144301124,107.311914959992,102.30168193256,90.3074660049582,WBGene00019405,WBGene00019405,History: N.A.
WBGene00001616,glr-5,52.1913872616283,-1.69465100416136,1.54910341162433e-08,9.35457767544706,9.51128274552483,8.99402310726575,2.68185858362959,2.55274854208333,3.56398576718741,WBGene00001616,WBGene00001616,History: N.A.
WBGene00021037,fbxa-203,2616.83058835856,0.295858621121543,1.66713935932937e-08,786.238720265738,768.486682276574,754.382403260584,927.039826869302,983.004046570745,919.716457335743,WBGene00021037,WBGene00021037,History: N.A.
WBGene00013359,Y60A3A.8,298.78296694084,0.695262560265012,1.74134704208532e-08,70.9304154533275,68.0770578470309,64.713208020931,99.9294934563621,118.60953754071,110.350362129431,WBGene00013359,WBGene00013359,History: N.A.
WBGene00010155,F56F3.4,64.3219651426715,-1.52204522159782,1.76806804828934e-08,22.0355291251823,29.4533192842657,27.3018185310631,9.18887764872586,8.78855719462137,9.65457363594622,WBGene00010155,WBGene00010155,History: N.A.
WBGene00045036,K08E4.7,411.181448081211,-0.614010379992257,1.7697207382688e-08,182.27917477954,157.216474108184,179.756776251075,108.181120217413,111.106713891635,121.524394324151,WBGene00045036,WBGene00045036,History: N.A.
WBGene00020940,W02D7.4,41.7485670848518,-1.95944903807175,1.84492508873922e-08,28.6268975005398,26.9106152221493,36.1170296983727,7.19447352269559,8.11238494730314,8.41359840021115,WBGene00020940,WBGene00020940,History: N.A.
WBGene00050940,C25D7.16,54.3270216137441,-1.76357987559495,1.90137485638236e-08,87.5622864111054,81.8705133497755,61.5131892673015,20.2180460309329,17.8348400388225,32.369835694243,WBGene00050940,WBGene00050940,History: N.A.
WBGene00002990,lin-1,898.361472862788,0.441274431448452,1.91936502879484e-08,170.492707560725,151.417686653849,160.586904094262,209.808883984101,230.673650896396,213.02316526325,WBGene00002990,WBGene00002990,History: Renamed on 2011-11-08
WBGene00044614,C36B1.14,232.452362893714,0.776881894514676,1.91936502879484e-08,140.375659512284,145.665718557393,138.761315399592,246.667663635277,262.824716404974,212.844007148199,WBGene00044614,WBGene00044614,History: N.A.
WBGene00022542,ZC190.8,144.694330297677,-0.960022209559474,1.9262349140435e-08,103.905858552037,95.6788231218038,96.9173011607148,52.6877884338712,51.0960581405254,47.9409351778336,WBGene00022542,WBGene00022542,History: N.A.
WBGene00017325,F10C1.3,41.1455834418497,-1.9622844517843,1.94846120108503e-08,55.4709174206391,57.9537600342751,65.3669391915656,12.2769655578218,19.0155630796826,13.8051286399646,WBGene00017325,WBGene00017325,History: N.A.
WBGene00009239,irld-6,63.2295930852254,-1.52642959496863,2.04998457293879e-08,23.9865838289106,18.6025162356036,22.7427974944049,8.43958655160817,7.38003157476432,6.69729610620099,WBGene00009239,WBGene00009239,History: N.A.
WBGene00044447,ZK688.10,70.3944964671593,-1.45293409839069,2.04998457293879e-08,39.6927570385636,44.5212384189969,40.5592312120763,14.8121513702556,12.270834374072,19.7967021181439,WBGene00044447,WBGene00044447,History: N.A.
WBGene00001046,dnj-28,103.565955047797,-1.21083483536966,2.10937348288718e-08,33.7607660581415,31.4436670461654,31.6816049985726,17.8178920284303,13.2326078609936,10.1479805265705,WBGene00001046,WBGene00001046,History: N.A.
WBGene00007248,catp-4,121.481004647094,-1.06447639366865,2.14582899633315e-08,18.7617271519014,20.236442725753,20.8197732561547,10.8478991910584,9.14347317481454,8.4819907365852,WBGene00007248,WBGene00007248,History: N.A.
WBGene00020003,R11E3.1,115.093468451142,-1.08717763577583,2.1483618198216e-08,28.0584407782786,31.4395354297083,31.568686854484,15.1105923019956,14.7666884860533,12.6643076734339,WBGene00020003,WBGene00020003,History: N.A.
WBGene00018223,bath-13,1163.71006634024,0.414520545485795,2.20890393644771e-08,445.217017261102,406.624853871518,405.286757100945,524.974221396695,597.300244582655,549.066231139608,WBGene00018223,WBGene00018223,History: N.A.
WBGene00010246,F58D5.7,61.1434178844614,-1.57957161976831,2.21346471615556e-08,33.1285801639691,42.353416490165,46.1962007769884,15.6437970784195,13.3409652787875,11.4341780584265,WBGene00010246,WBGene00010246,History: N.A.
WBGene00014062,ZK673.6,101.300145292608,-1.32202692716603,2.24510804897593e-08,49.9036260246998,64.2807976427637,61.2207372416506,32.0265168528941,16.9702256238275,21.5604059110842,WBGene00014062,WBGene00014062,History: N.A.
WBGene00012230,cacn-1,745.198644100655,0.435252923750338,2.2675186072904e-08,103.469654704997,103.054257394446,104.163832427594,140.858264928442,141.127197907113,137.769960906295,WBGene00012230,WBGene00012230,History: N.A.
WBGene00013323,Y57G11C.33,1713.66915712222,0.328709322485614,2.3947683701875e-08,665.437397411213,663.381001867374,669.991035350436,807.365976229143,872.291910856211,827.955822961955,WBGene00013323,WBGene00013323,History: N.A.
WBGene00013310,Y57G11C.14,33.5894898323811,-2.20269985691456,2.41825600845129e-08,23.6859708533078,27.3975117954085,25.5993527631236,6.73115991795334,5.42139941800331,4.21702228443147,WBGene00013310,WBGene00013310,History: N.A.
WBGene00011203,R10E4.7,37.6828110399843,-2.20500739791048,2.47300981932007e-08,28.3996999013292,32.4118738027188,27.3613861351308,7.99385946966177,2.8168003289247,9.49451208357161,WBGene00011203,WBGene00011203,History: N.A.
WBGene00014169,ZK945.7,62.0023099303104,-1.52094302451738,2.49838020053294e-08,40.8408528397555,42.1683862739563,36.9315957351479,15.8822953339323,11.6954435675406,14.5935408031185,WBGene00014169,WBGene00014169,History: N.A.
WBGene00015917,C17G10.3,48.5330274829419,-1.80925073322298,2.52638601686386e-08,22.3503329304769,25.3825353181476,29.3634387791648,6.07663301149085,6.33371130870873,10.4504948512108,WBGene00015917,WBGene00015917,History: N.A.
WBGene00007169,B0393.4,196.212402541135,-0.894259937877268,2.53037029403284e-08,34.2265348810846,39.2839160115898,39.7447721014616,18.2962904240965,18.357767660923,25.3858572420164,WBGene00007169,WBGene00007169,History: N.A.
WBGene00007306,C04G2.5,103.928871944071,-1.18302771580311,2.53527818701877e-08,68.5152028951127,63.853975924374,81.3340420753171,31.5110426483599,27.8759217929989,36.246572742424,WBGene00007306,WBGene00007306,History: N.A.
WBGene00013449,Y67A6A.1,37.3039522307665,-2.0934614894967,2.75358208862778e-08,45.2870382319182,58.2038002261775,49.8258798970839,14.1636167784611,8.55572717356994,14.2344156379411,WBGene00013449,WBGene00013449,History: N.A.
WBGene00086551,D2005.7,2153.34750567479,0.376875303748767,2.78397754507995e-08,971.553733624471,1010.8124643502,987.366020226347,1188.73686476039,1423.08776617746,1237.20795919772,WBGene00086551,WBGene00086551,History: N.A.
WBGene00020999,W03F9.1,498.97245755834,0.535483797771336,2.808634130792e-08,75.8654657560339,79.5153455397625,84.0617495560989,109.495652787334,118.628447925845,119.748265821281,WBGene00020999,WBGene00020999,History: N.A.
WBGene00050910,Y43F8B.17,31.7562207221857,-7.32192081339048,2.82570520734855e-08,206.564347853749,148.669135434865,135.131743769422,0.0,2.16803290622776,0.0,WBGene00050910,WBGene00050910,"History: Split into Y43F8B.28(WBGene00219302). History of WBGene00050910: Split into ""WBGene00219302"" on 2011-10-17"
WBGene00011156,R09B3.3,168.88595582526,-0.876037071481555,2.84811005499124e-08,196.449462586694,209.304223524886,193.174017016537,110.338319891341,106.488981665749,109.847010363334,WBGene00011156,WBGene00011156,History: N.A.
WBGene00010906,M88.3,57.6800377561102,-1.60280457243084,2.904842347046e-08,30.9073329777231,24.6024574005686,31.7518213217077,8.76985912562627,8.7586222993616,11.7943284311471,WBGene00010906,WBGene00010906,History: N.A.
WBGene00004888,smo-1,163.56722762081,-0.935632526229533,2.93347335827142e-08,149.950415479018,176.733695036253,189.455997891464,97.4661834074655,89.9071835513144,81.5897634336266,WBGene00004888,WBGene00004888,History: N.A.
WBGene00017026,ipla-4,50.9360815001958,-1.81133027719717,2.97584485832801e-08,20.7397213556643,15.0644315302828,17.7254904825446,6.82640408607939,3.22303047749147,5.50562655575983,WBGene00017026,WBGene00017026,History: N.A.
WBGene00019322,ahcy-1,172.653926792336,-0.90285376417448,3.15115059952081e-08,51.9766777580645,53.6303384268101,51.3319747246811,31.8013384852894,23.6581603086338,29.0991785160677,WBGene00019322,WBGene00019322,History: Renamed on 2005-02-01; Renamed on 2015-03-05
WBGene00003154,mcm-2,1074.24913249225,0.413175852842543,3.27112212009727e-08,131.723958395846,119.314083215242,120.134493688855,162.423004510962,156.643829756653,176.43696928256,WBGene00003154,WBGene00003154,History: N.A.
WBTransposon00000592,WBTransposon00000592,592.573392024759,-0.511612059020714,3.37957265734508e-08,125.238479564876,112.93883120287,117.263083436275,76.3748297606354,85.919347964048,87.296264189383,,,
WBGene00019055,F58F9.1,17.2208353314549,-7.41151575507944,3.38736922884008e-08,8.70019475475531,9.47152626206192,8.62864190746106,0.0,0.0,0.0,WBGene00019055,WBGene00019055,History: N.A.
WBTransposon00000752,WBTransposon00000752,111.678681665146,-1.09958595594069,3.38736922884008e-08,28.386666537446,24.6758470164951,26.5200768781075,10.714119587493,13.0171521395951,13.538402657522,,,
WBGene00019422,K05G3.1,17.1235950388611,-7.40523800603973,3.57364071393731e-08,18.9888189536338,22.6728528985633,22.1305329034147,0.0,0.0,0.0,WBGene00019422,WBGene00019422,History: N.A.
WBGene00012503,Y26D4A.5,17.7992369053102,-7.45502215570288,3.60476756959687e-08,23.3879881540358,33.3909288142477,15.5584352533097,0.0,0.0,0.0,WBGene00012503,WBGene00012503,History: N.A.
WBGene00016183,C28F5.1,1746.19245122946,0.371713900478043,3.65124774955728e-08,1184.60828228424,1030.11192063535,1093.83004229357,1355.16473649403,1504.87500087081,1414.68647386408,WBGene00016183,WBGene00016183,History: N.A.
WBGene00010682,K08F8.5,48.7432108813783,-1.76320098619979,3.69017613656119e-08,20.775526186987,25.7273130323306,23.057598421944,8.06226658003784,4.93505778899277,8.01417533027448,WBGene00010682,WBGene00010682,"History: Split into K08F8.15(WBGene00303068). History of WBGene00010682: Split into ""WBGene00303068"" on 2018-03-02"
WBGene00077569,F53F4.18,48.6731841131138,-1.83114006735598,3.69017613656119e-08,60.5568985588342,86.2789256070711,73.3144833620814,22.3213152883632,13.8920877760594,28.1801613083995,WBGene00077569,WBGene00077569,History: N.A.
WBGene00013894,ZC434.8,104.228642607372,-1.17767846373944,3.78870214876037e-08,48.9517994929397,42.9599944853906,46.9085263563532,15.3344717880538,23.6273577716616,22.4161793939914,WBGene00013894,WBGene00013894,History: N.A.
WBGene00015153,B0348.5,94.9737778304644,-1.18010354471247,3.85665990525522e-08,36.1598590454301,35.5521268359687,41.5060062471879,16.1021751035463,17.2919821247284,16.5640737155626,WBGene00015153,WBGene00015153,History: N.A.
WBGene00007190,rmd-3,40.3412477912024,-2.14517739373369,3.87458417756998e-08,20.6986769833,29.794632459339,40.9917208233065,7.76826588953634,5.08357163656594,8.51683273641006,WBGene00007190,WBGene00007190,History: N.A.
WBGene00003922,pas-1,147.514886672351,-0.940873297123839,3.95744035104306e-08,81.6326257628904,77.7396042936361,74.4484227397746,36.3906509578207,43.1223120122426,42.1902826754774,WBGene00003922,WBGene00003922,History: N.A.
WBGene00001246,elo-8,34.7605558277526,-2.24613259212169,4.00575527453951e-08,28.3584982641666,19.4117213106663,19.649161234866,5.7406679922027,2.97233941444489,5.99414393797427,WBGene00001246,WBGene00001246,"History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
WBGene00019697,M01B12.4,1047.45630992011,0.45494736212041,4.06487930380823e-08,120.427210966208,123.763878558597,124.799992730641,147.987421489733,183.632387157491,174.166109740635,WBGene00019697,WBGene00019697,History: N.A.
WBGene00017294,F09E10.1,16.8674428662784,-7.38277937533021,4.0985001817065e-08,31.4141931869451,40.6971376330077,35.3099452358393,0.0,0.0,0.0,WBGene00017294,WBGene00017294,History: N.A.
WBGene00008172,C48B4.9,678.314501506881,0.471890434832357,4.13863940783287e-08,273.796897373338,292.862629357947,280.883967876742,363.066657941791,406.301852680468,407.327186947395,WBGene00008172,WBGene00008172,History: N.A.
WBGene00018575,clec-119,471.842833741096,-0.5411716421484,4.15879497727345e-08,108.568506485333,114.296872922642,111.010282782249,72.2467068333649,75.7457918460716,82.5468468436246,WBGene00018575,WBGene00018575,History: N.A.
WBGene00009071,F23A7.6,599.235545931609,0.494125634781762,4.29702466051937e-08,86.0319000835845,77.9886398236725,76.8746807222057,109.308299377972,111.199909627671,119.226911031466,WBGene00009071,WBGene00009071,History: N.A.
WBGene00019951,R08C7.8,36.6294285685766,-2.20701261687008,4.47541477370712e-08,18.5706853762848,19.5146444217609,18.9531012271057,5.64805436080636,1.60554577942307,5.82805934523443,WBGene00019951,WBGene00019951,History: N.A.
WBGene00012909,spds-1,81.6078236305883,-1.36027661305924,4.51583636448178e-08,32.0663196178208,24.1225202315852,26.8562528526361,12.1752628845618,12.1596627122214,7.11919864633251,WBGene00012909,WBGene00012909,History: N.A.
WBGene00011480,enpl-1,183.381770508742,-0.875547907921879,5.21377215902833e-08,31.4367290336346,38.2292062546795,30.7117599475958,16.7381628895367,18.9210144543513,19.1023024902753,WBGene00011480,WBGene00011480,History: N.A.
WBGene00016558,pks-1,5704.495170023,-0.295605489941035,5.22325404178393e-08,104.599730785559,104.430193163955,98.7964587654529,80.7390442499341,90.30700576405,79.345804905206,WBGene00016558,WBGene00016558,History: N.A.
WBGene00010300,F59A1.15,44.0125139935406,-1.85162590094642,5.66344808382736e-08,15.3102526314913,14.1674691625617,17.7150596118144,2.85186337836582,5.35953359881889,4.86371679291486,WBGene00010300,WBGene00010300,History: N.A.
