# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets 1–50 RPM (1432),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00006573,,,,WBGene00006573,WBGene00006573,History: N.A.
WBGene00006578,,,,WBGene00006578,WBGene00006578,History: N.A.
WBGene00006580,,,,WBGene00006580,WBGene00006580,History: Renamed on 2005-08-16
WBGene00006593,,,,WBGene00006593,WBGene00006593,History: N.A.
WBGene00006595,,,,WBGene00006595,WBGene00006595,History: N.A.
WBGene00006602,,,,WBGene00006602,WBGene00006602,History: N.A.
WBGene00006638,,,,WBGene00006638,WBGene00006638,History: N.A.
WBGene00006660,,,,WBGene00006660,WBGene00006660,History: N.A.
WBGene00006690,,,,WBGene00006690,WBGene00006690,History: N.A.
WBGene00006702,,,,WBGene00006702,WBGene00006702,History: N.A.
WBGene00006704,,,,WBGene00006704,WBGene00006704,History: N.A.
WBGene00006709,,,,WBGene00006709,WBGene00006709,History: N.A.
WBGene00006711,,,,WBGene00006711,WBGene00006711,History: N.A.
WBGene00006715,,,,WBGene00006715,WBGene00006715,History: N.A.
WBGene00006729,,,,WBGene00006729,WBGene00006729,History: Renamed on 2016-04-27
WBGene00006730,,,,WBGene00006730,WBGene00006730,History: N.A.
WBGene00006735,,,,WBGene00006735,WBGene00006735,History: N.A.
WBGene00006757,,,,WBGene00006757,WBGene00006757,History: N.A.
WBGene00006786,,,,WBGene00006786,WBGene00006786,History: Renamed on 2008-02-29
WBGene00006795,,,,WBGene00006795,WBGene00006795,History: N.A.
WBGene00006803,,,,WBGene00006803,WBGene00006803,History: N.A.
WBGene00006804,,,,WBGene00006804,WBGene00006804,"History: Split into Y37D8A.29(WBGene00303086). History of WBGene00006804: Split into ""WBGene00303086"" on 2018-03-02"
WBGene00006805,,,,WBGene00006805,WBGene00006805,History: Renamed on 2015-03-04
WBGene00006816,,,,WBGene00006816,WBGene00006816,History: N.A.
WBGene00006826,,,,WBGene00006826,WBGene00006826,History: N.A.
WBGene00006862,,,,WBGene00006862,WBGene00006862,History: N.A.
WBGene00006882,,,,WBGene00006882,WBGene00006882,History: N.A.
WBGene00006911,,,,WBGene00006911,WBGene00006911,History: N.A.
WBGene00006918,,,,WBGene00006918,WBGene00006918,History: N.A.
WBGene00006919,,,,WBGene00006919,WBGene00006919,History: N.A.
WBGene00006920,,,,WBGene00006920,WBGene00006920,History: N.A.
WBGene00006921,,,,WBGene00006921,WBGene00006921,History: N.A.
WBGene00006935,,,,WBGene00006935,WBGene00006935,History: Renamed on 2010-01-29
WBGene00006937,,,,WBGene00006937,WBGene00006937,History: N.A.
WBGene00006959,,,,WBGene00006959,WBGene00006959,History: N.A.
WBGene00007007,,,,WBGene00007007,WBGene00007007,History: N.A.
WBGene00007011,,,,WBGene00007011,WBGene00007011,History: N.A.
WBGene00007043,,,,WBGene00007043,WBGene00007043,History: Renamed on 2018-11-12
WBGene00007045,,,,WBGene00007045,WBGene00007045,History: Renamed on 2018-12-11
WBGene00007053,,,,WBGene00007053,WBGene00007053,History: N.A.
WBGene00007059,,,,WBGene00007059,WBGene00007059,History: N.A.
WBGene00007062,,,,WBGene00007062,WBGene00007062,History: Renamed on 2008-01-18
WBGene00007102,,,,WBGene00007102,WBGene00007102,History: N.A.
WBGene00007105,,,,WBGene00007105,WBGene00007105,History: N.A.
WBGene00007122,,,,WBGene00007122,WBGene00007122,History: N.A.
WBGene00007143,,,,WBGene00007143,WBGene00007143,History: N.A.
WBGene00007145,,,,WBGene00007145,WBGene00007145,History: N.A.
WBGene00007167,,,,WBGene00007167,WBGene00007167,History: Renamed on 2008-06-23
WBGene00007168,,,,WBGene00007168,WBGene00007168,History: N.A.
WBGene00007184,,,,WBGene00007184,WBGene00007184,History: Renamed on 2014-11-12
WBGene00007185,,,,WBGene00007185,WBGene00007185,History: N.A.
WBGene00007188,,,,WBGene00007188,WBGene00007188,History: N.A.
WBGene00007192,,,,WBGene00007192,WBGene00007192,History: N.A.
WBGene00007201,,,,WBGene00007201,WBGene00007201,History: N.A.
WBGene00007221,,,,WBGene00007221,WBGene00007221,History: N.A.
WBGene00007223,,,,WBGene00007223,WBGene00007223,History: N.A.
WBGene00007225,,,,WBGene00007225,WBGene00007225,History: N.A.
WBGene00007226,,,,WBGene00007226,WBGene00007226,History: N.A.
WBGene00007227,,,,WBGene00007227,WBGene00007227,History: N.A.
WBGene00007235,,,,WBGene00007235,WBGene00007235,History: N.A.
WBGene00007260,,,,WBGene00007260,WBGene00007260,"History: Split into C02C6.14(WBGene00303034). History of WBGene00007260: Renamed on 2007-07-25; Split into ""WBGene00303034"" on 2018-03-02"
WBGene00007267,,,,WBGene00007267,WBGene00007267,History: N.A.
WBGene00007277,,,,WBGene00007277,WBGene00007277,History: N.A.
WBGene00007278,,,,WBGene00007278,WBGene00007278,History: N.A.
WBGene00007287,,,,WBGene00007287,WBGene00007287,History: Renamed on 2006-04-27
WBGene00007297,,,,WBGene00007297,WBGene00007297,History: N.A.
WBGene00007330,,,,WBGene00007330,WBGene00007330,History: N.A.
WBGene00007332,,,,WBGene00007332,WBGene00007332,History: N.A.
WBGene00007333,,,,WBGene00007333,WBGene00007333,History: N.A.
WBGene00007355,,,,WBGene00007355,WBGene00007355,History: N.A.
WBGene00007390,,,,WBGene00007390,WBGene00007390,History: N.A.
WBGene00007400,,,,WBGene00007400,WBGene00007400,History: N.A.
WBGene00007435,,,,WBGene00007435,WBGene00007435,History: N.A.
WBGene00007443,,,,WBGene00007443,WBGene00007443,History: N.A.
WBGene00007449,,,,WBGene00007449,WBGene00007449,History: N.A.
WBGene00007476,,,,WBGene00007476,WBGene00007476,History: N.A.
WBGene00007488,,,,WBGene00007488,WBGene00007488,History: N.A.
WBGene00007513,,,,WBGene00007513,WBGene00007513,History: N.A.
WBGene00007523,,,,WBGene00007523,WBGene00007523,History: N.A.
WBGene00007573,,,,WBGene00007573,WBGene00007573,History: N.A.
WBGene00007574,,,,WBGene00007574,WBGene00007574,History: N.A.
WBGene00007579,,,,WBGene00007579,WBGene00007579,History: N.A.
WBGene00007580,,,,WBGene00007580,WBGene00007580,History: N.A.
WBGene00007592,,,,WBGene00007592,WBGene00007592,History: N.A.
WBGene00007621,,,,WBGene00007621,WBGene00007621,History: N.A.
WBGene00007637,,,,WBGene00007637,WBGene00007637,History: N.A.
WBGene00007651,,,,WBGene00007651,WBGene00007651,History: N.A.
WBGene00007666,,,,WBGene00007666,WBGene00007666,History: N.A.
WBGene00007686,,,,WBGene00007686,WBGene00007686,History: N.A.
WBGene00007696,,,,WBGene00007696,WBGene00007696,History: N.A.
WBGene00007709,,,,WBGene00007709,WBGene00007709,History: Renamed on 2006-06-15
WBGene00007710,,,,WBGene00007710,WBGene00007710,History: N.A.
WBGene00007711,,,,WBGene00007711,WBGene00007711,History: N.A.
WBGene00007712,,,,WBGene00007712,WBGene00007712,History: N.A.
WBGene00007732,,,,WBGene00007732,WBGene00007732,History: Renamed on 2011-09-22; Renamed on 2013-04-16
WBGene00007736,,,,WBGene00007736,WBGene00007736,History: N.A.
WBGene00007756,,,,WBGene00007756,WBGene00007756,History: N.A.
WBGene00007772,,,,WBGene00007772,WBGene00007772,History: N.A.
WBGene00007773,,,,WBGene00007773,WBGene00007773,History: N.A.
WBGene00007780,,,,WBGene00007780,WBGene00007780,History: N.A.
WBGene00007824,,,,WBGene00007824,WBGene00007824,History: N.A.
WBGene00007836,,,,WBGene00007836,WBGene00007836,History: N.A.
WBGene00007847,,,,WBGene00007847,WBGene00007847,History: N.A.
WBGene00007860,,,,WBGene00007860,WBGene00007860,History: N.A.
WBGene00007880,,,,WBGene00007880,WBGene00007880,History: N.A.
WBGene00007912,,,,WBGene00007912,WBGene00007912,History: N.A.
WBGene00007922,,,,WBGene00007922,WBGene00007922,History: N.A.
WBGene00007927,,,,WBGene00007927,WBGene00007927,History: N.A.
WBGene00007956,,,,WBGene00007956,WBGene00007956,History: N.A.
WBGene00007978,,,,WBGene00007978,WBGene00007978,History: N.A.
WBGene00007991,,,,WBGene00007991,WBGene00007991,History: N.A.
WBGene00008080,,,,WBGene00008080,WBGene00008080,History: N.A.
WBGene00008082,,,,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00008085,,,,WBGene00008085,WBGene00008085,History: N.A.
WBGene00008131,,,,WBGene00008131,WBGene00008131,History: N.A.
WBGene00008147,,,,WBGene00008147,WBGene00008147,History: N.A.
WBGene00008149,,,,WBGene00008149,WBGene00008149,History: N.A.
WBGene00008169,,,,WBGene00008169,WBGene00008169,History: N.A.
WBGene00008170,,,,WBGene00008170,WBGene00008170,History: N.A.
WBGene00008206,,,,WBGene00008206,WBGene00008206,History: N.A.
WBGene00008207,,,,WBGene00008207,WBGene00008207,History: N.A.
WBGene00008210,,,,WBGene00008210,WBGene00008210,History: N.A.
WBGene00008262,,,,WBGene00008262,WBGene00008262,History: N.A.
WBGene00008281,,,,WBGene00008281,WBGene00008281,History: N.A.
WBGene00008330,,,,WBGene00008330,WBGene00008330,"History: Split into C55A6.12(WBGene00044019). History of WBGene00008330: Split into ""WBGene00044018"" on 2004-12-03; Split into ""WBGene00044019"" on 2004-12-03"
WBGene00008338,,,,WBGene00008338,WBGene00008338,History: N.A.
WBGene00008344,,,,WBGene00008344,WBGene00008344,History: N.A.
WBGene00008410,,,,WBGene00008410,WBGene00008410,History: N.A.
WBGene00008413,,,,WBGene00008413,WBGene00008413,History: N.A.
WBGene00008414,,,,WBGene00008414,WBGene00008414,History: N.A.
WBGene00008431,,,,WBGene00008431,WBGene00008431,History: N.A.
WBGene00008440,,,,WBGene00008440,WBGene00008440,History: N.A.
WBGene00008456,,,,WBGene00008456,WBGene00008456,History: N.A.
WBGene00008457,,,,WBGene00008457,WBGene00008457,History: N.A.
WBGene00008458,,,,WBGene00008458,WBGene00008458,History: N.A.
WBGene00008459,,,,WBGene00008459,WBGene00008459,History: N.A.
WBGene00008464,,,,WBGene00008464,WBGene00008464,History: N.A.
WBGene00008502,,,,WBGene00008502,WBGene00008502,History: N.A.
WBGene00008528,,,,WBGene00008528,WBGene00008528,History: N.A.
WBGene00008530,,,,WBGene00008530,WBGene00008530,History: N.A.
WBGene00008533,,,,WBGene00008533,WBGene00008533,History: N.A.
WBGene00008561,,,,WBGene00008561,WBGene00008561,History: N.A.
WBGene00008576,,,,WBGene00008576,WBGene00008576,History: N.A.
WBGene00008580,,,,WBGene00008580,WBGene00008580,History: N.A.
WBGene00008606,,,,WBGene00008606,WBGene00008606,History: N.A.
WBGene00008641,,,,WBGene00008641,WBGene00008641,History: N.A.
WBGene00008666,,,,WBGene00008666,WBGene00008666,History: N.A.
WBGene00008686,,,,WBGene00008686,WBGene00008686,History: N.A.
WBGene00008688,,,,WBGene00008688,WBGene00008688,History: N.A.
WBGene00008720,,,,WBGene00008720,WBGene00008720,History: N.A.
WBGene00008747,,,,WBGene00008747,WBGene00008747,History: N.A.
WBGene00008774,,,,WBGene00008774,WBGene00008774,History: N.A.
WBGene00008775,,,,WBGene00008775,WBGene00008775,History: N.A.
WBGene00008805,,,,WBGene00008805,WBGene00008805,History: N.A.
WBGene00008806,,,,WBGene00008806,WBGene00008806,History: Renamed on 2008-09-09
WBGene00008822,,,,WBGene00008822,WBGene00008822,History: N.A.
WBGene00008825,,,,WBGene00008825,WBGene00008825,History: N.A.
WBGene00008860,,,,WBGene00008860,WBGene00008860,History: Renamed on 2017-02-02
WBGene00008877,,,,WBGene00008877,WBGene00008877,History: N.A.
WBGene00008918,,,,WBGene00008918,WBGene00008918,History: N.A.
WBGene00008925,,,,WBGene00008925,WBGene00008925,History: N.A.
WBGene00008940,,,,WBGene00008940,WBGene00008940,History: N.A.
WBGene00008974,,,,WBGene00008974,WBGene00008974,History: N.A.
WBGene00008976,,,,WBGene00008976,WBGene00008976,History: N.A.
WBGene00009002,,,,WBGene00009002,WBGene00009002,History: N.A.
WBGene00009011,,,,WBGene00009011,WBGene00009011,History: N.A.
WBGene00009012,,,,WBGene00009012,WBGene00009012,History: N.A.
WBGene00009013,,,,WBGene00009013,WBGene00009013,History: N.A.
WBGene00009027,,,,WBGene00009027,WBGene00009027,History: N.A.
WBGene00009051,,,,WBGene00009051,WBGene00009051,History: N.A.
WBGene00009124,,,,WBGene00009124,WBGene00009124,History: Renamed on 2008-08-08
WBGene00009128,,,,WBGene00009128,WBGene00009128,History: N.A.
WBGene00009132,,,,WBGene00009132,WBGene00009132,History: N.A.
WBGene00009138,,,,WBGene00009138,WBGene00009138,History: N.A.
WBGene00009159,,,,WBGene00009159,WBGene00009159,History: N.A.
WBGene00009164,,,,WBGene00009164,WBGene00009164,History: N.A.
WBGene00009176,,,,WBGene00009176,WBGene00009176,History: N.A.
WBGene00009177,,,,WBGene00009177,WBGene00009177,History: N.A.
WBGene00009179,,,,WBGene00009179,WBGene00009179,History: N.A.
WBGene00009187,,,,WBGene00009187,WBGene00009187,History: N.A.
WBGene00009201,,,,WBGene00009201,WBGene00009201,History: N.A.
WBGene00009202,,,,WBGene00009202,WBGene00009202,History: N.A.
WBGene00009219,,,,WBGene00009219,WBGene00009219,History: N.A.
WBGene00009262,,,,WBGene00009262,WBGene00009262,History: N.A.
WBGene00009272,,,,WBGene00009272,WBGene00009272,History: N.A.
WBGene00009294,,,,WBGene00009294,WBGene00009294,History: N.A.
WBGene00009305,,,,WBGene00009305,WBGene00009305,History: N.A.
WBGene00009341,,,,WBGene00009341,WBGene00009341,History: N.A.
WBGene00009353,,,,WBGene00009353,WBGene00009353,History: N.A.
WBGene00009364,,,,WBGene00009364,WBGene00009364,History: N.A.
WBGene00009404,,,,WBGene00009404,WBGene00009404,History: N.A.
WBGene00009435,,,,WBGene00009435,WBGene00009435,History: N.A.
WBGene00009441,,,,WBGene00009441,WBGene00009441,History: N.A.
WBGene00009445,,,,WBGene00009445,WBGene00009445,History: N.A.
WBGene00009448,,,,WBGene00009448,WBGene00009448,History: N.A.
WBGene00009455,,,,WBGene00009455,WBGene00009455,History: N.A.
WBGene00009456,,,,WBGene00009456,WBGene00009456,History: N.A.
WBGene00009469,,,,WBGene00009469,WBGene00009469,History: N.A.
WBGene00009478,,,,WBGene00009478,WBGene00009478,History: Renamed on 2010-04-16
WBGene00009508,,,,WBGene00009508,WBGene00009508,History: N.A.
WBGene00009537,,,,WBGene00009537,WBGene00009537,History: N.A.
WBGene00009553,,,,WBGene00009553,WBGene00009553,History: N.A.
WBGene00009554,,,,WBGene00009554,WBGene00009554,History: N.A.
WBGene00009559,,,,WBGene00009559,WBGene00009559,History: N.A.
WBGene00009563,,,,WBGene00009563,WBGene00009563,History: N.A.
WBGene00009580,,,,WBGene00009580,WBGene00009580,History: N.A.
WBGene00009584,,,,WBGene00009584,WBGene00009584,History: N.A.
WBGene00009606,,,,WBGene00009606,WBGene00009606,History: N.A.
WBGene00009627,,,,WBGene00009627,WBGene00009627,History: N.A.
WBGene00009648,,,,WBGene00009648,WBGene00009648,"History: Split into mrpl-21(WBGene00023422). History of WBGene00009648: Split into ""WBGene00023423"" on 2004-07-09"
WBGene00009662,,,,WBGene00009662,WBGene00009662,History: N.A.
WBGene00009664,,,,WBGene00009664,WBGene00009664,History: N.A.
WBGene00009665,,,,WBGene00009665,WBGene00009665,History: N.A.
WBGene00009667,,,,WBGene00009667,WBGene00009667,History: N.A.
WBGene00009671,,,,WBGene00009671,WBGene00009671,History: N.A.
WBGene00009678,,,,WBGene00009678,WBGene00009678,History: N.A.
WBGene00009701,,,,WBGene00009701,WBGene00009701,History: N.A.
WBGene00009726,,,,WBGene00009726,WBGene00009726,History: N.A.
WBGene00009732,,,,WBGene00009732,WBGene00009732,History: N.A.
WBGene00009734,,,,WBGene00009734,WBGene00009734,History: N.A.
WBGene00009739,,,,WBGene00009739,WBGene00009739,History: N.A.
WBGene00009776,,,,WBGene00009776,WBGene00009776,History: N.A.
WBGene00009784,,,,WBGene00009784,WBGene00009784,History: N.A.
WBGene00009820,,,,WBGene00009820,WBGene00009820,History: N.A.
WBGene00009825,,,,WBGene00009825,WBGene00009825,History: N.A.
WBGene00009829,,,,WBGene00009829,WBGene00009829,History: N.A.
WBGene00009878,,,,WBGene00009878,WBGene00009878,History: N.A.
WBGene00009899,,,,WBGene00009899,WBGene00009899,History: N.A.
WBGene00009918,,,,WBGene00009918,WBGene00009918,History: N.A.
WBGene00009921,,,,WBGene00009921,WBGene00009921,History: N.A.
WBGene00009925,,,,WBGene00009925,WBGene00009925,History: N.A.
WBGene00009930,,,,WBGene00009930,WBGene00009930,History: N.A.
WBGene00009937,,,,WBGene00009937,WBGene00009937,History: N.A.
WBGene00009939,,,,WBGene00009939,WBGene00009939,History: Renamed on 2008-02-20
WBGene00009940,,,,WBGene00009940,WBGene00009940,History: N.A.
WBGene00009944,,,,WBGene00009944,WBGene00009944,History: N.A.
WBGene00009977,,,,WBGene00009977,WBGene00009977,History: N.A.
WBGene00009978,,,,WBGene00009978,WBGene00009978,History: N.A.
WBGene00009987,,,,WBGene00009987,WBGene00009987,History: N.A.
WBGene00010042,,,,WBGene00010042,WBGene00010042,History: N.A.
WBGene00010044,,,,WBGene00010044,WBGene00010044,History: N.A.
WBGene00010052,,,,WBGene00010052,WBGene00010052,History: N.A.
WBGene00010055,,,,WBGene00010055,WBGene00010055,History: N.A.
WBGene00010075,,,,WBGene00010075,WBGene00010075,History: N.A.
WBGene00010081,,,,WBGene00010081,WBGene00010081,History: N.A.
WBGene00010093,,,,WBGene00010093,WBGene00010093,History: N.A.
WBGene00010094,,,,WBGene00010094,WBGene00010094,History: N.A.
WBGene00010096,,,,WBGene00010096,WBGene00010096,History: N.A.
WBGene00010113,,,,WBGene00010113,WBGene00010113,History: N.A.
WBGene00010130,,,,WBGene00010130,WBGene00010130,History: N.A.
WBGene00010159,,,,WBGene00010159,WBGene00010159,History: N.A.
WBGene00010160,,,,WBGene00010160,WBGene00010160,History: N.A.
WBGene00010178,,,,WBGene00010178,WBGene00010178,History: N.A.
WBGene00010192,,,,WBGene00010192,WBGene00010192,History: N.A.
WBGene00010194,,,,WBGene00010194,WBGene00010194,History: N.A.
WBGene00010199,,,,WBGene00010199,WBGene00010199,History: N.A.
WBGene00010227,,,,WBGene00010227,WBGene00010227,History: N.A.
WBGene00010230,,,,WBGene00010230,WBGene00010230,History: N.A.
WBGene00010231,,,,WBGene00010231,WBGene00010231,History: N.A.
WBGene00010255,,,,WBGene00010255,WBGene00010255,History: N.A.
WBGene00010264,,,,WBGene00010264,WBGene00010264,History: N.A.
WBGene00010272,,,,WBGene00010272,WBGene00010272,History: N.A.
WBGene00010288,,,,WBGene00010288,WBGene00010288,History: N.A.
WBGene00010304,,,,WBGene00010304,WBGene00010304,History: N.A.
WBGene00010326,,,,WBGene00010326,WBGene00010326,History: N.A.
WBGene00010333,,,,WBGene00010333,WBGene00010333,History: N.A.
WBGene00010337,,,,WBGene00010337,WBGene00010337,History: N.A.
WBGene00010397,,,,WBGene00010397,WBGene00010397,History: N.A.
WBGene00010408,,,,WBGene00010408,WBGene00010408,History: N.A.
WBGene00010416,,,,WBGene00010416,WBGene00010416,History: N.A.
WBGene00010427,,,,WBGene00010427,WBGene00010427,History: N.A.
WBGene00010428,,,,WBGene00010428,WBGene00010428,History: N.A.
WBGene00010437,,,,WBGene00010437,WBGene00010437,History: N.A.
WBGene00010444,,,,WBGene00010444,WBGene00010444,History: N.A.
WBGene00010458,,,,WBGene00010458,WBGene00010458,History: N.A.
WBGene00010471,,,,WBGene00010471,WBGene00010471,History: N.A.
WBGene00010481,,,,WBGene00010481,WBGene00010481,History: N.A.
WBGene00010493,,,,WBGene00010493,WBGene00010493,History: N.A.
WBGene00010498,,,,WBGene00010498,WBGene00010498,History: N.A.
WBGene00010502,,,,WBGene00010502,WBGene00010502,History: N.A.
WBGene00010519,,,,WBGene00010519,WBGene00010519,History: N.A.
WBGene00010537,,,,WBGene00010537,WBGene00010537,History: N.A.
WBGene00010542,,,,WBGene00010542,WBGene00010542,History: N.A.
WBGene00010565,,,,WBGene00010565,WBGene00010565,History: N.A.
WBGene00010608,,,,WBGene00010608,WBGene00010608,"History: Split into K07A1.17(WBGene00044987). History of WBGene00010608: Split into ""WBGene00044987"" on 2006-09-04"
WBGene00010624,,,,WBGene00010624,WBGene00010624,History: N.A.
WBGene00010670,,,,WBGene00010670,WBGene00010670,History: N.A.
WBGene00010678,,,,WBGene00010678,WBGene00010678,History: N.A.
WBGene00010681,,,,WBGene00010681,WBGene00010681,History: N.A.
WBGene00010702,,,,WBGene00010702,WBGene00010702,History: N.A.
WBGene00010721,,,,WBGene00010721,WBGene00010721,History: N.A.
WBGene00010723,,,,WBGene00010723,WBGene00010723,History: N.A.
WBGene00010730,,,,WBGene00010730,WBGene00010730,History: N.A.
WBGene00010738,,,,WBGene00010738,WBGene00010738,History: N.A.
WBGene00010744,,,,WBGene00010744,WBGene00010744,History: N.A.
WBGene00010758,,,,WBGene00010758,WBGene00010758,History: N.A.
WBGene00010771,,,,WBGene00010771,WBGene00010771,History: N.A.
WBGene00010776,,,,WBGene00010776,WBGene00010776,"History: Split into K11E4.6(WBGene00077679). History of WBGene00010776: Renamed on 2006-12-15; Split into ""WBGene00077679"" on 2008-02-22"
WBGene00010778,,,,WBGene00010778,WBGene00010778,History: N.A.
WBGene00010815,,,,WBGene00010815,WBGene00010815,History: N.A.
WBGene00010828,,,,WBGene00010828,WBGene00010828,History: N.A.
WBGene00010878,,,,WBGene00010878,WBGene00010878,History: N.A.
WBGene00010905,,,,WBGene00010905,WBGene00010905,History: N.A.
WBGene00010913,,,,WBGene00010913,WBGene00010913,History: N.A.
WBGene00010922,,,,WBGene00010922,WBGene00010922,"History: Split into M142.8(WBGene00043057). History of WBGene00010922: Split into ""WBGene00043057"" on 2004-09-14"
WBGene00010923,,,,WBGene00010923,WBGene00010923,History: N.A.
WBGene00010942,,,,WBGene00010942,WBGene00010942,History: N.A.
WBGene00010951,,,,WBGene00010951,WBGene00010951,History: N.A.
WBGene00011015,,,,WBGene00011015,WBGene00011015,History: N.A.
WBGene00011016,,,,WBGene00011016,WBGene00011016,History: N.A.
WBGene00011017,,,,WBGene00011017,WBGene00011017,History: N.A.
WBGene00011028,,,,WBGene00011028,WBGene00011028,History: N.A.
WBGene00011032,,,,WBGene00011032,WBGene00011032,History: N.A.
WBGene00011034,,,,WBGene00011034,WBGene00011034,History: N.A.
WBGene00011036,,,,WBGene00011036,WBGene00011036,History: N.A.
WBGene00011038,,,,WBGene00011038,WBGene00011038,History: N.A.
WBGene00011050,,,,WBGene00011050,WBGene00011050,History: N.A.
WBGene00011054,,,,WBGene00011054,WBGene00011054,History: N.A.
WBGene00011056,,,,WBGene00011056,WBGene00011056,History: N.A.
WBGene00011062,,,,WBGene00011062,WBGene00011062,History: N.A.
WBGene00011142,,,,WBGene00011142,WBGene00011142,History: N.A.
WBGene00011221,,,,WBGene00011221,WBGene00011221,History: N.A.
WBGene00011225,,,,WBGene00011225,WBGene00011225,History: N.A.
WBGene00011232,,,,WBGene00011232,WBGene00011232,History: N.A.
WBGene00011242,,,,WBGene00011242,WBGene00011242,History: N.A.
WBGene00011274,,,,WBGene00011274,WBGene00011274,History: N.A.
WBGene00011276,,,,WBGene00011276,WBGene00011276,History: N.A.
WBGene00011280,,,,WBGene00011280,WBGene00011280,History: N.A.
WBGene00011304,,,,WBGene00011304,WBGene00011304,History: N.A.
WBGene00011306,,,,WBGene00011306,WBGene00011306,History: N.A.
WBGene00011309,,,,WBGene00011309,WBGene00011309,History: N.A.
WBGene00011344,,,,WBGene00011344,WBGene00011344,History: N.A.
WBGene00011361,,,,WBGene00011361,WBGene00011361,History: N.A.
WBGene00011391,,,,WBGene00011391,WBGene00011391,History: N.A.
WBGene00011408,,,,WBGene00011408,WBGene00011408,History: N.A.
WBGene00011411,,,,WBGene00011411,WBGene00011411,History: N.A.
WBGene00011412,,,,WBGene00011412,WBGene00011412,History: N.A.
WBGene00011431,,,,WBGene00011431,WBGene00011431,History: N.A.
WBGene00011432,,,,WBGene00011432,WBGene00011432,History: N.A.
WBGene00011440,,,,WBGene00011440,WBGene00011440,History: N.A.
WBGene00011444,,,,WBGene00011444,WBGene00011444,History: Renamed on 2021-04-19
WBGene00011503,,,,WBGene00011503,WBGene00011503,History: N.A.
WBGene00011509,,,,WBGene00011509,WBGene00011509,History: N.A.
WBGene00011510,,,,WBGene00011510,WBGene00011510,History: N.A.
WBGene00011522,,,,WBGene00011522,WBGene00011522,History: N.A.
WBGene00011527,,,,WBGene00011527,WBGene00011527,History: N.A.
WBGene00011529,,,,WBGene00011529,WBGene00011529,History: N.A.
WBGene00011538,,,,WBGene00011538,WBGene00011538,History: N.A.
WBGene00011543,,,,WBGene00011543,WBGene00011543,History: N.A.
WBGene00011558,,,,WBGene00011558,WBGene00011558,History: N.A.
WBGene00011578,,,,WBGene00011578,WBGene00011578,History: N.A.
WBGene00011631,,,,WBGene00011631,WBGene00011631,History: N.A.
WBGene00011637,,,,WBGene00011637,WBGene00011637,History: Renamed on 2018-08-01
WBGene00011642,,,,WBGene00011642,WBGene00011642,History: N.A.
WBGene00011664,,,,WBGene00011664,WBGene00011664,History: N.A.
WBGene00011679,,,,WBGene00011679,WBGene00011679,History: N.A.
WBGene00011680,,,,WBGene00011680,WBGene00011680,History: N.A.
WBGene00011738,,,,WBGene00011738,WBGene00011738,History: N.A.
WBGene00011739,,,,WBGene00011739,WBGene00011739,History: N.A.
WBGene00011740,,,,WBGene00011740,WBGene00011740,History: N.A.
WBGene00011741,,,,WBGene00011741,WBGene00011741,History: N.A.
WBGene00011743,,,,WBGene00011743,WBGene00011743,History: N.A.
WBGene00011747,,,,WBGene00011747,WBGene00011747,History: N.A.
WBGene00011759,,,,WBGene00011759,WBGene00011759,History: N.A.
WBGene00011773,,,,WBGene00011773,WBGene00011773,History: N.A.
WBGene00011776,,,,WBGene00011776,WBGene00011776,History: Renamed on 2018-12-11
WBGene00011802,,,,WBGene00011802,WBGene00011802,History: N.A.
WBGene00011820,,,,WBGene00011820,WBGene00011820,History: N.A.
WBGene00011823,,,,WBGene00011823,WBGene00011823,History: N.A.
WBGene00011858,,,,WBGene00011858,WBGene00011858,History: N.A.
WBGene00011886,,,,WBGene00011886,WBGene00011886,History: N.A.
WBGene00011887,,,,WBGene00011887,WBGene00011887,History: N.A.
WBGene00011898,,,,WBGene00011898,WBGene00011898,History: N.A.
WBGene00011904,,,,WBGene00011904,WBGene00011904,History: N.A.
WBGene00011914,,,,WBGene00011914,WBGene00011914,History: N.A.
WBGene00011916,,,,WBGene00011916,WBGene00011916,History: N.A.
WBGene00011920,,,,WBGene00011920,WBGene00011920,History: N.A.
