# The gene names are based on WS215 annotation,
# ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
C48B6.3,C48B6.3,C48B6.3,WBGene00016741,Public name for WBGene00016741. History: N.A.
C48E7.7,C48E7.7,C48E7.7,WBGene00016752,Public name for WBGene00016752. History: N.A.
C49A1.2,C49A1.2,C49A1.2,WBGene00008185,Sequence name for WBGene00008185(best-10). History: N.A.
C49A1.3,C49A1.3,C49A1.3,WBGene00008186,Sequence name for WBGene00008186(best-11). History: N.A.
C49C8.1,C49C8.1,C49C8.1,WBGene00016765,Public name for WBGene00016765. History: N.A.
C49D10.10,C49D10.10,C49D10.10,WBGene00016778,Sequence name for WBGene00016778(nep-3). History: N.A.
C50B8.1,C50B8.1,C50B8.1,WBGene00008224,Sequence name for WBGene00008224(slrp-1). History: N.A.
C50C3.2,C50C3.2,C50C3.2,WBGene00016800,Public name for WBGene00016800. History: N.A.
C50D2.3,C50D2.3,C50D2.3,WBGene00016807,Sequence name for WBGene00016807(txt-1). History: N.A.
C50E10.2,C50E10.2,C50E10.2,WBGene00016826,Public name for WBGene00016826. History: N.A.
C50F2.5,C50F2.5,C50F2.5,WBGene00016839,Public name for WBGene00016839. History: N.A.
C50F4.10,C50F4.10,C50F4.10,WBGene00008235,Public name for WBGene00008235. History: N.A.
C50F4.14,C50F4.14,C50F4.14,WBGene00008237,Sequence name for WBGene00008237(nstp-10). History: N.A.
C50F7.3,C50F7.3,C50F7.3,WBGene00016843,Public name for WBGene00016843. History: N.A.
C51E3.10,C51E3.10,C51E3.10,WBGene00008255,Public name for WBGene00008255. History: N.A.
C52E4.7,C52E4.7,C52E4.7,WBGene00008259,Public name for WBGene00008259. History: N.A.
C53B4.2,C53B4.2,C53B4.2,WBGene00008272,Public name for WBGene00008272. History: N.A.
C53D5.1,C53D5.1,C53D5.1,WBGene00016902,Public name for WBGene00016902. History: N.A.
C53D6.10,C53D6.10,C53D6.10,WBGene00023424,Public name for WBGene00023424. History: N.A.
C54D10.4,C54D10.4,C54D10.4,WBGene00008299,Public name for WBGene00008299. History: N.A.
C54G4.2,C54G4.2,C54G4.2,WBGene00008312,Public name for WBGene00008312. History: N.A.
C54G4.3,C54G4.3,C54G4.3,WBGene00008313,Public name for WBGene00008313. History: N.A.
C54G4.7,C54G4.7,C54G4.7,WBGene00008317,Public name for WBGene00008317. History: N.A.
C55A6.11,C55A6.11,C55A6.11,WBGene00008340,Public name for WBGene00008340. History: N.A.
C55A6.3,C55A6.3,C55A6.3,WBGene00008332,Public name for WBGene00008332. History: N.A.
C55A6.4,C55A6.4,C55A6.4,WBGene00008333,Public name for WBGene00008333. History: N.A.
C55A6.7,C55A6.7,C55A6.7,WBGene00008336,Public name for WBGene00008336. History: N.A.
C55B7.3,C55B7.3,C55B7.3,WBGene00016942,Public name for WBGene00016942. History: N.A.
C55C3.3,C55C3.3,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
C55C3.4,C55C3.4,C55C3.4,WBGene00016954,Public name for WBGene00016954. History: N.A.
C55C3.6,C55C3.6,C55C3.6,WBGene00016956,Public name for WBGene00016956. History: N.A.
C56C10.6,C56C10.6,C56C10.6,WBGene00016963,Public name for WBGene00016963. History: N.A.
C56G2.1,C56G2.1,C56G2.1,WBGene00016977,Sequence name for WBGene00016977(akap-1). History: N.A.
C56G2.5,C56G2.5,C56G2.5,WBGene00016980,Public name for WBGene00016980. History: N.A.
C56G2.7,C56G2.7,C56G2.7,WBGene00016981,Sequence name for WBGene00016981(rpn-13). History: N.A.
capg-1,F29D11.2,capg-1,WBGene00009254,Public name for WBGene00009254. History: N.A.
cash-1,K07C5.8,cash-1,WBGene00010631,Public name for WBGene00010631. History: N.A.
catp-4,C01G12.8,catp-4,WBGene00007248,Public name for WBGene00007248. History: N.A.
catp-7,Y59H11AR.2,catp-7,WBGene00022010,Public name for WBGene00022010. History: N.A.
cchl-1,T06D8.6,cchl-1,WBGene00011527,Public name for WBGene00011527. History: N.A.
cco-1,F26E4.9,cco-1,WBGene00000371,Other name for WBGene00000371(cox-5B). History: Renamed on 2017-09-05
cco-2,Y37D8A.14,cco-2,WBGene00012553,Other name for WBGene00012553(cox-5A). History: Renamed on 2017-09-05
ccr-4,ZC518.3,ccr-4,WBGene00000376,Public name for WBGene00000376. History: N.A.
cdc-25.4,R05H5.2,cdc-25.4,WBGene00000389,Public name for WBGene00000389. History: N.A.
cdc-37,W08F4.8,cdc-37,WBGene00021097,Public name for WBGene00021097. History: N.A.
cdc-48.1,C06A1.1,cdc-48.1,WBGene00007352,Public name for WBGene00007352. History: Renamed on 2005-03-17
cdc-48.2,C41C4.8,cdc-48.2,WBGene00008053,Public name for WBGene00008053. History: N.A.
cdk-1,T05G5.3,cdk-1,WBGene00000405,Public name for WBGene00000405. History: N.A.
ced-12,Y106G6E.5,ced-12,WBGene00000426,Public name for WBGene00000426. History: N.A.
ced-4,C35D10.9,ced-4,WBGene00000418,Public name for WBGene00000418. History: N.A.
cee-1,F26F4.1,cee-1,WBGene00017825,Public name for WBGene00017825. History: N.A.
ceh-48,C17H12.9,ceh-48,WBGene00015934,Public name for WBGene00015934. History: N.A.
cey-4,Y39A1C.3,cey-4,WBGene00000475,Public name for WBGene00000475. History: N.A.
cgt-3,F59G1.1,cgt-3,WBGene00019127,Public name for WBGene00019127. History: N.A.
chc-1,T20G5.1,chc-1,WBGene00011867,Public name for WBGene00011867. History: Renamed on 2008-04-30
cks-1,C09G4.3,cks-1,WBGene00001051,Public name for WBGene00001051. History: Renamed on 2007-08-17
clec-119,F47F6.5,clec-119,WBGene00018575,Public name for WBGene00018575. History: N.A.
clec-123,Y25C1A.1,clec-123,WBGene00021288,Public name for WBGene00021288. History: N.A.
clec-142,K01C8.8,clec-142,WBGene00010460,Public name for WBGene00010460. History: N.A.
clec-151,F10F2.7,clec-151,WBGene00008659,Public name for WBGene00008659. History: N.A.
clec-153,F10F2.8,clec-153,WBGene00008660,Public name for WBGene00008660. History: N.A.
clec-175,R08C7.6,clec-175,WBGene00019950,Public name for WBGene00019950. History: N.A.
clec-73,Y46C8AL.1,clec-73,WBGene00021579,Public name for WBGene00021579. History: N.A.
clec-79,F47C12.4,clec-79,WBGene00018548,Public name for WBGene00018548. History: N.A.
clic-1,T05B11.3,clic-1,WBGene00020246,Public name for WBGene00020246. History: Renamed on 2008-04-30
clpp-1,ZK970.2,clpp-1,WBGene00014172,Public name for WBGene00014172. History: N.A.
cmd-1,T21H3.3,cmd-1,WBGene00000552,Public name for WBGene00000552. History: N.A.
cnx-1,ZK632.6,cnx-1,WBGene00000567,Public name for WBGene00000567. History: N.A.
cogc-2,C06G3.10,cogc-2,WBGene00000585,Public name for WBGene00000585. History: Renamed on 2006-01-17
cpb-2,C30B5.3,cpb-2,WBGene00000771,Public name for WBGene00000771. History: N.A.
cpn-1,F43G9.9,cpn-1,WBGene00000777,Public name for WBGene00000777. History: N.A.
cpna-3,C01F6.1,cpna-3,WBGene00007221,Public name for WBGene00007221. History: N.A.
cpt-1,Y46G5A.17,cpt-1,WBGene00012907,Public name for WBGene00012907. History: N.A.
crt-1,Y38A10A.5,crt-1,WBGene00000802,Public name for WBGene00000802. History: N.A.
csc-1,Y48E1B.12,csc-1,WBGene00000804,Public name for WBGene00000804. History: N.A.
csr-1,F20D12.1,csr-1,WBGene00017641,Public name for WBGene00017641. History: N.A.. Other name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
cth-2,ZK1127.10,cth-2,WBGene00022856,Public name for WBGene00022856. History: N.A.
cts-1,T20G5.2,cts-1,WBGene00000833,Public name for WBGene00000833. History: N.A.
cul-1,D2045.6,cul-1,WBGene00000836,Public name for WBGene00000836. History: N.A.
cul-3,Y108G3AL.1,cul-3,WBGene00000838,Public name for WBGene00000838. History: N.A.
cup-2,F25D7.1,cup-2,WBGene00000843,Public name for WBGene00000843. History: Renamed on 2005-08-18; Renamed on 2013-11-18
cyc-1,C54G4.8,cyc-1,WBGene00000869,Public name for WBGene00000869. History: N.A.
cyc-2.2,ZC116.2,cyc-2.2,WBGene00013854,Public name for WBGene00013854. History: N.A.
cyk-4,K08E3.6,cyk-4,WBGene00000875,Public name for WBGene00000875. History: N.A.
cyn-2,ZK520.5,cyn-2,WBGene00000878,Public name for WBGene00000878. History: N.A.
cyn-5,F31C3.1,cyn-5,WBGene00000881,Public name for WBGene00000881. History: N.A.
czw-1,F20D12.4,czw-1,WBGene00017643,Public name for WBGene00017643. History: N.A.
D1014.2,D1014.2,D1014.2,WBGene00017015,"Public name for WBGene00017015. History: Split into D1014.13(WBGene00303233). History of WBGene00017015: Split into ""WBGene00303233"" on 2018-05-16"
D1022.9,D1022.9,D1022.9,WBGene00044300,Public name for WBGene00044300. History: N.A.
D1037.5,D1037.5,D1037.5,WBGene00017026,Sequence name for WBGene00017026(ipla-4). History: N.A.
D1081.11,D1081.11,D1081.11,WBGene00050879,Public name for WBGene00050879. History: N.A.
D1081.12,D1081.12,D1081.12,WBGene00086554,Public name for WBGene00086554. History: N.A.
D1081.3,D1081.3,D1081.3,WBGene00008381,"Public name for WBGene00008381. History: Split into D1081.10(WBGene00045508), D1081.19(WBGene00304981). History of WBGene00008381: Split into ""WBGene00045508"" on 2007-07-26; Split into ""WBGene00304981"" on 2019-09-26"
D1081.5,D1081.5,D1081.5,WBGene00008383,Public name for WBGene00008383. History: N.A.
D1081.7,D1081.7,D1081.7,WBGene00008385,Sequence name for WBGene00008385(lotr-1). History: N.A.
D1086.17,D1086.17,D1086.17,WBGene00045355,Public name for WBGene00045355. History: N.A.
D2030.1,D2030.1,D2030.1,WBGene00008411,Sequence name for WBGene00008411(mans-1). History: N.A.
D2030.4,D2030.4,D2030.4,WBGene00008414,Public name for WBGene00008414. History: N.A.
D2062.13,D2062.13,D2062.13,WBGene00194711,Public name for WBGene00194711. History: N.A.
D2062.4,D2062.4,D2062.4,WBGene00017056,Public name for WBGene00017056. History: N.A.
D2062.6,D2062.6,D2062.6,WBGene00017058,Sequence name for WBGene00017058(msrp-6). History: N.A.
D2062.7,D2062.7,D2062.7,WBGene00017059,Sequence name for WBGene00017059(msrp-5). History: N.A.
D2063.4,D2063.4,D2063.4,WBGene00044529,Sequence name for WBGene00044529(irld-1). History: N.A.
D2089.2,D2089.2,D2089.2,WBGene00008433,Sequence name for WBGene00008433(marc-2). History: N.A.
D2092.1,D2092.1,D2092.1,WBGene00017063,Sequence name for WBGene00017063(mctp-1). History: N.A.
dad-1,F57B10.10,dad-1,WBGene00000896,Public name for WBGene00000896. History: N.A.
daf-21,C47E8.5,daf-21,WBGene00000915,Other name for WBGene00000915(hsp-90). History: Renamed on 2017-08-01
dct-9,W03F11.3,dct-9,WBGene00021006,Public name for WBGene00021006. History: N.A.
deps-1,Y65B4BL.2,deps-1,WBGene00022034,Public name for WBGene00022034. History: N.A.
dhc-1,T21E12.4,dhc-1,WBGene00000962,Public name for WBGene00000962. History: N.A.
dlc-1,T26A5.9,dlc-1,WBGene00001005,Public name for WBGene00001005. History: N.A.
dlc-6,Y106G6G.3,dlc-6,WBGene00013712,Public name for WBGene00013712. History: N.A.
dml-1,Y54G2A.5,dml-1,WBGene00021871,"Public name for WBGene00021871. History: Split into dib-1(WBGene00235102). History of WBGene00021871: Split into ""WBGene00235102"" on 2012-12-21"
dnj-12,F39B2.10,dnj-12,WBGene00001030,Public name for WBGene00001030. History: N.A.
dnj-16,R74.4,dnj-16,WBGene00001034,Public name for WBGene00001034. History: N.A.
dnj-19,T05C3.5,dnj-19,WBGene00001037,Public name for WBGene00001037. History: Renamed on 2005-12-16
dnj-2,B0035.2,dnj-2,WBGene00001020,Public name for WBGene00001020. History: N.A.
dnj-20,T15H9.7,dnj-20,WBGene00001038,Public name for WBGene00001038. History: N.A.
dnj-28,Y54E10BL.4,dnj-28,WBGene00001046,Public name for WBGene00001046. History: N.A.
dnj-29,Y63D3A.6,dnj-29,WBGene00001047,Public name for WBGene00001047. History: N.A.
dnj-5,C04A2.7,dnj-5,WBGene00001023,Public name for WBGene00001023. History: N.A.
dpf-3,K02F2.1,dpf-3,WBGene00001056,Public name for WBGene00001056. History: N.A.
dylt-3,T05C12.5,dylt-3,WBGene00011469,Public name for WBGene00011469. History: N.A.
E01A2.6,E01A2.6,E01A2.6,WBGene00017088,Sequence name for WBGene00017088(akir-1). History: N.A.
E03H12.5,E03H12.5,E03H12.5,WBGene00017112,Public name for WBGene00017112. History: N.A.
E03H12.7,E03H12.7,E03H12.7,WBGene00017114,Public name for WBGene00017114. History: N.A.
E04A4.5,E04A4.5,E04A4.5,WBGene00017119,Sequence name for WBGene00017119(timm-17B.1). History: Renamed on 2017-01-05
E04D5.1,E04D5.1,E04D5.1,WBGene00008480,Sequence name for WBGene00008480(eif-2A). History: N.A.
ebp-2,VW02B12L.3,ebp-2,WBGene00012156,Public name for WBGene00012156. History: N.A.
ech-4,R06F6.9,ech-4,WBGene00001153,Public name for WBGene00001153. History: Renamed on 2005-04-01
ect-2,T19E10.1,ect-2,WBGene00002297,Public name for WBGene00002297. History: Renamed on 2005-09-28
eel-1,Y67D8C.5,eel-1,WBGene00022069,Public name for WBGene00022069. History: N.A.
eft-2,F25H5.4,eft-2,WBGene00001167,Other name for WBGene00001167(eef-2). History: Renamed on 2010-08-03
eft-3,F31E3.5,eft-3,WBGene00001168,Other name for WBGene00001168(eef-1A.1). History: Renamed on 2005-09-08; Renamed on 2010-08-03
egl-45,C27D11.1,egl-45,WBGene00001209,Public name for WBGene00001209. History: N.A.
eif-1,T27F7.3,eif-1,WBGene00020868,"Public name for WBGene00020868. History: Split into pigb-1(WBGene00194986). History of WBGene00020868: Split into ""WBGene00194986"" on 2010-02-19"
eif-1.A,H06H21.3,eif-1.A,WBGene00019162,Public name for WBGene00019162. History: N.A.
eif-3.D,R08D7.3,eif-3.D,WBGene00001227,Public name for WBGene00001227. History: N.A.
eif-3.G,F22B5.2,eif-3.G,WBGene00001230,Public name for WBGene00001230. History: N.A.
elo-1,F56H11.4,elo-1,WBGene00001239,Public name for WBGene00001239. History: N.A.
elo-4,C40H1.4,elo-4,WBGene00001242,Public name for WBGene00001242. History: N.A.
elo-7,F56H11.3,elo-7,WBGene00001245,Public name for WBGene00001245. History: N.A.
elo-8,Y47D3A.30,elo-8,WBGene00001246,"Public name for WBGene00001246. History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
emo-1,F32D8.6,emo-1,WBGene00001303,Other name for WBGene00001303(sec-61.G). History: Renamed on 2019-05-20
enol-1,T21B10.2,enol-1,WBGene00011884,Public name for WBGene00011884. History: N.A.
ent-3,K02E11.1,ent-3,WBGene00010510,Public name for WBGene00010510. History: N.A.
ero-1,Y105E8B.8,ero-1,WBGene00001334,Public name for WBGene00001334. History: N.A.
exl-1,F26H11.5,exl-1,WBGene00001371,Public name for WBGene00001371. History: N.A.
F01D5.8,F01D5.8,F01D5.8,WBGene00008498,Public name for WBGene00008498. History: N.A.
F01G10.5,F01G10.5,F01G10.5,WBGene00008508,Public name for WBGene00008508. History: N.A.
F02A9.4,F02A9.4,F02A9.4,WBGene00008514,"Sequence name for WBGene00008514(mrpl-44). History: Split into mccc-2(WBGene00303021). History of WBGene00008514: Split into ""WBGene00303021"" on 2018-03-06"
F02C9.1,F02C9.1,F02C9.1,WBGene00017172,Public name for WBGene00017172. History: N.A.
F02C9.4,F02C9.4,F02C9.4,WBGene00017175,Sequence name for WBGene00017175(irld-3). History: N.A.
F02E9.3,F02E9.3,F02E9.3,WBGene00008529,Public name for WBGene00008529. History: N.A.
F02E9.5,F02E9.5,F02E9.5,WBGene00008530,Public name for WBGene00008530. History: N.A.
F02E9.9,F02E9.9,F02E9.9,WBGene00008532,Sequence name for WBGene00008532(dpt-1). History: N.A.
F07A5.2,F07A5.2,F07A5.2,WBGene00008541,Public name for WBGene00008541. History: N.A.
F07D3.3,F07D3.3,F07D3.3,WBGene00008556,Public name for WBGene00008556. History: N.A.
F07E5.8,F07E5.8,F07E5.8,WBGene00017213,Public name for WBGene00017213. History: N.A.
F07F6.1,F07F6.1,F07F6.1,WBGene00017215,Public name for WBGene00017215. History: N.A.
F07H5.10,F07H5.10,F07H5.10,WBGene00008561,Public name for WBGene00008561. History: N.A.
F08A8.8,F08A8.8,F08A8.8,WBGene00045468,Public name for WBGene00045468. History: N.A.
F08F8.6,F08F8.6,F08F8.6,WBGene00017271,Public name for WBGene00017271. History: N.A.
F08H9.2,F08H9.2,F08H9.2,WBGene00008590,Public name for WBGene00008590. History: N.A.
F09C12.8,F09C12.8,F09C12.8,WBGene00017279,Public name for WBGene00017279. History: N.A.
F09F7.4,F09F7.4,F09F7.4,WBGene00017301,Sequence name for WBGene00017301(hach-1). History: N.A.
F09G2.3,F09G2.3,F09G2.3,WBGene00017312,Sequence name for WBGene00017312(pitr-5). History: N.A.
F10C1.3,F10C1.3,F10C1.3,WBGene00017325,Public name for WBGene00017325. History: N.A.
F10C5.2,F10C5.2,F10C5.2,WBGene00017328,Sequence name for WBGene00017328(nemp-1). History: N.A.
F10D11.3,F10D11.3,F10D11.3,WBGene00008649,Public name for WBGene00008649. History: N.A.
F10D11.5,F10D11.5,F10D11.5,WBGene00008651,Public name for WBGene00008651. History: N.A.
F10E9.2,F10E9.2,F10E9.2,WBGene00017354,Public name for WBGene00017354. History: N.A.
F10G7.12,F10G7.12,F10G7.12,WBGene00044744,Public name for WBGene00044744. History: N.A.
F11A10.2,F11A10.2,F11A10.2,WBGene00008683,Sequence name for WBGene00008683(repo-1). History: N.A.
F11A10.6,F11A10.6,F11A10.6,WBGene00008687,Public name for WBGene00008687. History: N.A.
F11G11.14,F11G11.14,F11G11.14,WBGene00044384,Public name for WBGene00044384. History: N.A.
F11G11.4,F11G11.4,F11G11.4,WBGene00017384,Public name for WBGene00017384. History: N.A.
F11G11.9,F11G11.9,F11G11.9,WBGene00017387,Sequence name for WBGene00017387(mpst-4). History: N.A.
F12A10.4,F12A10.4,F12A10.4,WBGene00017393,Sequence name for WBGene00017393(nep-5). History: N.A.
F13A7.1,F13A7.1,F13A7.1,WBGene00008724,Public name for WBGene00008724. History: N.A.
F13A7.7,F13A7.7,F13A7.7,WBGene00008725,Public name for WBGene00008725. History: N.A.
F13D12.5,F13D12.5,F13D12.5,WBGene00008740,Public name for WBGene00008740. History: N.A.
F13D12.9,F13D12.9,F13D12.9,WBGene00008743,Sequence name for WBGene00008743(fcmt-1). History: N.A.
F13E9.5,F13E9.5,F13E9.5,WBGene00008754,Public name for WBGene00008754. History: N.A.
F13G11.2,F13G11.2,F13G11.2,WBGene00008772,Sequence name for WBGene00008772(irld-4). History: N.A.
F13H10.8,F13H10.8,F13H10.8,WBGene00044784,Public name for WBGene00044784. History: N.A.
F13H8.12,F13H8.12,F13H8.12,WBGene00017444,Public name for WBGene00017444. History: N.A.
F13H8.8,F13H8.8,F13H8.8,WBGene00017441,Public name for WBGene00017441. History: N.A.
F14B4.2,F14B4.2,F14B4.2,WBGene00008780,Sequence name for WBGene00008780(hxk-1). History: N.A.
F14E5.2,F14E5.2,F14E5.2,WBGene00008800,Public name for WBGene00008800. History: N.A.
F14F7.4,F14F7.4,F14F7.4,WBGene00008811,Public name for WBGene00008811. History: N.A.
F14H8.8,F14H8.8,F14H8.8,WBGene00077582,Public name for WBGene00077582. History: N.A.
F15B10.3,F15B10.3,F15B10.3,WBGene00017481,Public name for WBGene00017481. History: N.A.
F15C11.2,F15C11.2,F15C11.2,WBGene00008852,Sequence name for WBGene00008852(ubql-1). History: N.A.
F15H10.7,F15H10.7,F15H10.7,WBGene00008874,Public name for WBGene00008874. History: N.A.
F16C3.4,F16C3.4,F16C3.4,WBGene00044243,Public name for WBGene00044243. History: N.A.
F17C11.9,F17C11.9,F17C11.9,WBGene00008920,Sequence name for WBGene00008920(eef-1G). History: N.A.
F17C8.7,F17C8.7,F17C8.7,WBGene00008912,Public name for WBGene00008912. History: N.A.
F17E9.5,F17E9.5,F17E9.5,WBGene00017542,Public name for WBGene00017542. History: N.A.
F18A12.1,F18A12.1,F18A12.1,WBGene00017550,Sequence name for WBGene00017550(nep-6). History: N.A.
F18A12.2,F18A12.2,F18A12.2,WBGene00017551,Public name for WBGene00017551. History: N.A.
F18A12.4,F18A12.4,F18A12.4,WBGene00017553,Sequence name for WBGene00017553(nep-8). History: N.A.
F18A12.6,F18A12.6,F18A12.6,WBGene00017555,Sequence name for WBGene00017555(nep-10). History: N.A.
F18C12.4,F18C12.4,F18C12.4,WBGene00008935,Public name for WBGene00008935. History: N.A.
F18C5.4,F18C5.4,F18C5.4,WBGene00017559,Sequence name for WBGene00017559(mpz-3). History: N.A.
F19B6.1,F19B6.1,F19B6.1,WBGene00008948,Public name for WBGene00008948. History: N.A.
F20D6.6,F20D6.6,F20D6.6,WBGene00017636,Public name for WBGene00017636. History: N.A.
F20H11.4,F20H11.4,F20H11.4,WBGene00017647,Public name for WBGene00017647. History: N.A.
F21C3.7,F21C3.7,F21C3.7,WBGene00077548,Public name for WBGene00077548. History: N.A.
F21D5.7,F21D5.7,F21D5.7,WBGene00009012,Public name for WBGene00009012. History: N.A.
F21F3.2,F21F3.2,F21F3.2,WBGene00017672,Public name for WBGene00017672. History: N.A.
F21F3.3,F21F3.3,F21F3.3,WBGene00017673,Sequence name for WBGene00017673(icmt-1). History: Renamed on 2015-04-29
F21H7.2,F21H7.2,F21H7.2,WBGene00009028,Public name for WBGene00009028. History: N.A.
F21H7.5,F21H7.5,F21H7.5,WBGene00009031,Public name for WBGene00009031. History: N.A.
F22B3.8,F22B3.8,F22B3.8,WBGene00009039,Public name for WBGene00009039. History: N.A.
F22B8.7,F22B8.7,F22B8.7,WBGene00009049,Public name for WBGene00009049. History: N.A.
F22D3.4,F22D3.4,F22D3.4,WBGene00017700,Public name for WBGene00017700. History: N.A.
F22D6.9,F22D6.9,F22D6.9,WBGene00009054,Public name for WBGene00009054. History: N.A.
F23B12.1,F23B12.1,F23B12.1,WBGene00009079,Public name for WBGene00009079. History: N.A.
F23B12.5,F23B12.5,F23B12.5,WBGene00009082,Sequence name for WBGene00009082(dlat-1). History: N.A.
F23B2.7,F23B2.7,F23B2.7,WBGene00009075,Public name for WBGene00009075. History: N.A.
F23C8.5,F23C8.5,F23C8.5,WBGene00017734,Public name for WBGene00017734. History: N.A.
F23C8.6,F23C8.6,F23C8.6,WBGene00017735,Sequence name for WBGene00017735(did-2). History: N.A.
F23C8.7,F23C8.7,F23C8.7,WBGene00017736,Public name for WBGene00017736. History: N.A.
F23C8.8,F23C8.8,F23C8.8,WBGene00017737,Public name for WBGene00017737. History: N.A.
F23H11.3,F23H11.3,F23H11.3,WBGene00017759,Sequence name for WBGene00017759(sucl-2). History: N.A.
F23H11.5,F23H11.5,F23H11.5,WBGene00000263,Public name for WBGene00000263. History: N.A.
F25B3.4,F25B3.4,F25B3.4,WBGene00009101,Public name for WBGene00009101. History: N.A.
F25B3.5,F25B3.5,F25B3.5,WBGene00009102,Public name for WBGene00009102. History: N.A.
F25B4.5,F25B4.5,F25B4.5,WBGene00017768,Sequence name for WBGene00017768(prp-39). History: N.A.
F25B5.3,F25B5.3,F25B5.3,WBGene00017775,Public name for WBGene00017775. History: N.A.
F25F2.1,F25F2.1,F25F2.1,WBGene00009115,Public name for WBGene00009115. History: N.A.
F25H5.2,F25H5.2,F25H5.2,WBGene00009125,Public name for WBGene00009125. History: N.A.
F25H5.7,F25H5.7,F25H5.7,WBGene00009129,Public name for WBGene00009129. History: N.A.
F26A1.3,F26A1.3,F26A1.3,WBGene00017802,Public name for WBGene00017802. History: N.A.
F26B1.1,F26B1.1,F26B1.1,WBGene00017815,"Public name for WBGene00017815. History: Split into F26B1.8(WBGene00194703). History of WBGene00017815: Split into ""WBGene00194703"" on 2009-07-23"
F26B1.5,F26B1.5,F26B1.5,WBGene00017817,Public name for WBGene00017817. History: N.A.
F26B1.8,F26B1.8,F26B1.8,WBGene00194703,Public name for WBGene00194703. History: N.A.
F26D2.10,F26D2.10,F26D2.10,WBGene00009149,Public name for WBGene00009149. History: N.A.
F26E4.12,F26E4.12,F26E4.12,WBGene00009165,Sequence name for WBGene00009165(gpx-1). History: N.A.
F26E4.5,F26E4.5,F26E4.5,WBGene00009160,Public name for WBGene00009160. History: N.A.
F26F12.2,F26F12.2,F26F12.2,WBGene00017833,Public name for WBGene00017833. History: N.A.
F26F4.2,F26F4.2,F26F4.2,WBGene00005012,Public name for WBGene00005012. History: N.A.
F26F4.8,F26F4.8,F26F4.8,WBGene00005011,Public name for WBGene00005011. History: N.A.
F26H11.4,F26H11.4,F26H11.4,WBGene00009182,"Public name for WBGene00009182. History: Split into dsb-2(WBGene00194892). History of WBGene00009182: Split into ""WBGene00194892"" on 2009-12-08"
F27C1.3,F27C1.3,F27C1.3,WBGene00017853,Public name for WBGene00017853. History: N.A.
F27C8.5,F27C8.5,F27C8.5,WBGene00009185,Sequence name for WBGene00009185(pei-1). History: N.A.
F27D4.1,F27D4.1,F27D4.1,WBGene00009187,Public name for WBGene00009187. History: N.A.
F27E5.3,F27E5.3,F27E5.3,WBGene00009193,Public name for WBGene00009193. History: N.A.
F28B3.6,F28B3.6,F28B3.6,WBGene00017887,Public name for WBGene00017887. History: N.A.
F28E10.4,F28E10.4,F28E10.4,WBGene00017902,Public name for WBGene00017902. History: N.A.
F28H1.5,F28H1.5,F28H1.5,WBGene00017910,Public name for WBGene00017910. History: N.A.
F28H7.4,F28H7.4,F28H7.4,WBGene00009238,Sequence name for WBGene00009238(selt-1.2). History: N.A.
F28H7.6,F28H7.6,F28H7.6,WBGene00009239,Sequence name for WBGene00009239(irld-6). History: N.A.
F29B9.11,F29B9.11,F29B9.11,WBGene00017925,Public name for WBGene00017925. History: N.A.
F29B9.7,F29B9.7,F29B9.7,WBGene00017922,Public name for WBGene00017922. History: N.A.
F29D10.1,F29D10.1,F29D10.1,WBGene00009250,Public name for WBGene00009250. History: N.A.
F30A10.12,F30A10.12,F30A10.12,WBGene00009269,Public name for WBGene00009269. History: N.A.
F30F8.10,F30F8.10,F30F8.10,WBGene00009277,Public name for WBGene00009277. History: N.A.
F31E8.5,F31E8.5,F31E8.5,WBGene00017955,Public name for WBGene00017955. History: N.A.
F32A11.1,F32A11.1,F32A11.1,WBGene00009307,Public name for WBGene00009307. History: N.A.
F32A11.3,F32A11.3,F32A11.3,WBGene00009308,Public name for WBGene00009308. History: Renamed on 2014-09-24
F32B4.2,F32B4.2,F32B4.2,WBGene00009313,Public name for WBGene00009313. History: N.A.
F32B5.1,F32B5.1,F32B5.1,WBGene00017975,Public name for WBGene00017975. History: N.A.
F32B5.4,F32B5.4,F32B5.4,WBGene00017978,Sequence name for WBGene00017978(msrp-1). History: N.A.
F32B6.4,F32B6.4,F32B6.4,WBGene00009321,Public name for WBGene00009321. History: N.A.
F32D1.2,F32D1.2,F32D1.2,WBGene00017982,Sequence name for WBGene00017982(hpo-18). History: N.A.
F32D8.14,F32D8.14,F32D8.14,WBGene00009336,Public name for WBGene00009336. History: N.A.
F32H2.7,F32H2.7,F32H2.7,WBGene00009344,Public name for WBGene00009344. History: N.A.
F33D11.12,F33D11.12,F33D11.12,WBGene00018009,"Sequence name for WBGene00018009(dhhc-3). History: Split into F33D11.17(WBGene00303057). History of WBGene00018009: Split into ""WBGene00303057"" on 2018-03-02"
F33D11.2,F33D11.2,F33D11.2,WBGene00018001,Public name for WBGene00018001. History: N.A.
F33D11.7,F33D11.7,F33D11.7,WBGene00018004,Public name for WBGene00018004. History: N.A.
F33G12.5,F33G12.5,F33G12.5,WBGene00018017,Sequence name for WBGene00018017(golg-2). History: N.A.
