WB.ID,gene.name,CIS-BP.motif,TF,Input,Suggested Match,History
WBGene00022563,ZC204.13,M00615_2.00,LSY-2,WBGene00022563,WBGene00022563,History: N.A.
WBGene00022581,ZC262.4,M00615_2.00,LSY-2,WBGene00022581,WBGene00022581,History: N.A.
WBGene00022582,ZC262.5,M00615_2.00,LSY-2,WBGene00022582,WBGene00022582,History: N.A.
WBGene00022610,ltah-1.2,M00615_2.00,LSY-2,WBGene00022610,WBGene00022610,History: N.A.
WBGene00022644,dod-19,M00615_2.00,LSY-2,WBGene00022644,WBGene00022644,History: N.A.
WBGene00022645,ZK6.11,M00615_2.00,LSY-2,WBGene00022645,WBGene00022645,History: N.A.
WBGene00022669,ZK177.1,M00615_2.00,LSY-2,WBGene00022669,WBGene00022669,History: N.A.
WBGene00023520,oig-5,M00615_2.00,LSY-2,WBGene00023520,WBGene00023520,History: N.A.
WBGene00043948,ZC262.7,M00615_2.00,LSY-2,WBGene00043948,WBGene00043948,History: Killed on 2004-10-04; Resurrected on 2006-04-26
WBGene00044031,F49C5.9,M00615_2.00,LSY-2,WBGene00044031,WBGene00044031,History: N.A.
WBGene00044072,ham-3,M00615_2.00,LSY-2,WBGene00044072,WBGene00044072,History: Renamed on 2011-02-11; Renamed on 2012-07-20
WBGene00044081,D1086.11,M00615_2.00,LSY-2,WBGene00044081,WBGene00044081,History: N.A.
WBGene00044162,F49C5.10,M00615_2.00,LSY-2,WBGene00044162,WBGene00044162,"History: Split into F49C5.16(WBGene00305130). History of WBGene00044162: Split into ""WBGene00305130"" on 2019-11-21"
WBGene00044212,Y68A4A.13,M00615_2.00,LSY-2,WBGene00044212,WBGene00044212,History: N.A.
WBGene00044246,F36D1.10,M00615_2.00,LSY-2,WBGene00044246,WBGene00044246,History: N.A.
WBGene00044284,spp-21,M00615_2.00,LSY-2,WBGene00044284,WBGene00044284,History: N.A.
WBGene00044389,C27D6.12,M00615_2.00,LSY-2,WBGene00044389,WBGene00044389,History: N.A.
WBGene00044402,Y82E9BL.18,M00615_2.00,LSY-2,WBGene00044402,WBGene00044402,"History: Split into Y82E9BL.19(WBGene00194735). History of WBGene00044402: Split into ""WBGene00194735"" on 2009-08-21"
WBGene00044435,Y20F4.8,M00615_2.00,LSY-2,WBGene00044435,WBGene00044435,History: N.A.
WBGene00044495,Y54G2A.40,M00615_2.00,LSY-2,WBGene00044495,WBGene00044495,History: N.A.
WBGene00044539,K09H11.9,M00615_2.00,LSY-2,WBGene00044539,WBGene00044539,History: N.A.
WBGene00044753,F49H12.7,M00615_2.00,LSY-2,WBGene00044753,WBGene00044753,History: N.A.
WBGene00045052,K12C11.6,M00615_2.00,LSY-2,WBGene00045052,WBGene00045052,History: N.A.
WBGene00045053,K12C11.7,M00615_2.00,LSY-2,WBGene00045053,WBGene00045053,History: N.A.
WBGene00045249,T07A9.15,M00615_2.00,LSY-2,WBGene00045249,WBGene00045249,History: N.A.
WBGene00045302,fbxc-30,M00615_2.00,LSY-2,WBGene00045302,WBGene00045302,History: N.A.
WBGene00050956,C14A6.13,M00615_2.00,LSY-2,WBGene00050956,WBGene00050956,History: N.A.
WBGene00077497,K06A4.10,M00615_2.00,LSY-2,WBGene00077497,WBGene00077497,History: N.A.
WBGene00077539,Y52B11A.12,M00615_2.00,LSY-2,WBGene00077539,WBGene00077539,History: N.A.
WBGene00077728,T23G11.11,M00615_2.00,LSY-2,WBGene00077728,WBGene00077728,History: N.A.
WBGene00086552,C17D12.9,M00615_2.00,LSY-2,WBGene00086552,WBGene00086552,History: N.A.
WBGene00189953,R155.5,M00615_2.00,LSY-2,WBGene00189953,WBGene00189953,History: N.A.
WBGene00194680,Y17D7C.6,M00615_2.00,LSY-2,WBGene00194680,WBGene00194680,History: N.A.
WBGene00194682,F40D4.17,M00615_2.00,LSY-2,WBGene00194682,WBGene00194682,History: N.A.
WBGene00194701,Y23H5B.12,M00615_2.00,LSY-2,WBGene00194701,WBGene00194701,History: N.A.
WBGene00194704,T07H3.8,M00615_2.00,LSY-2,WBGene00194704,WBGene00194704,History: N.A.
WBGene00195155,W04A8.9,M00615_2.00,LSY-2,WBGene00195155,WBGene00195155,History: N.A.
WBGene00195230,F36D1.13,M00615_2.00,LSY-2,WBGene00195230,WBGene00195230,History: N.A.
WBGene00195232,F36D1.15,M00615_2.00,LSY-2,WBGene00195232,WBGene00195232,History: N.A.
WBGene00206355,C34C6.10,M00615_2.00,LSY-2,WBGene00206355,WBGene00206355,History: N.A.
WBGene00219452,F21D9.11,M00615_2.00,LSY-2,WBGene00219452,WBGene00219452,History: N.A.
WBGene00235329,F37B4.15,M00615_2.00,LSY-2,WBGene00235329,WBGene00235329,History: N.A.
WBGene00255704,B0348.10,M00615_2.00,LSY-2,WBGene00255704,WBGene00255704,History: N.A.
WBGene00000055,acr-16,M00617_2.00,KLF-3,WBGene00000055,WBGene00000055,History: N.A.
WBGene00000185,arg-1,M00617_2.00,KLF-3,WBGene00000185,WBGene00000185,History: N.A.
WBGene00000230,atp-3,M00617_2.00,KLF-3,WBGene00000230,WBGene00000230,History: N.A.
WBGene00000296,cat-2,M00617_2.00,KLF-3,WBGene00000296,WBGene00000296,History: N.A.
WBGene00000392,cdd-2,M00617_2.00,KLF-3,WBGene00000392,WBGene00000392,History: N.A.
WBGene00001365,exc-4,M00617_2.00,KLF-3,WBGene00001365,WBGene00001365,History: N.A.
WBGene00001404,fbp-1,M00617_2.00,KLF-3,WBGene00001404,WBGene00001404,History: N.A.
WBGene00001485,fre-1,M00617_2.00,KLF-3,WBGene00001485,WBGene00001485,History: N.A.
WBGene00001937,his-63,M00617_2.00,KLF-3,WBGene00001937,WBGene00001937,History: N.A.
WBGene00001999,hrpa-1,M00617_2.00,KLF-3,WBGene00001999,WBGene00001999,History: Renamed on 2019-11-21
WBGene00002063,ife-5,M00617_2.00,KLF-3,WBGene00002063,WBGene00002063,History: N.A.
WBGene00002109,ins-26,M00617_2.00,KLF-3,WBGene00002109,WBGene00002109,History: N.A.
WBGene00002113,ins-30,M00617_2.00,KLF-3,WBGene00002113,WBGene00002113,History: N.A.
WBGene00002116,ins-33,M00617_2.00,KLF-3,WBGene00002116,WBGene00002116,History: N.A.
WBGene00002203,kin-20,M00617_2.00,KLF-3,WBGene00002203,WBGene00002203,History: N.A.
WBGene00002977,lev-10,M00617_2.00,KLF-3,WBGene00002977,WBGene00002977,History: N.A.
WBGene00003061,lpd-5,M00617_2.00,KLF-3,WBGene00003061,WBGene00003061,History: Renamed on 2008-02-26
WBGene00003156,mcm-4,M00617_2.00,KLF-3,WBGene00003156,WBGene00003156,History: Renamed on 2015-03-03; Renamed on 2015-03-03
WBGene00003164,mdt-6,M00617_2.00,KLF-3,WBGene00003164,WBGene00003164,History: N.A.
WBGene00003755,nlp-17,M00617_2.00,KLF-3,WBGene00003755,WBGene00003755,History: N.A.
WBGene00003920,par-5,M00617_2.00,KLF-3,WBGene00003920,WBGene00003920,History: N.A.
WBGene00004301,ram-5,M00617_2.00,KLF-3,WBGene00004301,WBGene00004301,History: N.A.
WBGene00004385,rnp-2,M00617_2.00,KLF-3,WBGene00004385,WBGene00004385,History: N.A.
WBGene00005363,srh-147,M00617_2.00,KLF-3,WBGene00005363,WBGene00005363,History: N.A.
WBGene00005365,srh-149,M00617_2.00,KLF-3,WBGene00005365,WBGene00005365,History: N.A.
WBGene00005657,srr-6,M00617_2.00,KLF-3,WBGene00005657,WBGene00005657,History: N.A.
WBGene00005919,srx-28,M00617_2.00,KLF-3,WBGene00005919,WBGene00005919,History: N.A.
WBGene00006104,str-39,M00617_2.00,KLF-3,WBGene00006104,WBGene00006104,History: N.A.
WBGene00006151,str-93,M00617_2.00,KLF-3,WBGene00006151,WBGene00006151,History: N.A.
WBGene00006153,str-96,M00617_2.00,KLF-3,WBGene00006153,WBGene00006153,History: N.A.
WBGene00006377,syp-3,M00617_2.00,KLF-3,WBGene00006377,WBGene00006377,History: N.A.
WBGene00006550,tbx-31,M00617_2.00,KLF-3,WBGene00006550,WBGene00006550,History: N.A.
WBGene00006551,tbx-32,M00617_2.00,KLF-3,WBGene00006551,WBGene00006551,History: N.A.
WBGene00006679,twk-26,M00617_2.00,KLF-3,WBGene00006679,WBGene00006679,History: N.A.
WBGene00006966,xtr-2,M00617_2.00,KLF-3,WBGene00006966,WBGene00006966,History: N.A.
WBGene00007083,AH10.2,M00617_2.00,KLF-3,WBGene00007083,WBGene00007083,History: N.A.
WBGene00007988,best-8,M00617_2.00,KLF-3,WBGene00007988,WBGene00007988,History: N.A.
WBGene00007991,C37A5.7,M00617_2.00,KLF-3,WBGene00007991,WBGene00007991,History: N.A.
WBGene00008160,glct-4,M00617_2.00,KLF-3,WBGene00008160,WBGene00008160,History: N.A.
WBGene00008161,C47F8.5,M00617_2.00,KLF-3,WBGene00008161,WBGene00008161,History: N.A.
WBGene00008187,C49A1.5,M00617_2.00,KLF-3,WBGene00008187,WBGene00008187,History: N.A.
WBGene00008190,clec-114,M00617_2.00,KLF-3,WBGene00008190,WBGene00008190,History: N.A.
WBGene00008217,C50B6.1,M00617_2.00,KLF-3,WBGene00008217,WBGene00008217,History: N.A.
WBGene00008272,C53B4.2,M00617_2.00,KLF-3,WBGene00008272,WBGene00008272,History: N.A.
WBGene00008700,clec-254,M00617_2.00,KLF-3,WBGene00008700,WBGene00008700,History: N.A.
WBGene00008701,F11D11.6,M00617_2.00,KLF-3,WBGene00008701,WBGene00008701,"History: Split into clec-253(WBGene00045361). History of WBGene00008701: Split into ""WBGene00045361"" on 2007-04-12"
WBGene00008782,sdz-14,M00617_2.00,KLF-3,WBGene00008782,WBGene00008782,History: N.A.
WBGene00008834,F14H8.4,M00617_2.00,KLF-3,WBGene00008834,WBGene00008834,History: N.A.
WBGene00008961,F19H6.6,M00617_2.00,KLF-3,WBGene00008961,WBGene00008961,History: N.A.
WBGene00009035,gfat-2,M00617_2.00,KLF-3,WBGene00009035,WBGene00009035,History: N.A.
WBGene00009563,F39H2.3,M00617_2.00,KLF-3,WBGene00009563,WBGene00009563,History: N.A.
WBGene00009568,srbc-26,M00617_2.00,KLF-3,WBGene00009568,WBGene00009568,History: N.A.
WBGene00009571,F40D4.12,M00617_2.00,KLF-3,WBGene00009571,WBGene00009571,History: N.A.
WBGene00009572,F40D4.13,M00617_2.00,KLF-3,WBGene00009572,WBGene00009572,History: N.A.
WBGene00009637,nspc-13,M00617_2.00,KLF-3,WBGene00009637,WBGene00009637,History: N.A.
WBGene00009823,gadr-6,M00617_2.00,KLF-3,WBGene00009823,WBGene00009823,History: N.A.
WBGene00009850,F48F7.5,M00617_2.00,KLF-3,WBGene00009850,WBGene00009850,History: N.A.
WBGene00009862,fbxb-67,M00617_2.00,KLF-3,WBGene00009862,WBGene00009862,History: N.A.
WBGene00009892,scl-11,M00617_2.00,KLF-3,WBGene00009892,WBGene00009892,History: N.A.
WBGene00010059,F54E4.3,M00617_2.00,KLF-3,WBGene00010059,WBGene00010059,History: Renamed on 2017-04-28
WBGene00010105,fbxb-62,M00617_2.00,KLF-3,WBGene00010105,WBGene00010105,History: N.A.
WBGene00010106,fbxb-61,M00617_2.00,KLF-3,WBGene00010106,WBGene00010106,History: N.A.
WBGene00010292,F59A1.6,M00617_2.00,KLF-3,WBGene00010292,WBGene00010292,History: N.A.
WBGene00010298,F59A1.12,M00617_2.00,KLF-3,WBGene00010298,WBGene00010298,"History: Split into F59A1.19(WBGene00219549). History of WBGene00010298: Split into ""WBGene00219549"" on 2012-07-16"
WBGene00010370,ctg-1,M00617_2.00,KLF-3,WBGene00010370,WBGene00010370,History: N.A.
WBGene00010414,hpa-1,M00617_2.00,KLF-3,WBGene00010414,WBGene00010414,History: N.A.
WBGene00010620,K07A12.1,M00617_2.00,KLF-3,WBGene00010620,WBGene00010620,History: N.A.
WBGene00010697,uda-1,M00617_2.00,KLF-3,WBGene00010697,WBGene00010697,History: Renamed on 2004-06-24
WBGene00010706,cyp-14A2,M00617_2.00,KLF-3,WBGene00010706,WBGene00010706,History: Renamed on 2005-10-06
WBGene00010724,K09E9.1,M00617_2.00,KLF-3,WBGene00010724,WBGene00010724,History: N.A.
WBGene00010725,erv-46,M00617_2.00,KLF-3,WBGene00010725,WBGene00010725,History: Renamed on 2022-01-04
WBGene00011001,R04B5.1,M00617_2.00,KLF-3,WBGene00011001,WBGene00011001,History: N.A.
WBGene00011129,R07H5.9,M00617_2.00,KLF-3,WBGene00011129,WBGene00011129,History: N.A.
WBGene00011268,pde-12,M00617_2.00,KLF-3,WBGene00011268,WBGene00011268,History: N.A.
WBGene00011909,T22A3.6,M00617_2.00,KLF-3,WBGene00011909,WBGene00011909,"History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
WBGene00012031,gpdh-3,M00617_2.00,KLF-3,WBGene00012031,WBGene00012031,History: N.A.
WBGene00012125,T28D6.5,M00617_2.00,KLF-3,WBGene00012125,WBGene00012125,History: N.A.
WBGene00012228,W03H9.2,M00617_2.00,KLF-3,WBGene00012228,WBGene00012228,History: N.A.
WBGene00012231,W04A4.2,M00617_2.00,KLF-3,WBGene00012231,WBGene00012231,History: N.A.
WBGene00012232,W04A4.3,M00617_2.00,KLF-3,WBGene00012232,WBGene00012232,History: N.A.
WBGene00012238,W04A8.3,M00617_2.00,KLF-3,WBGene00012238,WBGene00012238,History: N.A.
WBGene00012333,sre-43,M00617_2.00,KLF-3,WBGene00012333,WBGene00012333,History: N.A.
WBGene00012401,irld-57,M00617_2.00,KLF-3,WBGene00012401,WBGene00012401,History: N.A.
WBGene00012591,nspe-1,M00617_2.00,KLF-3,WBGene00012591,WBGene00012591,History: N.A.
WBGene00012604,nspe-2,M00617_2.00,KLF-3,WBGene00012604,WBGene00012604,History: N.A.
WBGene00012663,hex-3,M00617_2.00,KLF-3,WBGene00012663,WBGene00012663,History: N.A.
WBGene00012720,Y39E4B.11,M00617_2.00,KLF-3,WBGene00012720,WBGene00012720,History: N.A.
WBGene00012798,Y43F4A.3,M00617_2.00,KLF-3,WBGene00012798,WBGene00012798,History: N.A.
WBGene00012837,Y43F8C.16,M00617_2.00,KLF-3,WBGene00012837,WBGene00012837,History: N.A.
WBGene00012840,grsp-1,M00617_2.00,KLF-3,WBGene00012840,WBGene00012840,History: N.A.
WBGene00012866,afmd-2,M00617_2.00,KLF-3,WBGene00012866,WBGene00012866,History: N.A.
WBGene00013117,Y51H4A.23,M00617_2.00,KLF-3,WBGene00013117,WBGene00013117,History: N.A.
WBGene00013154,Y53F4B.7,M00617_2.00,KLF-3,WBGene00013154,WBGene00013154,History: N.A.
WBGene00013192,Y54E2A.7,M00617_2.00,KLF-3,WBGene00013192,WBGene00013192,History: N.A.
WBGene00013197,ttm-5,M00617_2.00,KLF-3,WBGene00013197,WBGene00013197,History: N.A.
WBGene00013198,Y54E5A.2,M00617_2.00,KLF-3,WBGene00013198,WBGene00013198,History: N.A.
WBGene00013370,Y60A9.3,M00617_2.00,KLF-3,WBGene00013370,WBGene00013370,History: N.A.
WBGene00013409,fbxb-56,M00617_2.00,KLF-3,WBGene00013409,WBGene00013409,History: N.A.
WBGene00013411,Y64G10A.1,M00617_2.00,KLF-3,WBGene00013411,WBGene00013411,History: N.A.
WBGene00013507,Y71A12B.10,M00617_2.00,KLF-3,WBGene00013507,WBGene00013507,History: N.A.
WBGene00013509,Y71A12B.12,M00617_2.00,KLF-3,WBGene00013509,WBGene00013509,History: N.A.
WBGene00013603,soem-1,M00617_2.00,KLF-3,WBGene00013603,WBGene00013603,History: N.A.
WBGene00013635,Y105C5A.10,M00617_2.00,KLF-3,WBGene00013635,WBGene00013635,History: N.A.
WBGene00013653,Y105C5B.14,M00617_2.00,KLF-3,WBGene00013653,WBGene00013653,History: N.A.
WBGene00013654,Y105C5B.15,M00617_2.00,KLF-3,WBGene00013654,WBGene00013654,History: N.A.
WBGene00013773,Y116A8A.2,M00617_2.00,KLF-3,WBGene00013773,WBGene00013773,History: N.A.
WBGene00013815,Y116A8C.44,M00617_2.00,KLF-3,WBGene00013815,WBGene00013815,History: N.A.
WBGene00013824,Y116F11B.8,M00617_2.00,KLF-3,WBGene00013824,WBGene00013824,History: N.A.
WBGene00015014,bath-24,M00617_2.00,KLF-3,WBGene00015014,WBGene00015014,History: N.A.
WBGene00015015,math-1,M00617_2.00,KLF-3,WBGene00015015,WBGene00015015,History: N.A.
WBGene00015534,C06E4.5,M00617_2.00,KLF-3,WBGene00015534,WBGene00015534,History: N.A.
WBGene00015748,C14A11.2,M00617_2.00,KLF-3,WBGene00015748,WBGene00015748,History: N.A.
WBGene00015770,C14E2.1,M00617_2.00,KLF-3,WBGene00015770,WBGene00015770,History: N.A.
WBGene00015774,C14E2.5,M00617_2.00,KLF-3,WBGene00015774,WBGene00015774,History: N.A.
WBGene00016210,C29F5.1,M00617_2.00,KLF-3,WBGene00016210,WBGene00016210,History: N.A.
WBGene00016557,ceh-84,M00617_2.00,KLF-3,WBGene00016557,WBGene00016557,History: N.A.
WBGene00016639,C44B12.6,M00617_2.00,KLF-3,WBGene00016639,WBGene00016639,History: N.A.
WBGene00016786,cyp-35A4,M00617_2.00,KLF-3,WBGene00016786,WBGene00016786,History: N.A.
WBGene00016888,znf-598,M00617_2.00,KLF-3,WBGene00016888,WBGene00016888,History: N.A.
WBGene00016993,CD4.8,M00617_2.00,KLF-3,WBGene00016993,WBGene00016993,History: N.A.
WBGene00017186,F07B7.2,M00617_2.00,KLF-3,WBGene00017186,WBGene00017186,History: N.A.
WBGene00017192,F07B7.14,M00617_2.00,KLF-3,WBGene00017192,WBGene00017192,"History: Split into F07B7.18(WBGene00271801). History of WBGene00017192: Split into ""WBGene00271801"" on 2017-09-21"
WBGene00017225,fbxa-52,M00617_2.00,KLF-3,WBGene00017225,WBGene00017225,History: N.A.
WBGene00017280,usp-39,M00617_2.00,KLF-3,WBGene00017280,WBGene00017280,History: N.A.
WBGene00017378,F11C7.6,M00617_2.00,KLF-3,WBGene00017378,WBGene00017378,History: N.A.
WBGene00017524,F16G10.9,M00617_2.00,KLF-3,WBGene00017524,WBGene00017524,History: N.A.
WBGene00017532,ent-5,M00617_2.00,KLF-3,WBGene00017532,WBGene00017532,History: N.A.
WBGene00017980,F32B5.7,M00617_2.00,KLF-3,WBGene00017980,WBGene00017980,History: N.A.
WBGene00018114,srt-41,M00617_2.00,KLF-3,WBGene00018114,WBGene00018114,History: N.A.
WBGene00018139,sre-24,M00617_2.00,KLF-3,WBGene00018139,WBGene00018139,History: N.A.
WBGene00018208,F39G3.3,M00617_2.00,KLF-3,WBGene00018208,WBGene00018208,History: N.A.
WBGene00018324,F42A6.2,M00617_2.00,KLF-3,WBGene00018324,WBGene00018324,History: N.A.
WBGene00018398,sptl-2,M00617_2.00,KLF-3,WBGene00018398,WBGene00018398,History: N.A.
WBGene00018443,btb-7,M00617_2.00,KLF-3,WBGene00018443,WBGene00018443,History: N.A.
WBGene00018552,srt-19,M00617_2.00,KLF-3,WBGene00018552,WBGene00018552,History: N.A.
WBGene00018622,nhr-190,M00617_2.00,KLF-3,WBGene00018622,WBGene00018622,History: N.A.
WBGene00018636,oef-1,M00617_2.00,KLF-3,WBGene00018636,WBGene00018636,History: N.A.
WBGene00018647,F49F1.7,M00617_2.00,KLF-3,WBGene00018647,WBGene00018647,History: N.A.
WBGene00018930,F56B3.6,M00617_2.00,KLF-3,WBGene00018930,WBGene00018930,History: N.A.
WBGene00018990,klf-1,M00617_2.00,KLF-3,WBGene00018990,WBGene00018990,History: N.A.
WBGene00019132,bath-19,M00617_2.00,KLF-3,WBGene00019132,WBGene00019132,History: N.A.
WBGene00019170,H06I04.6,M00617_2.00,KLF-3,WBGene00019170,WBGene00019170,History: N.A.
WBGene00019182,H10E21.1,M00617_2.00,KLF-3,WBGene00019182,WBGene00019182,History: N.A.
WBGene00019207,fgt-1,M00617_2.00,KLF-3,WBGene00019207,WBGene00019207,History: N.A.
WBGene00019272,H42K12.3,M00617_2.00,KLF-3,WBGene00019272,WBGene00019272,History: N.A.
WBGene00019312,K02E7.7,M00617_2.00,KLF-3,WBGene00019312,WBGene00019312,History: N.A.
WBGene00019343,nep-18,M00617_2.00,KLF-3,WBGene00019343,WBGene00019343,History: N.A.
WBGene00019365,rei-2,M00617_2.00,KLF-3,WBGene00019365,WBGene00019365,History: N.A.
WBGene00019495,sdz-24,M00617_2.00,KLF-3,WBGene00019495,WBGene00019495,History: N.A.
WBGene00019547,K09C4.1,M00617_2.00,KLF-3,WBGene00019547,WBGene00019547,History: N.A.
WBGene00019574,K09E3.2,M00617_2.00,KLF-3,WBGene00019574,WBGene00019574,History: N.A.
WBGene00019577,lido-6,M00617_2.00,KLF-3,WBGene00019577,WBGene00019577,History: N.A.
WBGene00019668,fil-2,M00617_2.00,KLF-3,WBGene00019668,WBGene00019668,History: N.A.
WBGene00019818,R02C2.7,M00617_2.00,KLF-3,WBGene00019818,WBGene00019818,History: N.A.
WBGene00020004,R11E3.2,M00617_2.00,KLF-3,WBGene00020004,WBGene00020004,History: N.A.
WBGene00020363,fbxa-3,M00617_2.00,KLF-3,WBGene00020363,WBGene00020363,History: N.A.
WBGene00020496,spat-3,M00617_2.00,KLF-3,WBGene00020496,WBGene00020496,History: N.A.
WBGene00020509,hex-1,M00617_2.00,KLF-3,WBGene00020509,WBGene00020509,History: N.A.
WBGene00020555,nhr-219,M00617_2.00,KLF-3,WBGene00020555,WBGene00020555,History: N.A.
WBGene00020563,T19C3.5,M00617_2.00,KLF-3,WBGene00020563,WBGene00020563,History: N.A.
WBGene00020575,T19D7.7,M00617_2.00,KLF-3,WBGene00020575,WBGene00020575,History: N.A.
WBGene00020798,T25D3.4,M00617_2.00,KLF-3,WBGene00020798,WBGene00020798,History: N.A.
WBGene00020870,T28A11.3,M00617_2.00,KLF-3,WBGene00020870,WBGene00020870,History: N.A.
WBGene00020871,T28A11.4,M00617_2.00,KLF-3,WBGene00020871,WBGene00020871,History: N.A.
WBGene00020882,T28A11.20,M00617_2.00,KLF-3,WBGene00020882,WBGene00020882,History: N.A.
WBGene00021107,W09B7.2,M00617_2.00,KLF-3,WBGene00021107,WBGene00021107,History: N.A.
WBGene00021108,W09B7.3,M00617_2.00,KLF-3,WBGene00021108,WBGene00021108,History: N.A.
WBGene00021117,clec-126,M00617_2.00,KLF-3,WBGene00021117,WBGene00021117,History: N.A.
WBGene00021262,fbxa-74,M00617_2.00,KLF-3,WBGene00021262,WBGene00021262,History: N.A.
WBGene00021362,fmil-1,M00617_2.00,KLF-3,WBGene00021362,WBGene00021362,History: N.A.
WBGene00021390,fbxa-214,M00617_2.00,KLF-3,WBGene00021390,WBGene00021390,History: N.A.
WBGene00021410,Y38C1BA.1,M00617_2.00,KLF-3,WBGene00021410,WBGene00021410,History: N.A.
WBGene00021449,mltn-7,M00617_2.00,KLF-3,WBGene00021449,WBGene00021449,"History: Split into mltn-6(WBGene00021450). History of WBGene00021449: Split into ""WBGene00021450"" on 2010-04-01"
WBGene00021451,mltn-8,M00617_2.00,KLF-3,WBGene00021451,WBGene00021451,History: N.A.
WBGene00021485,Y40A1A.3,M00617_2.00,KLF-3,WBGene00021485,WBGene00021485,History: N.A.
WBGene00021510,frpr-19,M00617_2.00,KLF-3,WBGene00021510,WBGene00021510,History: N.A.
WBGene00021554,Y45G5AL.1,M00617_2.00,KLF-3,WBGene00021554,WBGene00021554,History: N.A.
WBGene00021637,Y47G6A.7,M00617_2.00,KLF-3,WBGene00021637,WBGene00021637,History: N.A.
WBGene00021643,ccep-290,M00617_2.00,KLF-3,WBGene00021643,WBGene00021643,History: Renamed on 2015-07-20
WBGene00021817,Y53G8B.1,M00617_2.00,KLF-3,WBGene00021817,WBGene00021817,History: N.A.
WBGene00021820,nipa-1,M00617_2.00,KLF-3,WBGene00021820,WBGene00021820,History: N.A.
WBGene00021853,Y54F10AM.11,M00617_2.00,KLF-3,WBGene00021853,WBGene00021853,History: N.A.
WBGene00021918,Y55D5A.4,M00617_2.00,KLF-3,WBGene00021918,WBGene00021918,History: N.A.
WBGene00021953,Y55H10A.2,M00617_2.00,KLF-3,WBGene00021953,WBGene00021953,History: N.A.
WBGene00021959,Y57E12AL.6,M00617_2.00,KLF-3,WBGene00021959,WBGene00021959,History: N.A.
WBGene00022042,icd-2,M00617_2.00,KLF-3,WBGene00022042,WBGene00022042,History: N.A.
WBGene00022043,psf-3,M00617_2.00,KLF-3,WBGene00022043,WBGene00022043,History: N.A.
WBGene00022250,Y73B6BL.29,M00617_2.00,KLF-3,WBGene00022250,WBGene00022250,History: N.A.
WBGene00022315,Y81B9A.1,M00617_2.00,KLF-3,WBGene00022315,WBGene00022315,History: N.A.
WBGene00022401,Y97E10AR.6,M00617_2.00,KLF-3,WBGene00022401,WBGene00022401,History: N.A.
WBGene00022484,fbxa-77,M00617_2.00,KLF-3,WBGene00022484,WBGene00022484,History: N.A.
WBGene00022498,hsd-2,M00617_2.00,KLF-3,WBGene00022498,WBGene00022498,History: N.A.
WBGene00022581,ZC262.4,M00617_2.00,KLF-3,WBGene00022581,WBGene00022581,History: N.A.
WBGene00022643,ZK6.8,M00617_2.00,KLF-3,WBGene00022643,WBGene00022643,History: N.A.
WBGene00022706,ZK354.3,M00617_2.00,KLF-3,WBGene00022706,WBGene00022706,History: N.A.
WBGene00022710,ZK354.9,M00617_2.00,KLF-3,WBGene00022710,WBGene00022710,History: N.A.
WBGene00022712,ZK355.2,M00617_2.00,KLF-3,WBGene00022712,WBGene00022712,History: N.A.
WBGene00044100,srbc-27,M00617_2.00,KLF-3,WBGene00044100,WBGene00044100,History: N.A.
WBGene00044360,C33C12.11,M00617_2.00,KLF-3,WBGene00044360,WBGene00044360,History: N.A.
WBGene00044675,fbxa-76,M00617_2.00,KLF-3,WBGene00044675,WBGene00044675,History: N.A.
WBGene00045289,fbxa-169,M00617_2.00,KLF-3,WBGene00045289,WBGene00045289,"History: Split into C31C9.9(WBGene00305095). History of WBGene00045289: Split into ""WBGene00305095"" on 2019-10-21"
WBGene00077559,R05D7.7,M00617_2.00,KLF-3,WBGene00077559,WBGene00077559,History: N.A.
WBGene00077786,F53F8.7,M00617_2.00,KLF-3,WBGene00077786,WBGene00077786,History: N.A.
WBGene00086560,ZK355.8,M00617_2.00,KLF-3,WBGene00086560,WBGene00086560,History: N.A.
WBGene00194680,Y17D7C.6,M00617_2.00,KLF-3,WBGene00194680,WBGene00194680,History: N.A.
WBGene00194682,F40D4.17,M00617_2.00,KLF-3,WBGene00194682,WBGene00194682,History: N.A.
WBGene00206474,T22A3.12,M00617_2.00,KLF-3,WBGene00206474,WBGene00206474,History: N.A.
WBGene00219205,R03D7.15,M00617_2.00,KLF-3,WBGene00219205,WBGene00219205,History: N.A.
WBGene00219241,Y116A8A.150,M00617_2.00,KLF-3,WBGene00219241,WBGene00219241,History: N.A.
WBGene00219275,Y39G10AR.32,M00617_2.00,KLF-3,WBGene00219275,WBGene00219275,History: N.A.
WBGene00235289,Y73B6BL.289,M00617_2.00,KLF-3,WBGene00235289,WBGene00235289,History: N.A.
WBGene00271830,W09G10.9,M00617_2.00,KLF-3,WBGene00271830,WBGene00271830,History: N.A.
WBGene00000004,aat-3,M00621_2.00,REF-2,WBGene00000004,WBGene00000004,History: N.A.
WBGene00000409,cdk-8,M00621_2.00,REF-2,WBGene00000409,WBGene00000409,History: N.A.
WBGene00000460,ceh-39,M00621_2.00,REF-2,WBGene00000460,WBGene00000460,History: N.A.
WBGene00000535,cpi-1,M00621_2.00,REF-2,WBGene00000535,WBGene00000535,History: Renamed on 2006-01-04
WBGene00000758,col-185,M00621_2.00,REF-2,WBGene00000758,WBGene00000758,History: N.A.
