# Table S3. Genes with antisense small RNAs enriched by FLAG::CSR-1 IP. Related to Figure 5.
# 5574 genes with at least 10 small RNA reads per million and enriched at least two-fold in the FLAG::CSR-1 IP over the Input sample.
# FLAG::CSR-1 IP RPM = FLAG::CSR-1 IP RPM normalized to the total number of genome-matching reads
# Input RPM = Input RPM normalized to the total number of genome-matching reads
# IP Enrichment = Enrichment of small RNA reads in the FLAG::CSR-1 IP relative to the Input (FLAG::CSR-1 IP RPM)/(FLAG::CSR-1 RPM +Input RPM)
Cosmid ID,FLAG::CSR-1 IP RPM,Input RPM,Enrichment IP,ALG-3/4 Targets,Input,Suggested Match,History
B0361.10,114.500206968465,15.9260330614058,0.877892415991151,No,B0361.10,WBGene00015164,Sequence name for WBGene00015164(ykt-6). History: N.A.
B0361.2,22.5195279429465,6.04877592281336,0.788269686879695,No,B0361.2,WBGene00015156,Sequence name for WBGene00015156(cwf-19L2). History: N.A.
B0361.3,39.6903810533685,9.66158561455144,0.804230990842525,No,B0361.3,WBGene00015157,Public name for WBGene00015157. History: N.A.
B0361.5,9.14784086163525,1.16603910685726,0.88694466966657,No,B0361.5,WBGene00015159,Sequence name for WBGene00015159(psd-1). History: N.A.
B0361.7,8.860894786929,1.53754265693937,0.852137144139285,No,B0361.7,WBGene00015161,Sequence name for WBGene00015161(pho-5). History: N.A.
B0361.8,33.2742668229367,5.31906648887133,0.862176546247072,No,B0361.8,WBGene00015162,Sequence name for WBGene00015162(algn-11). History: N.A.
B0365.1,25.71036829368,2.70108845137997,0.904929603729326,No,B0365.1,WBGene00007150,Sequence name for WBGene00007150(acly-2). History: N.A.
B0365.3,64.597300337871,8.0201549402513,0.889556100395774,No,B0365.3,WBGene00001137,Sequence name for WBGene00001137(eat-6). History: N.A.
B0379.3,101.023382845381,20.0852937244615,0.834154791437438,No,B0379.3,WBGene00003508,Sequence name for WBGene00003508(mut-16). History: Renamed on 2013-10-16
B0379.4,26.1465263272335,12.5496724971808,0.675687202401314,No,B0379.4,WBGene00007054,"Sequence name for WBGene00007054(scpl-1). History: Renamed on 2007-02-02. Public name for Dead gene WBGene00007157. History of WBGene00007157: Merged into ""WBGene00007054"" on 2005-10-05"
B0393.2,13.9722078264565,2.24398117499259,0.861620928641614,No,B0393.2,WBGene00007167,Sequence name for WBGene00007167(rbg-3). History: Renamed on 2008-06-23
B0393.3,34.203972104985,5.60995293748148,0.859095707557148,No,B0393.3,WBGene00007168,Public name for WBGene00007168. History: N.A.
B0393.6,48.107312873512,10.4303569430211,0.821818036561557,No,B0393.6,WBGene00007171,Public name for WBGene00007171. History: N.A.
B0412.3,99.9871631804019,8.35259659580576,0.922903681777961,No,B0412.3,WBGene00015173,Sequence name for WBGene00015173(trpp-11). History: N.A.
B0412.4,15.1737084304665,3.19975093471166,0.825849293205181,No,B0412.4,WBGene00004498,Sequence name for WBGene00004498(rps-29). History: N.A.
B0414.3,58.4566543391572,7.10594038747654,0.891615937149756,No,B0414.3,WBGene00001856,Sequence name for WBGene00001856(hil-5). History: Renamed on 2010-11-12
B0414.5,111.951666711354,24.2017525243645,0.822246458001434,No,B0414.5,WBGene00000772,Sequence name for WBGene00000772(cpb-3). History: N.A.
B0414.6,110.231826717994,11.635457944406,0.90452353167104,No,B0414.6,WBGene00001600,Sequence name for WBGene00001600(glh-3). History: N.A.
B0414.7,19.2139091623305,4.32174152220795,0.816374674312825,No,B0414.7,WBGene00003472,Sequence name for WBGene00003472(mtk-1). History: N.A.
B0414.8,49.9919746921826,7.97859973330699,0.862368109814713,No,B0414.8,WBGene00015176,Sequence name for WBGene00015176(vps-51). History: N.A.
B0432.10,8.06249602866633,1.51967391795332,0.841406077494021,No,B0432.10,WBGene00015191,Public name for WBGene00015191. History: N.A.
B0432.13,17.6478722650137,2.41020200276982,0.879838813507586,No,B0432.13,WBGene00015194,Sequence name for WBGene00015194(trul-1). History: N.A.
B0432.2,26.6345642110939,7.00537678667132,0.791754189249716,No,B0432.2,WBGene00015184,Sequence name for WBGene00015184(djr-1.1). History: N.A.
B0432.3,29.605948203892,2.70108845137997,0.916393184549806,No,B0432.3,WBGene00015185,Sequence name for WBGene00015185(mrpl-41). History: N.A.
B0432.4,172.3921514326,12.6410939524583,0.931682039483489,No,B0432.4,WBGene00015186,Sequence name for WBGene00015186(misc-1). History: Renamed on 2016-04-27
B0432.6,7.79712829877799,1.28821141527352,0.858209879232016,No,B0432.6,WBGene00015188,"Public name for Dead gene WBGene00015187. History of WBGene00015187: Merged into ""WBGene00015188"" on 2015-04-30"
B0432.7,6.87522794996175,1.41287703610645,0.829529544029497,No,B0432.7,WBGene00015188,Public name for WBGene00015188. History: N.A.
B0432.8,17.2282423253632,2.41311086725592,0.877141312841789,No,B0432.8,WBGene00015189,Public name for WBGene00015189. History: N.A.
B0454.1,15.1948276615649,1.15855916960729,0.929154787227384,No,B0454.1,WBGene00002997,"Sequence name for WBGene00002997(lin-8). History: N.A.. Public name for Dead gene WBGene00015195. History of WBGene00015195: Merged into ""WBGene00002997"" on 2006-03-22"
B0457.1,77.9919431051587,21.0892675242359,0.787151697175778,No,B0457.1,WBGene00002251,Sequence name for WBGene00002251(lat-1). History: N.A.
B0464.1,120.640393853459,11.4484595131566,0.913327588048772,No,B0464.1,WBGene00001094,Sequence name for WBGene00001094(dars-1). History: Renamed on 2010-01-29
B0464.2,57.3368759772235,8.43196704106938,0.871793897321196,No,B0464.2,WBGene00007184,Sequence name for WBGene00007184(ctr-9). History: Renamed on 2014-11-12
B0464.3,7.2769524545505,1.53754265693937,0.825566565357198,No,B0464.3,WBGene00007185,Sequence name for WBGene00007185(nlp-36). History: N.A.
B0464.5,122.732575073357,16.7259707950837,0.880064927603202,No,B0464.5,WBGene00004980,Sequence name for WBGene00004980(spk-1). History: N.A.
B0464.6,34.2306007007177,4.77884879859533,0.877495097728065,No,B0464.6,WBGene00007186,Public name for WBGene00007186. History: N.A.
B0464.7,78.7274432838458,5.02818004026118,0.939966060298975,No,B0464.7,WBGene00000235,Sequence name for WBGene00000235(baf-1). History: Renamed on 2006-12-04
B0464.9,20.6449666261055,1.91153951943813,0.9152555139921,No,B0464.9,WBGene00007188,Public name for WBGene00007188. History: N.A.
B0491.1,20.338737775179,5.13206805762195,0.798511751402347,No,B0491.1,WBGene00007189,Sequence name for WBGene00007189(pigm-1). History: N.A.
B0491.5,24.4845346625349,3.02521906554557,0.890031037883935,No,B0491.5,WBGene00007192,Sequence name for WBGene00007192(nduf-11). History: N.A.
B0491.6,28.327316495001,12.5750211734168,0.692559841558238,No,B0491.6,WBGene00007193,Public name for WBGene00007193. History: N.A.
B0491.7,40.9097870924402,4.74851349752599,0.895998899736327,No,B0491.7,WBGene00007194,Sequence name for WBGene00007194(dph-5). History: N.A.
B0495.5,23.3982716021269,8.80970387219314,0.726474460364103,No,B0495.5,WBGene00015204,Public name for WBGene00015204. History: N.A.
B0495.6,5.601187378266,0.625405864511824,0.899558901613297,No,B0495.6,WBGene00015205,Sequence name for WBGene00015205(moa-2). History: N.A.
B0495.8,41.450163940327,5.67228574789794,0.879626679312571,No,B0495.8,WBGene00015207,Sequence name for WBGene00015207(luc-7L). History: N.A.
B0495.9,18.3875044671765,2.99197489999012,0.860053893333575,No,B0495.9,WBGene00015208,Public name for WBGene00015208. History: N.A.
B0496.1,20.2083494788325,9.0727483321506,0.69014999400919,No,B0496.1,WBGene00015210,Public name for WBGene00015210. History: N.A.
B0511.10,307.428055961922,17.0791900541103,0.947368848419285,No,B0511.10,WBGene00001228,Sequence name for WBGene00001228(eif-3.E). History: N.A.
B0511.12,25.4096488073878,2.4775214380196,0.911159095160342,No,B0511.12,WBGene00015237,Public name for WBGene00015237. History: N.A.
B0511.14,5.67235000479315,1.73991651475814,0.765265251840476,No,B0511.14,WBGene00015237,"Public name for Dead gene WBGene00015239. History of WBGene00015239: Merged into ""WBGene00015237"" on 2011-07-20"
B0511.6,21.9373717465824,5.4229545062321,0.8017949619415,No,B0511.6,WBGene00015232,Public name for WBGene00015232. History: N.A.
B0511.7,18.3645487812,2.53486762360274,0.878711080993619,No,B0511.7,WBGene00015233,Public name for WBGene00015233. History: N.A.
B0511.8,66.2115441757385,8.09287655240384,0.891084857763534,No,B0511.8,WBGene00044321,"Sequence name for WBGene00044321(mrps-30). History: Renamed on 2011-06-10. Public name for Dead gene WBGene00015234. History of WBGene00015234: Merged into ""WBGene00044321"" on 2006-06-29"
B0511.9,24.263700963441,3.4075269694332,0.876856676628182,No,B0511.9,WBGene00015235,Sequence name for WBGene00015235(cdc-26). History: Renamed on 2007-02-16; Renamed on 2007-03-06
B0513.2,42.422107684572,4.5016755682768,0.904064095940016,No,B0513.2,WBGene00007195,Sequence name for WBGene00007195(thoc-7). History: N.A.
B0513.3,13.4630507114977,1.88369753078545,0.877257546612024,No,B0513.3,WBGene00004443,Sequence name for WBGene00004443(rpl-29). History: N.A.
B0513.5,17.0482697473075,3.36389400214167,0.835201498310905,No,B0513.5,WBGene00007197,Sequence name for WBGene00007197(prdh-1). History: N.A.
B0523.3,27.9907861385855,7.68771328469684,0.784528121726999,No,B0523.3,WBGene00003993,Sequence name for WBGene00003993(pgl-2). History: N.A.
B0523.5,53.2920841081642,10.8542200538531,0.830789626999584,No,B0523.5,WBGene00001443,Sequence name for WBGene00001443(fli-1). History: N.A.
B0524.6,5.74029883528359,0.727216121525377,0.887558648664621,No,B0524.6,WBGene00015245,Public name for WBGene00015245. History: N.A.
B0546.1,85.3662276682496,7.27797894422597,0.921441618312203,No,B0546.1,WBGene00015248,Sequence name for WBGene00015248(mai-2). History: N.A.
B0546.2,42.0699674616925,6.33716905900686,0.869086058079535,No,B0546.2,WBGene00015249,Sequence name for WBGene00015249(otub-4). History: N.A.
B0546.3,17.5321756076921,4.17131167306956,0.807804542232847,No,B0546.3,WBGene00015250,Public name for WBGene00015250. History: N.A.
B0546.4,20.7083243194006,3.63608060762689,0.850639988181019,No,B0546.4,WBGene00015251,Public name for WBGene00015251. History: N.A.
B0547.1,48.4860816921242,7.41760443955885,0.867314573459675,No,B0547.1,WBGene00000817,Sequence name for WBGene00000817(csn-5). History: N.A.
B0564.1,30.2340157722091,4.05454154155606,0.881752343662229,No,B0564.1,"WBGene00007201, WBGene00044083",Sequence name for WBGene00007201(exos-4.1). History: N.A.. Sequence name for WBGene00044083(tin-9.2). History: N.A.
B0564.2,10.3911208141225,3.05430771040658,0.772836715108449,No,B0564.2,WBGene00007202,Public name for WBGene00007202. History: N.A.
BE0003N10.1,37.9379439859225,15.8699335320309,0.705063008167609,No,BE0003N10.1,WBGene00015266,Public name for WBGene00015266. History: N.A.
BE0003N10.2,24.279310829905,6.59190247757546,0.786470897275095,No,BE0003N10.2,WBGene00015267,Sequence name for WBGene00015267(chin-1). History: N.A.
BE10.5,23.4377553820065,4.48796234998518,0.839289274744628,No,BE10.5,WBGene00044127,Public name for WBGene00044127. History: N.A.
C01A2.3,81.1276898095486,10.5429715538402,0.884990776797746,No,C01A2.3,WBGene00007215,Sequence name for WBGene00007215(oxa-1). History: N.A.
C01A2.4,7.253996768574,0.540217690275994,0.930689911968922,No,C01A2.4,WBGene00007216,Public name for WBGene00007216. History: N.A.
C01A2.5,15.6218034207278,5.56299555363441,0.737406261897187,No,C01A2.5,WBGene00007217,Sequence name for WBGene00007217(tads-1). History: N.A.
C01B10.8,82.8544165087009,27.8419886526859,0.748483353076422,No,C01B10.8,WBGene00015282,Public name for WBGene00015282. History: N.A.
C01B10.9,40.677475550358,4.92429202290041,0.892015325612332,No,C01B10.9,WBGene00015283,Public name for WBGene00015283. History: N.A.
C01B12.4,52.6970727276534,6.56572269720055,0.889210040631209,No,C01B12.4,WBGene00015287,Sequence name for WBGene00015287(osta-1). History: N.A.
C01B12.8,7.97985555915093,3.0139991596706,0.725846917504683,No,C01B12.8,WBGene00015291,Public name for WBGene00015291. History: N.A.
C01B4.9,7.84258055701146,0.997324966663374,0.887179227878357,No,C01B4.9,WBGene00015273,Sequence name for WBGene00015273(mct-2). History: N.A.
C01F1.1,55.2171479341535,7.84686972729354,0.875572949230436,No,C01F1.1,WBGene00015296,Sequence name for WBGene00015296(gtf-2F1). History: N.A.
C01F1.2,82.3498505309375,16.7434239820003,0.831033699670362,No,C01F1.2,WBGene00015297,Sequence name for WBGene00015297(sco-1). History: N.A.
C01F1.6,28.1354069602374,6.70410153632509,0.807571868099501,No,C01F1.6,WBGene00015301,Public name for WBGene00015301. History: N.A.
C01F6.1,22.267015397205,5.00033805160849,0.81661813784036,No,C01F6.1,WBGene00007221,Sequence name for WBGene00007221(cpna-3). History: N.A.
C01F6.4,10.697349665049,1.80765150207737,0.855445715044842,No,C01F6.4,WBGene00001413,Sequence name for WBGene00001413(fem-3). History: N.A.
C01F6.8,47.764354925023,4.52951755692949,0.913383397672592,No,C01F6.8,WBGene00002046,Sequence name for WBGene00002046(icln-1). History: Renamed on 2010-11-16
C01G10.11,63.5404205555129,30.0946964211368,0.678596050361729,No,C01G10.11,WBGene00006808,Sequence name for WBGene00006808(unc-76). History: N.A.
C01G10.12,11.332303939159,3.09586291735089,0.785429226863005,No,C01G10.12,WBGene00001021,Sequence name for WBGene00001021(dnj-3). History: N.A.
C01G10.7,7.8278889179865,2.07776034721536,0.790244910597183,No,C01G10.7,WBGene00007234,Public name for WBGene00007234. History: N.A.
C01G10.8,78.5502253881072,10.3680241326047,0.883398242897375,No,C01G10.8,WBGene00007235,Sequence name for WBGene00007235(ahsa-1). History: N.A.
C01G5.2,27.9636984291332,5.24925374120489,0.841951606280489,No,C01G5.2,WBGene00004179,"Sequence name for WBGene00004179(prg-2). History: Renamed on 2007-11-05. Public name for Dead gene WBGene00015304. History of WBGene00015304: Merged into ""WBGene00004179"" on 2007-11-05"
C01G5.5,7.38392595120099,1.71747670300822,0.811295382892007,No,C01G5.5,WBGene00015307,Public name for WBGene00015307. History: N.A.
C01G5.6,33.5203517766048,7.0573207953517,0.826078718959622,No,C01G5.6,WBGene00015308,Sequence name for WBGene00015308(ddi-1). History: N.A.
C01G5.8,60.8591964334577,11.1438598462549,0.8452307384986,No,C01G5.8,WBGene00015310,Sequence name for WBGene00015310(fan-1). History: N.A.
C01G6.2,13.8248323224874,3.51723271576617,0.797184896492559,No,C01G6.2,WBGene00007224,Public name for WBGene00007224. History: N.A.
C01G6.4,23.804587243911,2.57642283054705,0.902337976321781,No,C01G6.4,WBGene00007226,Public name for WBGene00007226. History: N.A.
C01G6.5,60.2646441666664,9.27387553376105,0.866636857187743,No,C01G6.5,WBGene00007227,Public name for WBGene00007227. History: N.A.
C01G6.6,56.93010122172,7.01410338012962,0.890309005737062,No,C01G6.6,WBGene00006510,Sequence name for WBGene00006510(mtrr-1). History: Renamed on 2011-04-20
C01G8.2,6.198035213655,2.20242596804828,0.737820826689218,No,C01G8.2,WBGene00000540,Sequence name for WBGene00000540(cln-3.2). History: N.A.
C01G8.3,30.209682745074,13.4327206447473,0.692209420164971,No,C01G8.3,WBGene00000965,Sequence name for WBGene00000965(dhs-1). History: N.A.
C01G8.4,14.3394988020805,1.47520984652291,0.906719125890872,No,C01G8.4,WBGene00001022,Sequence name for WBGene00001022(dnj-4). History: N.A.
C01G8.5,68.2050159459377,10.6032266039094,0.865455360240995,No,C01G8.5,WBGene00001333,Sequence name for WBGene00001333(erm-1). History: N.A.
C01G8.6,49.4695032793575,19.3231712291029,0.719110045260321,No,C01G8.6,WBGene00015313,Sequence name for WBGene00015313(hpo-32). History: N.A.
C01G8.9,116.462459005736,16.4404865233763,0.876297049264608,No,C01G8.9,WBGene00002717,Sequence name for WBGene00002717(let-526). History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04
C01H6.5,103.005835886312,20.2510990001693,0.835700124955886,No,C01H6.5,WBGene00003622,Sequence name for WBGene00003622(nhr-23). History: Renamed on 2015-03-05
C01H6.7,21.807901677675,4.85489482730342,0.817915017789041,No,C01H6.7,WBGene00007256,Sequence name for WBGene00007256(swsn-9). History: Renamed on 2012-08-29
C01H6.9,149.454370891162,18.253124650287,0.891160949059813,No,C01H6.9,WBGene00007258,Sequence name for WBGene00007258(hasp-1). History: N.A.
C02B10.1,27.868202775471,2.8673092791572,0.90671021605038,No,C02B10.1,WBGene00015326,Sequence name for WBGene00015326(ivd-1). History: N.A.
C02B10.2,10.55961554919,2.38942439929767,0.815474783551291,No,C02B10.2,WBGene00015327,Sequence name for WBGene00015327(snpn-1). History: N.A.
C02B10.4,68.2624051608789,9.15585874603922,0.881735158036513,No,C02B10.4,WBGene00015329,Public name for WBGene00015329. History: N.A.
C02B10.5,76.3129642328375,11.8432339791276,0.865656253112783,No,C02B10.5,WBGene00015330,Public name for WBGene00015330. History: N.A.
C02C2.5,6.6801046191615,2.78419886526859,0.705821049605084,No,C02C2.5,WBGene00015334,Sequence name for WBGene00015334(sup-18). History: N.A.
C02F4.1,55.5720428393502,9.10059032080329,0.859282205221692,No,C02F4.1,WBGene00000419,Sequence name for WBGene00000419(ced-5). History: N.A.
C02F5.13,14.6342498100187,3.13035373911467,0.823787019481931,No,C02F5.13,WBGene00015353,Public name for WBGene00015353. History: N.A.
C02F5.3,30.0696530606173,3.57374779721042,0.893775667557731,No,C02F5.3,WBGene00015346,Public name for WBGene00015346. History: N.A.
C02F5.4,61.2090410877396,5.25673367845487,0.920910668732195,No,C02F5.4,WBGene00015347,Sequence name for WBGene00015347(cids-1). History: N.A.
C02F5.6,36.8897873642355,4.5710727638738,0.88974968802505,No,C02F5.6,WBGene00015349,Sequence name for WBGene00015349(henn-1). History: N.A.
C02G6.1,6.36836640360063,1.7037634847166,0.788932597927785,No,C02G6.1,WBGene00015359,Public name for WBGene00015359. History: N.A.
C02G6.2,13.0374522934934,3.44700441603029,0.790893659598813,No,C02G6.2,WBGene00015360,Public name for WBGene00015360. History: N.A.
C03B8.4,242.537841070991,47.2308171087607,0.837005087418867,No,C03B8.4,WBGene00003002,Sequence name for WBGene00003002(lin-13). History: N.A.
C03C10.3,36.132249727011,4.79962640206749,0.882741108984795,No,C03C10.3,WBGene00004392,Sequence name for WBGene00004392(rnr-2). History: N.A.
C03C11.2,103.908912572627,8.72659345830452,0.922523600542905,No,C03C11.2,WBGene00001483,Sequence name for WBGene00001483(fog-3). History: N.A.
C03D6.3,48.6421803567644,10.2441896159106,0.826034621922455,No,C03D6.3,WBGene00000466,Sequence name for WBGene00000466(cel-1). History: N.A.
C03D6.4,103.449339739378,13.7132182916214,0.882955625738445,No,C03D6.4,WBGene00003800,Sequence name for WBGene00003800(npp-14). History: N.A.
C03D6.6,18.8925295586595,5.33277970716295,0.779867425069923,No,C03D6.6,WBGene00007278,Sequence name for WBGene00007278(lab-1). History: N.A.
C03D6.8,43.3169203239359,5.10007054827483,0.894663620014394,No,C03D6.8,WBGene00004437,Sequence name for WBGene00004437(rpl-24.2). History: N.A.
C03E10.4,33.8481589723492,5.29828888539917,0.86465467046583,No,C03E10.4,WBGene00001645,Sequence name for WBGene00001645(gly-20). History: N.A.
C03H5.2,23.644356555795,6.71116592150562,0.778914498127182,No,C03H5.2,WBGene00015404,Sequence name for WBGene00015404(nstp-4). History: N.A.
C03H5.3,50.6273880800121,14.0469066033842,0.782805414853787,No,C03H5.3,WBGene00015405,Public name for WBGene00015405. History: N.A.
C04A2.3,61.1796578096896,14.336546395786,0.810152714286632,No,C04A2.3,WBGene00001194,Sequence name for WBGene00001194(egl-27). History: N.A.
C04C3.3,41.6393187927733,4.29389953355527,0.90651864402251,No,C04C3.3,WBGene00015413,Sequence name for WBGene00015413(pdhb-1). History: N.A.
C04D8.1,115.992785670657,19.614057677713,0.855360856477389,No,C04D8.1,WBGene00015418,Sequence name for WBGene00015418(pac-1). History: N.A.
C04E6.11,8.769072043023,2.26475877846475,0.794744108813572,No,C04E6.11,WBGene00015425,Public name for WBGene00015425. History: N.A.
C04E6.4,15.977157439644,4.15552069443073,0.793593248411523,No,C04E6.4,WBGene00015421,Public name for WBGene00015421. History: N.A.
C04F12.10,35.0533324861155,5.69306335137009,0.860280566308821,No,C04F12.10,WBGene00001405,Sequence name for WBGene00001405(fce-1). History: N.A.
C04F12.4,14.1902868432332,2.05698274374321,0.873395173710169,No,C04F12.4,WBGene00004426,Sequence name for WBGene00004426(rpl-14). History: N.A.
C04F12.6,11.5187041092882,4.8228973179563,0.704869970092671,No,C04F12.6,WBGene00007300,Public name for WBGene00007300. History: N.A.
C04F12.7,24.562583994855,2.57642283054705,0.905065692082161,No,C04F12.7,WBGene00007301,Public name for WBGene00007301. History: N.A.
C04F5.8,47.2005632774402,4.44640714304088,0.913907686998082,No,C04F5.8,WBGene00015450,Public name for WBGene00015450. History: N.A.
C04G2.6,58.0356470583482,9.78625123538436,0.855706615686269,No,C04G2.6,WBGene00001001,Sequence name for WBGene00001001(dis-3). History: N.A.
C04G6.3,101.63951345699,14.2771224498556,0.876832843377812,No,C04G6.3,WBGene00004040,Sequence name for WBGene00004040(pld-1). History: N.A.
C04G6.4,16.344448415268,5.81772897220302,0.737492897449148,No,C04G6.4,WBGene00015454,Public name for WBGene00015454. History: N.A.
C04H5.6,126.376560665267,27.1147725311605,0.823346556665444,No,C04H5.6,WBGene00003392,Sequence name for WBGene00003392(mog-4). History: N.A.
C05B5.2,15.6672556789612,3.06095654351767,0.83655906355847,No,C05B5.2,WBGene00007320,"Public name for WBGene00007320. History: Split into C05B5.17(WBGene00219314). History of WBGene00007320: Split into ""WBGene00219314"" on 2011-11-21"
C05B5.6,6.0832567837725,2.11931555415967,0.741627934890735,No,C05B5.6,WBGene00007323,Sequence name for WBGene00007323(fbxa-155). History: N.A.
C05C10.2,93.6527711920465,18.8660639527155,0.832329725699318,No,C05C10.2,WBGene00007329,Public name for WBGene00007329. History: N.A.
C05C10.3,18.601910574197,2.3096384019646,0.889552017184499,No,C05C10.3,WBGene00007330,Public name for WBGene00007330. History: N.A.
C05C10.5,8.998628902788,1.14276819096845,0.88731649294435,No,C05C10.5,WBGene00007332,Public name for WBGene00007332. History: N.A.
C05C10.6,102.573809876234,15.0845401207835,0.87179371356843,No,C05C10.6,WBGene00007333,Sequence name for WBGene00007333(ufd-3). History: N.A.
C05C10.7,5.6700544361955,2.26475877846475,0.714579446649051,No,C05C10.7,WBGene00007334,Public name for WBGene00007334. History: N.A.
C05C8.2,24.7154688634585,7.39682683608669,0.76965748866745,No,C05C8.2,WBGene00015461,Sequence name for WBGene00015461(krr-1). History: N.A.
C05C8.4,67.6467336629892,10.124510619911,0.869816784940689,No,C05C8.4,WBGene00001563,Sequence name for WBGene00001563(gei-6). History: N.A.
C05C8.5,28.96318899655,2.36864679582551,0.924401276340089,No,C05C8.5,WBGene00015462,Public name for WBGene00015462. History: N.A.
C05C8.6,23.1163757783355,4.75807119512318,0.82930347641861,No,C05C8.6,WBGene00015463,Sequence name for WBGene00015463(hpo-9). History: N.A.
C05D11.1,64.9338306942865,7.04360757706008,0.902141452290835,No,C05D11.1,WBGene00015481,Public name for WBGene00015481. History: N.A.
C05D11.10,14.5768605950775,2.22320357152044,0.867666959514319,No,C05D11.10,WBGene00015487,Sequence name for WBGene00015487(mrps-17). History: N.A.
C05D11.11,119.063338226873,15.7078682249481,0.883447891886585,No,C05D11.11,WBGene00003214,Sequence name for WBGene00003214(mel-32). History: N.A.
C05D11.2,40.2527953597927,4.90351441942826,0.891410205054341,No,C05D11.2,WBGene00006516,Sequence name for WBGene00006516(vps-16). History: N.A.
C05D11.3,41.95518903181,4.09318788401426,0.911111136631448,No,C05D11.3,WBGene00006515,"Sequence name for WBGene00006515(txdc-9). History: N.A.. Public name for Dead gene WBGene00015482. History of WBGene00015482: Merged into ""WBGene00006515"" on 2005-10-05"
C05D11.5,6.42759207342,1.1635457944406,0.846723137598801,No,C05D11.5,WBGene00015483,Public name for WBGene00015483. History: N.A.
C05D11.7,55.0390118109759,7.02282997358793,0.886841418629399,No,C05D11.7,WBGene00015484,Sequence name for WBGene00015484(atgl-1). History: N.A.
C05D11.9,53.1346081023655,19.8010561089624,0.728513391588651,No,C05D11.9,WBGene00015486,Sequence name for WBGene00015486(popl-1). History: N.A.
C05D2.1,8.906806158882,0.997324966663374,0.899302124131716,No,C05D2.1,WBGene00000900,Sequence name for WBGene00000900(daf-4). History: N.A.
C05D2.10,34.663085824515,11.1367954610743,0.756837896770303,No,C05D2.10,WBGene00015470,Sequence name for WBGene00015470(wdr-37). History: N.A.
C05D2.5,66.4966537955666,9.37693244698293,0.876413744079433,No,C05D2.5,WBGene00001514,Sequence name for WBGene00001514(xnd-1). History: Renamed on 2008-09-15
C05D2.6,59.5419991721261,15.3305469458938,0.79524474936743,No,C05D2.6,WBGene00015468,Sequence name for WBGene00015468(madf-11). History: N.A.
C06A1.5,58.4112020809237,6.55865831202001,0.899050755652657,No,C06A1.5,WBGene00007355,Sequence name for WBGene00007355(rpb-6). History: N.A.
C06A5.1,42.4772013309156,9.16292313121975,0.82256194719402,No,C06A5.1,WBGene00015499,Sequence name for WBGene00015499(ints-1). History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
C06A5.3,67.7422293166515,33.3688311762787,0.669978427546886,No,C06A5.3,WBGene00015501,Public name for WBGene00015501. History: N.A.
C06A5.6,119.439352363168,33.3837910507787,0.781552778558199,No,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C06A5.7,12.8666619898282,1.79186052343853,0.877759813663567,No,C06A5.7,WBGene00006823,"Sequence name for WBGene00006823(unc-94). History: Renamed on 2008-01-09. Public name for Dead gene WBGene00006581. History of WBGene00006581: Merged into ""WBGene00006823"" on 2008-01-09"
C06A5.8,23.9060513759271,3.78152383193196,0.863421632138499,No,C06A5.8,WBGene00015505,Public name for WBGene00015505. History: N.A.
C06A5.9,34.6796139184181,2.99197489999012,0.920577416726101,No,C06A5.9,WBGene00004380,Sequence name for WBGene00004380(rnf-1). History: N.A.
C06A6.3,27.906309214192,3.28286134860027,0.894743550746533,No,C06A6.3,WBGene00015508,Sequence name for WBGene00015508(mvb-12). History: N.A.
C06A6.4,21.1683562663697,2.16087076110398,0.907374952519463,No,C06A6.4,WBGene00015509,Public name for WBGene00015509. History: N.A.
C06A8.1,76.0980990120975,11.4334996386567,0.869378603671165,No,C06A8.1,WBGene00015512,Sequence name for WBGene00015512(mthf-1). History: N.A.
C06A8.2,21.9493087032902,8.24870857844499,0.726846020999064,No,C06A8.2,WBGene00015513,Sequence name for WBGene00015513(snpc-1.1). History: N.A.
C06A8.4,33.9858930882082,5.75539616178655,0.85517842348843,No,C06A8.4,WBGene00004823,Sequence name for WBGene00004823(skr-17). History: N.A.
C06A8.5,267.755121229896,32.4338390200318,0.891955257138609,No,C06A8.5,WBGene00015515,Sequence name for WBGene00015515(spdl-1). History: N.A.
C06B8.8,13.7734115859,2.24398117499259,0.859903468155479,No,C06B8.8,WBGene00004452,Sequence name for WBGene00004452(rpl-38). History: N.A.
C06C3.1,77.6659723642924,6.44230373257595,0.923404639453598,No,C06C3.1,WBGene00003196,Sequence name for WBGene00003196(mel-11). History: N.A.
C06E1.10,51.0089115809416,6.73609904567221,0.883347513965689,No,C06E1.10,WBGene00015525,Sequence name for WBGene00015525(rha-2). History: N.A.
C06E1.7,11.1335076986025,2.36864679582551,0.824572678619327,No,C06E1.7,WBGene00015522,Public name for WBGene00015522. History: N.A.
C06E1.9,22.8436622289347,3.80230143540411,0.857302911491512,No,C06E1.9,WBGene00015524,Public name for WBGene00015524. History: N.A.
C06E7.1,42.2476444711506,5.64236599889804,0.882180731565576,No,C06E7.1,WBGene00015538,Sequence name for WBGene00015538(sams-3). History: N.A.
