gene,1: eri-6,2: eri-6,3: wt,4: wt,average wt,average eri6,eri6/wt,fold change,pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00017980,832.0928684,2399.66612,59.04693253,232.1987295,145.622831,1615.879494,11.09633348,11.0963335,0.000866364,0,F32B5.7,WBGene00017980,WBGene00017980,History: N.A.
WBGene00019055,3.358598864,8.087464054,69.16926382,115.464942,92.31710289,5.723031459,0.061993187,0.06199319,0.00086654,0,F58F9.1,WBGene00019055,WBGene00019055,History: N.A.
WBGene00195034,64.65302812,69.32112046,357.6557056,838.7068862,598.1812959,66.98707429,0.111984568,0.11198457,0.000873781,0,F40G9.20,WBGene00195034,WBGene00195034,History: N.A.
WBGene00195025,8.396497159,31.19450421,136.6514724,364.1586631,250.4050678,19.79550068,0.079053914,0.07905391,0.000921108,0,F39E9.18,WBGene00195025,WBGene00195025,History: N.A.
WBGene00189984,112.5130619,253.0220897,1004.641381,2245.856564,1625.248972,182.7675758,0.112455125,0.11245513,0.000982685,0,K02E2.13,WBGene00189984,WBGene00189984,History: N.A.
WBGene00021186,5.877548011,12.70887209,67.4822086,190.3268274,128.904518,9.293210048,0.07209375,0.07209375,0.00104258,0,Y9D1A.1,WBGene00021186,WBGene00021186,History: N.A.
WBGene00021892,246.0173668,1005.156247,43.86343559,78.668422,61.2659288,625.5868067,10.21100666,10.2110067,0.001171916,0,Y54G2A.28,WBGene00021892,WBGene00021892,"History: Split into Y54G2A.73(WBGene00219425). History of WBGene00021892: Split into ""WBGene00219425"" on 2012-04-10"
WBGene00185076,413.1076602,169.8367451,1366.514724,3807.805394,2587.160059,291.4722027,0.112661063,0.11266106,0.001316322,0,Y7A9A.79,WBGene00185076,WBGene00185076,History: N.A.
WBGene00010756,1077.270585,2948.458324,157.7396626,314.673688,236.2066753,2012.864455,8.521623921,8.52162392,0.001338987,0,K10G9.2,WBGene00010756,WBGene00010756,History: N.A.
WBGene00011499,52.8979321,47.36943232,188.1066565,799.3726752,493.7396658,50.13368221,0.101538697,0.1015387,0.001373855,0,T05G5.4,WBGene00011499,WBGene00011499,History: N.A.
WBGene00044149,30.22738977,10.39816807,145.0867485,288.0279322,216.5573403,20.31277892,0.093798617,0.09379862,0.001377108,0,T24D5.6,WBGene00044149,WBGene00044149,"History: Split into T24D5.11(WBGene00219279). History of WBGene00044149: Split into ""WBGene00219279"" on 2011-10-03"
WBGene00167302,329.1426886,5.776760039,5.904693253,3.806536548,4.8556149,167.4597243,34.48785123,34.4878512,0.001530751,21ur-6897,C06E7.56,WBGene00167302,WBGene00167302,History: N.A.
WBGene00010295,6439.273671,9795.074322,918.6015646,1412.225059,1165.413312,8117.173996,6.965060303,6.9650603,0.001555556,fbxa-193,F59A1.9,WBGene00010295,WBGene00010295,History: N.A.
WBGene00165172,5.037898295,3.466056023,65.79515339,68.51765787,67.15640563,4.251977159,0.063314543,0.06331454,0.00163812,21ur-11737,Y105C5A.523,WBGene00165172,WBGene00165172,History: N.A.
WBGene00194676,0.839649716,0,34.58463191,39.334211,36.95942145,0.419824858,0.011359075,0.01135908,0.00168909,0,Y43F8B.21,WBGene00194676,WBGene00194676,History: N.A.
WBGene00004831,33.58598864,31.19450421,233.6571473,274.0706315,253.8638894,32.39024642,0.127589026,0.12758903,0.001870218,slo-2,F08B12.3,WBGene00004831,WBGene00004831,History: N.A.
WBGene00015955,2538.261091,3048.973948,242.0924234,553.216645,397.6545342,2793.61752,7.025237435,7.02523744,0.002065141,0,C18B2.4,WBGene00015955,WBGene00015955,History: N.A.
WBGene00185118,488.6761346,1105.671871,4792.080338,6271.903386,5531.991862,797.174003,0.144102526,0.14410253,0.002143983,0,K02E2.11,WBGene00185118,WBGene00185118,History: N.A.
WBGene00007091,52.05828238,102.8263287,822.4394173,378.1159638,600.2776906,77.44230554,0.129010801,0.1290108,0.002193818,eri-12,B0001.6,WBGene00007091,WBGene00007091,History: N.A.
WBGene00167506,0,0,32.89757669,32.98998342,32.94378006,0,0,0,0.002401391,21ur-12752,F57G8.11,WBGene00167506,WBGene00167506,History: N.A.
WBGene00022731,225.0261239,261.1095538,1383.385276,1683.758,1533.571638,243.0678388,0.15849787,0.15849787,0.002403971,0,ZK402.5,WBGene00022731,WBGene00022731,History: N.A.
WBGene00220093,0.839649716,0,179.6713804,1.268845516,90.47011296,0.419824858,0.004640481,0.00464048,0.002408604,0,T25C12.11,WBGene00220093,WBGene00220093,History: N.A.
WBGene00001394,1175.509602,2462.055129,64.10809817,341.3194438,202.713771,1818.782365,8.972169756,8.97216976,0.002527268,fat-2,W02A2.1,WBGene00001394,WBGene00001394,History: N.A.
WBGene00013644,104.1165648,164.0599851,1178.408068,654.7242863,916.566177,134.0882749,0.146294156,0.14629416,0.002563541,0,Y105C5A.25,WBGene00013644,WBGene00013644,History: N.A.
WBGene00019727,280.4430051,2.310704015,4.217638038,2.537691032,3.377664535,141.3768546,41.85639311,41.8563931,0.00257611,zig-12,M02D8.1,WBGene00019727,WBGene00019727,History: N.A.
WBGene00019279,80.60637272,101.6709767,261.4935583,1242.19976,751.8466593,91.1386747,0.121219764,0.12121976,0.003046027,0,K01A2.4,WBGene00019279,WBGene00019279,History: N.A.
WBGene00020149,0.839649716,3.466056023,38.80226995,53.29151168,46.04689081,2.15285287,0.04675349,0.04675349,0.003512424,0,T01D1.4,WBGene00020149,WBGene00020149,History: N.A.
WBGene00009136,29.38774006,68.16576846,3.37411043,1.268845516,2.321477973,48.77675426,21.01107778,21.0110778,0.003562826,lurp-3,F25H9.3,WBGene00009136,WBGene00009136,History: N.A.
WBGene00195040,0,0,9.278803683,65.97996684,37.62938526,0,0,0,0.003593227,0,K08A2.10,WBGene00195040,WBGene00195040,History: N.A.
WBGene00195022,12.59474574,31.19450421,128.2161963,238.542957,183.3795767,21.89462497,0.119395111,0.11939511,0.003607643,0,F39E9.15,WBGene00195022,WBGene00195022,History: N.A.
WBGene00006429,128.4664065,5.776760039,1.687055215,2.537691032,2.112373124,67.12158328,31.77543898,31.775439,0.003661659,arrd-3,M176.1,WBGene00006429,WBGene00006429,History: Renamed on 2016-08-08
WBGene00200059,230.0640222,4.621408031,2.530582823,6.344227581,4.437405202,117.3427151,26.44399368,26.4439937,0.00387308,0,K02B2.36,WBGene00200059,WBGene00200059,History: N.A.
WBGene00017664,1.679299432,2.310704015,355.9686504,0,177.9843252,1.995001724,0.011208862,0.01120886,0.003887456,npax-1,F21D12.5,WBGene00017664,WBGene00017664,History: N.A.
WBGene00219728,311.5100446,436.7230589,1747.789203,2660.769047,2204.279125,374.1165518,0.169722857,0.16972286,0.003901535,linc-16,T08E11.10,WBGene00219728,WBGene00219728,History: N.A.
WBGene00049093,229.2243724,4.621408031,2.530582823,6.344227581,4.437405202,116.9228902,26.34938324,26.3493832,0.003905943,21ur-4250,K02B2.14,WBGene00049093,WBGene00049093,History: N.A.
WBGene00219690,0.839649716,0,24.46230062,38.06536548,31.26383305,0.419824858,0.013428451,0.01342845,0.004193624,linc-10,F39E9.24,WBGene00219690,WBGene00219690,History: N.A.
WBGene00050911,1.679299432,2.310704015,44.7069632,36.79651997,40.75174158,1.995001724,0.048955005,0.04895501,0.004224459,0,Y43F8B.18,WBGene00050911,WBGene00050911,History: N.A.
WBGene00022728,105.7958642,139.7975929,656.2644786,779.0711469,717.6678128,122.7967286,0.171105247,0.17110525,0.004423515,0,ZK402.1,WBGene00022728,WBGene00022728,History: N.A.
WBGene00009135,87.32357045,121.3119608,8.435276075,15.22614619,11.83071113,104.3177656,8.817539744,8.81753974,0.004505597,0,F25H9.2,WBGene00009135,WBGene00009135,History: N.A.
WBGene00016520,18.47229375,18.48563212,76.76101228,230.9298839,153.8454481,18.47896294,0.12011381,0.12011381,0.004713746,0,C39B5.2,WBGene00016520,WBGene00016520,History: N.A.
WBGene00015218,59.61512983,54.30154436,1.687055215,6.344227581,4.015641398,56.9583371,14.18411941,14.1841194,0.004732644,0,B0507.1,WBGene00015218,WBGene00015218,History: N.A.
WBGene00009518,4.198248579,1.155352008,26.99288344,73.59303994,50.29296169,2.676800294,0.053224153,0.05322415,0.004769601,clec-166,F38A1.5,WBGene00009518,WBGene00009518,History: N.A.
WBGene00194652,3.358598864,1.155352008,56.5163497,30.45229239,43.48432105,2.256975436,0.051903201,0.0519032,0.00517845,0,F15H9.8,WBGene00194652,WBGene00194652,History: N.A.
WBGene00166959,202.3555815,9.242816062,1.687055215,8.881918613,5.284486914,105.7991988,20.02071356,20.0207136,0.00538553,21ur-8559,Y105C5A.653,WBGene00166959,WBGene00166959,History: N.A.
WBGene00166782,1251.917726,65.85506444,71.69984664,52.02266616,61.8612564,658.8863954,10.65103481,10.6510348,0.005538938,21ur-5456,Y51H4A.501,WBGene00166782,WBGene00166782,History: N.A.
WBGene00044582,8.396497159,1.155352008,259.8065031,3.806536548,131.8065198,4.775924583,0.036234358,0.03623436,0.005613078,0,B0222.11,WBGene00044582,WBGene00044582,History: N.A.
WBGene00017941,17.63264403,21.95168815,109.658589,176.3695267,143.0140579,19.79216609,0.138393151,0.13839315,0.005750907,0,F31A9.2,WBGene00017941,WBGene00017941,History: N.A.
WBGene00206362,29.38774006,42.74802429,128.2161963,383.1913459,255.7037711,36.06788217,0.141053384,0.14105338,0.005894523,0,B0041.11,WBGene00206362,WBGene00206362,History: N.A.
WBGene00011387,3.358598864,3.466056023,45.55049081,48.21612961,46.88331021,3.412327443,0.072783415,0.07278342,0.006060617,0,T02G6.4,WBGene00011387,WBGene00011387,History: N.A.
WBGene00019538,34.42563835,33.50520822,57.35987731,557.0231816,307.1915294,33.96542329,0.110567578,0.11056758,0.006493815,0,K08D12.4,WBGene00019538,WBGene00019538,History: N.A.
WBGene00007361,53.73758182,51.99084035,5.061165645,3.806536548,4.433851097,52.86421108,11.92286568,11.9228657,0.0066195,oac-3,C06B3.2,WBGene00007361,WBGene00007361,History: N.A.
WBGene00021357,62.13407898,100.5156247,162.8008283,1059.486006,611.1434171,81.32485182,0.133069996,0.13307,0.00717418,0,Y37E11AL.1,WBGene00021357,WBGene00021357,History: N.A.
WBGene00006674,688.512767,168.6813931,13703.94951,125.6157061,6914.782609,428.5970801,0.061982727,0.06198273,0.007313105,twk-21,T01B4.1,WBGene00006674,WBGene00006674,History: N.A.
WBGene00007303,1407.252924,1525.06465,6259.818375,8139.643986,7199.731181,1466.158787,0.203640768,0.20364077,0.007821811,rnh-1.3,C04F12.9,WBGene00007303,WBGene00007303,History: N.A.
WBGene00219343,31.9066892,63.54436043,228.5959816,345.1259804,286.860981,47.72552481,0.166371615,0.16637162,0.007822755,0,Y17D7C.9,WBGene00219343,WBGene00219343,History: N.A.
WBGene00017490,36.9445875,32.34985622,274.1464724,149.7237709,211.9351217,34.64722186,0.163480322,0.16348032,0.008034761,pud-2.1,F15E11.1,WBGene00017490,WBGene00017490,History: N.A.
WBGene00019044,3319.974977,3479.920247,231.9700921,923.7195357,577.8448139,3399.947612,5.883842046,5.88384205,0.008636029,0,F58E1.13,WBGene00019044,WBGene00019044,History: N.A.
WBGene00044961,120.9095591,154.817169,17.71407976,25.37691032,21.54549504,137.8633641,6.398709512,6.39870951,0.009114635,0,F56A12.5,WBGene00044961,WBGene00044961,History: N.A.
WBGene00012760,0,2.310704015,23.61877301,44.40959306,34.01418304,1.155352008,0.033966772,0.03396677,0.009394707,0,Y41C4A.17,WBGene00012760,WBGene00012760,History: N.A.
WBGene00168917,618.8218406,31.19450421,27.83641105,39.334211,33.58531102,325.0081724,9.677092827,9.67709283,0.009595133,21ur-6066,Y105C5A.803,WBGene00168917,WBGene00168917,History: N.A.
WBGene00195446,348.4546321,53.14619236,6815.703069,43.14074755,3429.421908,200.8004122,0.058552263,0.05855226,0.009708411,0,T01B4.4,WBGene00195446,WBGene00195446,History: N.A.
WBGene00014496,348.4546321,53.14619236,6815.703069,43.14074755,3429.421908,200.8004122,0.058552263,0.05855226,0.009708411,0,T01B4.t4,WBGene00014496,WBGene00014496,History: N.A.
WBGene00048065,774.157038,115.5352008,21.08819019,88.81918613,54.95368816,444.8461194,8.094927462,8.09492746,0.009781473,21ur-576,Y51H4A.204,WBGene00048065,WBGene00048065,History: N.A.
WBGene00006632,15.9533446,4.621408031,326.4451841,5.075382065,165.7602831,10.28737632,0.062061769,0.06206177,0.009867165,tsp-6,C14A11.1,WBGene00006632,WBGene00006632,History: N.A.
WBGene00013285,39.46353665,5.776760039,803.88181,6.344227581,405.1130188,22.62014834,0.055836636,0.05583664,0.009912309,dct-12,Y57A10C.7,WBGene00013285,WBGene00013285,History: N.A.
WBGene00199196,311.5100446,38.12661626,6670.61632,27.91460135,3349.265461,174.8183304,0.052196021,0.05219602,0.010306278,0,T01B4.6,WBGene00199196,WBGene00199196,History: N.A.
WBGene00014494,311.5100446,38.12661626,6670.61632,27.91460135,3349.265461,174.8183304,0.052196021,0.05219602,0.010306278,0,T01B4.t2,WBGene00014494,WBGene00014494,History: N.A.
WBGene00169866,923.6146875,41.59267228,37.11521473,65.97996684,51.54759078,482.6036799,9.362293611,9.36229361,0.010658058,21ur-13517,C39H7.47,WBGene00169866,WBGene00169866,History: N.A.
WBGene00172025,923.6146875,41.59267228,37.11521473,65.97996684,51.54759078,482.6036799,9.362293611,9.36229361,0.010658058,21ur-8283,C39H7.54,WBGene00172025,WBGene00172025,History: N.A.
WBGene00006810,463.4866432,272.6630738,54.82929449,83.74380406,69.28654928,368.0748585,5.312356617,5.31235662,0.010735009,unc-78,C04F6.4,WBGene00006810,WBGene00006810,History: N.A.
WBGene00021589,6.717197727,19.64098413,75.07395707,124.3468606,99.71040882,13.17909093,0.132173673,0.13217367,0.010768539,0,Y46D2A.1,WBGene00021589,WBGene00021589,History: N.A.
WBGene00166780,149.4576494,45.0587283,9.278803683,15.22614619,12.25247494,97.25818886,7.937840261,7.93784026,0.01087847,21ur-6105,Y37A1B.181,WBGene00166780,WBGene00166780,History: N.A.
WBGene00219490,52.05828238,73.9425285,251.371227,416.1813293,333.7762782,63.00040544,0.188750398,0.1887504,0.010931766,0,Y116A8B.98,WBGene00219490,WBGene00219490,History: N.A.
WBGene00169825,1097.422179,30.0391522,80.13512271,16.49499171,48.31505721,563.7306654,11.66780499,11.667805,0.010984762,21ur-8915,Y105C5B.994,WBGene00169825,WBGene00169825,History: N.A.
WBGene00020540,2088.208843,4204.325956,297.7652455,859.0084144,578.3868299,3146.2674,5.439728633,5.43972863,0.011027014,pals-25,T17A3.2,WBGene00020540,WBGene00020540,History: N.A.
WBGene00173972,130.145706,5.776760039,3.37411043,5.075382065,4.224746247,67.961233,16.08646509,16.0864651,0.011128226,21ur-5983,Y57G11C.1074,WBGene00173972,WBGene00173972,History: N.A.
WBGene00013013,93.20111846,183.7009692,12.65291411,29.18344687,20.91818049,138.4510438,6.618694389,6.61869439,0.011360272,clec-145,Y48E1B.16,WBGene00013013,WBGene00013013,History: N.A.
WBGene00199468,330.8219881,61.23365641,6792.927823,24.10806481,3408.517944,196.0278222,0.05751116,0.05751116,0.011636241,0,T01B4.7,WBGene00199468,WBGene00199468,History: N.A.
WBGene00014493,330.8219881,61.23365641,6792.927823,24.10806481,3408.517944,196.0278222,0.05751116,0.05751116,0.011636241,0,T01B4.t1,WBGene00014493,WBGene00014493,History: N.A.
WBGene00201312,314.0289937,50.83548834,6831.730093,19.03268274,3425.381388,182.432241,0.053258957,0.05325896,0.0117197,0,T01B4.8,WBGene00201312,WBGene00201312,History: N.A.
WBGene00014495,314.0289937,50.83548834,6831.730093,19.03268274,3425.381388,182.432241,0.053258957,0.05325896,0.0117197,0,T01B4.t3,WBGene00014495,WBGene00014495,History: N.A.
WBGene00167316,0,0,40.48932516,10.15076413,25.32004464,0,0,0,0.011936597,21ur-13684,F57G8.10,WBGene00167316,WBGene00167316,History: N.A.
WBGene00047764,4916.149086,343.1395463,206.6642638,470.7416865,338.7029752,2629.644316,7.76386542,7.76386542,0.012145819,21ur-975,Y37A1B.75,WBGene00047764,WBGene00047764,History: N.A.
WBGene00219303,23.51019204,27.72844819,80.13512271,243.6183391,161.8767309,25.61932012,0.158264378,0.15826438,0.012456214,0,Y13C8A.4,WBGene00219303,WBGene00219303,History: N.A.
WBGene00009716,3.358598864,1.155352008,32.05404909,38.06536548,35.05970728,2.256975436,0.064375193,0.06437519,0.012466178,0,F44G4.7,WBGene00009716,WBGene00009716,History: N.A.
WBGene00165675,343.4167338,8.087464054,21.08819019,6.344227581,13.71620888,175.7520989,12.81346037,12.8134604,0.012588788,21ur-15199,T08B6.25,WBGene00165675,WBGene00165675,History: N.A.
WBGene00046417,343.4167338,8.087464054,21.08819019,6.344227581,13.71620888,175.7520989,12.81346037,12.8134604,0.012588788,21ur-1212,T08B6.11,WBGene00046417,WBGene00046417,History: N.A.
WBGene00166507,3247.765101,132.8654809,221.8477608,189.0579819,205.4528713,1690.315291,8.227265357,8.22726536,0.013528793,21ur-5560,Y105C5A.625,WBGene00166507,WBGene00166507,History: N.A.
WBGene00171164,3247.765101,132.8654809,221.8477608,189.0579819,205.4528713,1690.315291,8.227265357,8.22726536,0.013528793,21ur-11245,Y105C5A.987,WBGene00171164,WBGene00171164,History: N.A.
WBGene00166937,2607.112368,140.9529449,216.7865951,134.4976247,175.6421099,1374.032656,7.822911356,7.82291136,0.013677282,21ur-13591,LLC1.54,WBGene00166937,WBGene00166937,History: N.A.
WBGene00194679,437.457502,400.9071467,97.00567486,82.47495855,89.74031671,419.1823243,4.671059115,4.67105912,0.014362683,0,T26C11.9,WBGene00194679,WBGene00194679,History: N.A.
WBGene00195769,31.06703949,5.776760039,474.906043,7.613073097,241.2595581,18.42189976,0.076357181,0.07635718,0.014600087,0,Y39B6A.70,WBGene00195769,WBGene00195769,History: N.A.
WBGene00014567,31.06703949,5.776760039,474.0625154,7.613073097,240.8377943,18.42189976,0.076490901,0.0764909,0.014653311,0,Y39B6A.t9,WBGene00014567,WBGene00014567,History: N.A.
WBGene00045735,665.8422247,25.41774417,43.86343559,34.25882894,39.06113226,345.6299844,8.848437421,8.84843742,0.014758906,21ur-3996,C06E7.8,WBGene00045735,WBGene00045735,History: N.A.
WBGene00168723,665.8422247,25.41774417,43.86343559,34.25882894,39.06113226,345.6299844,8.848437421,8.84843742,0.014758906,21ur-11343,C06E7.63,WBGene00168723,WBGene00168723,History: N.A.
WBGene00021713,321.5858412,904.6406221,64.95162578,161.1433805,113.0475032,613.1132316,5.423500869,5.42350087,0.014860943,0,Y49F6A.5,WBGene00021713,WBGene00021713,History: N.A.
WBGene00000482,572.6411062,515.2869955,128.2161963,111.6584054,119.9373009,543.9640508,4.535403472,4.53540347,0.014925884,chd-3,T14G8.1,WBGene00000482,WBGene00000482,History: N.A.
WBGene00015854,83.12532187,243.7792736,19.40113497,34.25882894,26.82998195,163.4522978,6.092150864,6.09215086,0.014939008,0,C16C8.17,WBGene00015854,WBGene00015854,"History: Split into C16C8.27(WBGene00305093). History of WBGene00015854: Split into ""WBGene00305093"" on 2019-10-21"
WBGene00048014,666.6818744,83.18534456,59.89046013,54.56035719,57.22540866,374.9336095,6.551872992,6.55187299,0.015229595,21ur-4996,Y41E3.115,WBGene00048014,WBGene00048014,History: N.A.
WBGene00047204,666.6818744,83.18534456,59.89046013,54.56035719,57.22540866,374.9336095,6.551872992,6.55187299,0.015229595,21ur-2371,Y41E3.79,WBGene00047204,WBGene00047204,History: N.A.
WBGene00017500,49.53933324,32.34985622,267.3982516,158.6056895,213.0019705,40.94459473,0.192226366,0.19222637,0.01563455,pud-2.2,F15E11.14,WBGene00017500,WBGene00017500,History: N.A.
WBGene00005039,1.679299432,1.155352008,55.6728221,7.613073097,31.6429476,1.41732572,0.044791204,0.0447912,0.016029213,sra-13,F49E12.5,WBGene00005039,WBGene00005039,History: N.A.
WBGene00049367,4002.610196,281.9058899,57.35987731,445.3647762,251.3623267,2142.258043,8.522589962,8.52258996,0.016053848,21ur-1903,Y105C5A.383,WBGene00049367,WBGene00049367,History: N.A.
WBGene00219718,9.236146875,13.86422409,77.60453989,76.13073097,76.86763543,11.55018548,0.15026071,0.15026071,0.016166476,linc-42,R10F2.8,WBGene00219718,WBGene00219718,History: N.A.
WBGene00047989,2260.337035,58.9229524,156.896135,110.3895599,133.6428475,1159.629994,8.677082357,8.67708236,0.016306561,21ur-32,Y57G11C.248,WBGene00047989,WBGene00047989,History: N.A.
WBGene00019511,382.8802704,931.2137182,2287.646872,3901.699962,3094.673417,657.0469943,0.212315455,0.21231546,0.01633165,0,K08A2.1,WBGene00019511,WBGene00019511,History: N.A.
WBGene00050146,890.0286988,56.61224838,53.14223927,74.86188545,64.00206236,473.3204736,7.395394088,7.39539409,0.01644551,21ur-4961,Y73F8A.436,WBGene00050146,WBGene00050146,History: N.A.
WBGene00048409,890.0286988,56.61224838,53.14223927,74.86188545,64.00206236,473.3204736,7.395394088,7.39539409,0.01644551,21ur-5058,Y73F8A.277,WBGene00048409,WBGene00048409,History: N.A.
WBGene00050903,5.037898295,5.776760039,16.02702454,95.16341371,55.59521913,5.407329167,0.097262485,0.09726249,0.016844379,0,Y17D7C.4,WBGene00050903,WBGene00050903,History: N.A.
WBGene00022271,238.4605193,850.3390777,63.26457056,138.3041613,100.7843659,544.3997985,5.401629445,5.40162945,0.017134954,cpx-1,Y73E7A.4,WBGene00022271,WBGene00022271,History: N.A.
WBGene00172928,257.7724628,19.64098413,16.02702454,17.76383723,16.89543088,138.7067235,8.209718024,8.20971802,0.017567912,21ur-5939,Y64G10A.317,WBGene00172928,WBGene00172928,History: N.A.
WBGene00021605,5.877548011,9.242816062,31.21052148,91.35687716,61.28369932,7.560182037,0.12336367,0.12336367,0.017901519,0,Y46H3C.5,WBGene00021605,WBGene00021605,History: N.A.
WBGene00020797,124.268158,257.6434977,738.0866566,982.0864295,860.086543,190.9558278,0.222019318,0.22201932,0.018186294,0,T25D3.3,WBGene00020797,WBGene00020797,History: N.A.
WBGene00020448,3.358598864,8.087464054,19.40113497,92.62572268,56.01342883,5.723031459,0.102172489,0.10217249,0.01819562,fbxa-51,T12B5.1,WBGene00020448,WBGene00020448,History: N.A.
WBGene00219278,8.396497159,2.310704015,48.08107363,50.75382065,49.41744714,5.353600587,0.10833422,0.10833422,0.018517897,0,R09A8.9,WBGene00219278,WBGene00219278,History: N.A.
WBGene00012817,3.358598864,2.310704015,44.7069632,24.10806481,34.407514,2.83465144,0.082384663,0.08238466,0.018573504,0,Y43F8B.6,WBGene00012817,WBGene00012817,History: N.A.
WBGene00172345,828.7342696,27.72844819,22.7752454,74.86188545,48.81856543,428.2313589,8.771895592,8.77189559,0.01887518,21ur-15137,Y37A1B.290,WBGene00172345,WBGene00172345,History: N.A.
WBGene00169043,828.7342696,27.72844819,22.7752454,74.86188545,48.81856543,428.2313589,8.771895592,8.77189559,0.01887518,21ur-6318,Y37A1B.225,WBGene00169043,WBGene00169043,History: N.A.
WBGene00206377,654.9267784,992.4473747,256.4323927,88.81918613,172.6257894,823.6870765,4.771518087,4.77151809,0.018925858,0,F44E5.15,WBGene00206377,WBGene00206377,History: N.A.
WBGene00167555,173.8074912,18.48563212,10.9658589,12.68845516,11.82715703,96.14656166,8.129304567,8.12930457,0.019607799,21ur-6463,H16O14.31,WBGene00167555,WBGene00167555,History: N.A.
WBGene00168926,173.8074912,18.48563212,10.9658589,12.68845516,11.82715703,96.14656166,8.129304567,8.12930457,0.019607799,21ur-10884,H16O14.37,WBGene00168926,WBGene00168926,History: N.A.
WBGene00172608,4717.991754,310.7896901,478.2801535,280.4148591,379.3475063,2514.390722,6.628198895,6.6281989,0.019615748,21ur-15255,Y64G10A.311,WBGene00172608,WBGene00172608,History: N.A.
WBGene00050384,4717.991754,310.7896901,478.2801535,280.4148591,379.3475063,2514.390722,6.628198895,6.6281989,0.019615748,21ur-3030,Y64G10A.151,WBGene00050384,WBGene00050384,History: N.A.
WBGene00168025,4717.991754,310.7896901,478.2801535,280.4148591,379.3475063,2514.390722,6.628198895,6.6281989,0.019615748,21ur-15421,Y64G10A.218,WBGene00168025,WBGene00168025,History: N.A.
WBGene00047090,226.7054233,4.621408031,12.65291411,7.613073097,10.1329936,115.6634157,11.41453554,11.4145355,0.019635486,21ur-3447,Y40H7A.60,WBGene00047090,WBGene00047090,History: N.A.
WBGene00021639,146.0990506,414.7713708,74.23042946,30.45229239,52.34136092,280.4352107,5.357812745,5.35781275,0.01986992,0,Y47G6A.13,WBGene00021639,WBGene00021639,History: N.A.
WBGene00167198,178.0057398,10.39816807,14.33996933,3.806536548,9.073252938,94.20195392,10.38237935,10.3823794,0.020148434,21ur-5756,Y73B6BL.121,WBGene00167198,WBGene00167198,History: N.A.
WBGene00047787,196.4780335,5.776760039,13.49644172,3.806536548,8.651489134,101.1273968,11.68901622,11.6890162,0.020354713,21ur-5433,C10G6.10,WBGene00047787,WBGene00047787,History: N.A.
WBGene00021189,1.679299432,1.155352008,10.12233129,45.67843858,27.90038494,1.41732572,0.050799504,0.0507995,0.020713375,0,Y13C8A.2,WBGene00021189,,History: Killed on 2018-11-14. Remark: 192mer repeat region only
WBGene00048103,1464.349104,169.8367451,39.64579755,203.0152826,121.3305401,817.0929248,6.734437384,6.73443738,0.021000064,21ur-3495,F13G11.30,WBGene00048103,WBGene00048103,History: N.A.
WBGene00050495,556.6877616,139.7975929,57.35987731,77.39957648,67.3797269,348.2426773,5.168359881,5.16835988,0.021052863,21ur-2518,Y67A10A.135,WBGene00050495,WBGene00050495,History: N.A.
WBGene00012639,18.47229375,32.34985622,100.3797853,167.4876081,133.9336967,25.41107498,0.189728766,0.18972877,0.021426517,fezf-1,Y38H8A.5,WBGene00012639,WBGene00012639,History: N.A.
WBGene00012264,111.6734122,162.9046331,33.7411043,19.03268274,26.38689352,137.2890227,5.202924798,5.2029248,0.02173385,0,W04G5.3,WBGene00012264,WBGene00012264,History: N.A.
WBGene00012699,21.83089261,42.74802429,98.69273008,243.6183391,171.1555346,32.28945845,0.188655649,0.18865565,0.021833444,0,Y39B6A.41,WBGene00012699,WBGene00012699,History: N.A.
WBGene00168106,321.5858412,15.0195761,23.61877301,17.76383723,20.69130512,168.3027086,8.133982254,8.13398225,0.02191975,21ur-15391,Y45F10D.79,WBGene00168106,WBGene00168106,History: N.A.
WBGene00021187,1.679299432,9.242816062,22.7752454,83.74380406,53.25952473,5.461057747,0.102536734,0.10253673,0.022373074,0,Y9D1A.2,WBGene00021187,WBGene00021187,History: N.A.
WBGene00046746,169.6092426,70.47647247,21.08819019,22.83921929,21.96370474,120.0428575,5.465510439,5.46551044,0.022424156,21ur-3293,Y105C5B.154,WBGene00046746,WBGene00046746,History: N.A.
WBGene00219492,5.877548011,2.310704015,43.01990798,35.52767445,39.27379122,4.094126013,0.104245755,0.10424576,0.023086021,0,Y53F4B.63,WBGene00219492,WBGene00219492,History: N.A.
WBGene00169214,211.5917284,103.9816807,35.42815952,27.91460135,31.67138044,157.7867045,4.981996439,4.98199644,0.023305708,21ur-12476,Y73F8A.765,WBGene00169214,WBGene00169214,History: N.A.
WBGene00044637,202.3555815,320.0325061,736.3996014,1473.129644,1104.764623,261.1940438,0.236425061,0.23642506,0.023595686,rft-1,Y47D7A.16,WBGene00044637,WBGene00044637,History: N.A.
WBGene00011932,175.4867906,251.8667377,48.08107363,46.9472841,47.51417886,213.6767642,4.497115793,4.49711579,0.023899816,sptl-3,T22G5.5,WBGene00011932,WBGene00011932,History: N.A.
WBGene00219670,0,1.155352008,8.435276075,38.06536548,23.25032078,0.577676004,0.024845937,0.02484594,0.024310239,anr-26,E02H9.11,WBGene00219670,WBGene00219670,History: N.A.
