# Supplemental Table S1 - Genes targeted by 26G-RNAs in wild type
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Reads - norm = reads per million, excluding reads considered to be degradation products
Gene ID,Cosmid Name,Antisense reads,Reads - norm,Input,Suggested Match,History
acl-9,ZK40.1,12.0,4.822643275,acl-9,WBGene00022646,Public name for WBGene00022646. History: N.A.
vha-1,R10E11.8,12.0,4.822643275,vha-1,WBGene00006910,Public name for WBGene00006910. History: Renamed on 2005-11-29; Renamed on 2006-01-12
W01B6.8,W01B6.8,12.0,4.822643275,W01B6.8,WBGene00012174,Public name for WBGene00012174. History: N.A.
pbs-3,Y38A8.2,12.0,4.822643275,pbs-3,WBGene00003949,Public name for WBGene00003949. History: N.A.
cco-2,Y37D8A.14,12.0,4.822643275,cco-2,WBGene00012553,Other name for WBGene00012553(cox-5A). History: Renamed on 2017-09-05
F28D1.9,F28D1.9,12.0,4.822643275,F28D1.9,WBGene00009218,Sequence name for WBGene00009218(acs-20). History: N.A.
Y69E1A.1,Y69E1A.1,12.0,4.822643275,Y69E1A.1,WBGene00013473,Public name for WBGene00013473. History: N.A.
W07G4.4,W07G4.4,12.0,4.822643275,W07G4.4,WBGene00002250,"Sequence name for WBGene00002250(lap-2). History: N.A.. Public name for Dead gene WBGene00012338. History of WBGene00012338: Merged into ""WBGene00002250"" on 2011-06-16"
T08G11.1,T08G11.1,12.0,4.822643275,T08G11.1,WBGene00011629,Public name for WBGene00011629. History: N.A.
F53G12.8,F53G12.8,12.0,4.822643275,F53G12.8,WBGene00018773,Public name for WBGene00018773. History: N.A.
W02D9.2,W02D9.2,12.0,4.822643275,W02D9.2,WBGene00012208,Public name for WBGene00012208. History: N.A.
C17E4.1,C17E4.1,12.0,4.822643275,C17E4.1,WBGene00007641,"Public name for WBGene00007641. History: Split into C17E4.12(WBGene00044769). History of WBGene00007641: Split into ""WBGene00044769"" on 2006-02-27"
C43G2.3,C43G2.3,12.0,4.822643275,C43G2.3,WBGene00016612,Public name for WBGene00016612. History: N.A.
tag-353,F25D7.2,12.0,4.822643275,tag-353,WBGene00009112,Public name for WBGene00009112. History: N.A.
pyp-1,C47E12.4,12.0,4.822643275,pyp-1,WBGene00008149,Public name for WBGene00008149. History: N.A.
F53C3.1,F53C3.1,12.0,4.822643275,F53C3.1,WBGene00018745,Public name for WBGene00018745. History: N.A.
C14B9.10,C14B9.10,12.0,4.822643275,C14B9.10,WBGene00015755,Public name for WBGene00015755. History: N.A.
ZK858.8,ZK858.8,12.0,4.822643275,ZK858.8,WBGene00014121,Public name for WBGene00014121. History: N.A.
ZK180.4,ZK180.4,12.0,4.822643275,ZK180.4,WBGene00022678,Sequence name for WBGene00022678(sar-1). History: N.A.
Y57G7A.5,Y57G7A.5,12.0,4.822643275,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
F41H10.5,F41H10.5,12.0,4.822643275,F41H10.5,WBGene00018318,Public name for WBGene00018318. History: N.A.
Y41E3.7,Y41E3.7,12.0,4.822643275,Y41E3.7,WBGene00012765,Public name for WBGene00012765. History: N.A.
Y45G12B.2,Y45G12B.2,12.0,4.822643275,Y45G12B.2,WBGene00021563,Public name for WBGene00021563. History: N.A.
T28B8.6,T28B8.6,12.0,4.822643275,T28B8.6,WBGene00044122,Public name for WBGene00044122. History: N.A.
BE10.5,BE10.5,12.0,4.822643275,BE10.5,WBGene00044127,Public name for WBGene00044127. History: N.A.
vps-32.1,C56C10.3,12.0,4.822643275,vps-32.1,WBGene00016961,Public name for WBGene00016961. History: Renamed on 2007-06-04
F32D1.2,F32D1.2,12.0,4.822643275,F32D1.2,WBGene00017982,Sequence name for WBGene00017982(hpo-18). History: N.A.
T21C9.4,T21C9.4,12.0,4.822643275,T21C9.4,WBGene00011892,Sequence name for WBGene00011892(erh-1). History: N.A.
elo-8,Y47D3A.30,12.0,4.822643275,elo-8,WBGene00001246,"Public name for WBGene00001246. History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
E01A2.6,E01A2.6,12.0,4.822643275,E01A2.6,WBGene00017088,Sequence name for WBGene00017088(akir-1). History: N.A.
K08D12.3,K08D12.3,12.0,4.822643275,K08D12.3,WBGene00019537,Public name for WBGene00019537. History: N.A.
spe-26,R10H10.2,12.0,4.822643275,spe-26,WBGene00004972,Public name for WBGene00004972. History: N.A.
Y75B8A.23,Y75B8A.23,12.0,4.822643275,Y75B8A.23,WBGene00013556,Public name for WBGene00013556. History: N.A.
C48B6.3,C48B6.3,12.0,4.822643275,C48B6.3,WBGene00016741,Public name for WBGene00016741. History: N.A.
scrm-5,K08D10.8,11.5,4.621699805,scrm-5,WBGene00019531,Public name for WBGene00019531. History: N.A.
C54D10.4,C54D10.4,11.5,4.621699805,C54D10.4,WBGene00008299,Public name for WBGene00008299. History: N.A.
F36A2.7,F36A2.7,11.5,4.621699805,F36A2.7,WBGene00009454,Public name for WBGene00009454. History: N.A.
F36D3.4,F36D3.4,11.5,4.621699805,F36D3.4,WBGene00009470,Public name for WBGene00009470. History: N.A.
sst-20,F54C1.9,11.5,4.621699805,sst-20,WBGene00006058,Public name for WBGene00006058. History: N.A.
C36F7.5,C36F7.5,11.3332,4.554665063,C36F7.5,WBGene00007986,Public name for WBGene00007986. History: N.A.
puf-6,F18A11.1,11.1666,4.487710699,puf-6,WBGene00004242,Public name for WBGene00004242. History: N.A.
T05F1.5,T05F1.5,11.0,4.420756335,T05F1.5,WBGene00011491,Public name for WBGene00011491. History: N.A.
F26B1.5,F26B1.5,11.0,4.420756335,F26B1.5,WBGene00017817,Public name for WBGene00017817. History: N.A.
Y25C1A.7,Y25C1A.7,11.0,4.420756335,Y25C1A.7,WBGene00021294,Public name for WBGene00021294. History: N.A.
C29E4.14,C29E4.14,11.0,4.420756335,C29E4.14,WBGene00044634,Public name for WBGene00044634. History: N.A.
C24H11.1,C24H11.1,11.0,4.420756335,C24H11.1,WBGene00007699,Public name for WBGene00007699. History: N.A.
F22D6.9,F22D6.9,11.0,4.420756335,F22D6.9,WBGene00009054,Public name for WBGene00009054. History: N.A.
C29E4.12,C29E4.12,11.0,4.420756335,C29E4.12,WBGene00016209,Public name for WBGene00016209. History: N.A.
frk-1,T04B2.2,11.0,4.420756335,frk-1,WBGene00001487,Public name for WBGene00001487. History: N.A.
rpt-4,F23F1.8,11.0,4.420756335,rpt-4,WBGene00004504,Public name for WBGene00004504. History: N.A.
Y41C4A.18,Y41C4A.18,11.0,4.420756335,Y41C4A.18,WBGene00012761,Public name for WBGene00012761. History: N.A.
F54H12.7,F54H12.7,11.0,4.420756335,F54H12.7,WBGene00044633,Public name for WBGene00044633. History: N.A.
Y41E3.8,Y41E3.8,11.0,4.420756335,Y41E3.8,WBGene00012766,Public name for WBGene00012766. History: N.A.
D1081.11,D1081.11,11.0,4.420756335,D1081.11,WBGene00050879,Public name for WBGene00050879. History: N.A.
ZK669.4,ZK669.4,11.0,4.420756335,ZK669.4,WBGene00014054,Sequence name for WBGene00014054(dbt-1). History: N.A.
ZK970.8,ZK970.8,11.0,4.420756335,ZK970.8,WBGene00014174,Public name for WBGene00014174. History: N.A.
sip-1,F43D9.4,11.0,4.420756335,sip-1,WBGene00004798,Public name for WBGene00004798. History: N.A.
Y39B6A.30,Y39B6A.30,11.0,4.420756335,Y39B6A.30,WBGene00012689,Public name for WBGene00012689. History: N.A.
ZK666.8,ZK666.8,11.0,4.420756335,ZK666.8,WBGene00014048,Public name for WBGene00014048. History: N.A.
C10C6.3,C10C6.3,11.0,4.420756335,C10C6.3,WBGene00007512,Public name for WBGene00007512. History: N.A.
K10D2.1,K10D2.1,11.0,4.420756335,K10D2.1,WBGene00019627,"Sequence name for WBGene00019627(hira-1). History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
F25B3.5,F25B3.5,11.0,4.420756335,F25B3.5,WBGene00009102,Public name for WBGene00009102. History: N.A.
F08A8.8,F08A8.8,11.0,4.420756335,F08A8.8,WBGene00045468,Public name for WBGene00045468. History: N.A.
Y71F9AL.9,Y71F9AL.9,11.0,4.420756335,Y71F9AL.9,WBGene00022114,Public name for WBGene00022114. History: N.A.
Y105C5B.18,Y105C5B.18,11.0,4.420756335,Y105C5B.18,WBGene00013657,Public name for WBGene00013657. History: N.A.
F37A8.1,F37A8.1,11.0,4.420756335,F37A8.1,WBGene00009501,Public name for WBGene00009501. History: N.A.
let-767,C56G2.6,11.0,4.420756335,let-767,WBGene00002891,Public name for WBGene00002891. History: N.A.
C18E9.4,C18E9.4,11.0,4.420756335,C18E9.4,WBGene00007684,Public name for WBGene00007684. History: N.A.
Y22D7AL.10,Y22D7AL.10,11.0,4.420756335,Y22D7AL.10,WBGene00021248,Public name for WBGene00021248. History: N.A.
Y73B6BL.4,Y73B6BL.4,11.0,4.420756335,Y73B6BL.4,WBGene00022233,Sequence name for WBGene00022233(ipla-6). History: N.A.
T22C1.9,T22C1.9,11.0,4.420756335,T22C1.9,WBGene00011919,Public name for WBGene00011919. History: N.A.
F26E4.12,F26E4.12,11.0,4.420756335,F26E4.12,WBGene00009165,Sequence name for WBGene00009165(gpx-1). History: N.A.
oma-1,C09G9.6,11.0,4.420756335,oma-1,WBGene00003864,Public name for WBGene00003864. History: N.A.
rnh-1.1,ZK1290.6,11.0,4.420756335,rnh-1.1,WBGene00022888,Public name for WBGene00022888. History: N.A.
C03C10.4,C03C10.4,11.0,4.420756335,C03C10.4,WBGene00007270,Sequence name for WBGene00007270(rei-1). History: N.A.
tag-231,ZK430.2,11.0,4.420756335,tag-231,WBGene00044063,Other name for WBGene00044063(bpnt-1). History: Renamed on 2016-07-13
ZK484.1,ZK484.1,11.0,4.420756335,ZK484.1,WBGene00022748,Sequence name for WBGene00022748(oaz-1). History: N.A.
R05D3.2,R05D3.2,11.0,4.420756335,R05D3.2,WBGene00019877,Public name for WBGene00019877. History: N.A.
nuo-3,Y57G11C.12,11.0,4.420756335,nuo-3,WBGene00013308,"Public name for WBGene00013308. History: Split into Y57G11C.1147(WBGene00303007). History of WBGene00013308: Split into ""WBGene00303007"" on 2018-03-06"
R13A1.3,R13A1.3,11.0,4.420756335,R13A1.3,WBGene00020042,Public name for WBGene00020042. History: N.A.
K09E4.1,K09E4.1,11.0,4.420756335,K09E4.1,WBGene00010719,Public name for WBGene00010719. History: N.A.
ect-2,T19E10.1,11.0,4.420756335,ect-2,WBGene00002297,Public name for WBGene00002297. History: Renamed on 2005-09-28
dss-1,Y119D3B.15,11.0,4.420756335,dss-1,WBGene00022492,Public name for WBGene00022492. History: N.A.
F47D12.7,F47D12.7,11.0,4.420756335,F47D12.7,WBGene00018563,Public name for WBGene00018563. History: N.A.
K07H8.9,K07H8.9,11.0,4.420756335,K07H8.9,WBGene00019509,Public name for WBGene00019509. History: N.A.
T02H6.11,T02H6.11,11.0,4.420756335,T02H6.11,WBGene00020181,Public name for WBGene00020181. History: Renamed on 2005-03-17
F07D3.3,F07D3.3,11.0,4.420756335,F07D3.3,WBGene00008556,Public name for WBGene00008556. History: N.A.
apm-1,F55A12.7,11.0,4.420756335,apm-1,WBGene00000150,Public name for WBGene00000150. History: Renamed on 2015-03-05
tom-1,M01A10.2,11.0,4.420756335,tom-1,WBGene00006594,Public name for WBGene00006594. History: Renamed on 2006-02-01
F23C8.7,F23C8.7,11.0,4.420756335,F23C8.7,WBGene00017736,Public name for WBGene00017736. History: N.A.
C18A3.7,C18A3.7,11.0,4.420756335,C18A3.7,WBGene00015944,Public name for WBGene00015944. History: N.A.
Y73B6A.1,Y73B6A.1,11.0,4.420756335,Y73B6A.1,WBGene00022228,Public name for WBGene00022228. History: N.A.
T10E9.6,T10E9.6,11.0,4.420756335,T10E9.6,WBGene00020416,Public name for WBGene00020416. History: N.A.
T23F11.2,T23F11.2,10.9998,4.420675958,T23F11.2,WBGene00011954,Public name for WBGene00011954. History: N.A.
C34B2.4,C34B2.4,10.5,4.219812865,C34B2.4,WBGene00016389,Public name for WBGene00016389. History: N.A.
snf-9,C49C3.1,10.5,4.219812865,snf-9,WBGene00004908,Public name for WBGene00004908. History: N.A.
C34B2.3,C34B2.3,10.5,4.219812865,C34B2.3,WBGene00016388,Public name for WBGene00016388. History: N.A.
rmd-3,B0491.3,10.3333,4.152818313,rmd-3,WBGene00007190,Public name for WBGene00007190. History: N.A.
msp-36,C04G2.4,10.3085,4.142851516,msp-36,WBGene00003432,Public name for WBGene00003432. History: N.A.
nspa-7,H12D21.15,10.2,4.099246783,nspa-7,WBGene00044274,Public name for WBGene00044274. History: N.A.
nspa-6,H12D21.14,10.2,4.099246783,nspa-6,WBGene00044273,Public name for WBGene00044273. History: N.A.
F36D4.1,F36D4.1,10.0,4.018869396,F36D4.1,WBGene00018087,Public name for WBGene00018087. History: N.A.
M02B1.4,M02B1.4,10.0,4.018869396,M02B1.4,WBGene00010829,Public name for WBGene00010829. History: N.A.
F29B9.7,F29B9.7,10.0,4.018869396,F29B9.7,WBGene00017922,Public name for WBGene00017922. History: N.A.
F55H12.5,F55H12.5,10.0,4.018869396,F55H12.5,WBGene00010136,Public name for WBGene00010136. History: N.A.
acdh-8,K05F1.3,10.0,4.018869396,acdh-8,WBGene00019406,Public name for WBGene00019406. History: N.A.
F58H1.6,F58H1.6,10.0,4.018869396,F58H1.6,WBGene00010289,Public name for WBGene00010289. History: N.A.
ZK546.4,ZK546.4,10.0,4.018869396,ZK546.4,WBGene00022761,Public name for WBGene00022761. History: N.A.
spe-8,F53G12.6,10.0,4.018869396,spe-8,WBGene00004962,Public name for WBGene00004962. History: N.A.
Y57G11C.6,Y57G11C.6,10.0,4.018869396,Y57G11C.6,WBGene00013304,Sequence name for WBGene00013304(ptp-5.2). History: N.A.
tag-335,C42C1.5,10.0,4.018869396,tag-335,WBGene00016583,Public name for WBGene00016583. History: N.A.
Y37E11AL.2,Y37E11AL.2,10.0,4.018869396,Y37E11AL.2,WBGene00021358,Public name for WBGene00021358. History: N.A.
F42G4.6,F42G4.6,10.0,4.018869396,F42G4.6,WBGene00009643,Public name for WBGene00009643. History: N.A.
pgl-1,ZK381.4,10.0,4.018869396,pgl-1,WBGene00003992,Public name for WBGene00003992. History: N.A.
R07E5.6,R07E5.6,10.0,4.018869396,R07E5.6,WBGene00011114,Public name for WBGene00011114. History: N.A.
bmk-1,F23B12.8,10.0,4.018869396,bmk-1,WBGene00000257,Public name for WBGene00000257. History: N.A.
spe-42,B0240.2,10.0,4.018869396,spe-42,WBGene00007117,Public name for WBGene00007117. History: N.A.
C50F7.4,C50F7.4,10.0,4.018869396,C50F7.4,WBGene00016844,Sequence name for WBGene00016844(sucg-1). History: N.A.
T01D3.5,T01D3.5,10.0,4.018869396,T01D3.5,WBGene00011329,Sequence name for WBGene00011329(zipt-9). History: N.A.
F41C3.4,F41C3.4,10.0,4.018869396,F41C3.4,WBGene00018270,Sequence name for WBGene00018270(eas-1). History: N.A.
T28D9.3,T28D9.3,10.0,4.018869396,T28D9.3,WBGene00020895,Sequence name for WBGene00020895(plpp-1.2). History: N.A.
paf-1,W03G9.6,10.0,4.018869396,paf-1,WBGene00003906,Public name for WBGene00003906. History: N.A.
sqd-1,Y73B6BL.6,10.0,4.018869396,sqd-1,WBGene00022235,Public name for WBGene00022235. History: N.A.
R10E11.6,R10E11.6,10.0,4.018869396,R10E11.6,WBGene00011218,Public name for WBGene00011218. History: N.A.
F54C8.1,F54C8.1,10.0,4.018869396,F54C8.1,WBGene00010035,Public name for WBGene00010035. History: N.A.
F23C8.5,F23C8.5,10.0,4.018869396,F23C8.5,WBGene00017734,Public name for WBGene00017734. History: N.A.
K03H1.9,K03H1.9,10.0,4.018869396,K03H1.9,WBGene00010544,Public name for WBGene00010544. History: N.A.
R11A8.7,R11A8.7,10.0,4.018869396,R11A8.7,WBGene00011240,Sequence name for WBGene00011240(mask-1). History: N.A.
Y18H1A.11,Y18H1A.11,10.0,4.018869396,Y18H1A.11,WBGene00021215,Public name for WBGene00021215. History: N.A.
gsp-4,T03F1.5,10.0,4.018869396,gsp-4,WBGene00020187,Public name for WBGene00020187. History: N.A.
air-2,B0207.4,10.0,4.018869396,air-2,WBGene00000099,Public name for WBGene00000099. History: N.A.
cgt-3,F59G1.1,10.0,4.018869396,cgt-3,WBGene00019127,Public name for WBGene00019127. History: N.A.
Y47G6A.18,Y47G6A.18,10.0,4.018869396,Y47G6A.18,WBGene00021644,Public name for WBGene00021644. History: N.A.
M28.9,M28.9,10.0,4.018869396,M28.9,WBGene00010900,Public name for WBGene00010900. History: N.A.
K01H12.4,K01H12.4,10.0,4.018869396,K01H12.4,WBGene00010486,Public name for WBGene00010486. History: N.A.
prs-1,T20H4.3,10.0,4.018869396,prs-1,WBGene00004189,Other name for WBGene00004189(pars-1). History: Renamed on 2010-01-29
F13H10.8,F13H10.8,10.0,4.018869396,F13H10.8,WBGene00044784,Public name for WBGene00044784. History: N.A.
rer-1,F46C5.8,10.0,4.018869396,rer-1,WBGene00009783,Public name for WBGene00009783. History: N.A.
K07A1.4,K07A1.4,10.0,4.018869396,K07A1.4,WBGene00010611,"Public name for WBGene00010611. History: Split into K07A1.21(WBGene00305018). History of WBGene00010611: Split into ""WBGene00305018"" on 2019-09-26"
F35C11.2,F35C11.2,10.0,4.018869396,F35C11.2,WBGene00009401,Public name for WBGene00009401. History: N.A.
ero-1,Y105E8B.8,10.0,4.018869396,ero-1,WBGene00001334,Public name for WBGene00001334. History: N.A.
C15F1.5,C15F1.5,10.0,4.018869396,C15F1.5,WBGene00015796,Public name for WBGene00015796. History: N.A.
cyk-4,K08E3.6,10.0,4.018869396,cyk-4,WBGene00000875,Public name for WBGene00000875. History: N.A.
ZK809.1,ZK809.1,10.0,4.018869396,ZK809.1,WBGene00014085,Public name for WBGene00014085. History: N.A.
lpd-9,T21C9.5,10.0,4.018869396,lpd-9,WBGene00003065,Public name for WBGene00003065. History: N.A.
Y39A1A.8,Y39A1A.8,10.0,4.018869396,Y39A1A.8,WBGene00012647,Sequence name for WBGene00012647(swt-4). History: N.A.
knl-1,C02F5.1,10.0,4.018869396,knl-1,WBGene00002231,Public name for WBGene00002231. History: N.A.
tag-216,K08F9.2,10.0,4.018869396,tag-216,WBGene00010685,Other name for WBGene00010685(aipl-1). History: Renamed on 2009-02-16
par-5,M117.2,10.0,4.018869396,par-5,WBGene00003920,Public name for WBGene00003920. History: N.A.
ife-1,F53A2.6,10.0,4.018869396,ife-1,WBGene00002059,Public name for WBGene00002059. History: N.A.
bub-1,R06C7.8,10.0,4.018869396,bub-1,WBGene00000275,Public name for WBGene00000275. History: N.A.
M05D6.3,M05D6.3,10.0,4.018869396,M05D6.3,WBGene00010876,Public name for WBGene00010876. History: N.A.
C31H1.5,C31H1.5,10.0,4.018869396,C31H1.5,WBGene00016288,Public name for WBGene00016288. History: N.A.
D2092.1,D2092.1,10.0,4.018869396,D2092.1,WBGene00017063,Sequence name for WBGene00017063(mctp-1). History: N.A.
T05C12.3,T05C12.3,10.0,4.018869396,T05C12.3,WBGene00011467,Sequence name for WBGene00011467(decr-1.3). History: N.A.
R10E9.2,R10E9.2,10.0,4.018869396,R10E9.2,WBGene00011214,Public name for WBGene00011214. History: N.A.
dlc-1,T26A5.9,10.0,4.018869396,dlc-1,WBGene00001005,Public name for WBGene00001005. History: N.A.
rsp-7,D2089.1,10.0,4.018869396,rsp-7,WBGene00004704,Public name for WBGene00004704. History: N.A.
pbs-6,C02F5.9,10.0,4.018869396,pbs-6,WBGene00003952,Public name for WBGene00003952. History: N.A.
ZC434.8,ZC434.8,10.0,4.018869396,ZC434.8,WBGene00013894,Public name for WBGene00013894. History: N.A.
R11F4.1,R11F4.1,10.0,4.018869396,R11F4.1,WBGene00020007,Public name for WBGene00020007. History: N.A.
ZK507.1,ZK507.1,10.0,4.018869396,ZK507.1,WBGene00013978,Public name for WBGene00013978. History: N.A.
T13F2.12,T13F2.12,9.8333,3.951874843,T13F2.12,WBGene00011749,Sequence name for WBGene00011749(ssp-36). History: N.A.
C25D7.1,C25D7.1,9.5,3.817925926,C25D7.1,WBGene00007714,Public name for WBGene00007714. History: N.A.
Y60A3A.9,Y60A3A.9,9.5,3.817925926,Y60A3A.9,WBGene00013360,Sequence name for WBGene00013360(tmed-4). History: N.A.
F46F5.9,F46F5.9,9.5,3.817925926,F46F5.9,WBGene00018500,Sequence name for WBGene00018500(msrp-4). History: N.A.
msp-59,ZK354.11,9.4397,3.793692143,msp-59,WBGene00003452,Public name for WBGene00003452. History: N.A.
nspa-3,ZC412.7,9.3429,3.754789488,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspa-2,H12D21.12,9.3429,3.754789488,nspa-2,WBGene00044271,Public name for WBGene00044271. History: N.A.
C47A4.5,C47A4.5,9.25,3.717454191,C47A4.5,WBGene00008125,Public name for WBGene00008125. History: N.A.
Y45F10B.3,Y45F10B.3,9.25,3.717454191,Y45F10B.3,WBGene00012871,Public name for WBGene00012871. History: N.A.
K04D7.2,K04D7.2,9.0,3.616982456,K04D7.2,WBGene00010557,Sequence name for WBGene00010557(mspn-1). History: N.A.
Y116A8B.1,Y116A8B.1,9.0,3.616982456,Y116A8B.1,WBGene00013779,Public name for WBGene00013779. History: N.A.
F18A12.1,F18A12.1,9.0,3.616982456,F18A12.1,WBGene00017550,Sequence name for WBGene00017550(nep-6). History: N.A.
Y69E1A.2,Y69E1A.2,9.0,3.616982456,Y69E1A.2,WBGene00013474,Sequence name for WBGene00013474(nsph-3.1). History: N.A.
F59E10.3,F59E10.3,9.0,3.616982456,F59E10.3,WBGene00010333,Sequence name for WBGene00010333(copz-1). History: N.A.
F10G7.12,F10G7.12,9.0,3.616982456,F10G7.12,WBGene00044744,Public name for WBGene00044744. History: N.A.
F30A10.12,F30A10.12,9.0,3.616982456,F30A10.12,WBGene00009269,Public name for WBGene00009269. History: N.A.
F07E5.8,F07E5.8,9.0,3.616982456,F07E5.8,WBGene00017213,Public name for WBGene00017213. History: N.A.
rps-8,F42C5.8,9.0,3.616982456,rps-8,WBGene00004477,Public name for WBGene00004477. History: N.A.
tag-189,T04A8.12,9.0,3.616982456,tag-189,WBGene00007045,Other name for WBGene00007045(pgap-2). History: Renamed on 2018-12-11
nspd-10,T27C10.7,9.0,3.616982456,nspd-10,WBGene00020860,Public name for WBGene00020860. History: N.A.
F02A9.4,F02A9.4,9.0,3.616982456,F02A9.4,WBGene00008514,"Sequence name for WBGene00008514(mrpl-44). History: Split into mccc-2(WBGene00303021). History of WBGene00008514: Split into ""WBGene00303021"" on 2018-03-06"
T22D1.8,T22D1.8,9.0,3.616982456,T22D1.8,WBGene00020686,Public name for WBGene00020686. History: N.A.
spd-2,F32H2.3,9.0,3.616982456,spd-2,WBGene00004953,Public name for WBGene00004953. History: N.A.
dnj-5,C04A2.7,9.0,3.616982456,dnj-5,WBGene00001023,Public name for WBGene00001023. History: N.A.
D2030.1,D2030.1,9.0,3.616982456,D2030.1,WBGene00008411,Sequence name for WBGene00008411(mans-1). History: N.A.
R09B5.12,R09B5.12,9.0,3.616982456,R09B5.12,WBGene00019980,Sequence name for WBGene00019980(chil-14). History: N.A.
M162.7,M162.7,9.0,3.616982456,M162.7,WBGene00010933,Public name for WBGene00010933. History: N.A.
R09E10.3,R09E10.3,9.0,3.616982456,R09E10.3,WBGene00011173,Sequence name for WBGene00011173(acs-18). History: N.A.
R08A2.2,R08A2.2,9.0,3.616982456,R08A2.2,WBGene00011133,Public name for WBGene00011133. History: N.A.
fkb-1,F36H1.1,9.0,3.616982456,fkb-1,WBGene00001426,Public name for WBGene00001426. History: N.A.
W09C3.8,W09C3.8,9.0,3.616982456,W09C3.8,WBGene00021115,Public name for WBGene00021115. History: N.A.
Y106G6D.3,Y106G6D.3,9.0,3.616982456,Y106G6D.3,WBGene00013700,Public name for WBGene00013700. History: N.A.
AH6.3,AH6.3,9.0,3.616982456,AH6.3,WBGene00007081,Public name for WBGene00007081. History: N.A.
M18.8,M18.8,9.0,3.616982456,M18.8,WBGene00010892,Sequence name for WBGene00010892(dhhc-6). History: N.A.
sax-7,C18F3.2,9.0,3.616982456,sax-7,WBGene00004732,Public name for WBGene00004732. History: N.A.
C04E6.5,C04E6.5,9.0,3.616982456,C04E6.5,WBGene00015422,Public name for WBGene00015422. History: N.A.
E03H12.5,E03H12.5,9.0,3.616982456,E03H12.5,WBGene00017112,Public name for WBGene00017112. History: N.A.
F36A4.2,F36A4.2,9.0,3.616982456,F36A4.2,WBGene00018081,Public name for WBGene00018081. History: N.A.
cchl-1,T06D8.6,9.0,3.616982456,cchl-1,WBGene00011527,Public name for WBGene00011527. History: N.A.
C18E9.6,C18E9.6,9.0,3.616982456,C18E9.6,WBGene00007686,Sequence name for WBGene00007686(tomm-40). History: N.A.
R02F2.5,R02F2.5,9.0,3.616982456,R02F2.5,WBGene00019834,Public name for WBGene00019834. History: N.A.
C05C12.1,C05C12.1,9.0,3.616982456,C05C12.1,WBGene00007335,Public name for WBGene00007335. History: N.A.
Y39A1A.24,Y39A1A.24,9.0,3.616982456,Y39A1A.24,WBGene00012660,Public name for WBGene00012660. History: N.A.
nspd-9,F26A1.10,9.0,3.616982456,nspd-9,WBGene00017808,Public name for WBGene00017808. History: N.A.
dnj-2,B0035.2,9.0,3.616982456,dnj-2,WBGene00001020,Public name for WBGene00001020. History: N.A.
W10D9.5,W10D9.5,9.0,3.616982456,W10D9.5,WBGene00021133,Sequence name for WBGene00021133(tomm-22). History: N.A.
Y57G11C.23,Y57G11C.23,9.0,3.616982456,Y57G11C.23,WBGene00013318,Public name for WBGene00013318. History: N.A.
T27F7.3,T27F7.3,9.0,3.616982456,T27F7.3,WBGene00020868,"Sequence name for WBGene00020868(eif-1). History: Split into pigb-1(WBGene00194986). History of WBGene00020868: Split into ""WBGene00194986"" on 2010-02-19"
ZC190.7,ZC190.7,9.0,3.616982456,ZC190.7,WBGene00022541,Public name for WBGene00022541. History: N.A.
T09B4.8,T09B4.8,9.0,3.616982456,T09B4.8,WBGene00020382,Public name for WBGene00020382. History: N.A.
ifg-1,M110.4,9.0,3.616982456,ifg-1,WBGene00002066,Public name for WBGene00002066. History: N.A.
lst-1,T22A3.3,9.0,3.616982456,lst-1,WBGene00003083,Public name for WBGene00003083. History: N.A.
C49A1.2,C49A1.2,9.0,3.616982456,C49A1.2,WBGene00008185,Sequence name for WBGene00008185(best-10). History: N.A.
Y45F3A.1,Y45F3A.1,9.0,3.616982456,Y45F3A.1,WBGene00012859,Public name for WBGene00012859. History: N.A.
K11H3.2,K11H3.2,9.0,3.616982456,K11H3.2,WBGene00010779,Public name for WBGene00010779. History: N.A.
snf-5,Y46G5A.30,9.0,3.616982456,snf-5,WBGene00004904,Public name for WBGene00004904. History: N.A.
Y32F6A.4,Y32F6A.4,9.0,3.616982456,Y32F6A.4,WBGene00012529,Public name for WBGene00012529. History: N.A.
F28B3.6,F28B3.6,9.0,3.616982456,F28B3.6,WBGene00017887,Public name for WBGene00017887. History: N.A.
rpn-5,F10G7.8,9.0,3.616982456,rpn-5,WBGene00004461,Public name for WBGene00004461. History: N.A.
pbs-2,C47B2.4,9.0,3.616982456,pbs-2,WBGene00003948,Public name for WBGene00003948. History: N.A.
msp-76,ZK1251.6,8.6699,3.484319577,msp-76,WBGene00003463,Public name for WBGene00003463. History: N.A.
T19A6.1,T19A6.1,8.5,3.416038986,T19A6.1,WBGene00011827,Public name for WBGene00011827. History: N.A.
K06B9.6,K06B9.6,8.5,3.416038986,K06B9.6,WBGene00044478,Public name for WBGene00044478. History: N.A.
