# Note: The workbook which this sheet was a part of contained links which did not update.
gene,OP50_N2_1,OP50_N2_1(rpm),OP50_N2_2,OP50_N2_2(rpm),OP50_hj41_1,OP50_hj41_1(rpm),OP50_hj41_2,OP50_hj41_2(rpm),average of OP50_N2,average of OP50_hj41,average rpm of OP50_N2,average rpm of OP50_hj41,Input,Suggested Match,History
ZK616.8,461,16.66349542,366,13.14688181,377,11.11572481,359,13.76444917,413.5,368.0,14.90518862,12.44008699,ZK616.8,WBGene00022778,"Public name for WBGene00022778. History: Split into ZK616.65(WBGene00235383). History of WBGene00022778: Split into ""WBGene00235383"" on 2013-10-17"
F17E9.5,376,13.5910505,329,11.81782545,380,11.20417885,356,13.64942592,352.5,368.0,12.70443798,12.42680239,F17E9.5,WBGene00017542,Public name for WBGene00017542. History: N.A.
Y106G6G.3,359,12.97656151,356,12.78767739,363,10.70293927,362,13.87947243,357.5,362.5,12.88211945,12.29120585,Y106G6G.3,WBGene00013712,Sequence name for WBGene00013712(dlc-6). History: N.A.
F45H11.2,319,11.53070507,331,11.88966634,386,11.38108694,343,13.15099183,325.0,364.5,11.71018571,12.26603938,F45H11.2,WBGene00003587,Sequence name for WBGene00003587(ned-8). History: N.A.
B0218.7,302,10.91621609,354,12.71583651,375,11.05675545,351,13.4577205,328.0,363.0,11.8160263,12.25723797,B0218.7,WBGene00015051,Public name for WBGene00015051. History: N.A.
F57B9.8,396,14.31397871,346,12.42847297,347,10.23118437,371,14.22454218,371.0,359.0,13.37122584,12.22786328,F57B9.8,WBGene00018999,Public name for WBGene00018999. History: N.A.
ZK1225.6,319,11.53070507,313,11.24309838,364,10.73242395,350,13.41937942,316.0,357.0,11.38690173,12.07590168,ZK1225.6,WBGene00006048,Sequence name for WBGene00006048(ssp-31). History: N.A.
Y39F10B.1,315,11.38611943,339,12.17702988,399,11.76438779,318,12.19246473,327.0,358.5,11.78157465,11.97842626,Y39F10B.1,WBGene00021456,Sequence name for WBGene00021456(rfip-2). History: N.A.
T23F6.3,380,13.73563614,410,14.72738127,392,11.55799503,323,12.38417015,395.0,357.5,14.2315087,11.97108259,T23F6.3,WBGene00011951,Public name for WBGene00011951. History: N.A.
W09D6.4,419,15.14534616,382,13.72160889,377,11.11572481,325,12.46085232,400.5,351.0,14.43347753,11.78828856,W09D6.4,WBGene00012357,Public name for WBGene00012357. History: N.A.
C49C8.1,456,16.48276337,387,13.9012111,379,11.17469417,321,12.30748798,421.5,350.0,15.19198723,11.74109108,C49C8.1,WBGene00016765,Public name for WBGene00016765. History: N.A.
K05F1.8,366,13.22958639,333,11.96150722,354,10.43757714,340,13.03596858,349.5,347.0,12.5955468,11.73677286,K05F1.8,WBGene00019409,Public name for WBGene00019409. History: N.A.
F56A8.3,280,10.12099505,293,10.52468954,391,11.52851035,310,11.88573605,286.5,350.5,10.32284229,11.7071232,F56A8.3,WBGene00010139,Public name for WBGene00010139. History: N.A.
F37C12.18,338,12.21748688,391,14.04489287,319,9.4056133,364,13.95615459,364.5,341.5,13.13118987,11.68088395,F37C12.18,WBGene00044005,Public name for WBGene00044005. History: N.A.
W03F11.4,352,12.72353663,313,11.24309838,364,10.73242395,328,12.57587557,332.5,346.0,11.98331751,11.65414976,W03F11.4,WBGene00021007,Public name for WBGene00021007. History: N.A.
F33D11.11,311,11.24153379,351,12.60807518,365,10.76190863,320,12.2691469,331.0,342.5,11.92480448,11.51552776,F33D11.11,WBGene00018008,Sequence name for WBGene00018008(vpr-1). History: N.A.
T27C10.8,345,12.47051176,320,11.49454148,345,10.17221501,335,12.84426316,332.5,340.0,11.98252662,11.50823908,T27C10.8,WBGene00077519,Public name for WBGene00077519. History: N.A.
Y39E4A.2,330,11.92831559,361,12.9672796,341,10.05427629,338,12.95928641,345.5,339.5,12.4477976,11.50678135,Y39E4A.2,WBGene00012712,Sequence name for WBGene00012712(ttm-1). History: N.A.
K11C4.1,296,10.69933762,321,11.53046192,359,10.58500055,323,12.38417015,308.5,341.0,11.11489977,11.48458535,K11C4.1,WBGene00019642,Public name for WBGene00019642. History: N.A.
Y6E2A.9,410,14.82002847,381,13.68568844,293,8.639011589,367,14.07117785,395.5,330.0,14.25285846,11.35509472,Y6E2A.9,WBGene00012402,Sequence name for WBGene00012402(sfxn-1.3). History: N.A.
T26A8.1,338,12.21748688,329,11.81782545,364,10.73242395,312,11.96241822,333.5,338.0,12.01765617,11.34742109,T26A8.1,WBGene00020824,Sequence name for WBGene00020824(pdtf-1). History: N.A.
F35E2.5,379,13.69948973,381,13.68568844,332,9.788914155,334,12.80592207,380.0,333.0,13.69258909,11.29741811,F35E2.5,WBGene00009412,Public name for WBGene00009412. History: N.A.
C06A5.2,404,14.60315,338,12.14110943,323,9.523552024,336,12.88260424,371.0,329.5,13.37212972,11.20307813,C06A5.2,WBGene00015500,Public name for WBGene00015500. History: N.A.
Y56A3A.21,240,8.675138614,300,10.77613263,348,10.26066905,312,11.96241822,270.0,330.0,9.725635624,11.11154364,Y56A3A.21,WBGene00013238,Sequence name for WBGene00013238(trap-4). History: N.A.
C05D11.12,274,9.904116585,287,10.30916689,359,10.58500055,298,11.42564305,280.5,328.5,10.10664174,11.0053218,C05D11.12,WBGene00002855,Sequence name for WBGene00002855(let-721). History: N.A.
W01B11.2,280,10.12099505,309,11.09941661,355,10.46706182,299,11.46398413,294.5,327.0,10.61020583,10.96552298,W01B11.2,WBGene00020914,Sequence name for WBGene00020914(sulp-6). History: N.A.
F09G8.4,376,13.5910505,371,13.32648402,361,10.64396991,294,11.27227871,373.5,327.5,13.45876726,10.95812431,F09G8.4,WBGene00003562,Sequence name for WBGene00003562(ncr-2). History: N.A.
K08C9.2,303,10.9523625,286,10.27324644,331,9.759429474,313,12.00075931,294.5,322.0,10.61280447,10.88009439,K08C9.2,WBGene00010651,Public name for WBGene00010651. History: N.A.
C39F7.4,244,8.819724258,285,10.237326,350,10.31963842,291,11.15725546,264.5,320.5,9.52852513,10.73844694,C39F7.4,WBGene00004266,Sequence name for WBGene00004266(rab-1). History: N.A.
R10E4.3,280,10.12099505,269,9.662598928,359,10.58500055,283,10.85052679,274.5,321.0,9.891796989,10.71776367,R10E4.3,WBGene00011200,Public name for WBGene00011200. History: N.A.
T06C10.3,338,12.21748688,315,11.31493927,311,9.16973585,316,12.11578256,326.5,313.5,11.76621307,10.6427592,T06C10.3,WBGene00020289,Public name for WBGene00020289. History: N.A.
C35E7.10,363,13.12114715,336,12.06926855,332,9.788914155,297,11.38730196,349.5,314.5,12.59520785,10.58810806,C35E7.10,WBGene00016462,Public name for WBGene00016462. History: N.A.
Y57G11B.3,255,9.217334778,318,11.42270059,358,10.55551587,272,10.42877486,286.5,315.0,10.32001768,10.49214536,Y57G11B.3,WBGene00013296,"Public name for WBGene00013296. History: Split into glb-34(WBGene00077763). History of WBGene00013296: Split into ""WBGene00077763"" on 2008-05-23"
F55C5.1,321,11.6029979,327,11.74598457,362,10.67345459,260,9.968681852,324.0,311.0,11.67449123,10.32106822,F55C5.1,WBGene00010091,Sequence name for WBGene00010091(ssp-35). History: N.A.
Y76A2A.1,276,9.976409406,285,10.237326,310,9.140251169,299,11.46398413,280.5,304.5,10.1068677,10.30211765,Y76A2A.1,WBGene00006509,Sequence name for WBGene00006509(tag-164). History: N.A.
F21H7.5,248,8.964309901,244,8.764587875,308,9.081281806,294,11.27227871,246.0,301.0,8.864448888,10.17678026,F21H7.5,WBGene00009031,Public name for WBGene00009031. History: N.A.
C30B5.2,256,9.253481189,273,9.806280696,296,8.727465632,294,11.27227871,264.5,295.0,9.529880943,9.999872171,C30B5.2,WBGene00016244,Public name for WBGene00016244. History: N.A.
T14G10.8,291,10.51860557,262,9.411155833,318,9.376128618,277,10.62048028,276.5,297.5,9.964880702,9.99830445,T14G10.8,WBGene00011777,Public name for WBGene00011777. History: N.A.
ZK686.3,267,9.651091708,304,10.9198144,294,8.66849627,293,11.23393763,285.5,293.5,10.28545306,9.951216948,ZK686.3,WBGene00022793,Public name for WBGene00022793. History: N.A.
ZK1053.2,272,9.831823763,301,10.81205308,327,9.641490749,266,10.19872836,286.5,296.5,10.32193842,9.920109553,ZK1053.2,WBGene00014197,Public name for WBGene00014197. History: N.A.
C24D10.2,296,10.69933762,251,9.01603097,385,11.35160226,221,8.473379574,273.5,303.0,9.857684297,9.912490916,C24D10.2,WBGene00016054,Public name for WBGene00016054. History: N.A.
T23B7.1,320,11.56685149,359,12.89543872,344,10.14273033,246,9.431906676,339.5,295.0,12.2311451,9.787318502,T23B7.1,WBGene00020715,Sequence name for WBGene00020715(nspd-4). History: N.A.
C55B7.3,315,11.38611943,307,11.02757573,305,8.992827763,269,10.31375161,311.0,287.0,11.20684758,9.653289686,C55B7.3,WBGene00016942,Public name for WBGene00016942. History: N.A.
ZC21.8,291,10.51860557,259,9.303394507,294,8.66849627,266,10.19872836,275.0,280.0,9.911000038,9.433612313,ZC21.8,WBGene00022507,Public name for WBGene00022507. History: N.A.
C05C12.5,341,12.32592611,309,11.09941661,270,7.960863921,282,10.8121857,325.0,276.0,11.71267136,9.386524811,C05C12.5,WBGene00007337,Public name for WBGene00007337. History: N.A.
T28C12.3,285,10.3017271,274,9.842201139,253,7.459624341,286,10.96555004,279.5,269.5,10.07196412,9.212587189,T28C12.3,WBGene00020890,Sequence name for WBGene00020890(fbxa-202). History: N.A.
ZK757.3,314,11.34997302,280,10.05772379,294,8.66849627,254,9.738635348,297.0,274.0,10.70384841,9.203565809,ZK757.3,WBGene00006449,Sequence name for WBGene00006449(alg-4). History: Renamed on 2013-12-23
H20J04.1,289,10.44631275,267,9.590758044,274,8.078802646,267,10.23706944,278.0,270.5,10.0185354,9.157936043,H20J04.1,WBGene00019216,Public name for WBGene00019216. History: N.A.
Y54G2A.4,268,9.687238119,266,9.554837602,283,8.344164777,258,9.891999684,267.0,270.5,9.62103786,9.11808223,Y54G2A.4,WBGene00021870,Sequence name for WBGene00021870(samt-1). History: N.A.
B0393.4,285,10.3017271,298,10.70429175,270,7.960863921,267,10.23706944,291.5,268.5,10.50300943,9.098966681,B0393.4,WBGene00007169,Public name for WBGene00007169. History: N.A.
ZK1010.9,268,9.687238119,270,9.69851937,266,7.842925196,254,9.738635348,269.0,260.0,9.692878745,8.790780272,ZK1010.9,WBGene00004906,Sequence name for WBGene00004906(snf-7). History: N.A.
C33F10.12,290,10.48245916,287,10.30916689,295,8.697980951,230,8.818449331,288.5,262.5,10.39581302,8.758215141,C33F10.12,WBGene00016358,Public name for WBGene00016358. History: N.A.
B0252.5,234,8.458260149,208,7.471451959,276,8.137772008,241,9.240201255,221.0,258.5,7.964856054,8.688986632,B0252.5,WBGene00015089,"Public name for WBGene00015089. History: Split into B0252.11(WBGene00305086). History of WBGene00015089: Split into ""WBGene00305086"" on 2019-10-21"
F40E3.5,273,9.867970174,223,8.010258591,266,7.842925196,247,9.47024776,248.0,256.5,8.939114382,8.656586478,F40E3.5,WBGene00018232,Public name for WBGene00018232. History: N.A.
T05H10.6,251,9.072749134,246,8.836428759,268,7.901894559,239,9.163519087,248.5,253.5,8.954588947,8.532706823,T05H10.6,WBGene00011510,Sequence name for WBGene00011510(pdha-1). History: N.A.
T16G12.7,323,11.67529072,275,9.878121581,275,8.108287327,228,8.741767163,299.0,251.5,10.77670615,8.425027245,T16G12.7,WBGene00011808,Public name for WBGene00011808. History: N.A.
F52B5.6,217,7.843771164,249,8.944190086,284,8.373649458,221,8.473379574,233.0,252.5,8.393980625,8.423514516,F52B5.6,WBGene00004439,Sequence name for WBGene00004439(rpl-25.2). History: N.A.
K07F5.11,226,8.169088862,241,8.656826549,241,7.105808167,254,9.738635348,233.5,247.5,8.412957705,8.422221757,K07F5.11,WBGene00006050,Sequence name for WBGene00006050(ssq-1). History: N.A.
T25B9.4,231,8.349820916,234,8.405383454,276,8.137772008,227,8.703426079,232.5,251.5,8.377602185,8.420599044,T25B9.4,WBGene00012010,Public name for WBGene00012010. History: N.A.
Y46C8AL.1,191,6.903964481,226,8.118019917,268,7.901894559,230,8.818449331,208.5,249.0,7.510992199,8.360171945,Y46C8AL.1,WBGene00021579,Sequence name for WBGene00021579(clec-73). History: N.A.
F10D11.3,323,11.67529072,291,10.45284865,254,7.489109022,236,9.048495835,307.0,245.0,11.06406969,8.268802429,F10D11.3,WBGene00008649,Public name for WBGene00008649. History: N.A.
B0205.10,229,8.277528094,230,8.261701686,284,8.373649458,210,8.05162765,229.5,247.0,8.26961489,8.212638554,B0205.10,WBGene00015024,Public name for WBGene00015024. History: N.A.
R13A5.11,209,7.554599877,227,8.153940359,260,7.666017109,227,8.703426079,218.0,243.5,7.854270118,8.184721594,R13A5.11,WBGene00020053,Public name for WBGene00020053. History: N.A.
T22B3.2,202,7.301575,252,9.051951412,239,7.046838804,243,9.316883424,227.0,241.0,8.176763206,8.181861114,T22B3.2,WBGene00011910,Sequence name for WBGene00011910(alg-3). History: N.A.
F59A6.2,244,8.819724258,216,7.758815496,270,7.960863921,216,8.281674154,230.0,243.0,8.289269877,8.121269038,F59A6.2,WBGene00019084,Public name for WBGene00019084. History: N.A.
C35E7.9,256,9.253481189,281,10.09364423,254,7.489109022,228,8.741767163,268.5,241.0,9.673562711,8.115438092,C35E7.9,WBGene00016461,Public name for WBGene00016461. History: N.A.
K07C11.2,204,7.373867822,222,7.974338149,256,7.548078385,224,8.588402827,213.0,240.0,7.674102985,8.068240606,K07C11.2,WBGene00000098,Sequence name for WBGene00000098(air-1). History: N.A.
ZC581.7,273,9.867970174,262,9.411155833,270,7.960863921,204,7.821581146,267.5,237.0,9.639563003,7.891222533,ZC581.7,WBGene00022634,Public name for WBGene00022634. History: N.A.
C10G11.10,258,9.32577401,263,9.447076275,254,7.489109022,216,8.281674154,260.5,235.0,9.386425143,7.885391588,C10G11.10,WBGene00015690,Public name for WBGene00015690. History: N.A.
R12E2.3,234,8.458260149,267,9.590758044,238,7.017354123,228,8.741767163,250.5,233.0,9.024509096,7.879560643,R12E2.3,WBGene00004464,Sequence name for WBGene00004464(rpn-8). History: N.A.
F58A6.5,248,8.964309901,232,8.33354257,244,7.19426221,221,8.473379574,240.0,232.5,8.648926236,7.833820892,F58A6.5,WBGene00019024,Public name for WBGene00019024. History: N.A.
F36H12.3,227,8.205235273,248,8.908269644,238,7.017354123,223,8.550061743,237.5,230.5,8.556752458,7.783707933,F36H12.3,WBGene00018119,Public name for WBGene00018119. History: N.A.
F26A1.3,249,9.000456312,230,8.261701686,235,6.92890008,225,8.626743911,239.5,230.0,8.631078999,7.777821995,F26A1.3,WBGene00017802,Public name for WBGene00017802. History: N.A.
K07A1.8,169,6.108743441,219,7.866576822,240,7.076323486,219,8.396697406,194.0,229.5,6.987660132,7.736510446,K07A1.8,WBGene00002070,Sequence name for WBGene00002070(ile-1). History: N.A.
Y25C1A.1,240,8.675138614,223,8.010258591,224,6.604568586,231,8.856790415,231.5,227.5,8.342698603,7.730679501,Y25C1A.1,WBGene00021288,Sequence name for WBGene00021288(clec-123). History: N.A.
F27C8.5,255,9.217334778,215,7.722895054,243,7.164777529,215,8.24333307,235.0,229.0,8.470114916,7.7040553,F27C8.5,WBGene00009185,Sequence name for WBGene00009185(pei-1). History: N.A.
F35E2.9,219,7.916063986,240,8.620906107,251,7.400654979,206,7.898263314,229.5,228.5,8.268485046,7.649459146,F35E2.9,WBGene00009416,"Public name for WBGene00009416. History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
F27D4.1,199,7.193135768,201,7.220008864,235,6.92890008,215,8.24333307,200.0,225.0,7.206572316,7.586116575,F27D4.1,WBGene00009187,Public name for WBGene00009187. History: N.A.
W01B6.2,198,7.156989357,248,8.908269644,197,5.808482194,243,9.316883424,223.0,220.0,8.0326295,7.562682809,W01B6.2,WBGene00012169,Sequence name for WBGene00012169(ttbk-4). History: N.A.
Y57E12AL.1,199,7.193135768,227,8.153940359,249,7.341685616,197,7.553193557,213.0,223.0,7.673538064,7.447439587,Y57E12AL.1,WBGene00021956,Public name for WBGene00021956. History: N.A.
Y38F1A.6,60,2.168784654,64,2.298908295,264,7.783955834,185,7.093100549,62.0,224.5,2.233846474,7.438528191,Y38F1A.6,WBGene00012608,Sequence name for WBGene00012608(hphd-1). History: N.A.
C15A11.2,249,9.000456312,212,7.615133728,222,6.545599224,217,8.320015238,230.5,219.5,8.30779502,7.432807231,C15A11.2,WBGene00007597,Public name for WBGene00007597. History: N.A.
C01G12.8,196,7.084696535,214,7.686974612,233,6.869930717,207,7.936604398,205.0,220.0,7.385835573,7.403267557,C01G12.8,WBGene00007248,Sequence name for WBGene00007248(catp-4). History: N.A.
F40H6.1,242,8.747431436,204,7.327770191,229,6.751991992,209,8.013286566,223.0,219.0,8.037600813,7.382639279,F40H6.1,WBGene00018253,Public name for WBGene00018253. History: N.A.
W09C3.7,186,6.723232426,219,7.866576822,228,6.722507311,203,7.783240062,202.5,215.5,7.294904624,7.252873686,W09C3.7,WBGene00021114,Public name for WBGene00021114. History: N.A.
B0523.1,248,8.964309901,272,9.770360254,217,6.398175818,210,8.05162765,260.0,213.5,9.367335078,7.224901734,B0523.1,WBGene00002212,Sequence name for WBGene00002212(kin-31). History: N.A.
Y57G11C.8,218,7.879917575,222,7.974338149,201,5.926420919,220,8.43503849,220.0,210.5,7.927127862,7.180729705,Y57G11C.8,WBGene00013306,Public name for WBGene00013306. History: N.A.
Y71H2AM.4,184,6.650939604,213,7.65105417,239,7.046838804,190,7.284805969,198.5,214.5,7.150996887,7.165822387,Y71H2AM.4,WBGene00022169,Public name for WBGene00022169. History: N.A.
C35D10.8,168,6.07259703,197,7.076327096,226,6.663537949,193,7.399829221,182.5,209.5,6.574462063,7.031683585,C35D10.8,WBGene00016445,Public name for WBGene00016445. History: N.A.
Y38C1AA.7,197,7.120842946,229,8.225781244,217,6.398175818,199,7.629875725,213.0,208.0,7.673312095,7.014025772,Y38C1AA.7,WBGene00021398,Public name for WBGene00021398. History: N.A.
Y37F4.1,212,7.663039109,198,7.112247538,215,6.339206456,200,7.668216809,205.0,207.5,7.387643324,7.003711633,Y37F4.1,WBGene00021382,Public name for WBGene00021382. History: N.A.
K05F1.1,188,6.795525248,177,6.357918254,226,6.663537949,191,7.323147053,182.5,208.5,6.576721751,6.993342501,K05F1.1,WBGene00019405,Public name for WBGene00019405. History: N.A.
M04G7.2,204,7.373867822,205,7.363690633,209,6.162298369,202,7.744898978,204.5,205.5,7.368779228,6.953598673,M04G7.2,WBGene00019773,Public name for WBGene00019773. History: N.A.
ZC412.9,213,7.69918552,199,7.14816798,183,5.395696658,221,8.473379574,206.0,202.0,7.42367675,6.934538116,ZC412.9,WBGene00013890,Public name for WBGene00013890. History: N.A.
H12D21.2,213,7.69918552,199,7.14816798,183,5.395696658,221,8.473379574,206.0,202.0,7.42367675,6.934538116,H12D21.2,WBGene00010378,Public name for WBGene00010378. History: N.A.
C56C10.8,189,6.831671659,198,7.112247538,226,6.663537949,185,7.093100549,193.5,205.5,6.971959598,6.878319249,C56C10.8,WBGene00002045,Sequence name for WBGene00002045(icd-1). History: N.A.
C34D4.2,195,7.048550124,190,6.824884001,229,6.751991992,181,6.939736213,192.5,205.0,6.936717063,6.845864103,C34D4.2,WBGene00016398,Public name for WBGene00016398. History: N.A.
F36A4.4,225,8.132942451,199,7.14816798,210,6.19178305,193,7.399829221,212.0,201.5,7.640555216,6.795806135,F36A4.4,WBGene00018083,Public name for WBGene00018083. History: N.A.
ZC168.6,185,6.687086015,186,6.681202233,215,6.339206456,189,7.246464885,185.5,202.0,6.684144124,6.79283567,ZC168.6,WBGene00013858,Sequence name for WBGene00013858(ssp-34). History: N.A.
C07H6.9,207,7.482307055,206,7.399611075,211,6.221267731,192,7.361488137,206.5,201.5,7.440959065,6.791377934,C07H6.9,WBGene00015582,Public name for WBGene00015582. History: N.A.
T28H11.5,203,7.337721411,196,7.040406654,211,6.221267731,191,7.323147053,199.5,201.0,7.189064033,6.772207392,T28H11.5,WBGene00006051,Sequence name for WBGene00006051(ssq-2). History: N.A.
C04G2.5,237,8.566699382,221,7.938417707,217,6.398175818,183,7.016418381,229.0,200.0,8.252558544,6.707297099,C04G2.5,WBGene00007306,Public name for WBGene00007306. History: N.A.
Y38F2AR.2,133,4.807472649,166,5.962793391,205,6.044359644,190,7.284805969,149.5,197.5,5.38513302,6.664582806,Y38F2AR.2,WBGene00021420,Sequence name for WBGene00021420(trap-3). History: N.A.
F19B6.4,209,7.554599877,231,8.297622128,215,6.339206456,181,6.939736213,220.0,198.0,7.926111002,6.639471334,F19B6.4,WBGene00008950,Sequence name for WBGene00008950(wht-5). History: N.A.
C30B5.3,200,7.229282179,188,6.753043117,206,6.073844325,186,7.131441633,194.0,196.0,6.991162648,6.602642979,C30B5.3,WBGene00000771,Sequence name for WBGene00000771(cpb-2). History: N.A.
B0464.4,188,6.795525248,194,6.96856577,207,6.103329006,185,7.093100549,191.0,196.0,6.882045509,6.598214778,B0464.4,WBGene00000268,Sequence name for WBGene00000268(bre-3). History: N.A.
C34F11.2,182,6.578646782,187,6.717122675,174,5.130334527,209,8.013286566,184.5,191.5,6.647884729,6.571810546,C34F11.2,WBGene00016414,Public name for WBGene00016414. History: N.A.
C17H12.3,202,7.301575,227,8.153940359,228,6.722507311,166,6.364619952,214.5,197.0,7.72775768,6.543563632,C17H12.3,WBGene00015929,Public name for WBGene00015929. History: N.A.
K08F4.3,202,7.301575,201,7.220008864,198,5.837966876,187,7.169782717,201.5,192.5,7.260791932,6.503874796,K08F4.3,WBGene00010678,Public name for WBGene00010678. History: N.A.
C34F11.6,169,6.108743441,170,6.106475159,226,6.663537949,164,6.287937784,169.5,195.0,6.1076093,6.475737866,C34F11.6,WBGene00003442,Sequence name for WBGene00003442(msp-49). History: N.A.
F14H8.8,166,6.000304208,179,6.429759138,194,5.720028151,188,7.208123801,172.5,191.0,6.215031673,6.464075976,F14H8.8,WBGene00077582,Public name for WBGene00077582. History: N.A.
Y38F1A.1,185,6.687086015,219,7.866576822,205,6.044359644,178,6.82471296,202.0,191.5,7.276831419,6.434536302,Y38F1A.1,WBGene00012605,Public name for WBGene00012605. History: N.A.
C08F11.10,174,6.289475495,197,7.076327096,198,5.837966876,183,7.016418381,185.5,190.5,6.682901296,6.427192628,C08F11.10,WBGene00007457,Public name for WBGene00007457. History: N.A.
T05B11.3,156,5.638840099,195,7.004486212,205,6.044359644,176,6.748030792,175.5,190.5,6.321663156,6.396195218,T05B11.3,WBGene00020246,Sequence name for WBGene00020246(clic-1). History: Renamed on 2008-04-30
C02E11.1,143,5.168936758,163,5.855032064,197,5.808482194,181,6.939736213,153.0,189.0,5.511984411,6.374109203,C02E11.1,WBGene00015344,Sequence name for WBGene00015344(nra-4). History: N.A.
R10D12.10,214,7.735331931,205,7.363690633,226,6.663537949,158,6.057891279,209.5,192.0,7.549511282,6.360714614,R10D12.10,WBGene00011191,Public name for WBGene00011191. History: N.A.
F09C12.8,188,6.795525248,183,6.573440906,212,6.250752412,166,6.364619952,185.5,189.0,6.684483077,6.307686182,F09C12.8,WBGene00017279,Public name for WBGene00017279. History: N.A.
F16C3.4,174,6.289475495,210,7.543292843,185,5.45466602,186,7.131441633,192.0,185.5,6.916384169,6.293053826,F16C3.4,WBGene00044243,Public name for WBGene00044243. History: N.A.
C14A4.13,172,6.217182674,152,5.459907201,180,5.307242614,186,7.131441633,162.0,183.0,5.838544937,6.219342123,C14A4.13,WBGene00007563,Public name for WBGene00007563. History: N.A.
F25F2.1,162,5.855718565,166,5.962793391,191,5.631574107,177,6.786371876,164.0,184.0,5.909255978,6.208972992,F25F2.1,WBGene00009115,Public name for WBGene00009115. History: N.A.
C18H7.7,176,6.361768317,196,7.040406654,194,5.720028151,173,6.63300754,186.0,183.5,6.701087486,6.176517845,C18H7.7,WBGene00015997,Public name for WBGene00015997. History: N.A.
ZK1127.2,178,6.434061139,197,7.076327096,162,4.776518353,197,7.553193557,187.5,179.5,6.755194117,6.164855955,ZK1127.2,WBGene00022849,Sequence name for WBGene00022849(acs-6). History: N.A.
F35H8.1,195,7.048550124,226,8.118019917,180,5.307242614,183,7.016418381,210.5,181.5,7.583285021,6.161830497,F35H8.1,WBGene00009446,Public name for WBGene00009446. History: N.A.
F21C3.7,195,7.048550124,189,6.788963559,178,5.248273252,184,7.054759465,192.0,181.0,6.918756842,6.151516358,F21C3.7,WBGene00077548,Public name for WBGene00077548. History: N.A.
F26F4.2,182,6.578646782,192,6.896724885,208,6.132813687,160,6.134573448,187.0,184.0,6.737685834,6.133693568,F26F4.2,WBGene00005012,Public name for WBGene00005012. History: N.A.
Y39E4B.11,178,6.434061139,187,6.717122675,204,6.014874963,163,6.2495967,182.5,183.5,6.575591907,6.132235831,Y39E4B.11,WBGene00012720,Public name for WBGene00012720. History: N.A.
B0511.4,179,6.47020755,184,6.609361349,201,5.926420919,165,6.326278868,181.5,183.0,6.539784449,6.126349893,B0511.4,WBGene00015230,Sequence name for WBGene00015230(tag-344). History: N.A.
T28C6.5,202,7.301575,195,7.004486212,203,5.985390282,162,6.211255616,198.5,182.5,7.153030606,6.098322949,T28C6.5,WBGene00012120,Public name for WBGene00012120. History: N.A.
AH10.1,155,5.602693688,181,6.501600022,189,5.572604745,172,6.594666456,168.0,180.5,6.052146855,6.0836356,AH10.1,WBGene00007082,Sequence name for WBGene00007082(acs-10). History: N.A.
T11F8.4,204,7.373867822,198,7.112247538,188,5.543120064,168,6.44130212,201.0,178.0,7.24305768,5.992211092,T11F8.4,WBGene00020435,Public name for WBGene00020435. History: N.A.
F32A11.3,149,5.385815223,171,6.142395601,165,4.864972396,184,7.054759465,160.0,174.5,5.764105412,5.959865931,F32A11.3,WBGene00009308,Public name for WBGene00009308. History: Renamed on 2014-09-24
C30A5.3,130,4.699033416,152,5.459907201,213,6.280237093,143,5.482775019,141.0,178.0,5.079470309,5.881506056,C30A5.3,WBGene00016238,Sequence name for WBGene00016238(mob-4). History: N.A.
C09D4.3,183,6.614793193,172,6.178316043,170,5.012395802,176,6.748030792,177.5,173.0,6.396554618,5.880213297,C09D4.3,WBGene00015634,Public name for WBGene00015634. History: N.A.
F40G12.10,164,5.928011386,178,6.393838696,177,5.218788571,170,6.517984288,171.0,173.5,6.160925041,5.868386429,F40G12.10,WBGene00009605,Public name for WBGene00009605. History: N.A.
ZC250.5,198,7.156989357,181,6.501600022,171,5.041880483,174,6.671348624,189.5,172.5,6.829294689,5.856614554,ZC250.5,WBGene00045306,Public name for WBGene00045306. History: N.A.
B0244.9,182,6.578646782,196,7.040406654,191,5.631574107,157,6.019550195,189.0,174.0,6.809526718,5.825562151,B0244.9,WBGene00015084,Public name for WBGene00015084. History: N.A.
H12D21.1,154,5.566547277,174,6.250156927,173,5.100849846,169,6.479643204,164.0,171.0,5.908352102,5.790246525,H12D21.1,WBGene00010377,Sequence name for WBGene00010377(nspa-1). History: N.A.
T08B2.12,151,5.458108045,170,6.106475159,177,5.218788571,162,6.211255616,160.5,169.5,5.782291602,5.715022093,T08B2.12,WBGene00020350,Public name for WBGene00020350. History: N.A.
C06A8.6,223,8.060649629,196,7.040406654,162,4.776518353,173,6.63300754,209.5,167.5,7.550528141,5.704762946,C06A8.6,WBGene00015516,Public name for WBGene00015516. History: N.A.
C33F10.8,194,7.012403713,195,7.004486212,179,5.277757933,159,6.096232364,194.5,169.0,7.008444962,5.686995148,C33F10.8,WBGene00016356,Public name for WBGene00016356. History: N.A.
W06A7.5,180,6.506353961,189,6.788963559,202,5.9559056,139,5.329410683,184.5,170.5,6.64765876,5.642658141,W06A7.5,WBGene00012294,Sequence name for WBGene00012294(nspa-8). History: N.A.
