# Supplementary Table 2. Genes upregulated in rde-3(-) mutants.
# List of genes upregulated in rde-3(-)mutants (adjusted p value <0.05 and log2fold change >1.5). Data is based on mRNA-seq performed on two replicates each of WT vs. rde-3(-) animals.
Gene,log2FoldChange,Fold Change,padj,Input,Suggested Match,History
M163.16,2.26448765034235,4.80483753524751,1.75221911354826e-05,M163.16,WBGene00196573,Public name for WBGene00196573. History: N.A.
irg-2,2.26054629869998,4.7917289369541,0.0001168586422819,irg-2,WBGene00016783,Public name for WBGene00016783. History: N.A.
grl-5,2.25507564170344,4.77359324903842,0.0372525378114098,grl-5,WBGene00001714,Public name for WBGene00001714. History: N.A.
glf-1,2.25315565021366,4.76724460145336,0.0001875735961565,glf-1,WBGene00019154,Public name for WBGene00019154. History: N.A.
wrt-2,2.24912569549901,4.75394659206729,0.0198874798896012,wrt-2,WBGene00006948,Public name for WBGene00006948. History: N.A.
fbxc-51,2.24724532833613,4.74775447119795,2.32512505326071e-06,fbxc-51,WBGene00021576,Public name for WBGene00021576. History: N.A.
TC4:TcMar-Tc4:DNA,2.24649232498651,4.74527706461525,1.87166545757158e-24,,,
B0024.4,2.23953023536923,4.72243269555792,1.7419497051811e-08,B0024.4,WBGene00007097,Public name for WBGene00007097. History: N.A.
Y38H8A.8,2.23325831826046,4.70194713404859,8.48903668582915e-06,Y38H8A.8,WBGene00045062,Public name for WBGene00045062. History: N.A.
dao-2,2.23185901797985,4.69738882753033,0.0051057451241551,dao-2,WBGene00000928,Public name for WBGene00000928. History: N.A.
K06B9.2,2.21030025483454,4.62771575927407,4.41626299360653e-05,K06B9.2,WBGene00019439,Public name for WBGene00019439. History: N.A.
his-24,2.20819562369535,4.62096968079941,8.18243739191978e-15,his-24,WBGene00001898,Public name for WBGene00001898. History: Renamed on 2010-11-12
arrd-2,2.20573235513571,4.61308653357137,0.0143322570352746,arrd-2,WBGene00013086,Public name for WBGene00013086. History: N.A.
Y110A2AL.4,2.18798514853383,4.55668660096731,0.0198081411156191,Y110A2AL.4,WBGene00022441,Public name for WBGene00022441. History: N.A.
lea-1,2.18766118858457,4.55566350309101,8.941873684405541e-67,lea-1,WBGene00002263,Public name for WBGene00002263. History: N.A.
pho-9,2.16831335593235,4.49497582285975,1.6205468221165702e-09,pho-9,WBGene00022181,Public name for WBGene00022181. History: N.A.
Y37E3.30,2.15767648690447,4.46195661818378,0.0044183567574614,Y37E3.30,WBGene00235158,Public name for WBGene00235158. History: N.A.
C50F7.5,2.15342068741021,4.44881370742624,6.46460433702256e-05,C50F7.5,WBGene00016845,Public name for WBGene00016845. History: N.A.
F41B5.1,2.148172043056,4.43265795954292,3.64289143515331e-06,F41B5.1,WBGene00023284,Public name for WBGene00023284. History: N.A.
C09F9.2,2.14267028423193,4.41578608270459,7.78976779117417e-06,C09F9.2,WBGene00007479,Public name for WBGene00007479. History: N.A.
sepa-1,2.1349795885493,4.39230911170654,5.28973842699368e-07,sepa-1,WBGene00010808,Public name for WBGene00010808. History: N.A.
fbxa-182,2.10824535875005,4.31166580164425,8.11532237586362e-08,fbxa-182,WBGene00018353,Public name for WBGene00018353. History: N.A.
skr-4,2.10560797200569,4.3037908578002,2.61415909061003e-08,skr-4,WBGene00004810,Public name for WBGene00004810. History: N.A.
lpr-3,2.10280070790726,4.29542448091737,0.0041856371740129,lpr-3,WBGene00012261,Public name for WBGene00012261. History: N.A.
B0391.8,2.09484926793856,4.27181529173477,4.4910382521589605e-09,B0391.8,WBGene00014643,Public name for WBGene00014643. History: N.A.
F33D4.6,2.08483228856593,4.2422577798228,0.0153828026328582,F33D4.6,WBGene00017998,Public name for WBGene00017998. History: N.A.
parn-1,2.08429786368948,4.24068658968342,3.56486083003608e-22,parn-1,WBGene00010734,Public name for WBGene00010734. History: N.A.
sqt-3,2.08194387626593,4.23377287403051,5.03803835862714e-20,sqt-3,WBGene00005018,Public name for WBGene00005018. History: Renamed on 2005-08-23
tba-7,2.07738074535267,4.22040293868631,6.859123090906451e-19,tba-7,WBGene00006533,Public name for WBGene00006533. History: N.A.
C48D1.5,2.07722942030816,4.21996028160958,0.0011843174182021,C48D1.5,WBGene00008178,Public name for WBGene00008178. History: N.A.
F53B1.4,2.07361505444626,4.20940130000245,0.0027091737539115,F53B1.4,WBGene00044621,Sequence name for WBGene00044621(bus-5). History: N.A.
H43E16.1,2.06756777236064,4.19179386350885,3.70045695404327e-15,H43E16.1,WBGene00019273,Public name for WBGene00019273. History: N.A.
Y41D4B.17,2.05291742638508,4.14944224336553,0.0449639365302625,Y41D4B.17,WBGene00021519,Public name for WBGene00021519. History: N.A.
ZK1055.7,2.04056661830667,4.11407079017925,2.75837727092177e-20,ZK1055.7,WBGene00022848,Public name for WBGene00022848. History: N.A.
Chapaev-2_CE:CMC-Chapaev:DNA,2.04049033334303,4.11385325741284,7.034545064591799e-12,,,
Y94H6A.10,2.02898498415755,4.08117615912055,2.5552415792248902e-14,Y94H6A.10,WBGene00022382,Public name for WBGene00022382. History: N.A.
CEMUDR1:MULE-MuDR:DNA,2.02340166796093,4.06541228624557,7.8185992716727e-33,,,
enu-3.1,2.02032976634714,4.05676509481895,4.24003125449568e-13,enu-3.1,WBGene00010362,Public name for WBGene00010362. History: Renamed on 2014-04-28
ZC123.1,2.01894209862497,4.0528649389821,0.0325840481575833,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
ZC239.14,2.01514588462662,4.04221451206322,0.0102664070660337,ZC239.14,WBGene00022572,Public name for WBGene00022572. History: N.A.
mlt-8,2.01415792537088,4.03944734641265,0.0130918537657544,mlt-8,WBGene00021095,Public name for WBGene00021095. History: Renamed on 2005-03-17
Y69A2AL.2,2.00457129536672,4.01269442300947,5.63611024394641e-14,Y69A2AL.2,WBGene00044468,Public name for WBGene00044468. History: N.A.
hil-3,1.99388435257643,3.98307971317983,6.04259781441454e-07,hil-3,WBGene00001854,Public name for WBGene00001854. History: Renamed on 2010-11-12
mlt-9,1.99012180649048,3.97270538241104,0.0268650014592848,mlt-9,WBGene00008605,Public name for WBGene00008605. History: N.A.
lys-7,1.97649490491863,3.9353580574774,0.0146703817205822,lys-7,WBGene00003096,Public name for WBGene00003096. History: N.A.
K08D8.4,1.95505363380854,3.87730340817003,1.91743839776065e-12,K08D8.4,WBGene00010658,Public name for WBGene00010658. History: N.A.
comt-3,1.95104781363597,3.86655253098336,1.41983988111465e-20,comt-3,WBGene00021487,Public name for WBGene00021487. History: N.A.
ceh-32,1.94667750871664,3.85485744323673,0.0004481091078061,ceh-32,WBGene00000453,Public name for WBGene00000453. History: N.A.
T21C12.8,1.94270704844148,3.84426302383162,0.0347813289722663,T21C12.8,WBGene00043998,Public name for WBGene00043998. History: N.A.
lys-1,1.94158696046138,3.8412795508238,1.9713708423712602e-61,lys-1,WBGene00003090,Public name for WBGene00003090. History: N.A.
oac-14,1.94012948134811,3.83740086715967,0.0028141540478452,oac-14,WBGene00008602,Public name for WBGene00008602. History: N.A.
Y22D7AR.7,1.93607337142094,3.82662723894105,0.0254829187341602,Y22D7AR.7,WBGene00021261,Public name for WBGene00021261. History: N.A.
clec-72,1.91153833546837,3.76210035977366,0.0007185811985575,clec-72,WBGene00021583,Public name for WBGene00021583. History: N.A.
igcm-4,1.9023750480696,3.73828107790315,3.58879704063158e-07,igcm-4,WBGene00022418,Public name for WBGene00022418. History: N.A.
pgp-9,1.89840334338744,3.72800383317345,1.7662575152276702e-24,pgp-9,WBGene00004003,Public name for WBGene00004003. History: N.A.
M01G12.9,1.8962016146009,3.72231878327551,1.9520560617802203e-09,M01G12.9,WBGene00010822,Public name for WBGene00010822. History: N.A.
mth-1,1.8930009902776,3.71406995859384,4.03694102844327e-16,mth-1,WBGene00017948,Public name for WBGene00017948. History: N.A.
wrt-1,1.88418421207995,3.6914412862059,0.0069017186517123,wrt-1,WBGene00006947,Public name for WBGene00006947. History: N.A.
cld-9,1.87945474138362,3.67935974600401,4.4805994219644305e-17,cld-9,WBGene00009432,Public name for WBGene00009432. History: N.A.
tbb-4,1.87258569109198,3.66188298590036,0.034708715326638,tbb-4,WBGene00006538,Public name for WBGene00006538. History: N.A.
ugt-62,1.86351721962163,3.6389373663462,3.09456938204146e-49,ugt-62,WBGene00010904,Public name for WBGene00010904. History: N.A.
F37H8.2,1.86272772725071,3.63694655936867,8.41087117253528e-05,F37H8.2,WBGene00009511,Public name for WBGene00009511. History: N.A.
anr-35,1.85000175721347,3.60500624136551,0.0069930147398168,anr-35,WBGene00219589,Public name for WBGene00219589. History: N.A.
hsp-17,1.84249127310202,3.58628780947193,3.7063566191573304e-17,hsp-17,WBGene00002021,Public name for WBGene00002021. History: N.A.
CER13-I_CE:Pao:LTR,1.83935808519882,3.57850770308448,0.0182361950880682,,,
E02C12.6,1.83856937471467,3.57655189460836,0.0437979297920952,E02C12.6,WBGene00017092,Public name for WBGene00017092. History: N.A.
K03A11.1,1.83272728524277,3.56209819014106,0.0002737527941018,K03A11.1,WBGene00010519,Public name for WBGene00010519. History: N.A.
valv-1,1.83270912499973,3.56205335172415,0.0004418688925897,valv-1,WBGene00015216,Public name for WBGene00015216. History: N.A.
bath-20,1.82771899154224,3.54975385989745,0.0229270442796167,bath-20,WBGene00015012,Public name for WBGene00015012. History: N.A.
cht-1,1.82488218353129,3.54278074640635,2.39602771414194e-13,cht-1,WBGene00000503,Public name for WBGene00000503. History: N.A.
clec-41,1.8235428442589,3.53949329936549,7.00420323688831e-46,clec-41,WBGene00007153,Public name for WBGene00007153. History: N.A.
Tc1A:TcMar-Tc1:DNA,1.81605449292427,3.521169051989,3.77008793632218e-16,,,
C10C5.2,1.81456746853697,3.51754155861382,6.86498325664894e-05,C10C5.2,WBGene00007506,Sequence name for WBGene00007506(fbxc-58). History: N.A.
rrn-2.1,1.81365436269804,3.51531595207155,0.0484947658653777,rrn-2.1,WBGene00004567,Public name for WBGene00004567. History: N.A.
K10D3.4,1.81152102706935,3.51012164101873,0.0002313695068598,K10D3.4,WBGene00010738,Public name for WBGene00010738. History: N.A.
ceh-20,1.80303309876861,3.4895308800923,2.11598851704479e-17,ceh-20,WBGene00000443,Public name for WBGene00000443. History: N.A.
eva-1,1.79748202034547,3.47612996001163,0.0036411515401724,eva-1,WBGene00009304,Public name for WBGene00009304. History: Renamed on 2007-10-09
cfz-2,1.79580713524953,3.47209671678722,0.0461351382576362,cfz-2,WBGene00000478,Public name for WBGene00000478. History: N.A.
pgp-1,1.78698574561199,3.45093128145919,2.4082117097468502e-24,pgp-1,WBGene00003995,Public name for WBGene00003995. History: N.A.
T12D8.5,1.76473632820837,3.39811888817625,0.0025252393786259,T12D8.5,WBGene00011733,Public name for WBGene00011733. History: N.A.
spe-41,1.76358404511385,3.39540588816101,3.61483094920896e-06,spe-41,WBGene00004976,Public name for WBGene00004976. History: N.A.
K06B9.4,1.75497957564314,3.37521540096925,8.93785113756892e-18,K06B9.4,WBGene00019441,Public name for WBGene00019441. History: N.A.
Y54G11A.14,1.74761596413129,3.35803196691457,6.48138454428843e-06,Y54G11A.14,WBGene00013221,Public name for WBGene00013221. History: N.A.
Y58A7A.4,1.74091255006147,3.34246522374991,0.038593891669701,Y58A7A.4,WBGene00021978,Public name for WBGene00021978. History: N.A.
ugt-19,1.73938888083193,3.33893701932237,1.24966173139504e-10,ugt-19,WBGene00019515,Public name for WBGene00019515. History: N.A.
T02G5.11,1.73508537041729,3.32899192366493,0.0011397874615646,T02G5.11,WBGene00020167,Public name for WBGene00020167. History: N.A.
cpr-3,1.73497878179636,3.32874598149372,7.32901513593035e-14,cpr-3,WBGene00000783,Public name for WBGene00000783. History: N.A.
ZK6.11,1.72782010787693,3.31226960700001,1.5512105187445e-29,ZK6.11,WBGene00022645,Public name for WBGene00022645. History: N.A.
tbx-11,1.72504177374894,3.30589699465638,0.0039440216784202,tbx-11,WBGene00006547,Public name for WBGene00006547. History: N.A.
cyp-35A4,1.72499990792366,3.3058010616325,0.0472821542394345,cyp-35A4,WBGene00016786,Public name for WBGene00016786. History: N.A.
Y53F4B.45,1.72459925953438,3.30488314069785,2.86686430348917e-09,Y53F4B.45,WBGene00044728,Public name for WBGene00044728. History: N.A.
dhs-26,1.70338350212876,3.25663831596403,0.0004785429077484,dhs-26,WBGene00000989,Public name for WBGene00000989. History: N.A.
EEED8.4,1.70333797410032,3.25653554581636,0.0206594156428341,EEED8.4,WBGene00017135,Public name for WBGene00017135. History: N.A.
pals-23,1.70022097094257,3.24950725934389,5.51990619497163e-07,pals-23,WBGene00016218,Public name for WBGene00016218. History: N.A.
lec-8,1.68858210410611,3.22339749057972,6.51307127760802e-25,lec-8,WBGene00002271,Public name for WBGene00002271. History: N.A.
B0250.7,1.68581416156519,3.21721903619385,3.50402149970599e-16,B0250.7,WBGene00007124,Public name for WBGene00007124. History: N.A.
F12E12.11,1.67846763510049,3.20087787759612,0.0161040836031592,F12E12.11,WBGene00044811,Public name for WBGene00044811. History: N.A.
C49G7.10,1.67663084757799,3.19680522794364,6.9176043361276e-06,C49G7.10,WBGene00016788,Public name for WBGene00016788. History: N.A.
bath-21,1.67652006448025,3.19655975791786,0.0187225905968543,bath-21,WBGene00019138,Public name for WBGene00019138. History: N.A.
Y37H2A.14,1.67605119867576,3.19552106713183,0.0025831064715903,Y37H2A.14,WBGene00045416,Public name for WBGene00045416. History: N.A.
enu-3.5,1.67290990907432,3.18857078558925,1.71283548053995e-10,enu-3.5,WBGene00012552,Public name for WBGene00012552. History: N.A.
ctl-3,1.67284356230855,3.18842415273289,3.70368966796191e-12,ctl-3,WBGene00013220,Public name for WBGene00013220. History: N.A.
21ur-14806,1.66571678219898,3.17271247129931,0.0164542050709003,21ur-14806,WBGene00167037,Public name for WBGene00167037. History: N.A.
C40A11.8,1.66394778332688,3.16882454969633,0.0155612793290585,C40A11.8,WBGene00016551,Public name for WBGene00016551. History: N.A.
clec-180,1.65933474919961,3.15870837834968,0.0478942166305654,clec-180,WBGene00017991,Public name for WBGene00017991. History: N.A.
cgt-1,1.65545802007201,3.15023186841216,0.0006846695565826,cgt-1,WBGene00011517,Public name for WBGene00011517. History: Renamed on 2006-03-17
F26H11.4,1.65344560698027,3.14584067817245,0.0016231603901304,F26H11.4,WBGene00009182,"Public name for WBGene00009182. History: Split into dsb-2(WBGene00194892). History of WBGene00009182: Split into ""WBGene00194892"" on 2009-12-08"
ife-5,1.64204773157544,3.12108518011148,5.59624719380572e-08,ife-5,WBGene00002063,Public name for WBGene00002063. History: N.A.
clec-67,1.63366207710918,3.1029965161698,1.15281113481484e-09,clec-67,WBGene00018971,Public name for WBGene00018971. History: N.A.
ncam-1,1.63311503976159,3.1018201530729,0.0029487182614659,ncam-1,WBGene00017184,Public name for WBGene00017184. History: N.A.
Y97E10AR.1,1.62265225436773,3.07940635074724,0.0305177625265821,Y97E10AR.1,WBGene00022396,Public name for WBGene00022396. History: N.A.
Y82E9BR.17,1.62111275174151,3.07612206301112,0.0211333253606601,Y82E9BR.17,WBGene00022349,Public name for WBGene00022349. History: N.A.
clec-62,1.61590370671767,3.065035336526,4.79703227367427e-27,clec-62,WBGene00009393,Public name for WBGene00009393. History: N.A.
fbxa-60,1.61131470582492,3.05530139890721,1.23536184179795e-10,fbxa-60,WBGene00020456,Public name for WBGene00020456. History: N.A.
C01B10.6,1.60936908928378,3.05118380077478,2.23117629226793e-41,C01B10.6,WBGene00015280,Public name for WBGene00015280. History: N.A.
Y39A3A.4,1.60637026901726,3.04484812449442,0.0254829187341602,Y39A3A.4,WBGene00021435,Public name for WBGene00021435. History: N.A.
cpt-4,1.6059356149411,3.04393091311831,0.0269223714728337,cpt-4,WBGene00019644,Public name for WBGene00019644. History: N.A.
K06G5.1,1.60476554195373,3.04146318616945,1.7370721273209899e-43,K06G5.1,WBGene00010605,Public name for WBGene00010605. History: N.A.
Y57G11C.51,1.60007020796441,3.03158065964438,2.23388856630783e-08,Y57G11C.51,WBGene00044258,Public name for WBGene00044258. History: N.A.
sid-2,1.59885357781338,3.02902519394684,1.37544245400628e-09,sid-2,WBGene00004796,Public name for WBGene00004796. History: N.A.
ZK973.8,1.58538607738204,3.00088093221968,0.0111231464602853,ZK973.8,WBGene00022834,Public name for WBGene00022834. History: N.A.
C25F9.5,1.57985367882701,2.98939529112063,2.02008500452345e-05,C25F9.5,WBGene00007725,Public name for WBGene00007725. History: N.A.
ham-1,1.57914211086743,2.98792122116556,0.0233186662954099,ham-1,WBGene00001820,Public name for WBGene00001820. History: N.A.
bcmo-2,1.57740620822761,2.98432820878024,1.12338485669008e-07,bcmo-2,WBGene00018755,Public name for WBGene00018755. History: N.A.
R08E3.1,1.57625388567661,2.98194549061427,7.85792137351835e-34,R08E3.1,WBGene00019957,Public name for WBGene00019957. History: N.A.
nnt-1,1.57611183207677,2.98165189063254,0.0061875480914978,nnt-1,WBGene00003778,Public name for WBGene00003778. History: N.A.
B0205.13,1.57468406779479,2.97870255614004,0.0125063428481806,B0205.13,WBGene00044644,Public name for WBGene00044644. History: N.A.
sqst-1,1.5622689273014,2.95317925098568,9.30799553808227e-28,sqst-1,WBGene00011737,Public name for WBGene00011737. History: N.A.
alr-1,1.5617424601225,2.95210177566342,0.0065406053190664,alr-1,WBGene00044330,Public name for WBGene00044330. History: Renamed on 2005-08-26
cec-8,1.55856043832852,2.94559776742165,0.0050854987214525,cec-8,WBGene00021913,Public name for WBGene00021913. History: N.A.
R09A1.3,1.55294985378196,2.93416469878331,0.0019229360309607,R09A1.3,WBGene00019973,Public name for WBGene00019973. History: N.A.
col-95,1.55253189797519,2.93331478004352,0.0005258917974509,col-95,WBGene00000670,Public name for WBGene00000670. History: N.A.
Y22D7AR.2,1.55063283528064,2.92945611013718,9.46756435061046e-05,Y22D7AR.2,WBGene00021256,Public name for WBGene00021256. History: N.A.
C44B11.6,1.54549691089237,2.91904592930021,0.0495928481284814,C44B11.6,WBGene00016635,Public name for WBGene00016635. History: N.A.
T25G12.6,1.53847663434596,2.90487610773381,3.28101538597385e-05,T25G12.6,WBGene00020813,Public name for WBGene00020813. History: N.A.
drd-50,1.53795401039672,2.90382399149768,0.000107506835416,drd-50,WBGene00018643,Public name for WBGene00018643. History: N.A.
cav-1,1.53089325008756,2.88964697312967,7.37181592983339e-12,cav-1,WBGene00000301,Public name for WBGene00000301. History: N.A.
bam-2,1.53079125563525,2.88944269049607,5.45607589371609e-21,bam-2,WBGene00000237,Public name for WBGene00000237. History: N.A.
T24B8.3,1.52900487527395,2.88586712586675,4.97031121453045e-07,T24B8.3,WBGene00011977,Public name for WBGene00011977. History: N.A.
K10D11.5,1.52329931197108,2.87447665099254,2.68569730405779e-06,K10D11.5,WBGene00010749,Public name for WBGene00010749. History: N.A.
gst-39,1.52308379770368,2.87404728481077,0.0002702375061762,gst-39,WBGene00001787,Public name for WBGene00001787. History: N.A.
thn-1,1.514209206857,2.85642214237882,3.58118528304423e-06,thn-1,WBGene00009213,Public name for WBGene00009213. History: Renamed on 2004-08-25
F41E7.1,1.50994170741416,2.84798531505001,0.0006312174318948,F41E7.1,WBGene00009617,Sequence name for WBGene00009617(slc-9B.1). History: Renamed on 2019-05-20
cyp-33C8,1.50952763266009,2.84716801855526,1.07637529597801e-08,cyp-33C8,WBGene00019967,Public name for WBGene00019967. History: N.A.
ugt-2,1.50634515937797,2.84089430909789,1.38714504370273e-06,ugt-2,WBGene00007073,Public name for WBGene00007073. History: N.A.
dot-1.5,1.50456436296109,2.83738980314528,0.0030256875522055,dot-1.5,WBGene00022512,Public name for WBGene00022512. History: N.A.
