WB.ID,gene.name,Input,Suggested Match,History
WBGene00009665,lmd-1,WBGene00009665,WBGene00009665,History: N.A.
WBGene00009829,tmed-10,WBGene00009829,WBGene00009829,History: N.A.
WBGene00009833,F47G9.6,WBGene00009833,WBGene00009833,History: N.A.
WBGene00009881,F49C12.12,WBGene00009881,WBGene00009881,History: Renamed on 2005-03-17
WBGene00009884,F49C12.15,WBGene00009884,WBGene00009884,History: N.A.
WBGene00009920,abts-1,WBGene00009920,WBGene00009920,History: N.A.
WBGene00009922,F52B5.3,WBGene00009922,WBGene00009922,History: N.A.
WBGene00009951,F53A2.3,WBGene00009951,WBGene00009951,History: N.A.
WBGene00009979,cutl-1,WBGene00009979,WBGene00009979,History: N.A.
WBGene00009980,F53F1.2,WBGene00009980,WBGene00009980,History: N.A.
WBGene00009981,F53F1.3,WBGene00009981,WBGene00009981,History: N.A.
WBGene00010038,rheb-1,WBGene00010038,WBGene00010038,History: N.A.
WBGene00010040,F54C8.7,WBGene00010040,WBGene00010040,History: N.A.
WBGene00010048,F54D5.2,WBGene00010048,WBGene00010048,History: N.A.
WBGene00010054,gtf-2E2,WBGene00010054,WBGene00010054,History: N.A.
WBGene00010056,smc-6,WBGene00010056,WBGene00010056,History: N.A.
WBGene00010075,F55A11.1,WBGene00010075,WBGene00010075,History: N.A.
WBGene00010080,F55A11.7,WBGene00010080,WBGene00010080,History: N.A.
WBGene00010081,F55A11.8,WBGene00010081,WBGene00010081,History: N.A.
WBGene00010193,btb-20,WBGene00010193,WBGene00010193,History: N.A.
WBGene00010194,btb-19,WBGene00010194,WBGene00010194,History: N.A.
WBGene00010195,pot-2,WBGene00010195,WBGene00010195,History: N.A.
WBGene00010196,F57C2.4,WBGene00010196,WBGene00010196,History: N.A.
WBGene00010229,F58A4.6,WBGene00010229,WBGene00010229,History: N.A.
WBGene00010242,F58D5.2,WBGene00010242,WBGene00010242,History: N.A.
WBGene00010244,F58D5.5,WBGene00010244,WBGene00010244,History: N.A.
WBGene00010260,ddx-17,WBGene00010260,WBGene00010260,History: N.A.
WBGene00010263,wago-4,WBGene00010263,WBGene00010263,History: N.A.
WBGene00010264,F58G1.2,WBGene00010264,WBGene00010264,History: N.A.
WBGene00010281,F58G11.3,WBGene00010281,WBGene00010281,History: Renamed on 2021-12-09
WBGene00010282,F58G11.4,WBGene00010282,WBGene00010282,History: N.A.
WBGene00010296,dgat-2,WBGene00010296,WBGene00010296,History: N.A.
WBGene00010324,F59C6.3,WBGene00010324,WBGene00010324,"History: Split into F59C6.14(WBGene00044792). History of WBGene00010324: Split into ""WBGene00044792"" on 2006-03-20"
WBGene00010353,memi-3,WBGene00010353,WBGene00010353,History: N.A.
WBGene00010354,cyp-31A2,WBGene00010354,WBGene00010354,History: N.A.
WBGene00010367,H05L14.2,WBGene00010367,WBGene00010367,"History: Split into H05L14.3(WBGene00271605). History of WBGene00010367: Split into ""WBGene00271605"" on 2017-03-02"
WBGene00010419,atp-1,WBGene00010419,WBGene00010419,History: Renamed on 2005-03-17
WBGene00010420,mcrs-1,WBGene00010420,WBGene00010420,History: N.A.
WBGene00010459,slc-25A32,WBGene00010459,WBGene00010459,History: N.A.
WBGene00010484,dph-3,WBGene00010484,WBGene00010484,History: N.A.
WBGene00010500,K02B12.7,WBGene00010500,WBGene00010500,History: N.A.
WBGene00010579,K05C4.2,WBGene00010579,WBGene00010579,History: N.A.
WBGene00010608,K07A1.1,WBGene00010608,WBGene00010608,"History: Split into K07A1.17(WBGene00044987). History of WBGene00010608: Split into ""WBGene00044987"" on 2006-09-04"
WBGene00010609,dut-1,WBGene00010609,WBGene00010609,History: N.A.
WBGene00010641,crml-1,WBGene00010641,WBGene00010641,History: N.A.
WBGene00010642,mks-6,WBGene00010642,WBGene00010642,History: N.A.
WBGene00010664,dbn-1,WBGene00010664,WBGene00010664,History: N.A.
WBGene00010731,K10C3.4,WBGene00010731,WBGene00010731,History: N.A.
WBGene00010734,parn-1,WBGene00010734,WBGene00010734,History: N.A.
WBGene00010736,istr-1,WBGene00010736,WBGene00010736,History: N.A.
WBGene00010757,pad-2,WBGene00010757,WBGene00010757,History: Renamed on 2020-06-09
WBGene00010779,K11H3.2,WBGene00010779,WBGene00010779,History: N.A.
WBGene00010785,top-2,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00010838,M03C11.1,WBGene00010838,WBGene00010838,History: N.A.
WBGene00010839,chl-1,WBGene00010839,WBGene00010839,History: N.A.
WBGene00010892,dhhc-6,WBGene00010892,WBGene00010892,History: N.A.
WBGene00010908,imph-1,WBGene00010908,WBGene00010908,History: Renamed on 2018-03-19
WBGene00010990,tceb-3,WBGene00010990,WBGene00010990,History: N.A.
WBGene00011035,snrp-27,WBGene00011035,WBGene00011035,History: N.A.
WBGene00011036,edc-3,WBGene00011036,WBGene00011036,History: N.A.
WBGene00011054,arrd-13,WBGene00011054,WBGene00011054,History: N.A.
WBGene00011061,wago-1,WBGene00011061,WBGene00011061,History: N.A.
WBGene00011062,R06C7.2,WBGene00011062,WBGene00011062,History: N.A.
WBGene00011087,R07B7.2,WBGene00011087,WBGene00011087,History: N.A.
WBGene00011205,R10E4.9,WBGene00011205,WBGene00011205,History: N.A.
WBGene00011206,R10E4.11,WBGene00011206,WBGene00011206,History: N.A.
WBGene00011218,R10E11.6,WBGene00011218,WBGene00011218,History: N.A.
WBGene00011236,R11A8.1,WBGene00011236,WBGene00011236,History: N.A.
WBGene00011237,gkow-1,WBGene00011237,WBGene00011237,History: N.A.
WBGene00011247,mrpl-49,WBGene00011247,WBGene00011247,History: N.A.
WBGene00011250,R11H6.2,WBGene00011250,WBGene00011250,History: N.A.
WBGene00011270,R31.2,WBGene00011270,WBGene00011270,History: N.A.
WBGene00011280,pelo-1,WBGene00011280,WBGene00011280,History: N.A.
WBGene00011282,R74.8,WBGene00011282,WBGene00011282,History: N.A.
WBGene00011348,T01H3.2,WBGene00011348,WBGene00011348,History: N.A.
WBGene00011350,perm-1,WBGene00011350,WBGene00011350,History: N.A.
WBGene00011409,T04A8.7,WBGene00011409,WBGene00011409,History: N.A.
WBGene00011410,T04A8.8,WBGene00011410,WBGene00011410,History: N.A.
WBGene00011439,T04F3.4,WBGene00011439,WBGene00011439,History: N.A.
WBGene00011464,T05B9.1,WBGene00011464,WBGene00011464,History: N.A.
WBGene00011488,nra-2,WBGene00011488,WBGene00011488,History: N.A.
WBGene00011498,T05G5.1,WBGene00011498,WBGene00011498,History: N.A.
WBGene00011500,T05G5.5,WBGene00011500,WBGene00011500,History: N.A.
WBGene00011503,gcc-2,WBGene00011503,WBGene00011503,History: N.A.
WBGene00011513,fbxa-197,WBGene00011513,WBGene00011513,History: N.A.
WBGene00011558,ostf-4,WBGene00011558,WBGene00011558,History: N.A.
WBGene00011559,umps-1,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00011562,sas-7,WBGene00011562,WBGene00011562,"History: Split into ""WBGene00044098"" on 2005-02-03"
WBGene00011596,T07G12.5,WBGene00011596,WBGene00011596,History: N.A.
WBGene00011597,zim-1,WBGene00011597,WBGene00011597,History: N.A.
WBGene00011601,zim-3,WBGene00011601,WBGene00011601,History: N.A.
WBGene00011612,T08D2.7,WBGene00011612,WBGene00011612,History: N.A.
WBGene00011629,T08G11.1,WBGene00011629,WBGene00011629,History: N.A.
WBGene00011630,T08G11.3,WBGene00011630,WBGene00011630,History: N.A.
WBGene00011662,T09F3.2,WBGene00011662,WBGene00011662,"History: Split into T09F3.7(WBGene00303079). History of WBGene00011662: Split into ""WBGene00303079"" on 2018-03-02"
WBGene00011687,cwc-15,WBGene00011687,WBGene00011687,History: N.A.
WBGene00011688,T10C6.6,WBGene00011688,WBGene00011688,History: N.A.
WBGene00011738,T12G3.2,WBGene00011738,WBGene00011738,History: N.A.
WBGene00011739,T12G3.4,WBGene00011739,WBGene00011739,History: N.A.
WBGene00011746,T13F2.6,WBGene00011746,WBGene00011746,History: N.A.
WBGene00011747,sna-2,WBGene00011747,WBGene00011747,History: N.A.
WBGene00011761,T13H5.8,WBGene00011761,WBGene00011761,History: N.A.
WBGene00011773,ttr-53,WBGene00011773,WBGene00011773,History: N.A.
WBGene00011868,best-18,WBGene00011868,WBGene00011868,History: N.A.
WBGene00011872,blos-1,WBGene00011872,WBGene00011872,History: N.A.
WBGene00011875,cox-14,WBGene00011875,WBGene00011875,"History: Split into Y70G10A.4(WBGene00303019). History of WBGene00011875: Split into ""WBGene00303019"" on 2018-03-06"
WBGene00011886,T21B10.4,WBGene00011886,WBGene00011886,History: N.A.
WBGene00011887,set-17,WBGene00011887,WBGene00011887,History: N.A.
WBGene00011939,prmt-9,WBGene00011939,WBGene00011939,History: Renamed on 2016-11-29
WBGene00011957,T23F11.6,WBGene00011957,WBGene00011957,History: N.A.
WBGene00011959,nyn-1,WBGene00011959,WBGene00011959,History: N.A.
WBGene00011988,har-2,WBGene00011988,WBGene00011988,History: N.A.
WBGene00012095,pssy-2,WBGene00012095,WBGene00012095,History: N.A.
WBGene00012104,sygl-1,WBGene00012104,WBGene00012104,History: N.A.
WBGene00012105,T27F6.6,WBGene00012105,WBGene00012105,History: N.A.
WBGene00012109,T28A8.3,WBGene00012109,WBGene00012109,History: N.A.
WBGene00012117,T28B11.1,WBGene00012117,WBGene00012117,History: N.A.
WBGene00012126,T28D6.6,WBGene00012126,WBGene00012126,History: N.A.
WBGene00012146,VB0393L.2,WBGene00012146,WBGene00012146,History: N.A.
WBGene00012181,srt-11,WBGene00012181,WBGene00012181,History: N.A.
WBGene00012210,W02D9.4,WBGene00012210,WBGene00012210,History: N.A.
WBGene00012221,W03C9.5,WBGene00012221,WBGene00012221,History: N.A.
WBGene00012276,his-74,WBGene00012276,WBGene00012276,History: N.A.
WBGene00012277,ccch-3,WBGene00012277,WBGene00012277,History: N.A.
WBGene00012315,immt-2,WBGene00012315,WBGene00012315,History: N.A.
WBGene00012337,scyl-1,WBGene00012337,WBGene00012337,History: N.A.
WBGene00012339,W07G4.5,WBGene00012339,WBGene00012339,History: N.A.
WBGene00012341,catp-6,WBGene00012341,WBGene00012341,History: N.A.
WBGene00012342,mtr-4,WBGene00012342,WBGene00012342,History: N.A.
WBGene00012353,W09C5.7,WBGene00012353,WBGene00012353,History: N.A.
WBGene00012360,tat-3,WBGene00012360,WBGene00012360,History: N.A.
WBGene00012457,acbp-6,WBGene00012457,WBGene00012457,History: N.A.
WBGene00012458,ash-2,WBGene00012458,WBGene00012458,History: N.A.
WBGene00012465,Y17G7B.12,WBGene00012465,WBGene00012465,History: N.A.
WBGene00012472,Y17G7B.21,WBGene00012472,WBGene00012472,History: N.A.
WBGene00012476,Y18D10A.3,WBGene00012476,WBGene00012476,History: N.A.
WBGene00012487,Y18D10A.23,WBGene00012487,WBGene00012487,History: N.A.
WBGene00012522,Y32B12B.2,WBGene00012522,WBGene00012522,History: N.A.
WBGene00012548,Y37D8A.6,WBGene00012548,WBGene00012548,History: N.A.
WBGene00012553,cox-5A,WBGene00012553,WBGene00012553,History: Renamed on 2017-09-05
WBGene00012567,Y37H2A.7,WBGene00012567,WBGene00012567,"History: Split into Y37H2A.18(WBGene00219210), Y37H2A.12(WBGene00044758). History of WBGene00012567: Split into ""WBGene00044758"" on 2006-02-24; Split into ""WBGene00219210"" on 2011-08-15"
WBGene00012576,Y37H9A.1,WBGene00012576,WBGene00012576,History: N.A.
WBGene00012584,ceh-100,WBGene00012584,WBGene00012584,History: N.A.
WBGene00012585,lips-15,WBGene00012585,WBGene00012585,History: N.A.
WBGene00012639,fezf-1,WBGene00012639,WBGene00012639,History: N.A.
WBGene00012650,orc-1,WBGene00012650,WBGene00012650,History: N.A.
WBGene00012673,dyf-17,WBGene00012673,WBGene00012673,History: N.A.
WBGene00012674,bed-1,WBGene00012674,WBGene00012674,History: N.A.
WBGene00012700,Y39B6A.42,WBGene00012700,WBGene00012700,History: N.A.
WBGene00012738,eif-3.J,WBGene00012738,WBGene00012738,History: N.A.
WBGene00012795,Y43E12A.3,WBGene00012795,WBGene00012795,History: N.A.
WBGene00012845,set-24,WBGene00012845,WBGene00012845,History: N.A.
WBGene00012879,fbxa-215,WBGene00012879,WBGene00012879,History: N.A.
WBGene00012885,iscu-1,WBGene00012885,WBGene00012885,History: N.A.
WBGene00012897,pisy-1,WBGene00012897,WBGene00012897,History: N.A.
WBGene00012904,tiar-2,WBGene00012904,WBGene00012904,History: N.A.
WBGene00012910,Y46G5A.20,WBGene00012910,WBGene00012910,History: N.A.
WBGene00012930,obr-1,WBGene00012930,WBGene00012930,History: N.A.
WBGene00012952,Y47H9C.9,WBGene00012952,WBGene00012952,History: N.A.
WBGene00012955,Y47H9C.12,WBGene00012955,WBGene00012955,History: N.A.
WBGene00012967,kvs-4,WBGene00012967,WBGene00012967,History: N.A.
WBGene00012978,Y48B6A.1,WBGene00012978,WBGene00012978,History: N.A.
WBGene00012983,men-1,WBGene00012983,WBGene00012983,History: N.A.
WBGene00012984,Y48B6A.13,WBGene00012984,WBGene00012984,History: N.A.
WBGene00013009,fbxc-23,WBGene00013009,WBGene00013009,History: N.A.
WBGene00013041,pstk-1,WBGene00013041,WBGene00013041,History: N.A.
WBGene00013075,ints-5,WBGene00013075,WBGene00013075,History: N.A.
WBGene00013093,cup-14,WBGene00013093,WBGene00013093,History: N.A.
WBGene00013094,Y51H1A.3,WBGene00013094,WBGene00013094,History: N.A.
WBGene00013151,nsun-5,WBGene00013151,WBGene00013151,"History: Split into metl-2(WBGene00044720). History of WBGene00013151: Split into ""WBGene00044720"" on 2006-01-16"
WBGene00013193,Y54E2A.8,WBGene00013193,WBGene00013193,History: N.A.
WBGene00013200,Y54E5A.5,WBGene00013200,WBGene00013200,History: N.A.
WBGene00013202,Y54E5A.7,WBGene00013202,WBGene00013202,History: N.A.
WBGene00013217,ddl-3,WBGene00013217,WBGene00013217,History: N.A.
WBGene00013241,ung-1,WBGene00013241,WBGene00013241,History: N.A.
WBGene00013243,Y56A3A.31,WBGene00013243,WBGene00013243,History: N.A.
WBGene00013348,fbxa-106,WBGene00013348,WBGene00013348,History: N.A.
WBGene00013350,slr-2,WBGene00013350,WBGene00013350,History: Renamed on 2008-05-23
WBGene00013354,snx-6,WBGene00013354,WBGene00013354,History: N.A.
WBGene00013418,Y65A5A.1,WBGene00013418,WBGene00013418,History: N.A.
WBGene00013425,ceh-91,WBGene00013425,WBGene00013425,History: N.A.
WBGene00013441,xpb-1,WBGene00013441,WBGene00013441,History: N.A.
WBGene00013442,Y66D12A.16,WBGene00013442,WBGene00013442,History: N.A.
WBGene00013443,such-1,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00013445,Y66D12A.19,WBGene00013445,WBGene00013445,History: N.A.
WBGene00013484,Y69H2.9,WBGene00013484,WBGene00013484,History: N.A.
WBGene00013523,Y73F8A.14,WBGene00013523,WBGene00013523,History: N.A.
WBGene00013524,Y73F8A.15,WBGene00013524,WBGene00013524,History: N.A.
WBGene00013552,gmn-1,WBGene00013552,WBGene00013552,History: N.A.
WBGene00013567,Y75B12B.1,WBGene00013567,WBGene00013567,History: N.A.
WBGene00013595,atg-4.1,WBGene00013595,WBGene00013595,History: N.A.
WBGene00013610,fbxa-206,WBGene00013610,WBGene00013610,History: N.A.
WBGene00013611,Y102A5C.2,WBGene00013611,WBGene00013611,History: N.A.
WBGene00013613,Y102A5C.4,WBGene00013613,WBGene00013613,History: N.A.
WBGene00013639,Y105C5A.15,WBGene00013639,WBGene00013639,"History: Split into ""WBGene00219211"" on 2011-08-15"
WBGene00013674,Y105E8A.14,WBGene00013674,WBGene00013674,History: N.A.
WBGene00013676,ekl-4,WBGene00013676,WBGene00013676,History: N.A.
WBGene00013709,csnk-1,WBGene00013709,WBGene00013709,History: N.A.
WBGene00013727,Y111B2A.1,WBGene00013727,WBGene00013727,History: N.A.
WBGene00013728,Y111B2A.2,WBGene00013728,WBGene00013728,History: N.A.
WBGene00013729,Y111B2A.3,WBGene00013729,WBGene00013729,History: N.A.
WBGene00013828,Y116F11B.13,WBGene00013828,WBGene00013828,History: N.A.
WBGene00013892,ZC434.4,WBGene00013892,WBGene00013892,History: N.A.
WBGene00013985,sec-16A.1,WBGene00013985,WBGene00013985,History: Renamed on 2019-09-11
WBGene00014004,fic-1,WBGene00014004,WBGene00014004,History: N.A.
WBGene00014015,panl-3,WBGene00014015,WBGene00014015,History: N.A.
WBGene00014016,ZK632.9,WBGene00014016,WBGene00014016,History: N.A.
WBGene00014018,ZK632.11,WBGene00014018,WBGene00014018,History: N.A.
WBGene00014087,ZK809.5,WBGene00014087,WBGene00014087,History: N.A.
WBGene00014109,chpf-1,WBGene00014109,WBGene00014109,History: N.A.
WBGene00014151,vps-15,WBGene00014151,WBGene00014151,History: N.A.
WBGene00014163,rnh-1.2,WBGene00014163,WBGene00014163,"History: Split into ZK938.11(WBGene00270290). History of WBGene00014163: Split into ""WBGene00270290"" on 2016-07-01"
WBGene00014176,ZK1010.2,WBGene00014176,WBGene00014176,History: N.A.
WBGene00014177,frg-1,WBGene00014177,WBGene00014177,History: N.A.
WBGene00014178,ZK1010.4,WBGene00014178,WBGene00014178,History: N.A.
WBGene00014193,nhr-247,WBGene00014193,WBGene00014193,History: N.A.
WBGene00014208,znfx-1,WBGene00014208,WBGene00014208,History: N.A.
WBGene00014219,ZK1098.2,WBGene00014219,WBGene00014219,History: N.A.
WBGene00014221,eif-2Balpha,WBGene00014221,WBGene00014221,History: N.A.
WBGene00014225,ZK1098.9,WBGene00014225,WBGene00014225,"History: Split into ZK1098.12(WBGene00194691). History of WBGene00014225: Split into ""WBGene00194691"" on 2009-07-03"
WBGene00014229,ZK1128.3,WBGene00014229,WBGene00014229,History: N.A.
WBGene00014230,gtf-2H3,WBGene00014230,WBGene00014230,History: N.A.
WBGene00014243,dcaf-1,WBGene00014243,WBGene00014243,History: N.A.
WBGene00014248,ZK1307.7,WBGene00014248,WBGene00014248,History: N.A.
WBGene00014300,D2023.1,WBGene00014300,WBGene00014300,History: N.A.
WBGene00014871,Y37H9A.5,WBGene00014871,WBGene00014871,History: N.A.
WBGene00014965,Y106G6D.5,WBGene00014965,WBGene00014965,History: N.A.
WBGene00015007,ain-2,WBGene00015007,WBGene00015007,History: N.A.
WBGene00015010,ptps-1,WBGene00015010,WBGene00015010,History: N.A.
WBGene00015012,bath-20,WBGene00015012,WBGene00015012,History: N.A.
WBGene00015014,bath-24,WBGene00015014,WBGene00015014,History: N.A.
WBGene00015015,math-1,WBGene00015015,WBGene00015015,History: N.A.
WBGene00015064,B0228.7,WBGene00015064,WBGene00015064,History: N.A.
WBGene00015073,B0238.9,WBGene00015073,WBGene00015073,History: N.A.
WBGene00015095,B0261.7,WBGene00015095,WBGene00015095,History: N.A.
WBGene00015096,B0261.8,WBGene00015096,WBGene00015096,History: N.A.
WBGene00015116,paic-1,WBGene00015116,WBGene00015116,History: Renamed on 2019-07-15
WBGene00015125,B0303.3,WBGene00015125,WBGene00015125,History: N.A.
WBGene00015126,B0303.4,WBGene00015126,WBGene00015126,History: N.A.
WBGene00015156,B0361.2,WBGene00015156,WBGene00015156,History: N.A.
WBGene00015200,lido-13,WBGene00015200,WBGene00015200,History: N.A.
WBGene00015232,B0511.6,WBGene00015232,WBGene00015232,History: N.A.
WBGene00015233,B0511.7,WBGene00015233,WBGene00015233,History: N.A.
WBGene00015244,B0524.5,WBGene00015244,WBGene00015244,History: N.A.
WBGene00015245,B0524.6,WBGene00015245,WBGene00015245,History: N.A.
WBGene00015267,chin-1,WBGene00015267,WBGene00015267,History: N.A.
WBGene00015306,C01G5.4,WBGene00015306,WBGene00015306,History: N.A.
WBGene00015312,C01G8.1,WBGene00015312,WBGene00015312,History: N.A.
WBGene00015313,hpo-32,WBGene00015313,WBGene00015313,History: N.A.
WBGene00015326,ivd-1,WBGene00015326,WBGene00015326,History: N.A.
WBGene00015329,C02B10.4,WBGene00015329,WBGene00015329,History: N.A.
WBGene00015453,C04G6.2,WBGene00015453,WBGene00015453,"History: Split into C04G6.13(WBGene00077489). History of WBGene00015453: Split into ""WBGene00077489"" on 2007-11-30"
WBGene00015484,atgl-1,WBGene00015484,WBGene00015484,History: N.A.
WBGene00015558,C06G4.4,WBGene00015558,WBGene00015558,History: N.A.
WBGene00015577,ugt-64,WBGene00015577,WBGene00015577,History: N.A.
WBGene00015590,bath-15,WBGene00015590,WBGene00015590,History: N.A.
WBGene00015634,C09D4.3,WBGene00015634,WBGene00015634,History: N.A.
WBGene00015635,C09D4.4,WBGene00015635,WBGene00015635,History: N.A.
WBGene00015636,C09D4.6,WBGene00015636,WBGene00015636,History: N.A.
WBGene00015677,cpg-4,WBGene00015677,WBGene00015677,History: N.A.
WBGene00015687,chdp-1,WBGene00015687,WBGene00015687,History: N.A.
WBGene00015698,kca-1,WBGene00015698,WBGene00015698,History: N.A.
WBGene00015729,C13A10.2,WBGene00015729,WBGene00015729,History: N.A.
WBGene00015755,C14B9.10,WBGene00015755,WBGene00015755,History: N.A.
WBGene00015765,C14C11.1,WBGene00015765,WBGene00015765,History: N.A.
WBGene00015766,C14C11.2,WBGene00015766,WBGene00015766,History: N.A.
WBGene00015816,C16A11.3,WBGene00015816,WBGene00015816,"History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
WBGene00015817,C16A11.4,WBGene00015817,WBGene00015817,History: N.A.
WBGene00015842,C16C8.4,WBGene00015842,WBGene00015842,History: N.A.
WBGene00015843,C16C8.5,WBGene00015843,WBGene00015843,History: N.A.
WBGene00015849,C16C8.11,WBGene00015849,WBGene00015849,History: N.A.
WBGene00015850,C16C8.12,WBGene00015850,WBGene00015850,History: N.A.
WBGene00015851,C16C8.13,WBGene00015851,WBGene00015851,History: N.A.
WBGene00015852,C16C8.14,WBGene00015852,WBGene00015852,History: N.A.
WBGene00015853,C16C8.16,WBGene00015853,WBGene00015853,"History: Split into C16C8.20(WBGene00195070), C16C8.21(WBGene00195071). History of WBGene00015853: Split into ""WBGene00195070"" on 2010-04-15; Split into ""WBGene00195071"" on 2010-04-15"
WBGene00015970,C18E3.1,WBGene00015970,WBGene00015970,History: N.A.
WBGene00015971,swsn-2.2,WBGene00015971,WBGene00015971,History: N.A.
WBGene00015976,C18E3.9,WBGene00015976,WBGene00015976,History: N.A.
WBGene00016002,gyf-1,WBGene00016002,WBGene00016002,History: N.A.
WBGene00016025,xbx-4,WBGene00016025,WBGene00016025,History: N.A.
WBGene00016027,C23H5.8,WBGene00016027,WBGene00016027,History: N.A.
WBGene00016060,mms-19,WBGene00016060,WBGene00016060,History: N.A.
WBGene00016061,hpo-15,WBGene00016061,WBGene00016061,History: N.A.
WBGene00016113,eif-2D,WBGene00016113,WBGene00016113,History: N.A.
WBGene00016120,C25H3.11,WBGene00016120,WBGene00016120,History: N.A.
WBGene00016124,dnc-4,WBGene00016124,WBGene00016124,History: N.A.
WBGene00016145,C26E6.12,WBGene00016145,WBGene00016145,History: N.A.
WBGene00016158,ari-1.1,WBGene00016158,WBGene00016158,History: N.A.
WBGene00016162,crh-2,WBGene00016162,WBGene00016162,History: N.A.
WBGene00016165,wdr-60,WBGene00016165,WBGene00016165,History: N.A.
WBGene00016169,C27F2.7,WBGene00016169,WBGene00016169,History: N.A.
WBGene00016171,C27F2.10,WBGene00016171,WBGene00016171,History: N.A.
WBGene00016178,mesp-1,WBGene00016178,WBGene00016178,History: N.A.
WBGene00016192,bcl-7,WBGene00016192,WBGene00016192,History: N.A.
WBGene00016201,tdo-2,WBGene00016201,WBGene00016201,History: N.A.
WBGene00016236,heri-1,WBGene00016236,WBGene00016236,History: Renamed on 2018-06-11
WBGene00016266,idhg-2,WBGene00016266,WBGene00016266,History: N.A.
WBGene00016273,C30G12.1,WBGene00016273,WBGene00016273,History: N.A.
WBGene00016277,C30G12.6,WBGene00016277,WBGene00016277,History: N.A.
WBGene00016291,C31H1.8,WBGene00016291,WBGene00016291,History: N.A.
WBGene00016313,set-4,WBGene00016313,WBGene00016313,History: Renamed on 2007-05-03
WBGene00016321,tppp-1,WBGene00016321,WBGene00016321,History: N.A.
WBGene00016326,ubr-1,WBGene00016326,WBGene00016326,History: N.A.
WBGene00016340,gba-2,WBGene00016340,WBGene00016340,History: N.A.
WBGene00016341,mtq-2,WBGene00016341,WBGene00016341,History: N.A.
WBGene00016378,imp-3,WBGene00016378,WBGene00016378,History: N.A.
WBGene00016387,kbp-5,WBGene00016387,WBGene00016387,History: N.A.
WBGene00016392,sdha-2,WBGene00016392,WBGene00016392,History: N.A.
WBGene00016402,C34D4.10,WBGene00016402,WBGene00016402,History: N.A.
WBGene00016460,C35E7.8,WBGene00016460,WBGene00016460,History: N.A.
WBGene00016461,C35E7.9,WBGene00016461,WBGene00016461,History: N.A.
WBGene00016492,C37A2.6,WBGene00016492,WBGene00016492,History: N.A.
WBGene00016493,C37A2.7,WBGene00016493,WBGene00016493,History: N.A.
WBGene00016523,C39B5.5,WBGene00016523,WBGene00016523,"History: Split into C39B5.14(WBGene00189950). History of WBGene00016523: Split into ""WBGene00189950"" on 2009-04-15"
WBGene00016524,C39B5.6,WBGene00016524,WBGene00016524,History: N.A.
WBGene00016580,ppm-1.H,WBGene00016580,WBGene00016580,History: N.A.
WBGene00016621,arch-1,WBGene00016621,WBGene00016621,History: N.A.
WBGene00016622,mafr-1,WBGene00016622,WBGene00016622,History: N.A.
WBGene00016632,adal-1,WBGene00016632,WBGene00016632,History: N.A.
WBGene00016702,C46A5.6,WBGene00016702,WBGene00016702,History: N.A.
WBGene00016792,C49H3.6,WBGene00016792,WBGene00016792,History: N.A.
WBGene00016793,arp-11,WBGene00016793,WBGene00016793,History: N.A.
WBGene00016803,bath-42,WBGene00016803,WBGene00016803,History: N.A.
WBGene00016901,C53C11.4,WBGene00016901,WBGene00016901,History: N.A.
WBGene00016978,C56G2.3,WBGene00016978,WBGene00016978,"History: Split into C56G2.22(WBGene00303050). History of WBGene00016978: Split into ""WBGene00303050"" on 2018-03-02"
WBGene00016982,C56G2.9,WBGene00016982,WBGene00016982,History: N.A.
WBGene00017003,D1007.5,WBGene00017003,WBGene00017003,History: N.A.
WBGene00017007,D1007.10,WBGene00017007,WBGene00017007,History: N.A.
WBGene00017084,E01A2.1,WBGene00017084,WBGene00017084,History: N.A.
WBGene00017087,E01A2.5,WBGene00017087,WBGene00017087,History: N.A.
WBGene00017120,tctn-1,WBGene00017120,WBGene00017120,History: N.A.
WBGene00017121,cyc-2.1,WBGene00017121,WBGene00017121,History: N.A.
WBGene00017123,maoc-1,WBGene00017123,WBGene00017123,History: N.A.
WBGene00017132,tofu-6,WBGene00017132,WBGene00017132,History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00017161,rabn-5,WBGene00017161,WBGene00017161,History: N.A.
WBGene00017163,dnpp-1,WBGene00017163,WBGene00017163,History: N.A.
WBGene00017165,F01F1.11,WBGene00017165,WBGene00017165,History: N.A.
WBGene00017208,fbxb-35,WBGene00017208,WBGene00017208,History: N.A.
WBGene00017210,F07E5.5,WBGene00017210,WBGene00017210,History: N.A.
WBGene00017219,F07F6.7,WBGene00017219,WBGene00017219,History: N.A.
WBGene00017280,usp-39,WBGene00017280,WBGene00017280,History: N.A.
WBGene00017303,F09F7.6,WBGene00017303,WBGene00017303,History: N.A.
WBGene00017310,F09G2.1,WBGene00017310,WBGene00017310,History: N.A.
WBGene00017317,attf-2,WBGene00017317,WBGene00017317,History: N.A.
WBGene00017344,F10E7.2,WBGene00017344,WBGene00017344,History: N.A.
WBGene00017349,farl-11,WBGene00017349,WBGene00017349,History: N.A.
