# Note: The workbook which this sheet was a part of contained links which did not update.
gene,OP50_N2_1,OP50_N2_1(rpm),OP50_N2_2,OP50_N2_2(rpm),OP50_hj41_1,OP50_hj41_1(rpm),OP50_hj41_2,OP50_hj41_2(rpm),average of OP50_N2,average of OP50_hj41,average rpm of OP50_N2,average rpm of OP50_hj41,N2/hj41 ratio,Input,Suggested Match,History
F23C8.8,609,22.0131642336758,592,21.2649017301117,764,22.5262964289009,556,21.3176427303407,600.5,660.0,21.6390329818938,21.9219695796208,0.987093468189553,F23C8.8,WBGene00017737,Public name for WBGene00017737. History: N.A.
ZK1058.6,1773,64.0875865128198,1811,65.0519206642437,2297,67.7263126926511,1646,63.1094243419798,1792.0,1971.5,64.5697535885318,65.4178685173154,0.987035423990325,ZK1058.6,WBGene00014206,Sequence name for WBGene00014206(nit-1). History: N.A.
T01A4.1,314,11.3499730203189,331,11.8896663389645,362,10.6734545906572,336,12.8826042399181,322.5,349.0,11.6198196796417,11.7780294152877,0.986567384910702,T01A4.1,WBGene00020131,Sequence name for WBGene00020131(gcy-28). History: N.A.
M01G12.12,2302,83.2090378750768,2414,86.7119472575838,2999,88.424558887793,2187,83.8519508116098,2358.0,2593.0,84.9604925663303,86.1382548497014,0.986327070528349,M01G12.12,WBGene00004509,Sequence name for WBGene00004509(rrf-2). History: N.A.
F44G4.3,519,18.7599872533297,522,18.7504707822944,662,19.5188589475555,483,18.5187435948823,520.5,572.5,18.755229017812,19.0188012712189,0.986141489694952,F44G4.3,WBGene00009713,Public name for WBGene00009713. History: N.A.
B0205.8,246,8.8920170796129,232,8.33354256990863,309,9.11076648760521,218,8.35835632232782,239.0,263.5,8.61277982476077,8.73456140496652,0.986057504829435,B0205.8,WBGene00015022,Public name for WBGene00015022. History: N.A.
C34C12.1,7150,258.446837883058,7264,260.926091499208,8976,264.654498358396,6854,262.78979006071,7207.0,7915.0,259.686464691133,263.722144209553,0.984697229235276,C34C12.1,WBGene00007920,Public name for WBGene00007920. History: N.A.
F17A9.1,1158,41.8575438137876,992,35.6330785747817,1279,37.7109072415763,1069,40.9866188466442,1075.0,1174.0,38.7453111942847,39.3487630441102,0.984664019828295,F17A9.1,WBGene00017533,Sequence name for WBGene00017533(fbxa-178). History: N.A.
Y116A8C.25,1078,38.9658309423687,1045,37.5368620067005,1284,37.8583306475246,1039,39.836386325223,1061.5,1161.5,38.2513464745346,38.8473584863738,0.984657592303266,Y116A8C.25,WBGene00013802,Public name for WBGene00013802. History: N.A.
F42G9.4,16,0.578342574283766,23,0.826170168568528,25,0.737117029741522,18,0.690139512852756,19.5,21.5,0.702256371426147,0.713628271297139,0.984064672983987,F42G9.4,WBGene00018363,Sequence name for WBGene00018363(nlp-52). History: N.A.
T11F9.18,9519,344.077685287948,9452,339.520018839553,11880,350.278012533171,8996,344.916392090188,9485.5,10438.0,341.798852063751,347.59720231168,0.983318766062076,T11F9.18,WBGene00005227,Sequence name for WBGene00005227(srh-1). History: N.A.
C30G12.1,2127,76.8834159688482,2229,80.0666654669239,2628,77.4857421664288,2145,82.2416252816201,2178.0,2386.5,78.475040717886,79.8636837240244,0.982612334650916,C30G12.1,WBGene00016273,Public name for WBGene00016273. History: N.A.
T19C3.6,1356,49.0145331705492,1256,45.116075292264,1508,44.4628992340086,1340,51.3770526234829,1306.0,1424.0,47.0653042314066,47.9199759287458,0.982164605036321,T19C3.6,WBGene00020564,Public name for WBGene00020564. History: N.A.
Y57G11C.33,1605,58.0149894828403,1622,58.2629571051371,1933,56.9938887396145,1603,61.4607577279426,1613.5,1768.0,58.1389732939887,59.2273232337786,0.981624191667518,Y57G11C.33,WBGene00013323,Public name for WBGene00013323. History: N.A.
C05H8.1,5459,197.323257063442,5562,199.789499025137,6777,199.817684422332,5345,204.933094233221,5510.5,6061.0,198.55637804429,202.375389327776,0.981129072580554,C05H8.1,WBGene00000518,Sequence name for WBGene00000518(ckk-1). History: N.A.
T11F9.10,9499,343.354757070093,9443,339.196734860548,11902,350.926675519344,9000,345.069756426378,9471.0,10451.0,341.275745965321,347.998215972861,0.980682458417936,T11F9.10,WBGene00011712,Public name for WBGene00011712. History: N.A.
C16C4.6,451,16.3020313126237,437,15.697233202802,566,16.6883295533481,416,15.9498909637081,444.0,491.0,15.9996322577128,16.3191102585281,0.98042307480285,C16C4.6,WBGene00015830,Sequence name for WBGene00015830(fbxb-98). History: N.A.
C30A5.2,376,13.5910504956685,443,15.9127558554721,474,13.9757388838993,421,16.141596383945,409.5,447.5,14.7519031755703,15.0586676339221,0.979628711795139,C30A5.2,WBGene00004342,Sequence name for WBGene00004342(rfs-1). History: Renamed on 2008-09-10
C45B2.6,1590,57.4727933194493,1516,54.4553902412995,1909,56.2862563910626,1512,57.9717190796315,1553.0,1710.5,55.9640917803744,57.128987735347,0.979609371684142,C45B2.6,WBGene00016661,Public name for WBGene00016661. History: N.A.
B0001.3,2254,81.4740101522255,2381,85.5265726678985,2945,86.8323861035513,2183,83.6985864754203,2317.5,2564.0,83.500291410062,85.2654862894858,0.979297662439516,B0001.3,WBGene00007088,Public name for WBGene00007088. History: N.A.
W03H9.1,2224,80.3896178254435,2105,75.6125306450762,2670,78.7240987763946,2105,80.707981919725,2164.5,2387.5,78.0010742352598,79.7160403480598,0.978486561734476,W03H9.1,WBGene00012227,Public name for WBGene00012227. History: N.A.
R08D7.5,206,7.44616064390349,195,7.00448621177665,266,7.8429251964498,181,6.93973621257493,200.5,223.5,7.22532342784007,7.39133070451236,0.977540272068878,R08D7.5,WBGene00011145,Public name for WBGene00011145. History: N.A.
Y119D3B.22,69,2.49410235159874,57,2.04746520036548,81,2.38825917636253,59,2.26212395879514,63.0,70.0,2.27078377598211,2.32519156757884,0.976600727288298,Y119D3B.22,WBGene00044675,Sequence name for WBGene00044675(fbxa-76). History: N.A.
ZK673.3,712,25.7362445556276,698,25.0724685939493,869,25.6221879538153,689,26.4170069086416,705.0,779.0,25.4043565747884,26.0195974312285,0.976354712709674,ZK673.3,WBGene00003038,"Sequence name for WBGene00003038(lin-56). History: N.A.. Public name for Dead gene WBGene00014059. History of WBGene00014059: Merged into ""WBGene00003038"" on 2011-01-18"
F01G12.2,537,19.4106226493989,558,20.0436066983147,675,19.9021598030211,537,20.5891621334405,547.5,606.0,19.7271146738568,20.2456609682308,0.974387287469266,F01G12.2,WBGene00006353,Sequence name for WBGene00006353(sur-7). History: N.A.
C07A9.9,806,29.1340071795447,830,29.8139669526904,1012,29.8384973639368,800,30.6728672379003,818.0,906.0,29.4739870661175,30.2556823009185,0.974163688426314,C07A9.9,WBGene00007405,Public name for WBGene00007405. History: N.A.
Y51H7C.12,1339,48.4000441853727,1386,49.7857327667817,1674,49.3573563114923,1343,51.492075875625,1362.5,1508.5,49.0928884760772,50.4247160935587,0.973587801366886,Y51H7C.12,WBGene00021790,Public name for WBGene00021790. History: N.A.
C47B2.7,154,5.56654727748125,230,8.26170168568528,205,6.04435964388048,213,8.16665090209094,192.0,209.0,6.91412448158327,7.10550527298571,0.97306584344817,C47B2.7,WBGene00008133,Sequence name for WBGene00008133(efsc-1). History: Renamed on 2013-12-06
W06A11.4,5135,185.611819934196,4900,176.010166347208,6235,183.836987217536,4903,187.986335084281,5017.5,5569.0,180.810993140702,185.911661150908,0.972564023264437,W06A11.4,WBGene00021055,Public name for WBGene00021055. History: N.A.
F53F4.4,1947,70.3770620081558,1963,70.5118278652183,2430,71.647775290876,1910,73.2314705304869,1955.0,2170.0,70.444444936687,72.4396229106814,0.972457366647885,F53F4.4,WBGene00009988,Public name for WBGene00009988. History: N.A.
Y116A8C.26,697,25.1940483922366,762,27.3713768890965,883,26.0349734904706,731,28.0273324386314,729.5,807.0,26.2827126406665,27.031152964551,0.97231193486767,Y116A8C.26,WBGene00013803,Sequence name for WBGene00013803(snx-13). History: N.A.
F59H6.12,570,20.6034542088592,647,23.2405260462538,783,23.0865053715045,574,22.0077822431934,608.5,678.5,21.9219901275565,22.547143807349,0.972273486826801,F59H6.12,WBGene00019142,Sequence name for WBGene00019142(btb-4). History: N.A.
D2013.2,448,16.1935920799455,437,15.697233202802,520,15.3320342186237,456,17.4835343256031,442.5,488.0,15.9454126413737,16.4077842721134,0.971819983547352,D2013.2,WBGene00008402,Sequence name for WBGene00008402(wdfy-2). History: N.A.
F56D12.1,515,18.6154016097587,640,22.9890829514721,724,21.3469091813145,560,21.4710070665302,577.5,642.0,20.8022422806154,21.4089581239223,0.97166065532965,F56D12.1,WBGene00000112,Sequence name for WBGene00000112(alh-6). History: Renamed on 2017-05-16
F53C3.6,41,1.48200284660215,39,1.40089724235533,50,1.47423405948304,39,1.49530227784764,40.0,44.5,1.44145004447874,1.48476816866534,0.970824991334816,F53C3.6,WBGene00018750,Public name for WBGene00018750. History: N.A.
Y41C4A.12,702,25.3747804467002,724,26.0064000888528,890,26.2413662587982,696,26.6853944969732,713.0,793.0,25.6905902677765,26.4633803778857,0.970797755272604,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
W07G4.3,618,22.3384819317105,498,17.8883801716142,656,19.3419508604175,577,22.1228054953356,558.0,616.5,20.1134310516623,20.7323781778766,0.970145869378618,W07G4.3,WBGene00012337,Sequence name for WBGene00012337(scyl-1). History: N.A.
Y87G2A.14,577,20.8564790851083,623,22.3784354355736,745,21.9660874862974,590,22.6212395879514,600.0,667.5,21.617457260341,22.2936635371244,0.969668229913967,Y87G2A.14,WBGene00003585,Sequence name for WBGene00003585(ndx-8). History: N.A.
R13F6.9,415,15.0007605204852,433,15.5535514343553,514,15.1551261314857,427,16.3716428882293,424.0,470.5,15.2771559774203,15.7633845098575,0.969154559914899,R13F6.9,WBGene00004857,Sequence name for WBGene00004857(sma-3). History: N.A.
Y61A9LA.12,5838,211.022746791789,5890,211.571404037767,7269,214.324147567645,5783,221.726489045971,5864.0,6526.0,211.297075414778,218.025318306808,0.969140084535676,Y61A9LA.12,WBGene00044586,Public name for WBGene00044586. History: N.A.
Y102A5C.19,157,5.67498651015945,167,5.99871383264975,185,5.45466602008726,172,6.59466645614855,162.0,178.5,5.8368501714046,6.02466623811791,0.968825481895578,Y102A5C.19,WBGene00013623,Sequence name for WBGene00013623(fbxa-90). History: N.A.
F39H11.3,689,24.9048771050947,687,24.6773437307208,875,25.7990960409533,663,25.4201387234098,688.0,769.0,24.7911104179078,25.6096173821816,0.968039078754714,F39H11.3,WBGene00000409,Sequence name for WBGene00000409(cdk-8). History: N.A.
R17.1,6692,241.891781694185,6626,238.00884943196,8089,238.501586143167,6714,257.422038294078,6659.0,7401.5,239.950315563072,247.961812218622,0.967690602904263,R17.1,WBGene00011267,Sequence name for WBGene00011267(fbxb-85). History: N.A.
T04D1.2,4280,154.706638620907,4369,156.936411585909,5344,157.566136277548,4290,164.48325056324,4324.5,4817.0,155.821525103408,161.024693420394,0.967687140360505,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
C42C1.7,1492,53.9304450519612,1487,53.4136974200609,1845,54.3992367949243,1476,56.591440053926,1489.5,1660.5,53.6720712360111,55.4953384244252,0.967145579427413,C42C1.7,WBGene00016585,Sequence name for WBGene00016585(oac-59). History: N.A.
K09D9.12,380,13.7356361392394,379,13.6138475603249,478,14.0936776086579,370,14.1862010975289,379.5,424.0,13.6747418497822,14.1399393530934,0.9671004597902,K09D9.12,WBGene00019569,Public name for WBGene00019569. History: N.A.
C53A5.13,2599,93.9445219102193,2575,92.4951384375635,3335,98.3314117675191,2464,94.4724310927328,2587.0,2899.5,93.2198301738914,96.4019214301259,0.966991412525517,C53A5.13,WBGene00008270,Public name for WBGene00008270. History: N.A.
F16B4.6,13007,470.156366481809,13019,467.648235851899,16275,479.863186361731,12787,490.267441713788,13013.0,14531.0,468.902301166854,485.06531403776,0.966678687584643,F16B4.6,WBGene00017508,Public name for WBGene00017508. History: N.A.
F28H6.6,337,12.1813404708518,291,10.4528486544975,373,10.9977860837435,324,12.4225112313496,314.0,348.5,11.3170945626746,11.7101486575466,0.966434747639296,F28H6.6,WBGene00009234,Public name for WBGene00009234. History: N.A.
T22C1.10,738,26.6760512388387,846,30.3886940264772,937,27.6271462747123,820,31.4396889188478,792.0,878.5,28.5323726326579,29.53341759678,0.966104669029865,T22C1.10,WBGene00004318,Sequence name for WBGene00004318(rbg-2). History: N.A.
T19D7.4,178,6.4340611389069,177,6.3579182537665,210,6.19178304982879,184,7.05475946471706,177.5,197.0,6.3959896963367,6.62327125727292,0.965684394899779,T19D7.4,WBGene00020572,Sequence name for WBGene00020572(rund-1). History: N.A.
C42C1.11,1279,46.2312595318086,1229,44.1462233552488,1552,45.7602252063537,1252,48.0030372273139,1254.0,1402.0,45.1887414435287,46.8816312168338,0.963890126487381,C42C1.11,WBGene00016589,Sequence name for WBGene00016589(ltah-1.1). History: N.A.
F44F1.6,314,11.3499730203189,301,10.8120530756142,429,12.6489282303645,270,10.3520926927913,307.5,349.5,11.0810130479666,11.5005104615779,0.963523583147647,F44F1.6,WBGene00009698,Public name for WBGene00009698. History: N.A.
Y102A5C.8,3994,144.368765105585,4025,144.579779499492,4898,144.415968466959,4061,155.703142316391,4009.5,4479.5,144.474272302539,150.059555391675,0.962779557259396,Y102A5C.8,WBGene00013615,Sequence name for WBGene00013615(fbxa-110). History: N.A.
F54F2.2,24568,888.045022812723,24439,877.859684767229,30901,911.106133441711,24079,923.21496277675,24503.5,27490.0,882.952353789976,917.160548109231,0.96270206520573,F54F2.2,WBGene00006975,Sequence name for WBGene00006975(zfp-1). History: N.A.
Y62E10A.8,371,13.4103184412048,379,13.6138475603249,471,13.8872848403303,372,14.2628832656236,375.0,421.5,13.5120830007649,14.0750840529769,0.960000164113193,Y62E10A.8,WBGene00003142,"Sequence name for WBGene00003142(mau-8). History: Renamed on 2006-06-16. Public name for Dead gene WBGene00013377. History of WBGene00013377: Merged into ""WBGene00003142"" on 2006-06-16"
ZK524.3,154,5.56654727748125,188,6.75304311699493,209,6.16229836863913,174,6.6713486242433,171.0,191.5,6.15979519723809,6.41682349644122,0.959944620676309,ZK524.3,WBGene00003074,Sequence name for WBGene00003074(lars-2). History: Renamed on 2010-01-29
Y38F2AR.12,4897,177.008974141725,5090,182.835050348427,6440,189.881346861416,4825,184.995730528586,4993.5,5632.5,179.922012245076,187.438538695001,0.959898713987757,Y38F2AR.12,WBGene00021430,Public name for WBGene00021430. History: N.A.
ZK945.4,859,31.0497669568597,821,29.4906829736853,1043,30.7525224808163,843,32.3215338519374,840.0,943.0,30.2702249652725,31.5370281663768,0.959831243628245,ZK945.4,WBGene00014166,Public name for WBGene00014166. History: N.A.
F42E8.1,5001,180.76820087457,4709,169.149361903878,6136,180.918003779759,4790,183.653792586928,4855.0,5463.0,174.958781389224,182.285898183344,0.959804258765261,F42E8.1,WBGene00009630,Public name for WBGene00009630. History: N.A.
F14D2.4,3178,114.873293817113,3131,112.466904251655,3957,116.670883467488,3135,120.199298488522,3154.5,3546.0,113.670099034384,118.435090978005,0.959767059709475,F14D2.4,WBGene00017452,Sequence name for WBGene00017452(bath-29). History: N.A.
F40B1.1,6461,233.541960777963,6490,233.123669304772,8085,238.383647418408,6467,247.951790534376,6475.5,7276.0,233.332815041367,243.167718976392,0.959555059460917,F40B1.1,WBGene00018223,Sequence name for WBGene00018223(bath-13). History: N.A.
F11A6.2,1411,51.0025857696496,1392,50.0012554194518,1749,51.5687074007169,1401,53.7158587503728,1401.5,1575.0,50.5019205945507,52.6422830755449,0.959341381947235,F11A6.2,WBGene00008681,Sequence name for WBGene00008681(scrm-4). History: Renamed on 2007-05-03
C55B7.8,237,8.56669938157829,280,10.057723791269,296,8.72746563213962,279,10.6971624492177,258.5,287.5,9.31221158642366,9.71231404067867,0.958804621372493,C55B7.8,WBGene00000937,Sequence name for WBGene00000937(dbr-1). History: Renamed on 2015-03-04
F22H10.1,4978,179.936833424037,4785,171.879315504366,6260,184.574104247277,4759,182.465218981459,4881.5,5509.5,175.908074464201,183.519661614368,0.958524405051698,F22H10.1,WBGene00017725,Public name for WBGene00017725. History: N.A.
F54D11.3,212,7.6630391092599,223,8.01025859090356,288,8.49158818262234,205,7.85992222971194,217.5,246.5,7.83664885008173,8.17575520616714,0.958522931822908,F54D11.3,WBGene00018813,Public name for WBGene00018813. History: N.A.
T12B5.4,1747,63.1477798296087,1657,59.5201725790457,2134,62.9203096587363,1697,65.0648196283959,1702.0,1915.5,61.3339762043272,63.9925646435661,0.958454729013487,T12B5.4,WBGene00020451,Sequence name for WBGene00020451(fbxa-11). History: N.A.
F59H6.2,3527,127.488391218678,3433,123.314877769381,4475,131.943948323732,3387,129.86125166846,3480.0,3931.0,125.401634494029,130.902599996096,0.957976652089178,F59H6.2,WBGene00019133,Public name for WBGene00019133. History: N.A.
Y47H9C.6,4611,166.671100626403,4663,167.497021566741,5811,171.335482393119,4636,177.749265643632,4637.0,5223.5,167.084061096572,174.542374018376,0.957269328071483,Y47H9C.6,WBGene00000821,Sequence name for WBGene00000821(csp-3). History: N.A.
Y110A7A.9,1254,45.3275992594902,1354,48.6362786192081,1675,49.386840992682,1273,48.8081999923088,1304.0,1474.0,46.9819389393492,49.0975204924954,0.956910623348697,Y110A7A.9,WBGene00022459,Public name for WBGene00022459. History: N.A.
F43G6.5,168,6.07259702997954,178,6.39383869587818,243,7.1647775290876,153,5.86618585924842,173.0,198.0,6.23321786292886,6.51548169416801,0.956677979543431,F43G6.5,WBGene00009658,Sequence name for WBGene00009658(pap-3). History: N.A.
K09H9.7,3748,135.476748025972,3925,140.987735288325,4821,142.145648015355,3830,146.846351901447,3836.5,4325.5,138.232241657149,144.495999958401,0.956650991701805,K09H9.7,WBGene00019598,Public name for WBGene00019598. History: N.A.
F37A4.8,1532,55.3763014876706,1600,57.4727073786802,1976,58.2617300307699,1558,59.7354089458107,1566.0,1767.0,56.4245044331754,58.9985694882903,0.956370720893058,F37A4.8,WBGene00002169,Sequence name for WBGene00002169(isw-1). History: N.A.
T12B5.3,2021,73.0518964142182,1925,69.1468510649747,2493,73.5053102058246,1964,75.3018890690451,1973.0,2228.5,71.0993737395964,74.4035996374349,0.955590510218057,T12B5.3,WBGene00020450,Sequence name for WBGene00020450(fbxa-10). History: N.A.
R119.1,250,9.03660272318385,248,8.90826964369544,299,8.81591967570861,260,9.96868185231758,249.0,279.5,8.97243618343964,9.39230076401309,0.955296940427826,R119.1,WBGene00020087,Public name for WBGene00020087. History: N.A.
ZK1151.1,1109,40.0863696800435,1154,41.4521901968731,1403,41.3670077090942,1149,44.0539055704342,1131.5,1276.0,40.7692799384583,42.7104566397642,0.95455031732209,ZK1151.1,WBGene00006876,Sequence name for WBGene00006876(vab-10). History: Renamed on 2011-07-12
F35H10.7,698,25.2301948031293,721,25.8986387625178,868,25.5927032726257,730,27.988991354584,709.5,799.0,25.5644167828235,26.7908473136048,0.954222032755251,F35H10.7,WBGene00018072,Sequence name for WBGene00018072(nprl-3). History: N.A.
T22A3.8,1214,43.8817428237808,1139,40.913383565198,1436,42.340002188353,1214,46.5460760335136,1176.5,1325.0,42.3975631944894,44.4430391109333,0.953975336579969,T22A3.8,WBGene00002248,Sequence name for WBGene00002248(lam-3). History: N.A.
Y50D7A.6,1026,37.0862175759465,1041,37.3931802382538,1370,40.3940132298354,983,37.6892856185699,1033.5,1176.5,37.2396989071002,39.0416494242027,0.953845430618885,Y50D7A.6,WBGene00002230,Sequence name for WBGene00002230(klp-20). History: N.A.
Y22D7AR.6,67,2.42180952981327,67,2.40666962148223,69,2.0344430020866,79,3.02894563974265,67.0,74.0,2.41423957564775,2.53169432091463,0.953606269012587,Y22D7AR.6,WBGene00021260,Public name for WBGene00021260. History: N.A.
W03F9.2,1138,41.1346155959329,1179,42.350201249665,1444,42.5758796378703,1173,44.9740915875712,1158.5,1308.5,41.7424084227989,43.7749856127208,0.953567610326497,W03F9.2,WBGene00021000,Public name for WBGene00021000. History: N.A.
Y71D11A.1,12090,437.010107693171,12954,465.31340711464,17001,501.269064905425,11620,445.523396630501,12522.0,14310.5,451.161757403905,473.396230767963,0.953032001695518,Y71D11A.1,WBGene00022103,Sequence name for WBGene00022103(cdh-12). History: N.A.
F38E9.4,3437,124.235214238332,3646,130.965931939168,4493,132.474672585146,3529,135.305685603187,3541.5,4011.0,127.60057308875,133.890179094167,0.953024142263684,F38E9.4,WBGene00018186,Public name for WBGene00018186. History: N.A.
F16B4.5,3202,115.740807678539,3167,113.760040167675,3988,117.584908584368,3216,123.304926296359,3184.5,3602.0,114.750423923107,120.444917440363,0.952721180451006,F16B4.5,WBGene00017507,Public name for WBGene00017507. History: N.A.
F52E10.1,908,32.8209410906037,933,33.5137724901929,1179,34.7624391226102,910,34.8903864831115,920.5,1044.5,33.1673567903983,34.8264128028609,0.952362133250592,F52E10.1,WBGene00004745,Sequence name for WBGene00004745(sdc-1). History: N.A.
Y47G6A.30,1199,43.3395466603897,1145,41.128906217868,1475,43.4899047547498,1179,45.2041380918555,1172.0,1327.0,42.2342264391289,44.3470214233027,0.952357680034322,Y47G6A.30,WBGene00021653,Public name for WBGene00021653. History: N.A.
Y48G1C.5,1243,44.9299887396701,1255,45.0801548501523,1648,48.5907546005611,1198,45.9326186887556,1249.0,1423.0,45.0050717949112,47.2616866446584,0.95225276518983,Y48G1C.5,WBGene00021678,Public name for WBGene00021678. History: N.A.
T03G6.2,218,7.87991757461631,241,8.65682654891371,286,8.43261882024301,233,8.93347258303845,229.5,259.5,8.26837206176501,8.68304570164073,0.952243296404928,T03G6.2,WBGene00003630,"Sequence name for WBGene00003630(nhr-40). History: Split into T03G6.7(WBGene00303074). History of WBGene00003630: Split into ""WBGene00303074"" on 2018-03-02"
ZK637.9,645,23.3144350258143,689,24.7491846149442,800,23.5877449517287,702,26.9154410012575,667.0,751.0,24.0318098203792,25.2515929764931,0.951694803680332,ZK637.9,WBGene00014027,Sequence name for WBGene00014027(tpk-1). History: N.A.
K10C8.1,7808,282.231176250478,7723,277.413574428467,10100,297.795280015575,7574,290.395370574821,7765.5,8837.0,279.822375339473,294.095325295198,0.951468286884877,K10C8.1,WBGene00010734,Sequence name for WBGene00010734(parn-1). History: N.A.
Y48G1BM.7,6123,221.324473896219,6715,241.205768779899,8159,240.565513826443,6412,245.843030911771,6419.0,7285.5,231.265121338059,243.204272369107,0.950908958486846,Y48G1BM.7,WBGene00021672,Public name for WBGene00021672. History: N.A.
F28B3.6,256,9.25348118854026,291,10.4528486544975,365,10.7619086342262,260,9.96868185231758,273.5,312.5,9.85316492151886,10.3652952432719,0.950591824956895,F28B3.6,WBGene00017887,Public name for WBGene00017887. History: N.A.
C05D11.8,496,17.9286198027967,514,18.463107245401,624,18.3984410623484,519,19.8990226205878,505.0,571.5,18.1958635240989,19.1487318414681,0.950238568002415,C05D11.8,WBGene00015485,Public name for WBGene00015485. History: N.A.
R07E4.5,1707,61.7019233938993,1625,58.3707184314721,2036,60.0308109021496,1730,66.3300754019593,1666.0,1883.0,60.0363209126857,63.1804431520544,0.950235831176399,R07E4.5,WBGene00019938,Public name for WBGene00019938. History: N.A.
H25P06.4,4273,154.453613744658,4167,149.68048227935,5446,160.573573758893,4162,159.575591805176,4220.0,4804.0,152.067048012004,160.074582782035,0.949976225888817,H25P06.4,WBGene00010417,"Sequence name for WBGene00010417(clpr-3). History: Split into H25P06.5(WBGene00219319). History of WBGene00010417: Split into ""WBGene00219319"" on 2011-11-29"
C47D12.2,941,34.013772650064,1055,37.8960664278173,1235,36.4135812692312,1025,39.2996111485597,998.0,1130.0,35.9549195389406,37.8565962088955,0.949766305996946,C47D12.2,WBGene00008136,Public name for WBGene00008136. History: N.A.
Y116A8C.9,320,11.5668514856753,353,12.6799160654213,420,12.3835660996576,343,13.1509918282497,336.5,381.5,12.1233837755483,12.7672789639537,0.949566764365119,Y116A8C.9,WBGene00013789,Public name for WBGene00013789. History: N.A.
Y105C5A.1,449,16.2297384908382,515,18.4990276875127,593,17.4844159454689,498,19.0938598555929,482.0,545.5,17.3643830891754,18.2891379005309,0.949436938122238,Y105C5A.1,WBGene00013632,Public name for WBGene00013632. History: N.A.
F49F1.7,3458,124.994288867079,3371,121.087810358457,4415,130.174867452353,3366,129.056088903465,3414.5,3890.5,123.041049612768,129.615478177909,0.949277442342826,F49F1.7,WBGene00018647,Public name for WBGene00018647. History: N.A.
C04G2.10,41213,1489.7020321223,41435,1488.36351889726,51727,1525.15410389759,42051,1612.28092527618,41324.0,46889.0,1489.03277550978,1568.71751458688,0.949203895324591,C04G2.10,WBGene00007309,Public name for WBGene00007309. History: N.A.
T09F3.4,915,33.0739659668529,888,31.8973525951675,1145,33.7599599621617,905,34.6986810628747,901.5,1025.0,32.4856592810102,34.2293205125182,0.949059426088511,T09F3.4,WBGene00011663,Public name for WBGene00011663. History: N.A.
Y50D4A.5,347,12.5428045797792,358,12.8595182759797,419,12.3540814184679,376,14.4162476018131,352.5,397.5,12.7011614278794,13.3851645101405,0.948898417965436,Y50D4A.5,WBGene00021739,Public name for WBGene00021739. History: N.A.
Y71F9B.8,1996,72.1482361418998,2224,79.8870632563655,2751,81.1123579527571,2064,79.1359974737827,2110.0,2407.5,76.0176496991327,80.1241777132699,0.948747954346156,Y71F9B.8,WBGene00022129,Sequence name for WBGene00022129(lron-11). History: N.A.
T07E3.2,878,31.7365487638217,863,30.9993415423756,1143,33.7009905997824,846,32.4365571040795,870.5,994.5,31.3679451530987,33.068773851931,0.948566925812008,T07E3.2,WBGene00020313,Public name for WBGene00020313. History: N.A.
F22D6.9,362,13.0850007431702,409,14.6914608236751,494,14.5654325076925,384,14.7229762741921,385.5,439.0,13.8882307834227,14.6442043909423,0.948377283781479,F22D6.9,WBGene00009054,Public name for WBGene00009054. History: N.A.
H04D03.3,2008,72.5819930726126,2211,79.4200975089137,2773,81.7610209389296,2051,78.6375633811668,2109.5,2412.0,76.0010452907632,80.1992921600482,0.947652320161294,H04D03.3,WBGene00010364,Sequence name for WBGene00010364(ecps-2). History: N.A.
C46F11.5,359,12.976561510492,339,12.1770298758579,443,13.0617137670198,352,13.4960615846761,349.0,397.5,12.5767956931749,13.2788876758479,0.947127199219405,C46F11.5,WBGene00008120,Public name for WBGene00008120. History: N.A.
D2096.3,3737,135.079137506152,3806,136.713202677036,4785,141.084199492527,3809,146.041189136453,3771.5,4297.0,135.896170091594,143.56269431449,0.946598075081388,D2096.3,WBGene00017071,Sequence name for WBGene00017071(aagr-1). History: N.A.
F02H6.4,728,26.3145871299114,644,23.1327647199188,838,24.7081628369358,718,27.5288983460155,686.0,778.0,24.7236759249151,26.1185305914757,0.946595209034622,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
Y65B4BL.4,1134,40.9900299523619,1206,43.3200531866802,1489,43.9026902914051,1178,45.1657970078081,1170.0,1333.5,42.1550415695211,44.5342436496066,0.946575895645495,Y65B4BL.4,WBGene00022036,Public name for WBGene00022036. History: N.A.
K02D10.3,3137,113.391290970511,3476,124.859456780183,4156,122.538335024231,3375,129.401158659892,3306.5,3765.5,119.125373875347,125.969746842061,0.945666533923453,K02D10.3,WBGene00019303,Public name for WBGene00019303. History: N.A.
Y102A5C.17,314,11.3499730203189,346,12.4284729706396,425,12.5309895056059,329,12.6142166515865,330.0,377.0,11.8892229954793,12.5726030785962,0.945645298841867,Y102A5C.17,WBGene00013622,Sequence name for WBGene00013622(clec-238). History: N.A.
F59H6.8,738,26.6760512388387,764,27.4432177733198,962,28.3642633044538,753,28.8708362876736,751.0,857.5,27.0596345060793,28.6175497960637,0.945560842871366,F59H6.8,WBGene00019138,Sequence name for WBGene00019138(bath-21). History: N.A.
