# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets > 1 RPM (2351),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00003072,,,,WBGene00003072,WBGene00003072,History: Renamed on 2008-05-09
WBGene00003073,,,,WBGene00003073,WBGene00003073,History: Renamed on 2010-01-29
WBGene00003074,,,,WBGene00003074,WBGene00003074,History: Renamed on 2010-01-29
WBGene00003076,,,,WBGene00003076,WBGene00003076,History: N.A.
WBGene00003078,,,,WBGene00003078,WBGene00003078,History: N.A.
WBGene00003081,,,,WBGene00003081,WBGene00003081,History: N.A.
WBGene00003083,,,,WBGene00003083,WBGene00003083,History: N.A.
WBGene00003084,,,,WBGene00003084,WBGene00003084,History: N.A.
WBGene00003086,,,,WBGene00003086,WBGene00003086,History: N.A.
WBGene00003130,,,,WBGene00003130,WBGene00003130,History: N.A.
WBGene00003132,,,,WBGene00003132,WBGene00003132,History: Renamed on 2015-03-03
WBGene00003144,,,,WBGene00003144,WBGene00003144,History: Renamed on 2006-12-04
WBGene00003149,,,,WBGene00003149,WBGene00003149,History: N.A.
WBGene00003150,,,,WBGene00003150,WBGene00003150,History: N.A.
WBGene00003151,,,,WBGene00003151,WBGene00003151,History: N.A.
WBGene00003159,,,,WBGene00003159,WBGene00003159,History: N.A.
WBGene00003160,,,,WBGene00003160,WBGene00003160,History: Renamed on 2013-11-19
WBGene00003162,,,,WBGene00003162,WBGene00003162,History: Renamed on 2010-08-18
WBGene00003164,,,,WBGene00003164,WBGene00003164,History: N.A.
WBGene00003172,,,,WBGene00003172,WBGene00003172,History: N.A.
WBGene00003184,,,,WBGene00003184,WBGene00003184,History: N.A.
WBGene00003185,,,,WBGene00003185,WBGene00003185,History: N.A.
WBGene00003196,,,,WBGene00003196,WBGene00003196,History: N.A.
WBGene00003210,,,,WBGene00003210,WBGene00003210,History: N.A.
WBGene00003218,,,,WBGene00003218,WBGene00003218,History: N.A.
WBGene00003220,,,,WBGene00003220,WBGene00003220,History: N.A.
WBGene00003221,,,,WBGene00003221,WBGene00003221,History: N.A.
WBGene00003222,,,,WBGene00003222,WBGene00003222,History: N.A.
WBGene00003228,,,,WBGene00003228,WBGene00003228,History: N.A.
WBGene00003229,,,,WBGene00003229,WBGene00003229,History: N.A.
WBGene00003230,,,,WBGene00003230,WBGene00003230,History: N.A.
WBGene00003231,,,,WBGene00003231,WBGene00003231,History: N.A.
WBGene00003236,,,,WBGene00003236,WBGene00003236,History: N.A.
WBGene00003241,,,,WBGene00003241,WBGene00003241,History: N.A.
WBGene00003243,,,,WBGene00003243,WBGene00003243,History: N.A.
WBGene00003253,,,,WBGene00003253,WBGene00003253,History: N.A.
WBGene00003254,,,,WBGene00003254,WBGene00003254,History: N.A.
WBGene00003372,,,,WBGene00003372,WBGene00003372,History: N.A.
WBGene00003378,,,,WBGene00003378,WBGene00003378,History: N.A.
WBGene00003390,,,,WBGene00003390,WBGene00003390,History: Renamed on 2011-05-05
WBGene00003391,,,,WBGene00003391,WBGene00003391,History: N.A.
WBGene00003395,,,,WBGene00003395,WBGene00003395,History: N.A.
WBGene00003396,,,,WBGene00003396,WBGene00003396,History: N.A.
WBGene00003405,,,,WBGene00003405,WBGene00003405,History: N.A.
WBGene00003406,,,,WBGene00003406,WBGene00003406,History: N.A.
WBGene00003410,,,,WBGene00003410,WBGene00003410,History: N.A.
WBGene00003413,,,,WBGene00003413,WBGene00003413,History: N.A.
WBGene00003415,,,,WBGene00003415,WBGene00003415,History: Renamed on 2010-01-29; Renamed on 2015-03-25
WBGene00003417,,,,WBGene00003417,WBGene00003417,History: N.A.
WBGene00003422,,,,WBGene00003422,WBGene00003422,History: N.A.
WBGene00003423,,,,WBGene00003423,WBGene00003423,"History: Split into R10E9.4(WBGene00303072). History of WBGene00003423: Split into ""WBGene00303072"" on 2018-03-02"
WBGene00003476,,,,WBGene00003476,WBGene00003476,History: N.A.
WBGene00003477,,,,WBGene00003477,WBGene00003477,History: N.A.
WBGene00003478,,,,WBGene00003478,WBGene00003478,History: N.A.
WBGene00003479,,,,WBGene00003479,WBGene00003479,History: N.A.
WBGene00003499,,,,WBGene00003499,WBGene00003499,History: Renamed on 2006-07-10
WBGene00003508,,,,WBGene00003508,WBGene00003508,History: Renamed on 2013-10-16
WBGene00003516,,,,WBGene00003516,WBGene00003516,History: N.A.
WBGene00003564,,,,WBGene00003564,WBGene00003564,History: N.A.
WBGene00003566,,,,WBGene00003566,WBGene00003566,History: N.A.
WBGene00003568,,,,WBGene00003568,WBGene00003568,History: N.A.
WBGene00003576,,,,WBGene00003576,WBGene00003576,History: Renamed on 2006-01-16
WBGene00003581,,,,WBGene00003581,WBGene00003581,History: N.A.
WBGene00003586,,,,WBGene00003586,WBGene00003586,History: N.A.
WBGene00003587,,,,WBGene00003587,WBGene00003587,History: N.A.
WBGene00003598,,,,WBGene00003598,WBGene00003598,History: N.A.
WBGene00003599,,,,WBGene00003599,WBGene00003599,History: N.A.
WBGene00003601,,,,WBGene00003601,WBGene00003601,History: N.A.
WBGene00003603,,,,WBGene00003603,WBGene00003603,History: N.A.
WBGene00003612,,,,WBGene00003612,WBGene00003612,History: N.A.
WBGene00003619,,,,WBGene00003619,WBGene00003619,History: N.A.
WBGene00003621,,,,WBGene00003621,WBGene00003621,History: N.A.
WBGene00003627,,,,WBGene00003627,WBGene00003627,History: N.A.
WBGene00003660,,,,WBGene00003660,WBGene00003660,History: N.A.
WBGene00003678,,,,WBGene00003678,WBGene00003678,History: N.A.
WBGene00003690,,,,WBGene00003690,WBGene00003690,History: N.A.
WBGene00003728,,,,WBGene00003728,WBGene00003728,"History: Split into C28D4.18(WBGene00303043). History of WBGene00003728: Split into ""WBGene00303043"" on 2018-03-02"
WBGene00003733,,,,WBGene00003733,WBGene00003733,History: N.A.
WBGene00003776,,,,WBGene00003776,WBGene00003776,History: N.A.
WBGene00003777,,,,WBGene00003777,WBGene00003777,History: N.A.
WBGene00003785,,,,WBGene00003785,WBGene00003785,History: N.A.
WBGene00003815,,,,WBGene00003815,WBGene00003815,History: Renamed on 2010-01-29; Renamed on 2015-03-05
WBGene00003818,,,,WBGene00003818,WBGene00003818,History: N.A.
WBGene00003822,,,,WBGene00003822,WBGene00003822,"History: Split into F59A6.13(WBGene00303064). History of WBGene00003822: Renamed on 2016-10-25; Split into ""WBGene00303064"" on 2018-03-02; Renamed on 2019-08-02"
WBGene00003825,,,,WBGene00003825,WBGene00003825,History: N.A.
WBGene00003830,,,,WBGene00003830,WBGene00003830,History: N.A.
WBGene00003831,,,,WBGene00003831,WBGene00003831,History: N.A.
WBGene00003836,,,,WBGene00003836,WBGene00003836,History: N.A.
WBGene00003864,,,,WBGene00003864,WBGene00003864,History: N.A.
WBGene00003865,,,,WBGene00003865,WBGene00003865,History: N.A.
WBGene00003870,,,,WBGene00003870,WBGene00003870,History: N.A.
WBGene00003898,,,,WBGene00003898,WBGene00003898,History: N.A.
WBGene00003901,,,,WBGene00003901,WBGene00003901,History: N.A.
WBGene00003905,,,,WBGene00003905,WBGene00003905,History: N.A.
WBGene00003912,,,,WBGene00003912,WBGene00003912,History: N.A.
WBGene00003916,,,,WBGene00003916,WBGene00003916,History: N.A.
WBGene00003918,,,,WBGene00003918,WBGene00003918,History: N.A.
WBGene00003920,,,,WBGene00003920,WBGene00003920,History: N.A.
WBGene00003922,,,,WBGene00003922,WBGene00003922,History: N.A.
WBGene00003923,,,,WBGene00003923,WBGene00003923,History: N.A.
WBGene00003924,,,,WBGene00003924,WBGene00003924,History: N.A.
WBGene00003926,,,,WBGene00003926,WBGene00003926,History: Renamed on 2009-01-09
WBGene00003927,,,,WBGene00003927,WBGene00003927,History: N.A.
WBGene00003928,,,,WBGene00003928,WBGene00003928,History: N.A.
WBGene00003949,,,,WBGene00003949,WBGene00003949,History: N.A.
WBGene00003950,,,,WBGene00003950,WBGene00003950,History: N.A.
WBGene00003952,,,,WBGene00003952,WBGene00003952,History: N.A.
WBGene00003953,,,,WBGene00003953,WBGene00003953,History: N.A.
WBGene00003962,,,,WBGene00003962,WBGene00003962,History: N.A.
WBGene00003964,,,,WBGene00003964,WBGene00003964,History: N.A.
WBGene00003965,,,,WBGene00003965,WBGene00003965,History: N.A.
WBGene00003979,,,,WBGene00003979,WBGene00003979,History: Resurrected on 2011-05-24
WBGene00003982,,,,WBGene00003982,WBGene00003982,History: N.A.
WBGene00003983,,,,WBGene00003983,WBGene00003983,History: N.A.
WBGene00003989,,,,WBGene00003989,WBGene00003989,History: N.A.
WBGene00003994,,,,WBGene00003994,WBGene00003994,History: Renamed on 2005-10-06
WBGene00003998,,,,WBGene00003998,WBGene00003998,History: N.A.
WBGene00004014,,,,WBGene00004014,WBGene00004014,History: N.A.
WBGene00004015,,,,WBGene00004015,WBGene00004015,History: N.A.
WBGene00004027,,,,WBGene00004027,WBGene00004027,History: N.A.
WBGene00004028,,,,WBGene00004028,WBGene00004028,History: N.A.
WBGene00004032,,,,WBGene00004032,WBGene00004032,History: Renamed on 2005-07-28
WBGene00004034,,,,WBGene00004034,WBGene00004034,History: N.A.
WBGene00004038,,,,WBGene00004038,WBGene00004038,History: N.A.
WBGene00004046,,,,WBGene00004046,WBGene00004046,History: N.A.
WBGene00004049,,,,WBGene00004049,WBGene00004049,History: Renamed on 2014-11-18
WBGene00004051,,,,WBGene00004051,WBGene00004051,History: Renamed on 2014-11-18
WBGene00004053,,,,WBGene00004053,WBGene00004053,History: Renamed on 2014-11-18
WBGene00004055,,,,WBGene00004055,WBGene00004055,History: N.A.
WBGene00004075,,,,WBGene00004075,WBGene00004075,History: N.A.
WBGene00004076,,,,WBGene00004076,WBGene00004076,History: N.A.
WBGene00004078,,,,WBGene00004078,WBGene00004078,History: N.A.
WBGene00004088,,,,WBGene00004088,WBGene00004088,History: N.A.
WBGene00004090,,,,WBGene00004090,WBGene00004090,History: Renamed on 2018-07-02
WBGene00004095,,,,WBGene00004095,WBGene00004095,History: N.A.
WBGene00004101,,,,WBGene00004101,WBGene00004101,History: Renamed on 2008-01-18
WBGene00004109,,,,WBGene00004109,WBGene00004109,History: N.A.
WBGene00004110,,,,WBGene00004110,WBGene00004110,History: N.A.
WBGene00004111,,,,WBGene00004111,WBGene00004111,History: N.A.
WBGene00004121,,,,WBGene00004121,WBGene00004121,History: Renamed on 2012-12-21
WBGene00004125,,,,WBGene00004125,WBGene00004125,History: Renamed on 2010-04-23
WBGene00004126,,,,WBGene00004126,WBGene00004126,History: N.A.
WBGene00004134,,,,WBGene00004134,WBGene00004134,History: Renamed on 2014-12-09
WBGene00004143,,,,WBGene00004143,WBGene00004143,History: N.A.
WBGene00004147,,,,WBGene00004147,WBGene00004147,History: Renamed on 2006-12-05; Renamed on 2008-04-18
WBGene00004163,,,,WBGene00004163,WBGene00004163,History: N.A.
WBGene00004167,,,,WBGene00004167,WBGene00004167,History: N.A.
WBGene00004180,,,,WBGene00004180,WBGene00004180,History: N.A.
WBGene00004186,,,,WBGene00004186,WBGene00004186,History: Renamed on 2007-02-23; Renamed on 2015-03-05
WBGene00004189,,,,WBGene00004189,WBGene00004189,History: Renamed on 2010-01-29
WBGene00004190,,,,WBGene00004190,WBGene00004190,History: Renamed on 2010-01-29
WBGene00004201,,,,WBGene00004201,WBGene00004201,History: N.A.
WBGene00004204,,,,WBGene00004204,WBGene00004204,History: Renamed on 2011-02-11
WBGene00004205,,,,WBGene00004205,WBGene00004205,History: N.A.
WBGene00004208,,,,WBGene00004208,WBGene00004208,History: N.A.
WBGene00004209,,,,WBGene00004209,WBGene00004209,History: N.A.
WBGene00004215,,,,WBGene00004215,WBGene00004215,History: Renamed on 2015-07-01
WBGene00004217,,,,WBGene00004217,WBGene00004217,History: Renamed on 2015-03-05
WBGene00004239,,,,WBGene00004239,WBGene00004239,History: N.A.
WBGene00004241,,,,WBGene00004241,WBGene00004241,History: N.A.
WBGene00004244,,,,WBGene00004244,WBGene00004244,History: Renamed on 2012-08-14
WBGene00004254,,,,WBGene00004254,WBGene00004254,History: N.A.
WBGene00004258,,,,WBGene00004258,WBGene00004258,History: N.A.
WBGene00004259,,,,WBGene00004259,WBGene00004259,History: N.A.
WBGene00004266,,,,WBGene00004266,WBGene00004266,History: N.A.
WBGene00004268,,,,WBGene00004268,WBGene00004268,History: N.A.
WBGene00004269,,,,WBGene00004269,WBGene00004269,History: N.A.
WBGene00004271,,,,WBGene00004271,WBGene00004271,History: N.A.
WBGene00004272,,,,WBGene00004272,WBGene00004272,History: N.A.
WBGene00004273,,,,WBGene00004273,WBGene00004273,History: Renamed on 2006-03-23
WBGene00004276,,,,WBGene00004276,WBGene00004276,History: N.A.
WBGene00004283,,,,WBGene00004283,WBGene00004283,History: N.A.
WBGene00004284,,,,WBGene00004284,WBGene00004284,History: Renamed on 2008-03-27
WBGene00004296,,,,WBGene00004296,WBGene00004296,History: N.A.
WBGene00004297,,,,WBGene00004297,WBGene00004297,History: N.A.
WBGene00004304,,,,WBGene00004304,WBGene00004304,History: N.A.
WBGene00004313,,,,WBGene00004313,WBGene00004313,History: N.A.
WBGene00004319,,,,WBGene00004319,WBGene00004319,History: N.A.
WBGene00004320,,,,WBGene00004320,WBGene00004320,History: N.A.
WBGene00004322,,,,WBGene00004322,WBGene00004322,History: N.A.
WBGene00004323,,,,WBGene00004323,WBGene00004323,History: N.A.
WBGene00004324,,,,WBGene00004324,WBGene00004324,History: N.A.
WBGene00004333,,,,WBGene00004333,WBGene00004333,History: N.A.
WBGene00004334,,,,WBGene00004334,WBGene00004334,History: N.A.
WBGene00004336,,,,WBGene00004336,WBGene00004336,History: N.A.
WBGene00004338,,,,WBGene00004338,WBGene00004338,History: N.A.
WBGene00004351,,,,WBGene00004351,WBGene00004351,History: N.A.
WBGene00004354,,,,WBGene00004354,WBGene00004354,History: N.A.
WBGene00004356,,,,WBGene00004356,WBGene00004356,History: N.A.
WBGene00004357,,,,WBGene00004357,WBGene00004357,History: N.A.
WBGene00004367,,,,WBGene00004367,WBGene00004367,History: N.A.
WBGene00004369,,,,WBGene00004369,WBGene00004369,History: N.A.
WBGene00004373,,,,WBGene00004373,WBGene00004373,History: N.A.
WBGene00004374,,,,WBGene00004374,WBGene00004374,History: N.A.
WBGene00004378,,,,WBGene00004378,WBGene00004378,History: N.A.
WBGene00004380,,,,WBGene00004380,WBGene00004380,History: N.A.
WBGene00004386,,,,WBGene00004386,WBGene00004386,History: N.A.
WBGene00004388,,,,WBGene00004388,WBGene00004388,History: N.A.
WBGene00004391,,,,WBGene00004391,WBGene00004391,History: N.A.
WBGene00004392,,,,WBGene00004392,WBGene00004392,History: N.A.
WBGene00004408,,,,WBGene00004408,WBGene00004408,History: Renamed on 2010-03-08
WBGene00004415,,,,WBGene00004415,WBGene00004415,History: N.A.
WBGene00004440,,,,WBGene00004440,WBGene00004440,History: N.A.
WBGene00004458,,,,WBGene00004458,WBGene00004458,History: N.A.
WBGene00004460,,,,WBGene00004460,WBGene00004460,History: N.A.
WBGene00004461,,,,WBGene00004461,WBGene00004461,History: N.A.
WBGene00004462,,,,WBGene00004462,WBGene00004462,History: N.A.
WBGene00004463,,,,WBGene00004463,WBGene00004463,History: N.A.
WBGene00004464,,,,WBGene00004464,WBGene00004464,History: N.A.
WBGene00004465,,,,WBGene00004465,WBGene00004465,History: N.A.
WBGene00004479,,,,WBGene00004479,WBGene00004479,History: N.A.
WBGene00004488,,,,WBGene00004488,WBGene00004488,History: N.A.
WBGene00004501,,,,WBGene00004501,WBGene00004501,History: N.A.
WBGene00004504,,,,WBGene00004504,WBGene00004504,History: N.A.
WBGene00004505,,,,WBGene00004505,WBGene00004505,History: N.A.
WBGene00004506,,,,WBGene00004506,WBGene00004506,History: N.A.
WBGene00004510,,,,WBGene00004510,WBGene00004510,History: Renamed on 2016-06-06
WBGene00004679,,,,WBGene00004679,WBGene00004679,History: Renamed on 2010-01-29
WBGene00004684,,,,WBGene00004684,WBGene00004684,History: N.A.
WBGene00004704,,,,WBGene00004704,WBGene00004704,History: N.A.
WBGene00004706,,,,WBGene00004706,WBGene00004706,History: N.A.
WBGene00004721,,,,WBGene00004721,WBGene00004721,History: Renamed on 2007-02-23; Renamed on 2013-11-19
WBGene00004728,,,,WBGene00004728,WBGene00004728,History: N.A.
WBGene00004729,,,,WBGene00004729,WBGene00004729,"History: Split into ZK377.15(WBGene00303098). History of WBGene00004729: Split into ""WBGene00303098"" on 2018-03-02"
WBGene00004736,,,,WBGene00004736,WBGene00004736,History: N.A.
WBGene00004738,,,,WBGene00004738,WBGene00004738,History: N.A.
WBGene00004754,,,,WBGene00004754,WBGene00004754,History: N.A.
WBGene00004758,,,,WBGene00004758,WBGene00004758,History: N.A.
WBGene00004768,,,,WBGene00004768,WBGene00004768,History: Renamed on 2008-11-05
WBGene00004769,,,,WBGene00004769,WBGene00004769,History: N.A.
WBGene00004774,,,,WBGene00004774,WBGene00004774,History: N.A.
WBGene00004776,,,,WBGene00004776,WBGene00004776,History: N.A.
WBGene00004779,,,,WBGene00004779,WBGene00004779,History: Renamed on 2005-12-15; Renamed on 2005-12-15
WBGene00004786,,,,WBGene00004786,WBGene00004786,History: N.A.
WBGene00004788,,,,WBGene00004788,WBGene00004788,History: N.A.
WBGene00004798,,,,WBGene00004798,WBGene00004798,History: N.A.
WBGene00004804,,,,WBGene00004804,WBGene00004804,History: Renamed on 2016-01-12; Renamed on 2017-05-16
WBGene00004807,,,,WBGene00004807,WBGene00004807,History: N.A.
WBGene00004808,,,,WBGene00004808,WBGene00004808,History: N.A.
WBGene00004818,,,,WBGene00004818,WBGene00004818,History: N.A.
WBGene00004820,,,,WBGene00004820,WBGene00004820,History: N.A.
WBGene00004822,,,,WBGene00004822,WBGene00004822,History: N.A.
WBGene00004829,,,,WBGene00004829,WBGene00004829,History: N.A.
WBGene00004855,,,,WBGene00004855,WBGene00004855,History: N.A.
WBGene00004874,,,,WBGene00004874,WBGene00004874,History: N.A.
WBGene00004881,,,,WBGene00004881,WBGene00004881,History: N.A.
WBGene00004882,,,,WBGene00004882,WBGene00004882,History: N.A.
WBGene00004888,,,,WBGene00004888,WBGene00004888,History: N.A.
WBGene00004894,,,,WBGene00004894,WBGene00004894,History: N.A.
WBGene00004914,,,,WBGene00004914,WBGene00004914,History: N.A.
WBGene00004915,,,,WBGene00004915,WBGene00004915,History: N.A.
WBGene00004916,,,,WBGene00004916,WBGene00004916,History: N.A.
WBGene00004917,,,,WBGene00004917,WBGene00004917,History: N.A.
WBGene00004918,,,,WBGene00004918,WBGene00004918,History: N.A.
WBGene00004919,,,,WBGene00004919,WBGene00004919,History: N.A.
WBGene00004927,,,,WBGene00004927,WBGene00004927,History: Renamed on 2014-09-25
WBGene00004929,,,,WBGene00004929,WBGene00004929,History: N.A.
WBGene00004931,,,,WBGene00004931,WBGene00004931,History: N.A.
WBGene00004945,,,,WBGene00004945,WBGene00004945,History: N.A.
WBGene00004946,,,,WBGene00004946,WBGene00004946,History: N.A.
WBGene00004953,,,,WBGene00004953,WBGene00004953,History: N.A.
WBGene00004978,,,,WBGene00004978,WBGene00004978,History: Renamed on 2005-03-17; Renamed on 2015-03-05
WBGene00004980,,,,WBGene00004980,WBGene00004980,History: N.A.
WBGene00004981,,,,WBGene00004981,WBGene00004981,History: N.A.
WBGene00004984,,,,WBGene00004984,WBGene00004984,History: N.A.
WBGene00005006,,,,WBGene00005006,WBGene00005006,History: Renamed on 2007-02-07
WBGene00005007,,,,WBGene00005007,WBGene00005007,History: N.A.
WBGene00005010,,,,WBGene00005010,WBGene00005010,History: N.A.
WBGene00005019,,,,WBGene00005019,WBGene00005019,History: N.A.
WBGene00005022,,,,WBGene00005022,WBGene00005022,History: N.A.
WBGene00005023,,,,WBGene00005023,WBGene00005023,"History: Split into T24D1.7(WBGene00303082). History of WBGene00005023: Split into ""WBGene00303082"" on 2018-03-02"
WBGene00005024,,,,WBGene00005024,WBGene00005024,History: N.A.
WBGene00005662,,,,WBGene00005662,WBGene00005662,History: Renamed on 2010-01-29
WBGene00005663,,,,WBGene00005663,WBGene00005663,History: Renamed on 2010-01-29
WBGene00006059,,,,WBGene00006059,WBGene00006059,History: N.A.
WBGene00006307,,,,WBGene00006307,WBGene00006307,History: N.A.
WBGene00006331,,,,WBGene00006331,WBGene00006331,History: Renamed on 2010-10-07
WBGene00006352,,,,WBGene00006352,WBGene00006352,History: N.A.
WBGene00006368,,,,WBGene00006368,WBGene00006368,History: N.A.
WBGene00006373,,,,WBGene00006373,WBGene00006373,History: Renamed on 2010-04-16
WBGene00006381,,,,WBGene00006381,WBGene00006381,History: N.A.
WBGene00006386,,,,WBGene00006386,WBGene00006386,History: N.A.
WBGene00006387,,,,WBGene00006387,WBGene00006387,History: N.A.
WBGene00006392,,,,WBGene00006392,WBGene00006392,History: N.A.
WBGene00006394,,,,WBGene00006394,WBGene00006394,History: N.A.
WBGene00006395,,,,WBGene00006395,WBGene00006395,History: N.A.
WBGene00006406,,,,WBGene00006406,WBGene00006406,History: N.A.
WBGene00006431,,,,WBGene00006431,WBGene00006431,History: N.A.
WBGene00006433,,,,WBGene00006433,WBGene00006433,History: Renamed on 2006-07-19
WBGene00006434,,,,WBGene00006434,WBGene00006434,History: N.A.
WBGene00006437,,,,WBGene00006437,WBGene00006437,History: Renamed on 2008-07-18
WBGene00006439,,,,WBGene00006439,WBGene00006439,History: Renamed on 2008-06-04; Renamed on 2014-03-03
WBGene00006440,,,,WBGene00006440,WBGene00006440,History: Renamed on 2021-04-19
WBGene00006443,,,,WBGene00006443,WBGene00006443,History: Renamed on 2005-09-08; Renamed on 2006-12-04
WBGene00006444,,,,WBGene00006444,WBGene00006444,History: Renamed on 2007-01-03
WBGene00006446,,,,WBGene00006446,WBGene00006446,History: N.A.
WBGene00006460,,,,WBGene00006460,WBGene00006460,History: Renamed on 2011-06-10; Renamed on 2018-05-24
WBGene00006462,,,,WBGene00006462,WBGene00006462,History: N.A.
WBGene00006479,,,,WBGene00006479,WBGene00006479,History: Renamed on 2007-07-20
WBGene00006481,,,,WBGene00006481,WBGene00006481,History: Renamed on 2005-03-17; Renamed on 2012-04-13
WBGene00006489,,,,WBGene00006489,WBGene00006489,History: Renamed on 2011-09-30
WBGene00006492,,,,WBGene00006492,WBGene00006492,History: Renamed on 2015-03-03
WBGene00006496,,,,WBGene00006496,WBGene00006496,History: Renamed on 2008-07-18
WBGene00006498,,,,WBGene00006498,WBGene00006498,History: Renamed on 2005-07-26; Renamed on 2010-08-17
WBGene00006499,,,,WBGene00006499,WBGene00006499,History: N.A.
WBGene00006503,,,,WBGene00006503,WBGene00006503,History: Renamed on 2007-07-20
WBGene00006504,,,,WBGene00006504,WBGene00006504,History: Renamed on 2006-02-02
WBGene00006510,,,,WBGene00006510,WBGene00006510,History: Renamed on 2011-04-20
WBGene00006514,,,,WBGene00006514,WBGene00006514,History: Renamed on 2008-11-20
WBGene00006515,,,,WBGene00006515,WBGene00006515,History: N.A.
WBGene00006537,,,,WBGene00006537,WBGene00006537,History: N.A.
WBGene00006542,,,,WBGene00006542,WBGene00006542,History: N.A.
WBGene00006546,,,,WBGene00006546,WBGene00006546,History: N.A.
WBGene00006555,,,,WBGene00006555,WBGene00006555,History: N.A.
WBGene00006562,,,,WBGene00006562,WBGene00006562,History: N.A.
WBGene00006565,,,,WBGene00006565,WBGene00006565,History: N.A.
WBGene00006568,,,,WBGene00006568,WBGene00006568,History: N.A.
WBGene00006573,,,,WBGene00006573,WBGene00006573,History: N.A.
WBGene00006577,,,,WBGene00006577,WBGene00006577,History: N.A.
WBGene00006578,,,,WBGene00006578,WBGene00006578,History: N.A.
WBGene00006580,,,,WBGene00006580,WBGene00006580,History: Renamed on 2005-08-16
WBGene00006593,,,,WBGene00006593,WBGene00006593,History: N.A.
WBGene00006595,,,,WBGene00006595,WBGene00006595,History: N.A.
WBGene00006601,,,,WBGene00006601,WBGene00006601,History: N.A.
WBGene00006602,,,,WBGene00006602,WBGene00006602,History: N.A.
WBGene00006613,,,,WBGene00006613,WBGene00006613,History: N.A.
WBGene00006619,,,,WBGene00006619,WBGene00006619,History: N.A.
WBGene00006626,,,,WBGene00006626,WBGene00006626,History: N.A.
WBGene00006638,,,,WBGene00006638,WBGene00006638,History: N.A.
WBGene00006660,,,,WBGene00006660,WBGene00006660,History: N.A.
WBGene00006690,,,,WBGene00006690,WBGene00006690,History: N.A.
WBGene00006699,,,,WBGene00006699,WBGene00006699,History: N.A.
WBGene00006702,,,,WBGene00006702,WBGene00006702,History: N.A.
WBGene00006703,,,,WBGene00006703,WBGene00006703,History: N.A.
WBGene00006704,,,,WBGene00006704,WBGene00006704,History: N.A.
WBGene00006707,,,,WBGene00006707,WBGene00006707,History: N.A.
WBGene00006708,,,,WBGene00006708,WBGene00006708,History: N.A.
WBGene00006709,,,,WBGene00006709,WBGene00006709,History: N.A.
WBGene00006711,,,,WBGene00006711,WBGene00006711,History: N.A.
WBGene00006715,,,,WBGene00006715,WBGene00006715,History: N.A.
WBGene00006720,,,,WBGene00006720,WBGene00006720,History: N.A.
WBGene00006727,,,,WBGene00006727,WBGene00006727,History: N.A.
WBGene00006729,,,,WBGene00006729,WBGene00006729,History: Renamed on 2016-04-27
WBGene00006730,,,,WBGene00006730,WBGene00006730,History: N.A.
WBGene00006734,,,,WBGene00006734,WBGene00006734,History: N.A.
WBGene00006735,,,,WBGene00006735,WBGene00006735,History: N.A.
WBGene00006755,,,,WBGene00006755,WBGene00006755,History: N.A.
WBGene00006757,,,,WBGene00006757,WBGene00006757,History: N.A.
WBGene00006773,,,,WBGene00006773,WBGene00006773,History: N.A.
WBGene00006786,,,,WBGene00006786,WBGene00006786,History: Renamed on 2008-02-29
WBGene00006793,,,,WBGene00006793,WBGene00006793,History: N.A.
WBGene00006794,,,,WBGene00006794,WBGene00006794,"History: Split into F53E2.2(WBGene00302980). History of WBGene00006794: Split into ""WBGene00302980"" on 2018-03-06"
WBGene00006795,,,,WBGene00006795,WBGene00006795,History: N.A.
WBGene00006796,,,,WBGene00006796,WBGene00006796,History: N.A.
WBGene00006803,,,,WBGene00006803,WBGene00006803,History: N.A.
WBGene00006804,,,,WBGene00006804,WBGene00006804,"History: Split into Y37D8A.29(WBGene00303086). History of WBGene00006804: Split into ""WBGene00303086"" on 2018-03-02"
WBGene00006805,,,,WBGene00006805,WBGene00006805,History: Renamed on 2015-03-04
WBGene00006816,,,,WBGene00006816,WBGene00006816,History: N.A.
WBGene00006826,,,,WBGene00006826,WBGene00006826,History: N.A.
WBGene00006829,,,,WBGene00006829,WBGene00006829,History: N.A.
WBGene00006833,,,,WBGene00006833,WBGene00006833,History: Renamed on 2008-11-18
WBGene00006840,,,,WBGene00006840,WBGene00006840,History: N.A.
WBGene00006862,,,,WBGene00006862,WBGene00006862,History: N.A.
