# Note: In the following rows commas have been replaced with semicolons to work better with r
# Spermatogenesis genes (Ensembl 2018; D. R. Zerbino et al.; 2018)
chr,start,end,name,score,strand,Input,Suggested Match,History
chrII,3724262,3725852,C46E10.1,221,+,C46E10.1,WBGene00016707,Public name for WBGene00016707. History: N.A.
chrII,11679032,11680971,C47D12.3,222,-,C47D12.3,WBGene00008137,Sequence name for WBGene00008137(sfxn-1.4). History: N.A.
chrII,106256,107521,C50D2.3,223,+,C50D2.3,WBGene00016807,Sequence name for WBGene00016807(txt-1). History: N.A.
chrII,12305392,12307764,C50E10.2,224,-,C50E10.2,WBGene00016826,Public name for WBGene00016826. History: N.A.
chrII,6579669,6581279,C56C10.6,225,-,C56C10.6,WBGene00016963,Public name for WBGene00016963. History: N.A.
chrII,2623927,2624535,D2062.4,226,+,D2062.4,WBGene00017056,Public name for WBGene00017056. History: N.A.
chrII,2622667,2623431,D2062.5,227,+,D2062.5,WBGene00017057,Public name for WBGene00017057. History: N.A.
chrII,3279092,3281710,F02E11.1,228,+,F02E11.1,WBGene00017179,Sequence name for WBGene00017179(wht-4). History: N.A.
chrII,2072365,2075835,F07E5.8,229,-,F07E5.8,WBGene00017213,Public name for WBGene00017213. History: N.A.
chrII,5437873,5440239,F07F6.1,230,+,F07F6.1,WBGene00017215,Public name for WBGene00017215. History: N.A.
chrII,13835031,13835593,F08G2.6,231,-,F08G2.6,WBGene00002120,Sequence name for WBGene00002120(ins-37). History: N.A.
chrII,5110019,5112223,F09C12.2,232,+,F09C12.2,WBGene00017277,Public name for WBGene00017277. History: N.A.
chrII,5115092,5115326,F09C12.7,233,-,F09C12.7,WBGene00003462,Sequence name for WBGene00003462(msp-74). History: N.A.
chrII,4860608,4861684,F11G11.4,234,+,F11G11.4,WBGene00017384,Public name for WBGene00017384. History: N.A.
chrII,4860058,4860403,F11G11.8,235,-,F11G11.8,WBGene00017386,Sequence name for WBGene00017386(nspd-5). History: N.A.
chrII,4862309,4863452,F11G11.9,236,-,F11G11.9,WBGene00017387,Sequence name for WBGene00017387(mpst-4). History: N.A.
chrII,6265618,6267592,F13H8.8,237,-,F13H8.8,WBGene00017441,Public name for WBGene00017441. History: N.A.
chrII,7684837,7689638,F18A1.1,238,+,F18A1.1,WBGene00017545,Public name for WBGene00017545. History: N.A.
chrII,3403922,3406791,F18A12.4,239,+,F18A12.4,WBGene00017553,Sequence name for WBGene00017553(nep-8). History: N.A.
chrII,3395847,3399264,F18A12.5,240,-,F18A12.5,WBGene00017554,Sequence name for WBGene00017554(nep-9). History: N.A.
chrII,6563802,6565121,F18C5.4,241,-,F18C5.4,WBGene00017559,Sequence name for WBGene00017559(mpz-3). History: N.A.
chrII,8453210,8454540,F22B5.5,242,-,F22B5.5,WBGene00009043,Public name for WBGene00009043. History: N.A.
chrII,4785855,4786310,F26G1.7,243,-,F26G1.7,WBGene00003424,Sequence name for WBGene00003424(msp-3). History: N.A.
chrII,10141313,10144133,F27E5.3,244,-,F27E5.3,WBGene00009193,Public name for WBGene00009193. History: N.A.
chrII,826193,827617,F28A10.1,245,+,F28A10.1,WBGene00017869,Public name for WBGene00017869. History: N.A.
chrII,844280,845241,F28A10.4,246,+,F28A10.4,WBGene00017872,Public name for WBGene00017872. History: N.A.
chrII,13151389,13153316,F32A11.3,247,-,F32A11.3,WBGene00009308,Public name for WBGene00009308. History: Renamed on 2014-09-24
chrII,8244215,8246286,F35C11.2,248,-,F35C11.2,WBGene00009401,Public name for WBGene00009401. History: N.A.
chrII,8246861,8248213,F35C11.3,249,+,F35C11.3,WBGene00009402,Public name for WBGene00009402. History: N.A.
chrII,9552571,9553202,F35H8.1,250,-,F35H8.1,WBGene00009446,Public name for WBGene00009446. History: N.A.
chrII,9559465,9559885,F35H8.4,251,-,F35H8.4,WBGene00009449,Public name for WBGene00009449. History: N.A.
chrII,11185968,11188021,F37H8.4,252,+,F37H8.4,WBGene00009513,Sequence name for WBGene00009513(sfxn-1.2). History: N.A.
chrII,6755099,6755927,F41G3.4,253,+,F41G3.4,WBGene00001424,Sequence name for WBGene00001424(fis-1). History: N.A.
chrII,6746700,6748583,F41G3.5,254,+,F41G3.5,WBGene00018301,Public name for WBGene00018301. History: N.A.
chrII,13047870,13050733,F42G4.2,255,+,F42G4.2,WBGene00009641,Public name for WBGene00009641. History: N.A.
chrII,13079345,13080686,F42G4.6,256,+,F42G4.6,WBGene00009643,Public name for WBGene00009643. History: N.A.
chrII,10915839,10917157,F44F4.10,257,-,F44F4.10,WBGene00009705,Public name for WBGene00009705. History: N.A.
chrII,8999718,9000311,F44G4.5,258,-,F44G4.5,WBGene00009714,Public name for WBGene00009714. History: N.A.
chrII,808763,811894,F46F5.11,259,+,F46F5.11,WBGene00018502,Public name for WBGene00018502. History: N.A.
chrII,822522,822837,F46F5.9,260,-,F46F5.9,WBGene00018500,Sequence name for WBGene00018500(msrp-4). History: N.A.
chrII,1255598,1258360,F47F6.5,261,+,F47F6.5,WBGene00018575,Sequence name for WBGene00018575(clec-119). History: N.A.
chrII,8405551,8406876,F49E12.4,262,+,F49E12.4,WBGene00006719,Sequence name for WBGene00006719(ubc-24). History: N.A.
chrII,10026534,10027865,F52H3.6,263,-,F52H3.6,WBGene00009948,Public name for WBGene00009948. History: N.A.
chrII,3912048,3913373,F53C3.1,264,+,F53C3.1,WBGene00018745,Public name for WBGene00018745. History: N.A.
chrII,2220004,2223545,F54A3.4,265,-,F54A3.4,WBGene00018783,Sequence name for WBGene00018783(cbs-2). History: N.A.
chrII,6627450,6629242,F54H5.2,266,+,F54H5.2,WBGene00018839,Public name for WBGene00018839. History: N.A.
chrII,5155425,5157615,F58A6.11,267,-,F58A6.11,WBGene00019028,Sequence name for WBGene00019028(srb-13). History: N.A.
chrII,5146958,5148452,F58A6.5,268,-,F58A6.5,WBGene00019024,Public name for WBGene00019024. History: N.A.
chrII,5156647,5157107,F58A6.8,269,-,F58A6.8,WBGene00003438,Sequence name for WBGene00003438(msp-45). History: N.A.
chrII,6387420,6388210,F58F12.2,270,-,F58F12.2,WBGene00019062,Public name for WBGene00019062. History: N.A.
chrII,12925909,12928267,F58G1.3,271,-,F58G1.3,WBGene00010265,Public name for WBGene00010265. History: N.A.
chrII,12924811,12925192,F58G1.9,272,+,F58G1.9,WBGene00010271,Public name for WBGene00010271. History: N.A.
chrII,5014717,5015321,F59A6.2,273,+,F59A6.2,WBGene00019084,Public name for WBGene00019084. History: N.A.
chrII,5005084,5008061,F59A6.4,274,+,F59A6.4,WBGene00019086,Public name for WBGene00019086. History: N.A.
chrII,5638362,5639033,F59E12.3,275,+,F59E12.3,WBGene00019119,Public name for WBGene00019119. History: N.A.
chrII,8278635,8280985,K01C8.8,276,+,K01C8.8,WBGene00010460,Sequence name for WBGene00010460(clec-142). History: N.A.
chrII,2546293,2549519,K02F6.3,277,+,K02F6.3,WBGene00019337,Public name for WBGene00019337. History: N.A.
chrII,5797872,5798319,K05F1.2,278,+,K05F1.2,WBGene00003469,Sequence name for WBGene00003469(msp-142). History: N.A.
chrII,5794486,5796254,K05F1.3,279,+,K05F1.3,WBGene00019406,Sequence name for WBGene00019406(acdh-8). History: N.A.
chrII,5797044,5797459,K05F1.7,280,-,K05F1.7,WBGene00003456,Sequence name for WBGene00003456(msp-63). History: N.A.
chrII,5799297,5799638,K05F1.8,281,-,K05F1.8,WBGene00019409,Public name for WBGene00019409. History: N.A.
chrII,5799722,5801133,K05F1.9,282,-,K05F1.9,WBGene00019410,Public name for WBGene00019410. History: N.A.
chrII,2991615,2994312,K08A2.2,283,+,K08A2.2,WBGene00019512,Public name for WBGene00019512. History: N.A.
chrII,14137754,14139994,K09E4.1,284,+,K09E4.1,WBGene00010719,Public name for WBGene00010719. History: N.A.
chrII,2256310,2261172,K09F6.3,285,+,K09F6.3,WBGene00019586,Public name for WBGene00019586. History: N.A.
chrII,14507013,14507561,K10H10.7,286,-,K10H10.7,WBGene00010763,Public name for WBGene00010763. History: N.A.
chrII,8473794,8475331,M05D6.1,287,-,M05D6.1,WBGene00010874,Public name for WBGene00010874. History: N.A.
chrII,8475802,8477872,M05D6.3,288,+,M05D6.3,WBGene00010876,Public name for WBGene00010876. History: N.A.
chrII,8232738,8237152,M110.7,289,+,M110.7,WBGene00010915,Public name for WBGene00010915. History: N.A.
chrII,10639397,10643477,M28.9,290,+,M28.9,WBGene00010900,Public name for WBGene00010900. History: N.A.
chrII,10947505,10949124,R03D7.5,291,+,R03D7.5,WBGene00010991,Sequence name for WBGene00010991(gskl-1). History: N.A.
chrII,10953533,10956818,R03D7.8,292,-,R03D7.8,WBGene00010992,Public name for WBGene00010992. History: N.A.
chrII,4916130,4916591,R05F9.13,293,-,R05F9.13,WBGene00003429,Sequence name for WBGene00003429(msp-31). History: N.A.
chrII,4898610,4899183,R05F9.3,294,+,R05F9.3,WBGene00003430,Sequence name for WBGene00003430(msp-32). History: N.A.
chrII,4892263,4892723,R05F9.8,295,-,R05F9.8,WBGene00003431,Sequence name for WBGene00003431(msp-33). History: N.A.
chrII,10188250,10190889,R05H5.2,296,-,R05H5.2,WBGene00000389,Sequence name for WBGene00000389(cdc-25.4). History: N.A.
chrII,933043,936933,R07C3.4,297,+,R07C3.4,WBGene00019920,Sequence name for WBGene00019920(acs-15). History: N.A.
chrII,7879704,7880413,T01H3.5,298,+,T01H3.5,WBGene00011351,Public name for WBGene00011351. History: N.A.
chrII,690055,691091,T02H6.4,299,+,T02H6.4,WBGene00020174,Public name for WBGene00020174. History: N.A.
chrII,4668640,4671787,T05A7.6,300,-,T05A7.6,WBGene00020223,Public name for WBGene00020223. History: N.A.
chrII,8173627,8174810,T05C12.1,301,+,T05C12.1,WBGene00011466,Public name for WBGene00011466. History: N.A.
chrII,8172177,8173487,T05C12.3,302,-,T05C12.3,WBGene00011467,Sequence name for WBGene00011467(decr-1.3). History: N.A.
chrII,3392039,3395536,T06D4.4,303,-,T06D4.4,WBGene00020293,Sequence name for WBGene00020293(nep-20). History: N.A.
chrII,8859005,8859563,T14D7.3,304,-,T14D7.3,WBGene00044062,"Sequence name for WBGene00044062(snb-6). History: Renamed on 2010-03-26. Public name for Dead gene WBGene00011769. History of WBGene00011769: Merged into ""WBGene00044062"" on 2005-10-05"
chrII,9611813,9613344,T15H9.4,305,+,T15H9.4,WBGene00011789,Public name for WBGene00011789. History: N.A.
chrII,9610618,9611313,T15H9.5,306,-,T15H9.5,WBGene00011790,Public name for WBGene00011790. History: N.A.
chrII,4842559,4842903,T23B7.1,307,+,T23B7.1,WBGene00020715,Sequence name for WBGene00020715(nspd-4). History: N.A.
chrII,8545640,8546775,W01C9.4,308,+,W01C9.4,WBGene00012177,Sequence name for WBGene00012177(decr-1.2). History: N.A.
chrII,14800671,14804233,W01D2.3,309,-,W01D2.3,WBGene00012180,Public name for WBGene00012180. History: N.A.
chrII,11476690,11479097,W02B12.12,310,-,W02B12.12,WBGene00012207,Public name for WBGene00012207. History: N.A.
chrII,11465874,11467577,W02B12.7,311,-,W02B12.7,WBGene00002227,"Sequence name for WBGene00002227(klp-17). History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
chrII,11960924,11962027,W03C9.1,312,-,W03C9.1,WBGene00012219,Public name for WBGene00012219. History: N.A.
chrII,3177968,3180471,Y27F2A.3,313,+,Y27F2A.3,WBGene00005552,Sequence name for WBGene00005552(sri-40). History: N.A.
chrII,12952411,12954717,Y38F1A.1,314,-,Y38F1A.1,WBGene00012605,Public name for WBGene00012605. History: N.A.
chrII,12996845,12997735,Y38F1A.7,315,-,Y38F1A.7,WBGene00012609,Public name for WBGene00012609. History: N.A.
chrII,14095376,14097315,Y39G8C.2,316,-,Y39G8C.2,WBGene00012731,Public name for WBGene00012731. History: N.A.
chrII,12774636,12775478,Y46G5A.14,317,+,Y46G5A.14,WBGene00012905,Public name for WBGene00012905. History: N.A.
chrII,12832845,12835755,Y46G5A.25,318,-,Y46G5A.25,WBGene00004903,Sequence name for WBGene00004903(snf-4). History: N.A.
chrII,12861878,12865752,Y46G5A.30,319,-,Y46G5A.30,WBGene00004904,Sequence name for WBGene00004904(snf-5). History: N.A.
chrII,3479475,3482928,Y49F6B.8,320,-,Y49F6B.8,WBGene00021720,Public name for WBGene00021720. History: N.A.
chrII,9404090,9404686,Y51B9A.5,321,+,Y51B9A.5,WBGene00013087,Public name for WBGene00013087. History: N.A.
chrII,15010715,15013332,Y53F4B.11,322,+,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
chrII,15174194,15174889,Y53F4B.35,323,-,Y53F4B.35,WBGene00001779,Sequence name for WBGene00001779(gst-31). History: N.A.
chrII,15175866,15177267,Y53F4B.36,324,+,Y53F4B.36,WBGene00013175,Public name for WBGene00013175. History: N.A.
chrII,14755902,14757735,Y54E2A.5,325,-,Y54E2A.5,WBGene00013190,Public name for WBGene00013190. History: N.A.
chrII,14771886,14772913,Y54E2A.7,326,-,Y54E2A.7,WBGene00013192,Public name for WBGene00013192. History: N.A.
chrII,14785099,14785927,Y54E2A.9,327,-,Y54E2A.9,WBGene00013194,Public name for WBGene00013194. History: N.A.
chrII,12392635,12393679,Y57A10B.7,328,-,Y57A10B.7,WBGene00013279,Public name for WBGene00013279. History: N.A.
chrII,1273213,1275542,Y57G7A.5,329,-,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
chrII,1281980,1285592,Y57G7A.6,330,-,Y57G7A.6,WBGene00021969,Public name for WBGene00021969. History: N.A.
chrII,13082377,13083606,Y81G3A.1,331,-,Y81G3A.1,WBGene00013590,Public name for WBGene00013590. History: N.A.
chrII,7061959,7064737,ZK1127.2,332,+,ZK1127.2,WBGene00022849,Sequence name for WBGene00022849(acs-6). History: N.A.
chrII,5845232,5845520,ZK1248.17,333,-,ZK1248.17,WBGene00022884,Public name for WBGene00022884. History: N.A.
chrII,5818576,5818810,ZK1248.4,334,+,ZK1248.4,WBGene00022875,Public name for WBGene00022875. History: N.A.
chrII,5810558,5811730,ZK1248.5,335,+,ZK1248.5,WBGene00022876,Public name for WBGene00022876. History: N.A.
chrII,5809903,5810322,ZK1248.6,336,-,ZK1248.6,WBGene00003457,Sequence name for WBGene00003457(msp-64). History: N.A.
chrII,7525717,7528203,ZK1290.6,337,+,ZK1290.6,WBGene00022888,Sequence name for WBGene00022888(rnh-1.1). History: N.A.
chrII,7524367,7525511,ZK1290.7,338,-,ZK1290.7,WBGene00022889,Public name for WBGene00022889. History: N.A.
chrII,7546771,7548081,ZK1290.9,339,-,ZK1290.9,WBGene00022890,Sequence name for WBGene00022890(fbxa-224). History: N.A.
chrII,9652248,9652957,ZK1307.3,340,-,ZK1307.3,WBGene00014246,Public name for WBGene00014246. History: N.A.
chrII,9650899,9651741,ZK1307.4,341,-,ZK1307.4,WBGene00014247,Public name for WBGene00014247. History: N.A.
chrII,1944062,1947916,ZK250.6,342,-,ZK250.6,WBGene00022689,"Sequence name for WBGene00022689(math-48). History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
chrII,4939420,4940276,ZK546.3,343,+,ZK546.3,WBGene00022760,Public name for WBGene00022760. History: N.A.
chrII,4932986,4933443,ZK546.6,344,+,ZK546.6,WBGene00003470,Sequence name for WBGene00003470(msp-152). History: N.A.
chrII,4930822,4932108,ZK546.7,345,+,ZK546.7,WBGene00022763,Public name for WBGene00022763. History: N.A.
chrII,5293799,5295611,ZK622.1,346,+,ZK622.1,WBGene00022780,Public name for WBGene00022780. History: N.A.
chrII,10471635,10471830,ZK666.2,347,-,ZK666.2,WBGene00014042,Public name for WBGene00014042. History: N.A.
chrII,10462804,10464270,ZK673.6,348,-,ZK673.6,WBGene00014062,Public name for WBGene00014062. History: N.A.
chrII,6014347,6015812,ZK84.2,349,+,ZK84.2,WBGene00022650,Public name for WBGene00022650. History: N.A.
chrII,6016229,6016498,ZK84.5,350,-,ZK84.5,WBGene00022652,Public name for WBGene00022652. History: N.A.
chrII,11907718,11908535,ZK930.4,351,+,ZK930.4,WBGene00014154,Public name for WBGene00014154. History: N.A.
chrII,11882550,11883418,ZK930.5,352,+,ZK930.5,WBGene00014155,Public name for WBGene00014155. History: N.A.
chrII,11885524,11886284,ZK930.6,353,+,ZK930.6,WBGene00014156,Public name for WBGene00014156. History: N.A.
chrII,11914502,11915358,ZK930.7,354,+,ZK930.7,WBGene00014157,Public name for WBGene00014157. History: N.A.
chrII,9829358,9830695,ZK938.1,355,+,ZK938.1,WBGene00014158,Public name for WBGene00014158. History: N.A.
chrII,10106020,10106845,ZK945.6,356,-,ZK945.6,WBGene00014168,Public name for WBGene00014168. History: N.A.
chrII,10107414,10108379,ZK945.7,357,-,ZK945.7,WBGene00014169,Public name for WBGene00014169. History: N.A.
chrIII,7136445,7138216,B0280.11,358,-,B0280.11,WBGene00015106,"Public name for WBGene00015106. History: Split into B0280.17(WBGene00044674). History of WBGene00015106: Split into ""WBGene00044674"" on 2005-11-18"
chrIII,4759706,4763574,B0393.4,359,-,B0393.4,WBGene00007169,Public name for WBGene00007169. History: N.A.
chrIII,8671622,8673545,B0523.1,360,+,B0523.1,WBGene00002212,Sequence name for WBGene00002212(kin-31). History: N.A.
chrIII,12787577,12789376,BE10.1,361,-,BE10.1,WBGene00007209,Public name for WBGene00007209. History: N.A.
chrIII,8249565,8250122,C02F5.2,362,+,C02F5.2,WBGene00015345,Public name for WBGene00015345. History: N.A.
chrIII,8236074,8236835,C02F5.5,363,+,C02F5.5,WBGene00015348,Public name for WBGene00015348. History: N.A.
chrIII,9987651,9988371,C05B5.1,364,-,C05B5.1,WBGene00007319,Public name for WBGene00007319. History: N.A.
chrIII,9998452,10000427,C05B5.2,365,-,C05B5.2,WBGene00007320,"Public name for WBGene00007320. History: Split into C05B5.17(WBGene00219314). History of WBGene00007320: Split into ""WBGene00219314"" on 2011-11-21"
chrIII,5614930,5617172,C05D2.3,366,+,C05D2.3,WBGene00015467,Sequence name for WBGene00015467(basl-1). History: N.A.
chrIII,9681439,9682745,C07A9.5,367,-,C07A9.5,WBGene00007401,Public name for WBGene00007401. History: N.A.
chrIII,9650336,9651875,C15H7.3,368,-,C15H7.3,WBGene00007610,Public name for WBGene00007610. History: N.A.
chrIII,9654267,9655775,C15H7.4,369,-,C15H7.4,WBGene00007611,Public name for WBGene00007611. History: N.A.
chrIII,7662362,7672088,C18H2.1,370,+,C18H2.1,WBGene00015988,"Sequence name for WBGene00015988(lido-18). History: Split into C18H2.8(WBGene00305979), C18H2.9(WBGene00305980). History of WBGene00015988: Split into ""WBGene00305979"" on 2020-01-20; Split into ""WBGene00305980"" on 2020-01-20"
chrIII,7694489,7700315,C18H2.4,371,+,C18H2.4,WBGene00015991,Public name for WBGene00015991. History: N.A.
chrIII,11787647,11789357,C24H11.1,372,+,C24H11.1,WBGene00007699,Public name for WBGene00007699. History: N.A.
chrIII,4956852,4957501,C26E6.1,373,+,C26E6.1,WBGene00016137,Public name for WBGene00016137. History: N.A.
chrIII,4979759,4980382,C27F2.6,374,-,C27F2.6,WBGene00016168,Public name for WBGene00016168. History: N.A.
chrIII,4423685,4429471,C28A5.6,375,-,C28A5.6,WBGene00007791,Public name for WBGene00007791. History: N.A.
chrIII,8222154,8223721,C30A5.4,376,+,C30A5.4,WBGene00016239,Public name for WBGene00016239. History: N.A.
chrIII,4868297,4868733,C35D10.11,377,-,C35D10.11,WBGene00016447,Sequence name for WBGene00016447(msd-4). History: N.A.
chrIII,4870804,4871978,C35D10.2,378,+,C35D10.2,WBGene00016440,Sequence name for WBGene00016440(gipc-1). History: N.A.
chrIII,4869010,4870060,C35D10.3,379,+,C35D10.3,WBGene00016441,Public name for WBGene00016441. History: N.A.
chrIII,9384041,9385513,C38C10.3,380,-,C38C10.3,WBGene00008001,Public name for WBGene00008001. History: N.A.
chrIII,10875359,10877915,C44B9.2,381,+,C44B9.2,WBGene00008079,Public name for WBGene00008079. History: N.A.
chrIII,5062668,5063825,C45G9.4,382,+,C45G9.4,WBGene00016675,Public name for WBGene00016675. History: N.A.
chrIII,5054567,5055718,C45G9.9,383,-,C45G9.9,WBGene00016680,Public name for WBGene00016680. History: N.A.
chrIII,6320805,6324182,C56G2.5,384,-,C56G2.5,WBGene00016980,Public name for WBGene00016980. History: N.A.
chrIII,10467962,10469406,D2045.5,385,-,D2045.5,WBGene00008423,Public name for WBGene00008423. History: N.A.
chrIII,4059689,4060094,E03A3.4,386,-,E03A3.4,WBGene00001944,Sequence name for WBGene00001944(his-70). History: N.A.
chrIII,8312646,8314230,F10E9.2,387,+,F10E9.2,WBGene00017354,Public name for WBGene00017354. History: N.A.
chrIII,4628412,4631102,F10F2.7,388,+,F10F2.7,WBGene00008659,Sequence name for WBGene00008659(clec-151). History: N.A.
chrIII,4635296,4637501,F10F2.8,389,+,F10F2.8,WBGene00008660,Sequence name for WBGene00008660(clec-153). History: N.A.
chrIII,13028279,13029563,F14F7.4,390,-,F14F7.4,WBGene00008811,Public name for WBGene00008811. History: N.A.
chrIII,4731902,4734057,F17C8.3,391,+,F17C8.3,WBGene00008910,"Public name for WBGene00008910. History: Split into F17C8.9(WBGene00185014). History of WBGene00008910: Split into ""WBGene00185014"" on 2009-02-18"
chrIII,6608350,6610339,F20H11.4,392,+,F20H11.4,WBGene00017647,Public name for WBGene00017647. History: N.A.
chrIII,4508829,4512095,F25F2.1,393,+,F25F2.1,WBGene00009115,Public name for WBGene00009115. History: N.A.
chrIII,4826872,4828885,F26A1.3,394,+,F26A1.3,WBGene00017802,Public name for WBGene00017802. History: N.A.
chrIII,4911191,4911912,F26F4.2,395,+,F26F4.2,WBGene00005012,Public name for WBGene00005012. History: N.A.
chrIII,4903960,4905398,F26F4.8,396,-,F26F4.8,WBGene00005011,Public name for WBGene00005011. History: N.A.
chrIII,3730083,3735021,F34D10.2,397,-,F34D10.2,WBGene00009372,"Sequence name for WBGene00009372(evl-18). History: Split into F34D10.9(WBGene00045484). History of WBGene00009372: Split into ""WBGene00045484"" on 2007-07-16; Renamed on 2012-08-30"
chrIII,3928436,3929126,F37A8.1,398,+,F37A8.1,WBGene00009501,Public name for WBGene00009501. History: N.A.
chrIII,3929530,3931405,F37A8.2,399,-,F37A8.2,WBGene00009502,Public name for WBGene00009502. History: N.A.
chrIII,9918555,9920809,F40F12.3,400,-,F40F12.3,WBGene00009592,Public name for WBGene00009592. History: N.A.
chrIII,6057005,6058395,F40H6.1,401,+,F40H6.1,WBGene00018253,Public name for WBGene00018253. History: N.A.
chrIII,783707,786109,F42G9.1,402,+,F42G9.1,WBGene00018362,Sequence name for WBGene00018362(ppm-1.G). History: N.A.
chrIII,6293195,6295798,F47D12.7,403,-,F47D12.7,WBGene00018563,Public name for WBGene00018563. History: N.A.
chrIII,9439825,9440864,F54C8.1,404,+,F54C8.1,WBGene00010035,Public name for WBGene00010035. History: N.A.
chrIII,13049515,13053984,F54F12.1,405,-,F54F12.1,WBGene00010072,Public name for WBGene00010072. History: N.A.
chrIII,7970180,7972037,F54H12.5,406,-,F54H12.5,WBGene00018845,"Public name for WBGene00018845. History: Split into F54H12.8(WBGene00045247). History of WBGene00018845: Split into ""WBGene00045247"" on 2007-01-31"
chrIII,4468846,4470778,F56F3.4,407,+,F56F3.4,WBGene00010155,Public name for WBGene00010155. History: N.A.
chrIII,6933621,6935274,F57B9.8,408,-,F57B9.8,WBGene00018999,Public name for WBGene00018999. History: N.A.
chrIII,8999740,9001421,F59B2.5,409,-,F59B2.5,WBGene00010309,"Sequence name for WBGene00010309(rpn-6.2). History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
chrIII,3438999,3444195,K01A11.4,410,-,K01A11.4,WBGene00004976,Sequence name for WBGene00004976(spe-41). History: N.A.
chrIII,9943151,9944673,K03H1.1,411,-,K03H1.1,WBGene00001603,Sequence name for WBGene00001603(gln-2). History: N.A.
chrIII,9941556,9942260,K03H1.12,412,+,K03H1.12,WBGene00010547,Public name for WBGene00010547. History: N.A.
chrIII,9945306,9946575,K03H1.8,413,+,K03H1.8,WBGene00010543,Public name for WBGene00010543. History: N.A.
chrIII,8096669,8098150,K06H7.8,414,-,K06H7.8,WBGene00019459,Public name for WBGene00019459. History: N.A.
chrIII,9846370,9847434,K11H3.2,415,+,K11H3.2,WBGene00010779,Public name for WBGene00010779. History: N.A.
chrIII,7056517,7058436,R01H2.2,416,+,R01H2.2,WBGene00019810,Public name for WBGene00019810. History: N.A.
chrIII,7061025,7064178,R01H2.4,417,-,R01H2.4,WBGene00019812,Public name for WBGene00019812. History: N.A.
chrIII,5479364,5480281,R02F2.5,418,+,R02F2.5,WBGene00019834,Public name for WBGene00019834. History: N.A.
chrIII,5478642,5479047,R02F2.6,419,-,R02F2.6,WBGene00019835,Public name for WBGene00019835. History: N.A.
chrIII,8349048,8349533,R05D3.5,420,+,R05D3.5,WBGene00019879,Public name for WBGene00019879. History: N.A.
chrIII,973295,980440,R06B10.2,421,-,R06B10.2,WBGene00019913,Public name for WBGene00019913. History: N.A.
chrIII,4401429,4402477,R07E5.15,422,+,R07E5.15,WBGene00011120,Public name for WBGene00011120. History: N.A.
chrIII,4295255,4296583,R10E4.7,423,+,R10E4.7,WBGene00011203,Public name for WBGene00011203. History: N.A.
chrIII,3962707,3964078,R10E9.2,424,-,R10E9.2,WBGene00011214,Public name for WBGene00011214. History: N.A.
chrIII,3826359,3829187,R13G10.4,425,-,R13G10.4,WBGene00011260,Sequence name for WBGene00011260(cnnm-5). History: N.A.
chrIII,3195551,3198352,R148.7,426,-,R148.7,WBGene00020105,Public name for WBGene00020105. History: N.A.
chrIII,1963649,1969665,R155.2,427,-,R155.2,WBGene00020116,"Sequence name for WBGene00020116(moa-1). History: Split into R155.5(WBGene00189953). History of WBGene00020116: Split into ""WBGene00189953"" on 2009-04-20"
chrIII,1971171,1975504,R155.3,428,-,R155.3,WBGene00020117,Public name for WBGene00020117. History: N.A.
chrIII,7607290,7608242,T04A6.3,429,-,T04A6.3,WBGene00020202,"Public name for WBGene00020202. History: Split into nsph-4.3(WBGene00194734). History of WBGene00020202: Split into ""WBGene00194734"" on 2009-08-18"
chrIII,4706942,4708399,T04A8.13,430,+,T04A8.13,WBGene00011414,"Public name for WBGene00011414. History: Split into T04A8.18(WBGene00119203). History of WBGene00011414: Split into ""WBGene00119203"" on 2008-08-26"
chrIII,4682739,4685500,T04A8.3,431,-,T04A8.3,WBGene00011405,Sequence name for WBGene00011405(clec-155). History: N.A.
chrIII,13580748,13583517,T05D4.5,432,+,T05D4.5,WBGene00011478,Public name for WBGene00011478. History: N.A.
chrIII,5300002,5301847,T15B12.2,433,-,T15B12.2,WBGene00020531,Public name for WBGene00020531. History: N.A.
chrIII,10038451,10040085,T16G12.7,434,-,T16G12.7,WBGene00011808,Public name for WBGene00011808. History: N.A.
chrIII,7241327,7242886,T20H4.2,435,+,T20H4.2,WBGene00020635,Sequence name for WBGene00020635(ztf-31). History: N.A.
chrIII,4654272,4655434,T23F11.2,436,-,T23F11.2,WBGene00011954,Public name for WBGene00011954. History: N.A.
chrIII,6471717,6475199,T26A5.1,437,+,T26A5.1,WBGene00007060,"Sequence name for WBGene00007060(wht-6). History: Renamed on 2007-06-04. Public name for Dead gene WBGene00020818. History of WBGene00020818: Merged into ""WBGene00007060"" on 2005-10-05"
chrIII,5406076,5409409,W03A5.2,438,+,W03A5.2,WBGene00020967,Public name for WBGene00020967. History: N.A.
chrIII,11079692,11080274,W09D6.4,439,+,W09D6.4,WBGene00012357,Public name for WBGene00012357. History: N.A.
