# The gene names are based on WS215 annotation,
# CSR-1 not ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
eri-5,Y38F2AR.1,eri-5,WBGene00021419,Public name for WBGene00021419. History: N.A.
ess-2,F42H10.7,ess-2,WBGene00018371,Public name for WBGene00018371. History: N.A.
esyt-2,T12A2.15,esyt-2,WBGene00020443,Public name for WBGene00020443. History: N.A.
etr-1,T01D1.2,etr-1,WBGene00001340,Public name for WBGene00001340. History: N.A.
evl-14,H38K22.1,evl-14,WBGene00001352,Public name for WBGene00001352. History: N.A.
evl-20,F22B5.1,evl-20,WBGene00001358,Public name for WBGene00001358. History: N.A.
exc-4,Y105E8A.22,exc-4,WBGene00001365,Public name for WBGene00001365. History: N.A.
exo-1,F45G2.3,exo-1,WBGene00009731,Public name for WBGene00009731. History: N.A.
exo-3,R09B3.1,exo-3,WBGene00001372,Public name for WBGene00001372. History: N.A.
exoc-7,C43E11.8,exoc-7,WBGene00016606,Public name for WBGene00016606. History: N.A.
exoc-8,Y105E8B.2,exoc-8,WBGene00013687,Public name for WBGene00013687. History: N.A.
exos-1,Y48A6B.5,exos-1,WBGene00012966,Public name for WBGene00012966. History: N.A.
exos-2,Y73B6BL.3,exos-2,WBGene00022232,Public name for WBGene00022232. History: N.A.
exos-3,F59C6.4,exos-3,WBGene00010325,Public name for WBGene00010325. History: N.A.
exos-4.1,B0564.1,exos-4.1,WBGene00007201,Public name for WBGene00007201. History: N.A.
exos-7,F31D4.1,exos-7,WBGene00009289,Public name for WBGene00009289. History: N.A.
exos-8,F41G3.14,exos-8,WBGene00018305,Public name for WBGene00018305. History: N.A.
exos-9,F37C12.13,exos-9,WBGene00018154,Public name for WBGene00018154. History: N.A.
F01F1.1,F01F1.1,F01F1.1,WBGene00017158,Sequence name for WBGene00017158(hpo-10). History: N.A.
F01F1.15,F01F1.15,F01F1.15,WBGene00017169,Public name for WBGene00017169. History: N.A.
F01F1.2,F01F1.2,F01F1.2,WBGene00017159,Public name for WBGene00017159. History: N.A.
F01F1.9,F01F1.9,F01F1.9,WBGene00017163,Sequence name for WBGene00017163(dnpp-1). History: N.A.
F01G12.6,F01G12.6,F01G12.6,WBGene00020770,"Public name for Dead gene WBGene00017171. History of WBGene00017171: Merged into ""WBGene00020770"" on 2013-07-17"
F01G4.3,F01G4.3,F01G4.3,WBGene00008502,Sequence name for WBGene00008502(skih-2). History: N.A.
F01G4.4,F01G4.4,F01G4.4,WBGene00008503,Public name for WBGene00008503. History: N.A.
F01G4.6,F01G4.6,F01G4.6,WBGene00008505,Public name for WBGene00008505. History: N.A.
F02E8.4,F02E8.4,F02E8.4,WBGene00017177,Public name for WBGene00017177. History: N.A.
F02E9.10,F02E9.10,F02E9.10,WBGene00008533,Public name for WBGene00008533. History: N.A.
F02E9.7,F02E9.7,F02E9.7,WBGene00008531,Public name for WBGene00008531. History: N.A.
F07A11.2,F07A11.2,F07A11.2,WBGene00008546,Sequence name for WBGene00008546(gfat-1). History: N.A.
F07C6.4,F07C6.4,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
F07E5.5,F07E5.5,F07E5.5,WBGene00017210,Public name for WBGene00017210. History: N.A.
F07F6.4,F07F6.4,F07F6.4,WBGene00017217,Public name for WBGene00017217. History: N.A.
F07F6.8,F07F6.8,F07F6.8,WBGene00017220,Public name for WBGene00017220. History: N.A.
F08B4.7,F08B4.7,F08B4.7,WBGene00017238,Sequence name for WBGene00017238(snrp-3). History: N.A.
F08D12.1,F08D12.1,F08D12.1,WBGene00017245,Sequence name for WBGene00017245(srpa-72). History: N.A.
F08F3.6,F08F3.6,F08F3.6,WBGene00017263,Public name for WBGene00017263. History: N.A.
F08F8.10,F08F8.10,F08F8.10,WBGene00017275,Public name for WBGene00017275. History: N.A.
F08F8.2,F08F8.2,F08F8.2,WBGene00017268,Sequence name for WBGene00017268(hmgr-1). History: N.A.
F08F8.4,F08F8.4,F08F8.4,WBGene00017269,Public name for WBGene00017269. History: N.A.
F08F8.7,F08F8.7,F08F8.7,WBGene00017272,Public name for WBGene00017272. History: N.A.
F08F8.9,F08F8.9,F08F8.9,WBGene00017274,Public name for WBGene00017274. History: N.A.
F08G5.1,F08G5.1,F08G5.1,WBGene00008580,Sequence name for WBGene00008580(dsb-1). History: N.A.
F09A5.4,F09A5.4,F09A5.4,WBGene00008601,Sequence name for WBGene00008601(mob-2). History: Renamed on 2017-04-05
F09D1.1,F09D1.1,F09D1.1,WBGene00017280,Sequence name for WBGene00017280(usp-39). History: N.A.
F09E5.11,F09E5.11,F09E5.11,WBGene00017289,Public name for WBGene00017289. History: N.A.
F09E5.2,F09E5.2,F09E5.2,WBGene00017282,Sequence name for WBGene00017282(algn-2). History: N.A.
F09F7.3,F09F7.3,F09F7.3,WBGene00017300,Sequence name for WBGene00017300(rpc-2). History: N.A.
F09F7.7,F09F7.7,F09F7.7,WBGene00017304,Sequence name for WBGene00017304(nmad-1). History: N.A.
F09G2.8,F09G2.8,F09G2.8,WBGene00017316,Public name for WBGene00017316. History: N.A.
F09G2.9,F09G2.9,F09G2.9,WBGene00017317,Sequence name for WBGene00017317(attf-2). History: N.A.
F09G8.3,F09G8.3,F09G8.3,WBGene00017319,Sequence name for WBGene00017319(mrps-9). History: N.A.
F10C2.4,F10C2.4,F10C2.4,WBGene00008645,Public name for WBGene00008645. History: N.A.
F10D7.5,F10D7.5,F10D7.5,WBGene00017342,Public name for WBGene00017342. History: N.A.
F10E7.11,F10E7.11,F10E7.11,WBGene00017352,Public name for WBGene00017352. History: N.A.
F10E7.5,F10E7.5,F10E7.5,WBGene00017347,Public name for WBGene00017347. History: N.A.
F10E9.11,F10E9.11,F10E9.11,WBGene00017360,Public name for WBGene00017360. History: N.A.
F10E9.4,F10E9.4,F10E9.4,WBGene00017356,Public name for WBGene00017356. History: N.A.
F10G7.10,F10G7.10,F10G7.10,WBGene00017373,Public name for WBGene00017373. History: N.A.
F10G8.6,F10G8.6,F10G8.6,WBGene00008664,Sequence name for WBGene00008664(nubp-1). History: N.A.
F11A10.5,F11A10.5,F11A10.5,WBGene00008686,Public name for WBGene00008686. History: N.A.
F11A10.7,F11A10.7,F11A10.7,WBGene00008688,Sequence name for WBGene00008688(rbm-34). History: N.A.
F11A3.2,F11A3.2,F11A3.2,WBGene00008670,Sequence name for WBGene00008670(eif-2Bdelta). History: N.A.
F11E6.7,F11E6.7,F11E6.7,WBGene00008710,Sequence name for WBGene00008710(rif-1.1). History: N.A.
F11G11.5,F11G11.5,F11G11.5,WBGene00017385,Public name for WBGene00017385. History: N.A.
F12F6.1,F12F6.1,F12F6.1,WBGene00008720,Public name for WBGene00008720. History: N.A.
F12F6.7,F12F6.7,F12F6.7,WBGene00008722,Public name for WBGene00008722. History: N.A.
F13A7.14,F13A7.14,F13A7.14,WBGene00045357,Public name for WBGene00045357. History: N.A.
F13B12.1,F13B12.1,F13B12.1,WBGene00008729,Public name for WBGene00008729. History: N.A.
F13B12.6,F13B12.6,F13B12.6,WBGene00008733,Public name for WBGene00008733. History: N.A.
F13E6.1,F13E6.1,F13E6.1,WBGene00008745,Public name for WBGene00008745. History: N.A.
F13E9.1,F13E9.1,F13E9.1,WBGene00008750,Sequence name for WBGene00008750(nish-1). History: N.A.
F13G3.10,F13G3.10,F13G3.10,WBGene00008768,Public name for WBGene00008768. History: N.A.
F13G3.6,F13G3.6,F13G3.6,WBGene00008766,Public name for WBGene00008766. History: N.A.
F13G3.7,F13G3.7,F13G3.7,WBGene00008767,"Public name for WBGene00008767. History: Split into F13G3.15(WBGene00303055). History of WBGene00008767: Split into ""WBGene00303055"" on 2018-03-02"
F13H10.3,F13H10.3,F13H10.3,WBGene00008774,Public name for WBGene00008774. History: N.A.
F13H10.4,F13H10.4,F13H10.4,WBGene00008775,Sequence name for WBGene00008775(mogs-1). History: N.A.
F13H6.3,F13H6.3,F13H6.3,WBGene00017431,Sequence name for WBGene00017431(cest-33). History: N.A.
F13H8.2,F13H8.2,F13H8.2,WBGene00017435,Public name for WBGene00017435. History: N.A.
F14B4.3,F14B4.3,F14B4.3,WBGene00008781,Sequence name for WBGene00008781(rpoa-2). History: N.A.
F14D7.2,F14D7.2,F14D7.2,WBGene00008789,Public name for WBGene00008789. History: N.A.
F14H3.3,F14H3.3,F14H3.3,WBGene00008822,Public name for WBGene00008822. History: N.A.
F14H3.6,F14H3.6,F14H3.6,WBGene00008825,Public name for WBGene00008825. History: N.A.
F15D3.6,F15D3.6,F15D3.6,WBGene00008856,Public name for WBGene00008856. History: N.A.
F15D3.7,F15D3.7,F15D3.7,WBGene00008857,Sequence name for WBGene00008857(timm-23). History: N.A.
F16A11.2,F16A11.2,F16A11.2,WBGene00008877,Sequence name for WBGene00008877(rtcb-1). History: N.A.
F16D3.4,F16D3.4,F16D3.4,WBGene00008887,Sequence name for WBGene00008887(tbcd-1). History: N.A.
F16H11.3,F16H11.3,F16H11.3,WBGene00017532,Sequence name for WBGene00017532(ent-5). History: N.A.
F17A9.2,F17A9.2,F17A9.2,WBGene00017534,Sequence name for WBGene00017534(cwf-19L1). History: N.A.
F17C11.10,F17C11.10,F17C11.10,WBGene00008921,Sequence name for WBGene00008921(ctf-4). History: N.A.
F17C11.4,F17C11.4,F17C11.4,WBGene00008915,Public name for WBGene00008915. History: N.A.
F17H10.1,F17H10.1,F17H10.1,WBGene00008925,Public name for WBGene00008925. History: N.A.
F18A1.6,F18A1.6,F18A1.6,WBGene00017547,Sequence name for WBGene00017547(alfa-1). History: N.A.
F18A1.8,F18A1.8,F18A1.8,WBGene00017549,Sequence name for WBGene00017549(pid-1). History: N.A.
F18C12.3,F18C12.3,F18C12.3,WBGene00008934,Public name for WBGene00008934. History: N.A.
F18H3.4,F18H3.4,F18H3.4,WBGene00008940,Public name for WBGene00008940. History: N.A.
F19B10.10,F19B10.10,F19B10.10,WBGene00017589,Public name for WBGene00017589. History: N.A.
F19F10.11,F19F10.11,F19F10.11,WBGene00017607,Public name for WBGene00017607. History: N.A.
F19F10.9,F19F10.9,F19F10.9,WBGene00017605,Sequence name for WBGene00017605(snu-66). History: Renamed on 2021-04-19
F20C5.3,F20C5.3,F20C5.3,WBGene00008968,Sequence name for WBGene00008968(elli-1). History: N.A.
F20D12.2,F20D12.2,F20D12.2,WBGene00017642,Public name for WBGene00017642. History: N.A.
F20G4.2,F20G4.2,F20G4.2,WBGene00008991,Public name for WBGene00008991. History: N.A.
F20H11.1,F20H11.1,F20H11.1,WBGene00017646,Public name for WBGene00017646. History: N.A.
F20H11.6,F20H11.6,F20H11.6,WBGene00198998,"Public name for WBGene00198998. History: N.A.. Other name for Dead gene WBGene00017649. History of WBGene00017649: Merged into ""WBGene00002889"" on 2010-06-24"
F21A3.5,F21A3.5,F21A3.5,WBGene00008995,Sequence name for WBGene00008995(prde-1). History: N.A.
F21D5.1,F21D5.1,F21D5.1,WBGene00009006,Public name for WBGene00009006. History: N.A.
F21D5.2,F21D5.2,F21D5.2,WBGene00009007,Sequence name for WBGene00009007(otub-3). History: N.A.
F21D5.5,F21D5.5,F21D5.5,WBGene00009010,Public name for WBGene00009010. History: N.A.
F21D5.6,F21D5.6,F21D5.6,WBGene00009011,Public name for WBGene00009011. History: N.A.
F21D5.8,F21D5.8,F21D5.8,WBGene00009013,Sequence name for WBGene00009013(mrps-33). History: N.A.
F21F3.7,F21F3.7,F21F3.7,WBGene00017676,Public name for WBGene00017676. History: N.A.
F21G4.4,F21G4.4,F21G4.4,WBGene00009025,Sequence name for WBGene00009025(phf-34). History: N.A.
F21G4.6,F21G4.6,F21G4.6,WBGene00009027,Public name for WBGene00009027. History: N.A.
F21H12.1,F21H12.1,F21H12.1,WBGene00017683,Sequence name for WBGene00017683(rbbp-5). History: Renamed on 2012-12-05
F21H12.6,F21H12.6,F21H12.6,WBGene00017686,Sequence name for WBGene00017686(tpp-2). History: N.A.
F22B3.4,F22B3.4,F22B3.4,WBGene00009035,Sequence name for WBGene00009035(gfat-2). History: N.A.
F22D3.2,F22D3.2,F22D3.2,WBGene00017699,Sequence name for WBGene00017699(flcn-1). History: N.A.
F22D3.5,F22D3.5,F22D3.5,WBGene00017701,Public name for WBGene00017701. History: N.A.
F22D6.2,F22D6.2,F22D6.2,WBGene00009050,Public name for WBGene00009050. History: N.A.
F22E5.17,F22E5.17,F22E5.17,WBGene00017712,Public name for WBGene00017712. History: N.A.
F22F7.1,F22F7.1,F22F7.1,WBGene00017719,Sequence name for WBGene00017719(ldp-1). History: N.A.
F22G12.4,F22G12.4,F22G12.4,WBGene00009064,Public name for WBGene00009064. History: N.A.
F22G12.5,F22G12.5,F22G12.5,WBGene00009065,Public name for WBGene00009065. History: N.A.
F23B12.7,F23B12.7,F23B12.7,WBGene00009084,Public name for WBGene00009084. History: N.A.
F23D12.2,F23D12.2,F23D12.2,WBGene00009086,"Public name for WBGene00009086. History: Split into fbxa-179(WBGene00045292), F23D12.10(WBGene00045291). History of WBGene00009086: Split into ""WBGene00045291"" on 2007-02-26; Split into ""WBGene00045292"" on 2007-02-26"
F23F1.5,F23F1.5,F23F1.5,WBGene00017746,Public name for WBGene00017746. History: N.A.
F23F1.9,F23F1.9,F23F1.9,WBGene00017749,Sequence name for WBGene00017749(rpoa-49). History: N.A.
F23H11.4,F23H11.4,F23H11.4,WBGene00017760,Public name for WBGene00017760. History: N.A.
F25B3.6,F25B3.6,F25B3.6,WBGene00009103,Sequence name for WBGene00009103(rtfo-1). History: N.A.
F25B4.6,F25B4.6,F25B4.6,WBGene00017769,Sequence name for WBGene00017769(hmgs-1). History: Renamed on 2005-03-17
F25B4.7,F25B4.7,F25B4.7,WBGene00017770,Public name for WBGene00017770. History: N.A.
F25B5.2,F25B5.2,F25B5.2,WBGene00017774,Sequence name for WBGene00017774(nop-1). History: N.A.
F25D7.4,F25D7.4,F25D7.4,WBGene00009113,Sequence name for WBGene00009113(maph-1.2). History: N.A.
F25E5.1,F25E5.1,F25E5.1,WBGene00017782,Public name for WBGene00017782. History: N.A.
F25G6.8,F25G6.8,F25G6.8,WBGene00017799,Public name for WBGene00017799. History: N.A.
F25G6.9,F25G6.9,F25G6.9,WBGene00017800,Public name for WBGene00017800. History: N.A.
F25H2.12,F25H2.12,F25H2.12,WBGene00009123,Public name for WBGene00009123. History: N.A.
F25H2.4,F25H2.4,F25H2.4,WBGene00009118,Public name for WBGene00009118. History: N.A.
F25H5.5,F25H5.5,F25H5.5,WBGene00009127,Sequence name for WBGene00009127(clsp-1). History: N.A.
F25H5.6,F25H5.6,F25H5.6,WBGene00009128,Sequence name for WBGene00009128(mrpl-54). History: N.A.
F25H8.1,F25H8.1,F25H8.1,WBGene00009131,Public name for WBGene00009131. History: N.A.
F25H8.2,F25H8.2,F25H8.2,WBGene00009132,Public name for WBGene00009132. History: N.A.
F26A1.1,F26A1.1,F26A1.1,WBGene00017801,Public name for WBGene00017801. History: N.A.
F26A1.13,F26A1.13,F26A1.13,WBGene00017811,Sequence name for WBGene00017811(nonu-1). History: N.A.
F26A1.14,F26A1.14,F26A1.14,WBGene00017811,"Public name for Dead gene WBGene00017812. History of WBGene00017812: Merged into ""WBGene00017811"" on 2018-11-14"
F26A3.1,F26A3.1,F26A3.1,WBGene00009140,Public name for WBGene00009140. History: N.A.
F26A3.7,F26A3.7,F26A3.7,WBGene00009145,Public name for WBGene00009145. History: N.A.
F26B1.2,F26B1.2,F26B1.2,WBGene00017816,Sequence name for WBGene00017816(hrpk-1). History: N.A.
F26E4.4,F26E4.4,F26E4.4,WBGene00009159,Public name for WBGene00009159. History: N.A.
F26F4.5,F26F4.5,F26F4.5,WBGene00017827,Public name for WBGene00017827. History: N.A.
F26G5.1,F26G5.1,F26G5.1,WBGene00017843,Public name for WBGene00017843. History: N.A.
F26H11.6,F26H11.6,F26H11.6,WBGene00194892,Sequence name for WBGene00194892(dsb-2). History: N.A.
F26H9.2,F26H9.2,F26H9.2,WBGene00009174,Public name for WBGene00009174. History: N.A.
F26H9.4,F26H9.4,F26H9.4,WBGene00009176,Sequence name for WBGene00009176(nmat-2). History: N.A.
F27B3.7,F27B3.7,F27B3.7,WBGene00017849,Public name for WBGene00017849. History: N.A.
F27C1.6,F27C1.6,F27C1.6,WBGene00017855,Public name for WBGene00017855. History: N.A.
F27C8.6,F27C8.6,F27C8.6,WBGene00009186,Sequence name for WBGene00009186(trcs-1). History: N.A.
F27D4.7,F27D4.7,F27D4.7,WBGene00009191,Public name for WBGene00009191. History: N.A.
F27D4.8,F27D4.8,F27D4.8,WBGene00077543,Public name for WBGene00077543. History: N.A.
F28B3.1,F28B3.1,F28B3.1,WBGene00017885,"Public name for Dead gene WBGene00017882. History of WBGene00017882: Merged into ""WBGene00017885"" on 2014-05-28"
F28B3.10,F28B3.10,F28B3.10,WBGene00017889,Public name for WBGene00017889. History: N.A.
F28B3.5,F28B3.5,F28B3.5,WBGene00017886,Sequence name for WBGene00017886(mfsd-13.1). History: N.A.
F28C1.3,F28C1.3,F28C1.3,WBGene00009201,Public name for WBGene00009201. History: N.A.
F28C6.1,F28C6.1,F28C6.1,WBGene00009202,Sequence name for WBGene00009202(aptf-4). History: N.A.
F28C6.2,F28C6.2,F28C6.2,WBGene00009203,Sequence name for WBGene00009203(aptf-3). History: N.A.
F28D1.1,F28D1.1,F28D1.1,WBGene00009211,Sequence name for WBGene00009211(wdr-46). History: N.A.
F28D9.4,F28D9.4,F28D9.4,WBGene00009220,"Public name for WBGene00009220. History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
F28F8.5,F28F8.5,F28F8.5,WBGene00009223,Sequence name for WBGene00009223(mdt-28). History: N.A.
F29A7.6,F29A7.6,F29A7.6,WBGene00017916,Public name for WBGene00017916. History: N.A.
F29B9.1,F29B9.1,F29B9.1,WBGene00017919,Public name for WBGene00017919. History: N.A.
F29B9.2,F29B9.2,F29B9.2,WBGene00017920,Sequence name for WBGene00017920(jmjd-1.2). History: N.A.
F29B9.5,F29B9.5,F29B9.5,WBGene00017921,Public name for WBGene00017921. History: N.A.
F29C4.7,F29C4.7,F29C4.7,WBGene00017929,Sequence name for WBGene00017929(grld-1). History: N.A.
F29G9.2,F29G9.2,F29G9.2,WBGene00017931,Sequence name for WBGene00017931(picc-1). History: N.A.
F30A10.3,F30A10.3,F30A10.3,WBGene00009262,Public name for WBGene00009262. History: N.A.
F30B5.4,F30B5.4,F30B5.4,WBGene00017934,Public name for WBGene00017934. History: N.A.
F30F8.3,F30F8.3,F30F8.3,WBGene00009272,Sequence name for WBGene00009272(gras-1). History: N.A.
F30F8.9,F30F8.9,F30F8.9,WBGene00009276,Public name for WBGene00009276. History: N.A.
F31A3.5,F31A3.5,F31A3.5,WBGene00017939,Public name for WBGene00017939. History: N.A.
F31C3.2,F31C3.2,F31C3.2,WBGene00009284,Sequence name for WBGene00009284(gldr-2). History: N.A.
F31C3.3,F31C3.3,F31C3.3,WBGene00009285,Public name for WBGene00009285. History: N.A.
F31C3.4,F31C3.4,F31C3.4,WBGene00009286,Sequence name for WBGene00009286(zipt-1). History: N.A.
F31C3.5,F31C3.5,F31C3.5,WBGene00009287,Sequence name for WBGene00009287(psf-2). History: N.A.
F31E3.4,F31E3.4,F31E3.4,WBGene00017951,Sequence name for WBGene00017951(panl-2). History: N.A.
F31F6.1,F31F6.1,F31F6.1,WBGene00009300,Public name for WBGene00009300. History: N.A.
F31F6.2,F31F6.2,F31F6.2,WBGene00009301,Public name for WBGene00009301. History: N.A.
F32A7.5,F32A7.5,F32A7.5,WBGene00009306,Sequence name for WBGene00009306(maph-1.1). History: N.A.
F32B6.3,F32B6.3,F32B6.3,WBGene00009320,Sequence name for WBGene00009320(prp-18). History: N.A.
F32D1.5,F32D1.5,F32D1.5,WBGene00017984,Sequence name for WBGene00017984(gmpr-1). History: N.A.
F32D1.6,F32D1.6,F32D1.6,WBGene00017985,Sequence name for WBGene00017985(neg-1). History: N.A.
F32D1.7,F32D1.7,F32D1.7,WBGene00017986,Public name for WBGene00017986. History: N.A.
F32D8.4,F32D8.4,F32D8.4,WBGene00009329,Public name for WBGene00009329. History: N.A.
F32E10.5,F32E10.5,F32E10.5,WBGene00017992,Public name for WBGene00017992. History: N.A.
F33D11.10,F33D11.10,F33D11.10,WBGene00018007,Public name for WBGene00018007. History: N.A.
F33D11.9,F33D11.9,F33D11.9,WBGene00018006,Sequence name for WBGene00018006(gpaa-1). History: Renamed on 2018-12-11
F33D4.5,F33D4.5,F33D4.5,WBGene00017997,Sequence name for WBGene00017997(mrpl-1). History: N.A.
F33D4.7,F33D4.7,F33D4.7,WBGene00017999,Sequence name for WBGene00017999(emc-6). History: N.A.
F33D4.8,F33D4.8,F33D4.8,WBGene00023487,Sequence name for WBGene00023487(mrps-24). History: N.A.
F33E11.2,F33E11.2,F33E11.2,WBGene00018010,Public name for WBGene00018010. History: N.A.
F33G12.2,F33G12.2,F33G12.2,WBGene00018014,Sequence name for WBGene00018014(wdr-83). History: N.A.
F33G12.3,F33G12.3,F33G12.3,WBGene00018015,Public name for WBGene00018015. History: N.A.
F33G12.6,F33G12.6,F33G12.6,WBGene00018018,Public name for WBGene00018018. History: N.A.
F33G12.7,F33G12.7,F33G12.7,WBGene00044666,Public name for WBGene00044666. History: N.A.
F33H1.4,F33H1.4,F33H1.4,WBGene00009365,Public name for WBGene00009365. History: N.A.
F33H2.3,F33H2.3,F33H2.3,WBGene00009367,Public name for WBGene00009367. History: N.A.
F33H2.5,F33H2.5,F33H2.5,WBGene00009368,Sequence name for WBGene00009368(pole-1). History: N.A.
F33H2.6,F33H2.6,F33H2.6,WBGene00009369,Public name for WBGene00009369. History: N.A.
F34D10.2,F34D10.2,F34D10.2,WBGene00009372,"Sequence name for WBGene00009372(evl-18). History: Split into F34D10.9(WBGene00045484). History of WBGene00009372: Split into ""WBGene00045484"" on 2007-07-16; Renamed on 2012-08-30"
F34D10.4,F34D10.4,F34D10.4,WBGene00009374,Public name for WBGene00009374. History: N.A.
F35D11.4,F35D11.4,F35D11.4,WBGene00018045,Public name for WBGene00018045. History: N.A.
F35D11.5,F35D11.5,F35D11.5,WBGene00018046,Sequence name for WBGene00018046(coa-3). History: N.A.
F35F11.1,F35F11.1,F35F11.1,WBGene00018064,Sequence name for WBGene00018064(cdc-73). History: N.A.
F35G12.11,F35G12.11,F35G12.11,WBGene00009444,Sequence name for WBGene00009444(erh-2). History: N.A.
F35G12.12,F35G12.12,F35G12.12,WBGene00009445,Public name for WBGene00009445. History: N.A.
F35G12.4,F35G12.4,F35G12.4,WBGene00009441,Sequence name for WBGene00009441(wdr-48). History: N.A.
F35G2.1,F35G2.1,F35G2.1,WBGene00009435,Public name for WBGene00009435. History: N.A.
F35H12.4,F35H12.4,F35H12.4,WBGene00018076,Sequence name for WBGene00018076(pifk-1). History: N.A.
F36A2.13,F36A2.13,F36A2.13,WBGene00009460,Sequence name for WBGene00009460(ubr-5). History: Renamed on 2016-11-04
F36A2.2,F36A2.2,F36A2.2,WBGene00009452,Public name for WBGene00009452. History: N.A.
F36A2.9,F36A2.9,F36A2.9,WBGene00009456,Public name for WBGene00009456. History: N.A.
F36D3.1,F36D3.1,F36D3.1,WBGene00009469,Public name for WBGene00009469. History: N.A.
F36D4.2,F36D4.2,F36D4.2,WBGene00018088,Sequence name for WBGene00018088(trpp-4). History: N.A.
F36D4.5,F36D4.5,F36D4.5,WBGene00018090,Public name for WBGene00018090. History: N.A.
F36H12.2,F36H12.2,F36H12.2,WBGene00018118,Public name for WBGene00018118. History: N.A.
F37A4.2,F37A4.2,F37A4.2,WBGene00018132,Public name for WBGene00018132. History: N.A.
F37C12.1,F37C12.1,F37C12.1,WBGene00018149,Sequence name for WBGene00018149(yju-2). History: N.A.
F37C4.5,F37C4.5,F37C4.5,WBGene00018145,Public name for WBGene00018145. History: N.A.
F37D6.2,F37D6.2,F37D6.2,WBGene00009508,Sequence name for WBGene00009508(row-1). History: N.A.
F37F2.2,F37F2.2,F37F2.2,WBGene00018159,Public name for WBGene00018159. History: N.A.
F38A1.8,F38A1.8,F38A1.8,WBGene00009521,Public name for WBGene00009521. History: N.A.
F38A5.1,F38A5.1,F38A5.1,WBGene00018160,Sequence name for WBGene00018160(odr-8). History: Renamed on 2013-08-29
F38A5.7,F38A5.7,F38A5.7,WBGene00018164,Sequence name for WBGene00018164(sup-36). History: N.A.
F38H4.10,F38H4.10,F38H4.10,WBGene00009551,Sequence name for WBGene00009551(mob-1). History: N.A.
F39B2.1,F39B2.1,F39B2.1,WBGene00009553,Sequence name for WBGene00009553(hinf-1). History: N.A.
F40E3.2,F40E3.2,F40E3.2,WBGene00018230,Sequence name for WBGene00018230(mage-1). History: N.A.
F40F11.2,F40F11.2,F40F11.2,WBGene00009587,Sequence name for WBGene00009587(mig-38). History: N.A.
F40F8.11,F40F8.11,F40F8.11,WBGene00044916,Public name for WBGene00044916. History: N.A.
F40F9.7,F40F9.7,F40F9.7,WBGene00009584,Sequence name for WBGene00009584(drap-1). History: N.A.
F40G12.11,F40G12.11,F40G12.11,WBGene00009606,Public name for WBGene00009606. History: N.A.
F41E6.9,F41E6.9,F41E6.9,WBGene00018290,Sequence name for WBGene00018290(vps-60). History: N.A.
F41G3.6,F41G3.6,F41G3.6,WBGene00018302,Public name for WBGene00018302. History: N.A.
F41H10.3,F41H10.3,F41H10.3,WBGene00018316,Public name for WBGene00018316. History: N.A.
F42A6.5,F42A6.5,F42A6.5,WBGene00018327,Public name for WBGene00018327. History: N.A.
F42A8.3,F42A8.3,F42A8.3,WBGene00009627,Sequence name for WBGene00009627(cup-15). History: N.A.
F42A9.6,F42A9.6,F42A9.6,WBGene00018335,Public name for WBGene00018335. History: N.A.
F42C5.9,F42C5.9,F42C5.9,WBGene00018349,Public name for WBGene00018349. History: N.A.
F42G9.6,F42G9.6,F42G9.6,WBGene00018364,Sequence name for WBGene00018364(dagl-2). History: Renamed on 2016-01-06
F43C1.3,F43C1.3,F43C1.3,WBGene00009648,"Sequence name for WBGene00009648(zhit-2). History: Split into mrpl-21(WBGene00023422). History of WBGene00009648: Split into ""WBGene00023423"" on 2004-07-09"
F43C1.6,F43C1.6,F43C1.6,WBGene00023422,Sequence name for WBGene00023422(mrpl-21). History: N.A.
F43G6.7,F43G6.7,F43G6.7,WBGene00009659,Public name for WBGene00009659. History: N.A.
F43G9.12,F43G9.12,F43G9.12,WBGene00009672,Sequence name for WBGene00009672(mog-7). History: N.A.
F43G9.13,F43G9.13,F43G9.13,WBGene00009673,Public name for WBGene00009673. History: N.A.
F43G9.3,F43G9.3,F43G9.3,WBGene00009666,Sequence name for WBGene00009666(slc-25A42). History: N.A.
F44B9.5,F44B9.5,F44B9.5,WBGene00018408,Public name for WBGene00018408. History: N.A.
F44B9.8,F44B9.8,F44B9.8,WBGene00018409,Public name for WBGene00018409. History: N.A.
F44E2.8,F44E2.8,F44E2.8,WBGene00018421,Public name for WBGene00018421. History: N.A.
F44E2.9,F44E2.9,F44E2.9,WBGene00018422,Public name for WBGene00018422. History: N.A.
F44E7.9,F44E7.9,F44E7.9,WBGene00018431,Public name for WBGene00018431. History: N.A.
F44G4.1,F44G4.1,F44G4.1,WBGene00009711,Public name for WBGene00009711. History: N.A.
F45C12.15,F45C12.15,F45C12.15,WBGene00018446,Sequence name for WBGene00018446(ceh-83). History: N.A.
F45F2.10,F45F2.10,F45F2.10,WBGene00018482,Public name for WBGene00018482. History: N.A.
F45G2.7,F45G2.7,F45G2.7,WBGene00009733,Public name for WBGene00009733. History: N.A.
F45G2.8,F45G2.8,F45G2.8,WBGene00009734,Public name for WBGene00009734. History: N.A.
F45H10.3,F45H10.3,F45H10.3,WBGene00009740,Public name for WBGene00009740. History: N.A.
