Gene name,Sample 1,Sample 2,log2FoldChange,adjusted p-value,Input,Suggested Match,History
WBGene00015376,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.998742660008578,0.0002859649477376,WBGene00015376,WBGene00015376,History: N.A.
WBGene00007750,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.995739752028224,1.36079197401706e-07,WBGene00007750,WBGene00007750,History: N.A.
WBGene00009789,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.995059851231304,0.0241236492298797,WBGene00009789,WBGene00009789,History: N.A.
WBGene00000282,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.994115851133036,3.31508190270344e-21,WBGene00000282,WBGene00000282,History: N.A.
WBGene00010473,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.993486317566837,0.0499144095926505,WBGene00010473,WBGene00010473,History: Renamed on 2012-02-10
WBGene00022834,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.992784193846813,0.0012727951220555,WBGene00022834,WBGene00022834,History: N.A.
WBGene00012118,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.989764999465847,1.61555058698263e-08,WBGene00012118,WBGene00012118,History: N.A.
WBGene00009621,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.988994490146136,1.85876921665161e-20,WBGene00009621,WBGene00009621,History: N.A.
WBGene00009110,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.988598038891147,0.0007264620455516,WBGene00009110,WBGene00009110,History: N.A.
WBGene00007736,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.987673212301419,4.364876889678291e-09,WBGene00007736,WBGene00007736,History: N.A.
WBGene00019837,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.986962785156803,0.0126395305848349,WBGene00019837,WBGene00019837,History: N.A.
WBGene00008333,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.986476697048894,5.70042257709916e-06,WBGene00008333,WBGene00008333,History: N.A.
WBGene00007247,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.983574936439064,0.007054001571565,WBGene00007247,WBGene00007247,History: N.A.
WBGene00020134,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.982157138132117,2.97392771473056e-07,WBGene00020134,WBGene00020134,History: N.A.
WBGene00013264,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.979607559315336,0.0022653519312618,WBGene00013264,WBGene00013264,History: N.A.
WBGene00013568,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.978287076506361,3.30484683534938e-08,WBGene00013568,WBGene00013568,History: N.A.
WBGene00012352,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.977186670799987,4.65138243002477e-09,WBGene00012352,WBGene00012352,History: N.A.
WBGene00016097,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.976743847298198,7.13283791487302e-05,WBGene00016097,WBGene00016097,History: N.A.
WBGene00018510,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.976583602704905,1.04576382578748e-10,WBGene00018510,WBGene00018510,History: N.A.
WBGene00020156,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.976333314267465,2.26425920183423e-08,WBGene00020156,WBGene00020156,History: N.A.
WBGene00008360,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.975359917500755,0.0014456174021114,WBGene00008360,WBGene00008360,History: N.A.
WBGene00011385,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.97504914175209,0.0328674574942775,WBGene00011385,WBGene00006876,"History: Merged into ""WBGene00006876"" on 2019-11-21"
WBGene00015566,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.974396180935992,0.0080988952869386,WBGene00015566,WBGene00015566,History: N.A.
WBGene00020559,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.974326824678026,8.41799373650103e-05,WBGene00020559,WBGene00020559,History: N.A.
WBGene00001724,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.973789394327549,3.3905659575632795e-11,WBGene00001724,WBGene00001724,History: N.A.
WBGene00022283,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.971409127984752,4.44551409466061e-07,WBGene00022283,WBGene00022283,History: N.A.
WBGene00235383,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.971156661564012,0.0022844937834342,WBGene00235383,WBGene00235383,History: N.A.
WBGene00019832,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.970284833207982,0.0001792318854842,WBGene00019832,WBGene00019832,History: N.A.
WBGene00010902,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.970211296052635,2.9111918363661696e-11,WBGene00010902,WBGene00010902,History: N.A.
WBGene00014206,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.967868226377865,0.0003133323260951,WBGene00014206,WBGene00014206,History: N.A.
WBGene00013321,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.967236859184783,1.95397698884385e-14,WBGene00013321,WBGene00013321,History: N.A.
WBGene00012252,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.965198027153145,5.77663770548086e-13,WBGene00012252,WBGene00012252,History: N.A.
WBGene00004048,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.964694597837223,4.13568528903615e-07,WBGene00004048,WBGene00004048,History: N.A.
WBGene00000908,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.964227931119155,2.9170785418196e-08,WBGene00000908,WBGene00000908,History: Renamed on 2007-10-19
WBGene00018591,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.963275877709562,2.77100094600137e-05,WBGene00018591,WBGene00018591,History: N.A.
WBGene00017879,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.962887152713938,0.027642150460647,WBGene00017879,WBGene00017879,History: N.A.
WBGene00021151,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.961457717943996,0.0124649652691094,WBGene00021151,WBGene00021151,History: N.A.
WBGene00004998,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.961378069846308,9.648312388658452e-14,WBGene00004998,WBGene00004998,History: N.A.
WBGene00000674,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.96126361001691,1.59657376176926e-09,WBGene00000674,WBGene00000674,History: N.A.
WBGene00013312,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.959339994407454,5.06631476000671e-05,WBGene00013312,WBGene00013312,History: N.A.
WBGene00019092,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.957868937886269,7.65977756472821e-06,WBGene00019092,WBGene00019092,History: N.A.
WBGene00007252,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.957100196381973,3.39035406569797e-06,WBGene00007252,WBGene00007252,History: N.A.
WBGene00010887,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.957071816398656,1.61775936182276e-07,WBGene00010887,WBGene00010887,History: N.A.
WBGene00013079,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.95665114760398,0.0006848613897788,WBGene00013079,WBGene00013079,History: N.A.
WBGene00012968,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.956108834342547,1.07334079467727e-10,WBGene00012968,WBGene00012968,History: N.A.
WBGene00185014,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.953701534972484,7.20023546110053e-05,WBGene00185014,WBGene00185014,History: N.A.
WBGene00044303,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.953323660542622,0.0006848613897788,WBGene00044303,WBGene00044303,History: N.A.
WBGene00003566,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.953009389794767,7.584701568374069e-11,WBGene00003566,WBGene00003566,History: N.A.
WBGene00017715,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.952697808456932,0.0227310248523406,WBGene00017715,WBGene00017715,History: N.A.
WBGene00018127,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.952659690112766,0.0023715458357098,WBGene00018127,WBGene00018127,History: N.A.
WBGene00219449,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.951533594954191,0.0260119861369269,WBGene00219449,WBGene00219449,History: N.A.
WBGene00015139,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.951516967163657,0.0434360398910941,WBGene00015139,WBGene00015139,History: N.A.
WBGene00010742,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.951325455755444,6.71551639511718e-13,WBGene00010742,WBGene00010742,History: N.A.
WBGene00003072,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.950897212153428,4.63412961426574e-05,WBGene00003072,WBGene00003072,History: Renamed on 2008-05-09
WBGene00015790,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.95037415359872,0.0204553931358018,WBGene00015790,WBGene00015790,History: N.A.
WBGene00004120,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.949325671764358,1.91470497022691e-09,WBGene00004120,WBGene00004120,History: N.A.
WBGene00021608,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.948519278393761,0.0211076317473971,WBGene00021608,WBGene00021608,History: N.A.
WBGene00008746,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.948352744961275,0.0333234332021317,WBGene00008746,WBGene00008746,History: N.A.
WBGene00017212,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.948298409356886,0.0069497671164018,WBGene00017212,WBGene00017212,History: N.A.
WBGene00020890,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.948175043149225,0.0127018688526353,WBGene00020890,WBGene00020890,History: N.A.
WBGene00017126,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.947583424235775,5.76561639494664e-05,WBGene00017126,WBGene00017126,History: N.A.
WBGene00043994,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.94624227647434,0.0011327149012261,WBGene00043994,WBGene00043994,History: N.A.
WBGene00000444,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.945820407348003,0.0086657127581896,WBGene00000444,WBGene00000444,History: N.A.
WBGene00017039,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.944568694015964,0.0003735256912661,WBGene00017039,WBGene00017039,History: N.A.
WBGene00009722,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.943404463559816,4.21041802473278e-08,WBGene00009722,WBGene00009722,History: N.A.
WBGene00007049,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.943234952962808,0.0024177388333971,WBGene00007049,WBGene00007049,History: N.A.
WBGene00003111,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.943046299786126,3.89278409243639e-08,WBGene00003111,WBGene00003111,History: N.A.
WBGene00001439,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.943016984456923,1.50596863369598e-07,WBGene00001439,WBGene00001439,History: N.A.
WBGene00001242,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.942975928327044,6.3986409939688e-10,WBGene00001242,WBGene00001242,History: N.A.
WBGene00002206,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.942893325998596,0.0014132064551001,WBGene00002206,WBGene00002206,History: N.A.
WBGene00000958,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.942222346873227,1.95136448235623e-07,WBGene00000958,WBGene00000958,"History: Split into C09E10.3(WBGene00303038). History of WBGene00000958: Split into ""WBGene00303038"" on 2018-03-02"
WBGene00004776,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.941902241647569,0.0196770666911191,WBGene00004776,WBGene00004776,History: N.A.
WBGene00000901,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.941760394186909,3.28012335827142e-09,WBGene00000901,WBGene00000901,History: N.A.
WBGene00045048,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.94159412940901,0.0437758634411374,WBGene00045048,WBGene00045048,History: N.A.
WBGene00016029,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.938852019664055,0.0015417739251124,WBGene00016029,WBGene00016029,History: N.A.
WBGene00011050,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.938248198173566,9.31251038093479e-12,WBGene00011050,WBGene00011050,History: N.A.
WBGene00018425,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.938247332020328,0.0169604578950941,WBGene00018425,WBGene00018425,History: N.A.
WBGene00219641,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.937664231876497,0.0295411650095656,WBGene00219641,WBGene00219641,History: N.A.
WBGene00016847,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.936434559470099,0.0256432182427191,WBGene00016847,WBGene00016847,History: N.A.
WBGene00044191,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.935827325200009,3.0822499695681797e-12,WBGene00044191,WBGene00044191,History: N.A.
WBGene00012228,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.935518143066933,0.042788590402665,WBGene00012228,WBGene00012228,History: N.A.
WBGene00018841,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.933209226461837,0.0003178286100835,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00050943,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.93021854422781,2.35391748142649e-06,WBGene00050943,WBGene00050943,History: N.A.
WBGene00001538,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.929798752041775,3.4388227029466197e-12,WBGene00001538,WBGene00001538,History: N.A.
WBGene00003664,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.929633020823456,0.0464895415996088,WBGene00003664,WBGene00003664,History: N.A.
WBGene00006498,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.927417234685853,4.25380221623328e-09,WBGene00006498,WBGene00006498,History: Renamed on 2005-07-26; Renamed on 2010-08-17
WBGene00009193,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.927081815428252,0.0119408210632103,WBGene00009193,WBGene00009193,History: N.A.
WBGene00013711,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.926321177872701,0.0161203499622778,WBGene00013711,WBGene00013711,History: N.A.
WBGene00018720,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.926251652256741,0.0007329024361354,WBGene00018720,WBGene00018720,History: N.A.
WBGene00009288,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.926170331633151,3.55058231579602e-07,WBGene00009288,WBGene00009288,History: N.A.
WBGene00004764,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.925805922318597,0.0450960804609618,WBGene00004764,WBGene00004764,History: N.A.
WBGene00010463,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.925540405140258,0.0308516544806637,WBGene00010463,WBGene00010463,History: N.A.
WBGene00013367,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.925166670696713,0.0122551962548484,WBGene00013367,WBGene00013367,History: N.A.
WBGene00020445,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.922672719037555,0.0418078975396214,WBGene00020445,WBGene00020445,History: N.A.
WBGene00044272,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.920813791688218,0.0076625758096529,WBGene00044272,WBGene00044272,History: N.A.
WBGene00002109,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.920650379519472,0.0469891968109551,WBGene00002109,WBGene00002109,History: N.A.
WBGene00010092,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.920535881546594,5.44646050129676e-05,WBGene00010092,WBGene00010092,History: N.A.
WBGene00020396,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.919412843680626,5.7741369791343e-08,WBGene00020396,WBGene00020396,History: N.A.
WBGene00012429,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.918223059463655,1.13793669657065e-08,WBGene00012429,WBGene00012429,History: N.A.
WBGene00007396,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.917826700743078,1.38553149629535e-06,WBGene00007396,WBGene00007396,History: Renamed on 2019-07-02
WBGene00012198,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.91780915315311,0.0009090060263051,WBGene00012198,WBGene00012198,History: Renamed on 2022-10-03
WBGene00001073,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.917745030043091,4.01586234890429e-12,WBGene00001073,WBGene00001073,History: N.A.
WBGene00019536,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.91526627135771,0.0209213482077181,WBGene00019536,WBGene00019536,History: N.A.
WBGene00000898,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.914424307149741,4.78155172330154e-07,WBGene00000898,WBGene00000898,History: N.A.
WBGene00006831,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.914333308318111,4.290696764826591e-09,WBGene00006831,WBGene00006831,History: N.A.
WBGene00016018,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.914240874961934,1.98428254868199e-12,WBGene00016018,WBGene00016018,History: N.A.
WBGene00013499,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.912533212457937,0.0005313441205767,WBGene00013499,WBGene00013499,History: N.A.
WBGene00004121,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.912467278938814,5.14526008167739e-10,WBGene00004121,WBGene00004121,History: Renamed on 2012-12-21
WBGene00018000,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.911766553967232,0.0416761139375897,WBGene00018000,WBGene00018000,History: N.A.
WBGene00004106,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.910770592413882,0.0164259820839329,WBGene00004106,WBGene00004106,History: N.A.
WBGene00013074,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.910124130153972,0.00436957861852,WBGene00013074,WBGene00013074,History: N.A.
WBGene00018311,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.909816659824383,0.0023011319262835,WBGene00018311,WBGene00018311,History: N.A.
WBGene00010528,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.907800934556759,0.0035501331516827,WBGene00010528,WBGene00010528,History: N.A.
WBGene00021630,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.90746575300742,0.02350138856027,WBGene00021630,WBGene00021630,History: N.A.
WBGene00019973,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.907238329517236,2.5705725306465798e-11,WBGene00019973,WBGene00019973,History: N.A.
WBGene00017633,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.903850051941086,0.0402554203331851,WBGene00017633,WBGene00017633,History: N.A.
WBGene00005078,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.901698222277802,6.44264037541727e-06,WBGene00005078,WBGene00005078,History: N.A.
WBGene00020009,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.901521186322012,7.81301174113847e-11,WBGene00020009,WBGene00021052,"History: Merged into ""WBGene00021052"" on 2019-11-21"
WBGene00013146,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.901497155974459,0.0114332219771018,WBGene00013146,WBGene00013146,History: N.A.
WBGene00021893,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.900572992461934,5.25249292989205e-05,WBGene00021893,WBGene00021893,History: N.A.
WBGene00019961,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.900570910165636,0.0114833482309058,WBGene00019961,WBGene00019961,History: N.A.
WBGene00004210,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.900457899305593,1.14115943009044e-10,WBGene00004210,WBGene00004210,History: N.A.
WBGene00009500,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.900302569348152,2.6972480122846e-06,WBGene00009500,WBGene00009500,"History: Split into ""WBGene00044404"" on 2005-05-27"
WBGene00008848,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.898169248320019,2.06304707695108e-07,WBGene00008848,WBGene00008848,History: N.A.
WBGene00009710,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.897789675274404,0.0023463694940219,WBGene00009710,WBGene00009710,History: N.A.
WBGene00003165,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.897375433500868,1.99551322552674e-06,WBGene00003165,WBGene00003165,History: N.A.
WBGene00003883,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.895897747393001,5.84086308117517e-05,WBGene00003883,WBGene00003883,History: Renamed on 2023-05-05
WBGene00014665,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.895893120448519,4.50162849320478e-08,WBGene00014665,WBGene00014665,History: N.A.
WBGene00012236,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.893758003058872,0.0032206287756275,WBGene00012236,WBGene00012236,History: N.A.
WBGene00010269,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.89352074268026,6.15476802943385e-05,WBGene00010269,WBGene00010269,History: N.A.
WBGene00009100,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.8932388070917,0.0001574635842752,WBGene00009100,WBGene00009100,History: N.A.
WBGene00012379,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.893166028197455,3.88689014495847e-06,WBGene00012379,WBGene00012379,History: N.A.
WBGene00011372,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.892133983586672,0.0250326264945375,WBGene00011372,WBGene00011372,History: N.A.
WBGene00006949,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.891907097594185,0.0061204359006848,WBGene00006949,WBGene00006949,History: N.A.
WBGene00022817,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.891734068917708,3.88689014495847e-06,WBGene00022817,WBGene00022817,History: N.A.
WBGene00009507,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.891127371296363,2.96480139270441e-10,WBGene00009507,WBGene00009507,History: Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00006468,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.890148919872237,1.4156976670144e-06,WBGene00006468,WBGene00006468,History: Renamed on 2006-03-17
WBGene00006750,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.890068595073062,1.74132395249954e-06,WBGene00006750,WBGene00006750,History: N.A.
WBGene00007245,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.889053474206697,0.0341758418915501,WBGene00007245,WBGene00007245,History: N.A.
WBGene00017577,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.888792462347133,1.13296895028033e-05,WBGene00017577,WBGene00017577,History: N.A.
WBGene00016064,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.888618732652127,7.97009470718707e-05,WBGene00016064,WBGene00016064,History: N.A.
WBGene00007987,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.88834064709232,9.19881349026991e-08,WBGene00007987,WBGene00007987,History: N.A.
WBGene00007053,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.886854232334808,5.94082758425634e-07,WBGene00007053,WBGene00007053,History: N.A.
WBGene00008084,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.886753209601207,0.0148915248689882,WBGene00008084,WBGene00008084,History: N.A.
WBGene00002127,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.88599126046288,1.09017346492013e-08,WBGene00002127,WBGene00002127,History: N.A.
WBGene00003736,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.885687850899162,2.2908613744710702e-09,WBGene00003736,WBGene00003736,History: N.A.
WBGene00012811,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.885171351798445,0.0009561257374964,WBGene00012811,WBGene00012811,History: N.A.
WBGene00020592,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.884785193997566,1.85422020727445e-11,WBGene00020592,WBGene00020592,History: N.A.
WBGene00008820,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.884157879329343,1.3474804782833e-06,WBGene00008820,WBGene00008820,History: N.A.
WBGene00009953,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.883881246689076,0.0076053125546267,WBGene00009953,WBGene00009953,History: N.A.
WBGene00004007,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.883545841456453,5.87971281188763e-07,WBGene00004007,WBGene00004007,History: N.A.
WBGene00012423,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.8833011227882,7.64705098403966e-08,WBGene00012423,WBGene00012423,History: N.A.
WBGene00015196,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.882991256258393,5.18323622763913e-05,WBGene00015196,WBGene00015196,History: N.A.
WBGene00012547,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.880771072483774,0.0036976437347946,WBGene00012547,WBGene00012547,History: N.A.
WBGene00013450,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.88044769822114,0.0047295507884501,WBGene00013450,WBGene00013450,History: N.A.
WBGene00045272,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.879343196188586,0.0173224555482121,WBGene00045272,WBGene00045272,History: N.A.
WBGene00004036,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.878946136305064,4.41563530815687e-07,WBGene00004036,WBGene00004036,History: Renamed on 2019-05-20
WBGene00021052,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.87890542586805,0.0001013909148591,WBGene00021052,WBGene00021052,History: N.A.
WBGene00004215,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.878873318283344,3.76226525603701e-07,WBGene00004215,WBGene00004215,History: Renamed on 2015-07-01
WBGene00011393,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.877870589442881,1.32799171978624e-10,WBGene00011393,WBGene00011393,History: N.A.
WBGene00020397,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.877792924094633,8.19864248763867e-09,WBGene00020397,WBGene00020397,History: N.A.
WBGene00014153,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.877747366849527,1.51352328667181e-06,WBGene00014153,WBGene00014153,History: N.A.
WBGene00019844,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.877692639286849,2.28328020866833e-08,WBGene00019844,WBGene00019844,History: N.A.
WBGene00020490,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.876960143167816,1.85520330104281e-05,WBGene00020490,WBGene00020490,History: N.A.
WBGene00006807,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.876740179253056,0.0034621160850007,WBGene00006807,WBGene00006807,History: N.A.
WBGene00015464,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.876168249874553,1.41017116069613e-08,WBGene00015464,WBGene00015464,History: Renamed on 2005-03-17
WBGene00011615,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.875649688209139,0.0129096966120852,WBGene00011615,WBGene00011615,History: N.A.
WBGene00023504,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.87504583840784,0.0117826386489056,WBGene00023504,WBGene00023504,History: N.A.
WBGene00017571,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.874830399754665,4.98533687256561e-08,WBGene00017571,WBGene00017571,History: Renamed on 2016-08-08
WBGene00022577,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.873542039824962,3.04285841512141e-06,WBGene00022577,WBGene00022577,History: N.A.
WBGene00010225,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.873165723550136,7.23129325904216e-08,WBGene00010225,WBGene00010225,History: N.A.
WBGene00008092,wild-type - 20ºC,csr-1a(cmp135) - 20ºC,-0.872443510733636,0.0263132490198137,WBGene00008092,WBGene00008092,History: Renamed on 2014-11-12
