# Supplemental Table S6.  Tiling microarray expression data for Wild Type and csr-1(tm892) adult animals,,,,,,,,,,,,,,,
# probe number - number of probes included in the gene,,,,,,,,,,,,,,,
# Intensity - Intensity value obtained by geometric average for all the probes included in each gene. NA represents the absence of detected signal for a given gene,,,,,,,,,,,,,,,
# Normalized Intensity - Intensity value divided by the total intensity for the actin genes,,,,,,,,,,,,,,,
# Ratio is calculated as: wild type/(wild type+csr-1(tm892)) using the normalized intensity value,,,,,,,,,,,,,,,
# IP enriched - genes with a two fold increase for siRNAs in the CSR-1 IP are indicated,,,,,,,,,,,,,,,
# over cut off - genes with >25 reads per million in the input sample or IP sample are indicated,,,,,,,,,,,,,,,
# >10 probes - genes with signal for at least 10 probes in wild type or csr-1(tm892) are indicated,,,,,,,,,,,,,,,
# germ line siRNAs - genes that are depleted over two fold for siRNAs in the absence of a germline are indicated,,,,,,,,,,,,,,,
Gene name,Cosmid ID,Wild Type - probe number,Wild type - intensity,Wild type - normalized intensity,csr-1(tm892) - probe number,csr-1(tm892) - intensity,csr-1(tm872) - normalized intensity,RATIO (norm),RATIO,IP enriched?,>10 probes,germ line siRNA,Input,Suggested Match,History
rskn-1,T01H8.1,86,733.3246423,0.022371126,74,445.0639648,0.010845314,0.326504405,0.377688618,yes,yes,yes,rskn-1,WBGene00011352,Public name for WBGene00011352. History: N.A.
T07C4.3,T07C4.3,86,2549.721762,0.077782942,86,2220.557261,0.054110517,0.410259291,0.465498402,yes,yes,yes,T07C4.3,WBGene00011560,Public name for WBGene00011560. History: N.A.
drp-1,T12E12.4,86,1167.29582,0.035610043,88,1239.261491,0.030198311,0.458882637,0.514951996,yes,yes,yes,drp-1,WBGene00001093,Public name for WBGene00001093. History: N.A.
T20B12.1,T20B12.1,86,517.8441444,0.015797583,81,446.7569918,0.01088657,0.407978846,0.463152048,yes,yes,yes,T20B12.1,WBGene00020600,Sequence name for WBGene00020600(trd-1). History: N.A.
T20F5.6,T20F5.6,86,475.8254581,0.014515742,87,560.8199422,0.013666055,0.484924886,0.540994965,yes,yes,yes,T20F5.6,WBGene00020628,Public name for WBGene00020628. History: N.A.
ztf-18,T24C4.7,86,295.0756497,0.009001708,72,270.2776529,0.006586123,0.422516952,0.478068584,yes,yes,yes,ztf-18,WBGene00020763,"Public name for WBGene00020763. History: Split into T24C4.10(WBGene00306002). History of WBGene00020763: Split into ""WBGene00306002"" on 2020-01-20"
T25D3.4,T25D3.4,86,595.1271555,0.018155213,94,493.6831425,0.012030066,0.398540825,0.453415203,yes,yes,yes,T25D3.4,WBGene00020798,Public name for WBGene00020798. History: N.A.
ani-3,Y43F8C.14,86,869.2685225,0.026518291,80,585.9389588,0.014278155,0.349985262,0.402649771,yes,yes,yes,ani-3,WBGene00012835,Public name for WBGene00012835. History: N.A.
spg-7,Y47G6A.10,86,1382.528797,0.042176036,83,1391.936804,0.033918702,0.445743067,0.501695463,yes,yes,yes,spg-7,WBGene00004978,Public name for WBGene00004978. History: Renamed on 2005-03-17; Renamed on 2015-03-05
Y92H12BR.3,Y92H12BR.3,86,1619.87243,0.049416546,89,1162.404255,0.028325455,0.364352019,0.417788878,yes,yes,yes,Y92H12BR.3,WBGene00022369,Public name for WBGene00022369. History: N.A.
mmcm-1,ZK1058.1,86,559.8117075,0.017077864,85,546.1561439,0.013308727,0.437980266,0.493826419,yes,yes,yes,mmcm-1,WBGene00014202,Public name for WBGene00014202. History: N.A.
glh-3,B0414.6,85,262.0157583,0.007993169,86,422.4720901,0.010294796,0.562927364,0.617209043,yes,yes,yes,glh-3,WBGene00001600,Public name for WBGene00001600. History: N.A.
clh-5,C07H4.2,85,305.9185166,0.009332486,87,342.0141096,0.008334196,0.471746549,0.527854434,yes,yes,yes,clh-5,WBGene00000532,Public name for WBGene00000532. History: N.A.
obr-4,C32F10.1,85,1111.293626,0.033901616,85,1490.849365,0.036329002,0.51728154,0.572931376,yes,yes,yes,obr-4,WBGene00016331,Public name for WBGene00016331. History: N.A.
C34B2.6,C34B2.6,85,306.7311496,0.009357276,73,345.6865368,0.008423686,0.473747474,0.529854638,yes,yes,yes,C34B2.6,WBGene00016391,Sequence name for WBGene00016391(lonp-1). History: N.A.
coq-8,C35D10.4,85,785.3790172,0.02395912,82,729.8515122,0.017785014,0.426048221,0.481676879,yes,yes,yes,coq-8,WBGene00000767,Public name for WBGene00000767. History: N.A.
C48A7.2,C48A7.2,85,1862.901962,0.056830512,84,1450.111209,0.035336295,0.383395021,0.437701613,yes,yes,yes,C48A7.2,WBGene00016739,Sequence name for WBGene00016739(pitr-1). History: Renamed on 2016-08-03
F02E8.4,F02E8.4,85,949.992371,0.028980888,75,252.232358,0.006146396,0.174974973,0.209804666,yes,yes,yes,F02E8.4,WBGene00017177,Public name for WBGene00017177. History: N.A.
F07A11.2,F07A11.2,85,1960.796263,0.059816919,82,937.3258832,0.022840748,0.276329449,0.323425251,yes,yes,yes,F07A11.2,WBGene00008546,Sequence name for WBGene00008546(gfat-1). History: N.A.
F29C12.4,F29C12.4,85,1046.96489,0.031939175,86,1007.69654,0.024555539,0.434651977,0.490444083,yes,yes,yes,F29C12.4,WBGene00009246,Sequence name for WBGene00009246(gfm-1). History: N.A.
vet-6,F44F1.7,85,194.1774634,0.005923664,18,5.481682643,0.000133578,0.022052545,0.027455204,yes,yes,yes,vet-6,WBGene00006902,Public name for WBGene00006902. History: N.A.
sel-1,F45D3.5,85,1249.86791,0.038129024,86,1189.596109,0.028988066,0.4319029,0.487646508,yes,yes,yes,sel-1,WBGene00004759,Public name for WBGene00004759. History: N.A.
F55A12.5,F55A12.5,85,1057.524007,0.032261296,87,755.0484626,0.018399013,0.363183991,0.416561807,yes,yes,yes,F55A12.5,WBGene00018864,Public name for WBGene00018864. History: N.A.
F55F8.3,F55F8.3,85,252.9402829,0.007716308,91,356.5140037,0.00868753,0.529603477,0.58497251,yes,yes,yes,F55F8.3,WBGene00018891,Public name for WBGene00018891. History: N.A.
mes-2,R06A4.7,85,814.289479,0.024841076,83,1032.312544,0.025155381,0.503143282,0.559033582,yes,yes,yes,mes-2,WBGene00003220,Public name for WBGene00003220. History: N.A.
dpf-5,R11E3.8,85,799.0018129,0.024374703,82,573.9526925,0.013986073,0.364593071,0.418042033,yes,yes,yes,dpf-5,WBGene00001058,Public name for WBGene00001058. History: N.A.
T01H3.2,T01H3.2,85,205.8261121,0.006279023,86,157.4223936,0.003836067,0.379242038,0.433373823,yes,yes,yes,T01H3.2,WBGene00011348,Public name for WBGene00011348. History: N.A.
Y71G12B.8,Y71G12B.8,85,994.9676058,0.030352923,85,877.4470964,0.021381622,0.413294871,0.468617927,yes,yes,yes,Y71G12B.8,WBGene00022148,Sequence name for WBGene00022148(ddx-27). History: Renamed on 2015-02-09
fzo-1,ZK1248.14,85,373.9002579,0.011406367,87,505.2790181,0.012312634,0.519104242,0.574716707,yes,yes,yes,fzo-1,WBGene00001509,Public name for WBGene00001509. History: N.A.
B0495.2,B0495.2,84,878.3054856,0.026793976,79,1068.003145,0.02602509,0.492721506,0.548732677,yes,yes,yes,B0495.2,WBGene00015203,Sequence name for WBGene00015203(cdk-11.1). History: N.A.
prg-2,C01G5.2,84,712.7012164,0.021741979,80,779.7966677,0.019002077,0.466376669,0.52247757,yes,yes,yes,prg-2,WBGene00004179,Public name for WBGene00004179. History: Renamed on 2007-11-05
atf-7,C07G2.2,84,687.3395109,0.020968284,84,781.0101296,0.019031647,0.475791998,0.531896565,yes,yes,yes,atf-7,WBGene00000223,"Public name for WBGene00000223. History: Split into C07G2.5(WBGene00303035). History of WBGene00000223: Split into ""WBGene00303035"" on 2018-03-02"
cgh-1,C07H6.5,84,4724.795067,0.144136691,85,3850.521294,0.093829463,0.394297515,0.449023818,yes,yes,yes,cgh-1,WBGene00000479,Public name for WBGene00000479. History: N.A.
ttll-5,C55A6.2,84,1045.483976,0.031893997,84,763.8079365,0.018612464,0.368516493,0.422158487,yes,yes,yes,ttll-5,WBGene00008331,Public name for WBGene00008331. History: N.A.
ncbp-1,F37E3.1,84,643.8615637,0.019641926,76,607.3892557,0.014800855,0.429722996,0.485425661,yes,yes,yes,ncbp-1,WBGene00018156,Public name for WBGene00018156. History: Renamed on 2015-03-05
paa-1,F48E8.5,84,3171.595969,0.096754112,84,3193.439483,0.077817701,0.445763263,0.501715899,yes,yes,yes,paa-1,WBGene00003901,Public name for WBGene00003901. History: N.A.
let-99,K08E7.3,84,1589.068065,0.048476814,79,2177.970027,0.053072751,0.522629033,0.578165119,yes,yes,yes,let-99,WBGene00002368,Public name for WBGene00002368. History: N.A.
M03F8.3,M03F8.3,84,1252.527477,0.038210158,84,1490.104704,0.036310856,0.487256602,0.543311901,yes,yes,yes,M03F8.3,WBGene00019762,Sequence name for WBGene00019762(syf-3). History: Renamed on 2005-03-17; Renamed on 2021-03-11
wapl-1,R08C7.10,84,555.2318934,0.01693815,91,405.985114,0.009893041,0.368714196,0.422365721,yes,yes,yes,wapl-1,WBGene00019953,Public name for WBGene00019953. History: N.A.
R10H10.7,R10H10.7,84,215.8409921,0.006584541,77,148.5887653,0.00362081,0.354795216,0.407729507,yes,yes,yes,R10H10.7,WBGene00011225,Public name for WBGene00011225. History: N.A.
egg-5,R12E2.10,84,1858.401909,0.056693232,84,2126.165289,0.051810374,0.477499099,0.533600058,yes,yes,yes,egg-5,WBGene00020035,Public name for WBGene00020035. History: N.A.
T04A8.7,T04A8.7,84,1642.303178,0.050100828,84,1217.319012,0.029663617,0.37189022,0.425692253,yes,yes,yes,T04A8.7,WBGene00011409,Public name for WBGene00011409. History: N.A.
T10B10.3,T10B10.3,84,180.2233061,0.005497972,32,94.44413645,0.002301414,0.295076282,0.34384904,yes,yes,yes,T10B10.3,WBGene00011680,Public name for WBGene00011680. History: N.A.
T25G3.4,T25G3.4,84,1179.30934,0.035976533,81,1350.281127,0.032903637,0.477693896,0.533794361,yes,yes,yes,T25G3.4,WBGene00012031,Sequence name for WBGene00012031(gpdh-3). History: N.A.
Y105E8A.10,Y105E8A.10,84,645.7942393,0.019700885,89,663.9489969,0.016179102,0.450922742,0.506930655,yes,yes,yes,Y105E8A.10,WBGene00013670,Sequence name for WBGene00013670(hpo-13). History: N.A.
Y105E8A.21,Y105E8A.21,84,246.3958185,0.00751666,74,229.3751425,0.005589411,0.426474958,0.482112532,yes,yes,yes,Y105E8A.21,WBGene00013679,Public name for WBGene00013679. History: N.A.
pcaf-1,Y47G6A.6,84,648.8186625,0.01979315,80,507.0179967,0.012355009,0.384314679,0.438658865,yes,yes,yes,pcaf-1,WBGene00021636,Public name for WBGene00021636. History: N.A.
wee-1.3,Y53C12A.1,84,900.2987904,0.027464914,84,935.0319018,0.022784848,0.453431959,0.509462358,yes,yes,yes,wee-1.3,WBGene00006940,Public name for WBGene00006940. History: N.A.
fbxa-1,Y54F10BM.1,84,1163.441108,0.03549245,79,1080.296357,0.026324651,0.425847385,0.481471818,yes,yes,yes,fbxa-1,WBGene00021864,Public name for WBGene00021864. History: N.A.
lin-65,Y71G12B.9,84,1110.828221,0.033887418,84,962.4746189,0.023453572,0.409019305,0.464222882,yes,yes,yes,lin-65,WBGene00022149,Public name for WBGene00022149. History: N.A.
cul-5,ZK856.1,84,494.2682776,0.015078367,75,284.216094,0.006925775,0.314748691,0.365089017,yes,yes,yes,cul-5,WBGene00000840,Public name for WBGene00000840. History: N.A.
sap-49,C08B11.5,83,350.9163589,0.01070521,84,367.441004,0.008953799,0.455455249,0.511501688,yes,yes,yes,sap-49,WBGene00004723,Public name for WBGene00004723. History: N.A.
C08B11.6,C08B11.6,83,350.9163589,0.01070521,84,367.441004,0.008953799,0.455455249,0.511501688,yes,yes,yes,C08B11.6,WBGene00007434,Sequence name for WBGene00007434(arp-6). History: N.A.
dyci-1,C17H12.1,83,445.0143094,0.013575804,86,563.5788041,0.013733283,0.502883269,0.558777168,yes,yes,yes,dyci-1,WBGene00015927,Public name for WBGene00015927. History: N.A.
pgl-3,C18G1.4,83,2452.397379,0.074813921,81,2376.042462,0.057899378,0.436274124,0.49209321,yes,yes,yes,pgl-3,WBGene00003994,Public name for WBGene00003994. History: Renamed on 2005-10-06
C34B7.2,C34B7.2,83,635.7136933,0.019393364,82,448.436522,0.010927497,0.360395336,0.41362951,yes,yes,yes,C34B7.2,WBGene00007912,Sequence name for WBGene00007912(figo-1). History: N.A.
C37H5.5,C37H5.5,83,844.207638,0.025753772,83,917.3286123,0.022353454,0.464658969,0.520754888,yes,yes,yes,C37H5.5,WBGene00016508,Public name for WBGene00016508. History: N.A.
ced-3,C48D1.2,83,322.6355126,0.009842462,75,335.6670151,0.00817953,0.453863828,0.509897807,yes,yes,yes,ced-3,WBGene00000417,Public name for WBGene00000417. History: N.A.
F01G4.4,F01G4.4,83,1866.512245,0.056940649,80,4877.836622,0.118863073,0.676112379,0.723247969,yes,yes,yes,F01G4.4,WBGene00008503,Public name for WBGene00008503. History: N.A.
pkc-3,F09E5.1,83,988.3159018,0.030150003,78,598.6677968,0.014588331,0.326081229,0.377236261,yes,yes,yes,pkc-3,WBGene00004034,Public name for WBGene00004034. History: N.A.
nol-10,F32E10.1,83,1181.524608,0.036044113,82,1190.326487,0.029005864,0.445901215,0.501855487,yes,yes,yes,nol-10,WBGene00017989,Public name for WBGene00017989. History: N.A.
F56D2.6,F56D2.6,83,649.1593628,0.019803543,83,881.6188014,0.021483278,0.520342264,0.575928519,yes,yes,yes,F56D2.6,WBGene00018967,Sequence name for WBGene00018967(ddx-15). History: N.A.
K08F4.1,K08F4.1,83,449.7358105,0.01371984,89,478.540324,0.011661066,0.459442461,0.515515057,yes,yes,yes,K08F4.1,WBGene00010676,Sequence name for WBGene00010676(ctf-18). History: N.A.
T05H10.7,T05H10.7,83,401.8197927,0.012258093,78,431.0863096,0.010504707,0.461485716,0.517568917,yes,yes,yes,T05H10.7,WBGene00011511,Sequence name for WBGene00011511(gpcp-2). History: N.A.
grs-1,T10F2.1,83,663.2045085,0.020232011,79,1094.11389,0.026661356,0.568552825,0.622604242,yes,yes,yes,grs-1,WBGene00001744,Other name for WBGene00001744(gars-1). History: Renamed on 2010-01-29
sec-5,T23G7.4,83,261.0821791,0.007964689,84,299.1012405,0.007288496,0.477834378,0.533934476,yes,yes,yes,sec-5,WBGene00004752,Public name for WBGene00004752. History: N.A.
abcf-2,T27E9.7,83,1153.475657,0.035188439,82,1469.716387,0.035814034,0.504405442,0.560277846,yes,yes,yes,abcf-2,WBGene00012097,Public name for WBGene00012097. History: N.A.
Y105E8A.23,Y105E8A.23,83,188.5067333,0.00575067,91,198.0680863,0.004826521,0.456314072,0.512366756,yes,yes,yes,Y105E8A.23,WBGene00013680,Sequence name for WBGene00013680(rpom-1). History: N.A.
Y39G10AR.10,Y39G10AR.10,83,532.0450828,0.016230803,56,117.2691426,0.002857613,0.149704052,0.18060461,yes,yes,yes,Y39G10AR.10,WBGene00021468,Sequence name for WBGene00021468(epg-2). History: N.A.
set-25,Y43F4B.3,83,533.0288588,0.016260814,72,357.4863342,0.008711223,0.348839105,0.401437659,yes,yes,yes,set-25,WBGene00012802,Public name for WBGene00012802. History: N.A.
spat-2,Y48A6B.13,83,1785.063272,0.054455931,79,2006.720845,0.048899753,0.473121082,0.529228665,yes,yes,yes,spat-2,WBGene00012973,Public name for WBGene00012973. History: N.A.
Y55F3BR.1,Y55F3BR.1,83,926.8038545,0.028273489,79,697.9182533,0.017006865,0.37559037,0.429561615,yes,yes,yes,Y55F3BR.1,WBGene00021938,Public name for WBGene00021938. History: N.A.
Y59A8A.3,Y59A8A.3,83,1749.029395,0.053356665,85,1126.867117,0.027459486,0.339777207,0.391831595,yes,yes,yes,Y59A8A.3,WBGene00013340,Sequence name for WBGene00013340(tcc-1). History: N.A.
stip-1,C07E3.1,82,304.1887658,0.009279717,90,420.0393715,0.010235515,0.524488508,0.579982122,yes,yes,yes,stip-1,WBGene00007412,Public name for WBGene00007412. History: N.A.
pct-1,C07G1.3,82,756.7816792,0.023086717,85,895.4858049,0.021821189,0.485909739,0.541973871,yes,yes,yes,pct-1,WBGene00003961,Public name for WBGene00003961. History: N.A.
C47D12.2,C47D12.2,82,1507.039919,0.045974427,80,1150.999142,0.028047535,0.37890829,0.433025669,yes,yes,yes,C47D12.2,WBGene00008136,Public name for WBGene00008136. History: N.A.
prg-1,D2030.6,82,1039.24175,0.031703569,83,1999.680458,0.048728193,0.605832716,0.658022918,yes,yes,yes,prg-1,WBGene00004178,Public name for WBGene00004178. History: N.A.
E01A2.2,E01A2.2,82,2077.916878,0.063389853,85,1777.032668,0.043302714,0.405864394,0.4609743,yes,yes,yes,E01A2.2,WBGene00017085,Public name for WBGene00017085. History: N.A.
suf-1,F28C6.6,82,756.4644733,0.02307704,82,1237.303785,0.030150606,0.56644635,0.620585557,yes,yes,yes,suf-1,WBGene00006307,Public name for WBGene00006307. History: N.A.
pms-2,H12C20.2,82,319.053338,0.009733182,75,258.2346605,0.00629266,0.392657032,0.447323799,yes,yes,yes,pms-2,WBGene00004064,"Public name for WBGene00004064. History: Split into H12C20.7(WBGene00305173). History of WBGene00004064: Split into ""WBGene00305173"" on 2019-11-21"
M01B12.4,M01B12.4,82,586.007166,0.017876994,90,476.4129472,0.011609226,0.393716991,0.448422372,yes,yes,yes,M01B12.4,WBGene00019697,Public name for WBGene00019697. History: N.A.
R01H10.7,R01H10.7,82,389.1160515,0.011870547,76,246.8915261,0.00601625,0.336351458,0.388189598,yes,yes,yes,R01H10.7,WBGene00010975,Public name for WBGene00010975. History: N.A.
rnp-8,R119.7,82,2166.824715,0.066102115,80,1841.800133,0.044880967,0.404394672,0.459459342,yes,yes,yes,rnp-8,WBGene00020091,Public name for WBGene00020091. History: N.A.
apb-3,R11A5.1,82,784.3318986,0.023927176,82,503.9579125,0.012280441,0.339167337,0.391183651,yes,yes,yes,apb-3,WBGene00000163,Public name for WBGene00000163. History: N.A.
etr-1,T01D1.2,82,738.9463815,0.022542626,76,619.862169,0.015104795,0.401217261,0.456180651,yes,yes,yes,etr-1,WBGene00001340,Public name for WBGene00001340. History: N.A.
rec-8,W02A2.6,82,536.7369122,0.016373934,82,582.3118255,0.014189769,0.464268639,0.520363239,yes,yes,yes,rec-8,WBGene00004333,Public name for WBGene00004333. History: N.A.
dnj-25,W07A8.3,82,388.9472737,0.011865398,72,383.4685243,0.009344357,0.440568838,0.496453497,yes,yes,yes,dnj-25,WBGene00001043,Public name for WBGene00001043. History: N.A.
apg-1,Y105E8A.9,82,1198.962191,0.036576072,82,1308.826481,0.03189347,0.465805223,0.521904615,yes,yes,yes,apg-1,WBGene00000158,Public name for WBGene00000158. History: N.A.
duo-3,Y106G6H.12,82,251.8887554,0.00768423,76,294.9255299,0.007186742,0.483273197,0.539352277,yes,yes,yes,duo-3,WBGene00001112,Public name for WBGene00001112. History: N.A.
gsy-1,Y46G5A.31,82,1040.229453,0.0317337,84,700.4114132,0.017067618,0.349736823,0.40238709,yes,yes,yes,gsy-1,WBGene00001793,Public name for WBGene00001793. History: N.A.
Y48G10A.4,Y48G10A.4,82,256.6834128,0.007830498,77,272.0765042,0.006629957,0.458488844,0.514555842,yes,yes,yes,Y48G10A.4,WBGene00013021,Sequence name for WBGene00013021(ints-8). History: N.A.
Y57A10A.13,Y57A10A.13,82,547.9825226,0.016716998,77,467.6010251,0.011394497,0.405332309,0.460425955,yes,yes,yes,Y57A10A.13,WBGene00013256,Public name for WBGene00013256. History: N.A.
Y82E9BR.18,Y82E9BR.18,82,333.6608439,0.010178806,90,366.0739099,0.008920485,0.467058457,0.523160966,yes,yes,yes,Y82E9BR.18,WBGene00022350,Public name for WBGene00022350. History: N.A.
Y92H12A.4,Y92H12A.4,82,844.5794066,0.025765113,81,672.3085618,0.016382808,0.388697888,0.443215699,yes,yes,yes,Y92H12A.4,WBGene00022360,Sequence name for WBGene00022360(ints-3). History: N.A.
mre-11,ZC302.1,82,414.8319473,0.012655047,78,405.5821622,0.009883222,0.438508473,0.494362734,yes,yes,yes,mre-11,WBGene00003405,Public name for WBGene00003405. History: N.A.
ZK973.1,ZK973.1,82,1661.103087,0.050674347,83,1250.41408,0.030470077,0.375504267,0.429471649,yes,yes,yes,ZK973.1,WBGene00022830,Public name for WBGene00022830. History: N.A.
hgrs-1,C07G1.5,81,645.3270602,0.019686633,84,805.0005748,0.019616246,0.499104552,0.555047394,yes,yes,yes,hgrs-1,WBGene00004101,Public name for WBGene00004101. History: Renamed on 2008-01-18
C10C5.1,C10C5.1,81,314.6530714,0.009598946,85,1023.533909,0.024941464,0.722095191,0.764866139,yes,yes,yes,C10C5.1,WBGene00007505,Sequence name for WBGene00007505(pezo-1). History: N.A.
D1037.1,D1037.1,81,541.9280181,0.016532296,88,639.342925,0.015579502,0.485164419,0.541233092,yes,yes,yes,D1037.1,WBGene00017025,Public name for WBGene00017025. History: N.A.
lin-26,F18A1.2,81,1228.888818,0.037489027,78,904.5745379,0.022042663,0.370267721,0.423993473,yes,yes,yes,lin-26,WBGene00003012,Public name for WBGene00003012. History: N.A.
F18A1.6,F18A1.6,81,287.3247824,0.008765257,75,232.3059856,0.00566083,0.392402312,0.44705972,yes,yes,yes,F18A1.6,WBGene00017547,Sequence name for WBGene00017547(alfa-1). History: N.A.
F55F8.2,F55F8.2,81,377.6713791,0.01152141,72,484.5899963,0.011808484,0.506152486,0.56199896,yes,yes,yes,F55F8.2,WBGene00018890,Public name for WBGene00018890. History: N.A.
pup-2,K10D2.2,81,3499.012996,0.10674244,82,2065.397555,0.050329586,0.320423614,0.371179936,yes,yes,yes,pup-2,WBGene00019628,Public name for WBGene00019628. History: N.A.
T07A9.9,T07A9.9,81,2407.690952,0.073450087,80,4227.05112,0.103004738,0.58374566,0.637108583,yes,yes,yes,T07A9.9,WBGene00020297,Sequence name for WBGene00020297(nog-1). History: Renamed on 2005-03-17
T08B2.7,T08B2.7,81,738.7433428,0.022536432,86,1028.080982,0.025052267,0.526433116,0.581880704,yes,yes,yes,T08B2.7,WBGene00020347,Sequence name for WBGene00020347(ech-1.2). History: N.A.
nhr-66,T09A12.4,81,345.0171956,0.010525247,78,428.8761771,0.01045085,0.498226622,0.554179933,yes,yes,yes,nhr-66,WBGene00003656,Public name for WBGene00003656. History: N.A.
Y53G8AR.2,Y53G8AR.2,81,996.070321,0.030386562,83,1007.531876,0.024551526,0.446894439,0.502860237,yes,yes,yes,Y53G8AR.2,WBGene00021810,Sequence name for WBGene00021810(phf-15). History: N.A.
ril-2,C14C10.3,80,506.8748581,0.015462949,81,636.899979,0.015519972,0.500920236,0.556840349,yes,yes,yes,ril-2,WBGene00007586,"Public name for WBGene00007586. History: Split into C14C10.10(WBGene00303041). History of WBGene00007586: Split into ""WBGene00303041"" on 2018-03-02"
die-1,C18D1.1,80,205.708506,0.006275435,43,66.61689993,0.00162332,0.205515931,0.24462242,yes,yes,yes,die-1,WBGene00000995,Public name for WBGene00000995. History: N.A.
C32D5.11,C32D5.11,80,487.8097765,0.014881341,80,514.6399545,0.012540741,0.457322716,0.513382306,yes,yes,yes,C32D5.11,WBGene00016318,Public name for WBGene00016318. History: N.A.
hsp-6,C37H5.8,80,1632.687245,0.04980748,82,1768.11988,0.043085527,0.463818842,0.519911837,yes,yes,yes,hsp-6,WBGene00002010,Public name for WBGene00002010. History: N.A.
D2085.3,D2085.3,80,491.2951762,0.014987668,77,499.363153,0.012168476,0.448092925,0.504072028,yes,yes,yes,D2085.3,WBGene00008428,Sequence name for WBGene00008428(eif-2Bepsilon). History: N.A.
clh-3,E04F6.11,80,125.7164909,0.003835163,91,154.9962956,0.003776948,0.496176171,0.552152602,yes,yes,yes,clh-3,WBGene00000530,Public name for WBGene00000530. History: N.A.
ddx-23,F01F1.7,80,419.461398,0.012796275,79,550.0878154,0.013404534,0.511607638,0.567364511,yes,yes,yes,ddx-23,WBGene00017162,Public name for WBGene00017162. History: N.A.
F19F10.9,F19F10.9,80,552.6796832,0.016860291,87,912.9084803,0.022245744,0.568857059,0.622895642,yes,yes,yes,F19F10.9,WBGene00017605,Sequence name for WBGene00017605(snu-66). History: Renamed on 2021-04-19
F32B6.2,F32B6.2,80,1328.833674,0.040537989,77,1652.093207,0.04025819,0.498268493,0.554221312,yes,yes,yes,F32B6.2,WBGene00009319,Sequence name for WBGene00009319(mccc-1). History: N.A.
zyg-1,F59E12.2,80,625.869085,0.01909304,84,555.3261124,0.013532181,0.414776691,0.470139155,yes,yes,yes,zyg-1,WBGene00006988,Public name for WBGene00006988. History: N.A.
tdc-1,K01C8.3,80,1757.80775,0.053624462,78,966.013521,0.023539808,0.305060979,0.354653784,yes,yes,yes,tdc-1,WBGene00006562,Public name for WBGene00006562. History: N.A.
lag-1,K08B4.1,80,1013.484532,0.030917808,77,790.7585495,0.019269196,0.383947926,0.438277169,yes,yes,yes,lag-1,WBGene00002245,Public name for WBGene00002245. History: N.A.
R02D3.4,R02D3.4,80,394.7190846,0.012041475,77,457.8612569,0.011157158,0.480940325,0.537030042,yes,yes,yes,R02D3.4,WBGene00019822,Sequence name for WBGene00019822(ints-13). History: N.A.
T23B5.1,T23B5.1,80,488.4528242,0.014900958,83,508.7338112,0.01239682,0.454132936,0.510169103,yes,yes,yes,T23B5.1,WBGene00011939,Sequence name for WBGene00011939(prmt-9). History: Renamed on 2016-11-29
Y105E8A.24,Y105E8A.24,80,355.9295127,0.010858143,85,426.1111919,0.010383473,0.488826881,0.544870861,yes,yes,yes,Y105E8A.24,WBGene00013682,"Public name for Dead gene WBGene00013681. History of WBGene00013681: Merged into ""WBGene00013682"" on 2014-10-09"
Y23H5B.6,Y23H5B.6,80,999.2519398,0.030483622,80,1295.702361,0.031573662,0.508782527,0.564587434,yes,yes,yes,Y23H5B.6,WBGene00021277,Sequence name for WBGene00021277(ddx-10). History: N.A.
set-24,Y43F11A.5,80,301.6301499,0.009201663,90,667.3452223,0.016261862,0.638633569,0.688712264,yes,yes,yes,set-24,WBGene00012845,Public name for WBGene00012845. History: N.A.
pgl-1,ZK381.4,80,1354.384968,0.041317468,79,1573.771389,0.038349645,0.481373602,0.537461528,yes,yes,yes,pgl-1,WBGene00003992,Public name for WBGene00003992. History: N.A.
ZK858.1,ZK858.1,80,2334.53761,0.071218438,84,1743.546171,0.042486715,0.3736569,0.427540547,yes,yes,yes,ZK858.1,WBGene00014115,Sequence name for WBGene00014115(gld-4). History: N.A.
C06A5.6,C06A5.6,79,680.8449615,0.020770158,81,1053.839431,0.025679948,0.552850153,0.607510759,yes,yes,yes,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
gpb-1,F13D12.7,79,496.2819512,0.015139797,76,722.6476238,0.01760947,0.537705773,0.592854287,yes,yes,yes,gpb-1,WBGene00001679,"Public name for WBGene00001679. History: Split into F44E5.17(WBGene00303054). History of WBGene00001679: Split into ""WBGene00303054"" on 2018-03-02"
rpa-1,F18A1.5,79,2008.262627,0.061264949,76,1321.02785,0.032190793,0.3444496,0.396789604,yes,yes,yes,rpa-1,WBGene00017546,Public name for WBGene00017546. History: N.A.
F25B4.5,F25B4.5,79,417.0638343,0.012723134,77,514.7135299,0.012542534,0.496425979,0.552399693,yes,yes,yes,F25B4.5,WBGene00017768,Sequence name for WBGene00017768(prp-39). History: N.A.
vrk-1,F28B12.3,79,1308.743177,0.039925099,78,897.9741735,0.021881825,0.354035177,0.40692759,yes,yes,yes,vrk-1,WBGene00017895,Public name for WBGene00017895. History: Renamed on 2005-08-19
R05F9.1,R05F9.1,79,1334.17418,0.040700909,78,1073.70411,0.026164011,0.391296528,0.445912949,yes,yes,yes,R05F9.1,WBGene00019888,Sequence name for WBGene00019888(btbd-10). History: Renamed on 2014-03-03
