# Supplemental Table S6.  Tiling microarray expression data for Wild Type and csr-1(tm892) adult animals,,,,,,,,,,,,,,,
# probe number - number of probes included in the gene,,,,,,,,,,,,,,,
# Intensity - Intensity value obtained by geometric average for all the probes included in each gene. NA represents the absence of detected signal for a given gene,,,,,,,,,,,,,,,
# Normalized Intensity - Intensity value divided by the total intensity for the actin genes,,,,,,,,,,,,,,,
# Ratio is calculated as: wild type/(wild type+csr-1(tm892)) using the normalized intensity value,,,,,,,,,,,,,,,
# IP enriched - genes with a two fold increase for siRNAs in the CSR-1 IP are indicated,,,,,,,,,,,,,,,
# over cut off - genes with >25 reads per million in the input sample or IP sample are indicated,,,,,,,,,,,,,,,
# >10 probes - genes with signal for at least 10 probes in wild type or csr-1(tm892) are indicated,,,,,,,,,,,,,,,
# germ line siRNAs - genes that are depleted over two fold for siRNAs in the absence of a germline are indicated,,,,,,,,,,,,,,,
Gene name,Cosmid ID,Wild Type - probe number,Wild type - intensity,Wild type - normalized intensity,csr-1(tm892) - probe number,csr-1(tm892) - intensity,csr-1(tm872) - normalized intensity,RATIO (norm),RATIO,IP enriched?,>10 probes,germ line siRNA,Input,Suggested Match,History
cas-2,C18E3.6,52,1001.426849,0.030549971,52,1106.033959,0.026951824,0.468712743,0.524818281,yes,yes,yes,cas-2,WBGene00015975,Public name for WBGene00015975. History: N.A.
sptl-1,C23H3.4,52,2038.623919,0.062191164,51,2351.933825,0.057311899,0.479585189,0.535679966,yes,yes,yes,sptl-1,WBGene00016020,Public name for WBGene00016020. History: N.A.
goa-1,C26C6.2,52,964.6522225,0.029428108,49,1201.852083,0.029286719,0.49879597,0.554742531,yes,yes,yes,goa-1,WBGene00001648,Public name for WBGene00001648. History: Renamed on 2017-04-06
ruvb-1,C27H6.2,52,829.5454628,0.025306481,57,1016.67573,0.024774344,0.494687212,0.550679265,yes,yes,yes,ruvb-1,WBGene00007784,Public name for WBGene00007784. History: N.A.
gop-3,C34E10.1,52,1040.7148,0.031748507,51,1213.548827,0.029571745,0.482250878,0.538334919,yes,yes,yes,gop-3,WBGene00001662,Public name for WBGene00001662. History: N.A.
ulp-4,C41C4.6,52,1232.196037,0.037589918,52,1178.300228,0.028712808,0.43305622,0.488820599,yes,yes,yes,ulp-4,WBGene00006739,Public name for WBGene00006739. History: N.A.
C50A2.2,C50A2.2,52,783.2381738,0.023893811,52,761.5028595,0.018556294,0.437131877,0.492964738,yes,yes,yes,C50A2.2,WBGene00016796,Sequence name for WBGene00016796(cec-2). History: N.A.
cyl-1,C52E4.6,52,566.8536684,0.017292689,51,816.6218207,0.019899432,0.535044291,0.590268369,yes,yes,yes,cyl-1,WBGene00000876,Public name for WBGene00000876. History: N.A.
spr-1,D1014.8,52,185.1921186,0.005649553,45,312.5348449,0.007615846,0.574113607,0.627924279,yes,yes,yes,spr-1,WBGene00005006,Public name for WBGene00005006. History: Renamed on 2007-02-07
rsp-7,D2089.1,52,1417.630593,0.043246867,51,1651.321246,0.040239379,0.481988125,0.538073366,yes,yes,yes,rsp-7,WBGene00004704,Public name for WBGene00004704. History: N.A.
rpt-3,F23F12.6,52,2808.211462,0.085668543,50,2680.813489,0.065326036,0.432638286,0.488395209,yes,yes,yes,rpt-3,WBGene00004503,Public name for WBGene00004503. History: N.A.
syp-1,F26D2.2,52,724.8537409,0.022112709,50,781.6166461,0.019046426,0.462750883,0.518839702,yes,yes,yes,syp-1,WBGene00006375,Public name for WBGene00006375. History: N.A.
rsr-1,F28D9.1,52,555.0065096,0.016931274,53,382.970133,0.009332212,0.355330287,0.408293891,yes,yes,yes,rsr-1,WBGene00004706,Public name for WBGene00004706. History: N.A.
F35G12.12,F35G12.12,52,802.5681544,0.0244835,49,727.7254294,0.017733206,0.420051864,0.475546285,yes,yes,yes,F35G12.12,WBGene00009445,Public name for WBGene00009445. History: N.A.
cids-2,F36A2.1,52,536.9561812,0.016380623,54,602.6410397,0.014685151,0.472711569,0.528819331,yes,yes,yes,cids-2,WBGene00009451,Public name for WBGene00009451. History: N.A.
F39H2.5,F39H2.5,52,475.1904373,0.01449637,51,418.6264518,0.010201085,0.413041954,0.46835818,yes,yes,yes,F39H2.5,WBGene00045237,"Sequence name for WBGene00045237(mrt-1). History: N.A.. Public name for Dead gene WBGene00009564. History of WBGene00009564: Merged into ""WBGene00045237"" on 2009-11-10"
rpn-7,F49C12.8,52,3606.160068,0.110011116,52,3475.443177,0.084689564,0.434973127,0.490770671,yes,yes,yes,rpn-7,WBGene00004463,Public name for WBGene00004463. History: N.A.
cir-1,F55F8.4,52,451.8873587,0.013785476,53,682.5308156,0.016631904,0.5467895,0.601657159,yes,yes,yes,cir-1,WBGene00018892,Public name for WBGene00018892. History: N.A.
F58B3.4,F58B3.4,52,343.3873014,0.010475525,52,502.1224225,0.012235714,0.538751494,0.593869483,yes,yes,yes,F58B3.4,WBGene00010231,Public name for WBGene00010231. History: N.A.
F58B3.6,F58B3.6,52,1462.223145,0.044607227,50,1867.648744,0.045510845,0.505013525,0.560877057,yes,yes,yes,F58B3.6,WBGene00010232,Public name for WBGene00010232. History: N.A.
K07A12.1,K07A12.1,52,787.4135512,0.024021187,51,1025.880245,0.024998639,0.509969973,0.565755118,yes,yes,yes,K07A12.1,WBGene00010620,Public name for WBGene00010620. History: N.A.
unc-101,K11D2.3,52,617.3214195,0.018832281,47,556.4148643,0.013558712,0.418595131,0.474054412,yes,yes,yes,unc-101,WBGene00006829,Public name for WBGene00006829. History: N.A.
pst-1,M03F8.2,52,394.7352961,0.01204197,50,391.4290015,0.009538338,0.441992674,0.497897199,yes,yes,yes,pst-1,WBGene00004206,Public name for WBGene00004206. History: Renamed on 2009-12-03
M18.8,M18.8,52,842.3957243,0.025698497,50,937.4026998,0.022842619,0.4705829,0.526690375,yes,yes,yes,M18.8,WBGene00010892,Sequence name for WBGene00010892(dhhc-6). History: N.A.
R08D7.4,R08D7.4,52,478.5762627,0.014599659,49,471.7778545,0.011496278,0.440538991,0.496423224,yes,yes,yes,R08D7.4,WBGene00011144,Public name for WBGene00011144. History: N.A.
T03F1.1,T03F1.1,52,1350.018175,0.041184252,53,1753.546789,0.04273041,0.509212679,0.565010499,yes,yes,yes,T03F1.1,WBGene00020184,Sequence name for WBGene00020184(uba-5). History: N.A.
T12D8.8,T12D8.8,52,950.9542318,0.029010231,53,942.1486582,0.022958269,0.441772783,0.497674301,yes,yes,yes,T12D8.8,WBGene00011735,Sequence name for WBGene00011735(hip-1). History: N.A.
cmd-1,T21H3.3,52,3393.542318,0.103524905,48,4240.555078,0.103333803,0.499538084,0.555475632,yes,yes,yes,cmd-1,WBGene00000552,Public name for WBGene00000552. History: N.A.
T28A8.4,T28A8.4,52,687.1989702,0.020963996,54,584.3675764,0.014239863,0.404497217,0.459565076,yes,yes,yes,T28A8.4,WBGene00012110,Public name for WBGene00012110. History: N.A.
mys-1,VC5.4,52,323.9714434,0.009883216,56,354.1385578,0.008629645,0.466143223,0.522243526,yes,yes,yes,mys-1,WBGene00007029,Public name for WBGene00007029. History: N.A.
rsp-1,W02B12.3,52,1409.002393,0.042983651,51,1190.739243,0.029015922,0.403001303,0.458022146,yes,yes,yes,rsp-1,WBGene00004698,Public name for WBGene00004698. History: N.A.
map-2,Y116A8A.9,52,757.4729273,0.023107805,52,1060.771226,0.025848862,0.527994734,0.583404173,yes,yes,yes,map-2,WBGene00003130,Public name for WBGene00003130. History: N.A.
Y24F12A.1,Y24F12A.1,52,720.3061377,0.021973978,50,627.8862896,0.015300327,0.410479196,0.465724534,yes,yes,yes,Y24F12A.1,WBGene00012496,Public name for WBGene00012496. History: N.A.
spd-1,Y34D9A.4,52,577.8452378,0.017628003,62,980.5057871,0.023892955,0.575443252,0.629194431,yes,yes,yes,spd-1,WBGene00004952,Public name for WBGene00004952. History: N.A.
Y39A3CL.7,Y39A3CL.7,52,650.9045505,0.019856783,45,601.2681818,0.014651697,0.424582512,0.480179904,yes,yes,yes,Y39A3CL.7,WBGene00021443,Public name for WBGene00021443. History: N.A.
Y48G1C.1,Y48G1C.1,52,923.3189112,0.028167176,54,2191.593481,0.053404727,0.654695127,0.703581098,yes,yes,yes,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
mek-2,Y54E10BL.6,52,320.3286395,0.009772087,48,440.9441058,0.010744921,0.52370799,0.579219614,yes,yes,yes,mek-2,WBGene00003186,Public name for WBGene00003186. History: N.A.
csn-4,Y55F3AM.15,52,357.6082258,0.010909355,45,415.0886792,0.010114877,0.481105653,0.537194696,yes,yes,yes,csn-4,WBGene00000816,Public name for WBGene00000816. History: N.A.
ZK616.4,ZK616.4,52,886.9368361,0.027057288,53,789.2636026,0.019232767,0.415483784,0.470864692,yes,yes,yes,ZK616.4,WBGene00022774,Sequence name for WBGene00022774(swsn-6). History: Renamed on 2011-02-11
B0001.3,B0001.3,51,325.5451102,0.009931223,61,350.2871955,0.008535795,0.462218358,0.5183049,yes,yes,yes,B0001.3,WBGene00007088,Public name for WBGene00007088. History: N.A.
B0491.6,B0491.6,51,236.2878402,0.007208302,51,297.7352093,0.007255209,0.501621564,0.557532507,yes,yes,yes,B0491.6,WBGene00007193,Public name for WBGene00007193. History: N.A.
tag-264,B0511.8,51,355.5887719,0.010847749,52,421.6470231,0.01027469,0.486434846,0.542495631,yes,yes,yes,tag-264,WBGene00044321,Other name for WBGene00044321(mrps-30). History: Renamed on 2011-06-10
pgl-2,B0523.3,51,220.6782889,0.00673211,48,209.8427448,0.005113446,0.431676324,0.487415779,yes,yes,yes,pgl-2,WBGene00003993,Public name for WBGene00003993. History: N.A.
C05D2.6,C05D2.6,51,318.392726,0.00971303,61,419.0380331,0.010211114,0.512499532,0.568240513,yes,yes,yes,C05D2.6,WBGene00015468,Sequence name for WBGene00015468(madf-11). History: N.A.
C06E7.3,C06E7.3,51,825.2692936,0.025176031,55,1119.699423,0.027284824,0.520098733,0.575690197,yes,yes,yes,C06E7.3,WBGene00015540,Sequence name for WBGene00015540(sams-4). History: N.A.
C08F8.3,C08F8.3,51,979.8115374,0.029890565,50,684.5717921,0.016681638,0.358188732,0.411306566,yes,yes,yes,C08F8.3,WBGene00007445,Public name for WBGene00007445. History: N.A.
tag-146,C27A12.3,51,661.3727156,0.020176129,55,420.6475499,0.010250335,0.336888805,0.388761249,yes,yes,yes,tag-146,WBGene00006492,Other name for WBGene00006492(let-391). History: Renamed on 2015-03-03
C27F2.5,C27F2.5,51,245.3335046,0.007484253,41,211.9891622,0.00516575,0.408359588,0.463543965,yes,yes,yes,C27F2.5,WBGene00016167,Sequence name for WBGene00016167(vps-22). History: N.A.
pph-6,C34C12.3,51,616.9294327,0.018820323,40,715.7082115,0.01744037,0.48097179,0.537061379,yes,yes,yes,pph-6,WBGene00007922,Public name for WBGene00007922. History: N.A.
rpt-1,C52E4.4,51,1662.787177,0.050725722,52,1468.439173,0.035782911,0.413633987,0.468966152,yes,yes,yes,rpt-1,WBGene00004501,Public name for WBGene00004501. History: N.A.
F22F7.1,F22F7.1,51,2380.415366,0.072618006,51,2607.536475,0.063540422,0.466665363,0.522766971,yes,yes,yes,F22F7.1,WBGene00017719,Sequence name for WBGene00017719(ldp-1). History: N.A.
rpt-4,F23F1.8,51,1206.814691,0.036815624,52,1325.307142,0.032295071,0.46729484,0.523397858,yes,yes,yes,rpt-4,WBGene00004504,Public name for WBGene00004504. History: N.A.
F25B5.5,F25B5.5,51,198.3900121,0.006052174,48,258.0147792,0.006287301,0.509527468,0.56532005,yes,yes,yes,F25B5.5,WBGene00017776,Public name for WBGene00017776. History: N.A.
ubc-25,F25H2.8,51,2027.231442,0.06184362,52,1768.073001,0.043084385,0.410609014,0.465858017,yes,yes,yes,ubc-25,WBGene00006720,Public name for WBGene00006720. History: N.A.
tba-1,F26E4.8,51,2219.135012,0.067697916,50,2443.161635,0.059534938,0.467921108,0.524025351,yes,yes,yes,tba-1,WBGene00006528,Public name for WBGene00006528. History: N.A.
figl-1,F32D1.1,51,254.7401798,0.007771217,58,345.9478928,0.008430055,0.520332908,0.575919364,yes,yes,yes,figl-1,WBGene00017981,Public name for WBGene00017981. History: N.A.
fcp-1,F36F2.6,51,263.4989103,0.008038414,59,325.8650598,0.007940676,0.49694169,0.552909707,yes,yes,yes,fcp-1,WBGene00009479,Public name for WBGene00009479. History: N.A.
F39B2.1,F39B2.1,51,1837.175259,0.056045682,50,850.6317719,0.020728186,0.269990124,0.316477992,yes,yes,yes,F39B2.1,WBGene00009553,Sequence name for WBGene00009553(hinf-1). History: N.A.
F52C12.1,F52C12.1,51,723.7928919,0.022080347,46,365.948341,0.008917425,0.28767956,0.335812145,yes,yes,yes,F52C12.1,WBGene00018678,Sequence name for WBGene00018678(tdpo-1). History: N.A.
F52C9.7,F52C9.7,51,1298.805496,0.039621936,49,1049.618384,0.02557709,0.392292518,0.446945883,yes,yes,yes,F52C9.7,WBGene00003391,"Sequence name for WBGene00003391(mog-3). History: N.A.. Public name for Dead gene WBGene00018677. History of WBGene00018677: Merged into ""WBGene00003391"" on 2012-08-14"
K01D12.6,K01D12.6,51,423.2458857,0.012911726,53,370.1345472,0.009019435,0.41126116,0.466528454,yes,yes,yes,K01D12.6,WBGene00010465,"Sequence name for WBGene00010465(miga-1). History: Split into ""WBGene00303067"" on 2018-03-02"
tbb-1,K01G5.7,51,2987.026115,0.091123542,54,3399.147418,0.082830389,0.476162791,0.532266685,yes,yes,yes,tbb-1,WBGene00006536,Public name for WBGene00006536. History: N.A.
arx-2,K07C5.1,51,547.2607657,0.016694979,53,539.0977847,0.013136729,0.440361276,0.496242962,yes,yes,yes,arx-2,WBGene00000200,Public name for WBGene00000200. History: N.A.
K10H10.1,K10H10.1,51,625.920275,0.019094601,49,817.4657991,0.019919998,0.510578054,0.566352838,yes,yes,yes,K10H10.1,WBGene00010758,Sequence name for WBGene00010758(vnut-1). History: N.A.
K11H3.3,K11H3.3,51,1495.560952,0.045624245,52,1584.394292,0.038608504,0.458355027,0.514421206,yes,yes,yes,K11H3.3,WBGene00010780,Public name for WBGene00010780. History: N.A.
tag-235,M03C11.4,51,575.0103822,0.017541521,53,421.34343,0.010267292,0.369210008,0.422885349,yes,yes,yes,tag-235,WBGene00044069,Other name for WBGene00044069(hat-1). History: N.A.
M18.3,M18.3,51,429.442187,0.013100754,47,304.1571885,0.007411699,0.361326815,0.414609389,yes,yes,yes,M18.3,WBGene00010889,Public name for WBGene00010889. History: N.A.
npp-2,T01G9.4,51,513.7935257,0.015674013,55,407.9310162,0.009940459,0.388079791,0.442573673,yes,yes,yes,npp-2,WBGene00003788,Public name for WBGene00003788. History: N.A.
lis-1,T03F6.5,51,475.8316582,0.014515931,57,485.8149522,0.011838334,0.44919992,0.505190729,yes,yes,yes,lis-1,WBGene00003047,Public name for WBGene00003047. History: N.A.
ced-9,T07C4.8,51,1413.399398,0.043117788,53,763.8487258,0.018613458,0.301524092,0.350832189,yes,yes,yes,ced-9,WBGene00000423,Public name for WBGene00000423. History: N.A.
T13H5.4,T13H5.4,51,528.1158668,0.016110937,52,543.7603044,0.013250346,0.45128634,0.507297689,yes,yes,yes,T13H5.4,WBGene00011758,Sequence name for WBGene00011758(prp-9). History: Renamed on 2005-03-17; Renamed on 2021-03-11
ruvb-2,T22D1.10,51,464.6973502,0.014176263,45,587.7900393,0.014323262,0.502578963,0.558477037,yes,yes,yes,ruvb-2,WBGene00020687,Public name for WBGene00020687. History: N.A.
T22D1.5,T22D1.5,51,2103.547644,0.064171756,52,1570.328732,0.038265754,0.37355217,0.427431021,yes,yes,yes,T22D1.5,WBGene00020684,Public name for WBGene00020684. History: N.A.
T26A5.4,T26A5.4,51,662.4186466,0.020208037,49,499.803609,0.012179209,0.376049549,0.430041334,yes,yes,yes,T26A5.4,WBGene00020820,Sequence name for WBGene00020820(algn-1). History: N.A.
car-1,Y18D10A.17,51,7240.370401,0.220877947,50,6423.095807,0.156517933,0.41473143,0.470092706,yes,yes,yes,car-1,WBGene00012484,Public name for WBGene00012484. History: Renamed on 2005-12-05
Y39E4B.2,Y39E4B.2,51,655.0012923,0.01998176,51,823.0727724,0.020056629,0.500934969,0.556854891,yes,yes,yes,Y39E4B.2,WBGene00012715,Sequence name for WBGene00012715(snpc-1.2). History: N.A.
Y43F4B.7,Y43F4B.7,51,386.2724423,0.011783798,52,595.058171,0.014500371,0.551676983,0.606378893,yes,yes,yes,Y43F4B.7,WBGene00012804,Sequence name for WBGene00012804(slc-36.1). History: N.A.
Y43H11AL.1,Y43H11AL.1,51,428.7323698,0.0130791,52,506.9300975,0.012352867,0.485722061,0.541787359,yes,yes,yes,Y43H11AL.1,WBGene00021545,Public name for WBGene00021545. History: N.A.
Y54E5B.2,Y54E5B.2,51,138.776986,0.004233592,48,109.7072196,0.002673344,0.387052112,0.441505806,yes,yes,yes,Y54E5B.2,WBGene00013204,Public name for WBGene00013204. History: N.A.
Y59A8B.10,Y59A8B.10,51,404.1636536,0.012329595,49,459.2541202,0.0111911,0.475797999,0.531902555,yes,yes,yes,Y59A8B.10,WBGene00013347,Sequence name for WBGene00013347(nova-1). History: N.A.
uaf-1,Y92C3B.2,51,768.2222169,0.023435727,52,615.0921611,0.014988559,0.390080357,0.444651029,yes,yes,yes,uaf-1,WBGene00006697,Public name for WBGene00006697. History: N.A.
ubxn-4,ZK353.8,51,712.4099886,0.021733095,52,812.9421007,0.019809765,0.476851258,0.53295374,yes,yes,yes,ubxn-4,WBGene00022703,Public name for WBGene00022703. History: N.A.
unc-76,C01G10.11,50,1079.136048,0.032920602,57,832.2612016,0.020280532,0.381204885,0.43542032,yes,yes,yes,unc-76,WBGene00006808,Public name for WBGene00006808. History: N.A.
rnr-2,C03C10.3,50,1271.390026,0.038785587,47,614.3871555,0.01497138,0.278501201,0.325800504,yes,yes,yes,rnr-2,WBGene00004392,Public name for WBGene00004392. History: N.A.
C13F10.6,C13F10.6,50,304.3197931,0.009283714,48,198.643031,0.004840531,0.342710785,0.394945752,yes,yes,yes,C13F10.6,WBGene00015745,"Public name for WBGene00015745. History: Split into C13F10.8(WBGene00303039). History of WBGene00015745: Split into ""WBGene00303039"" on 2018-03-02"
tram-1,C24F3.1,50,877.9718671,0.026783799,49,946.1557937,0.023055915,0.46260127,0.518689461,yes,yes,yes,tram-1,WBGene00007696,Public name for WBGene00007696. History: N.A.
vha-16,C30F8.2,50,1285.061759,0.039202663,53,1428.988321,0.034821573,0.470407729,0.52651509,yes,yes,yes,vha-16,WBGene00016258,Public name for WBGene00016258. History: N.A.
C41G7.3,C41G7.3,50,421.226805,0.012850132,44,702.8847016,0.017127887,0.571348206,0.62528023,yes,yes,yes,C41G7.3,WBGene00008061,"Sequence name for WBGene00008061(mina-1). History: Split into tspo-1(WBGene00077771). History of WBGene00008061: Split into ""WBGene00077771"" on 2008-06-10"
C44B7.12,C44B7.12,50,524.5489234,0.016002122,45,487.5556821,0.011880752,0.426094957,0.481724596,yes,yes,yes,C44B7.12,WBGene00016632,Sequence name for WBGene00016632(adal-1). History: N.A.
pyp-1,C47E12.4,50,805.26199,0.024565679,54,913.8158861,0.022267856,0.475468189,0.531573292,yes,yes,yes,pyp-1,WBGene00008149,Public name for WBGene00008149. History: N.A.
C55A6.9,C55A6.9,50,1185.791137,0.03617427,51,853.8010148,0.020805414,0.365137412,0.418613601,yes,yes,yes,C55A6.9,WBGene00008338,Sequence name for WBGene00008338(pafo-1). History: N.A.
tag-135,D1054.15,50,683.6228964,0.020854903,53,547.1024747,0.013331787,0.389970112,0.444536602,yes,yes,yes,tag-135,WBGene00006481,Other name for WBGene00006481(plrg-1). History: Renamed on 2005-03-17; Renamed on 2012-04-13
E02D9.1,E02D9.1,50,476.0605566,0.014522914,43,377.8080113,0.009206422,0.387976375,0.442466236,yes,yes,yes,E02D9.1,WBGene00017098,"Sequence name for WBGene00017098(mek-5). History: Split into E02D9.3(WBGene00304811). History of WBGene00017098: Split into ""WBGene00304811"" on 2019-05-20"
F01F1.9,F01F1.9,50,692.0957781,0.02111338,55,882.0641714,0.021494131,0.504468112,0.560339609,yes,yes,yes,F01F1.9,WBGene00017163,Sequence name for WBGene00017163(dnpp-1). History: N.A.
F08B4.5,F08B4.5,50,239.2109193,0.007297474,52,345.7369283,0.008424914,0.535854593,0.591055989,yes,yes,yes,F08B4.5,WBGene00017237,Sequence name for WBGene00017237(pole-2). History: N.A.
F17C11.9,F17C11.9,50,8467.028079,0.258298909,55,6799.777894,0.165696918,0.390798464,0.445396235,yes,yes,yes,F17C11.9,WBGene00008920,Sequence name for WBGene00008920(eef-1G). History: N.A.
F49E8.7,F49E8.7,50,274.8988987,0.008386188,49,253.957606,0.006188436,0.424603501,0.480201347,yes,yes,yes,F49E8.7,WBGene00018638,Public name for WBGene00018638. History: N.A.
F54C8.4,F54C8.4,50,732.3043265,0.02234,54,938.7673206,0.022875872,0.50592571,0.561775626,yes,yes,yes,F54C8.4,WBGene00010037,Public name for WBGene00010037. History: N.A.
F54C9.6,F54C9.6,50,811.0353801,0.024741805,48,688.5918449,0.016779599,0.404119263,0.459175343,yes,yes,yes,F54C9.6,WBGene00010042,Sequence name for WBGene00010042(bcs-1). History: N.A.
F55B12.4,F55B12.4,50,578.2637923,0.017640771,44,394.6708036,0.009617334,0.352824744,0.405649882,yes,yes,yes,F55B12.4,WBGene00010089,Sequence name for WBGene00010089(hpo-31). History: N.A.
F56B3.4,F56B3.4,50,204.6503068,0.006243153,49,213.6126357,0.005205311,0.454673289,0.51071375,yes,yes,yes,F56B3.4,WBGene00004824,Public name for WBGene00004824. History: N.A.
F56D1.1,F56D1.1,50,956.1820795,0.029169714,47,683.5076887,0.016655708,0.363460007,0.416851835,yes,yes,yes,F56D1.1,WBGene00018959,Public name for WBGene00018959. History: N.A.
byn-1,F57B9.5,50,926.8729333,0.028275596,46,1368.710942,0.033352734,0.541191591,0.59623652,yes,yes,yes,byn-1,WBGene00000276,Public name for WBGene00000276. History: N.A.
cyb-2.2,H31G24.4,50,2879.685105,0.087848949,49,1660.519889,0.040463532,0.315351486,0.365736765,yes,yes,yes,cyb-2.2,WBGene00000867,Public name for WBGene00000867. History: N.A.
K01G5.9,K01G5.9,50,916.8295449,0.027969208,51,762.0473563,0.018569562,0.399012737,0.453903056,yes,yes,yes,K01G5.9,WBGene00010480,Sequence name for WBGene00010480(tasp-1). History: N.A.
air-1,K07C11.2,50,2535.109951,0.077337187,52,1721.221375,0.041942705,0.351632653,0.404390834,yes,yes,yes,air-1,WBGene00000098,Public name for WBGene00000098. History: N.A.
cif-1,K08F11.3,50,778.6932319,0.023755161,52,936.0466644,0.022809576,0.489846553,0.545882595,yes,yes,yes,cif-1,WBGene00019543,Public name for WBGene00019543. History: N.A.
dnj-19,T05C3.5,50,1246.291979,0.038019935,50,1085.612912,0.026454204,0.41030721,0.46554768,yes,yes,yes,dnj-19,WBGene00001037,Public name for WBGene00001037. History: Renamed on 2005-12-16
T08G11.4,T08G11.4,50,247.1093623,0.007538428,45,295.5354315,0.007201604,0.48857454,0.544620413,yes,yes,yes,T08G11.4,WBGene00011631,Sequence name for WBGene00011631(tgs-1). History: N.A.
T25G3.3,T25G3.3,50,1238.774338,0.037790599,51,1367.742411,0.033329133,0.468634122,0.524739544,yes,yes,yes,T25G3.3,WBGene00012030,Public name for WBGene00012030. History: N.A.
W03A5.4,W03A5.4,50,345.0501337,0.010526252,49,419.3238763,0.01021808,0.492572132,0.548584686,yes,yes,yes,W03A5.4,WBGene00020970,"Public name for Dead gene WBGene00020968. History of WBGene00020968: Merged into ""WBGene00020970"" on 2017-03-03"
W03F9.1,W03F9.1,50,881.5704006,0.026893577,49,751.3114369,0.018307949,0.405029449,0.460113781,yes,yes,yes,W03F9.1,WBGene00020999,Public name for WBGene00020999. History: N.A.
W05F2.6,W05F2.6,50,1236.033382,0.037706982,50,1717.800797,0.041859352,0.526093764,0.581549502,yes,yes,yes,W05F2.6,WBGene00021038,Public name for WBGene00021038. History: N.A.
vps-4,Y34D9A.10,50,579.2499434,0.017670855,46,471.5717997,0.011491257,0.394047479,0.448764791,yes,yes,yes,vps-4,WBGene00021334,Public name for WBGene00021334. History: Renamed on 2005-03-17
Y48A5A.1,Y48A5A.1,50,761.8411028,0.023241062,47,706.9427669,0.017226774,0.425690516,0.481311636,yes,yes,yes,Y48A5A.1,WBGene00021655,Public name for WBGene00021655. History: N.A.
rpt-6,Y49E10.1,50,2321.976393,0.07083524,49,2146.930369,0.052316377,0.424812749,0.480415118,yes,yes,yes,rpt-6,WBGene00004506,Public name for WBGene00004506. History: N.A.
Y49E10.20,Y49E10.20,50,510.7309775,0.015580585,50,504.7486895,0.012299711,0.441161412,0.497054452,yes,yes,yes,Y49E10.20,WBGene00013039,Sequence name for WBGene00013039(scav-3). History: N.A.
Y53C12A.3,Y53C12A.3,50,215.6411305,0.006578444,42,193.4415493,0.004713782,0.41743602,0.472866633,yes,yes,yes,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
Y53F4B.22,Y53F4B.22,50,1523.276703,0.046469754,50,1296.767746,0.031599623,0.404763357,0.45983947,yes,yes,yes,Y53F4B.22,WBGene00013168,Sequence name for WBGene00013168(arp-1). History: N.A.
Y66H1B.5,Y66H1B.5,50,1700.91339,0.051888817,49,2244.518893,0.054694413,0.513161527,0.568890487,yes,yes,yes,Y66H1B.5,WBGene00022048,"Public name for Dead gene WBGene00022050. History of WBGene00022050: Merged into ""WBGene00022048"" on 2009-10-26"
Y73E7A.2,Y73E7A.2,50,574.5986483,0.017528961,52,580.1367593,0.014136767,0.446437449,0.502398,yes,yes,yes,Y73E7A.2,WBGene00022269,Sequence name for WBGene00022269(aatf-1). History: N.A.
Y77E11A.1,Y77E11A.1,50,683.3673104,0.020847106,47,833.419422,0.020308756,0.49345962,0.549463813,yes,yes,yes,Y77E11A.1,WBGene00022306,Sequence name for WBGene00022306(hxk-3). History: N.A.
ZK643.5,ZK643.5,50,413.2109293,0.012605596,49,368.6978561,0.008984426,0.416137876,0.471535636,yes,yes,yes,ZK643.5,WBGene00014036,Public name for WBGene00014036. History: N.A.
B0205.1,B0205.1,49,225.3019227,0.00687316,55,288.3156267,0.007025672,0.505486503,0.561343021,yes,yes,yes,B0205.1,WBGene00015017,Public name for WBGene00015017. History: N.A.
B0205.9,B0205.9,49,831.119495,0.025354499,53,676.6789107,0.016489305,0.394068012,0.448786063,yes,yes,yes,B0205.9,WBGene00015023,Public name for WBGene00015023. History: N.A.
hda-2,C08B11.2,49,324.4283334,0.009897154,52,358.2356858,0.008729484,0.468655886,0.524761341,yes,yes,yes,hda-2,WBGene00001835,Public name for WBGene00001835. History: N.A.
set-31,C15H11.5,49,482.0130267,0.014704503,53,720.3394,0.017553223,0.544155627,0.599108368,yes,yes,yes,set-31,WBGene00007615,Public name for WBGene00007615. History: Renamed on 2007-05-03
C17E4.6,C17E4.6,49,860.3126851,0.02624508,46,885.4541688,0.021576738,0.451190252,0.507200699,yes,yes,yes,C17E4.6,WBGene00007645,Public name for WBGene00007645. History: N.A.
rabn-5,F01F1.4,49,1046.356788,0.031920624,46,969.4320894,0.023623111,0.425306495,0.480919456,yes,yes,yes,rabn-5,WBGene00017161,Public name for WBGene00017161. History: N.A.
rfl-1,F11H8.1,49,605.3249453,0.018466311,50,491.0150457,0.01196505,0.393181553,0.447867495,yes,yes,yes,rfl-1,WBGene00004341,Public name for WBGene00004341. History: N.A.
F26F4.5,F26F4.5,49,307.2041957,0.009371707,49,297.8524827,0.007258066,0.436450096,0.492272036,yes,yes,yes,F26F4.5,WBGene00017827,Public name for WBGene00017827. History: N.A.
