# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
K02E10.6,185649_at,3.38,Up,K02E10.6,WBGene00019320,Public name for WBGene00019320. History: N.A.
C29F9.3,183630_at,3.37,Up,C29F9.3,WBGene00016218,Sequence name for WBGene00016218(pals-23). History: N.A.
Y38C1AA.5,175064_at,3.37,Up,Y38C1AA.5,WBGene00021396,Sequence name for WBGene00021396(cutl-24). History: N.A.
C28A5.4,193833_s_at,3.36,Up,C28A5.4,WBGene00000463,Sequence name for WBGene00000463(ceh-43). History: Renamed on 2013-07-26
F47H4.8,178091_at,3.36,Up,F47H4.8,WBGene00009839,Sequence name for WBGene00009839(fbxa-188). History: N.A.
ZK909.4,193437_s_at,3.36,Up,ZK909.4,WBGene00000469,Sequence name for WBGene00000469(ces-2). History: N.A.
T28A11.16,186655_at,3.35,Up,T28A11.16,WBGene00020878,Public name for WBGene00020878. History: N.A.
C15H9.1,193024_at,3.34,Up,C15H9.1,WBGene00003778,Sequence name for WBGene00003778(nnt-1). History: N.A.
T05A10.3,191068_at,3.34,Up,T05A10.3,WBGene00011460,Sequence name for WBGene00011460(ttr-14). History: N.A.
Y42A5A.3,180883_at,3.34,Up,Y42A5A.3,WBGene00012778,Public name for WBGene00012778. History: N.A.
T07C4.9,174386_at,3.33,Up,T07C4.9,WBGene00003589,Sequence name for WBGene00003589(nex-2). History: N.A.
ZK105.1,175898_at,3.33,Up,ZK105.1,WBGene00022653,Public name for WBGene00022653. History: N.A.
F13H8.4,181532_at,3.32,Up,F13H8.4,WBGene00017437,Sequence name for WBGene00017437(nmgp-1). History: N.A.
T07F10.6,173549_s_at,3.32,Up,T07F10.6,WBGene00011592,Sequence name for WBGene00011592(nspg-1). History: N.A.
F11D5.3,188071_s_at,3.31,Up,F11D5.3,WBGene00017381,Sequence name for WBGene00017381(ddr-2). History: Renamed on 2018-03-02
F13D12.3,179714_at,3.29,Up,F13D12.3,WBGene00008739,Public name for WBGene00008739. History: N.A.
C16D9.4,179704_at,3.28,Up,C16D9.4,WBGene00015859,Public name for WBGene00015859. History: N.A.
F28D1.3,193595_at,3.27,Up,F28D1.3,WBGene00009213,Sequence name for WBGene00009213(thn-1). History: Renamed on 2004-08-25
T09F5.1,179199_at,3.26,Up,T09F5.1,WBGene00011665,Public name for WBGene00011665. History: N.A.
ZK930.2,179547_at,3.26,Up,ZK930.2,WBGene00014152,Public name for WBGene00014152. History: N.A.
K02B7.3,178798_s_at,3.25,Up,K02B7.3,WBGene00010491,Public name for WBGene00010491. History: N.A.
C34D1.5,193844_at,3.24,Up,C34D1.5,WBGene00007932,Sequence name for WBGene00007932(zip-5). History: N.A.
C01G6.1,171910_x_at,3.23,Up,C01G6.1,WBGene00000170,Sequence name for WBGene00000170(aqp-2). History: N.A.
C04E12.2,185812_at,3.23,Up,C04E12.2,WBGene00015433,Public name for WBGene00015433. History: N.A.
C10G6.1,180607_at,3.23,Up,C10G6.1,WBGene00015680,Sequence name for WBGene00015680(egal-1). History: N.A.
T22B7.3,180616_at,3.22,Up,T22B7.3,WBGene00020672,Public name for WBGene00020672. History: N.A.
B0213.6,172343_x_at,3.19,Up,B0213.6,WBGene00003769,Sequence name for WBGene00003769(nlp-31). History: N.A.
C53C11.3,188171_s_at,3.19,Up,C53C11.3,WBGene00004220,Sequence name for WBGene00004220(ptr-5). History: N.A.
F44E2.4,175016_s_at,3.19,Up,F44E2.4,WBGene00018418,Public name for WBGene00018418. History: N.A.
JC8.8,190610_s_at,3.19,Up,JC8.8,WBGene00010440,Sequence name for WBGene00010440(ttr-51). History: N.A.
M03A1.7,180376_s_at,3.19,Up,M03A1.7,WBGene00000928,Sequence name for WBGene00000928(dao-2). History: N.A.
C02C6.2,179309_at,3.18,Up,C02C6.2,WBGene00007260,"Sequence name for WBGene00007260(olrn-1). History: Split into C02C6.14(WBGene00303034). History of WBGene00007260: Renamed on 2007-07-25; Split into ""WBGene00303034"" on 2018-03-02"
B0334.1,190955_s_at,3.17,Up,B0334.1,WBGene00007142,Sequence name for WBGene00007142(ttr-18). History: N.A.
F57G4.6,178459_s_at,3.17,Up,F57G4.6,,Sequence name for Suppressed gene WBGene00010211. Molecular name for Suppressed gene WBGene00010211. Public name for Suppressed gene WBGene00010211. History of WBGene00010211: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F58E1.6,189479_at,3.17,Up,F58E1.6,WBGene00003734,Sequence name for WBGene00003734(nhx-6). History: N.A.
M02B1.2,178232_at,3.16,Up,M02B1.2,WBGene00010827,Sequence name for WBGene00010827(txt-19). History: N.A.
C40C9.3,178286_at,3.15,Up,C40C9.3,WBGene00008036,Public name for WBGene00008036. History: N.A.
F22B8.6,191652_at,3.15,Up,F22B8.6,WBGene00009048,Sequence name for WBGene00009048(cth-1). History: N.A.
K02F2.6,191976_at,3.15,Up,K02F2.6,WBGene00004778,Sequence name for WBGene00004778(ser-3). History: N.A.
W03G11.4,171801_s_at,3.15,Up,W03G11.4,WBGene00012226,Public name for WBGene00012226. History: N.A.
F54A5.2,194235_x_at,3.14,Up,F54A5.2,WBGene00018787,Sequence name for WBGene00018787(cutl-20). History: N.A.
T23F2.3,172872_x_at,3.14,Up,T23F2.3,WBGene00020736,Public name for WBGene00020736. History: N.A.
ZK455.5,179305_at,3.14,Up,ZK455.5,WBGene00013975,Public name for WBGene00013975. History: N.A.
C28A5.3,189583_at,3.13,Up,C28A5.3,WBGene00003590,Sequence name for WBGene00003590(nex-3). History: N.A.
F02C12.1,180888_at,3.13,Up,F02C12.1,WBGene00008515,Public name for WBGene00008515. History: N.A.
F22H10.2,184400_at,3.13,Up,F22H10.2,WBGene00017726,Public name for WBGene00017726. History: N.A.
M05B5.2,178854_at,3.13,Up,M05B5.2,WBGene00010870,Sequence name for WBGene00010870(let-522). History: N.A.
W03B1.6,182827_at,3.13,Up,W03B1.6,WBGene00020976,"Public name for Dead gene WBGene00020975. History of WBGene00020975: Merged into ""WBGene00020976"" on 2008-09-12"
ZK418.7,182403_at,3.13,Up,ZK418.7,WBGene00022736,Public name for WBGene00022736. History: N.A.
F56D2.5,183940_at,3.12,Up,F56D2.5,WBGene00018966,Public name for WBGene00018966. History: N.A.
K11D12.3,185864_at,3.12,Up,K11D12.3,WBGene00005655,Sequence name for WBGene00005655(srr-4). History: N.A.
C34H4.3,183555_at,3.11,Up,C34H4.3,WBGene00044073,"Sequence name for WBGene00044073(tag-244). History: N.A.. Public name for Dead gene WBGene00016426. History of WBGene00016426: Merged into ""WBGene00044073"" on 2005-10-05"
F42G8.4,191052_at,3.11,Up,F42G8.4,WBGene00004057,Sequence name for WBGene00004057(pmk-3). History: N.A.
K10C2.7,175458_at,3.11,Up,K10C2.7,WBGene00019622,Public name for WBGene00019622. History: N.A.
F35C5.5,194056_s_at,3.1,Up,F35C5.5,WBGene00009393,Sequence name for WBGene00009393(clec-62). History: N.A.
Y50E8A.1,183357_at,3.1,Up,Y50E8A.1,WBGene00013046,Public name for WBGene00013046. History: N.A.
ZK337.1,174952_s_at,3.08,Up,ZK337.1,WBGene00013969,Sequence name for WBGene00013969(tep-1). History: N.A.
F13B9.6,175134_at,3.07,Up,F13B9.6,WBGene00017421,Sequence name for WBGene00017421(cutl-29). History: N.A.
K03B8.6,178089_at,3.07,Up,K03B8.6,WBGene00010524,Public name for WBGene00010524. History: N.A.
C33D9.5,173803_at,3.05,Up,C33D9.5,WBGene00007899,Public name for WBGene00007899. History: N.A.
F21C10.3,186421_at,3.04,Up,F21C10.3,WBGene00017653,Public name for WBGene00017653. History: N.A.
T05A7.4,193301_at,3.04,Up,T05A7.4,WBGene00001976,Sequence name for WBGene00001976(hmg-11). History: N.A.
Y17D7B.2,182534_at,3.04,Up,Y17D7B.2,WBGene00012450,Public name for WBGene00012450. History: N.A.
ZK795.1,179048_at,3.04,Up,ZK795.1,WBGene00014081,Sequence name for WBGene00014081(ipmk-1). History: N.A.
ZK909.3,193893_at,3.04,Up,ZK909.3,WBGene00014148,Public name for WBGene00014148. History: N.A.
C04H5.2,179598_s_at,3.02,Up,C04H5.2,WBGene00007313,Sequence name for WBGene00007313(clec-147). History: N.A.
F25H5.8,178186_at,3.02,Up,F25H5.8,WBGene00009130,Public name for WBGene00009130. History: N.A.
C08C3.3,173387_at,3.01,Up,C08C3.3,WBGene00003102,Sequence name for WBGene00003102(mab-5). History: N.A.
K11G9.5,173495_at,3.01,Up,K11G9.5,WBGene00019655,Public name for WBGene00019655. History: N.A.
F08B12.1,174641_at,3.0,Up,F08B12.1,WBGene00008571,"Sequence name for WBGene00008571(prmn-1). History: Split into F08B12.11(WBGene00303052). History of WBGene00008571: Split into ""WBGene00303052"" on 2018-03-02"
F53A9.1,180453_at,3.0,Up,F53A9.1,WBGene00018724,Public name for WBGene00018724. History: N.A.
T03D8.6,191735_at,3.0,Up,T03D8.6,WBGene00011393,Public name for WBGene00011393. History: N.A.
F55H12.4,180707_at,2.99,Up,F55H12.4,WBGene00010135,Public name for WBGene00010135. History: N.A.
W01F3.2,173274_s_at,2.99,Up,W01F3.2,WBGene00012185,Public name for WBGene00012185. History: N.A.
C12D5.7,189430_at,2.98,Up,C12D5.7,WBGene00015709,Sequence name for WBGene00015709(cyp-33A1). History: N.A.
C56A3.2,173919_s_at,2.98,Up,C56A3.2,WBGene00008341,Sequence name for WBGene00008341(ttr-44). History: N.A.
W08A12.2,172515_x_at,2.98,Up,W08A12.2,WBGene00021079,Public name for WBGene00021079. History: N.A.
F41C3.2,192823_at,2.96,Up,F41C3.2,WBGene00018268,Public name for WBGene00018268. History: N.A.
K07C11.5,191793_at,2.96,Up,K07C11.5,WBGene00019478,Sequence name for WBGene00019478(cri-2). History: Renamed on 2008-05-07
C25F6.2,174906_s_at,2.95,Up,C25F6.2,WBGene00001006,Sequence name for WBGene00001006(dlg-1). History: N.A.
C33F10.7,191863_at,2.95,Up,C33F10.7,WBGene00016355,Sequence name for WBGene00016355(lact-5). History: N.A.
F23F12.12,171769_x_at,2.95,Up,F23F12.12,WBGene00017756,Public name for WBGene00017756. History: N.A.
F25H5.2,178177_at,2.95,Up,F25H5.2,WBGene00009125,Public name for WBGene00009125. History: N.A.
C36B7.7,182685_at,2.94,Up,C36B7.7,WBGene00001841,Sequence name for WBGene00001841(hen-1). History: N.A.
F08C6.4,193986_s_at,2.94,Up,F08C6.4,WBGene00006063,Sequence name for WBGene00006063(sto-1). History: N.A.
K08A8.2,174313_s_at,2.94,Up,K08A8.2,WBGene00004949,Sequence name for WBGene00004949(sox-2). History: N.A.
T09H2.1,189343_at,2.94,Up,T09H2.1,WBGene00020386,Sequence name for WBGene00020386(dach-1). History: Renamed on 2019-05-20
ZK1055.6,185069_s_at,2.94,Up,ZK1055.6,WBGene00022847,Public name for WBGene00022847. History: N.A.
H39E23.3,171970_x_at,2.93,Up,H39E23.3,WBGene00044201,Public name for WBGene00044201. History: N.A.
K02F3.4,181230_at,2.93,Up,K02F3.4,WBGene00019327,Sequence name for WBGene00019327(zip-2). History: N.A.
T11B7.2,177764_at,2.93,Up,T11B7.2,WBGene00011707,Public name for WBGene00011707. History: N.A.
Y106G6D.6,185498_at,2.93,Up,Y106G6D.6,WBGene00013702,Public name for WBGene00013702. History: N.A.
C25D7.5,179563_at,2.92,Up,C25D7.5,WBGene00007717,Public name for WBGene00007717. History: N.A.
F20C5.6,175265_at,2.92,Up,F20C5.6,WBGene00008971,Public name for WBGene00008971. History: N.A.
M163.3,175662_at,2.88,Up,M163.3,WBGene00001898,Sequence name for WBGene00001898(his-24). History: Renamed on 2010-11-12
F20C5.2,189816_s_at,2.87,Up,F20C5.2,WBGene00002222,"Sequence name for WBGene00002222(klp-11). History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
K08F8.2,189943_at,2.87,Up,K08F8.2,WBGene00000220,Sequence name for WBGene00000220(atf-2). History: N.A.
F07H5.13,175411_at,2.86,Up,F07H5.13,WBGene00008563,Public name for WBGene00008563. History: N.A.
C33D9.6,175214_at,2.85,Up,C33D9.6,WBGene00007900,Public name for WBGene00007900. History: N.A.
F21H7.1,190899_at,2.85,Up,F21H7.1,WBGene00001770,Sequence name for WBGene00001770(gst-22). History: N.A.
K08D8.4,179650_at,2.85,Up,K08D8.4,WBGene00010658,Public name for WBGene00010658. History: N.A.
T28H10.3,192181_at,2.85,Up,T28H10.3,WBGene00012144,Sequence name for WBGene00012144(lgmn-1). History: N.A.
W06D12.3,192357_at,2.85,Up,W06D12.3,WBGene00001397,Sequence name for WBGene00001397(fat-5). History: N.A.
Y22D7AL.15,176347_at,2.85,Up,Y22D7AL.15,WBGene00021253,Public name for WBGene00021253. History: N.A.
C06B8.7,192140_at,2.84,Up,C06B8.7,WBGene00007372,Public name for WBGene00007372. History: N.A.
F22B8.5,188835_at,2.84,Up,F22B8.5,WBGene00006075,Sequence name for WBGene00006075(str-7). History: N.A.
F48F7.2,175453_at,2.84,Up,F48F7.2,WBGene00006372,Sequence name for WBGene00006372(syx-2). History: Renamed on 2010-04-16
K08F4.7,192407_at,2.84,Up,K08F4.7,WBGene00001752,Sequence name for WBGene00001752(gst-4). History: N.A.
T10B9.2,189578_at,2.84,Up,T10B9.2,WBGene00011672,Sequence name for WBGene00011672(cyp-13A5). History: N.A.
Y22F5A.4,182989_at,2.84,Up,Y22F5A.4,WBGene00003090,Sequence name for WBGene00003090(lys-1). History: N.A.
B0511.1,187987_at,2.83,Up,B0511.1,WBGene00001432,Sequence name for WBGene00001432(fkb-7). History: N.A.
W06B11.1,175426_s_at,2.83,Up,W06B11.1,WBGene00021059,Sequence name for WBGene00021059(atat-2). History: N.A.
C07A12.1,174886_at,2.82,Up,C07A12.1,WBGene00001821,Sequence name for WBGene00001821(ham-2). History: N.A.
T02E9.5,174180_at,2.82,Up,T02E9.5,WBGene00011383,Public name for WBGene00011383. History: N.A.
W02D9.10,183861_at,2.82,Up,W02D9.10,WBGene00012216,Public name for WBGene00012216. History: N.A.
Y67D8C.9,174471_at,2.82,Up,Y67D8C.9,WBGene00022073,Public name for WBGene00022073. History: N.A.
B0222.4,190816_at,2.81,Up,B0222.4,WBGene00006418,Sequence name for WBGene00006418(spl-2). History: Renamed on 2018-06-11
F01D4.2,191445_at,2.81,Up,F01D4.2,WBGene00008486,Sequence name for WBGene00008486(ugt-44). History: N.A.
F37H8.3,192636_at,2.81,Up,F37H8.3,WBGene00009512,Sequence name for WBGene00009512(bigr-1). History: N.A.
F26H11.2,188917_s_at,2.8,Up,F26H11.2,WBGene00009180,Sequence name for WBGene00009180(nurf-1). History: N.A.
F32A7.3,191366_s_at,2.8,Up,F32A7.3,WBGene00009304,Sequence name for WBGene00009304(eva-1). History: Renamed on 2007-10-09
R11F4.1,189802_s_at,2.8,Up,R11F4.1,WBGene00020007,Public name for WBGene00020007. History: N.A.
F35E12.9,180204_at,2.79,Up,F35E12.9,WBGene00009433,Public name for WBGene00009433. History: N.A.
Y32F6B.1,183452_s_at,2.79,Up,Y32F6B.1,WBGene00012531,Public name for WBGene00012531. History: N.A.
F14D12.5,190178_s_at,2.78,Up,F14D12.5,WBGene00017464,Sequence name for WBGene00017464(sulp-2). History: N.A.
Y64G10A.7,185974_s_at,2.78,Up,Y64G10A.7,WBGene00013416,Public name for WBGene00013416. History: N.A.
D1022.8,189709_at,2.77,Up,D1022.8,WBGene00000280,Sequence name for WBGene00000280(cah-2). History: N.A.
F55B11.4,182808_s_at,2.77,Up,F55B11.4,WBGene00010086,Public name for WBGene00010086. History: N.A.
T12A7.1,175462_s_at,2.77,Up,T12A7.1,WBGene00001577,Sequence name for WBGene00001577(gem-4). History: N.A.
K04A8.5,188177_at,2.76,Up,K04A8.5,WBGene00019376,Sequence name for WBGene00019376(lipl-4). History: N.A.
C06G1.4,174595_at,2.75,Up,C06G1.4,WBGene00015547,Sequence name for WBGene00015547(ain-1). History: N.A.
F08B12.4,183641_at,2.75,Up,F08B12.4,WBGene00008572,Public name for WBGene00008572. History: N.A.
ZK1055.7,186444_s_at,2.75,Up,ZK1055.7,WBGene00022848,Public name for WBGene00022848. History: N.A.
H42K12.3,173124_s_at,2.74,Up,H42K12.3,WBGene00019272,Public name for WBGene00019272. History: N.A.
F21C10.10,186521_at,2.73,Up,F21C10.10,WBGene00017659,Public name for WBGene00017659. History: N.A.
F55C9.5,179569_at,2.73,Up,F55C9.5,WBGene00010102,Public name for WBGene00010102. History: N.A.
M04G12.2,189580_at,2.73,Up,M04G12.2,WBGene00000789,Sequence name for WBGene00000789(cpz-2). History: N.A.
C50B8.4,179537_at,2.72,Up,C50B8.4,WBGene00008226,Public name for WBGene00008226. History: N.A.
F08G2.5,178651_at,2.72,Up,F08G2.5,WBGene00008577,Public name for WBGene00008577. History: N.A.
F15A8.6,173658_at,2.72,Up,F15A8.6,WBGene00017478,Sequence name for WBGene00017478(cest-26). History: N.A.
C07H4.1,178276_at,2.71,Up,C07H4.1,WBGene00007421,Public name for WBGene00007421. History: N.A.
F16B4.2,181539_at,2.71,Up,F16B4.2,WBGene00017504,Public name for WBGene00017504. History: N.A.
F56F3.6,188088_at,2.7,Up,F56F3.6,WBGene00002100,Sequence name for WBGene00002100(ins-17). History: N.A.
C02F5.11,188927_at,2.68,Up,C02F5.11,WBGene00006628,Sequence name for WBGene00006628(tsp-2). History: N.A.
C17H12.10,187029_at,2.68,Up,C17H12.10,WBGene00015935,Public name for WBGene00015935. History: N.A.
M02H5.8,176002_at,2.68,Up,M02H5.8,WBGene00019744,Public name for WBGene00019744. History: N.A.
T20D4.11,184438_at,2.68,Up,T20D4.11,WBGene00020617,Public name for WBGene00020617. History: N.A.
F19C7.2,191515_at,2.67,Up,F19C7.2,WBGene00017592,Public name for WBGene00017592. History: N.A.
F35D2.3,174697_at,2.67,Up,F35D2.3,WBGene00018041,Public name for WBGene00018041. History: N.A.
F22D6.12,193811_at,2.66,Up,F22D6.12,WBGene00001644,Sequence name for WBGene00001644(gly-19). History: N.A.
F23F12.9,171733_x_at,2.66,Up,F23F12.9,WBGene00017755,Sequence name for WBGene00017755(zip-8). History: N.A.
Y57G7A.1,184451_at,2.66,Up,Y57G7A.1,WBGene00021965,Public name for WBGene00021965. History: N.A.
E04F6.8,182486_at,2.65,Up,E04F6.8,WBGene00017127,Public name for WBGene00017127. History: N.A.
F14B8.2,181117_at,2.65,Up,F14B8.2,WBGene00017445,Sequence name for WBGene00017445(sid-5). History: N.A.
F53B1.8,192206_at,2.65,Up,F53B1.8,WBGene00018739,Public name for WBGene00018739. History: N.A.
T13F2.8,173403_s_at,2.65,Up,T13F2.8,WBGene00000301,Sequence name for WBGene00000301(cav-1). History: N.A.
Y39C12A.1,185154_at,2.65,Up,Y39C12A.1,WBGene00012704,Sequence name for WBGene00012704(mlt-3). History: N.A.
Y38F2AL.1,177162_at,2.64,Up,Y38F2AL.1,WBGene00021415,Sequence name for WBGene00021415(nsy-4). History: N.A.
C14F11.6,193712_s_at,2.63,Up,C14F11.6,WBGene00015781,Sequence name for WBGene00015781(rml-3). History: N.A.
F49E2.1,173998_s_at,2.63,Up,F49E2.1,WBGene00009885,Sequence name for WBGene00009885(moc-5). History: N.A.
F52H2.4,181324_at,2.63,Up,F52H2.4,WBGene00018716,Public name for WBGene00018716. History: N.A.
R11D1.11,192691_s_at,2.63,Up,R11D1.11,WBGene00000984,Sequence name for WBGene00000984(dhs-21). History: N.A.
W04G3.1,177724_at,2.63,Up,W04G3.1,WBGene00012255,Sequence name for WBGene00012255(lpr-6). History: N.A.
C25A1.2,190179_at,2.62,Up,C25A1.2,WBGene00001442,Sequence name for WBGene00001442(fkh-10). History: N.A.
F26A10.1,172564_x_at,2.62,Up,F26A10.1,WBGene00017813,Sequence name for WBGene00017813(nlp-61). History: N.A.
H32C10.2,185485_at,2.62,Up,H32C10.2,WBGene00003019,"Sequence name for WBGene00003019(lin-33). History: N.A.. Public name for Dead gene WBGene00019256. History of WBGene00019256: Merged into ""WBGene00003019"" on 2007-02-05"
C44H9.4,189537_at,2.61,Up,C44H9.4,WBGene00008099,Public name for WBGene00008099. History: N.A.
F45H7.4,175163_at,2.61,Up,F45H7.4,WBGene00004183,Sequence name for WBGene00004183(prk-2). History: N.A.
F52B10.1,189742_s_at,2.61,Up,F52B10.1,WBGene00003776,Sequence name for WBGene00003776(nmy-1). History: N.A.
R02D5.1,174658_at,2.61,Up,R02D5.1,WBGene00010976,Public name for WBGene00010976. History: N.A.
T14E8.1,190641_s_at,2.61,Up,T14E8.1,WBGene00020504,Sequence name for WBGene00020504(svh-2). History: N.A.
C39E9.2,192404_at,2.6,Up,C39E9.2,WBGene00008027,Sequence name for WBGene00008027(scl-5). History: N.A.
C48E7.1,183956_at,2.6,Up,C48E7.1,WBGene00016749,Public name for WBGene00016749. History: N.A.
F43C11.7,186263_at,2.6,Up,F43C11.7,WBGene00018384,Public name for WBGene00018384. History: N.A.
F52B11.5,181536_at,2.6,Up,F52B11.5,WBGene00009927,Public name for WBGene00009927. History: N.A.
Y82E9BL.13,176203_at,2.6,Up,Y82E9BL.13,WBGene00022329,Sequence name for WBGene00022329(fbxa-79). History: N.A.
C04G2.10,181712_at,2.59,Up,C04G2.10,WBGene00007309,Public name for WBGene00007309. History: N.A.
C44E12.1,185117_at,2.59,Up,C44E12.1,WBGene00016657,Public name for WBGene00016657. History: N.A.
C53B7.2,181220_at,2.59,Up,C53B7.2,WBGene00016893,Public name for WBGene00016893. History: N.A.
F56G4.1,178794_at,2.58,Up,F56G4.1,WBGene00010157,"Sequence name for WBGene00010157(oac-34). History: Split into M04D5.3(WBGene00077770). History of WBGene00010157: Split into ""WBGene00077770"" on 2008-06-10"
Y53F4B.33,191337_at,2.58,Up,Y53F4B.33,WBGene00001787,Sequence name for WBGene00001787(gst-39). History: N.A.
ZK1290.5,190738_at,2.58,Up,ZK1290.5,WBGene00022887,Public name for WBGene00022887. History: N.A.. Other name for WBGene00006947(wrt-1). History: N.A.
C18E9.9,179607_at,2.57,Up,C18E9.9,WBGene00007689,Public name for WBGene00007689. History: N.A.
C55F2.2,180840_at,2.57,Up,C55F2.2,WBGene00016958,Sequence name for WBGene00016958(ilys-4). History: N.A.
F40F9.2,193654_at,2.57,Up,F40F9.2,WBGene00006470,Sequence name for WBGene00006470(tag-120). History: N.A.
F58B3.9,190831_s_at,2.57,Up,F58B3.9,WBGene00010234,Sequence name for WBGene00010234(ttr-50). History: N.A.
R11G11.2,192282_at,2.57,Up,R11G11.2,WBGene00003648,Sequence name for WBGene00003648(nhr-58). History: N.A.
Y51A2D.10,191443_at,2.57,Up,Y51A2D.10,WBGene00013078,Sequence name for WBGene00013078(ttr-25). History: N.A.
C17G10.5,184497_at,2.56,Up,C17G10.5,WBGene00003097,Sequence name for WBGene00003097(lys-8). History: N.A.
C25E10.9,185519_at,2.56,Up,C25E10.9,WBGene00023417,"Sequence name for WBGene00023417(swm-1). History: N.A.. Public name for Dead gene WBGene00016098. History of WBGene00016098: Merged into ""WBGene00023417"" on 2004-11-15"
F52E1.8,191287_at,2.56,Up,F52E1.8,WBGene00018696,Sequence name for WBGene00018696(pho-6). History: N.A.
C01C10.1,175730_at,2.55,Up,C01C10.1,WBGene00000523,Sequence name for WBGene00000523(clc-2). History: N.A.
C32F10.4,185969_s_at,2.55,Up,C32F10.4,WBGene00016332,Public name for WBGene00016332. History: N.A.
K03A11.5,180454_s_at,2.55,Up,K03A11.5,WBGene00010522,Public name for WBGene00010522. History: N.A.
T27C10.4,190965_at,2.55,Up,T27C10.4,WBGene00020859,"Sequence name for WBGene00020859(bath-25). History: Split into T27C10.9(WBGene00269435). History of WBGene00020859: Split into ""WBGene00269435"" on 2016-04-19"
Y41C4A.13,186418_at,2.55,Up,Y41C4A.13,WBGene00012759,Sequence name for WBGene00012759(sup-1). History: N.A.
C36F7.4,172392_x_at,2.54,Up,C36F7.4,WBGene00004372,Sequence name for WBGene00004372(rig-5). History: N.A.
R07B1.2,191786_at,2.53,Up,R07B1.2,WBGene00002270,Sequence name for WBGene00002270(lec-7). History: N.A.
C01C10.3,173737_at,2.52,Up,C01C10.3,WBGene00015295,Sequence name for WBGene00015295(acl-12). History: N.A.
C24B5.3,188066_at,2.52,Up,C24B5.3,WBGene00004216,Sequence name for WBGene00004216(ptr-1). History: N.A.
D2007.1,176025_at,2.52,Up,D2007.1,WBGene00017041,Public name for WBGene00017041. History: N.A.
E01G4.5,177694_at,2.52,Up,E01G4.5,WBGene00008447,Public name for WBGene00008447. History: N.A.
F56D1.6,192450_at,2.52,Up,F56D1.6,WBGene00023407,"Sequence name for WBGene00023407(cex-1). History: N.A.. Public name for Dead gene WBGene00018962. History of WBGene00018962: Merged into ""WBGene00023407"" on 2004-07-16"
F08B1.1,174338_at,2.51,Up,F08B1.1,WBGene00006923,Sequence name for WBGene00006923(vhp-1). History: N.A.
R03E9.1,193723_s_at,2.51,Up,R03E9.1,WBGene00003163,Sequence name for WBGene00003163(mdl-1). History: N.A.
Y48B6A.6,181498_s_at,2.51,Up,Y48B6A.6,WBGene00012980,Sequence name for WBGene00012980(efhd-1). History: N.A.
Y65A5A.1,179809_s_at,2.51,Up,Y65A5A.1,WBGene00013418,Public name for WBGene00013418. History: N.A.
ZK899.1,178393_at,2.51,Up,ZK899.1,WBGene00014140,Public name for WBGene00014140. History: N.A.
C02E7.1,193748_at,2.5,Up,C02E7.1,WBGene00015338,Sequence name for WBGene00015338(catp-2). History: N.A.
F16H11.5,174021_at,2.5,Up,F16H11.5,WBGene00003635,Sequence name for WBGene00003635(nhr-45). History: N.A.
T03D8.7,177899_at,2.5,Up,T03D8.7,WBGene00011394,Public name for WBGene00011394. History: N.A.
T14B1.1,174975_at,2.5,Up,T14B1.1,WBGene00011763,Public name for WBGene00011763. History: N.A.
Y79H2A.1,180489_at,2.49,Up,Y79H2A.1,WBGene00000273,Sequence name for WBGene00000273(brp-1). History: N.A.
Y9C9A.16,184710_at,2.49,Up,Y9C9A.16,WBGene00021183,Public name for WBGene00021183. History: N.A.
F49H6.13,181459_at,2.48,Up,F49H6.13,WBGene00009914,Public name for WBGene00009914. History: N.A.
T10H4.12,172069_x_at,2.48,Up,T10H4.12,WBGene00000783,Sequence name for WBGene00000783(cpr-3). History: N.A.
Y105C5B.28,186734_s_at,2.48,Up,Y105C5B.28,WBGene00001604,Sequence name for WBGene00001604(gln-3). History: N.A.
C45B2.2,176680_at,2.47,Up,C45B2.2,WBGene00016659,Public name for WBGene00016659. History: N.A.
F59F4.3,173693_at,2.47,Up,F59F4.3,WBGene00010338,Public name for WBGene00010338. History: N.A.
C14F11.5,190097_s_at,2.46,Up,C14F11.5,WBGene00002024,Sequence name for WBGene00002024(hsp-43). History: N.A.
F14F9.4,180193_at,2.46,Up,F14F9.4,WBGene00017467,Public name for WBGene00017467. History: N.A.
F48E3.1,175817_at,2.46,Up,F48E3.1,WBGene00001637,Sequence name for WBGene00001637(gly-12). History: N.A.
K06C4.8,191336_at,2.46,Up,K06C4.8,WBGene00019444,Sequence name for WBGene00019444(frpr-11). History: N.A.
C06B3.6,179272_at,2.45,Up,C06B3.6,WBGene00007365,Public name for WBGene00007365. History: N.A.
C34C6.7,178441_at,2.45,Up,C34C6.7,WBGene00007919,Sequence name for WBGene00007919(cup-16). History: N.A.
F01D4.1,191482_at,2.45,Up,F01D4.1,WBGene00008485,Sequence name for WBGene00008485(ugt-43). History: N.A.
