# Supplemental Table S2.  Genes enriched for antisense 22G-RNAs in the CSR-1 IP.  A list of 4191 genes for which there are at least 25 small RNA reads per million and an enrichment of two-fold or greater in the CSR-1 IP when compared to the wild-type Input sample.
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Reads - norm = reads per million, excluding reads considered to be degradation products
# Ratio is calculated as: input/(input+IP) using the normalized read -norm value
gene name,cosmid ID,Input reads,Input reads - norm,CSR-1 IP reads,CSR-1 IP reads - norm,RATIO,Input,Suggested Match,History
Y75B8A.25,Y75B8A.25,55.0,17.2240310934473,358.0,198.923590004034,0.920313575481456,Y75B8A.25,WBGene00013558,Public name for WBGene00013558. History: N.A.
ZK370.8,ZK370.8,42.5,13.3094785722092,357.3333,198.553136491588,0.937178729866043,ZK370.8,WBGene00022722,Sequence name for WBGene00022722(tomm-70). History: N.A.
F55H2.7,F55H2.7,69.5,21.7649120180834,357.0,198.367937517989,0.901128286559899,F55H2.7,WBGene00010132,Public name for WBGene00010132. History: N.A.
rab-5,F26H9.6,38.5,12.0568217654131,357.0,198.367937517989,0.942702456657323,rab-5,WBGene00004268,Public name for WBGene00004268. History: N.A.
vbh-1,Y54E10A.9,78.8333,24.687767461801,356.8333,198.275310248566,0.889274189631205,vbh-1,WBGene00006888,Public name for WBGene00006888. History: N.A.
F21H12.6,F21H12.6,73.0,22.86098672403,356.5,198.090111274967,0.89653372655277,F21H12.6,WBGene00017686,Sequence name for WBGene00017686(tpp-2). History: N.A.
kin-18,T17E9.1,63.0,19.7293447070396,356.5,198.090111274967,0.909423404727127,kin-18,WBGene00002201,Public name for WBGene00002201. History: N.A.
ufd-3,C05C10.6,50.5,15.8147921858016,356.5,198.090111274967,0.926066247524325,ufd-3,WBGene00007333,Public name for WBGene00007333. History: N.A.
W03G9.2,W03G9.2,44.0,13.7792248747578,356.5,198.090111274967,0.934963571769441,W03G9.2,WBGene00021014,Sequence name for WBGene00021014(pid-4). History: N.A.
R05D11.4,R05D11.4,57.1667,17.9025639692686,356.2,197.923415529153,0.917050931445445,R05D11.4,WBGene00011032,Sequence name for WBGene00011032(ddx-52). History: N.A.
lsm-8,Y73B6BL.32,50.5,15.8147921858016,355.5,197.534458788922,0.925873692485214,lsm-8,WBGene00003082,Public name for WBGene00003082. History: N.A.
mig-22,PAR2.4,62.0,19.4161805053405,355.0,197.2566325459,0.910389401273205,mig-22,WBGene00003253,Public name for WBGene00003253. History: N.A.
F55F8.2,F55F8.2,53.5,16.7542847908987,355.0,197.2566325459,0.921712943435817,F55F8.2,WBGene00018890,Public name for WBGene00018890. History: N.A.
C23G10.7,C23G10.7,69.0,21.6083299172338,354.0,196.700980059855,0.901019659127219,C23G10.7,WBGene00016014,Public name for WBGene00016014. History: N.A.
dpl-1,T23G7.1,69.0,21.6083299172338,354.0,196.700980059855,0.901019659127219,dpl-1,WBGene00001061,Public name for WBGene00001061. History: N.A.
F07C6.4,F07C6.4,68.5,21.4517478163843,353.5,196.423153816832,0.901540986797564,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
dyci-1,C17H12.1,53.5,16.7542847908987,353.0,196.14532757381,0.921304296401453,dyci-1,WBGene00015927,Public name for WBGene00015927. History: N.A.
B0205.1,B0205.1,69.6666,21.8170851740864,352.6665,195.960017469714,0.899819196282675,B0205.1,WBGene00015017,Public name for WBGene00015017. History: N.A.
F46B6.6,F46B6.6,70.0,21.9214941189329,352.5,195.867501330788,0.899345262722451,F46B6.6,WBGene00009771,Public name for WBGene00009771. History: N.A.
R12E2.1,R12E2.1,25.0,7.82910504247603,352.25,195.728588209277,0.961538643332958,R12E2.1,WBGene00020030,Sequence name for WBGene00020030(kel-20). History: N.A.
tag-256,ZK637.3,43.0,13.4660606730588,351.5,195.311848844743,0.935500548385793,tag-256,WBGene00014023,Other name for WBGene00014023(lnkn-1). History: Renamed on 2014-08-08
W09D10.1,W09D10.1,75.5,23.6438972282776,350.8333,194.941395332297,0.891832167886019,W09D10.1,WBGene00012359,Public name for WBGene00012359. History: N.A.
vig-1,F56D12.5,42.0,13.1528964713597,350.5,194.756196358698,0.936737271601148,vig-1,WBGene00006924,Public name for WBGene00006924. History: N.A.
K07C5.4,K07C5.4,58.3333,18.2679013269707,350.4667,194.737693130913,0.91423745759606,K07C5.4,WBGene00010627,Sequence name for WBGene00010627(nol-56). History: N.A.
C18A3.3,C18A3.3,48.0,15.031881681554,349.0,193.922717629631,0.928061494070452,C18A3.3,WBGene00015941,Public name for WBGene00015941. History: N.A.
C37H5.5,C37H5.5,46.0,14.4055532781559,349.0,193.922717629631,0.930851663984999,C37H5.5,WBGene00016508,Public name for WBGene00016508. History: N.A.
F29C4.6,F29C4.6,22.0,6.8896124373789,349.0,193.922717629631,0.965691287805485,F29C4.6,WBGene00017928,Sequence name for WBGene00017928(tut-1). History: N.A.
F02E9.10,F02E9.10,78.0,24.4268077325252,348.0,193.367065143586,0.887844375923192,F02E9.10,WBGene00008533,Public name for WBGene00008533. History: N.A.
Y105E8A.10,Y105E8A.10,49.5,15.5016279841025,347.5149,193.097518122606,0.925687001728316,Y105E8A.10,WBGene00013670,Sequence name for WBGene00013670(hpo-13). History: N.A.
F57B10.4,F57B10.4,75.0,23.4873151274281,346.5,192.533586414519,0.891272951090488,F57B10.4,WBGene00019002,Sequence name for WBGene00019002(syp-6). History: N.A.
M01E5.3,M01E5.3,56.3333,17.6415729235726,346.1667,192.34838744092,0.915988493483446,M01E5.3,WBGene00010806,Public name for WBGene00010806. History: N.A.
ced-5,C02F4.1,70.0,21.9214941189329,346.0,192.255760171497,0.897647888934056,ced-5,WBGene00000419,Public name for WBGene00000419. History: N.A.
smk-1,F41E6.4,38.0,11.9002396645636,346.0,192.255760171497,0.9417100664486,smk-1,WBGene00018285,Public name for WBGene00018285. History: Renamed on 2007-10-22
mau-2,C09H6.3,65.0,20.3556731104377,345.5,191.977933928474,0.904133531218601,mau-2,WBGene00003136,Public name for WBGene00003136. History: N.A.
cogc-4,Y51H7C.6,52.0,16.2845384883501,345.0,191.700107685452,0.92170316997947,cogc-4,WBGene00021784,"Public name for WBGene00021784. History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
Y37E11AM.3,Y37E11AM.3,42.9444,13.4486487434443,344.6364,191.498072441526,0.934379780922152,Y37E11AM.3,WBGene00021367,"Public name for WBGene00021367. History: Split into Y37E11AM.4(WBGene00302986). History of WBGene00021367: Split into ""WBGene00302986"" on 2018-03-06"
wee-1.3,Y53C12A.1,75.1,23.518631547598,344.4075,191.37088358747,0.890554774006468,wee-1.3,WBGene00006940,Public name for WBGene00006940. History: N.A.
Y48B6A.1,Y48B6A.1,39.0,12.2134038662626,344.0,191.144455199407,0.939941323525055,Y48B6A.1,WBGene00012978,Public name for WBGene00012978. History: N.A.
dpy-21,Y59A8B.1,36.528,11.4392619596626,344.0,191.144455199407,0.943533161894347,dpy-21,WBGene00001080,Public name for WBGene00001080. History: N.A.
H28O16.2,H28O16.2,30.0,9.39492605097123,343.8333,191.051827929983,0.953130066392275,H28O16.2,WBGene00010420,Sequence name for WBGene00010420(mcrs-1). History: N.A.
abts-1,F52B5.1,65.5,20.5122552112872,343.5,190.866628956385,0.902959771539828,abts-1,WBGene00009920,Public name for WBGene00009920. History: N.A.
ssl-1,Y111B2A.22,50.0,15.6582100849521,343.0108,190.594803760212,0.924082514999239,ssl-1,WBGene00007027,Public name for WBGene00007027. History: N.A.
rnp-2,K08D10.4,63.0,19.7293447070396,343.0,190.588802713362,0.906192856160896,rnp-2,WBGene00004385,Public name for WBGene00004385. History: N.A.
pptr-1,W08G11.4,59.0,18.4766879002434,342.5,190.31097647034,0.911504887245404,pptr-1,WBGene00012348,Public name for WBGene00012348. History: N.A.
vrk-1,F28B12.3,58.0,18.1635236985444,341.0,189.477497741273,0.91252439632306,vrk-1,WBGene00017895,Public name for WBGene00017895. History: Renamed on 2005-08-19
F10C2.4,F10C2.4,43.0,13.4660606730588,341.0,189.477497741273,0.933646276933972,F10C2.4,WBGene00008645,Public name for WBGene00008645. History: N.A.
rnr-1,T23G5.1,42.0,13.1528964713597,341.0,189.477497741273,0.935089222313028,rnr-1,WBGene00004391,Public name for WBGene00004391. History: N.A.
frs-1,T08B2.9,38.0,11.9002396645636,341.0,189.477497741273,0.940905882557509,frs-1,WBGene00001497,Other name for WBGene00001497(fars-1). History: Renamed on 2010-01-29; Renamed on 2015-03-04
acs-4,F37C12.7,54.0,16.9108668917482,340.5,189.19967149825,0.917952439385948,acs-4,WBGene00018152,Public name for WBGene00018152. History: N.A.
K07H8.1,K07H8.1,68.0,21.2951657155348,340.0,188.921845255228,0.898699131829552,K07H8.1,WBGene00019503,Sequence name for WBGene00019503(tbce-1). History: N.A.
Y53C12A.3,Y53C12A.3,77.0,24.1136435308262,339.5833,188.690304864293,0.886686108445443,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
ZK632.11,ZK632.11,59.0,18.4766879002434,339.3333,188.551391742782,0.910752744593379,ZK632.11,WBGene00014018,Public name for WBGene00014018. History: N.A.
mnat-1,F53G2.7,46.5,14.5621353790054,339.3333,188.551391742782,0.928305437922537,mnat-1,WBGene00018769,"Public name for WBGene00018769. History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
cct-2,T21B10.7,70.0,21.9214941189329,339.0,188.366192769183,0.895754742261271,cct-2,WBGene00000378,Public name for WBGene00000378. History: N.A.
B0001.2,B0001.2,63.0,19.7293447070396,339.0,188.366192769183,0.905190928424912,B0001.2,WBGene00007087,Public name for WBGene00007087. History: N.A.
gdi-1,Y57G11C.10,60.0,18.7898521019425,339.0,188.366192769183,0.909296143814525,gdi-1,WBGene00001558,Public name for WBGene00001558. History: N.A.
F09G2.9,F09G2.9,56.0,17.5371952951463,339.0,188.366192769183,0.914828039208042,F09G2.9,WBGene00017317,Sequence name for WBGene00017317(attf-2). History: N.A.
zwl-1,Y39G10AR.2,38.0,11.9002396645636,339.0,188.366192769183,0.940577961468902,zwl-1,WBGene00021460,Public name for WBGene00021460. History: N.A.
gld-2,ZC308.1,65.5,20.5122552112872,338.537,188.108925668144,0.901677024716192,gld-2,WBGene00001596,Public name for WBGene00001596. History: N.A.
T19B10.8,T19B10.8,67.5,21.1385836146853,338.0,187.810540283138,0.898833825094083,T19B10.8,WBGene00011835,Sequence name for WBGene00011835(pgap-1). History: N.A.
agef-1,Y6B3A.1,71.3421,22.3417917940332,337.5036,187.534714389066,0.893547914436207,agef-1,WBGene00012386,Public name for WBGene00012386. History: N.A.
tag-315,ZK856.13,65.0,20.3556731104377,337.0,187.254887797094,0.901952612519052,tag-315,WBGene00014114,Other name for WBGene00014114(tftc-3). History: Renamed on 2012-07-04
sir-2.1,R11A8.4,62.5,19.5727626061901,337.0,187.254887797094,0.905366799032789,sir-2.1,WBGene00004800,Public name for WBGene00004800. History: N.A.
thoc-1,T02H6.2,35.0,10.9607470594664,337.0,187.254887797094,0.944702913736355,thoc-1,WBGene00020172,Public name for WBGene00020172. History: N.A.
R151.2,R151.2,45.0,14.0923890764568,336.4999,186.977005988823,0.929912809098164,R151.2,WBGene00020107,Public name for WBGene00020107. History: N.A.
T03F1.8,T03F1.8,58.0,18.1635236985444,336.0,186.699235311049,0.911338089038946,T03F1.8,WBGene00020190,Sequence name for WBGene00020190(guk-1). History: N.A.
Y48G1C.7,Y48G1C.7,52.0,16.2845384883501,336.0,186.699235311049,0.91977418596797,Y48G1C.7,WBGene00021681,"Public name for Dead gene WBGene00021680. History of WBGene00021680: Merged into ""WBGene00021681"" on 2010-11-23"
ret-1,W06A7.3,51.506,16.1298353727108,335.698,186.531428260263,0.92040987466691,ret-1,WBGene00004336,Public name for WBGene00004336. History: N.A.
Y105E8A.19,Y105E8A.19,68.0145,21.2997065964594,335.5,186.421409068026,0.897460079933024,Y105E8A.19,WBGene00013677,Sequence name for WBGene00013677(yars-1). History: N.A.
pro-3,Y39B6A.14,32.0,10.0212544543693,335.5,186.421409068026,0.948986364394174,pro-3,WBGene00012676,Public name for WBGene00012676. History: N.A.
C34E10.11,C34E10.11,49.0,15.345045883253,334.8333,186.05095555558,0.923806601056508,C34E10.11,WBGene00016412,Sequence name for WBGene00016412(mrps-26). History: N.A.
mbk-2,F49E11.1,59.5,18.6332700010929,334.6703,185.960384200355,0.908925474380813,mbk-2,WBGene00003150,Public name for WBGene00003150. History: N.A.
mei-2,F57B10.12,56.0,17.5371952951463,334.5,185.865756581982,0.913781018744801,mei-2,WBGene00003184,Public name for WBGene00003184. History: N.A.
T10F2.4,T10F2.4,49.0,15.345045883253,334.5,185.865756581982,0.92373647092877,T10F2.4,WBGene00020423,Sequence name for WBGene00020423(prp-19). History: N.A.
brd-1,K04C2.4,30.0,9.39492605097123,334.5,185.865756581982,0.951885213529486,brd-1,WBGene00000265,Public name for WBGene00000265. History: N.A.
F35G12.4,F35G12.4,24.0,7.51594084077699,334.0,185.587930338959,0.96107824874323,F35G12.4,WBGene00009441,Sequence name for WBGene00009441(wdr-48). History: N.A.
C06A5.1,C06A5.1,68.0,21.2951657155348,333.25,185.171190974426,0.896858906908923,C06A5.1,WBGene00015499,Sequence name for WBGene00015499(ints-1). History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
D2085.5,D2085.5,67.0,20.9820015138358,333.0,185.032277852914,0.898152683501694,D2085.5,WBGene00008430,Sequence name for WBGene00008430(hgap-2). History: N.A.
dnj-29,Y63D3A.6,59.0,18.4766879002434,332.8333,184.939650583491,0.909168122688823,dnj-29,WBGene00001047,Public name for WBGene00001047. History: N.A.
ogt-1,K04G7.3,73.0,22.86098672403,332.5,184.754451609892,0.889887828634106,ogt-1,WBGene00003858,Public name for WBGene00003858. History: N.A.
T05B9.1,T05B9.1,48.0,15.031881681554,332.0,184.47662536687,0.924655434978993,T05B9.1,WBGene00011464,Public name for WBGene00011464. History: N.A.
F08F8.2,F08F8.2,59.0,18.4766879002434,331.3333,184.106171854424,0.908794416651936,F08F8.2,WBGene00017268,Sequence name for WBGene00017268(hmgr-1). History: N.A.
raga-1,T24F1.1,66.0,20.6688373121367,331.0,183.920972880825,0.898974258333577,raga-1,WBGene00006414,Public name for WBGene00006414. History: Renamed on 2007-07-20
ehs-1,ZK1248.3,56.0,17.5371952951463,331.0,183.920972880825,0.91294870069588,ehs-1,WBGene00001224,Public name for WBGene00001224. History: N.A.
pbs-2,C47B2.4,50.0,15.6582100849521,331.0,183.920972880825,0.921543871198044,pbs-2,WBGene00003948,Public name for WBGene00003948. History: N.A.
Y53F4B.22,Y53F4B.22,51.5,16.1279563875006,330.5,183.643146637802,0.919267821305177,Y53F4B.22,WBGene00013168,Sequence name for WBGene00013168(arp-1). History: N.A.
D2085.4,D2085.4,49.5,15.5016279841025,330.0,183.36532039478,0.922050254652831,D2085.4,WBGene00008429,Sequence name for WBGene00008429(etc-1). History: N.A.
sip-1,F43D9.4,26.0,8.14226924417507,330.0,183.36532039478,0.957483307792002,sip-1,WBGene00004798,Public name for WBGene00004798. History: N.A.
R02D3.4,R02D3.4,69.0,21.6083299172338,329.5,183.087494151758,0.894436879621194,R02D3.4,WBGene00019822,Sequence name for WBGene00019822(ints-13). History: N.A.
T10E9.2,T10E9.2,61.0,19.1030163036415,329.5,183.087494151758,0.905519718701856,T10E9.2,WBGene00020412,Public name for WBGene00020412. History: N.A.
Y41E3.11,Y41E3.11,68.0,21.2951657155348,328.9262,182.768660755265,0.895644582953158,Y41E3.11,WBGene00012769,Sequence name for WBGene00012769(hrpu-1). History: N.A.
sur-6,F26E4.1,57.0,17.8503594968453,328.8333,182.717040639312,0.911000693608595,sur-6,WBGene00006352,Public name for WBGene00006352. History: N.A.
ppw-1,C18E3.7,55.9999,17.5371639787261,328.5832,182.578071952552,0.912364673798508,ppw-1,WBGene00004093,Public name for WBGene00004093. History: Renamed on 2011-10-14
gpd-1,T09F3.3,55.25,17.302322143872,328.5,182.531841665713,0.913416595971253,gpd-1,WBGene00001683,Public name for WBGene00001683. History: N.A.
T02G5.7,T02G5.7,48.0,15.031881681554,328.5,182.531841665713,0.923913755891653,T02G5.7,WBGene00020166,Public name for WBGene00020166. History: N.A.
C24H12.4,C24H12.4,40.0,12.5265680679616,328.5,182.531841665713,0.935780425539894,C24H12.4,WBGene00016073,Public name for WBGene00016073. History: N.A.
K08H10.2,K08H10.2,44.5,13.9358069756073,328.0,182.25401542269,0.928967737442999,K08H10.2,WBGene00002263,"Public name for Dead gene WBGene00010695. History of WBGene00010695: Merged into ""WBGene00002263"" on 2011-01-21"
frs-2,F22B5.9,29.0,9.08176184927219,328.0,182.25401542269,0.952534952015987,frs-2,"WBGene00001498, WBGene00006786",Other name for WBGene00001498(fars-3). History: Renamed on 2010-01-29. Other name for WBGene00006786(unc-51). History: Renamed on 2008-02-29
Y94H6A.5,Y94H6A.5,56.0769,17.561277622257,327.5833,182.022475031756,0.912010484877994,Y94H6A.5,WBGene00022378,Public name for WBGene00022378. History: N.A.
ndc-80,W01B6.9,67.0,20.9820015138358,327.0,181.698362936646,0.896477384127844,ndc-80,WBGene00003576,Public name for WBGene00003576. History: Renamed on 2006-01-16
Y6B3B.9,Y6B3B.9,66.0,20.6688373121367,327.0,181.698362936646,0.897864687129499,Y6B3B.9,WBGene00012393,Public name for WBGene00012393. History: N.A.
nxf-1,C15H11.3,57.0,17.8503594968453,327.0,181.698362936646,0.91054636041183,nxf-1,WBGene00003834,Public name for WBGene00003834. History: N.A.
K04G2.2,K04G2.2,48.0,15.031881681554,327.0,181.698362936646,0.923591404510644,K04G2.2,WBGene00045192,"Sequence name for WBGene00045192(aho-3). History: N.A.. Public name for Dead gene WBGene00010561. History of WBGene00010561: Merged into ""WBGene00045192"" on 2012-04-27"
cdc-42,R07G3.1,65.0,20.3556731104377,326.0833,181.188996302688,0.899001679529848,cdc-42,WBGene00000390,Public name for WBGene00000390. History: N.A.
rfp-1,R05D3.4,73.0,22.86098672403,326.0,181.142710450601,0.88793837052639,rfp-1,WBGene00007008,Public name for WBGene00007008. History: N.A.
cct-4,K01C8.10,53.0,16.5977026900492,326.0,181.142710450601,0.916063173802295,cct-4,WBGene00000379,Public name for WBGene00000379. History: N.A.
Y37D8A.11,Y37D8A.11,41.0,12.8397322696607,326.0,181.142710450601,0.933809822736501,Y37D8A.11,WBGene00012551,Sequence name for WBGene00012551(cec-7). History: N.A.
F20H11.1,F20H11.1,37.0,11.5870754628645,326.0,181.142710450601,0.939879166015018,F20H11.1,WBGene00017646,Public name for WBGene00017646. History: N.A.
par-1,H39E23.1,74.5,23.3307330265786,325.6667,180.957511477002,0.885795029061647,par-1,WBGene00003916,Public name for WBGene00003916. History: N.A.
F56C9.6,F56C9.6,58.5,18.3201057993939,325.5,180.864884207578,0.90802466692519,F56C9.6,WBGene00018950,Public name for WBGene00018950. History: N.A.
cri-3,F59A2.3,29.5,9.23834395012171,325.5,180.864884207578,0.951403539857524,cri-3,WBGene00010303,Public name for WBGene00010303. History: N.A.
F54D11.2,F54D11.2,70.0271,21.9299808687989,325.2241,180.711579686679,0.891779451319439,F54D11.2,WBGene00018812,"Sequence name for WBGene00018812(sumv-2). History: Merged into ""WBGene00018814"" on 2012-01-23; Resurrected on 2012-06-29"
ppfr-2,D2092.2,74.0,23.174150925729,325.0,180.587057964556,0.886268092676035,ppfr-2,WBGene00017064,Public name for WBGene00017064. History: N.A.
inf-1,F57B9.6,59.5,18.6332700010929,324.25,180.170318600022,0.906272969556504,inf-1,WBGene00002083,Public name for WBGene00002083. History: N.A.
lpd-7,R13A5.12,47.0,14.7187174798549,324.0,180.031405478511,0.924422551029652,lpd-7,WBGene00003063,Public name for WBGene00003063. History: N.A.
F41E6.9,F41E6.9,61.0,19.1030163036415,323.5,179.753579235489,0.903935716832271,F41E6.9,WBGene00018290,Sequence name for WBGene00018290(vps-60). History: N.A.
T24F1.2,T24F1.2,66.0,20.6688373121367,322.5,179.197926749444,0.896586921746687,T24F1.2,WBGene00011994,Sequence name for WBGene00011994(samp-1). History: N.A.
ari-1,C27A12.8,65.0,20.3556731104377,322.5,179.197926749444,0.897993956888121,ari-1,WBGene00016158,Other name for WBGene00016158(ari-1.1). History: N.A.
smg-3,Y73B6BL.18,56.0,17.5371952951463,322.4539,179.172311169837,0.910847240632633,smg-3,WBGene00004881,Public name for WBGene00004881. History: N.A.
F54D8.6,F54D8.6,41.0,12.8397322696607,322.3333,179.10529948002,0.933107243502894,F54D8.6,WBGene00018802,Public name for WBGene00018802. History: N.A.
cki-2,T05A6.2,54.0,16.9108668917482,322.25,179.059013627933,0.91370680613315,cki-2,WBGene00000517,Public name for WBGene00000517. History: N.A.
let-858,F33A8.1,61.5,19.259598404491,322.2,179.031231003631,0.902871966081442,let-858,WBGene00002957,Public name for WBGene00002957. History: N.A.
ima-1,T19B10.7,61.5,19.259598404491,322.0,178.920100506422,0.902817500933086,ima-1,WBGene00002072,Public name for WBGene00002072. History: N.A.
eri-1,T07A9.5,55.0,17.2240310934473,322.0,178.920100506422,0.912186865072344,eri-1,WBGene00001332,Public name for WBGene00001332. History: N.A.
ZK512.2,ZK512.2,48.0,15.031881681554,322.0,178.920100506422,0.922496890663457,ZK512.2,WBGene00013983,Public name for WBGene00013983. History: N.A.
phb-2,T24H7.1,66.0,20.6688373121367,321.5,178.642274263399,0.896298620038033,phb-2,WBGene00004015,Public name for WBGene00004015. History: N.A.
ccr-4,ZC518.3,63.0,19.7293447070396,321.5,178.642274263399,0.900543511166385,ccr-4,WBGene00000376,Public name for WBGene00000376. History: N.A.
div-1,R01H10.1,69.0,21.6083299172338,321.0,178.364448020377,0.891943642829349,div-1,WBGene00001002,Public name for WBGene00001002. History: Renamed on 2013-04-26
Y48C3A.14,Y48C3A.14,41.027,12.8481877031066,320.5021,178.087788647575,0.932709445602284,Y48C3A.14,WBGene00012995,Public name for WBGene00012995. History: N.A.
mdh-1,F20H11.3,41.0,12.8397322696607,320.5,178.086621777355,0.932750340654916,mdh-1,WBGene00018491,Public name for WBGene00018491. History: N.A.. Other name for WBGene00003162(mdh-2). History: Renamed on 2010-08-18
age-1,B0334.8,39.0,12.2134038662626,320.0,177.808795534332,0.935726436675354,age-1,WBGene00000090,Public name for WBGene00000090. History: N.A.
C44E4.1,C44E4.1,59.0,18.4766879002434,319.5,177.53096929131,0.905734866867029,C44E4.1,WBGene00016650,Sequence name for WBGene00016650(ubr-4). History: N.A.
Y66H1B.3,Y66H1B.3,53.0,16.5977026900492,319.5,177.53096929131,0.914501539001704,Y66H1B.3,WBGene00022048,"Public name for Dead gene WBGene00022049. History of WBGene00022049: Merged into ""WBGene00022048"" on 2009-10-26"
F13H10.3,F13H10.3,27.5,8.61201554672363,319.25,177.392056169799,0.953699854700769,F13H10.3,WBGene00008774,Public name for WBGene00008774. History: N.A.
fcd-2,Y41E3.9,63.0,19.7293447070396,319.0,177.253143048287,0.899842138598912,fcd-2,WBGene00012767,Public name for WBGene00012767. History: N.A.
tram-1,C24F3.1,47.0,14.7187174798549,319.0,177.253143048287,0.923328776210422,tram-1,WBGene00007696,Public name for WBGene00007696. History: N.A.
rsd-2,F52G2.2,70.0,21.9214941189329,318.5,176.975316805265,0.889784587208452,rsd-2,WBGene00004681,Public name for WBGene00004681. History: N.A.
F55C12.5,F55C12.5,45.5,14.2489711773064,318.5,176.975316805265,0.925485557678714,F55C12.5,WBGene00018872,Public name for WBGene00018872. History: N.A.
C28H8.3,C28H8.3,79.0,24.7399719342242,318.4,176.91975155666,0.877318229411623,C28H8.3,WBGene00016194,Public name for WBGene00016194. History: N.A.
egl-4,F55A8.2,35.5,11.117329160316,318.0,176.697490562243,0.940806965197216,egl-4,WBGene00001173,Public name for WBGene00001173. History: Renamed on 2005-11-22; Renamed on 2010-12-07; Renamed on 2011-07-12; Renamed on 2012-06-20
cpt-2,R07H5.2,57.5,18.0069415976949,317.3333,176.327037049796,0.907340230859173,cpt-2,WBGene00011122,Public name for WBGene00011122. History: N.A.
nol-6,Y51H7C.11,56.0,17.5371952951463,317.1666,176.234409780373,0.909495535796839,nol-6,WBGene00021789,Public name for WBGene00021789. History: Renamed on 2010-02-05
Y42G9A.4,Y42G9A.4,48.25,15.1101727319787,317.0333,176.160341303983,0.921001034539292,Y42G9A.4,WBGene00021534,Sequence name for WBGene00021534(mvk-1). History: N.A.
F28D1.1,F28D1.1,57.5,18.0069415976949,317.0,176.141838076198,0.907251842489349,F28D1.1,WBGene00009211,Sequence name for WBGene00009211(wdr-46). History: N.A.
lin-23,K10B2.1,44.0,13.7792248747578,317.0,176.141838076198,0.92744762133984,lin-23,WBGene00003009,Public name for WBGene00003009. History: N.A.
hmg-1.2,F47D12.4,39.0,12.2134038662626,317.0,176.141838076198,0.935157611010403,hmg-1.2,WBGene00001972,Public name for WBGene00001972. History: N.A.
rab-7,W03C9.3,34.0,10.6475828577674,317.0,176.141838076198,0.942996863502609,rab-7,WBGene00004271,Public name for WBGene00004271. History: N.A.
pad-1,Y18D10A.13,66.5,20.8254194129862,316.0,175.586185590153,0.893970524742398,pad-1,WBGene00003905,Public name for WBGene00003905. History: N.A.
Y69A2AR.16,Y69A2AR.16,64.0,20.0425089087386,316.0,175.586185590153,0.89754821520392,Y69A2AR.16,WBGene00022087,Public name for WBGene00022087. History: N.A.
F57C9.7,F57C9.7,52.0,16.2845384883501,316.0,175.586185590153,0.915127549726203,F57C9.7,WBGene00019013,Sequence name for WBGene00019013(tofu-4). History: N.A.
vps-26,T20D3.7,37.0,11.5870754628645,316.0,175.586185590153,0.9380943869991,vps-26,WBGene00006931,Public name for WBGene00006931. History: N.A.
C49H3.8,C49H3.8,22.0,6.8896124373789,316.0,175.586185590153,0.962243691975308,C49H3.8,WBGene00016793,Sequence name for WBGene00016793(arp-11). History: N.A.
C50F2.3,C50F2.3,51.0,15.9713742866511,315.5,175.308359347131,0.916502527564005,C50F2.3,WBGene00016837,Sequence name for WBGene00016837(syf-1). History: N.A.
tbb-2,C36E8.5,55.3333,17.3284087218735,315.0833,175.076818956196,0.909937952669003,tbb-2,WBGene00006537,Public name for WBGene00006537. History: N.A.
Y25C1A.5,Y25C1A.5,62.0,19.4161805053405,315.0,175.030533104108,0.900146522690332,Y25C1A.5,WBGene00021292,Sequence name for WBGene00021292(copb-1). History: N.A.
mnk-1,R166.5,57.5,18.0069415976949,315.0,175.030533104108,0.906717897001547,mnk-1,WBGene00011304,Public name for WBGene00011304. History: N.A.
unc-16,ZK1098.10,56.0,17.5371952951463,314.5,174.752706861086,0.908798147492438,unc-16,WBGene00006755,Public name for WBGene00006755. History: N.A.
ttll-12,D2013.9,40.0,12.5265680679616,314.0,174.474880618063,0.933013523927327,ttll-12,WBGene00008405,Public name for WBGene00008405. History: Renamed on 2007-05-29
him-10,R12B2.4,27.0,8.45543344587411,313.0,173.919228132019,0.95363701638858,him-10,WBGene00001869,Public name for WBGene00001869. History: N.A.
spr-1,D1014.8,69.5,21.7649120180834,312.6666,173.733973593171,0.888669892158043,spr-1,WBGene00005006,Public name for WBGene00005006. History: Renamed on 2007-02-07
pro-2,C07E3.2,70.0,21.9214941189329,312.1666,173.456147350149,0.887799371749495,pro-2,WBGene00007413,Public name for WBGene00007413. History: N.A.
T07A9.9,T07A9.9,76.0,23.8004793291271,312.0001,173.363631211222,0.879285944770073,T07A9.9,WBGene00020297,Sequence name for WBGene00020297(nog-1). History: Renamed on 2005-03-17
