# Dataset S2. List of spermatogenesis genes with expression changes in rsd-2 and rsd-6 mutants at different temperatures. Genes upregulated in spr-5 mutants are also marked(2).
...1,rsd-2_pk3307_25C,rsd-2_yp10_25C,rsd-2_yp10_20C,rsd-2_pk3307_20C,rsd-6_pk3300_25C,rsd-6_pk3300_20C,spr-5_upregulated,Input,Suggested Match,History
B0432.11,-0.0558211,0.876677,0.000666357,0.373845,-0.218857,-0.0787694,0,B0432.11,WBGene00015192,Public name for WBGene00015192. History: N.A.
C01G12.3,1.50223,2.46987,-1.35403,-1.1566,1.2207,-0.997471,0,C01G12.3,WBGene00007244,Public name for WBGene00007244. History: N.A.
C01G6.2,-0.0652456,0.451857,0.0609261,0.0851951,0.265624,0.0475076,0,C01G6.2,WBGene00007224,Public name for WBGene00007224. History: N.A.
C06A1.3,0.517785,0.451965,-0.420612,-0.811543,-0.301492,-0.191578,0,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
C06A8.6,-0.41428,-0.0445464,0.33233,0.503008,0.417501,-0.259146,1,C06A8.6,WBGene00015516,Public name for WBGene00015516. History: N.A.
C07E3.4,-0.349054,-0.850422,0.362069,0.0880705,0.227226,0.374586,0,C07E3.4,WBGene00007415,"Public name for WBGene00007415. History: Split into emc-5(WBGene00195248). History of WBGene00007415: Split into ""WBGene00195248"" on 2010-08-24"
C09F9.1,0.659188,-0.515977,-0.171985,-0.249974,0.598888,0.547212,0,C09F9.1,WBGene00007478,Public name for WBGene00007478. History: N.A.
C09G5.7,-0.290662,0.650167,-0.0214113,0.317427,-0.055351,-0.427267,0,C09G5.7,WBGene00007489,Public name for WBGene00007489. History: N.A.
C09H10.9,0.906859,0.0336648,-0.119657,-0.112125,0.505747,0.741883,0,C09H10.9,WBGene00007503,Public name for WBGene00007503. History: N.A.
C14A4.13,0.144838,-0.178748,0.079192,-0.103183,-0.209796,0.310312,0,C14A4.13,WBGene00007563,Public name for WBGene00007563. History: N.A.
C15F1.5,0.299833,-0.139876,-0.686115,-0.350712,-0.151388,-0.798376,0,C15F1.5,WBGene00015796,Public name for WBGene00015796. History: N.A.
C16A11.7,0.45219,1.3338,-0.494782,0.0723198,0.451665,-1.16912,0,C16A11.7,WBGene00015820,Public name for WBGene00015820. History: N.A.
C16D2.1,1.89018,1.63499,-2.1508,-1.2098,1.27144,-0.98148,0,C16D2.1,WBGene00007633,Public name for WBGene00007633. History: N.A.
C17C3.11,1.02345,0.499113,-0.101215,0.162322,-0.0181788,0.194762,0,C17C3.11,WBGene00015893,Public name for WBGene00015893. History: N.A.
C17C3.9,0.749782,1.22666,-1.25458,-1.27117,0.337524,-1.02723,0,C17C3.9,WBGene00015892,Public name for WBGene00015892. History: N.A.
C18A3.7,-0.801068,-0.520383,0.633341,1.00309,0.0301877,-0.132517,0,C18A3.7,WBGene00015944,Public name for WBGene00015944. History: N.A.
C18E9.8,0.146224,-0.934832,0.346674,0.242136,-0.363368,0.856396,0,C18E9.8,WBGene00007688,Public name for WBGene00007688. History: N.A.
C27D6.1,0.987964,1.02196,-1.14758,-1.03303,1.13599,-0.327609,0,C27D6.1,WBGene00016160,"Public name for WBGene00016160. History: Split into C27D6.15(WBGene00303362). History of WBGene00016160: Split into ""WBGene00303362"" on 2018-07-18"
C29F5.3,0.220944,-0.449135,0.678954,1.01922,-0.488151,1.01438,0,C29F5.3,WBGene00016212,Public name for WBGene00016212. History: N.A.
C32D5.4,-0.506882,-0.996422,0.140593,0.543748,0.0312722,-0.219361,0,C32D5.4,WBGene00016312,Public name for WBGene00016312. History: N.A.
C33F10.12,0.963023,2.57589,0.276301,-0.47215,1.25253,-1.24279,0,C33F10.12,WBGene00016358,Public name for WBGene00016358. History: N.A.
C33F10.8,-0.0202435,0.479753,0.280936,0.789783,0.319114,-0.29073,0,C33F10.8,WBGene00016356,Public name for WBGene00016356. History: N.A.
C34F11.1,0.409041,-0.562771,0.67068,0.463073,-0.524316,0.935869,0,C34F11.1,WBGene00016413,Public name for WBGene00016413. History: N.A.
C34F11.2,0.882839,1.6363,-0.909825,-1.02349,0.59557,-0.905196,1,C34F11.2,WBGene00016414,Public name for WBGene00016414. History: N.A.
C34F11.5,-1.11346,-1.22294,0.748519,0.553013,-0.523005,0.854768,0,C34F11.5,WBGene00016416,Public name for WBGene00016416. History: N.A.
C46E10.1,0.483661,0.010813,-0.560184,-0.706292,0.561416,0.0715336,0,C46E10.1,WBGene00016707,Public name for WBGene00016707. History: N.A.
C50D2.3,0.0189772,-1.09023,0.480757,0.00877066,-0.102762,0.839994,0,C50D2.3,WBGene00016807,Sequence name for WBGene00016807(txt-1). History: N.A.
C50E10.2,0.418727,2.41662,0.707586,-0.203996,0.13696,-1.25684,0,C50E10.2,WBGene00016826,Public name for WBGene00016826. History: N.A.
D2062.4,1.41458,1.81834,-0.950794,-1.01603,1.58333,-1.1136,0,D2062.4,WBGene00017056,Public name for WBGene00017056. History: N.A.
D2062.5,0.989842,0.824873,-0.716358,-0.669915,0.80841,-0.708722,0,D2062.5,WBGene00017057,Public name for WBGene00017057. History: N.A.
F07E5.8,0.623224,1.06109,-1.16266,-1.07996,0.467822,-1.26485,0,F07E5.8,WBGene00017213,Public name for WBGene00017213. History: N.A.
F07F6.1,-0.316139,1.96867,0.197654,-0.68043,0.468001,-1.47208,0,F07F6.1,WBGene00017215,Public name for WBGene00017215. History: N.A.
F09C12.8,0.392335,2.10698,0.639085,-0.222787,0.155986,-0.814252,1,F09C12.8,WBGene00017279,Public name for WBGene00017279. History: N.A.
F11G11.4,0.966215,2.39262,0.305822,-0.548752,1.67208,-1.18715,1,F11G11.4,WBGene00017384,Public name for WBGene00017384. History: N.A.
F13H8.8,0.477663,0.581367,-0.602188,-0.772841,0.687334,-0.958801,0,F13H8.8,WBGene00017441,Public name for WBGene00017441. History: N.A.
F18A1.1,0.396879,0.821968,-0.973906,-0.867037,0.714293,-1.18085,0,F18A1.1,WBGene00017545,Public name for WBGene00017545. History: N.A.
F18C5.4,0.60278,1.84165,-0.668843,-0.959297,1.29201,-1.02197,0,F18C5.4,WBGene00017559,Sequence name for WBGene00017559(mpz-3). History: N.A.
F22B5.5,0.353005,1.61697,0.274868,-0.644308,0.366057,-1.22106,0,F22B5.5,WBGene00009043,Public name for WBGene00009043. History: N.A.
F27E5.3,0.32282,1.49877,-0.606008,-1.04674,1.36909,-1.66372,0,F27E5.3,WBGene00009193,Public name for WBGene00009193. History: N.A.
F28A10.1,0.259319,0.513052,-0.122586,-0.840273,-0.413337,-1.03215,0,F28A10.1,WBGene00017869,Public name for WBGene00017869. History: N.A.
F28A10.4,0.994275,1.1331,-1.03414,-1.38967,1.06921,-1.32582,0,F28A10.4,WBGene00017872,Public name for WBGene00017872. History: N.A.
F32A11.3,-0.109129,2.398,0.62702,-0.0198773,0.396537,-1.27828,1,F32A11.3,WBGene00009308,Public name for WBGene00009308. History: Renamed on 2014-09-24
F35H8.1,0.372741,1.0976,-0.324821,-0.583914,-0.147602,-0.50326,0,F35H8.1,WBGene00009446,Public name for WBGene00009446. History: N.A.
F35H8.4,0.957323,1.78411,0.0101291,-0.536427,-0.0126927,-0.588656,0,F35H8.4,WBGene00009449,Public name for WBGene00009449. History: N.A.
F41G3.5,0.80744,1.93566,0.218976,-0.718448,0.539219,-1.46344,0,F41G3.5,WBGene00018301,Public name for WBGene00018301. History: N.A.
F42G4.2,1.04283,1.74423,-0.142783,-0.788363,1.30557,-1.29391,0,F42G4.2,WBGene00009641,Public name for WBGene00009641. History: N.A.
F42G4.6,0.154324,1.75505,0.207299,-0.283242,1.131,-0.977852,0,F42G4.6,WBGene00009643,Public name for WBGene00009643. History: N.A.
F44F4.10,0.0469913,1.42328,0.00903608,-0.3884,0.967434,-0.74533,0,F44F4.10,WBGene00009705,Public name for WBGene00009705. History: N.A.
F44G4.5,0.580303,1.80495,0.883924,-0.20184,-0.220204,-0.426845,0,F44G4.5,WBGene00009714,Public name for WBGene00009714. History: N.A.
F46F5.11,0.590056,0.739805,-1.17172,-0.809292,0.176981,-0.879349,0,F46F5.11,WBGene00018502,Public name for WBGene00018502. History: N.A.
F46F5.9,2.31555,2.26614,-0.621514,-0.821903,1.86304,-0.761119,1,F46F5.9,WBGene00018500,Sequence name for WBGene00018500(msrp-4). History: N.A.
F52H3.6,0.481714,1.86271,0.641485,-0.0166651,0.650627,-1.05177,1,F52H3.6,WBGene00009948,Public name for WBGene00009948. History: N.A.
F53C3.1,0.511571,0.930035,-0.307631,-0.679474,1.32382,-1.18789,0,F53C3.1,WBGene00018745,Public name for WBGene00018745. History: N.A.
F54A3.4,0.00164571,0.944676,-0.406994,-0.615555,1.19437,-1.06207,0,F54A3.4,WBGene00018783,Sequence name for WBGene00018783(cbs-2). History: N.A.
F54H5.2,0.932477,1.24834,-0.29733,-0.637845,1.21505,-0.853719,0,F54H5.2,WBGene00018839,Public name for WBGene00018839. History: N.A.
F58A6.5,0.334455,1.74647,0.587695,-0.0998926,0.945159,-0.943301,0,F58A6.5,WBGene00019024,Public name for WBGene00019024. History: N.A.
F58F12.4,1.02734,1.07048,0.67571,0.242882,-0.185793,0.743432,0,F58F12.4,WBGene00044756,Public name for WBGene00044756. History: N.A.
F58G1.3,0.24949,2.08353,0.876888,-0.107948,0.844396,-1.15665,1,F58G1.3,WBGene00010265,Public name for WBGene00010265. History: N.A.
F59A6.2,1.26892,1.87314,-0.329101,-0.530992,0.907267,-0.845955,0,F59A6.2,WBGene00019084,Public name for WBGene00019084. History: N.A.
F59A6.4,0.422518,1.45182,-0.216599,-0.72781,1.15171,-1.17319,0,F59A6.4,WBGene00019086,Public name for WBGene00019086. History: N.A.
F59E12.3,1.11192,0.955143,-1.4061,-1.46771,1.52808,-1.38428,0,F59E12.3,WBGene00019119,Public name for WBGene00019119. History: N.A.
K02F6.2,0.763928,1.75192,-0.22609,-0.561555,0.793595,-0.637435,0,K02F6.2,WBGene00019337,"Public name for Dead gene WBGene00019336. History of WBGene00019336: Merged into ""WBGene00019337"" on 2011-10-03"
K02F6.3,0.950453,1.16746,-0.709282,-0.867904,0.800413,-0.90456,0,K02F6.3,WBGene00019337,Public name for WBGene00019337. History: N.A.
K05F1.8,1.15494,1.80449,0.389073,-0.45603,-0.107862,-0.940448,0,K05F1.8,WBGene00019409,Public name for WBGene00019409. History: N.A.
K05F1.9,0.475055,2.0946,0.613704,-0.0679334,0.504776,-1.06987,1,K05F1.9,WBGene00019410,Public name for WBGene00019410. History: N.A.
K08A2.2,0.0925816,1.29434,0.264283,-0.132704,0.785947,-0.861305,0,K08A2.2,WBGene00019512,Public name for WBGene00019512. History: N.A.
K08F8.5,0.635599,1.13319,-0.332988,-0.780711,0.503594,-1.0527,0,K08F8.5,WBGene00010682,"Sequence name for WBGene00010682(nsph-1.1). History: Split into K08F8.15(WBGene00303068). History of WBGene00010682: Split into ""WBGene00303068"" on 2018-03-02"
K09E4.1,1.01195,1.80411,0.509242,-0.580381,0.733304,-1.09624,0,K09E4.1,WBGene00010719,Public name for WBGene00010719. History: N.A.
K09F6.3,0.397374,1.32793,-0.258161,-0.856098,1.25873,-1.63546,0,K09F6.3,WBGene00019586,Public name for WBGene00019586. History: N.A.
K10H10.7,0.809296,1.95653,-0.932894,-1.08899,0.783975,-1.33688,0,K10H10.7,WBGene00010763,Public name for WBGene00010763. History: N.A.
M05D6.1,0.92499,1.75813,-0.304235,-0.561074,1.31542,-1.01011,0,M05D6.1,WBGene00010874,Public name for WBGene00010874. History: N.A.
M110.7,0.23246,0.802277,-0.849995,-1.02612,-0.00621329,-1.11219,0,M110.7,WBGene00010915,Public name for WBGene00010915. History: N.A.
M28.9,0.23357,1.2458,-0.114227,-0.665215,0.356599,-1.41203,0,M28.9,WBGene00010900,Public name for WBGene00010900. History: N.A.
R03D7.5,0.709529,1.25793,-0.765131,-0.827915,0.617514,-1.02712,0,R03D7.5,WBGene00010991,Sequence name for WBGene00010991(gskl-1). History: N.A.
R03D7.8,0.0012115,0.57274,-0.60758,-0.958439,0.38902,-1.11069,0,R03D7.8,WBGene00010992,Public name for WBGene00010992. History: N.A.
T01H3.5,0.644355,1.00018,0.249136,-0.485295,-0.204461,-0.201623,0,T01H3.5,WBGene00011351,Public name for WBGene00011351. History: N.A.
T02H6.4,1.21849,2.00724,-0.864163,-0.848574,1.60054,-1.00898,0,T02H6.4,WBGene00020174,Public name for WBGene00020174. History: N.A.
T05A7.6,0.87703,1.92002,0.262369,-0.719512,1.1831,-1.51412,0,T05A7.6,WBGene00020223,Public name for WBGene00020223. History: N.A.
T05C12.1,0.319423,1.9623,0.538435,0.105916,0.17254,-0.581876,0,T05C12.1,WBGene00011466,Public name for WBGene00011466. History: N.A.
T06D4.4,0.643172,0.93365,-0.987759,-1.12401,0.747437,-1.0402,0,T06D4.4,WBGene00020293,Sequence name for WBGene00020293(nep-20). History: N.A.
T15H9.4,0.846561,0.429235,-1.03297,-0.850607,1.61208,-1.36231,0,T15H9.4,WBGene00011789,Public name for WBGene00011789. History: N.A.
T15H9.5,1.57516,1.0753,-0.480736,-0.586167,1.19332,-0.694851,0,T15H9.5,WBGene00011790,Public name for WBGene00011790. History: N.A.
W01D2.3,1.54552,1.79764,-1.05443,-1.11597,1.02321,-0.84483,0,W01D2.3,WBGene00012180,Public name for WBGene00012180. History: N.A.
W02B12.12,0.395192,2.26229,0.673383,-0.133462,1.36626,-1.10879,1,W02B12.12,WBGene00012207,Public name for WBGene00012207. History: N.A.
W03C9.1,0.469356,1.57552,-0.845098,-1.1099,0.74145,-1.0149,0,W03C9.1,WBGene00012219,Public name for WBGene00012219. History: N.A.
Y38F1A.1,0.884907,1.28887,-0.149411,-0.724035,0.813492,-0.476034,0,Y38F1A.1,WBGene00012605,Public name for WBGene00012605. History: N.A.
Y38F1A.7,0.850132,1.79445,-1.10646,-1.44515,1.43125,-1.29154,0,Y38F1A.7,WBGene00012609,Public name for WBGene00012609. History: N.A.
Y39G8C.2,-0.0250633,1.17645,-0.116118,-0.512022,0.996538,-0.974108,0,Y39G8C.2,WBGene00012731,Public name for WBGene00012731. History: N.A.
Y46G5A.14,1.04634,0.947827,0.138643,-0.197009,0.833428,0.155098,0,Y46G5A.14,WBGene00012905,Public name for WBGene00012905. History: N.A.
Y49F6B.8,0.139711,0.638253,-0.156303,-0.627523,0.592808,-0.956599,0,Y49F6B.8,WBGene00021720,Public name for WBGene00021720. History: N.A.
Y51B9A.5,1.82332,1.93182,-0.281127,-0.424089,1.47509,-0.625331,0,Y51B9A.5,WBGene00013087,Public name for WBGene00013087. History: N.A.
Y53F4B.11,1.53943,1.34792,0.180821,-0.41539,1.12995,-0.832069,0,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
Y53F4B.36,-0.00688095,1.78625,0.000976172,0.0627415,0.646636,-0.504945,0,Y53F4B.36,WBGene00013175,Public name for WBGene00013175. History: N.A.
Y54E2A.4,0.238199,-0.0950163,-0.442741,-0.256314,-0.596608,-0.532438,0,Y54E2A.4,WBGene00013189,Public name for WBGene00013189. History: N.A.
Y54E2A.5,0.653537,1.4205,0.184605,-0.704341,0.719015,-0.336715,0,Y54E2A.5,WBGene00013190,Public name for WBGene00013190. History: N.A.
Y54E2A.9,1.1628,2.27418,0.167798,-0.125738,1.41466,-0.932263,1,Y54E2A.9,WBGene00013194,Public name for WBGene00013194. History: N.A.
Y57A10B.7,1.42165,2.10346,-0.975928,-1.28274,1.53895,-1.11321,0,Y57A10B.7,WBGene00013279,Public name for WBGene00013279. History: N.A.
Y57G7A.5,0.877096,1.5996,-0.172668,-0.432706,0.0459075,-0.692989,0,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
Y57G7A.6,0.177517,1.41192,0.183722,-0.31381,0.881451,-1.15908,0,Y57G7A.6,WBGene00021969,Public name for WBGene00021969. History: N.A.
Y81G3A.1,0.133411,1.84713,0.10046,-0.443808,0.954544,-1.00514,0,Y81G3A.1,WBGene00013590,Public name for WBGene00013590. History: N.A.
ZK1248.17,1.69024,1.97058,0.98315,-0.143842,1.59968,-0.817489,1,ZK1248.17,WBGene00022884,Public name for WBGene00022884. History: N.A.
ZK1248.4,1.69302,2.60585,1.72604,0.603181,1.71366,-0.882416,0,ZK1248.4,WBGene00022875,Public name for WBGene00022875. History: N.A.
ZK1248.5,0.114639,2.23673,1.01338,-0.118282,0.267415,-1.0307,0,ZK1248.5,WBGene00022876,Public name for WBGene00022876. History: N.A.
ZK1290.15,-0.312393,0.102008,-1.13692,-0.196779,-1.10492,-0.723846,0,ZK1290.15,WBGene00044775,Public name for WBGene00044775. History: N.A.
ZK1307.3,0.693369,1.82058,-0.0190627,-0.492269,0.999472,-0.757187,1,ZK1307.3,WBGene00014246,Public name for WBGene00014246. History: N.A.
ZK1307.4,1.04316,2.11486,0.496564,-0.468065,1.5671,-0.998041,1,ZK1307.4,WBGene00014247,Public name for WBGene00014247. History: N.A.
ZK546.3,0.992424,2.02881,1.715,1.15961,0.75256,-0.897958,0,ZK546.3,WBGene00022760,Public name for WBGene00022760. History: N.A.
ZK546.7,0.726341,2.04597,1.22038,0.0844466,1.0522,-0.930466,1,ZK546.7,WBGene00022763,Public name for WBGene00022763. History: N.A.
ZK622.1,0.511821,1.16564,0.138107,-0.309484,0.444132,-0.672592,0,ZK622.1,WBGene00022780,Public name for WBGene00022780. History: N.A.
ZK666.2,1.68039,2.03648,-1.27344,-1.29493,1.37481,-0.894425,0,ZK666.2,WBGene00014042,Public name for WBGene00014042. History: N.A.
ZK673.6,0.736136,1.22987,-0.112005,-0.654285,0.553193,-0.787867,0,ZK673.6,WBGene00014062,Public name for WBGene00014062. History: N.A.
ZK84.2,0.824488,1.88684,0.370806,0.00551522,0.252613,-0.709008,0,ZK84.2,WBGene00022650,Public name for WBGene00022650. History: N.A.
ZK84.5,1.81856,2.51899,0.557054,-0.544262,1.93071,-0.949139,0,ZK84.5,WBGene00022652,Public name for WBGene00022652. History: N.A.
ZK930.4,0.788556,2.71693,0.398778,-0.179176,1.18023,-0.792079,0,ZK930.4,WBGene00014154,Public name for WBGene00014154. History: N.A.
ZK930.5,0.257191,0.976999,0.15089,-0.242976,0.074139,-0.787621,0,ZK930.5,WBGene00014155,Public name for WBGene00014155. History: N.A.
ZK930.6,0.716958,0.432185,-0.155914,-0.295757,0.528004,-0.151157,0,ZK930.6,WBGene00014156,Public name for WBGene00014156. History: N.A.
ZK930.7,0.945138,1.38484,-0.36115,-1.25221,0.928286,-1.12231,0,ZK930.7,WBGene00014157,Public name for WBGene00014157. History: N.A.
ZK938.1,0.310269,2.12747,0.505685,-0.097007,0.535502,-1.16022,1,ZK938.1,WBGene00014158,Public name for WBGene00014158. History: N.A.
ZK945.6,0.879962,1.69203,-0.307926,-0.436848,0.243498,-1.12918,0,ZK945.6,WBGene00014168,Public name for WBGene00014168. History: N.A.
ZK945.7,0.369584,2.39888,0.991278,-0.0728938,0.726872,-1.23578,1,ZK945.7,WBGene00014169,Public name for WBGene00014169. History: N.A.
cdc-25.4,0.704033,0.793427,0.146668,0.58058,0.97337,-0.907773,0,cdc-25.4,WBGene00000389,Public name for WBGene00000389. History: N.A.
cpb-2,-1.54082,-0.267448,-0.563849,0.640482,-0.348236,-1.85081,0,cpb-2,WBGene00000771,Public name for WBGene00000771. History: N.A.
fbxa-224,-0.165723,1.92754,-0.093193,-0.974483,0.574906,-1.22957,0,fbxa-224,WBGene00022890,Public name for WBGene00022890. History: N.A.
fis-1,0.720826,2.37592,0.304186,-0.459755,0.425515,-1.09868,0,fis-1,WBGene00001424,Public name for WBGene00001424. History: N.A.
gst-31,0.908309,0.307269,-0.479146,0.0241683,0.50944,0.307333,0,gst-31,WBGene00001779,Public name for WBGene00001779. History: N.A.
gst-9,0.607511,0.843945,0.095791,-0.13104,-0.67794,0.382374,0,gst-9,WBGene00001757,Public name for WBGene00001757. History: N.A.
ins-37,-0.188217,2.24484,0.529329,-1.07828,1.26737,-0.962612,0,ins-37,WBGene00002120,Public name for WBGene00002120. History: N.A.
klp-17,-0.176418,1.34539,0.494573,-0.176955,0.115343,-0.93978,0,klp-17,WBGene00002227,"Public name for WBGene00002227. History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
math-48,0.946649,1.01455,-0.729598,-0.850677,0.418548,-0.77584,0,math-48,WBGene00022689,"Public name for WBGene00022689. History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
msp-142,1.37641,2.2756,1.26618,0.247747,1.04975,-0.681554,1,msp-142,WBGene00003469,Public name for WBGene00003469. History: N.A.
msp-152,1.42068,2.04962,1.28757,0.403031,1.42528,-0.775011,0,msp-152,WBGene00003470,Public name for WBGene00003470. History: N.A.
msp-3,1.58409,2.43629,1.53602,0.348682,1.53869,-0.84463,0,msp-3,WBGene00003424,Public name for WBGene00003424. History: N.A.
msp-31,1.45954,2.24437,1.5915,0.56899,1.3323,-0.499867,0,msp-31,WBGene00003429,Public name for WBGene00003429. History: N.A.
msp-32,1.46552,2.04268,0.385152,0.0293188,1.0093,-0.569274,1,msp-32,WBGene00003430,Public name for WBGene00003430. History: N.A.
msp-40,1.36142,2.46848,1.26143,0.322811,1.43652,-0.799452,0,msp-40,WBGene00003435,Public name for WBGene00003435. History: N.A.
msp-45,1.38176,2.29195,1.21071,0.225604,1.32356,-0.751119,1,msp-45,WBGene00003438,Public name for WBGene00003438. History: N.A.
msp-49,1.55832,2.24886,1.44741,0.500214,1.28159,-0.756541,1,msp-49,WBGene00003442,Public name for WBGene00003442. History: N.A.
msp-50,1.68464,2.23203,1.40588,0.363119,1.32934,-0.873936,0,msp-50,WBGene00003443,Public name for WBGene00003443. History: N.A.
msp-63,1.38067,2.2313,1.29735,0.364923,1.13541,-0.78691,1,msp-63,WBGene00003456,Public name for WBGene00003456. History: N.A.
msp-64,1.78484,2.64599,1.52468,0.564207,1.33815,-0.792127,0,msp-64,WBGene00003457,Public name for WBGene00003457. History: N.A.
msp-74,1.40511,2.55844,1.91823,0.357176,1.09682,-0.763616,0,msp-74,WBGene00003462,Public name for WBGene00003462. History: N.A.
nspd-4,1.51357,2.44489,1.33748,0.559759,0.683595,-0.772285,0,nspd-4,WBGene00020715,Public name for WBGene00020715. History: N.A.
nspd-5,1.5639,2.61404,1.85748,0.840454,0.395205,-0.443824,1,nspd-5,WBGene00017386,Public name for WBGene00017386. History: N.A.
rnh-1.1,-0.0235372,1.70602,-0.0914458,-0.500946,0.194278,-1.27052,0,rnh-1.1,WBGene00022888,Public name for WBGene00022888. History: N.A.
sfxn-1.1,0.342445,2.03969,0.0767762,-0.539971,0.669635,-1.05878,0,sfxn-1.1,WBGene00007080,Public name for WBGene00007080. History: N.A.
sfxn-1.2,0.696454,1.20817,-0.319216,-0.593945,0.656699,-1.256,0,sfxn-1.2,WBGene00009513,Public name for WBGene00009513. History: N.A.
sfxn-1.4,0.695043,1.03391,0.11282,0.265624,0.545973,-0.373564,0,sfxn-1.4,WBGene00008137,Public name for WBGene00008137. History: N.A.
snf-4,0.845892,0.459299,-1.33529,-1.24558,1.1425,-1.19463,0,snf-4,WBGene00004903,Public name for WBGene00004903. History: N.A.
snf-5,0.653608,0.319241,0.568109,-0.468022,1.04819,-1.41863,0,snf-5,WBGene00004904,Public name for WBGene00004904. History: N.A.
srb-13,0.217424,0.940811,-1.15204,-0.923567,-0.419165,-0.859397,0,srb-13,WBGene00019028,Public name for WBGene00019028. History: N.A.
sri-40,-0.270461,0.413937,0.660953,0.322369,0.397669,0.418103,0,sri-40,WBGene00005552,Public name for WBGene00005552. History: N.A.
ubc-24,-0.156292,0.766719,-0.410665,-0.344729,-0.521848,-0.270769,0,ubc-24,WBGene00006719,Public name for WBGene00006719. History: N.A.
wht-4,1.16987,1.20369,-0.459235,-1.14559,1.4006,-1.22482,0,wht-4,WBGene00017179,Public name for WBGene00017179. History: N.A.
B0393.4,-0.665755,-0.0664836,0.110145,0.889433,0.114275,-0.904861,0,B0393.4,WBGene00007169,Public name for WBGene00007169. History: N.A.
C02F5.2,1.10356,1.47187,-0.00776087,-0.196231,0.535438,-0.384438,0,C02F5.2,WBGene00015345,Public name for WBGene00015345. History: N.A.
C02F5.5,-0.00309007,0.648671,0.268882,0.888597,0.0829908,-0.352041,1,C02F5.5,WBGene00015348,Public name for WBGene00015348. History: N.A.
C03B8.3,0.0846894,0.605511,-0.32592,0.481744,0.284382,-0.410779,0,C03B8.3,WBGene00015386,Public name for WBGene00015386. History: N.A.
C05B5.2,2.2868,1.52591,-2.01305,-1.30567,1.75385,-0.849576,0,C05B5.2,WBGene00007320,"Public name for WBGene00007320. History: Split into C05B5.17(WBGene00219314). History of WBGene00007320: Split into ""WBGene00219314"" on 2011-11-21"
C05D2.3,-0.309628,0.0485788,0.560952,0.909337,-0.193701,0.270048,0,C05D2.3,WBGene00015467,Sequence name for WBGene00015467(basl-1). History: N.A.
C07A9.5,0.965131,1.08841,-0.168566,-0.366942,0.545402,-0.496387,0,C07A9.5,WBGene00007401,Public name for WBGene00007401. History: N.A.
C15H7.3,-0.516794,0.358596,0.487488,0.345968,0.0173029,0.361821,0,C15H7.3,WBGene00007610,Public name for WBGene00007610. History: N.A.
C15H7.4,0.511539,1.96404,0.412102,-0.449631,0.533867,-1.19423,0,C15H7.4,WBGene00007611,Public name for WBGene00007611. History: N.A.
C18H2.1,0.589253,1.86337,-0.268372,-0.550701,0.99386,-0.776781,0,C18H2.1,WBGene00015988,"Sequence name for WBGene00015988(lido-18). History: Split into C18H2.8(WBGene00305979), C18H2.9(WBGene00305980). History of WBGene00015988: Split into ""WBGene00305979"" on 2020-01-20; Split into ""WBGene00305980"" on 2020-01-20"
C18H2.4,0.162598,0.518652,-1.31037,-1.04859,0.137764,-0.998836,0,C18H2.4,WBGene00015991,Public name for WBGene00015991. History: N.A.
C23G10.1,0.299772,0.131982,0.478149,0.0566738,-0.0920557,0.472994,0,C23G10.1,WBGene00016010,Public name for WBGene00016010. History: N.A.
C24H11.2,1.16446,1.52354,0.0425495,-0.433659,1.74135,-0.683151,0,C24H11.2,WBGene00007700,Public name for WBGene00007700. History: N.A.
C26E6.1,-0.315586,0.0100062,0.140021,-0.2367,-0.360474,0.325174,0,C26E6.1,WBGene00016137,Public name for WBGene00016137. History: N.A.
C27F2.6,-0.170872,0.682366,0.722293,1.03806,-0.278269,0.30623,0,C27F2.6,WBGene00016168,Public name for WBGene00016168. History: N.A.
C28A5.6,0.626216,1.13612,-2.46378,-1.37347,1.67377,-0.704719,0,C28A5.6,WBGene00007791,Public name for WBGene00007791. History: N.A.
C30A5.4,-0.336804,0.378825,0.493438,0.707151,0.321147,-0.490018,0,C30A5.4,WBGene00016239,Public name for WBGene00016239. History: N.A.
C35D10.2,0.75121,0.745356,0.0344318,0.0808371,0.275108,-0.0862107,1,C35D10.2,WBGene00016440,Sequence name for WBGene00016440(gipc-1). History: N.A.
C35D10.3,0.516093,2.32687,1.15261,0.518612,0.471625,-0.91888,0,C35D10.3,WBGene00016441,Public name for WBGene00016441. History: N.A.
C44B9.2,0.846605,0.141269,-0.487823,-0.892732,0.284764,-0.752708,0,C44B9.2,WBGene00008079,Public name for WBGene00008079. History: N.A.
C45G9.4,-0.103661,0.678616,-0.0214661,0.88182,0.194877,-0.63094,0,C45G9.4,WBGene00016675,Public name for WBGene00016675. History: N.A.
C45G9.9,0.431644,1.16914,-0.468172,-0.70312,-0.0410327,-0.829289,0,C45G9.9,WBGene00016680,Public name for WBGene00016680. History: N.A.
