WB.ID,gene.name,CIS-BP.motif,TF,Input,Suggested Match,History
WBGene00019972,R09A1.2,M00593_2.00,ATF-5,WBGene00019972,WBGene00019972,History: N.A.
WBGene00019981,srbc-59,M00593_2.00,ATF-5,WBGene00019981,WBGene00019981,History: N.A.
WBGene00019997,R10F2.6,M00593_2.00,ATF-5,WBGene00019997,WBGene00019997,History: N.A.
WBGene00020073,sdz-28,M00593_2.00,ATF-5,WBGene00020073,WBGene00020073,History: Renamed on 2005-08-22
WBGene00020104,R148.5,M00593_2.00,ATF-5,WBGene00020104,WBGene00020104,History: N.A.
WBGene00020116,moa-1,M00593_2.00,ATF-5,WBGene00020116,WBGene00020116,"History: Split into R155.5(WBGene00189953). History of WBGene00020116: Split into ""WBGene00189953"" on 2009-04-20"
WBGene00020136,nlp-45,M00593_2.00,ATF-5,WBGene00020136,WBGene00020136,History: N.A.
WBGene00020178,T02H6.8,M00593_2.00,ATF-5,WBGene00020178,WBGene00020178,History: N.A.
WBGene00020179,T02H6.9,M00593_2.00,ATF-5,WBGene00020179,WBGene00020179,History: N.A.
WBGene00020184,uba-5,M00593_2.00,ATF-5,WBGene00020184,WBGene00020184,History: N.A.
WBGene00020194,T03G6.1,M00593_2.00,ATF-5,WBGene00020194,WBGene00020194,History: N.A.
WBGene00020208,fnip-2,M00593_2.00,ATF-5,WBGene00020208,WBGene00020208,History: Renamed on 2020-01-28
WBGene00020229,T05A8.3,M00593_2.00,ATF-5,WBGene00020229,WBGene00020229,History: N.A.
WBGene00020230,nep-2,M00593_2.00,ATF-5,WBGene00020230,WBGene00020230,"History: Split into T05A8.11(WBGene00303077). History of WBGene00020230: Split into ""WBGene00303077"" on 2018-03-02"
WBGene00020285,T06A10.2,M00593_2.00,ATF-5,WBGene00020285,WBGene00020285,History: N.A.
WBGene00020407,chil-24,M00593_2.00,ATF-5,WBGene00020407,WBGene00020407,History: N.A.
WBGene00020408,T10D4.6,M00593_2.00,ATF-5,WBGene00020408,WBGene00020408,History: N.A.
WBGene00020409,T10D4.7,M00593_2.00,ATF-5,WBGene00020409,WBGene00020409,History: N.A.
WBGene00020452,fbxa-22,M00593_2.00,ATF-5,WBGene00020452,WBGene00020452,History: N.A.
WBGene00020454,fbxa-56,M00593_2.00,ATF-5,WBGene00020454,WBGene00020454,History: N.A.
WBGene00020488,T13G4.1,M00593_2.00,ATF-5,WBGene00020488,WBGene00020488,History: N.A.
WBGene00020491,T13G4.4,M00593_2.00,ATF-5,WBGene00020491,WBGene00020491,History: N.A.
WBGene00020561,T19C3.3,M00593_2.00,ATF-5,WBGene00020561,WBGene00020561,History: N.A.
WBGene00020662,T21H3.1,M00593_2.00,ATF-5,WBGene00020662,WBGene00020662,History: N.A.
WBGene00020698,T22F3.8,M00593_2.00,ATF-5,WBGene00020698,WBGene00020698,History: N.A.
WBGene00020702,T22F7.3,M00593_2.00,ATF-5,WBGene00020702,WBGene00020702,History: N.A.
WBGene00020748,nhr-221,M00593_2.00,ATF-5,WBGene00020748,WBGene00020748,History: N.A.
WBGene00020832,T26C12.2,M00593_2.00,ATF-5,WBGene00020832,WBGene00020832,History: N.A.
WBGene00020835,T27A1.3,M00593_2.00,ATF-5,WBGene00020835,WBGene00020835,History: N.A.
WBGene00020837,slc-36.2,M00593_2.00,ATF-5,WBGene00020837,WBGene00020837,History: N.A.
WBGene00020870,T28A11.3,M00593_2.00,ATF-5,WBGene00020870,WBGene00020870,History: N.A.
WBGene00020882,T28A11.20,M00593_2.00,ATF-5,WBGene00020882,WBGene00020882,History: N.A.
WBGene00020930,hlh-30,M00593_2.00,ATF-5,WBGene00020930,WBGene00020930,History: N.A.
WBGene00020954,W02G9.4,M00593_2.00,ATF-5,WBGene00020954,WBGene00020954,History: N.A.
WBGene00020955,angl-1,M00593_2.00,ATF-5,WBGene00020955,WBGene00020955,History: N.A.
WBGene00020961,sknr-1,M00593_2.00,ATF-5,WBGene00020961,WBGene00020961,History: N.A.
WBGene00020982,ilys-6,M00593_2.00,ATF-5,WBGene00020982,WBGene00020982,History: N.A.
WBGene00021003,W03F9.9,M00593_2.00,ATF-5,WBGene00021003,WBGene00021003,History: N.A.
WBGene00021022,W04B5.5,M00593_2.00,ATF-5,WBGene00021022,WBGene00021022,History: N.A.
WBGene00021024,W04C9.2,M00593_2.00,ATF-5,WBGene00021024,WBGene00021024,History: N.A.
WBGene00021030,W04H10.1,M00593_2.00,ATF-5,WBGene00021030,WBGene00021030,History: N.A.
WBGene00021078,unc-132,M00593_2.00,ATF-5,WBGene00021078,WBGene00021078,History: N.A.
WBGene00021079,W08A12.2,M00593_2.00,ATF-5,WBGene00021079,WBGene00021079,History: N.A.
WBGene00021083,W08E12.2,M00593_2.00,ATF-5,WBGene00021083,WBGene00021083,History: N.A.
WBGene00021084,W08E12.3,M00593_2.00,ATF-5,WBGene00021084,WBGene00021084,History: N.A.
WBGene00021085,W08E12.4,M00593_2.00,ATF-5,WBGene00021085,WBGene00021085,History: N.A.
WBGene00021088,W08E12.7,M00593_2.00,ATF-5,WBGene00021088,WBGene00021088,History: N.A.
WBGene00021089,W08E12.8,M00593_2.00,ATF-5,WBGene00021089,WBGene00021089,History: N.A.
WBGene00021091,W08F4.1,M00593_2.00,ATF-5,WBGene00021091,WBGene00021091,History: N.A.
WBGene00021099,W08F4.10,M00593_2.00,ATF-5,WBGene00021099,WBGene00021099,History: N.A.
WBGene00021122,W09G12.8,M00593_2.00,ATF-5,WBGene00021122,WBGene00021122,History: N.A.
WBGene00021124,W10C4.1,M00593_2.00,ATF-5,WBGene00021124,WBGene00021124,History: N.A.
WBGene00021149,dnc-3,M00593_2.00,ATF-5,WBGene00021149,WBGene00021149,History: N.A.
WBGene00021162,Y5H2A.1,M00593_2.00,ATF-5,WBGene00021162,WBGene00021162,History: N.A.
WBGene00021167,cyp-32B1,M00593_2.00,ATF-5,WBGene00021167,WBGene00021167,History: N.A.
WBGene00021185,Y9C12A.1,M00593_2.00,ATF-5,WBGene00021185,WBGene00021185,History: N.A.
WBGene00021210,Y18H1A.4,M00593_2.00,ATF-5,WBGene00021210,WBGene00021210,History: N.A.
WBGene00021212,Y18H1A.8,M00593_2.00,ATF-5,WBGene00021212,WBGene00021212,History: N.A.
WBGene00021226,Y19D10A.11,M00593_2.00,ATF-5,WBGene00021226,WBGene00021226,History: N.A.
WBGene00021238,gap-3,M00593_2.00,ATF-5,WBGene00021238,WBGene00021238,History: N.A.
WBGene00021256,Y22D7AR.2,M00593_2.00,ATF-5,WBGene00021256,WBGene00021256,History: N.A.
WBGene00021289,Y25C1A.2,M00593_2.00,ATF-5,WBGene00021289,WBGene00021289,History: N.A.
WBGene00021304,nphp-2,M00593_2.00,ATF-5,WBGene00021304,WBGene00021304,History: N.A.
WBGene00021305,zig-11,M00593_2.00,ATF-5,WBGene00021305,WBGene00021305,History: Renamed on 2015-11-05
WBGene00021331,glrx-10,M00593_2.00,ATF-5,WBGene00021331,WBGene00021331,History: N.A.
WBGene00021333,Y34D9A.8,M00593_2.00,ATF-5,WBGene00021333,WBGene00021333,History: N.A.
WBGene00021335,spp-23,M00593_2.00,ATF-5,WBGene00021335,WBGene00021335,History: N.A.
WBGene00021353,iglr-3,M00593_2.00,ATF-5,WBGene00021353,WBGene00021353,History: N.A.
WBGene00021354,fpn-1.1,M00593_2.00,ATF-5,WBGene00021354,WBGene00021354,History: N.A.
WBGene00021369,siah-1,M00593_2.00,ATF-5,WBGene00021369,WBGene00021369,History: N.A.
WBGene00021403,Y38C1AB.1,M00593_2.00,ATF-5,WBGene00021403,WBGene00021403,History: N.A.
WBGene00021407,Y38C1AB.5,M00593_2.00,ATF-5,WBGene00021407,WBGene00021407,History: N.A.
WBGene00021449,mltn-7,M00593_2.00,ATF-5,WBGene00021449,WBGene00021449,"History: Split into mltn-6(WBGene00021450). History of WBGene00021449: Split into ""WBGene00021450"" on 2010-04-01"
WBGene00021458,Y39G10AL.1,M00593_2.00,ATF-5,WBGene00021458,WBGene00021458,History: N.A.
WBGene00021471,Y39G10AR.15,M00593_2.00,ATF-5,WBGene00021471,WBGene00021471,"History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
WBGene00021478,Y39H10A.1,M00593_2.00,ATF-5,WBGene00021478,WBGene00021478,History: N.A.
WBGene00021487,comt-3,M00593_2.00,ATF-5,WBGene00021487,WBGene00021487,History: N.A.
WBGene00021491,comt-4,M00593_2.00,ATF-5,WBGene00021491,WBGene00021491,History: N.A.
WBGene00021492,comt-5,M00593_2.00,ATF-5,WBGene00021492,WBGene00021492,History: N.A.
WBGene00021522,nhr-274,M00593_2.00,ATF-5,WBGene00021522,WBGene00021522,History: N.A.
WBGene00021546,laat-1,M00593_2.00,ATF-5,WBGene00021546,WBGene00021546,History: N.A.
WBGene00021554,Y45G5AL.1,M00593_2.00,ATF-5,WBGene00021554,WBGene00021554,History: N.A.
WBGene00021567,Y45G12C.4,M00593_2.00,ATF-5,WBGene00021567,WBGene00021567,History: N.A.
WBGene00021569,Y45G12C.6,M00593_2.00,ATF-5,WBGene00021569,WBGene00021569,History: N.A.
WBGene00021570,srd-73,M00593_2.00,ATF-5,WBGene00021570,WBGene00021570,History: N.A.
WBGene00021573,Y45G12C.10,M00593_2.00,ATF-5,WBGene00021573,WBGene00021573,History: N.A.
WBGene00021591,Y46D2A.3,M00593_2.00,ATF-5,WBGene00021591,WBGene00021591,History: N.A.
WBGene00021626,rft-2,M00593_2.00,ATF-5,WBGene00021626,WBGene00021626,History: N.A.
WBGene00021629,scpl-3,M00593_2.00,ATF-5,WBGene00021629,WBGene00021629,History: N.A.
WBGene00021647,Y47G6A.22,M00593_2.00,ATF-5,WBGene00021647,WBGene00021647,History: N.A.
WBGene00021650,Y47G6A.26,M00593_2.00,ATF-5,WBGene00021650,WBGene00021650,History: N.A.
WBGene00021675,Y48G1BR.1,M00593_2.00,ATF-5,WBGene00021675,WBGene00021675,History: N.A.
WBGene00021685,herc-1,M00593_2.00,ATF-5,WBGene00021685,WBGene00021685,History: N.A.
WBGene00021691,Y48G8AL.13,M00593_2.00,ATF-5,WBGene00021691,WBGene00021691,History: N.A.
WBGene00021693,Y48G8AR.2,M00593_2.00,ATF-5,WBGene00021693,WBGene00021693,History: N.A.
WBGene00021694,Y48G8AR.3,M00593_2.00,ATF-5,WBGene00021694,WBGene00021694,History: N.A.
WBGene00021719,fbxb-104,M00593_2.00,ATF-5,WBGene00021719,WBGene00021719,History: N.A.
WBGene00021728,Y49F6C.6,M00593_2.00,ATF-5,WBGene00021728,WBGene00021728,History: N.A.
WBGene00021729,Y49F6C.7,M00593_2.00,ATF-5,WBGene00021729,WBGene00021729,History: N.A.
WBGene00021732,Y49G5B.1,M00593_2.00,ATF-5,WBGene00021732,WBGene00021732,History: N.A.
WBGene00021765,Y51F10.4,M00593_2.00,ATF-5,WBGene00021765,WBGene00021765,History: N.A.
WBGene00021768,Y51F10.7,M00593_2.00,ATF-5,WBGene00021768,WBGene00021768,History: N.A.
WBGene00021783,alkb-1,M00593_2.00,ATF-5,WBGene00021783,WBGene00021783,History: N.A.
WBGene00021784,cogc-4,M00593_2.00,ATF-5,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00021785,Y51H7C.7,M00593_2.00,ATF-5,WBGene00021785,WBGene00021785,History: N.A.
WBGene00021786,Y51H7C.8,M00593_2.00,ATF-5,WBGene00021786,WBGene00021786,History: N.A.
WBGene00021804,Y53G8AM.4,M00593_2.00,ATF-5,WBGene00021804,WBGene00021804,History: N.A.
WBGene00021808,Y53G8AM.8,M00593_2.00,ATF-5,WBGene00021808,WBGene00021808,History: N.A.
WBGene00021809,Y53G8AR.1,M00593_2.00,ATF-5,WBGene00021809,WBGene00021809,History: N.A.
WBGene00021814,Y53G8AR.7,M00593_2.00,ATF-5,WBGene00021814,WBGene00021814,History: N.A.
WBGene00021835,Y54E10A.17,M00593_2.00,ATF-5,WBGene00021835,WBGene00021835,History: N.A.
WBGene00021837,Y54E10BL.1,M00593_2.00,ATF-5,WBGene00021837,,History: Killed on 2020-10-23. Remark: [2020-10-23T07:44:37.204Z WBPerson51134] Gene Killed: removed due to lack of convincing evidence
WBGene00021854,Y54F10AR.1,M00593_2.00,ATF-5,WBGene00021854,WBGene00021854,History: N.A.
WBGene00021856,ppm-1.D,M00593_2.00,ATF-5,WBGene00021856,WBGene00021856,History: N.A.
WBGene00021866,Y54F10BM.12,M00593_2.00,ATF-5,WBGene00021866,WBGene00021866,History: N.A.
WBGene00021869,vrp-1,M00593_2.00,ATF-5,WBGene00021869,WBGene00021869,History: N.A.
WBGene00021871,dml-1,M00593_2.00,ATF-5,WBGene00021871,WBGene00021871,"History: Split into dib-1(WBGene00235102). History of WBGene00021871: Split into ""WBGene00235102"" on 2012-12-21"
WBGene00021875,Y54G2A.10,M00593_2.00,ATF-5,WBGene00021875,WBGene00021875,History: N.A.
WBGene00021878,Y54G2A.13,M00593_2.00,ATF-5,WBGene00021878,WBGene00021878,History: N.A.
WBGene00021879,clec-83,M00593_2.00,ATF-5,WBGene00021879,WBGene00021879,History: N.A.
WBGene00021881,Y54G2A.16,M00593_2.00,ATF-5,WBGene00021881,WBGene00021881,History: N.A.
WBGene00021890,Y54G2A.26,M00593_2.00,ATF-5,WBGene00021890,WBGene00021890,History: N.A.
WBGene00021895,clec-84,M00593_2.00,ATF-5,WBGene00021895,WBGene00021895,History: N.A.
WBGene00021912,affl-2,M00593_2.00,ATF-5,WBGene00021912,WBGene00021912,History: Renamed on 2019-10-15
WBGene00021965,Y57G7A.1,M00593_2.00,ATF-5,WBGene00021965,WBGene00021965,History: N.A.
WBGene00022025,cus-2,M00593_2.00,ATF-5,WBGene00022025,WBGene00022025,History: N.A.
WBGene00022037,acs-13,M00593_2.00,ATF-5,WBGene00022037,WBGene00022037,History: N.A.
WBGene00022038,Y65B4BL.6,M00593_2.00,ATF-5,WBGene00022038,WBGene00022038,History: N.A.
WBGene00022067,ivph-3,M00593_2.00,ATF-5,WBGene00022067,WBGene00022067,History: N.A.
WBGene00022069,eel-1,M00593_2.00,ATF-5,WBGene00022069,WBGene00022069,History: N.A.
WBGene00022090,Y69A2AR.19,M00593_2.00,ATF-5,WBGene00022090,WBGene00022090,History: N.A.
WBGene00022110,Y71F9AL.4,M00593_2.00,ATF-5,WBGene00022110,WBGene00022110,History: N.A.
WBGene00022115,Y71F9AL.10,M00593_2.00,ATF-5,WBGene00022115,WBGene00022115,History: N.A.
WBGene00022119,copa-1,M00593_2.00,ATF-5,WBGene00022119,WBGene00022119,History: N.A.
WBGene00022146,Y71G12B.6,M00593_2.00,ATF-5,WBGene00022146,WBGene00022146,History: N.A.
WBGene00022154,drag-1,M00593_2.00,ATF-5,WBGene00022154,WBGene00022154,History: N.A.
WBGene00022158,Y71G12B.23,M00593_2.00,ATF-5,WBGene00022158,WBGene00022158,"History: Split into Y71G12B.35(WBGene00185098). History of WBGene00022158: Split into ""WBGene00185098"" on 2009-03-13"
WBGene00022160,Y71G12B.25,M00593_2.00,ATF-5,WBGene00022160,WBGene00022160,History: N.A.
WBGene00022162,Y71G12B.27,M00593_2.00,ATF-5,WBGene00022162,WBGene00022162,History: N.A.
WBGene00022165,Y71H2AL.2,M00593_2.00,ATF-5,WBGene00022165,WBGene00022165,"History: Split into Y71H2AL.4(WBGene00303095). History of WBGene00022165: Split into ""WBGene00303095"" on 2018-03-02"
WBGene00022180,Y71H2AM.15,M00593_2.00,ATF-5,WBGene00022180,WBGene00022180,History: N.A.
WBGene00022197,Y71H2B.8,M00593_2.00,ATF-5,WBGene00022197,WBGene00022197,History: N.A.
WBGene00022236,Y73B6BL.12,M00593_2.00,ATF-5,WBGene00022236,WBGene00022236,History: N.A.
WBGene00022248,Y73B6BL.27,M00593_2.00,ATF-5,WBGene00022248,WBGene00022248,History: N.A.
WBGene00022268,Y73E7A.1,M00593_2.00,ATF-5,WBGene00022268,WBGene00022268,History: N.A.
WBGene00022269,aatf-1,M00593_2.00,ATF-5,WBGene00022269,WBGene00022269,History: N.A.
WBGene00022271,cpx-1,M00593_2.00,ATF-5,WBGene00022271,WBGene00022271,History: N.A.
WBGene00022274,Y73E7A.8,M00593_2.00,ATF-5,WBGene00022274,WBGene00022274,History: N.A.
WBGene00022285,Y75B7AL.2,M00593_2.00,ATF-5,WBGene00022285,WBGene00022285,History: N.A.
WBGene00022287,Y75B7AR.1,M00593_2.00,ATF-5,WBGene00022287,WBGene00022287,History: N.A.
WBGene00022297,Y76B12C.3,M00593_2.00,ATF-5,WBGene00022297,WBGene00022297,History: N.A.
WBGene00022300,Y76B12C.6,M00593_2.00,ATF-5,WBGene00022300,WBGene00022300,History: N.A.
WBGene00022302,Y76B12C.8,M00593_2.00,ATF-5,WBGene00022302,WBGene00022302,History: N.A.
WBGene00022320,Y82E9BL.3,M00593_2.00,ATF-5,WBGene00022320,WBGene00022320,History: N.A.
WBGene00022352,Y82E9BR.20,M00593_2.00,ATF-5,WBGene00022352,WBGene00022352,History: N.A.
WBGene00022358,Y92H12A.2,M00593_2.00,ATF-5,WBGene00022358,WBGene00022358,History: N.A.
WBGene00022371,set-29,M00593_2.00,ATF-5,WBGene00022371,WBGene00022371,History: N.A.
WBGene00022385,Y95B8A.4,M00593_2.00,ATF-5,WBGene00022385,WBGene00022385,History: N.A.
WBGene00022389,pde-6,M00593_2.00,ATF-5,WBGene00022389,WBGene00022389,History: N.A.
WBGene00022588,ZC317.2,M00593_2.00,ATF-5,WBGene00022588,WBGene00022588,History: N.A.
WBGene00022637,nhr-252,M00593_2.00,ATF-5,WBGene00022637,WBGene00022637,History: N.A.
WBGene00022726,nhr-249,M00593_2.00,ATF-5,WBGene00022726,WBGene00022726,History: N.A.
WBGene00023186,Y67D8B.3,M00593_2.00,ATF-5,WBGene00023186,WBGene00023186,History: N.A.
WBGene00023421,rde-11,M00593_2.00,ATF-5,WBGene00023421,WBGene00023421,History: N.A.
WBGene00023484,Y54G2A.37,M00593_2.00,ATF-5,WBGene00023484,WBGene00023484,History: N.A.
WBGene00043062,clec-80,M00593_2.00,ATF-5,WBGene00043062,WBGene00043062,History: N.A.
WBGene00043702,Y54G2A.7,M00593_2.00,ATF-5,WBGene00043702,WBGene00043702,History: Killed on 2004-10-04; Resurrected on 2013-09-12
WBGene00044003,Y41E3.18,M00593_2.00,ATF-5,WBGene00044003,WBGene00044003,History: N.A.
WBGene00044090,srbc-33,M00593_2.00,ATF-5,WBGene00044090,WBGene00044090,History: N.A.
WBGene00044099,srd-75,M00593_2.00,ATF-5,WBGene00044099,WBGene00044099,History: N.A.
WBGene00044131,Y45G12C.16,M00593_2.00,ATF-5,WBGene00044131,WBGene00044131,History: N.A.
WBGene00044225,C38D4.10,M00593_2.00,ATF-5,WBGene00044225,WBGene00044225,History: N.A.
WBGene00044257,Y45F10D.16,M00593_2.00,ATF-5,WBGene00044257,WBGene00044257,History: N.A.
WBGene00044288,F30H5.5,M00593_2.00,ATF-5,WBGene00044288,WBGene00044288,History: N.A.
WBGene00044322,tag-280,M00593_2.00,ATF-5,WBGene00044322,WBGene00044322,History: N.A.
WBGene00044323,tag-281,M00593_2.00,ATF-5,WBGene00044323,WBGene00044323,History: N.A.
WBGene00044345,Y48G1C.12,M00593_2.00,ATF-5,WBGene00044345,WBGene00044345,History: N.A.
WBGene00044348,Y71G12B.31,M00593_2.00,ATF-5,WBGene00044348,WBGene00044348,History: N.A.
WBGene00044349,Y71G12B.32,M00593_2.00,ATF-5,WBGene00044349,WBGene00044349,History: N.A.
WBGene00044352,ZK381.8,M00593_2.00,ATF-5,WBGene00044352,WBGene00044352,History: N.A.
WBGene00044363,F22E5.21,M00593_2.00,ATF-5,WBGene00044363,WBGene00044363,History: N.A.
WBGene00044417,C08F1.11,M00593_2.00,ATF-5,WBGene00044417,WBGene00044417,History: N.A.
WBGene00044434,Y18H1A.15,M00593_2.00,ATF-5,WBGene00044434,WBGene00044434,History: N.A.
WBGene00044461,Y18H1A.14,M00593_2.00,ATF-5,WBGene00044461,WBGene00044461,History: N.A.
WBGene00044514,R09E12.9,M00593_2.00,ATF-5,WBGene00044514,WBGene00044514,History: N.A.
WBGene00044520,F59A7.12,M00593_2.00,ATF-5,WBGene00044520,WBGene00044520,History: N.A.
WBGene00044536,F14F9.8,M00593_2.00,ATF-5,WBGene00044536,WBGene00044536,History: N.A.
WBGene00044558,F56C3.10,M00593_2.00,ATF-5,WBGene00044558,WBGene00044558,History: N.A.
WBGene00044563,T26C11.8,M00593_2.00,ATF-5,WBGene00044563,WBGene00044563,History: N.A.
WBGene00044571,C46F4.3,M00593_2.00,ATF-5,WBGene00044571,WBGene00044571,History: N.A.
WBGene00044636,B0393.9,M00593_2.00,ATF-5,WBGene00044636,WBGene00044636,History: N.A.
WBGene00044637,rft-1,M00593_2.00,ATF-5,WBGene00044637,WBGene00044637,History: N.A.
WBGene00044645,Y51H7BR.8,M00593_2.00,ATF-5,WBGene00044645,WBGene00044645,History: N.A.
WBGene00044705,T22F3.12,M00593_2.00,ATF-5,WBGene00044705,WBGene00044705,History: N.A.
WBGene00044734,Y19D10A.16,M00593_2.00,ATF-5,WBGene00044734,WBGene00044734,History: N.A.
WBGene00044736,gfrp-1,M00593_2.00,ATF-5,WBGene00044736,WBGene00044736,"History: Split into coa-1(WBGene00195063). History of WBGene00044736: Split into ""WBGene00195063"" on 2010-03-24"
WBGene00044758,Y37H2A.12,M00593_2.00,ATF-5,WBGene00044758,WBGene00044758,History: N.A.
WBGene00044805,Y53C10A.15,M00593_2.00,ATF-5,WBGene00044805,WBGene00044805,History: N.A.
WBGene00044900,cnc-11,M00593_2.00,ATF-5,WBGene00044900,WBGene00044900,History: N.A.
WBGene00044908,F38A1.15,M00593_2.00,ATF-5,WBGene00044908,WBGene00044908,History: N.A.
WBGene00045237,mrt-1,M00593_2.00,ATF-5,WBGene00045237,WBGene00045237,History: N.A.
WBGene00045344,Y43F8C.23,M00593_2.00,ATF-5,WBGene00045344,WBGene00045344,History: N.A.
WBGene00045357,F13A7.14,M00593_2.00,ATF-5,WBGene00045357,WBGene00045357,History: N.A.
WBGene00045387,K09H9.8,M00593_2.00,ATF-5,WBGene00045387,WBGene00045387,History: N.A.
WBGene00045390,C38C3.10,M00593_2.00,ATF-5,WBGene00045390,WBGene00045390,History: N.A.
WBGene00045516,F43D2.7,M00593_2.00,ATF-5,WBGene00045516,WBGene00045516,History: N.A.
WBGene00077450,K06B4.15,M00593_2.00,ATF-5,WBGene00077450,WBGene00077450,History: N.A.
WBGene00077655,asp-19,M00593_2.00,ATF-5,WBGene00077655,WBGene00077655,History: N.A.
WBGene00077699,C45B11.8,M00593_2.00,ATF-5,WBGene00077699,WBGene00077699,History: N.A.
WBGene00077752,Y105C5A.508,M00593_2.00,ATF-5,WBGene00077752,WBGene00077752,History: N.A.
WBGene00077769,F33E2.10,M00593_2.00,ATF-5,WBGene00077769,WBGene00077769,History: N.A.
WBGene00086555,F49B2.7,M00593_2.00,ATF-5,WBGene00086555,WBGene00086555,History: N.A.
WBGene00185117,C45B11.9,M00593_2.00,ATF-5,WBGene00185117,WBGene00185117,History: N.A.
WBGene00189953,R155.5,M00593_2.00,ATF-5,WBGene00189953,WBGene00189953,History: N.A.
WBGene00189954,F40G9.18,M00593_2.00,ATF-5,WBGene00189954,WBGene00189954,History: N.A.
WBGene00189961,Y54G2A.57,M00593_2.00,ATF-5,WBGene00189961,WBGene00189961,History: N.A.
WBGene00194715,T25E12.16,M00593_2.00,ATF-5,WBGene00194715,WBGene00194715,History: N.A.
WBGene00194744,Y38H6C.25,M00593_2.00,ATF-5,WBGene00194744,WBGene00194744,History: N.A.
WBGene00195063,coa-1,M00593_2.00,ATF-5,WBGene00195063,WBGene00195063,History: N.A.
WBGene00195068,Y48G8AL.16,M00593_2.00,ATF-5,WBGene00195068,WBGene00195068,History: N.A.
WBGene00202504,Y32B12B.8,M00593_2.00,ATF-5,WBGene00202504,WBGene00202504,History: N.A.
WBGene00206378,C14E2.11,M00593_2.00,ATF-5,WBGene00206378,WBGene00206378,History: N.A.
WBGene00206417,W04H10.6,M00593_2.00,ATF-5,WBGene00206417,WBGene00206417,History: N.A.
WBGene00206490,Y57G11C.1142,M00593_2.00,ATF-5,WBGene00206490,WBGene00206490,History: N.A.
WBGene00206511,W02H5.16,M00593_2.00,ATF-5,WBGene00206511,WBGene00206511,History: N.A.
WBGene00206514,R05G9.5,M00593_2.00,ATF-5,WBGene00206514,WBGene00206514,History: N.A.
WBGene00206534,C31A11.13,M00593_2.00,ATF-5,WBGene00206534,WBGene00206534,History: N.A.
WBGene00219411,T14G12.11,M00593_2.00,ATF-5,WBGene00219411,WBGene00219411,History: N.A.
WBGene00219412,ZK381.62,M00593_2.00,ATF-5,WBGene00219412,WBGene00219412,History: N.A.
WBGene00219424,Y54G2A.72,M00593_2.00,ATF-5,WBGene00219424,WBGene00219424,History: N.A.
WBGene00219425,Y54G2A.73,M00593_2.00,ATF-5,WBGene00219425,WBGene00219425,History: N.A.
WBGene00235258,T05C7.5,M00593_2.00,ATF-5,WBGene00235258,WBGene00235258,History: N.A.
WBGene00235260,T05C7.7,M00593_2.00,ATF-5,WBGene00235260,WBGene00235260,History: N.A.
WBGene00235279,Y67D8C.22,M00593_2.00,ATF-5,WBGene00235279,WBGene00235279,History: N.A.
WBGene00235380,C24D10.49,M00593_2.00,ATF-5,WBGene00235380,WBGene00235380,History: N.A.
WBGene00235388,W04C9.9,M00593_2.00,ATF-5,WBGene00235388,WBGene00235388,History: N.A.
WBGene00236786,C17H12.37,M00593_2.00,ATF-5,WBGene00236786,WBGene00236786,History: N.A.
WBGene00236789,Y18H1A.18,M00593_2.00,ATF-5,WBGene00236789,WBGene00236789,History: N.A.
WBGene00236808,C54G6.8,M00593_2.00,ATF-5,WBGene00236808,WBGene00236808,History: N.A.
WBGene00255594,Y48G1BL.8,M00593_2.00,ATF-5,WBGene00255594,WBGene00255594,History: N.A.
WBGene00255704,B0348.10,M00593_2.00,ATF-5,WBGene00255704,WBGene00255704,History: N.A.
WBGene00268197,Y40B10A.11,M00593_2.00,ATF-5,WBGene00268197,WBGene00268197,History: N.A.
WBGene00268198,F22F7.12,M00593_2.00,ATF-5,WBGene00268198,WBGene00268198,History: N.A.
WBGene00268199,C45H4.21,M00593_2.00,ATF-5,WBGene00268199,WBGene00268199,History: N.A.
WBGene00268216,F49B2.9,M00593_2.00,ATF-5,WBGene00268216,WBGene00268216,History: N.A.
WBGene00271577,B0244.16,M00593_2.00,ATF-5,WBGene00271577,WBGene00271577,History: N.A.
WBGene00271777,Y48G8AR.8,M00593_2.00,ATF-5,WBGene00271777,WBGene00271777,History: N.A.
WBGene00284853,C32E8.13,M00593_2.00,ATF-5,WBGene00284853,WBGene00284853,History: N.A.
WBGene00302984,Y51H7C.41,M00593_2.00,ATF-5,WBGene00302984,WBGene00302984,History: N.A.
WBGene00303077,T05A8.11,M00593_2.00,ATF-5,WBGene00303077,WBGene00303077,History: N.A.
WBGene00303091,Y50D4C.12,M00593_2.00,ATF-5,WBGene00303091,WBGene00303091,History: N.A.
WBGene00303095,Y71H2AL.4,M00593_2.00,ATF-5,WBGene00303095,WBGene00303095,History: N.A.
WBGene00305093,C16C8.27,M00593_2.00,ATF-5,WBGene00305093,WBGene00305093,History: N.A.
WBGene00305095,C31C9.9,M00593_2.00,ATF-5,WBGene00305095,WBGene00305095,History: N.A.
WBGene00000020,abt-2,M00595_2.00,ATF-7,WBGene00000020,WBGene00000020,History: N.A.
