WormBase Gene,GeneName,ratio,LogRatio,Pvalue,Qvalue,>1.2&SigQ,csr-1 reg (Campbell 2015),Pgran reg (Campbell 2015),CSR-1 Targ (Claycomb 2009),Germline enriched (Reinke 2004),Soma enriched (Reinke 2004),RNAi,Input,Suggested Match,History
WBGene00000706; Dscr: none available; Molecule: C39E9.9; Class: COLlagen ...,col-132,0.639370927258527,-0.643872159268058,0.0002030906288083,0.0170806472064557,Yes,No,No,No,No,No,No,col-132,WBGene00000706,Public name for WBGene00000706. History: N.A.
WBGene00000708; Dscr: none available; Molecule: M199.5a; Class: COLlagen ...,col-135,1.95084846989141,0.979110581151827,0.0002703301704937,0.0199874574095963,Yes,No,No,No,No,No,No,col-135,WBGene00000708,Public name for WBGene00000708. History: N.A.
WBGene00000723; Dscr: none available; Molecule: B0024.2; Class: COLlagen ...,col-150,0.488206837089804,-1.01921980162815,0.0003318987147538,0.0223630410121276,Yes,No,No,No,No,No,No,col-150,WBGene00000723,Public name for WBGene00000723. History: N.A.
WBGene00000740; Dscr: none available; Molecule: T10E10.2; Class: COLlagen wb Protein COL-167  [Source:RefSeq peptide;Acc:NP_509059] [T10E10.2.1] ...,col-167,0.821447681743224,-0.283581098514855,0.0002199381483007,0.0178597360494314,Yes,No,No,No,No,No,No,col-167,WBGene00000740,Public name for WBGene00000740. History: N.A.
WBGene00000746; Dscr: none available; Molecule: F41C6.5; Class: COLlagen ...,col-173,0.64974628545421,-0.61626813931991,0.0004489738273237,0.0261705065832872,Yes,No,No,No,No,No,No,col-173,WBGene00000746,Public name for WBGene00000746. History: N.A.
WBGene00000748; Dscr: none available; Molecule: C35B8.1; Class: COLlagen ...,col-175,0.616547761055694,-0.694804735039911,0.0001678478906447,0.0156851189555258,Yes,No,No,No,No,No,No,col-175,WBGene00000748,Public name for WBGene00000748. History: N.A.
WBGene00000749; Dscr: none available; Molecule: ZC373.7; Class: COLlagen ...,col-176,0.684912627091167,-0.545231312882025,2.08266134018195e-06,0.0017834397054525,Yes,No,No,No,No,No,No,col-176,WBGene00000749,Public name for WBGene00000749. History: N.A.
WBGene00000759; Dscr: none available; Molecule: E03G2.4; Class: COLlagen ...,col-186,0.673249463040162,-0.564029878136711,0.0006026231158679,0.0306504789537245,Yes,No,No,No,No,No,No,col-186,WBGene00000759,Public name for WBGene00000759. History: N.A.
"WBGene00000616; Dscr: col-39 encodes a collagen that is individually dispensable for viability and gross morphology in mass RNAi screens; the amino- and carboxyl-terminal cysteine-rich regions of COL-39 are most closely related to those of COL-8, COL-19, and COL-35.; Molecule: C09G5.4; Class: COLlagen ...",col-39,0.866109987896026,-0.207557604267798,0.0008051182649124,0.0362865646323888,No,No,No,No,No,No,No,col-39,WBGene00000616,Public name for WBGene00000616. History: N.A.
WBGene00000626; Dscr: col-49 encodes a cuticle collagen.; Molecule: K09H9.3; Class: COLlagen ...,col-49,0.605301063718324,-0.720600772810926,0.0002594747411617,0.0195219510530893,Yes,No,No,No,No,No,No,col-49,WBGene00000626,Public name for WBGene00000626. History: N.A.
WBGene00000634; Dscr: none available; Molecule: F26B1.4; Class: COLlagen ...,col-58,0.612663720695732,-0.707135916536593,1.77122908642552e-06,0.0017379447398431,Yes,No,No,No,No,No,No,col-58,WBGene00000634,Public name for WBGene00000634. History: N.A.
WBGene00000637; Dscr: none available; Molecule: C01H6.1; Class: COLlagen ...,col-61,0.627669822674704,-0.67073204737045,4.08544568338816e-05,0.0073162099162059,Yes,No,No,No,No,No,No,col-61,WBGene00000637,Public name for WBGene00000637. History: N.A.
WBGene00000638; Dscr: none available; Molecule: C15A11.6; Class: COLlagen ...,col-62,0.791333420880508,-0.33539467073081,0.0006398408983908,0.0316214340319139,Yes,No,No,No,No,No,No,col-62,WBGene00000638,Public name for WBGene00000638. History: N.A.
WBGene00000639; Dscr: none available; Molecule: ZK265.2; Class: COLlagen ...,col-63,0.621981839546352,-0.676949253529457,0.0004337341149203,0.025663328322261,Yes,No,No,No,No,Yes,No,col-63,WBGene00000639,Public name for WBGene00000639. History: N.A.
WBGene00000596; Dscr: col-7 encodes a member of the collagen superfamily containing collagen triple helix repeats (20 copies); expressed during the L2-to-dauer molt and the L4-to-adult molt.; Molecule: C15A11.5; Class: COLlagen ...,col-7,0.824616685719996,-0.278054050773241,5.63204227931422e-05,0.0085567073313271,Yes,No,No,No,No,No,No,col-7,WBGene00000596,Public name for WBGene00000596. History: N.A.
WBGene00021487; Dscr: none available; Molecule: Y40B10A.2; Class: Catechol-O-MethylTransferase family ...,comt-3,1.20779068084798,0.272247112812764,8.87229208469167e-05,0.0108819586615835,Yes,No,No,No,No,No,No,comt-3,WBGene00021487,Public name for WBGene00021487. History: N.A.
"WBGene00000766; Dscr: coq-6 encodes a putative flavin-dependent aromatic-ring monooxygenase, homologous to yeast COQ6; COQ-6 is required for ubiquinone (coenzyme Q9) biosynthesis and for normally short lifespan; coq-6(RNAi) animals have reduced levels of coenzyme Q9 and superoxide, and have abnormally long lifespans.; Molecule: K07B1.2; Class: COenzyme Q (ubiquinone) biosynthesis ...",coq-6,0.884236201472707,-0.178035010817704,0.0005698044218346,0.0297523821059495,No,No,No,No,No,No,No,coq-6,WBGene00000766,Public name for WBGene00000766. History: N.A.
WBGene00000773; Dscr: none available; Molecule: F28C6.3; Class: Cleavage and Polyadenylation Factor ...,cpf-1,0.79176407414077,-0.335431594857253,0.0002430301532603,0.0187643182922255,Yes,No,No,Yes,Yes,No,No,cpf-1,WBGene00000773,Public name for WBGene00000773. History: N.A.
WBGene00017313; Dscr: none available; Molecule: F09G2.4; Class: Cleavage and Polyadenylation Specificity Factor ...,cpsf-2,1.37491371320312,0.461737488211014,0.0003836211252231,0.0239308447096147,Yes,No,No,Yes,Yes,No,Yes,cpsf-2,WBGene00017313,Public name for WBGene00017313. History: N.A.
WBGene00008629; Dscr: none available; Molecule: F09F3.9; Class: Carnitine Palmitoyl Transferase ...,cpt-5,1.66581222698581,0.728502014994193,0.0003558606913344,0.0231816415497521,Yes,No,No,No,No,No,No,cpt-5,WBGene00008629,Public name for WBGene00008629. History: N.A.
WBGene00020911; Dscr: none available; Molecule: W01A11.5; Class: Carnitine Palmitoyl Transferase ...,cpt-6,0.668861877556265,-0.580178393929042,1.47675639403574e-09,6.95522726462953e-05,Yes,No,No,No,No,No,No,cpt-6,WBGene00020911,Public name for WBGene00020911. History: N.A.
WBGene00022271; Dscr: none available; Molecule: Y73E7A.4; Class: ComPleXin (synaptic protein) homolog ...,cpx-1,0.830263473327321,-0.267390718655948,0.0008203404336318,0.0366221741641643,Yes,No,No,No,No,No,No,cpx-1,WBGene00022271,Public name for WBGene00022271. History: N.A.
WBGene00020068; Dscr: none available; Molecule: R13F6.10; Class: Central Region Assembly in meiosis abnormal ...,cra-1,1.26474306174251,0.339701693904056,0.000220560281331,0.0178487081273706,Yes,No,No,Yes,Yes,No,No,cra-1,WBGene00020068,Public name for WBGene00020068. History: N.A.
"WBGene00000796; Dscr: crn-3 encodes a cell death-related nuclease, homologous to the 100 kDa polymyositis/scleroderma autoantigen (PM/Scl-100), that is required for normal levels of DNA degradation during apoptosis; PM/Scl-100 is a ribonuclease component of the multiexonuclease exosome complex, which processes or degrades several types of RNAs in yeast; crn-3(RNAi) animals show retarded growth and a low penetrance of embryonic lethality; CRN-3 promotes both DNA degradation and cell corpse en ...",crn-3,1.23103587237821,0.30171239704574,0.0005743513173617,0.0298573933168934,Yes,No,No,Yes,Yes,No,No,crn-3,WBGene00000796,Public name for WBGene00000796. History: Renamed on 2007-06-04
"WBGene00000799; Dscr: crn-6 encodes a cell-death related nuclease, a type II DNase, likely involved in apoptotic DNA fragmentation.; Molecule: K04H4.6a; Class: Cell-death-Related Nuclease ...",crn-6,1.41140108972585,0.497442068150747,7.21232971250608e-05,0.0094884442681455,Yes,No,No,No,No,No,No,crn-6,WBGene00000799,Public name for WBGene00000799. History: N.A.
"WBGene00000803; Dscr: csb-1 encodes an ortholog to human CSB/ERCC6, mutations in which are associated with Cockayne Syndrome (Type B), Cerebroculofacioskeletal Syndrome, UV-Sensitive Syndrome, and Age-Related Macular Degeneration (OMIM:609413); CSB-1 contains a SNF2-like ATPase domain, similar to human CSB, which is mostly deleted in the functional null allele, ok2335; CSB-1 functions in the transcription coupled repair (TCR) pathway of nucleotide excision repair (NER), and is essential for  ...",csb-1,0.781285417356208,-0.356414451423698,0.0001831005127037,0.0162099021566223,Yes,No,No,No,No,No,No,csb-1,WBGene00000803,Public name for WBGene00000803. History: N.A.
"WBGene00017641; Dscr: csr-1 encodes, by alternative splicing, two isoforms of an Argonaute  protein required for chromosome segregation, embryonic viability, Slicer  activity induced by secondary siRNAs, and (partially) for germline RNAi;  csr-1(RNAi) embryos are generally inviable, with disordered metaphase  chromosomes and anaphase DNA bridges; CSR-1 is found in secondary-type  siRNA/Slicer complexes, and isolated recombinant CSR-1 itself shows  Slicer activity with secondary-type siRNAs;  ...",csr-1,1.37541568744508,0.459823253790976,5.90576787825645e-05,0.0086921829853163,Yes,Yes,No,Yes,Yes,No,Yes,csr-1,WBGene00017641,Public name for WBGene00017641. History: N.A.. Other name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
"WBGene00009048; Dscr: cth-1 encodes a putative cystathionine gamma-lyase; CTH-1 is orthologous to human CTH (OMIM:607657, mutated in cystathioninuria), extremely similar to its paralog CTH-2, and also paralogous to CBL-1; either CTH-1, or CTH-2, or both proteins weakly inhibit DHC-1 in vivo.; Molecule: F22B8.6a; Class: CystaTHionine gamma lyase ...",cth-1,1.31427506097958,0.394755906491275,0.0003620404153875,0.0232942342676529,Yes,No,No,No,No,No,No,cth-1,WBGene00009048,Public name for WBGene00009048. History: N.A.
WBGene00008482; Dscr: none available; Molecule: E04D5.3; Class: CUTiclin ...,cut-4,0.697898618452169,-0.518545512457704,2.38460477880953e-05,0.0056722280743622,Yes,No,No,No,No,No,No,cut-4,WBGene00008482,Public name for WBGene00008482. History: N.A.
WBGene00018326; Dscr: none available; Molecule: F42A6.4; Class: CYtochrome P450 family ...,cyp-25A5,1.08003757010115,0.110858656091382,0.0009999780463964,0.0408827830114407,No,No,No,No,No,No,No,cyp-25A5,WBGene00018326,Public name for WBGene00018326. History: N.A.
WBGene00021412; Dscr: none available; Molecule: Y38C9B.1; Class: CYtochrome P450 family ...,cyp-29A3,0.701067541979201,-0.51205316521699,0.0012077961968781,0.0458009543321783,Yes,No,No,No,No,No,No,cyp-29A3,WBGene00021412,Public name for WBGene00021412. History: N.A.
WBGene00019967; Dscr: none available; Molecule: R08F11.3; Class: CYtochrome P450 family ...,cyp-33C8,1.37808461941108,0.465934284523499,0.0004355594166006,0.0257067386003211,Yes,No,No,No,No,No,No,cyp-33C8,WBGene00019967,Public name for WBGene00019967. History: N.A.
WBGene00020386; Dscr: none available; Molecule: T09H2.1; Class: CYtochrome P450 family ...,cyp-34A4,0.57362567726849,-0.805694061171749,0.0006223289624231,0.0311481928503773,Yes,Yes,No,No,No,No,No,cyp-34A4,WBGene00020386,Other name for WBGene00020386(dach-1). History: Renamed on 2019-05-20
"WBGene00016786; Dscr: cyp-35A4 encodes one of over 80 C. elegans cytochrome P450s, NADPH-dependent monooxygenases that metabolize endogenous and exogenous compounds; loss of cyp-35A/C gene family activity in the presence of xenobiotics can diminish the reproductive  decline seen in wild-type worms treated with the same compounds; in addition, cyp-35A(RNAi) also results in a reduction of fat content.; Molecule: C49G7.8; Class: CYtochrome P450 family ...",cyp-35A4,3.02146566855034,1.65486980610889,0.00047327342165,0.0270184625610583,Yes,No,No,No,No,No,No,cyp-35A4,WBGene00016786,Public name for WBGene00016786. History: N.A.
"ref Caenorhabditis elegans Protein D1014.5 (D1014.5) mRNA, complete cds [NM_072696] ...",D1014.5,0.567148518744632,-0.823710152587651,0.0004830005862337,0.0273089575155299,Yes,No,No,No,No,No,No,D1014.5,WBGene00017018,Public name for WBGene00017018. History: N.A.
WBGene00008364; Dscr: none available; Molecule: D1046.3; Class: not known ...,D1046.3,0.70089411494555,-0.512710935916608,0.0001222035306565,0.0129338019929479,Yes,No,No,Yes,Yes,No,No,D1046.3,WBGene00008364,Sequence name for WBGene00008364(slc-25A26). History: N.A.
WBGene00077783; Dscr: none available; Molecule: D1054.18a; Class: not known ...,D1054.18,0.741022631378192,-0.430409047387405,0.0001148368203982,0.0124909574298344,Yes,No,No,No,No,No,No,D1054.18,WBGene00077783,Public name for WBGene00077783. History: N.A.
WBGene00219866; Dscr: none available; Molecule: D1054.23; Class: not known ...,D1054.23,0.775955082178417,-0.366405089156475,0.0011521568418333,0.0448094821937807,Yes,No,No,No,No,No,No,D1054.23,WBGene00219866,Public name for WBGene00219866. History: N.A.
WBGene00008384; Dscr: none available; Molecule: D1081.6a; Class: not known ...,D1081.6,1.16508263281749,0.22107474145634,0.000271591429631,0.0200492369165539,No,No,No,No,Yes,No,No,D1081.6,WBGene00008384,"Public name for WBGene00008384. History: Split into D1081.20(WBGene00304985). History of WBGene00008384: Split into ""WBGene00304985"" on 2019-09-26"
WBGene00044081; Dscr: none available; Molecule: D1086.11a; Class: not known ...,D1086.11,1.53934619052838,0.628799240095296,0.0011213525024883,0.0440846912873094,Yes,No,No,No,No,No,No,D1086.11,WBGene00044081,Public name for WBGene00044081. History: N.A.
WBGene00008417; Dscr: none available; Molecule: D2030.7; Class: not known ...,D2030.7,0.818951931907601,-0.286214057023033,0.0008164088626464,0.0365158828232869,Yes,No,No,Yes,Yes,No,No,D2030.7,WBGene00008417,Public name for WBGene00008417. History: N.A.
WBGene00008429; Dscr: none available; Molecule: D2085.4; Class: not known ...,D2085.4,1.2165673878911,0.281656590487367,0.0010830245158995,0.0430449693247563,Yes,No,No,Yes,No,No,No,D2085.4,WBGene00008429,Sequence name for WBGene00008429(etc-1). History: N.A.
WBGene00017076; Dscr: none available; Molecule: D2096.9; Class: not known ...,D2096.9,0.505831417020795,-0.967349991635587,0.0002925466931591,0.0206882344660822,Yes,No,No,No,No,No,No,D2096.9,WBGene00017076,Public name for WBGene00017076. History: N.A.
"WBGene00000939; Dscr: The dcr-1 gene encodes a bidentate ribonuclease that is homologous to E. coli RNAse III; dcr-1 is required both for RNA interference and for synthesis of small developmental RNAs; DCR-1 interacts in vivo with RDE-4, a double-stranded RNA (dsRNA) binding protein required for RNAi that interacts with trigger dsRNAs and may function to deliver dsRNAs to DCR-1 for endonucleolytic processing.; Molecule: K12H4.8; Class: DiCer Related ...",dcr-1,1.25166534172381,0.32284616725978,0.0003347872177899,0.0224293149124791,Yes,No,No,Yes,Yes,No,Yes,dcr-1,WBGene00000939,Public name for WBGene00000939. History: N.A.
"WBGene00010890; Dscr: ddb-1 encodes a protein orthologous to human DNA damage-binding protein 1 (DDB1); ddb-1 is part of a ubiquitin ligase E3 complex, CUL-4/DDB-1, and targets the replication licensing factor, cdt-1, for ubiquitin-mediated proteolysis; ddb-1 interacts physically with CUL-4/Cullin and CDT-1; the CUL-4/DDB-1 complex also regulates SKN-1 transcription factor activity, and LET-23/EGFR signalling in vulval precursor cells.; Molecule: M18.5; Class: DDB1 (UV-Damaged DNA Binding pr ...",ddb-1,0.779612203951996,-0.360578429538265,0.0002795767485803,0.0203202248528338,Yes,No,No,Yes,No,No,No,ddb-1,WBGene00010890,Public name for WBGene00010890. History: N.A.
"WBGene00017648; Dscr: ddo-3 encodes a putative secreted D-aspartate oxidase (DASPO), paralogous to DDO-1 and DDO-2; recombinant DDO-3 protein is insoluble when expressed in E. coli, and thus has not yet been tested in vitro for activity; ddo-3 is expressed in a head mesodermal cell, hypodermis, other head cells, and vulva.; Molecule: F20H11.5; Class:  ...",ddo-3,1.62049059749696,0.694903289637134,0.000452966481343,0.0263055676181201,Yes,No,No,No,No,Yes,No,ddo-3,WBGene00017648,Public name for WBGene00017648. History: N.A.
"WBGene00018380; Dscr: none available; Molecule: F43C11.3; Class: DiEnoyl-CoA Reductase, mitochondria ...",decr-1.1,0.517176297274158,-0.956149516277666,1.06980940984489e-05,0.0040633777084576,Yes,No,No,No,No,No,No,decr-1.1,WBGene00018380,Public name for WBGene00018380. History: N.A.
"WBGene00011467; Dscr: none available; Molecule: T05C12.3; Class: DiEnoyl-CoA Reductase, mitochondria ...",decr-1.3,2.41187334199691,1.31208046314163,0.0011312561831312,0.0443629506354007,Yes,Yes,No,No,Yes,No,No,decr-1.3,WBGene00011467,Public name for WBGene00011467. History: N.A.
WBGene00011891; Dscr: none available; Molecule: T21C9.3a; Class: DEgenerin Like ...,del-6,0.756891264146392,-0.401326662690217,0.0013722898451688,0.0495265188718468,Yes,No,No,No,No,No,No,del-6,WBGene00011891,Public name for WBGene00011891. History: N.A.
WBGene00000959; Dscr: dgk-2 encodes a putative diacylglycerol kinase.; Molecule: F46H6.2a; Class: DiacylGlycerol Kinase ...,dgk-2,0.874988028012666,-0.193043237372274,0.0006374786687229,0.0315377839700758,No,No,No,No,No,No,No,dgk-2,WBGene00000959,Public name for WBGene00000959. History: N.A.
"WBGene00000981; Dscr: dhs-18 encodes a predicted short-chain dehydrogenase.; Molecule: C45B11.3; Class: DeHydrogenases, Short chain ...",dhs-18,0.835259450740727,-0.260366656395979,0.0001873328542027,0.0163996333963567,No,No,No,No,No,No,No,dhs-18,WBGene00000981,Public name for WBGene00000981. History: N.A.
"WBGene00000985; Dscr: dhs-22 encodes a short-chain dehydrogenase predicted to be mitochondrial.; Molecule: C15H11.4; Class: DeHydrogenases, Short chain ...",dhs-22,1.83052366395491,0.872341331044764,2.60344253288316e-08,0.0002452338728274,Yes,No,No,Yes,No,No,No,dhs-22,WBGene00000985,Public name for WBGene00000985. History: N.A.
"WBGene00011424; Dscr: none available; Molecule: T04B2.6a; Class: DeHydrogenases, Short chain ...",dhs-31,0.757296789534336,-0.403794636091653,0.0009775207540996,0.0402793285009511,Yes,No,No,No,No,No,No,dhs-31,WBGene00011424,Public name for WBGene00011424. History: N.A.
"WBGene00000968; Dscr: dhs-4 encodes a short-chain dehydrogenase predicted to be mitochondrial.; Molecule: T05F1.10; Class: DeHydrogenases, Short chain ...",dhs-4,0.661493596012678,-0.592804926951152,0.0006961321905439,0.0331176100103422,Yes,No,No,No,No,No,No,dhs-4,WBGene00000968,Public name for WBGene00000968. History: N.A.
"WBGene00000969; Dscr: dhs-5 encodes a possible steroid dehydrogenase; DHS-5 generally resembles short chain-type alcohol/other dehydrogenases, but has two predicted N-terminal transmembrane sequences, and its closest relatives in vertebrates are known or putative steroid dehydrogenases such as hydroxysteroid (17-beta) dehydrogenase 12 from mouse (also known as KIK-I or DHBK_MOUSE).; Molecule: F56D1.5; Class: DeHydrogenases, Short chain ...",dhs-5,0.742918267952614,-0.425599283999242,0.0012744138336852,0.0472245025483132,Yes,No,No,No,No,No,No,dhs-5,WBGene00000969,Public name for WBGene00000969. History: N.A.
"WBGene00000994; Dscr: dic-1 encodes an ortholog of Drosophila CG3125 and human DEAD/H BOX 26 (DDX26, DICE-1; OMIM:604331; nuclear protein, lost or downregulated in non-small cell lung carcinomas); DIC-1 and its orthologs have an N-terminal von Willebrand factor (vWF) type A domain; DIC-1 is essential for normal mitochondrial morphology and function, particularly that of the mitochondrial cristae/inner membrane; dic-1 thus plays a role in oogenesis, apoptosis, embryonic and larval development ...",dic-1,0.78978440840311,-0.340898055730613,6.28316528019913e-05,0.009077439213706,Yes,No,No,Yes,No,No,No,dic-1,WBGene00000994,Other name for WBGene00000994(ints-6). History: Renamed on 2019-05-20
WBGene00001001; Dscr: none available; Molecule: C04G2.6; Class: DIS3 (yeast disjunction abnormal) exonuclease homolog ...,dis-3,0.881126033703993,-0.182297828013272,3.59544130246722e-05,0.0069400858386721,No,No,No,Yes,Yes,No,No,dis-3,WBGene00001001,Public name for WBGene00001001. History: N.A.
"WBGene00015184; Dscr: djr-1.1 encodes a glyoxylase orthologous to human DJ-1 (OMIM:602533, mutated in early-onset Parkinson disease); DJR-1.1 is required for resistance to rotenone, a mitochondrial complex I inhibitor that mimics Parkinson disease (PD); djr-1.1(RNAi) animals are partly rescued from PD-like sensitivity by D-beta-hydroxybutyrate or tauroursodeoxycholic acid, and fully rescued by both; by orthology with DJ-1, DJR-1.1 may promote stability of the transcription factors SKN-1 or S ...",djr-1.1,1.14429838948404,0.194715784735033,0.0009211672539323,0.0390505268458219,No,No,No,No,No,No,No,djr-1.1,WBGene00015184,Public name for WBGene00015184. History: N.A.
"WBGene00001029; Dscr: dnj-11 encodes a protein containing DnaJ and Myb domains that is orthologous to the mammalian ZRF1/MIDA1/MPP11/DNAJC2 family of ribosome-associated  molecular chaperones; in C. elegans, dnj-11 functions to regulate asymmetric cell division and mitotic spindle orientation in the NSM neuroblast and subsequently the apoptotic death of the NSM sister cell; in regulating NSM sister cell death, DNJ-11 functions together with CES-2 to negatively regulate ces-1 transcription in ...",dnj-11,1.18188320041163,0.241008404537586,8.96472087539221e-05,0.0109383529479073,No,No,No,Yes,Yes,No,No,dnj-11,WBGene00001029,Public name for WBGene00001029. History: N.A.
WBGene00001032; Dscr: This gene encodes a protein containing a DnaJ ('J') domain.; Molecule: K02G10.8a; Class: DNaJ domain (prokaryotic heat shock protein) ...,dnj-14,0.775878190910356,-0.365915763357976,0.0006269218406502,0.0313115215810678,Yes,No,No,No,No,No,No,dnj-14,WBGene00001032,Public name for WBGene00001032. History: N.A.
"WBGene00020506; Dscr: dop-3 encodes a homolog of mammalian D2 dopamine receptors that is required for the normal slowing of locomotion by well-fed animals moving onto a bacterial lawn ('basal slowing'), but not for the enhanced slowing of starved animals ('enhanced slowing response'); DOP-3 is also required for the paralysis of animals by excess dopamine, with dop-3 mutants showing significant resistance to such paralysis; DOP-3 is antagonized by DOP-1 (since a dop-1 mutation suppresses the  ...",dop-3,0.734473716154758,-0.447968371228145,0.0007640931527412,0.0351781615912079,Yes,No,No,No,No,No,No,dop-3,WBGene00020506,Public name for WBGene00020506. History: N.A.
"WBGene00007576; Dscr: dph-1 encodes an ortholog of S. cerevisiae YIL103 and human DPH2L1/OVCA1 (OMIM:603527, deleted or downregulated in ovarian tumors); DPH-1 is paralogous to S. cerevisiae DPH2/YKL191W, a protein component of diphtamide synthesis.; Molecule: C14B1.5; Class: DiPHthamide biosynthesis protein ...",dph-1,0.870855724207284,-0.199008654901103,0.000987498972232,0.0406194118726493,No,No,No,Yes,Yes,No,No,dph-1,WBGene00007576,Public name for WBGene00007576. History: N.A.
"WBGene00008400; Dscr: drh-3 encodes a DEAH/D-box helicase; drh-3 is required for germline RNAi and for production of several types of endogenous small RNA molecules; in addition, drh-3 plays an essential role in germ cell proliferation, gamete formation, and chromosome segregation; drh-3 is also involved in resistance to X-ray irradiation and genetic studies suggest that drh-3 may also control expression of small RNAs that regulate cell fate specification via Ras-ERK signaling; DRH-3 interac ...",drh-3,1.28065950076565,0.356605692324187,0.0001259975570637,0.0130998519703962,Yes,No,No,Yes,Yes,No,Yes,drh-3,WBGene00008400,Public name for WBGene00008400. History: Renamed on 2005-11-22
"WBGene00009163; Dscr: drsh-1 encodes a predicted RNase III-type ribonuclease that is orthologous to Drosophila and human Drosha; by homology, DRSH-1 is predicted to function as an endoribonuclease that, in the nucleus, initiates cleavage of primary miRNA transcripts (pri-mRNAs) into pre-miRNAs that are then exported to the cytoplasm for further processing; loss of drsh-1 activity via RNAi results in re-expression of a let-7-silenced reporter in adults, suggesting that DRSH-1 is required for  ...",drsh-1,1.21910558763088,0.286441311494787,0.0001035815500799,0.0116990020279694,Yes,No,No,Yes,Yes,No,No,drsh-1,WBGene00009163,Public name for WBGene00009163. History: N.A.
"WBGene00001102; Dscr: dsh-2 encodes one of three C. elegans Dishevelled (Dsh) homologs; during embryonic development, dsh-2 functions in the Wnt signaling pathway that specifies endoderm and orients the division axis of the EMS blastomere; dsh-2 is also required for many neuronal cell fate specifications and for asymmetric cell division in the early somatic gonad; dsh-2 is additionally required for proper hypodermal morphogenesis during embryonic elongation; DSH-2 is expressed in the embryo  ...",dsh-2,0.819991163284118,-0.286407843506366,0.0005600140655303,0.0293714281273375,Yes,No,No,Yes,Yes,No,No,dsh-2,WBGene00001102,Public name for WBGene00001102. History: N.A.
"WBGene00022492; Dscr: dss-1 encodes the C. elegans ortholog of human DSS1 (deleted in split hand/split foot 1) and Saccharomyces cerevisiae SEM1, subunits of the 26S proteasome regulatory particle; in C. elegans, DSS-1 is an essential protein, required for oogenesis and for embryonic and larval development; in addition, dss-1 appears to be required for proper development and/or function of the intestine and dss-1 may play a role in vulval development and regulation of adult lifespan; althoug ...",dss-1,0.885244983624203,-0.175889987412193,0.0010324363314614,0.041631580769839,No,No,No,Yes,No,No,No,dss-1,WBGene00022492,Public name for WBGene00022492. History: N.A.
WBGene00001115; Dscr: dyb-1 encodes a homolog of mammalian alpha-dystrobrevin (DTNA); DYB-1 physically interacts with DYS-1/dystrophin in vitro and CTN-1/alpha-catulinand and DYS-1/dystrophin in vivo.; Molecule: F47G6.1; Class: DYstroBrevin homolog ...,dyb-1,1.32714666333761,0.410729466962112,0.0003342142061203,0.0224548083878124,Yes,No,No,No,No,No,No,dyb-1,WBGene00001115,Public name for WBGene00001115. History: N.A.
WBGene00012673; Dscr: none available; Molecule: Y39B6A.11; Class: abnormal DYe Filling ...,dyf-17,2.64395801405315,1.4280412119587,0.0003729652241439,0.0235468044594281,Yes,No,No,No,No,No,No,dyf-17,WBGene00012673,Public name for WBGene00012673. History: N.A.
"WBGene00001119; Dscr: dyf-3 encodes an ortholog of zebrafish cluap1 (also qilin, and like PKD2 required to suppress kidney cysts) and human clusterin-associated protein 1 (CLUAP1); DYF-3 is predicted to have two coiled-coil domains; DYF-3 is required for normal assembly of middle and distal ciliary segments, with dyf-3 mutants showing truncated sensory cilia; DYF-3 is required cell-autonomously for dye uptake; dyf-3 is expressed in amphid, phasmid, and IL2 sensory neurons; dyf-3 expression r ...",dyf-3,2.09633335173885,1.08207736707355,0.0004410271260424,0.025899620426868,Yes,No,No,No,No,No,No,dyf-3,WBGene00001119,Public name for WBGene00001119. History: N.A.
WBGene00008447; Dscr: none available; Molecule: E01G4.5; Class: not known ...,E01G4.5,0.663735914582589,-0.595337106462626,0.0001068550039457,0.0119257274308898,Yes,No,No,Yes,No,No,No,E01G4.5,WBGene00008447,Public name for WBGene00008447. History: N.A.
WBGene00077757; Dscr: none available; Molecule: E02H4.7; Class: not known ...,E02H4.7,0.818609071970781,-0.288252307014272,0.0004385989237061,0.0258214151358913,Yes,No,No,No,No,No,No,E02H4.7,WBGene00077757,Public name for WBGene00077757. History: N.A.
WBGene00017101; Dscr: none available; Molecule: E02H9.3a; Class: not known ...,E02H9.3,1.28200031040912,0.357527189082502,0.0002373736940558,0.0186641506554957,Yes,No,No,Yes,No,Yes,No,E02H9.3,WBGene00017101,Public name for WBGene00017101. History: N.A.
WBGene00017112; Dscr: none available; Molecule: E03H12.5; Class: not known ...,E03H12.5,2.01021811203206,1.0067702974803,0.0010125785503466,0.0411124349691589,Yes,No,No,No,Yes,No,No,E03H12.5,WBGene00017112,Public name for WBGene00017112. History: N.A.
WBGene00017127; Dscr: none available; Molecule: E04F6.8; Class: not known wb Protein E04F6.8  [Source:RefSeq peptide;Acc:NP_495502] [E04F6.8.2] ...,E04F6.8,0.668625807259679,-0.585581761315755,0.0005128895800784,0.0279260964653584,Yes,No,No,No,No,No,No,E04F6.8,WBGene00017127,Public name for WBGene00017127. History: N.A.
WBGene00017128; Dscr: none available; Molecule: E04F6.9; Class: not known ...,E04F6.9,0.7380820338753,-0.437714639156519,0.0003156461448867,0.0216394499736186,Yes,No,No,No,No,No,No,E04F6.9,WBGene00017128,Public name for WBGene00017128. History: N.A.
