FeatureNum,ProbeName,accessions,GeneName,SystematicName,slide17.txt:chr_coord,slide17.txt:Description,slide17.txt_slide18.txt_Dyeswap.signal,Input,Suggested Match,History
16071,A_12_P100223,wb|F56C11.5,F56C11.5,F56C11.5,chrI:181762-181867,Unknown,-1.7114074,F56C11.5,WBGene00018957,Public name for WBGene00018957. History: N.A.
17461,A_12_P111425,wb|D1046.2.1|wb|D1046.2.2,D1046.2.1,D1046.2.1,chrIV:8924621-8924562,"Zinc finger, C2H2 type [D1046.2.1]",-1.7107947,D1046.2.1,WBGene00008363,Molecule name for WBGene00008363(D1046.2). History: N.A.
16300,A_12_P111732,wb|F36H1.2,F36H1.2,F36H1.2,chrIV:11046935-11046994,ankyrin like [F36H1.2],-1.7080203,F36H1.2,WBGene00006490,Sequence name for WBGene00006490(kdin-1). History: Renamed on 2012-12-21
15633,A_12_P113369,wb|C14A4.14,C14A4.14,C14A4.14,chrII:10583348-10583407,Unknown,-1.701803,C14A4.14,WBGene00007564,Sequence name for WBGene00007564(mrps-22). History: N.A.
11930,A_12_P110089,wb|T23G11.7a,T23G11.7a,T23G11.7a,chrI:7688753-7688812,Unknown,-1.6942425,T23G11.7a,WBGene00011972,Molecule name for WBGene00011972(T23G11.7). History: N.A.
9815,A_12_P114153,wb|F32B6.8b.3|wb|F32B6.8b.2|wb|F32B6.8b.1|wb|F32B6.8a,F32B6.8b.3,F32B6.8b.3,chrIV:9901726-9902039,Yeast ORF YOR070C protein like [F32B6.8b.3],-1.6908071,,,
20536,A_12_P102444,wb|B0564.2,B0564.2,B0564.2,chrIV:13108067-13108126,Unknown,-1.690639,B0564.2,WBGene00007202,Public name for WBGene00007202. History: N.A.
18291,A_12_P114803,wb|C55C3.5,C55C3.5,C55C3.5,chrIV:5696195-5696136,Unknown,-1.6869628,C55C3.5,WBGene00016955,"Sequence name for WBGene00016955(perm-5). History: Split into C55C3.73(WBGene00303049). History of WBGene00016955: Split into ""WBGene00303049"" on 2018-03-02"
4614,A_12_P103533,wb|R09B5.9,R09B5.9,R09B5.9,chrV:1447387-1447446,Unknown,-1.6845958,R09B5.9,WBGene00000558,Sequence name for WBGene00000558(cnc-4). History: N.A.
21535,A_12_P117454,wb|C43H8.2,C43H8.2,C43H8.2,chrI:10631996-10632055,Unknown,-1.6831299,C43H8.2,WBGene00016622,Sequence name for WBGene00016622(mafr-1). History: N.A.
5617,A_12_P108073,wb|C34G6.5,C34G6.5,C34G6.5,chrI:5882198-5882257,ser/thr-protein kinase [C34G6.5],-1.6805415,C34G6.5,WBGene00016421,Sequence name for WBGene00016421(cdc-7). History: N.A.
9211,A_12_P119680,wb|C09H6.3,C09H6.3,C09H6.3,chrI:8137583-8137642,Unknown,-1.6749945,C09H6.3,WBGene00003136,"Sequence name for WBGene00003136(mau-2). History: N.A.. Public name for Dead gene WBGene00007498. History of WBGene00007498: Merged into ""WBGene00003136"" on 2005-02-15"
6509,A_12_P116752,wb|F14D2.4b|wb|F14D2.4a|wb|F14D2.12,F14D2.4b,F14D2.4b,chrII:3350775-3350880,Unknown,-1.669734,F14D2.4b,WBGene00017452,Molecule name for WBGene00017452(bath-29). History: N.A.
16957,A_12_P105185,wb|T23B12.6.1|wb|T23B12.6.2,T23B12.6.1,T23B12.6.1,chrV:8460601-8460423,Unknown,-1.6650627,T23B12.6.1,WBGene00020721,Molecule name for WBGene00020721(T23B12.6). History: N.A.
17140,A_12_P107479,wb|C25A1.1,C25A1.1,C25A1.1,chrI:10171139-10171198,Unknown,-1.663856,C25A1.1,WBGene00007705,Public name for WBGene00007705. History: N.A.
16589,A_12_P102429,,A_12_P102429,A_12_P102429,chrI:009254933-009254873,Unknown,-1.6625075,,,
17684,A_12_P111432,wb|M01A10.3,M01A10.3,M01A10.3,chrI:5549365-5549306,Unknown,-1.6476839,M01A10.3,WBGene00019693,Sequence name for WBGene00019693(ostd-1). History: N.A.
22058,A_12_P118901,wb|T26C5.3a|wb|T26C5.3b|wb|T26C5.3c,T26C5.3a,T26C5.3a,chrII:9248535-9248594,Yeast YB70 like [T26C5.3a],-1.6476284,T26C5.3a,WBGene00012033,Molecule name for WBGene00012033(T26C5.3). History: N.A.
16638,A_12_P107628,wb|C37H5.3b|wb|C37H5.3a,C37H5.3b,C37H5.3b,chrV:4846482-4846588,Unknown,-1.6438015,C37H5.3b,WBGene00016507,Molecule name for WBGene00016507(abhd-5.2). History: Renamed on 2015-07-17
4688,A_12_P110364,wb|F11H8.4a,F11H8.4a,F11H8.4a,chrIII:7024000-7023890,required for a late step in embryonic cytokinesis [F11H8.4a],-1.6387779,F11H8.4a,WBGene00000872,Molecule name for WBGene00000872(cyk-1). History: N.A.
172,A_12_P109898,wb|B0035.6,B0035.6,B0035.6,chrIV:11323191-11323293,Unknown,-1.6379215,B0035.6,WBGene00007109,Sequence name for WBGene00007109(edg-1). History: N.A.
1647,A_12_P115707,wb|K08F4.2,K08F4.2,K08F4.2,chrIV:10127402-10127343,"RNA recognition motif. (aka RRM, RBD, or RNP domain) [K08F4.2]",-1.6378171,K08F4.2,WBGene00010677,Sequence name for WBGene00010677(gtbp-1). History: N.A.
10570,A_12_P103137,wb|C27A2.6,C27A2.6,C27A2.6,chrII:5078878-5078819,Unknown,-1.6357689,C27A2.6,WBGene00001102,Sequence name for WBGene00001102(dsh-2). History: N.A.
1111,A_12_P100596,wb|C34G6.7a,C34G6.7a,C34G6.7a,chrI:5910725-5910569,Unknown,-1.6357282,C34G6.7a,WBGene00004109,Molecule name for WBGene00004109(stam-1). History: N.A.
14756,A_12_P107359,wb|F56A3.3a.2|wb|F56A3.3a.1,F56A3.3a.2,F56A3.3a.2,chrI:5182373-5182432,Unknown,-1.6322973,F56A3.3a.2,WBGene00003792,Molecule name for WBGene00003792(npp-6). History: Renamed on 2015-03-05
15992,A_12_P111609,wb|F37C12.2,F37C12.2,F37C12.2,chrIII:7183655-7183714,Unknown,-1.6280344,F37C12.2,WBGene00018150,Sequence name for WBGene00018150(epg-4). History: Renamed on 2010-06-21
17892,A_12_P104895,wb|T07E3.5,T07E3.5,T07E3.5,chrIII:6900749-6900690,Unknown,-1.6272049,T07E3.5,WBGene00020316,Sequence name for WBGene00020316(brc-2). History: N.A.
4206,A_12_P111415,wb|ZK688.5b|wb|ZK688.5a,ZK688.5b,ZK688.5b,chrIII:7885410-7885351,Unknown,-1.6203406,ZK688.5b,WBGene00022800,Molecule name for WBGene00022800(ZK688.5). History: N.A.
7255,A_12_P102191,wb|T05H4.11,T05H4.11,T05H4.11,chrV:6427383-6427324,Unknown,-1.6192281,T05H4.11,WBGene00020274,Public name for WBGene00020274. History: N.A.
6433,A_12_P103300,wb|R03G5.1d,R03G5.1d,R03G5.1d,chrX:7824092-7824253,Unknown,-1.6139272,,,
3292,A_12_P117065,wb|Y73F8A.31,Y73F8A.31,Y73F8A.31,chrIV:15514316-15514375,Unknown,-1.6125252,Y73F8A.31,WBGene00013535,Sequence name for WBGene00013535(gyg-3). History: N.A.
21730,A_12_P105065,wb|T01H3.4,T01H3.4,T01H3.4,chrII:7882381-7882440,Unknown,-1.6047401,T01H3.4,WBGene00011350,Sequence name for WBGene00011350(perm-1). History: N.A.
9041,A_12_P114356,wb|B0273.2|wb|F18A11.1,B0273.2,B0273.2,chrIV:5488102-5488161,"Pumilio-family RNA binding domains (aka PUM-HD, Pumilio homology domain) (6 domains) [F18A11.1]",-1.598011,B0273.2,WBGene00004243,Sequence name for WBGene00004243(puf-7). History: N.A.
20906,A_12_P116280,wb|F18E2.3.2|wb|F18E2.3.1,F18E2.3.2,F18E2.3.2,chrV:12770125-12770184,Unknown,-1.5971423,,,
17232,A_12_P111339,wb|F54C9.10.2|wb|F54C9.10.1,F54C9.10.2,F54C9.10.2,chrII:8582484-8582543,GTP-binding ADP-ribosylation factor [F54C9.10.2],-1.5955014,,,
21538,A_12_P108775,wb|C07A9.7b,C07A9.7b,C07A9.7b,chrIII:9691563-9691206,Unknown,-1.5940847,C07A9.7b,WBGene00007403,Molecule name for WBGene00007403(set-3). History: N.A.
21669,A_12_P117700,wb|Y71H2AM.20a.1|wb|Y71H2AM.20a.2|wb|Y71H2AM.20b,Y71H2AM.20a.1,Y71H2AM.20a.1,chrIII:2784059-2784000,Unknown,-1.591097,Y71H2AM.20a.1,WBGene00022185,Molecule name for WBGene00022185(Y71H2AM.20). History: N.A.
3279,A_12_P104192,wb|Y6B3B.9,Y6B3B.9,Y6B3B.9,chrI:13743383-13743324,Unknown,-1.5903854,Y6B3B.9,WBGene00012393,Public name for WBGene00012393. History: N.A.
19896,A_12_P105058,wb|Y48G1A.3,Y48G1A.3,Y48G1A.3,chrI:337596-337655,Unknown,-1.5888138,Y48G1A.3,WBGene00000917,"Sequence name for WBGene00000917(daf-25). History: Renamed on 2010-12-07. Public name for Dead gene WBGene00021659. History of WBGene00021659: Merged into ""WBGene00000917"" on 2010-12-07"
1464,A_12_P103146,wb|ZK131.2|wb|ZK131.3|wb|ZK131.7|wb|F08G2.3,ZK131.2,ZK131.2,chrII:13823784-13823843,histone H3 [ZK131.2],-1.5871155,ZK131.2,WBGene00001899,Sequence name for WBGene00001899(his-25). History: N.A.
2555,A_12_P109839,wb|C50C3.6,C50C3.6,C50C3.6,chrIII:8172060-8172165,Unknown,-1.5863235,C50C3.6,WBGene00004187,Sequence name for WBGene00004187(prp-8). History: N.A.
4447,A_12_P105012,wb|T20B12.2,T20B12.2,T20B12.2,chrIII:7385861-7385920,Unknown,-1.5863049,T20B12.2,WBGene00006542,Sequence name for WBGene00006542(tbp-1). History: N.A.
9533,A_12_P119929,wb|T24C4.5,T24C4.5,T24C4.5,chrIII:878491-878432,Unknown,-1.586216,T24C4.5,WBGene00020761,Public name for WBGene00020761. History: Renamed on 2005-03-17
17408,A_12_P108303,wb|T21C9.13,T21C9.13,T21C9.13,chrV:10600936-10600995,Unknown,-1.5851669,T21C9.13,WBGene00011898,Public name for WBGene00011898. History: N.A.
14115,A_12_P102769,wb|C18A3.5a|wb|C18A3.5b|wb|C18A3.5e|wb|C18A3.5f.4,C18A3.5a,C18A3.5a,chrII:5712902-5712843,RNA binding protein [C18A3.5a],-1.5773196,C18A3.5a,WBGene00015943,Molecule name for WBGene00015943(tiar-1). History: N.A.
17271,A_12_P117363,wb|T04A8.7b|wb|T04A8.7a.2|wb|T04A8.7a.1,T04A8.7b,T04A8.7b,chrIII:4697611-4697670,"1,4-Alpha-glucan branching enzyme [T04A8.7a.2]",-1.5761504,T04A8.7b,WBGene00011409,Molecule name for WBGene00011409(T04A8.7). History: N.A.
8496,A_12_P108834,wb|C18D11.6,C18D11.6,C18D11.6,chrIII:11810852-11810911,Unknown,-1.5741553,C18D11.6,WBGene00007682,Public name for WBGene00007682. History: N.A.
8206,A_12_P117887,wb|F26H9.1,F26H9.1,F26H9.1,chrI:9297361-9297420,Unknown,-1.5732248,F26H9.1,WBGene00009173,Sequence name for WBGene00009173(prom-1). History: N.A.
5101,A_12_P102331,wb|T05H10.1,T05H10.1,T05H10.1,chrII:8046875-8046934,ubiquitin carboxyl-terminal hydrolase [T05H10.1],-1.5695385,T05H10.1,WBGene00011507,Public name for WBGene00011507. History: N.A.
16552,A_12_P107288,wb|F57C9.7,F57C9.7,F57C9.7,chrI:4825244-4825185,Unknown,-1.5660467,F57C9.7,WBGene00019013,Sequence name for WBGene00019013(tofu-4). History: N.A.
21055,A_12_P107200,wb|B0035.16,B0035.16,B0035.16,chrIV:11295313-11295148,Haemophilus hypothetical protein HI1074 like [B0035.16],-1.5641167,B0035.16,WBGene00007114,Sequence name for WBGene00007114(mttu-1). History: N.A.
1625,A_12_P102368,wb|B0303.9,B0303.9,B0303.9,chrIII:8702923-8702982,SLP-1 [B0303.9],-1.5608537,B0303.9,WBGene00015130,Sequence name for WBGene00015130(vps-33.1). History: N.A.
9386,A_12_P108135,wb|R05D8.7,R05D8.7,R05D8.7,chrV:2761783-2761724,Unknown,-1.5582199,R05D8.7,WBGene00019885,Public name for WBGene00019885. History: N.A.
19438,A_12_P104054,wb|F25H9.5,F25H9.5,F25H9.5,chrV:13469442-13469501,Unknown,-1.5479858,F25H9.5,WBGene00001496,Sequence name for WBGene00001496(frm-10). History: N.A.
12860,A_12_P105878,wb|R03G5.1c.1|wb|R03G5.1c.2,R03G5.1c.1,R03G5.1c.1,chrX:7824167-7824278,Unknown,-1.5417482,,,
19375,A_12_P105082,wb|W02D9.6,W02D9.6,W02D9.6,chrI:12568527-12568468,Unknown,-1.5360811,W02D9.6,WBGene00012212,Public name for WBGene00012212. History: N.A.
3355,A_12_P111601,wb|F31C3.4,F31C3.4,F31C3.4,chrI:15058987-15058928,Unknown,-1.531364,F31C3.4,WBGene00009286,Sequence name for WBGene00009286(zipt-1). History: N.A.
12593,A_12_P100289,wb|F07A5.1b,F07A5.1b,F07A5.1b,chrI:7358716-7358570,Ogre family [F07A5.1b],-1.5309463,F07A5.1b,WBGene00002136,Molecule name for WBGene00002136(inx-14). History: N.A.
4240,A_12_P106416,wb|F01D4.5b|wb|F01D4.5a,F01D4.5b,F01D4.5b,chrIV:10482894-10482835,Unknown,-1.5298216,F01D4.5b,WBGene00008488,Molecule name for WBGene00008488(F01D4.5). History: N.A.
21388,A_12_P109201,wb|Y73B6BL.4,Y73B6BL.4,Y73B6BL.4,chrIV:6339650-6339757,Unknown,-1.5243449,Y73B6BL.4,WBGene00022233,Sequence name for WBGene00022233(ipla-6). History: N.A.
6518,A_12_P112364,wb|W02D3.11a|wb|W02D3.11b,W02D3.11a,W02D3.11a,chrI:6761521-6761462,Unknown,-1.5164976,W02D3.11a,WBGene00020936,Molecule name for WBGene00020936(hrpf-1). History: N.A.
16465,A_12_P114950,wb|E04A4.4b|wb|E04A4.4a,E04A4.4b,E04A4.4b,chrIV:4739747-4739688,Unknown,-1.5130556,E04A4.4b,WBGene00001983,Molecule name for WBGene00001983(hoe-1). History: N.A.
19193,A_12_P104567,wb|C07F11.1,C07F11.1,C07F11.1,chrI:461468-461527,Unknown,-1.5045226,C07F11.1,WBGene00006593,Sequence name for WBGene00006593(tol-1). History: N.A.
20066,A_12_P102255,wb|F52E1.13b.4|wb|F52E1.13b.1|wb|F52E1.13b.3|wb|F52E1.13b.2,F52E1.13b.4,F52E1.13b.4,chrV:8418428-8418369,Unknown,-1.5016165,,,
7136,A_12_P120167,wb|T01D1.2a.3|wb|T01D1.2a.5,T01D1.2a.3,T01D1.2a.3,chrII:170030-170089,RNA-binding protein [T01D1.2a.3],-1.5012751,T01D1.2a.3,WBGene00001340,Molecule name for WBGene00001340(etr-1). History: N.A.
5630,A_12_P110409,wb|R06C7.4,R06C7.4,R06C7.4,chrI:7253994-7254053,Unknown,-1.4993877,R06C7.4,WBGene00011063,Sequence name for WBGene00011063(cpg-3). History: N.A.
9777,A_12_P104026,wb|T08B2.7b.1|wb|T08B2.7b.2|wb|T08B2.7a.2|wb|T08B2.7c,T08B2.7b.1,T08B2.7b.1,chrI:6215773-6215714,3-hydroxyacyl-CoA dehydrogenase [T08B2.7b.1],-1.4943078,T08B2.7b.1,WBGene00020347,Molecule name for WBGene00020347(ech-1.2). History: N.A.
16359,A_12_P114711,wb|F22B3.2|wb|B0035.10|wb|F54E12.1,F22B3.2,F22B3.2,chrIV:11406678-11406619,histone H3 [F22B3.2],-1.488755,F22B3.2,WBGene00001937,Sequence name for WBGene00001937(his-63). History: N.A.
22174,A_12_P118376,wb|C06A5.3b|wb|C06A5.3a.1|wb|C06A5.3a.2,C06A5.3b,C06A5.3b,chrI:5998388-5998447,Unknown,-1.4857742,C06A5.3b,WBGene00015501,Molecule name for WBGene00015501(C06A5.3). History: N.A.
12913,A_12_P119943,wb|C02F12.8.1|wb|C02F12.8.2,C02F12.8.1,C02F12.8.1,chrX:3690414-3690355,breast cancer type 1 susceptibility protein (BRCA1) [C02F12.8.1],-1.4837806,C02F12.8.1,WBGene00015357,Molecule name for WBGene00015357(C02F12.8). History: N.A.
3062,A_12_P116585,wb|B0213.6,B0213.6,B0213.6,chrV:3980358-3980417,Unknown,-1.4836934,B0213.6,WBGene00003769,Sequence name for WBGene00003769(nlp-31). History: N.A.
21450,A_12_P110070,wb|ZK1248.3b,ZK1248.3b,ZK1248.3b,chrII:5823085-5823144,Unknown,-1.4832838,ZK1248.3b,WBGene00001224,Molecule name for WBGene00001224(ehs-1). History: N.A.
17656,A_12_P107408,wb|F46F11.2.1|wb|F46F11.2.2,F46F11.2.1,F46F11.2.1,chrI:5620582-5620641,Unknown,-1.4826424,F46F11.2.1,WBGene00000473,Molecule name for WBGene00000473(cey-2). History: N.A.
4845,A_12_P119845,wb|D1054.11,D1054.11,D1054.11,chrV:10797372-10797431,Unknown,-1.4822876,D1054.11,WBGene00008378,Sequence name for WBGene00008378(ule-3). History: N.A.
1825,A_12_P112986,wb|F45E12.1,F45E12.1,F45E12.1,chrII:7313102-7313161,Unknown,-1.4816359,F45E12.1,WBGene00018474,Sequence name for WBGene00018474(cnep-1). History: Renamed on 2013-01-22
18803,A_12_P102406,wb|F52A8.6a,F52A8.6a,F52A8.6a,chrI:7358287-7358346,ras-like protein like [F52A8.6a],-1.4802759,F52A8.6a,WBGene00009919,Molecule name for WBGene00009919(kbrl-1). History: N.A.
11098,A_12_P119692,wb|Y11D7A.12,Y11D7A.12,Y11D7A.12,chrIV:9262163-9262104,Unknown,-1.4772586,Y11D7A.12,WBGene00012435,Sequence name for WBGene00012435(flh-1). History: N.A.
7266,A_12_P115022,wb|F26B1.2a.1|wb|F26B1.2a.2,F26B1.2a.1,F26B1.2a.1,chrI:6328302-6328361,RNA-binding protein [F26B1.2a.1],-1.4764688,F26B1.2a.1,WBGene00017816,Molecule name for WBGene00017816(hrpk-1). History: N.A.
9174,A_12_P119193,wb|M02B7.2|wb|R02D3.8,M02B7.2,M02B7.2,chrIV:3804492-3804551,Unknown,-1.4745481,M02B7.2,WBGene00019724,Public name for WBGene00019724. History: N.A.
20314,A_12_P119129,wb|C25H3.8,C25H3.8,C25H3.8,chrII:5670315-5670256,Unknown,-1.4657352,C25H3.8,WBGene00016120,"Public name for Dead gene WBGene00016117. History of WBGene00016117: Merged into ""WBGene00016120"" on 2018-01-11"
4838,A_12_P110339,wb|T09B4.9,T09B4.9,T09B4.9,chrI:6186373-6186314,Unknown,-1.4579906,T09B4.9,WBGene00020383,Sequence name for WBGene00020383(tin-44). History: Renamed on 2015-02-09
15140,A_12_P110099,wb|T07A9.8,T07A9.8,T07A9.8,chrIV:398835-398894,Unknown,-1.4531922,T07A9.8,WBGene00020296,Sequence name for WBGene00020296(rrp-8). History: Renamed on 2018-12-11; Renamed on 2019-07-02
17423,A_12_P105517,wb|ZK470.5b.1|wb|ZK470.5b.3|wb|ZK470.5b.2,ZK470.5b.1,ZK470.5b.1,chrX:4148892-4148833,Unknown,-1.4485145,ZK470.5b.1,WBGene00006410,Molecule name for WBGene00006410(nck-1). History: Renamed on 2005-08-24
4179,A_12_P105707,wb|ZK353.9.1|wb|ZK353.9.2,ZK353.9.1,ZK353.9.1,chrIII:8411678-8411737,Unknown,-1.4440365,ZK353.9.1,WBGene00022704,Molecule name for WBGene00022704(ZK353.9). History: N.A.
16076,A_12_P119436,wb|Y62H9A.6,Y62H9A.6,Y62H9A.6,chrX:11883844-11883903,Unknown,-1.4418631,Y62H9A.6,WBGene00013394,Sequence name for WBGene00013394(ule-5). History: N.A.
16738,A_12_P107989,wb|F14H3.6,F14H3.6,F14H3.6,chrV:16060044-16059985,Unknown,-1.4415537,F14H3.6,WBGene00008825,Public name for WBGene00008825. History: N.A.
14789,A_12_P118997,wb|Y51H7C.7,Y51H7C.7,Y51H7C.7,chrII:1402846-1402956,Unknown,-1.437406,Y51H7C.7,WBGene00021785,Public name for WBGene00021785. History: N.A.
13809,A_12_P102629,wb|C04A2.7b.2|wb|C04A2.7b.1,C04A2.7b.2,C04A2.7b.2,chrII:6854525-6854466,Unknown,-1.4346913,,,
17820,A_12_P103835,wb|Y39B6A.39,Y39B6A.39,Y39B6A.39,chrV:18988093-18988152,Unknown,-1.4333128,Y39B6A.39,WBGene00012697,Sequence name for WBGene00012697(mrps-35). History: N.A.
11937,A_12_P116630,wb|F09E5.7,F09E5.7,F09E5.7,chrII:5352825-5352965,Unknown,-1.4318295,F09E5.7,WBGene00017285,Public name for WBGene00017285. History: N.A.
17350,A_12_P100241,wb|F07A5.1a,F07A5.1a,F07A5.1a,chrI:7358719-7358567,UNC-7 like [F07A5.1a],-1.4316039,F07A5.1a,WBGene00002136,Molecule name for WBGene00002136(inx-14). History: N.A.
18739,A_12_P119812,wb|F52C6.2.3|wb|F52C6.2.2|wb|F52C6.2.4|wb|F52C6.2.1,F52C6.2.3,F52C6.2.3,chrII:1926728-1926787,Unknown,-1.4309297,,,
20001,A_12_P103621,wb|F39B2.7,F39B2.7,F39B2.7,chrI:14778839-14778780,Unknown,-1.4280391,F39B2.7,WBGene00009557,Sequence name for WBGene00009557(mtcu-1). History: N.A.
1798,A_12_P101825,wb|F59E12.11,F59E12.11,F59E12.11,chrII:5648225-5648166,Unknown,-1.4272941,F59E12.11,WBGene00019126,"Sequence name for WBGene00019126(sam-4). History: Split into F59E12.17(WBGene00302971). History of WBGene00019126: Split into ""WBGene00302971"" on 2018-03-06"
5646,A_12_P105320,wb|F43D2.2,F43D2.2,F43D2.2,chrV:14638235-14638176,Unknown,-1.4239849,F43D2.2,WBGene00009651,Public name for WBGene00009651. History: N.A.
13480,A_12_P110780,wb|W02D7.6,W02D7.6,W02D7.6,chrV:8302529-8302470,Unknown,-1.4238671,W02D7.6,WBGene00020942,Public name for WBGene00020942. History: N.A.
13863,A_12_P115899,wb|ZK858.5,ZK858.5,ZK858.5,chrI:9143979-9143920,Unknown,-1.4229531,ZK858.5,WBGene00014118,Public name for WBGene00014118. History: N.A.
20794,A_12_P107315,wb|F20D12.1,F20D12.1,F20D12.1,chrIV:7961573-7961632,Unknown,-1.4184155,F20D12.1,WBGene00017641,Sequence name for WBGene00017641(csr-1). History: N.A.
2802,A_12_P101263,wb|Y24F12A.1,Y24F12A.1,Y24F12A.1,chrIV:11607217-11607276,Unknown,-1.4179351,Y24F12A.1,WBGene00012496,Public name for WBGene00012496. History: N.A.
21671,A_12_P111817,wb|C18E3.5,C18E3.5,C18E3.5,chrI:4197195-4197254,beta transducin [C18E3.5],-1.4167898,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
2776,A_12_P109532,wb|Y45F3A.2,Y45F3A.2,Y45F3A.2,chrIII:10565089-10565148,Ras family [Y45F3A.2],-1.4125472,Y45F3A.2,WBGene00004282,Sequence name for WBGene00004282(rab-30). History: N.A.
5914,A_12_P119143,wb|M01E5.4,M01E5.4,M01E5.4,chrI:13296151-13296092,Unknown,-1.4115783,M01E5.4,WBGene00010807,Public name for WBGene00010807. History: N.A.
16958,A_12_P111967,wb|F23F1.9,F23F1.9,F23F1.9,chrII:46954-47257,Unknown,-1.4105611,F23F1.9,WBGene00017749,Sequence name for WBGene00017749(rpoa-49). History: N.A.
10774,A_12_P110110,wb|R53.7b|wb|R53.7a.2|wb|R53.7a.1,R53.7b,R53.7b,chrII:9971522-9971463,protein kinase like protein [R53.7a.2],-1.4075154,R53.7b,WBGene00011276,Molecule name for WBGene00011276(aakg-5). History: N.A.
11846,A_12_P117599,wb|C26E6.4,C26E6.4,C26E6.4,chrIII:4943933-4943992,DNA-directed RNA polymerase II [C26E6.4],-1.4054458,C26E6.4,WBGene00016140,Sequence name for WBGene00016140(rpb-2). History: Renamed on 2005-03-17
2141,A_12_P119980,wb|D2023.6,D2023.6,D2023.6,chrV:11831705-11831764,Yeast ABC1 protein like [D2023.6],-1.4036312,D2023.6,WBGene00008410,Public name for WBGene00008410. History: N.A.
2651,A_12_P112049,wb|C06H2.7,C06H2.7,C06H2.7,chrV:11145988-11145929,Unknown,-1.401841,C06H2.7,WBGene00007391,Public name for WBGene00007391. History: N.A.
1577,A_12_P118248,wb|Y48G9A.11,Y48G9A.11,Y48G9A.11,chrIII:2113117-2112524,Unknown,-1.398771,Y48G9A.11,WBGene00021704,Public name for WBGene00021704. History: N.A.
2131,A_12_P111656,wb|B0035.8,B0035.8,B0035.8,chrIV:11325060-11325119,histone H2B [B0035.8],-1.3985262,B0035.8,WBGene00001922,Sequence name for WBGene00001922(his-48). History: N.A.
22060,A_12_P114241,wb|F59A2.1b.1|wb|F59A2.1b.3|wb|F59A2.1b.2,F59A2.1b.1,F59A2.1b.1,chrIII:3400699-3400640,Unknown,-1.3943285,F59A2.1b.1,WBGene00003795,Molecule name for WBGene00003795(npp-9). History: N.A.
12857,A_12_P100939,wb|C36B1.12.3|wb|C36B1.12.1|wb|C36B1.12.2,C36B1.12.3,C36B1.12.3,chrI:8763344-8763403,Unknown,-1.388705,,,
16621,A_12_P108828,wb|F37D6.1,F37D6.1,F37D6.1,chrI:10487560-10487501,BRCA1 C Terminus (BRCT) domain (4 domains) [F37D6.1],-1.3865712,F37D6.1,WBGene00009507,Sequence name for WBGene00009507(mus-101). History: Renamed on 2015-03-25; Renamed on 2015-03-25
15345,A_12_P118651,wb|ZK177.8b|wb|ZK177.8a.1|wb|ZK177.8a.2,ZK177.8b,ZK177.8b,chrII:5509341-5509282,Unknown,-1.3768845,ZK177.8b,WBGene00022673,Molecule name for WBGene00022673(ZK177.8). History: N.A.
200,A_12_P106990,wb|Y57E12B.2,Y57E12B.2,Y57E12B.2,chrV:6931541-6931482,Unknown,-1.3723147,Y57E12B.2,WBGene00006801,"Public name for Dead gene WBGene00021962. History of WBGene00021962: Merged into ""WBGene00006801"" on 2007-11-07"
8177,A_12_P115963,wb|F37B12.3,F37B12.3,F37B12.3,chrII:9040133-9040074,Unknown,-1.3699839,F37B12.3,WBGene00009505,Public name for WBGene00009505. History: N.A.
14235,A_12_P114070,wb|Y65B4BL.5,Y65B4BL.5,Y65B4BL.5,chrI:512565-512506,Unknown,-1.3676243,Y65B4BL.5,WBGene00022037,Sequence name for WBGene00022037(acs-13). History: N.A.
20989,A_12_P111817,wb|C18E3.5,C18E3.5,C18E3.5,chrI:4197195-4197254,beta transducin [C18E3.5],-1.3674774,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
8947,A_12_P115639,wb|F17C11.7,F17C11.7,F17C11.7,chrV:10959764-10959705,Unknown,-1.367396,F17C11.7,WBGene00008918,Sequence name for WBGene00008918(pigt-1). History: N.A.
16454,A_12_P107256,wb|F55G1.5,F55G1.5,F55G1.5,chrIV:7476002-7476061,carrier protein [F55G1.5],-1.3669387,F55G1.5,WBGene00018901,Sequence name for WBGene00018901(slc-25A18.2). History: N.A.
10206,A_12_P119343,wb|H19N07.4.2|wb|H19N07.4.1,H19N07.4.2,H19N07.4.2,chrV:11122786-11122727,Unknown,-1.3662274,,,
18824,A_12_P108683,wb|C14F11.5.2|wb|C14F11.5.1,C14F11.5.2,C14F11.5.2,chrX:6233343-6233284,heat shock protein [C14F11.5.2],-1.363288,,,
17285,A_12_P113248,wb|T16G1.10,T16G1.10,T16G1.10,chrV:12955679-12955738,Unknown,-1.3608521,T16G1.10,WBGene00004151,Sequence name for WBGene00004151(pqn-68). History: N.A.
5304,A_12_P116236,wb|Y39C12A.8,Y39C12A.8,Y39C12A.8,chrIV:12251316-12251257,Unknown,-1.3598561,Y39C12A.8,WBGene00001044,Sequence name for WBGene00001044(dnj-26). History: N.A.
222,A_12_P118979,wb|F39H11.2,F39H11.2,F39H11.2,chrI:8706025-8705966,transcription factor TFIID like [F39H11.2],-1.3575718,F39H11.2,WBGene00006577,Sequence name for WBGene00006577(tlf-1). History: N.A.
