# Note: In the following rows commas have been replaced with semicolons to work better with r
# Random 4000 genes
chr,start,end,name,score,strand,Input,Suggested Match,History
chrIII,5069030,5070381,C45G9.2,6713,+,C45G9.2,WBGene00016674,Public name for WBGene00016674. History: N.A.
chrIII,4638294,4640528,clec-154,7665,+,clec-154,WBGene00008657,Public name for WBGene00008657. History: N.A.
chrIII,10035912,10036705,xbx-3,7761,+,xbx-3,WBGene00010864,Public name for WBGene00010864. History: N.A.
chrIII,6422405,6427252,C05D11.8,7540,-,C05D11.8,WBGene00015485,Public name for WBGene00015485. History: N.A.
chrIII,761485,762304,F42G9.4,7576,+,F42G9.4,WBGene00018363,Sequence name for WBGene00018363(nlp-52). History: N.A.
chrIII,4345308,4350051,hse-5,6388,+,hse-5,WBGene00002003,Public name for WBGene00002003. History: N.A.
chrIII,13546785,13548919,Y76A2B.5,6243,-,Y76A2B.5,WBGene00013577,Public name for WBGene00013577. History: N.A.
chrIII,895774,900144,F23H11.2,6351,+,F23H11.2,WBGene00017758,Public name for WBGene00017758. History: N.A.
chrIII,947836,949081,fbxa-23,7655,-,fbxa-23,WBGene00020459,"Public name for WBGene00020459. History: Split into T12B5.18(WBGene00306000). History of WBGene00020459: Split into ""WBGene00306000"" on 2020-01-20"
chrIII,1642639,1644554,Y22D7AL.12,8029,-,Y22D7AL.12,,Sequence name for Dead gene WBGene00021250. Public name for Dead gene WBGene00021250. History of WBGene00021250: Killed on 2020-10-15. Remark: [2020-10-15T23:57:35.614Z WBPerson51134] Gene Killed: No convincing evidence present
chrIII,6982381,6983007,F31E3.6,7303,+,F31E3.6,WBGene00017952,Public name for WBGene00017952. History: N.A.
chrIII,1344969,1345786,Y82E9BL.6,7467,-,Y82E9BL.6,WBGene00022323,Public name for WBGene00022323. History: N.A.
chrIII,5464358,5467961,F48E8.2,6233,+,F48E8.2,WBGene00018609,Public name for WBGene00018609. History: N.A.
chrIII,278656,278707,Y50D7A.18,7675,+,Y50D7A.18,WBGene00201608,Public name for WBGene00201608. History: N.A.
chrIII,10693042,10693063,21ur-11564,8031,-,21ur-11564,WBGene00167616,Public name for WBGene00167616. History: N.A.
chrIII,6579644,6579824,F27B3.8,7079,+,F27B3.8,WBGene00044454,Public name for WBGene00044454. History: N.A.
chrIII,3958618,3958639,21ur-14757,7279,-,21ur-14757,WBGene00169109,Public name for WBGene00169109. History: N.A.
chrIII,6448022,6450653,T26A5.6,6471,-,T26A5.6,WBGene00020822,Public name for WBGene00020822. History: N.A.
chrIII,5234578,5236327,mrps-26,5975,+,mrps-26,WBGene00016412,Public name for WBGene00016412. History: N.A.
chrIII,5509145,5512563,pqn-25,6949,-,pqn-25,WBGene00004114,Public name for WBGene00004114. History: N.A.
chrIII,7105378,7106398,B0280.6,7738,-,B0280.6,WBGene00023224,Public name for WBGene00023224. History: N.A.
chrIII,7226742,7229725,R151.8,6097,-,R151.8,WBGene00020111,Public name for WBGene00020111. History: N.A.
chrIII,7349245,7354025,F08F8.9,6238,-,F08F8.9,WBGene00017274,Public name for WBGene00017274. History: N.A.
chrIII,3578818,3581719,C48D5.3,7360,-,C48D5.3,WBGene00008180,Public name for WBGene00008180. History: N.A.
chrIII,5568169,5568738,nspb-12,7465,-,nspb-12,WBGene00017305,Public name for WBGene00017305. History: N.A.
chrIII,7120841,7122833,B0280.9,6168,-,B0280.9,WBGene00015104,Public name for WBGene00015104. History: N.A.
chrIII,7056517,7058436,R01H2.2,8038,+,R01H2.2,WBGene00019810,Public name for WBGene00019810. History: N.A.
chrIII,1619732,1625911,hsp-60,5903,+,hsp-60,WBGene00002025,Public name for WBGene00002025. History: N.A.
chrIII,6397817,6397838,21ur-14922,7174,-,21ur-14922,WBGene00172390,Public name for WBGene00172390. History: N.A.
chrIII,13289599,13289620,21ur-12617,6941,+,21ur-12617,WBGene00169944,Public name for WBGene00169944. History: N.A.
chrIII,6524048,6525607,oig-1,8019,-,oig-1,WBGene00003859,Public name for WBGene00003859. History: N.A.
chrIII,8920031,8921081,ZK637.15,7447,+,ZK637.15,WBGene00014032,Public name for WBGene00014032. History: N.A.
chrIII,518353,524018,T22F7.3,7084,-,T22F7.3,WBGene00020702,Public name for WBGene00020702. History: N.A.
chrIII,9863164,9867699,ZK757.4,5944,-,ZK757.4,WBGene00014075,Sequence name for WBGene00014075(dhhc-4). History: N.A.
chrIII,5948842,5952453,F25B5.3,6655,+,F25B5.3,WBGene00017775,Public name for WBGene00017775. History: N.A.
chrIII,163596,164874,F40G9.8,7197,-,F40G9.8,WBGene00018244,Public name for WBGene00018244. History: N.A.
chrIII,11136702,11138795,fbxa-128,7403,-,fbxa-128,WBGene00012923,Public name for WBGene00012923. History: N.A.
chrIII,10032254,10033224,M04D8.5,7956,-,M04D8.5,WBGene00010863,Public name for WBGene00010863. History: N.A.
chrIII,1387448,1388489,Y82E9BR.25,7854,-,Y82E9BR.25,WBGene00194746,Sequence name for WBGene00194746(pals-20). History: N.A.
chrIII,6461636,6462804,T26A5.8,6333,-,T26A5.8,WBGene00020823,Public name for WBGene00020823. History: N.A.
chrIII,185650,186921,btb-1,7478,+,btb-1,WBGene00001963,Public name for WBGene00001963. History: N.A.
chrIII,4155361,4157368,C16C10.9,7123,-,C16C10.9,WBGene00007629,Public name for WBGene00007629. History: N.A.
chrIII,4878621,4879661,arx-6,5936,+,arx-6,WBGene00000204,Public name for WBGene00000204. History: N.A.
chrIII,3813534,3819661,dpy-27,6220,-,dpy-27,WBGene00001086,Public name for WBGene00001086. History: N.A.
chrIII,11079692,11080274,W09D6.4,7092,+,W09D6.4,WBGene00012357,Public name for WBGene00012357. History: N.A.
chrIII,87559,89242,mrpl-40,6365,+,mrpl-40,WBGene00018793,Public name for WBGene00018793. History: N.A.
chrIII,1080859,1081290,kbp-4,6753,+,kbp-4,WBGene00022357,Public name for WBGene00022357. History: N.A.
chrIII,3718715,3719655,C14B1.8,6658,-,C14B1.8,WBGene00007579,Public name for WBGene00007579. History: N.A.
chrIII,4912656,4914099,cee-1,6143,+,cee-1,WBGene00017825,Public name for WBGene00017825. History: N.A.
chrIII,7584271,7591512,cup-5,6495,+,cup-5,WBGene00000846,Public name for WBGene00000846. History: N.A.
chrIII,10003303,10003721,C05B5.9,7982,+,C05B5.9,WBGene00023482,Public name for WBGene00023482. History: N.A.
chrIII,10014502,10016444,rgs-1,7126,-,rgs-1,WBGene00004344,Public name for WBGene00004344. History: N.A.
chrIII,8653526,8653599,F22B7.t4,7440,-,F22B7.t4,WBGene00023001,Public name for WBGene00023001. History: N.A.
chrIII,7900967,7904408,ZK688.2,7365,+,ZK688.2,WBGene00022797,Sequence name for WBGene00022797(best-24). History: N.A.
chrIII,4471377,4475112,ifet-1,5955,-,ifet-1,WBGene00004132,Public name for WBGene00004132. History: Renamed on 2011-08-12; Renamed on 2011-08-12
chrIII,3490322,3493221,gly-14,7049,-,gly-14,WBGene00001639,Public name for WBGene00001639. History: N.A.
chrIII,13499102,13501412,T28A8.6,6273,+,T28A8.6,WBGene00012112,Public name for WBGene00012112. History: N.A.
chrIII,7343706,7345760,F08F8.6,7340,+,F08F8.6,WBGene00017271,Public name for WBGene00017271. History: N.A.
chrIII,7324871,7329544,F56C9.11,6117,-,F56C9.11,WBGene00018954,Sequence name for WBGene00018954(lab-2). History: N.A.
chrIII,10140366,10140663,K08E5.4,7028,-,K08E5.4,WBGene00044226,Public name for WBGene00044226. History: N.A.
chrIII,8211576,8211771,C30A5.15,7666,+,C30A5.15,WBGene00199117,Public name for WBGene00199117. History: N.A.
chrIII,587189,598114,Y55B1AR.2,5918,-,Y55B1AR.2,WBGene00021906,Public name for WBGene00021906. History: N.A.
chrIII,10907494,10908831,unc-119,6784,+,unc-119,WBGene00006843,Public name for WBGene00006843. History: N.A.
chrIII,10299069,10299855,ostf-4,7055,-,ostf-4,WBGene00011558,Public name for WBGene00011558. History: N.A.
chrIII,9262429,9262606,M01A8.3,7498,+,M01A8.3,WBGene00201523,Public name for WBGene00201523. History: N.A.
chrIII,6213059,6213871,C23G10.10,7502,-,C23G10.10,WBGene00016016,Public name for WBGene00016016. History: N.A.
chrIII,5578381,5581179,F56D2.5,7286,-,F56D2.5,WBGene00018966,Public name for WBGene00018966. History: N.A.
chrIII,921220,921241,21ur-15209,7188,+,21ur-15209,WBGene00165861,Public name for WBGene00165861. History: N.A.
chrIII,8449682,8450436,mrpl-32,6310,+,mrpl-32,WBGene00016249,Public name for WBGene00016249. History: N.A.
chrIII,5669484,5669505,21ur-9905,8051,+,21ur-9905,WBGene00170085,Public name for WBGene00170085. History: N.A.
chrIII,8969559,8971503,eif-3.D,6149,-,eif-3.D,WBGene00001227,Public name for WBGene00001227. History: N.A.
chrIII,9054973,9058804,cls-2,5904,+,cls-2,WBGene00000549,Public name for WBGene00000549. History: N.A.
chrIII,6897961,6900350,T07E3.4,6952,+,T07E3.4,WBGene00020315,Public name for WBGene00020315. History: N.A.
chrIII,5226782,5227650,C34E10.10,6491,-,C34E10.10,WBGene00016411,"Public name for WBGene00016411. History: Split into C34E10.12(WBGene00303005). History of WBGene00016411: Split into ""WBGene00303005"" on 2018-03-06"
chrIII,3566908,3567077,C48D5.9,7884,+,C48D5.9,WBGene00200476,Public name for WBGene00200476. History: N.A.
chrIII,8675216,8683612,fli-1,6061,-,fli-1,WBGene00001443,Public name for WBGene00001443. History: N.A.
chrIII,755259,758070,T17H7.7,6899,-,T17H7.7,WBGene00020551,Public name for WBGene00020551. History: N.A.
chrIII,624603,627811,T19C3.5,6925,-,T19C3.5,WBGene00020563,Public name for WBGene00020563. History: N.A.
chrIII,7088581,7090070,ZK418.10,6993,-,ZK418.10,WBGene00044353,Public name for WBGene00044353. History: N.A.
chrIII,4018095,4018284,C36E8.10,7461,+,C36E8.10,WBGene00201111,Public name for WBGene00201111. History: N.A.
chrIII,9805423,9807367,ZK632.4,6306,-,ZK632.4,WBGene00014013,Public name for WBGene00014013. History: N.A.
chrIII,4461757,4461875,F56F3.9,7285,+,F56F3.9,WBGene00196565,Public name for WBGene00196565. History: N.A.
chrIII,3851928,3851949,21ur-14909,7881,+,21ur-14909,WBGene00168344,Public name for WBGene00168344. History: N.A.
chrIII,4365346,4367441,ckb-1,7203,+,ckb-1,WBGene00000511,Public name for WBGene00000511. History: N.A.
chrIII,4722176,4730835,acy-1,6830,+,acy-1,WBGene00000068,Public name for WBGene00000068. History: N.A.
chrIII,1419180,1419861,Y82E9BR.3,6021,+,Y82E9BR.3,WBGene00022336,Public name for WBGene00022336. History: N.A.
chrIII,9861502,9861655,K11H3.9,7144,+,K11H3.9,WBGene00195652,Public name for WBGene00195652. History: N.A.
chrIII,6298402,6299287,F47D12.3,6905,+,F47D12.3,WBGene00018560,Public name for WBGene00018560. History: N.A.
chrIII,4705377,4706915,tag-189,6443,+,tag-189,WBGene00007045,Other name for WBGene00007045(pgap-2). History: Renamed on 2018-12-11
chrIII,10116874,10118785,ZK1128.3,7119,-,ZK1128.3,WBGene00014229,Public name for WBGene00014229. History: N.A.
chrIII,13617003,13621348,T12D8.9,7598,+,T12D8.9,WBGene00011736,Public name for WBGene00011736. History: N.A.
chrIII,11117135,11119100,sup-35,6860,-,sup-35,WBGene00012976,Public name for WBGene00012976. History: N.A.
chrIII,5270221,5270998,ZC395.4,7838,+,ZC395.4,WBGene00022596,Public name for WBGene00022596. History: N.A.
chrIII,5662411,5662635,F54E7.13,7276,+,F54E7.13,WBGene00199619,Public name for WBGene00199619. History: N.A.
chrIII,10461530,10467953,atx-2,6160,+,atx-2,WBGene00000231,Public name for WBGene00000231. History: N.A.
chrIII,8705029,8706266,B0303.16,7850,+,B0303.16,WBGene00044678,Public name for WBGene00044678. History: N.A.
chrIII,8129483,8130397,rpl-21,6449,-,rpl-21,WBGene00004433,Public name for WBGene00004433. History: N.A.
chrIV,5972247,5972268,21ur-3689,22869,-,21ur-3689,WBGene00048924,Public name for WBGene00048924. History: N.A.
chrIV,2997354,2997650,Y54G2A.66,18920,+,Y54G2A.66,WBGene00200008,Public name for WBGene00200008. History: N.A.
chrIV,15358554,15358575,21ur-1639,21668,+,21ur-1639,WBGene00049167,Public name for WBGene00049167. History: N.A.
chrIV,8873806,8873994,C09G9.9,16250,+,C09G9.9,WBGene00045323,Public name for WBGene00045323. History: N.A.
chrIV,14917021,14917042,21ur-13499,13220,-,21ur-13499,WBGene00172962,Public name for WBGene00172962. History: N.A.
chrIV,5426053,5426074,21ur-5737,11217,-,21ur-5737,WBGene00167352,Public name for WBGene00167352. History: N.A.
chrIV,16156052,16156073,21ur-3276,18346,+,21ur-3276,WBGene00049186,Public name for WBGene00049186. History: N.A.
chrIV,16275885,16275906,21ur-7270,22975,-,21ur-7270,WBGene00172724,Public name for WBGene00172724. History: N.A.
chrIV,6856165,6856186,21ur-15195,24543,+,21ur-15195,WBGene00168577,Public name for WBGene00168577. History: N.A.
chrIV,4878415,4878436,21ur-9908,14783,-,21ur-9908,WBGene00169675,Public name for WBGene00169675. History: N.A.
chrIV,15813180,15813201,21ur-1199,15573,-,21ur-1199,WBGene00045982,Public name for WBGene00045982. History: N.A.
chrIV,13939619,13939640,21ur-213,12365,-,21ur-213,WBGene00045579,Public name for WBGene00045579. History: N.A.
chrIV,14368430,14368451,21ur-6538,11360,+,21ur-6538,WBGene00167669,Public name for WBGene00167669. History: N.A.
chrIV,5117568,5117589,21ur-10559,18971,-,21ur-10559,WBGene00173783,Public name for WBGene00173783. History: N.A.
chrIV,16788996,16789017,21ur-38,16619,+,21ur-38,WBGene00046219,Public name for WBGene00046219. History: N.A.
chrIV,13961093,13961114,21ur-316,16626,+,21ur-316,WBGene00050259,Public name for WBGene00050259. History: N.A.
chrIV,7384422,7384443,21ur-10817,21097,-,21ur-10817,WBGene00174160,Public name for WBGene00174160. History: N.A.
chrIV,14119556,14119577,21ur-4044,18036,-,21ur-4044,WBGene00048680,Public name for WBGene00048680. History: N.A.
chrIV,15970643,15970664,21ur-6708,24954,-,21ur-6708,WBGene00169148,Public name for WBGene00169148. History: N.A.
chrIV,4170768,4171562,K08D10.13,10839,-,K08D10.13,WBGene00195048,Public name for WBGene00195048. History: N.A.
chrIV,14302650,14302671,21ur-1900,18480,-,21ur-1900,WBGene00050541,Public name for WBGene00050541. History: N.A.
chrIV,16599192,16599213,21ur-5164,10404,-,21ur-5164,WBGene00048472,Public name for WBGene00048472. History: N.A.
chrIV,6056920,6056941,21ur-11358,16971,-,21ur-11358,WBGene00169333,Public name for WBGene00169333. History: N.A.
chrIV,15393662,15393683,21ur-10411,8443,+,21ur-10411,WBGene00173719,Public name for WBGene00173719. History: N.A.
chrIV,16577947,16577968,21ur-14275,14535,+,21ur-14275,WBGene00170514,Public name for WBGene00170514. History: N.A.
chrIV,17346253,17346274,21ur-13219,17968,+,21ur-13219,WBGene00173757,Public name for WBGene00173757. History: N.A.
chrIV,15937058,15937079,21ur-10689,18102,-,21ur-10689,WBGene00173105,Public name for WBGene00173105. History: N.A.
chrIV,16038972,16038993,21ur-3478,11158,-,21ur-3478,WBGene00046005,Public name for WBGene00046005. History: N.A.
chrIV,4835569,4835590,21ur-3256,15368,-,21ur-3256,WBGene00050520,Public name for WBGene00050520. History: N.A.
chrIV,14175539,14175560,21ur-13387,17162,-,21ur-13387,WBGene00172793,Public name for WBGene00172793. History: N.A.
chrIV,10073413,10075095,W01B6.2,15813,-,W01B6.2,WBGene00012169,Sequence name for WBGene00012169(ttbk-4). History: N.A.
chrIV,14046564,14046585,21ur-973,24854,+,21ur-973,WBGene00046582,Public name for WBGene00046582. History: N.A.
chrIV,4956224,4956245,21ur-4542,11517,-,21ur-4542,WBGene00046840,Public name for WBGene00046840. History: N.A.
chrIV,11798641,11801065,dyf-18,23557,-,dyf-18,WBGene00010349,Public name for WBGene00010349. History: N.A.
chrIV,16604315,16604336,21ur-14028,14030,-,21ur-14028,WBGene00169129,Public name for WBGene00169129. History: N.A.
chrIV,14090215,14090236,21ur-9094,20840,+,21ur-9094,WBGene00170457,Public name for WBGene00170457. History: N.A.
chrIV,3462023,3462926,F58E2.8,22798,-,F58E2.8,WBGene00023303,Public name for WBGene00023303. History: N.A.
chrIV,14770623,14773503,Y57G11C.36,10958,-,Y57G11C.36,WBGene00013325,Public name for WBGene00013325. History: N.A.
chrIV,16239202,16239223,21ur-9532,21547,+,21ur-9532,WBGene00168558,Public name for WBGene00168558. History: N.A.
chrIV,15590010,15590031,21ur-10840,20550,+,21ur-10840,WBGene00165159,Public name for WBGene00165159. History: N.A.
chrIV,15728230,15728251,21ur-9672,13662,-,21ur-9672,WBGene00165323,Public name for WBGene00165323. History: N.A.
chrIV,13660390,13660411,21ur-15394,15482,-,21ur-15394,WBGene00166651,Public name for WBGene00166651. History: N.A.
chrIV,16833943,16833964,21ur-7744,13404,+,21ur-7744,WBGene00166637,Public name for WBGene00166637. History: N.A.
chrIV,9186799,9191106,C46C2.4,24766,+,C46C2.4,WBGene00008112,Public name for WBGene00008112. History: N.A.
chrIV,14690550,14690571,21ur-15519,9060,-,21ur-15519,WBGene00169826,Public name for WBGene00169826. History: N.A.
chrIV,787846,787909,F56B3.15,21323,+,F56B3.15,WBGene00200616,Public name for WBGene00200616. History: N.A.
chrIV,17196484,17196505,21ur-10168,17687,-,21ur-10168,WBGene00167887,Public name for WBGene00167887. History: N.A.
chrIV,5828995,5829016,21ur-2199,8810,-,21ur-2199,WBGene00048001,Public name for WBGene00048001. History: N.A.
chrIV,13641876,13641897,21ur-8129,21660,-,21ur-8129,WBGene00165219,Public name for WBGene00165219. History: N.A.
chrIV,16614255,16614276,21ur-11866,23848,-,21ur-11866,WBGene00169430,Public name for WBGene00169430. History: N.A.
chrIV,14919369,14919390,21ur-11308,22206,+,21ur-11308,WBGene00169808,Public name for WBGene00169808. History: N.A.
chrIV,14340275,14340296,21ur-2153,14008,-,21ur-2153,WBGene00046536,Public name for WBGene00046536. History: N.A.
chrIV,16797936,16797957,21ur-14553,20960,-,21ur-14553,WBGene00172448,Public name for WBGene00172448. History: N.A.
chrIV,4840291,4840312,21ur-9255,18484,-,21ur-9255,WBGene00172115,Public name for WBGene00172115. History: N.A.
chrIV,16212904,16212925,21ur-13179,24097,-,21ur-13179,WBGene00165504,Public name for WBGene00165504. History: N.A.
chrIV,16577703,16577724,21ur-12082,24633,+,21ur-12082,WBGene00172969,Public name for WBGene00172969. History: N.A.
chrIV,16987142,16987163,21ur-1356,10519,-,21ur-1356,WBGene00049643,Public name for WBGene00049643. History: N.A.
chrIV,17041835,17041856,21ur-6381,23055,+,21ur-6381,WBGene00167044,Public name for WBGene00167044. History: N.A.
chrIV,13472481,13473955,Y38H8A.3,14038,+,Y38H8A.3,WBGene00012637,Public name for WBGene00012637. History: N.A.
chrIV,14945689,14945710,21ur-11518,14239,-,21ur-11518,WBGene00168260,Public name for WBGene00168260. History: N.A.
chrIV,901109,902891,fbxc-11,22346,+,fbxc-11,WBGene00045299,Public name for WBGene00045299. History: N.A.
chrIV,15310163,15310184,21ur-13416,23521,+,21ur-13416,WBGene00170508,Public name for WBGene00170508. History: N.A.
chrIV,14368687,14368708,21ur-7945,13165,-,21ur-7945,WBGene00172529,Public name for WBGene00172529. History: N.A.
chrIV,16210011,16210032,21ur-7112,12488,+,21ur-7112,WBGene00167017,Public name for WBGene00167017. History: N.A.
chrIV,3996229,3998601,F47C12.8,24835,-,F47C12.8,WBGene00018551,"Public name for WBGene00018551. History: Split into F47C12.12(WBGene00219377). History of WBGene00018551: Split into ""WBGene00219377"" on 2012-02-22"
chrIV,16817095,16817116,21ur-888,16800,+,21ur-888,WBGene00046136,Public name for WBGene00046136. History: N.A.
chrIV,15901517,15901538,21ur-2376,22519,+,21ur-2376,WBGene00050309,Public name for WBGene00050309. History: N.A.
chrIV,5714177,5714198,21ur-2404,16852,+,21ur-2404,WBGene00047388,Public name for WBGene00047388. History: N.A.
chrIV,14558619,14558640,21ur-7542,13028,-,21ur-7542,WBGene00172035,Public name for WBGene00172035. History: N.A.
chrIV,15933963,15933984,21ur-14143,19473,-,21ur-14143,WBGene00172239,Public name for WBGene00172239. History: N.A.
chrIV,16218947,16218968,21ur-14205,9070,-,21ur-14205,WBGene00169042,Public name for WBGene00169042. History: N.A.
chrIV,16009445,16009466,21ur-2850,16560,-,21ur-2850,WBGene00047860,Public name for WBGene00047860. History: N.A.
chrIV,4940930,4940951,21ur-7998,18571,-,21ur-7998,WBGene00165655,Public name for WBGene00165655. History: N.A.
chrIV,259983,261685,pqbp-1.1,9728,-,pqbp-1.1,WBGene00020647,Public name for WBGene00020647. History: N.A.
chrIV,5756845,5756866,21ur-10510,16203,+,21ur-10510,WBGene00166211,Public name for WBGene00166211. History: N.A.
chrIV,5077649,5077670,21ur-9076,22819,-,21ur-9076,WBGene00168985,Public name for WBGene00168985. History: N.A.
chrIV,15395231,15395252,21ur-12537,22239,+,21ur-12537,WBGene00170732,Public name for WBGene00170732. History: N.A.
chrIV,14921602,14921623,21ur-2702,19767,+,21ur-2702,WBGene00046834,Public name for WBGene00046834. History: N.A.
chrIV,15833462,15833483,21ur-4416,23004,+,21ur-4416,WBGene00048856,Public name for WBGene00048856. History: N.A.
chrIV,13708369,13708390,21ur-6874,12833,-,21ur-6874,WBGene00166229,Public name for WBGene00166229. History: N.A.
chrIV,15716572,15716593,21ur-1560,10760,-,21ur-1560,WBGene00050152,Public name for WBGene00050152. History: N.A.
chrIV,14576879,14576900,21ur-5344,9601,-,21ur-5344,WBGene00050512,Public name for WBGene00050512. History: N.A.
chrIV,16066868,16066889,21ur-11863,22086,+,21ur-11863,WBGene00174164,Public name for WBGene00174164. History: N.A.
chrIV,5282723,5282744,21ur-200,24051,-,21ur-200,WBGene00049391,Public name for WBGene00049391. History: N.A.
chrIV,16316026,16316047,21ur-15575,18228,-,21ur-15575,WBGene00173505,Public name for WBGene00173505. History: N.A.
chrIV,12958005,12959570,F55G11.6,17287,+,F55G11.6,WBGene00010126,Public name for WBGene00010126. History: N.A.
chrIV,6027980,6028001,21ur-9014,24000,-,21ur-9014,WBGene00174946,Public name for WBGene00174946. History: N.A.
chrIV,16213531,16213552,21ur-9377,13778,-,21ur-9377,WBGene00171102,Public name for WBGene00171102. History: N.A.
chrIV,3233158,3233300,Y67D8A.6,23153,+,Y67D8A.6,WBGene00196015,Public name for WBGene00196015. History: N.A.
chrIV,10514754,10514775,21ur-15121,21264,-,21ur-15121,WBGene00169227,Public name for WBGene00169227. History: N.A.
chrIV,16597119,16597140,21ur-8635,17472,+,21ur-8635,WBGene00173450,Public name for WBGene00173450. History: N.A.
chrIV,14603599,14603620,21ur-15474,22408,+,21ur-15474,WBGene00172409,Public name for WBGene00172409. History: N.A.
chrIV,15606563,15606584,21ur-13176,12536,+,21ur-13176,WBGene00168681,Public name for WBGene00168681. History: N.A.
chrIV,16073761,16073782,21ur-6041,8149,-,21ur-6041,WBGene00165959,Public name for WBGene00165959. History: N.A.
chrIV,16905937,16905958,21ur-2089,11530,-,21ur-2089,WBGene00047649,Public name for WBGene00047649. History: N.A.
chrIV,14402282,14402303,21ur-3692,17485,+,21ur-3692,WBGene00050045,Public name for WBGene00050045. History: N.A.
chrIV,15210929,15210950,21ur-1045,19016,+,21ur-1045,WBGene00048590,Public name for WBGene00048590. History: N.A.
chrIV,15387065,15387086,21ur-2688,13077,+,21ur-2688,WBGene00046218,Public name for WBGene00046218. History: N.A.
chrIV,14171482,14171503,21ur-1082,25220,+,21ur-1082,WBGene00049492,Public name for WBGene00049492. History: N.A.
chrIV,10855467,10858538,T11G6.2,14920,-,T11G6.2,WBGene00011717,Public name for WBGene00011717. History: N.A.
chrIV,13724595,13724616,21ur-8505,15270,+,21ur-8505,WBGene00165386,Public name for WBGene00165386. History: N.A.
chrIV,16676472,16676493,21ur-5880,16355,-,21ur-5880,WBGene00165039,Public name for WBGene00165039. History: N.A.
chrIV,6493587,6497349,Y73B6BL.44,18351,+,Y73B6BL.44,WBGene00044350,Public name for WBGene00044350. History: N.A.
chrIV,14619253,14623589,dmd-6,23180,+,dmd-6,WBGene00007058,Public name for WBGene00007058. History: Renamed on 2006-06-16
chrIV,12062120,12062141,21ur-11438,16491,+,21ur-11438,WBGene00172658,Public name for WBGene00172658. History: N.A.
chrIV,16796703,16796724,21ur-207,19533,+,21ur-207,WBGene00048402,Public name for WBGene00048402. History: N.A.
chrIV,6058027,6058048,21ur-7317,17600,-,21ur-7317,WBGene00173004,Public name for WBGene00173004. History: N.A.
chrIV,16438263,16438284,21ur-1280,8535,-,21ur-1280,WBGene00049468,Public name for WBGene00049468. History: N.A.
chrIV,14714410,14714431,21ur-9911,8236,-,21ur-9911,WBGene00170491,Public name for WBGene00170491. History: N.A.
chrIV,5902790,5902811,21ur-5108,19774,+,21ur-5108,WBGene00050871,Public name for WBGene00050871. History: N.A.
chrIV,6046961,6046982,21ur-13185,23380,-,21ur-13185,WBGene00165602,Public name for WBGene00165602. History: N.A.
chrIV,15892344,15892365,21ur-11687,25138,-,21ur-11687,WBGene00166704,Public name for WBGene00166704. History: N.A.
chrIV,16540671,16540692,21ur-15074,19899,+,21ur-15074,WBGene00172834,Public name for WBGene00172834. History: N.A.
chrIV,17217633,17217654,21ur-57,10843,-,21ur-57,WBGene00046680,Public name for WBGene00046680. History: N.A.
chrIV,4894363,4897097,T08B6.2,9217,-,T08B6.2,WBGene00020352,Public name for WBGene00020352. History: N.A.
chrIV,17264130,17264151,21ur-8851,25221,+,21ur-8851,WBGene00170030,Public name for WBGene00170030. History: N.A.
chrIV,16116889,16116910,21ur-948,9993,-,21ur-948,WBGene00047520,Public name for WBGene00047520. History: N.A.
chrIV,5036305,5036326,21ur-11312,23452,+,21ur-11312,WBGene00168598,Public name for WBGene00168598. History: N.A.
chrIV,14254215,14254236,21ur-2778,16770,+,21ur-2778,WBGene00049813,Public name for WBGene00049813. History: N.A.
chrIV,13690456,13690477,21ur-10717,14758,-,21ur-10717,WBGene00170706,Public name for WBGene00170706. History: N.A.
chrIV,15668823,15668844,21ur-10961,12418,+,21ur-10961,WBGene00172264,Public name for WBGene00172264. History: N.A.
chrIV,5512645,5512666,21ur-10504,13482,-,21ur-10504,WBGene00174126,Public name for WBGene00174126. History: N.A.
chrIV,6562190,6562262,C43G2.t2,21594,+,C43G2.t2,WBGene00022960,Public name for WBGene00022960. History: N.A.
chrIV,16096562,16096583,21ur-1742,12364,-,21ur-1742,WBGene00047198,Public name for WBGene00047198. History: N.A.
chrIV,4902386,4902407,21ur-3048,17203,+,21ur-3048,WBGene00046002,Public name for WBGene00046002. History: N.A.
chrIV,16661111,16661132,21ur-307,10867,-,21ur-307,WBGene00049586,Public name for WBGene00049586. History: N.A.
chrIV,6472767,6472788,21ur-3194,22329,-,21ur-3194,WBGene00048940,Public name for WBGene00048940. History: N.A.
chrIV,14970336,14970357,21ur-9465,16086,+,21ur-9465,WBGene00168540,Public name for WBGene00168540. History: N.A.
chrIV,14124344,14124365,21ur-12098,24380,-,21ur-12098,WBGene00165015,Public name for WBGene00165015. History: N.A.
chrIV,6786846,6789610,C17H12.2,9909,-,C17H12.2,WBGene00015928,Public name for WBGene00015928. History: N.A.
chrIV,15611844,15611865,21ur-9694,9595,-,21ur-9694,WBGene00171735,Public name for WBGene00171735. History: N.A.
chrIV,3989095,3991515,clec-78,16566,+,clec-78,WBGene00018547,Public name for WBGene00018547. History: N.A.
chrIV,6575040,6575061,21ur-6599,19420,+,21ur-6599,WBGene00172619,Public name for WBGene00172619. History: N.A.
chrIV,7488205,7489131,his-59,12341,+,his-59,WBGene00001933,Public name for WBGene00001933. History: N.A.
chrIV,5778309,5778330,21ur-6898,21571,+,21ur-6898,WBGene00171559,Public name for WBGene00171559. History: N.A.
