# Supplementary Table 3. Normalized peptide counts for LC-MS/MS.
# For each pull-down, peptide counts for each protein were normalized to total peptide counts.
Gene,(UG)18,36 scrambled UGs,(UG)5,beads only,Input,Suggested Match,History
rpn-7,0.0003612455747417,0.0008498398378767,0.0003244909548146,0.0007298737318443,rpn-7,WBGene00004463,Public name for WBGene00004463. History: N.A.
rps-21,0.0003612455747417,0.0004576060665489,0.0004867364322219,0.0004379242391066,rps-21,WBGene00004490,Public name for WBGene00004490. History: N.A.
rps-26,0.0003612455747417,0.0005229783617702,0.0002433682161109,0.0003649368659221,rps-26,WBGene00004495,Public name for WBGene00004495. History: N.A.
rpt-1,0.0003612455747417,0.0007190952474341,0.0004056136935182,0.0016057222100576,rpt-1,WBGene00004501,Public name for WBGene00004501. History: N.A.
rpt-2,0.0003612455747417,0.0005883506569915,0.0004867364322219,0.0007298737318443,rpt-2,WBGene00004502,Public name for WBGene00004502. History: N.A.
rpt-4,0.0003612455747417,0.0004576060665489,0.0004056136935182,0.0009488358513977,rpt-4,WBGene00004504,Public name for WBGene00004504. History: N.A.
rpt-5,0.0003612455747417,0.0007190952474341,0.0004867364322219,0.0008028611050288,rpt-5,WBGene00004505,Public name for WBGene00004505. History: N.A.
sur-5,0.0003612455747417,0.0011767013139831,0.0006489819096292,0.0010218232245821,sur-5,WBGene00006351,Public name for WBGene00006351. History: N.A.
trap-4,0.0003612455747417,0.0002614891808851,0.0004867364322219,0.0003649368659221,trap-4,WBGene00013238,Public name for WBGene00013238. History: N.A.
ucr-2.2,0.0003612455747417,0.0005229783617702,0.0002433682161109,0.0006568863586599,ucr-2.2,WBGene00011679,Public name for WBGene00011679. History: N.A.
vdac-1,0.0003612455747417,0.0003922337713277,0.0005678591709256,7.29873731844391e-05,vdac-1,WBGene00019900,Public name for WBGene00019900. History: N.A.
vgln-1,0.0003612455747417,0.0003268614761064,0.0004056136935182,0.0002919494927377,vgln-1,WBGene00007463,Public name for WBGene00007463. History: N.A.
vha-11,0.0003612455747417,0.0005229783617702,0.0004056136935182,0.0009488358513977,vha-11,WBGene00006920,Public name for WBGene00006920. History: N.A.
Y46G5A.4,0.0003612455747417,0.0005229783617702,0.0001622454774073,7.29873731844391e-05,Y46G5A.4,WBGene00012896,Sequence name for WBGene00012896(snrp-200). History: Renamed on 2005-03-17
zyg-9,0.0003612455747417,0.0003922337713277,0.0004867364322219,0.0008028611050288,zyg-9,WBGene00006994,Public name for WBGene00006994. History: N.A.
acdh-3,0.0002889964597933,0.0003268614761064,0.0001622454774073,7.29873731844391e-05,acdh-3,WBGene00019433,Public name for WBGene00019433. History: N.A.
acs-4,0.0002889964597933,0.0003922337713277,0.0001622454774073,0.0006568863586599,acs-4,WBGene00018152,Public name for WBGene00018152. History: N.A.
akap-1,0.0002889964597933,0.0003268614761064,0.0002433682161109,7.29873731844391e-05,akap-1,WBGene00016977,Public name for WBGene00016977. History: N.A.
alh-9,0.0002889964597933,0.0005229783617702,0.0006489819096292,0.0003649368659221,alh-9,WBGene00000115,Public name for WBGene00000115. History: N.A.
arf-1.2,0.0002889964597933,0.0002614891808851,0.0004056136935182,0.0004379242391066,arf-1.2,WBGene00000182,Other name for WBGene00000182(arf-1). History: Renamed on 2020-09-10
B0495.8,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,0.0001459747463688,B0495.8,WBGene00015207,Sequence name for WBGene00015207(luc-7L). History: N.A.
C24H12.4,0.0002889964597933,0.0003922337713277,0.0001622454774073,0.0001459747463688,C24H12.4,WBGene00016073,Public name for WBGene00016073. History: N.A.
C36A4.4,0.0002889964597933,0.0003268614761064,0.0001622454774073,0.0001459747463688,C36A4.4,WBGene00007965,Public name for WBGene00007965. History: N.A.
C38D9.2,0.0002889964597933,0.0001307445904425,8.11227387036586e-05,7.29873731844391e-05,C38D9.2,WBGene00008010,Public name for WBGene00008010. History: N.A.
C46G7.2,0.0002889964597933,6.53722952212852e-05,0.0001622454774073,7.29873731844391e-05,C46G7.2,WBGene00016722,Public name for WBGene00016722. History: N.A.
cct-1,0.0002889964597933,0.0005883506569915,0.0004056136935182,0.0005838989854755,cct-1,WBGene00000377,Public name for WBGene00000377. History: N.A.
cct-2,0.0002889964597933,0.0005883506569915,0.0004867364322219,0.0009488358513977,cct-2,WBGene00000378,Public name for WBGene00000378. History: N.A.
cct-5,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,0.0001459747463688,cct-5,WBGene00000380,Public name for WBGene00000380. History: N.A.
cdc-48.1,0.0002889964597933,0.0005883506569915,0.0004056136935182,0.000510911612291,cdc-48.1,WBGene00007352,Public name for WBGene00007352. History: Renamed on 2005-03-17
cdk-1,0.0002889964597933,0.0005883506569915,0.0004056136935182,0.0006568863586599,cdk-1,WBGene00000405,Public name for WBGene00000405. History: N.A.
cdk-12,0.0002889964597933,0.0007190952474341,8.11227387036586e-05,7.29873731844391e-05,cdk-12,WBGene00007135,Public name for WBGene00007135. History: N.A.
CELE_F21C10.9,0.0002889964597933,0.0003922337713277,0.0004056136935182,0.0004379242391066,CELE_F21C10.9,WBGene00017658,Other name for WBGene00017658(F21C10.9). History: N.A.
CELE_F33A8.4,0.0002889964597933,0.0001961168856638,8.11227387036586e-05,7.29873731844391e-05,CELE_F33A8.4,WBGene00009352,Other name for WBGene00009352(F33A8.4). History: N.A.
CELE_F33D11.10,0.0002889964597933,6.53722952212852e-05,0.0001622454774073,7.29873731844391e-05,CELE_F33D11.10,WBGene00018007,Other name for WBGene00018007(F33D11.10). History: N.A.
CELE_F58G1.2,0.0002889964597933,0.0004576060665489,8.11227387036586e-05,7.29873731844391e-05,CELE_F58G1.2,WBGene00010264,Other name for WBGene00010264(F58G1.2). History: N.A.
CELE_R05F9.6,0.0002889964597933,0.0006537229522128,0.0003244909548146,0.0006568863586599,CELE_R05F9.6,WBGene00019890,Other name for WBGene00019890(R05F9.6). History: N.A.
CELE_R07H5.8,0.0002889964597933,0.0004576060665489,0.0004867364322219,0.0002919494927377,CELE_R07H5.8,WBGene00011128,Other name for WBGene00011128(adk-1). History: N.A.
CELE_T05F1.2,0.0002889964597933,0.0005229783617702,0.0001622454774073,0.0002919494927377,CELE_T05F1.2,WBGene00011489,Other name for WBGene00011489(T05F1.2). History: N.A.
CELE_T08A11.2,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,7.29873731844391e-05,CELE_T08A11.2,WBGene00011605,Other name for WBGene00011605(sftb-1). History: Renamed on 2005-03-17
CELE_T22F3.2,0.0002889964597933,0.0001961168856638,8.11227387036586e-05,7.29873731844391e-05,CELE_T22F3.2,WBGene00020695,Other name for WBGene00020695(T22F3.2). History: N.A.
CELE_T26C11.4,0.0002889964597933,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,CELE_T26C11.4,WBGene00020830,Other name for WBGene00020830(T26C11.4). History: N.A.
CELE_Y54E2A.4,0.0002889964597933,0.0003922337713277,0.0001622454774073,0.0001459747463688,CELE_Y54E2A.4,WBGene00013189,Other name for WBGene00013189(Y54E2A.4). History: N.A.
dap-3,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,0.0001459747463688,dap-3,WBGene00000933,Public name for WBGene00000933. History: Renamed on 2018-06-07
dct-16,0.0002889964597933,0.0005883506569915,0.0008923501257402,0.0006568863586599,dct-16,WBGene00012615,Public name for WBGene00012615. History: N.A.
dct-18,0.0002889964597933,0.0001961168856638,0.0003244909548146,7.29873731844391e-05,dct-18,WBGene00010266,Public name for WBGene00010266. History: N.A.
ddx-19,0.0002889964597933,0.0001307445904425,8.11227387036586e-05,0.0004379242391066,ddx-19,WBGene00011580,Public name for WBGene00011580. History: N.A.
dhs-24,0.0002889964597933,0.0005229783617702,0.0003244909548146,0.0002919494927377,dhs-24,WBGene00000987,Public name for WBGene00000987. History: N.A.
dhs-25,0.0002889964597933,0.0002614891808851,0.0003244909548146,0.0001459747463688,dhs-25,WBGene00000988,Public name for WBGene00000988. History: N.A.
dpf-5,0.0002889964597933,0.0003922337713277,0.0001622454774073,7.29873731844391e-05,dpf-5,WBGene00001058,Public name for WBGene00001058. History: N.A.
dyn-1,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,0.0002919494927377,dyn-1,WBGene00001130,Public name for WBGene00001130. History: N.A.
eif-3.D,0.0002889964597933,0.0005229783617702,0.0001622454774073,0.000510911612291,eif-3.D,WBGene00001227,Public name for WBGene00001227. History: N.A.
frs-2,0.0002889964597933,0.0005229783617702,0.0001622454774073,0.0004379242391066,frs-2,"WBGene00001498, WBGene00006786",Other name for WBGene00001498(fars-3). History: Renamed on 2010-01-29. Other name for WBGene00006786(unc-51). History: Renamed on 2008-02-29
gdi-1,0.0002889964597933,0.0004576060665489,0.0003244909548146,0.0002189621195533,gdi-1,WBGene00001558,Public name for WBGene00001558. History: N.A.
gtbp-1,0.0002889964597933,0.0003922337713277,0.0004867364322219,0.0002919494927377,gtbp-1,WBGene00010677,Public name for WBGene00010677. History: N.A.
hinf-1,0.0002889964597933,0.0001307445904425,8.11227387036586e-05,7.29873731844391e-05,hinf-1,WBGene00009553,Public name for WBGene00009553. History: N.A.
his-4,0.0002889964597933,0.0007190952474341,8.11227387036586e-05,0.0001459747463688,his-4,WBGene00001878,Public name for WBGene00001878. History: N.A.
hum-1,0.0002889964597933,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,hum-1,WBGene00002035,Public name for WBGene00002035. History: N.A.
K12D12.1,0.0002889964597933,0.0004576060665489,8.11227387036586e-05,0.0002919494927377,K12D12.1,WBGene00010785,Sequence name for WBGene00010785(top-2). History: Renamed on 2015-07-16
K12H4.7,0.0002889964597933,0.0002614891808851,0.0002433682161109,0.0002189621195533,K12H4.7,WBGene00019682,Public name for WBGene00019682. History: N.A.
let-355,0.0002889964597933,0.0001961168856638,8.11227387036586e-05,7.29873731844391e-05,let-355,WBGene00020263,Public name for WBGene00020263. History: N.A.
mcm-6,0.0002889964597933,0.0007190952474341,0.0001622454774073,0.0015327348368732,mcm-6,WBGene00003158,Public name for WBGene00003158. History: N.A.
mdh-1,0.0002889964597933,0.0002614891808851,0.0004056136935182,0.0001459747463688,mdh-1,WBGene00018491,Public name for WBGene00018491. History: N.A.. Other name for WBGene00003162(mdh-2). History: Renamed on 2010-08-18
mrps-9,0.0002889964597933,0.0002614891808851,0.0001622454774073,0.0001459747463688,mrps-9,WBGene00017319,Public name for WBGene00017319. History: N.A.
nfx-1,0.0002889964597933,0.0003268614761064,8.11227387036586e-05,7.29873731844391e-05,nfx-1,WBGene00007048,Public name for WBGene00007048. History: Renamed on 2011-09-23. Other name for WBGene00003834(nxf-1). History: N.A.
nmy-2,0.0002889964597933,6.53722952212852e-05,0.0177658797761012,0.0102912196190059,nmy-2,WBGene00003777,Public name for WBGene00003777. History: N.A.
nuo-5,0.0002889964597933,0.0003922337713277,0.0002433682161109,0.0003649368659221,nuo-5,WBGene00021562,Public name for WBGene00021562. History: Renamed on 2008-02-26
paa-1,0.0002889964597933,0.0003922337713277,0.0001622454774073,0.0005838989854755,paa-1,WBGene00003901,Public name for WBGene00003901. History: N.A.
pdhb-1,0.0002889964597933,0.0003922337713277,0.0002433682161109,7.29873731844391e-05,pdhb-1,WBGene00015413,Public name for WBGene00015413. History: N.A.
pes-9,0.0002889964597933,0.0004576060665489,0.0005678591709256,0.0002919494927377,pes-9,WBGene00003982,Public name for WBGene00003982. History: N.A.
pgk-1,0.0002889964597933,0.0006537229522128,0.0008112273870365,0.0002189621195533,pgk-1,WBGene00020185,Public name for WBGene00020185. History: N.A.
pgl-3,0.0002889964597933,0.0005229783617702,0.0004056136935182,0.0008758484782132,pgl-3,WBGene00003994,Public name for WBGene00003994. History: Renamed on 2005-10-06
pmt-1,0.0002889964597933,0.0005229783617702,0.0005678591709256,0.000510911612291,pmt-1,WBGene00022781,Public name for WBGene00022781. History: N.A.
prdx-3,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,0.0002189621195533,prdx-3,WBGene00011110,Public name for WBGene00011110. History: N.A.
pud-2.1,0.0002889964597933,0.0001961168856638,0.0004056136935182,0.0002189621195533,pud-2.1,WBGene00017490,Public name for WBGene00017490. History: N.A.
puf-5,0.0002889964597933,0.0005229783617702,0.0002433682161109,0.000510911612291,puf-5,WBGene00004241,Public name for WBGene00004241. History: N.A.
rla-2,0.0002889964597933,0.0001961168856638,8.11227387036586e-05,0.0001459747463688,rla-2,WBGene00004410,Public name for WBGene00004410. History: N.A.
rnr-1,0.0002889964597933,0.0005883506569915,0.0005678591709256,0.000510911612291,rnr-1,WBGene00004391,Public name for WBGene00004391. History: N.A.
rpl-12,0.0002889964597933,0.0005229783617702,0.0003244909548146,0.000510911612291,rpl-12,WBGene00004424,Public name for WBGene00004424. History: N.A.
rpn-2,0.0002889964597933,0.0007190952474341,0.0003244909548146,0.0010218232245821,rpn-2,WBGene00004459,Public name for WBGene00004459. History: N.A.
rps-12,0.0002889964597933,0.0002614891808851,8.11227387036586e-05,0.0001459747463688,rps-12,WBGene00004481,Public name for WBGene00004481. History: N.A.
rps-20,0.0002889964597933,6.53722952212852e-05,0.0002433682161109,7.29873731844391e-05,rps-20,WBGene00004489,Public name for WBGene00004489. History: N.A.
rsp-8,0.0002889964597933,0.0001307445904425,8.11227387036586e-05,7.29873731844391e-05,rsp-8,WBGene00004705,Public name for WBGene00004705. History: N.A.
sdha-1,0.0002889964597933,0.0003922337713277,0.0001622454774073,0.0004379242391066,sdha-1,WBGene00015391,Public name for WBGene00015391. History: N.A.
sec-24.2,0.0002889964597933,0.0001961168856638,8.11227387036586e-05,0.0002189621195533,sec-24.2,WBGene00004756,Public name for WBGene00004756. History: N.A.
spr-4,0.0002889964597933,0.0006537229522128,8.11227387036586e-05,7.29873731844391e-05,spr-4,WBGene00005009,Public name for WBGene00005009. History: N.A.
T05H10.6,0.0002889964597933,0.0002614891808851,0.0003244909548146,0.0002919494927377,T05H10.6,WBGene00011510,Sequence name for WBGene00011510(pdha-1). History: N.A.
tag-18,0.0002889964597933,0.0001961168856638,0.0001622454774073,0.0002919494927377,tag-18,WBGene00006408,Public name for WBGene00006408. History: N.A.
tank-1,0.0002889964597933,0.0015035627900895,8.11227387036586e-05,7.29873731844391e-05,tank-1,WBGene00004053,Public name for WBGene00004053. History: Renamed on 2014-11-18
tbb-1,0.0002889964597933,0.0001307445904425,0.0002433682161109,0.0004379242391066,tbb-1,WBGene00006536,Public name for WBGene00006536. History: N.A.
teg-4,0.0002889964597933,0.0001961168856638,8.11227387036586e-05,7.29873731844391e-05,teg-4,WBGene00019323,Public name for WBGene00019323. History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
tiar-2,0.0002889964597933,0.0003922337713277,8.11227387036586e-05,7.29873731844391e-05,tiar-2,WBGene00012904,Public name for WBGene00012904. History: N.A.
tpi-1,0.0002889964597933,0.0003922337713277,0.0003244909548146,0.0001459747463688,tpi-1,WBGene00006601,Public name for WBGene00006601. History: N.A.
trap-1,0.0002889964597933,0.0003922337713277,0.0003244909548146,0.000510911612291,trap-1,WBGene00022122,Public name for WBGene00022122. History: N.A.
unc-15,0.0002889964597933,6.53722952212852e-05,0.0037316459803683,0.0030654696737464,unc-15,WBGene00006754,Public name for WBGene00006754. History: N.A.
vha-8,0.0002889964597933,0.0003268614761064,0.0004056136935182,0.0001459747463688,vha-8,WBGene00006917,Public name for WBGene00006917. History: N.A.
Y48A6B.3,0.0002889964597933,0.0003268614761064,0.0001622454774073,7.29873731844391e-05,Y48A6B.3,WBGene00012964,Public name for WBGene00012964. History: N.A.
abcf-1,0.000216747344845,0.0001307445904425,0.0002433682161109,0.0001459747463688,abcf-1,WBGene00006512,Public name for WBGene00006512. History: N.A.
abcf-2,0.000216747344845,0.0003922337713277,0.0001622454774073,0.0002919494927377,abcf-2,WBGene00012097,Public name for WBGene00012097. History: N.A.
acdh-12,0.000216747344845,6.53722952212852e-05,0.0001622454774073,0.0002189621195533,acdh-12,WBGene00017125,Public name for WBGene00017125. History: N.A.
alg-1,0.000216747344845,0.0003922337713277,8.11227387036586e-05,7.29873731844391e-05,alg-1,WBGene00000105,Public name for WBGene00000105. History: N.A.
algn-2,0.000216747344845,0.0002614891808851,8.11227387036586e-05,0.0002919494927377,algn-2,WBGene00017282,Public name for WBGene00017282. History: N.A.
alh-12,0.000216747344845,0.0003922337713277,0.0005678591709256,7.29873731844391e-05,alh-12,WBGene00000118,Public name for WBGene00000118. History: N.A.
anc-1,0.000216747344845,0.0002614891808851,0.0003244909548146,0.0005838989854755,anc-1,WBGene00000140,Public name for WBGene00000140. History: N.A.
app-1,0.000216747344845,0.0001961168856638,0.0004056136935182,7.29873731844391e-05,app-1,WBGene00000155,Public name for WBGene00000155. History: N.A.
bcat-1,0.000216747344845,0.0002614891808851,8.11227387036586e-05,0.0001459747463688,bcat-1,WBGene00001149,Public name for WBGene00001149. History: N.A.
C01B10.8,0.000216747344845,0.0003268614761064,8.11227387036586e-05,0.0005838989854755,C01B10.8,WBGene00015282,Public name for WBGene00015282. History: N.A.
C06A5.3,0.000216747344845,0.0001307445904425,8.11227387036586e-05,7.29873731844391e-05,C06A5.3,WBGene00015501,Public name for WBGene00015501. History: N.A.
C06E1.9,0.000216747344845,0.0003268614761064,8.11227387036586e-05,0.0001459747463688,C06E1.9,WBGene00015524,Public name for WBGene00015524. History: N.A.
C13B9.3,0.000216747344845,0.0003268614761064,0.0002433682161109,0.0004379242391066,C13B9.3,WBGene00015734,Sequence name for WBGene00015734(copd-1). History: N.A.
C16A3.5,0.000216747344845,0.0003268614761064,8.11227387036586e-05,0.0002919494927377,C16A3.5,WBGene00015810,Public name for WBGene00015810. History: N.A.
C24H12.4,0.000216747344845,0.0003922337713277,8.11227387036586e-05,7.29873731844391e-05,C24H12.4,WBGene00016073,Public name for WBGene00016073. History: N.A.
C24H12.4,0.000216747344845,0.0006537229522128,8.11227387036586e-05,7.29873731844391e-05,C24H12.4,WBGene00016073,Public name for WBGene00016073. History: N.A.
C32F10.8,0.000216747344845,0.0001961168856638,0.0001622454774073,7.29873731844391e-05,C32F10.8,WBGene00016333,Public name for WBGene00016333. History: N.A.
C34E10.10,0.000216747344845,0.0002614891808851,8.11227387036586e-05,7.29873731844391e-05,C34E10.10,WBGene00016411,"Public name for WBGene00016411. History: Split into C34E10.12(WBGene00303005). History of WBGene00016411: Split into ""WBGene00303005"" on 2018-03-06"
C37H5.5,0.000216747344845,0.0005229783617702,8.11227387036586e-05,7.29873731844391e-05,C37H5.5,WBGene00016508,Public name for WBGene00016508. History: N.A.
C38D4.4,0.000216747344845,0.0001961168856638,8.11227387036586e-05,7.29873731844391e-05,C38D4.4,WBGene00008005,Sequence name for WBGene00008005(mip-1). History: Renamed on 2021-12-09
CELE_F07H5.10,0.000216747344845,0.0004576060665489,0.0001622454774073,7.29873731844391e-05,CELE_F07H5.10,WBGene00008561,Other name for WBGene00008561(F07H5.10). History: N.A.
CELE_F23C8.5,0.000216747344845,0.0002614891808851,0.0002433682161109,0.0002919494927377,CELE_F23C8.5,WBGene00017734,Other name for WBGene00017734(F23C8.5). History: N.A.
CELE_F37C4.6,0.000216747344845,0.0001961168856638,8.11227387036586e-05,0.0002189621195533,CELE_F37C4.6,WBGene00018146,Other name for WBGene00018146(F37C4.6). History: N.A.
CELE_F40F8.11,0.000216747344845,0.0001961168856638,8.11227387036586e-05,7.29873731844391e-05,CELE_F40F8.11,WBGene00044916,Other name for WBGene00044916(F40F8.11). History: N.A.
CELE_F43H9.3,0.000216747344845,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,CELE_F43H9.3,WBGene00018399,Other name for WBGene00018399(F43H9.3). History: N.A.
CELE_F49H12.5,0.000216747344845,0.0001961168856638,0.0002433682161109,0.0004379242391066,CELE_F49H12.5,WBGene00018656,Other name for WBGene00018656(txdc-12.2). History: N.A.
CELE_F58B4.5,0.000216747344845,0.0001961168856638,0.0001622454774073,0.0004379242391066,CELE_F58B4.5,WBGene00010238,Other name for WBGene00010238(F58B4.5). History: N.A.
CELE_R05D11.4,0.000216747344845,0.0003268614761064,8.11227387036586e-05,7.29873731844391e-05,CELE_R05D11.4,WBGene00011032,Other name for WBGene00011032(ddx-52). History: N.A.
CELE_R151.2,0.000216747344845,0.0002614891808851,0.0002433682161109,0.0002189621195533,CELE_R151.2,WBGene00020107,Other name for WBGene00020107(R151.2). History: N.A.
CELE_T02H6.11,0.000216747344845,0.0001961168856638,0.0001622454774073,0.0002919494927377,CELE_T02H6.11,WBGene00020181,Other name for WBGene00020181(T02H6.11). History: Renamed on 2005-03-17
CELE_W03F9.10,0.000216747344845,0.0003268614761064,8.11227387036586e-05,7.29873731844391e-05,CELE_W03F9.10,WBGene00021004,Other name for WBGene00021004(sftb-2). History: N.A.
CELE_W05F2.6,0.000216747344845,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,CELE_W05F2.6,WBGene00021038,Other name for WBGene00021038(W05F2.6). History: N.A.
CELE_W09C5.1,0.000216747344845,0.0004576060665489,8.11227387036586e-05,7.29873731844391e-05,CELE_W09C5.1,WBGene00012351,Other name for WBGene00012351(W09C5.1). History: N.A.
CELE_Y23H5A.3,0.000216747344845,0.0002614891808851,8.11227387036586e-05,0.0001459747463688,CELE_Y23H5A.3,WBGene00021270,Other name for WBGene00021270(pid-3). History: Renamed on 2019-11-21
CELE_Y34D9A.7,0.000216747344845,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,CELE_Y34D9A.7,WBGene00021332,Other name for WBGene00021332(Y34D9A.7). History: N.A.
CELE_Y47G6A.22,0.000216747344845,0.0001961168856638,0.0001622454774073,7.29873731844391e-05,CELE_Y47G6A.22,WBGene00021647,Other name for WBGene00021647(Y47G6A.22). History: N.A.
CELE_Y48C3A.14,0.000216747344845,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,CELE_Y48C3A.14,WBGene00012995,Other name for WBGene00012995(Y48C3A.14). History: N.A.
CELE_Y51H1A.3,0.000216747344845,0.0001307445904425,8.11227387036586e-05,7.29873731844391e-05,CELE_Y51H1A.3,WBGene00013094,Other name for WBGene00013094(Y51H1A.3). History: N.A.
CELE_ZC247.1,0.000216747344845,0.0003922337713277,0.0001622454774073,7.29873731844391e-05,CELE_ZC247.1,WBGene00013859,Other name for WBGene00013859(ZC247.1). History: N.A.
cgr-1,0.000216747344845,0.0003268614761064,0.0001622454774073,0.0003649368659221,cgr-1,WBGene00020847,Public name for WBGene00020847. History: Renamed on 2005-10-06
cope-1,0.000216747344845,0.0001307445904425,8.11227387036586e-05,0.0002919494927377,cope-1,WBGene00009732,Public name for WBGene00009732. History: N.A.
cul-3,0.000216747344845,0.0001961168856638,8.11227387036586e-05,0.0002189621195533,cul-3,WBGene00000838,Public name for WBGene00000838. History: N.A.
cyc-1,0.000216747344845,0.0005229783617702,0.0004056136935182,0.0003649368659221,cyc-1,WBGene00000869,Public name for WBGene00000869. History: N.A.
ddx-27,0.000216747344845,0.0004576060665489,8.11227387036586e-05,0.0002189621195533,ddx-27,WBGene00022148,Public name for WBGene00022148. History: Renamed on 2015-02-09
dli-1,0.000216747344845,0.0003268614761064,0.0002433682161109,0.0005838989854755,dli-1,WBGene00001007,Public name for WBGene00001007. History: N.A.
dnj-12,0.000216747344845,0.0001961168856638,0.0002433682161109,0.0003649368659221,dnj-12,WBGene00001030,Public name for WBGene00001030. History: N.A.
dnj-23,0.000216747344845,0.0009805844283192,8.11227387036586e-05,7.29873731844391e-05,dnj-23,WBGene00001041,Public name for WBGene00001041. History: N.A.
dpy-11,0.000216747344845,0.0001307445904425,8.11227387036586e-05,7.29873731844391e-05,dpy-11,WBGene00001073,Public name for WBGene00001073. History: N.A.
dss-1,0.000216747344845,0.0001961168856638,8.11227387036586e-05,0.0004379242391066,dss-1,WBGene00022492,Public name for WBGene00022492. History: N.A.
dyci-1,0.000216747344845,0.0003268614761064,8.11227387036586e-05,0.0004379242391066,dyci-1,WBGene00015927,Public name for WBGene00015927. History: N.A.
E04D5.1,0.000216747344845,6.53722952212852e-05,0.0002433682161109,7.29873731844391e-05,E04D5.1,WBGene00008480,Sequence name for WBGene00008480(eif-2A). History: N.A.
egl-4,0.000216747344845,0.0003922337713277,8.11227387036586e-05,0.0003649368659221,egl-4,WBGene00001173,Public name for WBGene00001173. History: Renamed on 2005-11-22; Renamed on 2010-12-07; Renamed on 2011-07-12; Renamed on 2012-06-20
eif-6,0.000216747344845,0.0001961168856638,8.11227387036586e-05,0.0002919494927377,eif-6,WBGene00001234,Public name for WBGene00001234. History: N.A.
ekl-6,0.000216747344845,0.0001961168856638,0.0001622454774073,0.0003649368659221,ekl-6,WBGene00011806,"Public name for WBGene00011806. History: Split into T16G12.12(WBGene00269433). History of WBGene00011806: Split into ""WBGene00269433"" on 2016-04-19"
erfa-1,0.000216747344845,0.0005883506569915,8.11227387036586e-05,0.0008028611050288,erfa-1,WBGene00020269,Public name for WBGene00020269. History: Renamed on 2013-11-11
etr-1,0.000216747344845,6.53722952212852e-05,0.0002433682161109,7.29873731844391e-05,etr-1,WBGene00001340,Public name for WBGene00001340. History: N.A.
F41C3.5,0.000216747344845,0.0003268614761064,0.0003244909548146,7.29873731844391e-05,F41C3.5,WBGene00018271,Sequence name for WBGene00018271(ctsa-1.1). History: N.A.
F44E2.8,0.000216747344845,0.0001961168856638,0.0001622454774073,0.0001459747463688,F44E2.8,WBGene00018421,Public name for WBGene00018421. History: N.A.
fard-1,0.000216747344845,0.0003922337713277,0.0003244909548146,0.0001459747463688,fard-1,WBGene00022200,Public name for WBGene00022200. History: N.A.
glh-4,0.000216747344845,0.0001307445904425,8.11227387036586e-05,0.0002919494927377,glh-4,WBGene00001601,Public name for WBGene00001601. History: N.A.
gna-2,0.000216747344845,0.0004576060665489,8.11227387036586e-05,0.0003649368659221,gna-2,WBGene00001647,Public name for WBGene00001647. History: N.A.
gpi-1,0.000216747344845,0.0002614891808851,0.0003244909548146,0.0002189621195533,gpi-1,WBGene00013597,Public name for WBGene00013597. History: N.A.
gsr-1,0.000216747344845,0.0003268614761064,0.0002433682161109,7.29873731844391e-05,gsr-1,WBGene00008117,Public name for WBGene00008117. History: N.A.
gst-36,0.000216747344845,0.0003268614761064,0.0002433682161109,0.0004379242391066,gst-36,WBGene00001784,Public name for WBGene00001784. History: N.A.
hpo-19,0.000216747344845,0.0001307445904425,8.11227387036586e-05,0.0001459747463688,hpo-19,WBGene00020268,Public name for WBGene00020268. History: N.A.
hrs-1,0.000216747344845,0.0006537229522128,0.0004056136935182,0.0003649368659221,hrs-1,WBGene00002001,Other name for WBGene00002001(hars-1). History: Renamed on 2010-01-29
ifg-1,0.000216747344845,0.0003268614761064,0.0001622454774073,0.0001459747463688,ifg-1,WBGene00002066,Public name for WBGene00002066. History: N.A.
ipgm-1,0.000216747344845,0.0002614891808851,0.0004056136935182,0.0002919494927377,ipgm-1,WBGene00019001,Public name for WBGene00019001. History: N.A.
isp-1,0.000216747344845,0.0001961168856638,8.11227387036586e-05,0.0003649368659221,isp-1,WBGene00002162,Public name for WBGene00002162. History: N.A.
lbp-9,0.000216747344845,0.0002614891808851,0.0004867364322219,0.0002919494927377,lbp-9,WBGene00021486,Public name for WBGene00021486. History: N.A.
let-767,0.000216747344845,0.0001961168856638,0.0002433682161109,0.0002919494927377,let-767,WBGene00002891,Public name for WBGene00002891. History: N.A.
lsm-3,0.000216747344845,0.0001961168856638,0.0002433682161109,7.29873731844391e-05,lsm-3,WBGene00003077,Public name for WBGene00003077. History: N.A.
lys-8,0.000216747344845,0.0002614891808851,0.0003244909548146,7.29873731844391e-05,lys-8,WBGene00003097,Public name for WBGene00003097. History: N.A.
