# Supplemental Table S2 - Genes targeted by 26G-RNAs in the alg-3; alg-4 double mutant worms
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Reads - norm = reads per million, excluding reads considered to be degradation products
Gene ID,Cosmid Name,Antisense Reads,Reads - norm,Input,Suggested Match,History
lmn-1,DY3.2,2.0,0.883402761,lmn-1,WBGene00003052,Public name for WBGene00003052. History: N.A.
K02D7.1,K02D7.1,2.0,0.883402761,K02D7.1,WBGene00019298,Sequence name for WBGene00019298(pnp-1). History: N.A.
fbxa-223,ZC513.10,2.0,0.883402761,fbxa-223,WBGene00022630,Public name for WBGene00022630. History: N.A.
C48B6.10,C48B6.10,2.0,0.883402761,C48B6.10,WBGene00016746,Public name for WBGene00016746. History: N.A.
dnj-29,Y63D3A.6,2.0,0.883402761,dnj-29,WBGene00001047,Public name for WBGene00001047. History: N.A.
F36A2.14,F36A2.14,2.0,0.883402761,F36A2.14,WBGene00023490,Public name for WBGene00023490. History: N.A.
C43F9.6,C43F9.6,2.0,0.883402761,C43F9.6,WBGene00008074,Sequence name for WBGene00008074(nkb-2). History: N.A.
Y47D3A.13,Y47D3A.13,2.0,0.883402761,Y47D3A.13,WBGene00012926,Public name for WBGene00012926. History: N.A.
C36A4.11,C36A4.11,2.0,0.883402761,C36A4.11,WBGene00044167,Public name for WBGene00044167. History: N.A.
R11E3.1,R11E3.1,2.0,0.883402761,R11E3.1,WBGene00020003,Public name for WBGene00020003. History: N.A.
kin-31,B0523.1,2.0,0.883402761,kin-31,WBGene00002212,Public name for WBGene00002212. History: N.A.
rps-29,B0412.4,2.0,0.883402761,rps-29,WBGene00004498,Public name for WBGene00004498. History: N.A.
vha-13,Y49A3A.2,2.0,0.883402761,vha-13,WBGene00013025,Public name for WBGene00013025. History: Renamed on 2005-03-17
F32B5.1,F32B5.1,2.0,0.883402761,F32B5.1,WBGene00017975,Public name for WBGene00017975. History: N.A.
ZK354.7,ZK354.7,2.0,0.883402761,ZK354.7,WBGene00022708,Public name for WBGene00022708. History: N.A.
ath-1,K04G2.5,2.0,0.883402761,ath-1,WBGene00010564,Public name for WBGene00010564. History: N.A.
lsm-4,F32A5.7,2.0,0.883402761,lsm-4,WBGene00003078,Public name for WBGene00003078. History: N.A.
C24D10.1,C24D10.1,2.0,0.883402761,C24D10.1,WBGene00016053,Sequence name for WBGene00016053(ptp-5.1). History: N.A.
T19A6.1,T19A6.1,2.0,0.883402761,T19A6.1,WBGene00011827,Public name for WBGene00011827. History: N.A.
F55D12.6,F55D12.6,2.0,0.883402761,F55D12.6,WBGene00010114,Public name for WBGene00010114. History: N.A.
F34D10.4,F34D10.4,2.0,0.883402761,F34D10.4,WBGene00009374,Public name for WBGene00009374. History: N.A.
ssq-1,K07F5.11,2.0,0.883402761,ssq-1,WBGene00006050,Public name for WBGene00006050. History: N.A.
F26E4.6,F26E4.6,2.0,0.883402761,F26E4.6,WBGene00009161,Sequence name for WBGene00009161(cox-7C). History: N.A.
W09C3.8,W09C3.8,2.0,0.883402761,W09C3.8,WBGene00021115,Public name for WBGene00021115. History: N.A.
Y18H1A.11,Y18H1A.11,2.0,0.883402761,Y18H1A.11,WBGene00021215,Public name for WBGene00021215. History: N.A.
C30H6.8,C30H6.8,2.0,0.883402761,C30H6.8,WBGene00007825,Public name for WBGene00007825. History: N.A.
C25D7.10,C25D7.10,2.0,0.883402761,C25D7.10,WBGene00007720,Public name for WBGene00007720. History: N.A.
msp-50,C34F11.4,2.0,0.883402761,msp-50,WBGene00003443,Public name for WBGene00003443. History: N.A.
T01E8.6,T01E8.6,2.0,0.883402761,T01E8.6,WBGene00011334,Sequence name for WBGene00011334(mrps-14). History: N.A.
K01C8.7,K01C8.7,2.0,0.883402761,K01C8.7,WBGene00010459,Sequence name for WBGene00010459(slc-25A32). History: N.A.
rsp-6,C33H5.12,2.0,0.883402761,rsp-6,WBGene00004703,Public name for WBGene00004703. History: N.A.
LLC1.3,LLC1.3,2.0,0.883402761,LLC1.3,WBGene00010794,Sequence name for WBGene00010794(dld-1). History: N.A.
Y47H9B.2,Y47H9B.2,2.0,0.883402761,Y47H9B.2,WBGene00012946,Public name for WBGene00012946. History: N.A.
rps-13,C16A3.9,2.0,0.883402761,rps-13,WBGene00004482,Public name for WBGene00004482. History: N.A.
B0250.8,B0250.8,2.0,0.883402761,B0250.8,WBGene00007125,Public name for WBGene00007125. History: N.A.
tag-316,T01B11.4,2.0,0.883402761,tag-316,WBGene00020140,Other name for WBGene00020140(ant-1.4). History: Renamed on 2008-06-04; Renamed on 2008-11-21; Renamed on 2014-03-03
vha-1,R10E11.8,2.0,0.883402761,vha-1,WBGene00006910,Public name for WBGene00006910. History: Renamed on 2005-11-29; Renamed on 2006-01-12
F56A8.3,F56A8.3,2.0,0.883402761,F56A8.3,WBGene00010139,Public name for WBGene00010139. History: N.A.
Y38C1AA.7,Y38C1AA.7,2.0,0.883402761,Y38C1AA.7,WBGene00021398,Public name for WBGene00021398. History: N.A.
vha-2,R10E11.2,2.0,0.883402761,vha-2,WBGene00006911,Public name for WBGene00006911. History: N.A.
pbs-1,K08D12.1,2.0,0.883402761,pbs-1,WBGene00003947,Public name for WBGene00003947. History: N.A.
ZK1307.4,ZK1307.4,2.0,0.883402761,ZK1307.4,WBGene00014247,Public name for WBGene00014247. History: N.A.
K06B9.6,K06B9.6,2.0,0.883402761,K06B9.6,WBGene00044478,Public name for WBGene00044478. History: N.A.
K04C2.8,K04C2.8,2.0,0.883402761,K04C2.8,WBGene00044312,Public name for WBGene00044312. History: N.A.
Y37E3.4,Y37E3.4,2.0,0.883402761,Y37E3.4,WBGene00021348,Sequence name for WBGene00021348(moag-4). History: N.A.
F32H2.7,F32H2.7,2.0,0.883402761,F32H2.7,WBGene00009344,Public name for WBGene00009344. History: N.A.
C50F4.14,C50F4.14,2.0,0.883402761,C50F4.14,WBGene00008237,Sequence name for WBGene00008237(nstp-10). History: N.A.
AH6.3,AH6.3,2.0,0.883402761,AH6.3,WBGene00007081,Public name for WBGene00007081. History: N.A.
stam-1,C34G6.7,2.0,0.883402761,stam-1,WBGene00004109,Public name for WBGene00004109. History: N.A.
cco-2,Y37D8A.14,2.0,0.883402761,cco-2,WBGene00012553,Other name for WBGene00012553(cox-5A). History: Renamed on 2017-09-05
nhr-229,Y116A8C.18,2.0,0.883402761,nhr-229,WBGene00013795,Public name for WBGene00013795. History: N.A.
ned-8,F45H11.2,2.0,0.883402761,ned-8,WBGene00003587,Public name for WBGene00003587. History: N.A.
rpn-9,T06D8.8,2.0,0.883402761,rpn-9,WBGene00004465,Public name for WBGene00004465. History: N.A.
C34C12.4,C34C12.4,2.0,0.883402761,C34C12.4,WBGene00007923,Public name for WBGene00007923. History: N.A.
ZK354.8,ZK354.8,2.0,0.883402761,ZK354.8,WBGene00022709,Public name for WBGene00022709. History: N.A.
W07G4.4,W07G4.4,2.0,0.883402761,W07G4.4,WBGene00002250,"Sequence name for WBGene00002250(lap-2). History: N.A.. Public name for Dead gene WBGene00012338. History of WBGene00012338: Merged into ""WBGene00002250"" on 2011-06-16"
ZK616.6,ZK616.6,2.0,0.883402761,ZK616.6,WBGene00022776,Sequence name for WBGene00022776(perm-3). History: Renamed on 2012-12-11
sel-10,F55B12.3,2.0,0.883402761,sel-10,WBGene00004767,Public name for WBGene00004767. History: N.A.
T05A7.6,T05A7.6,2.0,0.883402761,T05A7.6,WBGene00020223,Public name for WBGene00020223. History: N.A.
rfc-4,F31E3.3,2.0,0.883402761,rfc-4,WBGene00004340,Public name for WBGene00004340. History: N.A.
C33F10.8,C33F10.8,2.0,0.883402761,C33F10.8,WBGene00016356,Public name for WBGene00016356. History: N.A.
pas-4,C36B1.4,2.0,0.883402761,pas-4,WBGene00003925,Public name for WBGene00003925. History: N.A.
C04G2.10,C04G2.10,2.0,0.883402761,C04G2.10,WBGene00007309,Public name for WBGene00007309. History: N.A.
T26A5.2,T26A5.2,2.0,0.883402761,T26A5.2,WBGene00020819,Public name for WBGene00020819. History: N.A.
F07A11.2,F07A11.2,2.0,0.883402761,F07A11.2,WBGene00008546,Sequence name for WBGene00008546(gfat-1). History: N.A.
W02D9.2,W02D9.2,2.0,0.883402761,W02D9.2,WBGene00012208,Public name for WBGene00012208. History: N.A.
nhr-23,C01H6.5,2.0,0.883402761,nhr-23,WBGene00003622,Public name for WBGene00003622. History: Renamed on 2015-03-05
K08E3.4,K08E3.4,2.0,0.883402761,K08E3.4,WBGene00010664,Sequence name for WBGene00010664(dbn-1). History: N.A.
F54D5.11,F54D5.11,2.0,0.883402761,F54D5.11,WBGene00010054,Sequence name for WBGene00010054(gtf-2E2). History: N.A.
fbxa-46,F52D2.8,2.0,0.883402761,fbxa-46,WBGene00018690,Public name for WBGene00018690. History: N.A.
T09A5.11,T09A5.11,2.0,0.883402761,T09A5.11,WBGene00011638,Sequence name for WBGene00011638(ostb-1). History: N.A.
cyn-2,ZK520.5,2.0,0.883402761,cyn-2,WBGene00000878,Public name for WBGene00000878. History: N.A.
C25D7.16,C25D7.16,2.0,0.883402761,C25D7.16,WBGene00050940,Public name for WBGene00050940. History: N.A.
C47E8.11,C47E8.11,2.0,0.883402761,C47E8.11,WBGene00044180,Public name for WBGene00044180. History: N.A.
C04G2.9,C04G2.9,2.0,0.883402761,C04G2.9,WBGene00007308,Sequence name for WBGene00007308(nsph-3.2). History: N.A.
Y71F9AL.2,Y71F9AL.2,2.0,0.883402761,Y71F9AL.2,WBGene00022108,Public name for WBGene00022108. History: N.A.
pbs-5,K05C4.1,2.0,0.883402761,pbs-5,WBGene00003951,Public name for WBGene00003951. History: N.A.
F35G12.5,F35G12.5,2.0,0.883402761,F35G12.5,WBGene00009442,Public name for WBGene00009442. History: N.A.
R105.1,R105.1,2.0,0.883402761,R105.1,WBGene00020084,"Public name for WBGene00020084. History: Split into R105.4(WBGene00235119), R105.5(WBGene00235120). History of WBGene00020084: Split into ""WBGene00235119"" on 2013-02-28; Split into ""WBGene00235120"" on 2013-02-28"
eft-3,F31E3.5,2.0,0.883402761,eft-3,WBGene00001168,Other name for WBGene00001168(eef-1A.1). History: Renamed on 2005-09-08; Renamed on 2010-08-03
btb-2,T25D10.5,2.0,0.883402761,btb-2,WBGene00020802,Public name for WBGene00020802. History: N.A.
C14B9.10,C14B9.10,2.0,0.883402761,C14B9.10,WBGene00015755,Public name for WBGene00015755. History: N.A.
C01G8.6,C01G8.6,2.0,0.883402761,C01G8.6,WBGene00015313,Sequence name for WBGene00015313(hpo-32). History: N.A.
C05C12.1,C05C12.1,2.0,0.883402761,C05C12.1,WBGene00007335,Public name for WBGene00007335. History: N.A.
C25G4.6,C25G4.6,2.0,0.883402761,C25G4.6,WBGene00007733,Sequence name for WBGene00007733(smz-1). History: N.A.
H08M01.1,H08M01.1,2.0,0.883402761,H08M01.1,WBGene00010373,Public name for WBGene00010373. History: N.A.
T08B2.11,T08B2.11,2.0,0.883402761,T08B2.11,WBGene00020349,Public name for WBGene00020349. History: N.A.
C09D4.3,C09D4.3,2.0,0.883402761,C09D4.3,WBGene00015634,Public name for WBGene00015634. History: N.A.
C18E9.8,C18E9.8,2.0,0.883402761,C18E9.8,WBGene00007688,Public name for WBGene00007688. History: N.A.
fbxa-202,T28C12.3,2.0,0.883402761,fbxa-202,WBGene00020890,Public name for WBGene00020890. History: N.A.
F23B2.7,F23B2.7,2.0,0.883402761,F23B2.7,WBGene00009075,Public name for WBGene00009075. History: N.A.
atp-4,T05H4.12,2.0,0.883402761,atp-4,WBGene00020275,Public name for WBGene00020275. History: N.A.
Y105C5A.24,Y105C5A.24,2.0,0.883402761,Y105C5A.24,WBGene00013643,Public name for WBGene00013643. History: N.A.
cey-4,Y39A1C.3,2.0,0.883402761,cey-4,WBGene00000475,Public name for WBGene00000475. History: N.A.
C01B12.8,C01B12.8,2.0,0.883402761,C01B12.8,WBGene00015291,Public name for WBGene00015291. History: N.A.
msp-152,ZK546.6,2.0,0.883402761,msp-152,WBGene00003470,Public name for WBGene00003470. History: N.A.
F02C9.4,F02C9.4,2.0,0.883402761,F02C9.4,WBGene00017175,Sequence name for WBGene00017175(irld-3). History: N.A.
F36H2.4,F36H2.4,2.0,0.883402761,F36H2.4,WBGene00044247,Public name for WBGene00044247. History: N.A.
T10F2.4,T10F2.4,2.0,0.883402761,T10F2.4,WBGene00020423,Sequence name for WBGene00020423(prp-19). History: N.A.
smo-1,K12C11.2,2.0,0.883402761,smo-1,WBGene00004888,Public name for WBGene00004888. History: N.A.
R09B3.3,R09B3.3,2.0,0.883402761,R09B3.3,WBGene00011156,Sequence name for WBGene00011156(rbm-3.2). History: N.A.
F53B6.7,F53B6.7,2.0,0.883402761,F53B6.7,WBGene00009962,Public name for WBGene00009962. History: N.A.
C01G10.8,C01G10.8,2.0,0.883402761,C01G10.8,WBGene00007235,Sequence name for WBGene00007235(ahsa-1). History: N.A.
C56G2.1,C56G2.1,2.0,0.883402761,C56G2.1,WBGene00016977,Sequence name for WBGene00016977(akap-1). History: N.A.
M05D6.2,M05D6.2,2.0,0.883402761,M05D6.2,WBGene00010875,Public name for WBGene00010875. History: N.A.
Y57G11C.15,Y57G11C.15,2.0,0.883402761,Y57G11C.15,WBGene00013311,Sequence name for WBGene00013311(sec-61.A). History: Renamed on 2019-05-20
hel-1,C26D10.2,2.0,0.883402761,hel-1,WBGene00001840,Public name for WBGene00001840. History: N.A.
F23H11.3,F23H11.3,2.0,0.883402761,F23H11.3,WBGene00017759,Sequence name for WBGene00017759(sucl-2). History: N.A.
F43E2.1,F43E2.1,2.0,0.883402761,F43E2.1,WBGene00018390,Public name for WBGene00018390. History: N.A.
C49H3.6,C49H3.6,2.0,0.883402761,C49H3.6,WBGene00016792,Public name for WBGene00016792. History: N.A.
C25H3.7,C25H3.7,2.0,0.883402761,C25H3.7,WBGene00016116,Public name for WBGene00016116. History: N.A.
Y53C10A.10,Y53C10A.10,2.0,0.883402761,Y53C10A.10,WBGene00013138,"Public name for WBGene00013138. History: Split into Y53C10A.24(WBGene00305049). History of WBGene00013138: Split into ""WBGene00305049"" on 2019-10-21"
rab-1,C39F7.4,2.0,0.883402761,rab-1,WBGene00004266,Public name for WBGene00004266. History: N.A.
trap-3,Y38F2AR.2,2.0,0.883402761,trap-3,WBGene00021420,Public name for WBGene00021420. History: N.A.
F54C8.7,F54C8.7,2.0,0.883402761,F54C8.7,WBGene00010040,Public name for WBGene00010040. History: N.A.
gska-3,C36B1.10,2.0,0.883402761,gska-3,WBGene00007977,Other name for WBGene00007977(gskl-2). History: Renamed on 2021-12-09
C34D4.2,C34D4.2,2.0,0.883402761,C34D4.2,WBGene00016398,Public name for WBGene00016398. History: N.A.
F58A6.5,F58A6.5,2.0,0.883402761,F58A6.5,WBGene00019024,Public name for WBGene00019024. History: N.A.
tba-2,C47B2.3,2.0,0.883402761,tba-2,WBGene00006529,Public name for WBGene00006529. History: N.A.
gck-2,ZC404.9,2.0,0.883402761,gck-2,WBGene00022603,Public name for WBGene00022603. History: N.A.
lst-1,T22A3.3,2.0,0.883402761,lst-1,WBGene00003083,Public name for WBGene00003083. History: N.A.
cpn-1,F43G9.9,2.0,0.883402761,cpn-1,WBGene00000777,Public name for WBGene00000777. History: N.A.
clec-123,Y25C1A.1,2.0,0.883402761,clec-123,WBGene00021288,Public name for WBGene00021288. History: N.A.
C35D6.3,C35D6.3,2.0,0.883402761,C35D6.3,WBGene00007960,Public name for WBGene00007960. History: N.A.
C56G2.5,C56G2.5,2.0,0.883402761,C56G2.5,WBGene00016980,Public name for WBGene00016980. History: N.A.
M117.4,M117.4,2.0,0.883402761,M117.4,WBGene00010920,Public name for WBGene00010920. History: N.A.
T23E1.2,T23E1.2,2.0,0.883402761,T23E1.2,WBGene00020729,Public name for WBGene00020729. History: N.A.
Y43C5B.3,Y43C5B.3,2.0,0.883402761,Y43C5B.3,WBGene00012786,Public name for WBGene00012786. History: N.A.
R10E9.2,R10E9.2,2.0,0.883402761,R10E9.2,WBGene00011214,Public name for WBGene00011214. History: N.A.
F57B10.3,F57B10.3,2.0,0.883402761,F57B10.3,WBGene00019001,Sequence name for WBGene00019001(ipgm-1). History: N.A.
T14B4.3,T14B4.3,2.0,0.883402761,T14B4.3,WBGene00020500,Public name for WBGene00020500. History: N.A.
F15H10.7,F15H10.7,2.0,0.883402761,F15H10.7,WBGene00008874,Public name for WBGene00008874. History: N.A.
cco-1,F26E4.9,2.0,0.883402761,cco-1,WBGene00000371,Other name for WBGene00000371(cox-5B). History: Renamed on 2017-09-05
elo-8,Y47D3A.30,2.0,0.883402761,elo-8,WBGene00001246,"Public name for WBGene00001246. History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
K11H3.2,K11H3.2,2.0,0.883402761,K11H3.2,WBGene00010779,Public name for WBGene00010779. History: N.A.
K06A5.2,K06A5.2,2.0,0.883402761,K06A5.2,WBGene00019430,Public name for WBGene00019430. History: N.A.
R08C7.5,R08C7.5,2.0,0.883402761,R08C7.5,WBGene00019949,Public name for WBGene00019949. History: N.A.
snf-5,Y46G5A.30,2.0,0.883402761,snf-5,WBGene00004904,Public name for WBGene00004904. History: N.A.
R06C1.4,R06C1.4,2.0,0.883402761,R06C1.4,WBGene00011059,Public name for WBGene00011059. History: N.A.
snr-5,ZK652.1,2.0,0.883402761,snr-5,WBGene00004918,Public name for WBGene00004918. History: N.A.
ubc-7,F58A4.10,2.0,0.883402761,ubc-7,WBGene00006704,Public name for WBGene00006704. History: N.A.
Y37F4.1,Y37F4.1,2.0,0.883402761,Y37F4.1,WBGene00021382,Public name for WBGene00021382. History: N.A.
Y62F5A.10,Y62F5A.10,2.0,0.883402761,Y62F5A.10,WBGene00013388,Public name for WBGene00013388. History: N.A.
Y110A7A.21,Y110A7A.21,2.0,0.883402761,Y110A7A.21,WBGene00045212,Public name for WBGene00045212. History: N.A.
Y59E9AL.6,Y59E9AL.6,2.0,0.883402761,Y59E9AL.6,WBGene00021996,Sequence name for WBGene00021996(cylc-1). History: N.A.
F46E10.10,F46E10.10,2.0,0.883402761,F46E10.10,WBGene00018491,Sequence name for WBGene00018491(mdh-1). History: N.A.
C44B7.10,C44B7.10,2.0,0.883402761,C44B7.10,WBGene00016630,Sequence name for WBGene00016630(acer-1). History: N.A.
F26F4.2,F26F4.2,2.0,0.883402761,F26F4.2,WBGene00005012,Public name for WBGene00005012. History: N.A.
Y39A3CL.4,Y39A3CL.4,2.0,0.883402761,Y39A3CL.4,WBGene00021442,Public name for WBGene00021442. History: N.A.
T27A3.4,T27A3.4,1.8333,0.809771141,T27A3.4,WBGene00020840,Sequence name for WBGene00020840(spch-3). History: N.A.
msp-36,C04G2.4,1.7,0.750892347,msp-36,WBGene00003432,Public name for WBGene00003432. History: N.A.
C35E7.10,C35E7.10,1.5,0.662552071,C35E7.10,WBGene00016462,Public name for WBGene00016462. History: N.A.
Y116F11A.1,Y116F11A.1,1.5,0.662552071,Y116F11A.1,WBGene00013816,Public name for WBGene00013816. History: N.A.
R13H9.6,R13H9.6,1.5,0.662552071,R13H9.6,WBGene00020072,Public name for WBGene00020072. History: N.A.
ZK616.8,ZK616.8,1.5,0.662552071,ZK616.8,WBGene00022778,"Public name for WBGene00022778. History: Split into ZK616.65(WBGene00235383). History of WBGene00022778: Split into ""WBGene00235383"" on 2013-10-17"
C17G10.3,C17G10.3,1.5,0.662552071,C17G10.3,WBGene00015917,Public name for WBGene00015917. History: N.A.
Y38H8A.3,Y38H8A.3,1.5,0.662552071,Y38H8A.3,WBGene00012637,Public name for WBGene00012637. History: N.A.
cmd-1,T21H3.3,1.5,0.662552071,cmd-1,WBGene00000552,Public name for WBGene00000552. History: N.A.
T01A4.3,T01A4.3,1.5,0.662552071,T01A4.3,WBGene00016561,"Public name for Dead gene WBGene00020133. History of WBGene00020133: Merged into ""WBGene00016561"" on 2009-05-07"
csp-3,Y47H9C.6,1.5,0.662552071,csp-3,WBGene00000821,Public name for WBGene00000821. History: N.A.
msp-38,K08F4.8,1.4333,0.633090589,msp-38,WBGene00003434,Public name for WBGene00003434. History: N.A.
F10E7.2,F10E7.2,1.3333,0.588920451,F10E7.2,WBGene00017344,Public name for WBGene00017344. History: N.A.
Y48G1BM.5,Y48G1BM.5,1.3333,0.588920451,Y48G1BM.5,WBGene00021671,"Public name for Dead gene WBGene00021670. History of WBGene00021670: Merged into ""WBGene00021671"" on 2009-01-09"
msp-59,ZK354.11,1.2667,0.559503139,msp-59,WBGene00003452,Public name for WBGene00003452. History: N.A.
msp-40,C33F10.9,1.1667,0.515333001,msp-40,WBGene00003435,Public name for WBGene00003435. History: N.A.
msp-57,R13H9.2,1.1667,0.515333001,msp-57,WBGene00003450,Public name for WBGene00003450. History: N.A.
F44D12.3,F44D12.3,1.1666,0.515288831,F44D12.3,WBGene00009680,Sequence name for WBGene00009680(msd-1). History: N.A.
F44D12.5,F44D12.5,1.1666,0.515288831,F44D12.5,WBGene00009682,Sequence name for WBGene00009682(msd-2). History: N.A.
msp-76,ZK1251.6,1.0334,0.456454207,msp-76,WBGene00003463,Public name for WBGene00003463. History: N.A.
R07B7.4,R07B7.4,1.0,0.441701381,R07B7.4,WBGene00011088,Sequence name for WBGene00011088(kmo-2). History: N.A.
ZK673.6,ZK673.6,1.0,0.441701381,ZK673.6,WBGene00014062,Public name for WBGene00014062. History: N.A.
sdc-3,C25D7.3,1.0,0.441701381,sdc-3,WBGene00004747,Public name for WBGene00004747. History: N.A.
H06H21.3,H06H21.3,1.0,0.441701381,H06H21.3,WBGene00019162,Sequence name for WBGene00019162(eif-1.A). History: N.A.
D1007.16,D1007.16,1.0,0.441701381,D1007.16,WBGene00017011,Sequence name for WBGene00017011(eaf-1). History: N.A.
K10C8.2,K10C8.2,1.0,0.441701381,K10C8.2,WBGene00010735,Sequence name for WBGene00010735(frpr-15). History: N.A.
spe-17,ZK617.3,1.0,0.441701381,spe-17,WBGene00004971,Public name for WBGene00004971. History: N.A.
F57B10.14,F57B10.14,1.0,0.441701381,F57B10.14,WBGene00019007,Sequence name for WBGene00019007(ucr-11). History: N.A.
rpn-12,ZK20.5,1.0,0.441701381,rpn-12,WBGene00004468,Public name for WBGene00004468. History: N.A.
K12H4.4,K12H4.4,1.0,0.441701381,K12H4.4,WBGene00019679,Sequence name for WBGene00019679(spcs-3). History: Renamed on 2005-03-17; Renamed on 2018-11-12
Y113G7B.16,Y113G7B.16,1.0,0.441701381,Y113G7B.16,WBGene00013765,Sequence name for WBGene00013765(cdkr-3). History: N.A.
ZC412.5,ZC412.5,1.0,0.441701381,ZC412.5,WBGene00013886,Public name for WBGene00013886. History: N.A.
F29B9.7,F29B9.7,1.0,0.441701381,F29B9.7,WBGene00017922,Public name for WBGene00017922. History: N.A.
C01G12.3,C01G12.3,1.0,0.441701381,C01G12.3,WBGene00007244,Public name for WBGene00007244. History: N.A.
T25B9.4,T25B9.4,1.0,0.441701381,T25B9.4,WBGene00012010,Public name for WBGene00012010. History: N.A.
T23B5.3,T23B5.3,1.0,0.441701381,T23B5.3,WBGene00011940,Public name for WBGene00011940. History: N.A.
cuc-1,ZK652.11,1.0,0.441701381,cuc-1,WBGene00000835,Public name for WBGene00000835. History: N.A.
C47G2.5,C47G2.5,1.0,0.441701381,C47G2.5,WBGene00008166,Sequence name for WBGene00008166(saps-1). History: N.A.
C34B2.10,C34B2.10,1.0,0.441701381,C34B2.10,WBGene00016395,Sequence name for WBGene00016395(spcs-1). History: Renamed on 2005-03-17
C35D10.2,C35D10.2,1.0,0.441701381,C35D10.2,WBGene00016440,Sequence name for WBGene00016440(gipc-1). History: N.A.
Y48G8AL.1,Y48G8AL.1,1.0,0.441701381,Y48G8AL.1,WBGene00021685,Sequence name for WBGene00021685(herc-1). History: N.A.
F20D6.6,F20D6.6,1.0,0.441701381,F20D6.6,WBGene00017636,Public name for WBGene00017636. History: N.A.
C29E4.14,C29E4.14,1.0,0.441701381,C29E4.14,WBGene00044634,Public name for WBGene00044634. History: N.A.
T16G1.9,T16G1.9,1.0,0.441701381,T16G1.9,WBGene00011802,Public name for WBGene00011802. History: N.A.
sfxn-1.4,C47D12.3,1.0,0.441701381,sfxn-1.4,WBGene00008137,Public name for WBGene00008137. History: N.A.
C17F3.1,C17F3.1,1.0,0.441701381,C17F3.1,WBGene00015907,Public name for WBGene00015907. History: N.A.
T23B3.5,T23B3.5,1.0,0.441701381,T23B3.5,WBGene00020713,Public name for WBGene00020713. History: N.A.
F01G10.1,F01G10.1,1.0,0.441701381,F01G10.1,WBGene00008506,Sequence name for WBGene00008506(tkt-1). History: N.A.
T14E8.1,T14E8.1,1.0,0.441701381,T14E8.1,WBGene00020504,Sequence name for WBGene00020504(svh-2). History: N.A.
C30A5.3,C30A5.3,1.0,0.441701381,C30A5.3,WBGene00016238,Sequence name for WBGene00016238(mob-4). History: N.A.
C33H5.18,C33H5.18,1.0,0.441701381,C33H5.18,WBGene00016384,Sequence name for WBGene00016384(cdgs-1). History: N.A.
syn-13,F36F2.4,1.0,0.441701381,syn-13,WBGene00009478,Other name for WBGene00009478(syx-7). History: Renamed on 2010-04-16
K06A1.2,K06A1.2,1.0,0.441701381,K06A1.2,WBGene00019425,Public name for WBGene00019425. History: N.A.
F55H12.5,F55H12.5,1.0,0.441701381,F55H12.5,WBGene00010136,Public name for WBGene00010136. History: N.A.
F18A12.1,F18A12.1,1.0,0.441701381,F18A12.1,WBGene00017550,Sequence name for WBGene00017550(nep-6). History: N.A.
Y46G5A.22,Y46G5A.22,1.0,0.441701381,Y46G5A.22,WBGene00012912,Public name for WBGene00012912. History: N.A.
F54H5.3,F54H5.3,1.0,0.441701381,F54H5.3,WBGene00018840,Public name for WBGene00018840. History: N.A.
R151.2,R151.2,1.0,0.441701381,R151.2,WBGene00020107,Public name for WBGene00020107. History: N.A.
pas-1,C15H11.7,1.0,0.441701381,pas-1,WBGene00003922,Public name for WBGene00003922. History: N.A.
R07E5.7,R07E5.7,1.0,0.441701381,R07E5.7,WBGene00011115,Public name for WBGene00011115. History: N.A.
cey-1,F33A8.3,1.0,0.441701381,cey-1,WBGene00000472,Public name for WBGene00000472. History: N.A.
T03F6.6,T03F6.6,1.0,0.441701381,T03F6.6,WBGene00011401,"Public name for WBGene00011401. History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
B0432.11,B0432.11,1.0,0.441701381,B0432.11,WBGene00015192,Public name for WBGene00015192. History: N.A.
elo-4,C40H1.4,1.0,0.441701381,elo-4,WBGene00001242,Public name for WBGene00001242. History: N.A.
eif-3.G,F22B5.2,1.0,0.441701381,eif-3.G,WBGene00001230,Public name for WBGene00001230. History: N.A.
F46F11.8,F46F11.8,1.0,0.441701381,F46F11.8,WBGene00018511,Public name for WBGene00018511. History: N.A.
abcf-2,T27E9.7,1.0,0.441701381,abcf-2,WBGene00012097,Public name for WBGene00012097. History: N.A.
K07H8.3,K07H8.3,1.0,0.441701381,K07H8.3,WBGene00000923,Sequence name for WBGene00000923(daf-31). History: N.A.
T20B12.3,T20B12.3,1.0,0.441701381,T20B12.3,WBGene00020601,Public name for WBGene00020601. History: N.A.
B0361.11,B0361.11,1.0,0.441701381,B0361.11,WBGene00015165,Public name for WBGene00015165. History: N.A.
acdh-8,K05F1.3,1.0,0.441701381,acdh-8,WBGene00019406,Public name for WBGene00019406. History: N.A.
hil-8,T05E8.2,1.0,0.441701381,hil-8,WBGene00001859,Public name for WBGene00001859. History: N.A.
F38H4.5,F38H4.5,1.0,0.441701381,F38H4.5,WBGene00009549,Public name for WBGene00009549. History: N.A.
