Gene_Name,SX1316_1,SX1316_2,SX1316_3,SX1636_1,SX1636_2,SX1636_3,SX1888_1,SX1888_2,SX1888_3,SX3249_1,SX3249_2,SX3249_3,wt_avg,mut16_avg,prg1_avg,deps1_avg,Input,Suggested Match,History
K02E2.11,0,0.090883055,0.092344648,-3.911751701,-3.210629115,-3.768993441,0.43963438,0.508776517,0.441957671,-0.574861209,-0.359170767,-0.947707098,0.088113899,-5.237643876,0.668625946,-0.90492521,K02E2.11,WBGene00185118,Public name for WBGene00185118. History: N.A.
F48F5.5,0,0.060334237,0.083154057,-0.376388208,-0.345780332,-0.384837526,-1.464761346,-1.205383185,-1.751544863,0.347370717,0.277234309,0.41675512,0.069003283,-0.532357387,-2.12638312,0.500788373,F48F5.5,WBGene00001406,"Sequence name for WBGene00001406(fce-2). History: Split into F48F5.8(WBGene00303059). History of WBGene00001406: Split into ""WBGene00303059"" on 2018-03-02"
F48F5.2,0,-0.592513329,-0.610348582,-4.636406802,-5.154040816,-5.197606638,-4.800159453,-4.839011469,-5.939959889,-1.733473373,-1.32540092,-1.861067725,-0.578454305,-7.207730516,-7.491978254,-2.365991984,F48F5.2,WBGene00009846,Public name for WBGene00009846. History: N.A.
B0250.3,0,0.190832005,0.139101713,-0.930104808,-0.687716035,-0.805362114,-1.480438596,-1.392002192,-1.676459748,1.18932063,1.319782017,1.195421471,0.15866458,-1.165304678,-2.187558748,1.781499525,B0250.3,WBGene00007120,Public name for WBGene00007120. History: N.A.
B0250.8,0,-0.245346809,-0.18749607,-5.279811558,-4.899462505,-5.079329113,-1.646561692,-1.734213306,-1.321095994,-0.66434268,-0.642917191,-0.431795231,-0.208153425,-7.337837044,-2.261121988,-0.836308724,B0250.8,WBGene00007125,Public name for WBGene00007125. History: N.A.
B0250.11,0,-0.198360298,-0.139702034,-4.212783948,-4.237396072,-3.813037734,-1.72696,-1.445781361,-1.579178056,0.511199413,0.511586127,-0.147798765,-0.162573617,-5.897361146,-2.285190193,0.420779694,B0250.11,WBGene00050926,Public name for WBGene00050926. History: N.A.
B0250.7c,0,0.337836112,0.282201391,-1.664068124,-1.770221498,-1.719255981,-1.899886646,-1.722378631,-2.403171226,2.109599358,2.117552601,1.888667304,0.29817501,-2.478331561,-2.897622454,2.941087374,B0250.7c,WBGene00007124,Molecule name for WBGene00007124(B0250.7). History: N.A.
B0250.2,0,-0.362502049,-0.288567747,-7.762896147,-7.160864463,-6.084311791,-6.958089637,-6.684566969,-6.271387655,-3.258650213,-3.477830864,-2.651326634,-0.313098389,-10.10274729,-9.576630966,-4.51458121,B0250.2,WBGene00007119,Sequence name for WBGene00007119(calf-1). History: N.A.
B0250.1,0,0.253597363,0.195713719,-0.225849334,-0.116092966,-0.257013786,-0.93811396,-0.816043167,-1.41351492,1.120615249,1.260379872,1.054222595,0.216072957,-0.288036992,-1.523328251,1.651990521,B0250.1,WBGene00004413,Sequence name for WBGene00004413(rpl-2). History: N.A.
B0250.19,0,-1.139343643,-0.630303655,0.780059212,0.800642292,0.645689024,-0.476541463,-0.79982597,-0.663461624,-0.293899906,-0.752166935,-1.920043665,-0.85102046,1.070667525,-0.932860587,-1.426397639,B0250.19,WBGene00219782,Public name for WBGene00219782. History: N.A.
Y38H6C.5,0,0.363629579,0.369412553,-6.013511766,-6.104627263,-5.926016185,0.305246053,0.382528825,0.123668854,-3.422310968,-3.490096151,-2.903139208,0.35251875,-8.677404415,0.390221949,-4.720280003,Y38H6C.5,WBGene00012618,Sequence name for WBGene00012618(dct-10). History: N.A.
Y38H6C.10,0,-0.058479474,-0.055913351,-6.542001223,-6.438960706,-6.655176337,-0.089394874,0.044667447,0.180119199,-2.96320371,-2.771198531,-3.097456325,-0.05501132,-9.442986433,0.065109679,-4.247226185,Y38H6C.10,WBGene00012623,Sequence name for WBGene00012623(fbxa-149). History: N.A.
Y38H6C.11,0,-0.155072045,-0.114302061,-6.833736515,-6.231704831,-5.647628645,-7.127542294,-6.160872445,-6.440840312,-2.531586794,-2.387681856,-2.558905102,-0.129541562,-8.999084425,-9.487766141,-3.596241396,Y38H6C.11,WBGene00012624,Sequence name for WBGene00012624(fbxa-150). History: N.A.
F26F2.7,0,-0.012389708,-0.053703478,-0.307511745,-0.352817706,-0.503917514,-1.798369886,-1.778627739,-1.914014377,0.097057838,-0.032391012,-0.303846896,-0.031784104,-0.559884441,-2.640618595,-0.1150213,F26F2.7,WBGene00009172,Public name for WBGene00009172. History: N.A.
F53F8.6,0,-0.351278692,-0.357850215,-7.144283853,-7.23539935,-10.10968403,-0.752228685,-0.820247259,-0.242022566,-2.309577725,-2.382143929,-2.03271434,-0.341018919,-11.77689622,-0.872589334,-3.233770154,F53F8.6,WBGene00010003,Public name for WBGene00010003. History: N.A.
Y44A6C.2,0,-0.948277912,-0.717348052,-5.491857348,-5.582972845,-5.199567354,-10.10968403,-10.10968403,-6.30293395,-1.806329747,-1.628213496,-2.188099014,-0.800996773,-7.826330878,-12.75453119,-2.703919367,Y44A6C.2,WBGene00012851,Public name for WBGene00012851. History: N.A.
F31D4.3,0,1.201447782,1.110409407,2.066841245,1.866929225,1.923445589,0.830776501,0.974599586,0.006303824,1.089206168,0.482214743,0.964511683,1.111768301,2.816725521,0.871233874,1.219525792,F31D4.3,WBGene00001431,Sequence name for WBGene00001431(fkb-6). History: N.A.
Y73B3A.1,0,0.576647588,0.501708263,0.53716983,0.440618008,0.515603846,-0.226528602,-0.123511737,-0.725929255,0.290849717,0.085524457,0.442910981,0.518579546,0.718169592,-0.517431999,0.393992877,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
Y73B3A.13,0,0.198781983,0.203480204,-0.129706872,0.069986827,-0.06911972,-2.02835177,-1.985352761,-2.452096535,0.419660691,0.398982939,0.351245253,0.193447221,-0.06195883,-3.109393044,0.56259763,Y73B3A.13,WBGene00022215,Public name for WBGene00022215. History: N.A.
Y73B3A.7,0,-0.10026358,-0.182241205,-10.10968403,-10.10968403,-6.987296185,-4.334713507,-4.091043801,-4.427101135,-4.165137238,-4.052485878,-3.504611359,-0.135856084,-13.08363986,-6.180918379,-5.637203182,Y73B3A.7,WBGene00022209,Public name for WBGene00022209. History: N.A.
T08D2.3,0,0.340384804,0.234805778,0.451409157,0.562667386,0.562683029,0.17939663,0.283329105,-0.287223203,0.35992962,0.302105542,0.376142519,0.2766082,0.758261072,0.084398878,0.499257931,T08D2.3,WBGene00011608,Public name for WBGene00011608. History: N.A.
T08D2.7,0,0.068405324,-0.055166679,0.078966951,0.175837661,0.217298814,-0.306746369,-0.292398946,-0.679777036,0.242601928,0.180620743,0.280906212,0.006366442,0.227033757,-0.615031644,0.338614416,T08D2.7,WBGene00011612,Sequence name for WBGene00011612(chkr-1). History: N.A.
AC8.4,0,-0.133978572,-0.104695527,-5.900781204,-5.991896701,-5.726274246,-4.654141942,-4.822452026,-5.124892749,-1.627254062,-1.60030878,-1.413318821,-0.11477798,-8.472924965,-7.021830825,-2.23179232,AC8.4,WBGene00007076,Public name for WBGene00007076. History: N.A.
AC8.3,0,-0.04753158,2.11e-05,-6.166449001,-5.998053302,-6.078953419,-2.76675638,-2.552074212,-3.061068,-1.108264369,-1.24137871,-0.624792733,-0.022847722,-8.7732477,-4.029879381,-1.430401265,AC8.3,WBGene00007075,Public name for WBGene00007075. History: N.A.
AC8.7,0,-0.01801457,0.023363005,-7.122721355,-6.626050187,-6.899424232,-3.088428841,-3.105230255,-3.662702883,-3.040155196,-2.778316632,-2.82463308,0.002572054,-9.929683215,-4.739908183,-4.156454863,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
AC8.11,0,-0.133978572,-0.104695527,-5.900781204,-5.991896701,-5.726274246,-4.654141942,-4.822452026,-5.124892749,-1.627254062,-1.60030878,-1.413318821,-0.11477798,-8.472924965,-7.021830825,-2.23179232,AC8.11,WBGene00043989,Public name for WBGene00043989. History: N.A.
AC8.10,0,-0.04753158,2.11e-05,-6.166449001,-5.998053302,-6.078953419,-2.76675638,-2.552074212,-3.061068,-1.108264369,-1.24137871,-0.624792733,-0.022847722,-8.7732477,-4.029879381,-1.430401265,AC8.10,WBGene00043988,Public name for WBGene00043988. History: N.A.
AC8.12,0,-0.01801457,0.023363005,-7.122721355,-6.626050187,-6.899424232,-3.088428841,-3.105230255,-3.662702883,-3.040155196,-2.778316632,-2.82463308,0.002572054,-9.929683215,-4.739908183,-4.156454863,AC8.12,WBGene00043990,Public name for WBGene00043990. History: N.A.
Y108F1.3,0,0.596154376,0.496087768,0.790430398,0.832074391,0.869230272,-0.13387074,0.054256651,-0.48793043,0.308257951,0.00827671,0.136606583,0.525257442,1.198271272,-0.272931221,0.217914875,Y108F1.3,WBGene00022431,Sequence name for WBGene00022431(set-33). History: N.A.
R04A9.7,0,-0.520323234,-0.519128783,-6.865603478,-6.263571794,-6.978778592,-7.852556438,-7.866715842,-5.88492061,-1.132351063,-1.167317059,-1.038838647,-0.499870757,-9.669881774,-10.38942065,-1.605482387,R04A9.7,WBGene00044281,Public name for WBGene00044281. History: N.A.
F13C5.2,0,-0.708901273,-0.597934588,-4.367363014,-3.920440324,-4.232421656,-5.066633902,-4.837171223,-5.213530936,-0.77647826,-0.682386836,-0.476177663,-0.628455205,-6.020955503,-7.269901922,-0.930558864,F13C5.2,WBGene00017423,Public name for WBGene00017423. History: N.A.
C44C1.1,0,-1.225630846,-1.093289896,-7.245350329,-10.10968403,-8.051672623,-8.232303289,-8.246462693,-6.670132569,-1.637840935,-1.447993058,-1.964279948,-1.115165152,-12.21804339,-11.13226705,-2.428591446,C44C1.1,WBGene00016641,Public name for WBGene00016641. History: N.A.
K03E6.7,0,-0.383112487,-0.371516048,-5.618202888,-4.610706096,-5.261374373,-5.729687111,-4.763017262,-5.148345645,-1.11605706,-1.040663539,-1.060849754,-0.362899615,-7.44925166,-7.521755098,-1.547324264,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
F49E7.2,0,-0.665352074,-0.586586774,-7.264939864,-7.356055361,-10.10968403,-5.949307731,-5.626994898,-5.773431373,-0.936257435,-1.215413007,-1.040005424,-0.602055323,-11.89294277,-8.343458402,-1.534871648,F49E7.2,WBGene00018634,Sequence name for WBGene00018634(pigx-1). History: N.A.
C05D9.12,0,-0.136777338,-0.004942268,-2.356625778,-2.26949779,-1.855243986,3.465974836,3.33962106,3.699555464,-1.595836218,-1.655949112,-1.935367802,-0.068152724,-3.116878943,5.051909924,-2.494493367,C05D9.12,WBGene00219800,Public name for WBGene00219800. History: N.A.
C52B11.2,0,-0.686182253,-0.750609953,-7.709812488,-6.820098731,-6.975689741,-7.310471086,-8.017777671,-6.846912656,-1.693235306,-1.545137716,-1.714317528,-0.690950997,-10.34200795,-10.66399847,-2.381740699,C52B11.2,WBGene00016871,Sequence name for WBGene00016871(inso-1). History: Renamed on 2013-04-16
ZK402.5,0,0.269015065,0.305894061,-1.072252117,-1.077348569,-1.02657752,0.252589667,0.313987538,0.324476034,0.065071102,0.167453621,0.326656318,0.276472848,-1.527418849,0.42850603,0.268909238,ZK402.5,WBGene00022731,Public name for WBGene00022731. History: N.A.
ZK402.3,0,0.069208992,0.168588048,-2.569362348,-2.750210323,-2.700388455,0.27635789,0.366169791,0.40315669,-0.23893486,-0.048477973,-0.211583331,0.114356203,-3.856786048,0.502867885,-0.23996643,ZK402.3,WBGene00022730,Public name for WBGene00022730. History: N.A.
ZK402.2,0,0.173731737,0.327130966,-1.636417478,-1.648544564,-1.514069366,0.37865251,0.419731291,0.256383042,-0.035713276,-0.072377276,-0.055434608,0.240864046,-2.307846271,0.507235631,-0.078638979,ZK402.2,WBGene00022729,Public name for WBGene00022729. History: N.A.
ZK380.5,0,-0.268127246,-0.120402833,-3.25814951,-3.731199617,-3.317257403,0.527479734,0.426408058,0.35830108,0.069745769,0.125258899,-0.496014464,-0.186843473,-4.956430043,0.631029459,-0.144755113,ZK380.5,WBGene00044559,Public name for WBGene00044559. History: N.A.
C36C9.10,0,0.21244959,0.263530248,0.082202748,0.318104081,0.14880854,2.293148817,2.261602009,2.598068479,0.108920399,-0.082909738,0.154203144,0.228897917,0.264068673,3.43977898,0.086664521,C36C9.10,WBGene00219849,Public name for WBGene00219849. History: N.A.
C36C9.4,0,-0.10902342,-0.097284847,-6.554707671,-7.744435457,-7.361029966,-4.159079914,-3.8837477,-4.635755166,-1.114016505,-1.027751365,-0.964020141,-0.099213305,-10.41634144,-6.097109501,-1.493568321,C36C9.4,WBGene00016487,Public name for WBGene00016487. History: N.A.
F07G6.6,0,0.347048073,0.303140498,-2.858715713,-3.324524659,-3.665038007,1.250394802,1.338724202,0.406048776,0.923112658,0.74447594,0.605070587,0.312674609,-4.736020793,1.440371234,1.092918045,F07G6.6,WBGene00017225,Sequence name for WBGene00017225(fbxa-52). History: N.A.
F31A9.4,0,-0.138419486,-0.182671089,-5.948293897,-6.039409394,-4.882814015,-2.510400225,-2.524559629,-0.54776691,-1.485088514,-1.690900551,-1.349675408,-0.154411927,-8.113003885,-2.684724072,-2.176384564,F31A9.4,WBGene00017942,Sequence name for WBGene00017942(fbxc-37). History: N.A.
C14E2.12,0,0.317688448,0.184604147,-0.78921761,-0.795482575,-0.758318257,3.512170253,3.505325007,3.409774174,0.482033216,0.590586906,-0.237967297,0.241551679,-1.126753696,5.014456634,0.401383164,C14E2.12,WBGene00219816,Public name for WBGene00219816. History: N.A.
ZC53.6,0,-0.60858732,-0.585162149,-6.265505081,-5.845794954,-6.784145303,-6.869465789,-7.202078924,-6.693589431,-1.465914202,-1.304914219,-1.4751532,-0.574072146,-9.086788428,-9.985918684,-2.041885543,ZC53.6,WBGene00022512,Sequence name for WBGene00022512(dot-1.5). History: N.A.
F52D2.13,0,-0.09974167,0.048785616,-5.017284433,-4.995921946,-4.936303533,1.7278604,1.748927679,2.146777924,-3.743385125,-3.599161969,-3.452606272,-0.024504682,-7.189194605,2.704363595,-5.191371409,F52D2.13,WBGene00219700,Sequence name for WBGene00219700(linc-6). History: N.A.
Y40A1A.1,0,-0.428095076,-0.367118738,-10.10968403,-7.311640855,-6.417409741,-4.423288684,-4.584051563,-4.630404579,-1.066747056,-0.9528036,-0.878272891,-0.382417009,-11.46400808,-6.558368943,-1.393558554,Y40A1A.1,WBGene00021483,Public name for WBGene00021483. History: N.A.
AH9.5b,0,0.133415452,0.011516292,1.217614203,1.013529555,0.881427734,0.619238562,0.641344354,0.496980419,-0.126231181,0.106580288,0.020571479,0.069697436,1.496830485,0.845209302,0.000442708,AH9.5b,WBGene00003342,Molecule name for WBGene00003342(mir-248). History: N.A.
T01B6.11,0,0.027329683,0.134234061,1.464366194,1.483166322,1.258534669,-5.081970421,-4.910545623,-5.149040242,-0.331962545,-0.792912879,-0.081535834,0.077695737,2.022690756,-7.281549388,-0.58016118,T01B6.11,WBGene00219722,Sequence name for WBGene00219722(linc-154). History: N.A.
T24D8.9b,0,0.415623034,0.361611563,1.101605546,1.166862321,1.266311737,0.505162099,0.502210024,0.325745103,-0.08457887,0.214658389,0.899557934,0.373770833,1.699869668,0.64109387,0.495150949,T24D8.9b,WBGene00003301,Molecule name for WBGene00003301(mir-73). History: N.A.
F47G3.2,0,0.692597009,0.733808044,-5.085916996,-4.372659677,-4.987783017,-5.168413682,-5.282656544,-5.203846417,-1.75742919,-1.962000931,-1.284555421,0.685955832,-6.947230495,-7.528423535,-2.406408375,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
T07D1.6b,0,0.294782584,0.058308563,1.234104256,1.163439034,1.37981545,0.712569641,0.747461672,0.216012356,0.17031385,0.07648354,-0.299791824,0.169800949,1.816525574,0.80600663,-0.025484936,T07D1.6b,WBGene00003309,Molecule name for WBGene00003309(mir-81). History: N.A.
T07D1.7b,0,0.012890672,0.130476709,0.912112572,1.074412542,1.033474482,0.852228975,0.433469361,0.357829631,0.302612426,0.134308452,0.941085317,0.068945137,1.452312814,0.790369883,0.662680901,T07D1.7b,WBGene00003310,Molecule name for WBGene00003310(mir-82). History: N.A.
T03G6.t1,0,0.815752637,0.898515117,2.694914237,1.492169605,1.714502432,0.883146467,0.921583385,-0.094820498,0.551595116,0.501105342,1.818673658,0.824388529,2.838063084,0.822292582,1.380839066,T03G6.t1,WBGene00023128,Public name for WBGene00023128. History: N.A.
Y41G9A.7b,0,0.398442371,0.070921084,1.205086696,1.060708807,1.236866794,0.507530584,0.821486822,0.724799876,0.066977393,-0.138325544,-0.585416288,0.22571611,1.684424509,0.987677336,-0.315836933,Y41G9A.7b,WBGene00003262,Molecule name for WBGene00003262(mir-34). History: N.A.
Y41G9A.7a,0,-0.070976466,-0.343434332,0.998316172,1.19861073,0.918319457,0.371982175,0.437244939,0.769926237,0.622906294,0.277208228,0.010336906,-0.199289468,1.498116824,0.759412236,0.437834587,Y41G9A.7a,WBGene00003262,Molecule name for WBGene00003262(mir-34). History: N.A.
Y41G9A.11b,0,0.348535528,0.204545636,1.494035479,1.34065807,1.354336482,0.82398104,0.884763057,0.396700292,0.872792153,0.531521353,1.011278017,0.265975818,2.014497617,1.012504726,1.16165397,Y41G9A.11b,WBGene00045342,Molecule name for WBGene00045342(mir-785). History: N.A.
M02F4.1,0,-0.2569599,-0.280104557,-6.06898254,-5.836697881,-6.318289828,-7.112024966,-6.80076197,-6.862040636,-0.926402139,-0.831525462,-0.990256895,-0.25827341,-8.763877168,-9.990580238,-1.321597381,M02F4.1,WBGene00019735,Public name for WBGene00019735. History: N.A.
M02F4.9,0,-0.272128696,-0.241599098,-8.109423464,-6.254628811,-6.836304217,-7.016934882,-7.724241466,-6.841058524,-1.26249798,-1.198803961,-1.330267315,-0.247050847,-10.19521639,-10.37886107,-1.823359388,M02F4.9,WBGene00019739,Public name for WBGene00019739. History: N.A.
F52E4.8,0,-1.228905594,-1.118834273,-5.156832174,-4.795962547,-4.576860107,-5.199323525,-6.024413145,-6.122059456,-0.424857811,-0.103531914,-0.940395728,-1.129024221,-6.987286989,-8.341564684,-0.706336496,F52E4.8,WBGene00018704,Sequence name for WBGene00018704(ztf-13). History: N.A.
K10B3.5,0,0.236017467,0.227076607,-5.467616394,-4.295039852,-4.619380341,-5.553782809,-5.775581578,-5.05945272,-1.175946059,-1.101604443,-1.214512538,0.222701175,-6.916297621,-7.881355055,-1.679327343,K10B3.5,WBGene00019611,Public name for WBGene00019611. History: N.A.
F28B4.1,0,-0.459550222,-0.449590344,-6.746189785,-7.935917571,-6.166217719,-6.529169941,-7.459620077,-6.170972026,-1.417379984,-1.206491792,-1.763612393,-0.437204195,-10.02592507,-9.694796242,-2.109933884,F28B4.1,WBGene00017890,Public name for WBGene00017890. History: N.A.
K09C4.3,0,-0.028599967,-0.092912531,-1.937660402,-1.805090043,-1.971849185,-3.140958345,-2.936064183,-3.228038263,-0.540093391,-0.459991819,-0.503280598,-0.058435159,-2.748141516,-4.474788353,-0.722966132,K09C4.3,WBGene00002006,Sequence name for WBGene00002006(hsp-2). History: N.A.
F47B7.6,0,0.143336577,0.214855816,-7.047698713,-6.851132138,-6.650048204,-1.454474964,-1.179450186,-1.436611189,-4.307624293,-4.3533253,-4.262345898,0.17225413,-9.881921969,-1.957514197,-6.214791439,F47B7.6,WBGene00018537,Public name for WBGene00018537. History: N.A.
T22B2.5,0,-0.366944865,-0.468500122,-10.10968403,-5.828999338,-6.698356816,-10.10968403,-6.893146885,-6.009963943,-0.349012091,-0.310070993,-0.115852739,-0.401764113,-10.8861152,-11.06681501,-0.372665356,T22B2.5,WBGene00020669,Public name for WBGene00020669. History: N.A.
T22B2.2,0,-0.303351096,-0.309727858,-7.149904806,-6.547873122,-7.011765491,-7.310179192,-8.017485777,-6.505694175,-0.576320645,-0.495243142,-0.742698621,-0.294828656,-9.959185197,-10.49962632,-0.872475793,T22B2.2,WBGene00020666,Public name for WBGene00020666. History: N.A.
F20B6.5,0,0.744386592,0.755786878,-5.626112534,-5.940371582,-6.65557838,-4.032848664,-4.211311119,-3.986184038,-2.055794474,-2.451961979,-0.843401008,0.721430942,-8.762959733,-5.881552126,-2.573362777,F20B6.5,WBGene00017629,Public name for WBGene00017629. History: N.A.
F55D10.3,0,0.392923039,0.418755106,-5.72214436,-5.120112676,-5.036811778,-2.296972654,-2.284534746,-2.92531057,-3.590475891,-3.660853886,-3.386708415,0.390334678,-7.636217944,-3.610016353,-5.115814981,F55D10.3,WBGene00018878,Sequence name for WBGene00018878(glit-1). History: Renamed on 2019-05-20
F39C12.1,0,0.542167206,0.455457617,-2.253966504,-1.992539294,-2.089822332,-0.465756737,-0.523258447,-0.538078112,-0.004514999,-0.117342065,-0.201071232,0.479756128,-3.047129724,-0.734376642,-0.155295684,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
C24H10.4,0,-0.351415019,-0.339224645,-6.208591153,-6.235168129,-6.257227746,-7.418687664,-6.739699888,-6.549664126,-1.232304041,-1.097793888,-1.068555926,-0.332127473,-8.993273748,-9.958467821,-1.634407021,C24H10.4,WBGene00016070,Public name for WBGene00016070. History: N.A.
C41A3.1,0,0.109197898,0.113879715,-4.806480106,-4.395503659,-4.39158779,-2.159285305,-2.079805898,-2.346170938,-2.040566718,-1.897696822,-2.461700598,0.107277655,-6.53712609,-3.166841678,-3.077732175,C41A3.1,WBGene00016558,Sequence name for WBGene00016558(pks-1). History: N.A.
F46G11.5a,0,0.212634778,0.212887823,0.984569579,0.861106249,1.205717115,0.957674606,0.794878518,0.087686565,0.218344705,-0.017162201,1.529270367,0.204633115,1.467409822,0.884968224,0.832171925,F46G11.5a,WBGene00003323,Molecule name for WBGene00003323(mir-230). History: N.A.
T13C5.6,0,-0.057906467,0.068485517,-4.904714081,-5.12936097,-4.900106159,-3.963775397,-4.201078352,-4.298724663,-2.535629402,-2.409227241,-2.407043338,0.005087448,-7.181823057,-5.993714256,-3.535516548,T13C5.6,WBGene00020486,Public name for WBGene00020486. History: N.A.
C39D10.10a,0,-0.395856199,-0.538509364,0.909925631,0.67407303,0.922601052,-0.207860074,-0.104667199,-0.876539861,0.334446785,0.267407691,0.793877181,-0.449334855,1.205419658,-0.571820419,0.671205047,C39D10.10a,WBGene00003334,Molecule name for WBGene00003334(mir-240). History: N.A.
K07E3.2,0,0.052949849,-0.019775396,-4.657772958,-4.748888454,-4.129094185,-5.750086433,-5.396521057,-5.37353938,-1.507482826,-1.723120786,-1.250792314,0.01595354,-6.509322491,-7.944511321,-2.155095893,K07E3.2,WBGene00019491,Public name for WBGene00019491. History: N.A.
F22F1.4a,0,0.433793298,0.45735944,1.580930553,1.214620832,1.396751865,1.368955255,1.17101882,0.320939153,0.724108976,0.343095917,1.667146472,0.428553879,2.016071703,1.375808442,1.314945051,F22F1.4a,WBGene00003330,Molecule name for WBGene00003330(mir-237). History: N.A.
F22F1.1,0,0.153420503,0.249922869,-4.638570372,-4.148029065,-4.292213157,0.649154567,0.561232035,0.364250694,-2.014746998,-2.00139487,-1.848511258,0.193967161,-6.289579357,0.757240473,-2.820301994,F22F1.1,WBGene00001854,Sequence name for WBGene00001854(hil-3). History: Renamed on 2010-11-12
M02D8.3,0,-0.341428255,-0.448825193,-3.521363338,-3.381955176,-3.529177937,-4.713110711,-4.291952043,-4.49278259,-0.509607186,-0.45269338,-0.652628914,-0.380031577,-5.016970298,-6.491091513,-0.776616917,M02D8.3,WBGene00019729,Public name for WBGene00019729. History: N.A.
R04E5.9,0,0.077014554,0.108250552,-6.51107926,-5.813737396,-6.154250745,-4.948587049,-4.53605,-4.837249212,-2.898840876,-3.015345081,-2.60987235,0.089093683,-8.886552967,-6.887371428,-4.099205549,R04E5.9,WBGene00019872,Public name for WBGene00019872. History: N.A.
F47E1.18,0,0.290600969,0.188479664,-5.763585842,-5.738636951,-5.923280972,0.769995661,0.822551823,0.37115466,0.134929067,-0.117185259,0.098370549,0.230389084,-8.379895956,0.944341115,0.055839202,F47E1.18,WBGene00219699,Sequence name for WBGene00219699(linc-22). History: N.A.
Y81B9A.1,0,0.721624044,0.842433868,-5.870965816,-10.10968403,-10.10968403,-4.024705432,-3.653202355,-4.484817841,-2.194397956,-2.140615685,-1.596134404,0.752152864,-12.54679843,-5.849034649,-2.85227929,Y81B9A.1,WBGene00022315,Public name for WBGene00022315. History: N.A.
B0416.6,0,0.131383816,0.194858046,-4.891221335,-5.719935775,-6.530452753,-2.692900216,-2.583696658,-3.417257154,-3.057065712,-3.191435991,-2.474223618,0.156889172,-8.243371847,-4.180860031,-4.194744188,B0416.6,WBGene00001638,Sequence name for WBGene00001638(gly-13). History: N.A.
F21G4.2,0,1.006643662,0.795817582,1.284719804,1.335973813,1.261857834,-0.028419053,0.210503182,-0.148459253,1.308933992,1.044279531,1.013133763,0.866800633,1.867112575,0.016170147,1.618870845,F21G4.2,WBGene00003410,Sequence name for WBGene00003410(mrp-4). History: N.A.
C34F6.7,0,0.174511198,0.215681695,-5.411963612,-5.061246357,-4.949774581,-6.293556056,-5.209103172,-5.242210961,-1.231527609,-1.162457631,-1.180544693,0.187643117,-7.416887775,-8.052580394,-1.718985536,C34F6.7,WBGene00007941,Public name for WBGene00007941. History: N.A.
F46C3.7,0,0.175793269,0.245265516,-4.897899072,-5.447623111,-4.931173675,-0.815657239,-0.835177086,0.378655685,-1.101409574,-1.089076928,-0.65356498,0.202486474,-7.346537785,-0.611788605,-1.367699656,F46C3.7,WBGene00164974,Public name for WBGene00164974. History: N.A.
C44C10.5,0,-0.580187308,-0.519715804,-7.819939236,-7.137864844,-9.031726639,-7.959594335,-8.8210516,-6.785189147,-1.310197248,-1.226845188,-1.314935308,-0.528941588,-11.53652567,-11.33277114,-1.85240973,C44C10.5,WBGene00008086,Public name for WBGene00008086. History: N.A.
C34E11.6a,0,0.436115659,0.097037565,1.267530449,1.072976783,0.928994264,0.08797369,0.410565501,1.014860689,0.73671177,0.706347103,-0.367499445,0.256392504,1.572297865,0.727791501,0.517234751,C34E11.6a,WBGene00003333,Molecule name for WBGene00003333(mir-239.2). History: N.A.
C34E11.5a,0,0.287782725,-0.248585862,1.246252883,1.088446011,0.849993405,0.283880132,0.634188966,1.215642011,0.976482943,0.978999635,-0.09863911,0.018849707,1.531513262,1.026098145,0.892952954,C34E11.5a,WBGene00003332,Molecule name for WBGene00003332(mir-239.1). History: N.A.
W03G11.5b,0,0.070050126,0.163637193,1.130521635,0.99647357,1.157928471,0.548461864,0.730072463,0.334764481,-0.733419618,-0.551511535,-0.222999845,0.112379845,1.579714366,0.77583273,-0.725161524,W03G11.5b,WBGene00003326,Molecule name for WBGene00003326(mir-233). History: N.A.
F09A5.8b,0,0.224632277,0.277796098,1.099370822,1.163090936,1.21460117,0.940344656,0.663227029,0.440730515,0.860552713,1.00673202,1.1450559,0.241616975,1.672113814,0.983101549,1.448629631,F09A5.8b,WBGene00003284,Molecule name for WBGene00003284(mir-56). History: N.A.
F09A5.6b,0,0.190945308,0.218322887,1.201662302,1.241988769,1.281156469,0.951255032,0.660115223,0.329256384,0.474197346,0.455474484,0.455249469,0.196816398,1.791253789,0.933244143,0.666006363,F09A5.6b,WBGene00003283,Molecule name for WBGene00003283(mir-55). History: N.A.
F09A5.5b,0,-0.147702507,-0.0618577,1.461538027,1.4567961,1.438320716,0.469769219,0.234832494,-0.618445392,0.590667299,-0.339984952,1.492729463,-0.100777157,2.095108112,0.041432432,0.838403858,F09A5.5b,WBGene00003282,Molecule name for WBGene00003282(mir-54). History: N.A.
F09A5.5a,0,0.832311566,0.67421137,1.16489523,1.476952389,1.540920058,0.723297315,0.748183584,0.255953666,1.239346372,1.180982749,1.828404561,0.72448439,2.011486062,0.830720427,2.043209004,F09A5.5a,WBGene00003282,Molecule name for WBGene00003282(mir-54). History: N.A.
