gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid4.pid5 vs N2,BH adjusted p-values,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,RFK1050_mut_REP1_RppH.robustRPKM,RFK1050_mut_REP2_RppH.robustRPKM,RFK1050_mut_REP3_RppH.robustRPKM,Input,Suggested Match,History
WBGene00022211,Y73B3A.9,X,150363.0,157246.0,-,111.330595716376,-2.92690458210949,3.1108189464473303e-09,50.1004925332744,60.8479810891567,66.1952945130575,69.5385615452977,65.9983218186281,62.1716692052911,35.8657246382783,26.5570484210835,31.6360521918413,26.3861290294658,8.04039457016694,6.41563468674642,0.0,WBGene00022211,WBGene00022211,History: N.A.
WBGene00000898,daf-2,III,2995487.0,3040860.0,-,135.286589023385,-1.46433885322471,3.17303931141658e-09,21.9883957602835,22.555145664356,28.6035988392797,26.8605303770796,20.8514828139447,26.1166385024065,20.1994564157959,20.0982551443048,15.6520198250489,21.2434052306194,8.96859604228516,6.7811431096795,10.8297458071557,WBGene00000898,WBGene00000898,History: N.A.
WBGene00012554,Y37D8A.16,III,12915118.0,12918675.0,-,220.1185573954,-1.12412424199528,3.25919326382673e-09,304.686980089271,368.423039250216,431.687514142472,443.214879621677,340.647637745845,414.364422970667,459.02499008046,392.309163966714,366.786329960882,361.306513848004,186.83212708311,162.858418971255,195.901984682203,WBGene00012554,WBGene00012554,History: N.A.
WBGene00018013,phf-10,V,305457.0,311565.0,-,44.9977721593799,-1.95700717251046,3.5596470847105703e-09,19.8123816848706,26.1339897141233,26.4567994828103,30.1994502633525,27.7647052670834,27.2730009785322,33.1600712386697,24.5536267958757,27.4078447389938,23.2752107142973,5.82592790334769,7.57932976119207,12.642457436293,WBGene00018013,WBGene00018013,History: N.A.
WBGene00003813,nrf-6,II,8028953.0,8032742.0,-,38.6708970348243,2.15595824981451,3.69159822783691e-09,6.00575003325093,6.47164031578551,6.35763994440861,8.92290364596623,6.11049852241151,7.48089479556663,9.76704807892564,12.7109372527559,19.0143833630028,9.68233339003021,43.5439159927292,40.1838161840501,25.3891375853468,WBGene00003813,WBGene00003813,History: N.A.
WBGene00009583,aagr-3,V,9725972.0,9729510.0,-,217.207091575876,-2.53318077504468,3.74410259077065e-09,46.8378982657496,113.173260463894,143.339110716505,128.607445636796,106.326603871004,106.871300183758,67.0131986286298,63.2201063210136,79.7259032326548,52.2165373349992,18.5989062822447,15.3170699514766,8.51638209936777,WBGene00009583,WBGene00009583,History: N.A.
WBGene00077728,T23G11.11,I,7701121.0,7701389.0,+,95.2162744675976,-3.55299840530002,3.77353696111166e-09,279.488406008359,423.902122619322,500.151449060543,281.154391461746,201.423838282258,238.308015622554,680.069094220077,671.416439958928,766.498030335784,603.693052460399,25.6455707851421,43.2876466782333,98.4607744573746,WBGene00077728,WBGene00077728,History: N.A.
WBGene00021635,Y47G6A.5,I,3533885.0,3539196.0,+,81.3521008001846,2.21213116038869,4.06379510787132e-09,8.13662134374983,13.7219820679419,17.6368874193138,22.0368680953408,12.07286374731,20.2099819572995,36.0884931142924,22.7631843609287,23.727039143881,26.5746013796763,88.4443402718363,95.7762606807144,91.7262279793378,WBGene00021635,WBGene00021635,History: N.A.
WBGene00017372,F10G7.9,II,4703254.0,4706498.0,-,71.4585141818915,-1.36906920386974,4.3635585760048405e-09,41.4608719942547,33.5784972956697,34.7405666143227,37.6441558522763,33.4347308954915,36.0692285538177,25.4270559328152,31.8277056013293,37.8702154178806,31.4150147974346,13.1105727932369,14.1143963108421,10.3866464035427,WBGene00017372,WBGene00017372,History: N.A.
WBGene00001406,fce-2,V,20425301.0,20431337.0,+,77.5733016168291,-1.47836153923113,4.45699949949811e-09,106.73251166418,80.2981403805462,91.5995271192263,79.2876753276999,88.9113968988436,74.1899398684206,71.0088748671342,83.737023278685,71.1406965813127,68.6061830174143,28.0249527948238,32.4607070181207,22.5604329889555,WBGene00001406,WBGene00001406,"History: Split into F48F5.8(WBGene00303059). History of WBGene00001406: Split into ""WBGene00303059"" on 2018-03-02"
WBGene00010433,H40L08.1,X,15080779.0,15084086.0,-,247.721820800668,-1.16596275006201,4.84494007274015e-09,166.096606853662,132.771485833219,147.586672854553,164.223099987422,172.496015870906,150.461111368666,198.486712128608,151.995644068877,203.635357927154,136.113281534692,67.6453415705473,72.1230141158416,87.3163131726388,WBGene00010433,WBGene00010433,History: N.A.
WBGene00000543,clp-2,III,4700325.0,4704054.0,-,502.252039334399,1.09161505547168,5.07067826579351e-09,198.215822570293,157.802793781332,159.013375729405,176.448690354089,157.508757261417,172.57753249653,192.973192347258,139.565479442449,138.591658875305,118.967692222969,297.625489240342,378.708947526374,359.305500587667,WBGene00000543,WBGene00000543,History: N.A.
WBGene00017644,exc-9,IV,7939812.0,7941064.0,-,63.2447047069471,-4.058072961172,5.4694152470779606e-09,38.1679507528337,176.107026178822,197.532102590463,275.659739892982,136.636923638328,249.033933607135,100.318193855614,132.055767380305,122.489768865523,105.306374159114,11.4945712988668,7.64317489756793,0.0,WBGene00017644,WBGene00017644,History: Renamed on 2005-07-22
WBGene00017344,F10E7.2,II,7122242.0,7124386.0,+,753.141982686221,-1.31186254028602,5.8081324718744206e-09,1389.73886440247,1320.9542903579,1615.80983159034,1595.24979581459,1097.67879846912,1491.88642434029,1018.51411064611,1127.29711762525,1036.04789180128,962.874737550362,495.435101107797,556.376618062241,457.917502230874,WBGene00017344,WBGene00017344,History: N.A.
WBGene00019513,K08A2.4,II,2988307.0,2991238.0,+,147.138130327853,2.70193821272919,5.89533351538728e-09,40.3338955022792,106.713439944682,126.871519122146,66.7915718838184,52.6646296685232,46.0540579174282,31.8033072366297,30.417459079793,40.3257832659952,34.3812393705829,363.950358165823,390.720412896702,386.490233127531,WBGene00019513,WBGene00019513,History: N.A.
WBGene00012618,dct-10,V,20506503.0,20509508.0,+,717.834317609878,-1.09409475322744,5.935456465525381e-09,418.204996089345,351.724367948397,371.410054517021,373.708554783488,414.813884559155,367.417575998022,512.37709692203,382.130842910569,539.994683964188,354.88585322533,176.380379737513,190.118484790438,221.984720190657,WBGene00012618,WBGene00012618,History: N.A.
WBGene00015518,C06E1.1,III,8605832.0,8606622.0,+,20.6134694583214,2.4662158651011,5.9830875630769805e-09,11.2845793131977,11.2702158194912,9.55661381845399,25.1487024949711,14.9258171400461,15.0603439894281,20.0202735576406,11.5299051220467,22.5646193587341,7.5280310487525,79.5234413971554,61.0132405367815,114.492572027524,WBGene00015518,WBGene00015518,History: N.A.
WBGene00012412,Y7A5A.6,X,15797332.0,15799695.0,-,98.7507390043489,-2.74009061128745,6.432332472290631e-09,276.991915528481,353.000607396675,521.952302012552,471.858129827718,326.428117503604,411.337720958412,141.415469201044,305.410463919862,265.64623977882,233.748875867901,60.7632872096586,48.484567479992,0.0,WBGene00012412,WBGene00012412,"History: Split into Y7A5A.25(WBGene00304824). History of WBGene00012412: Split into ""WBGene00304824"" on 2019-07-25"
WBGene00000903,daf-7,III,811828.0,813773.0,+,46.4825695374007,-6.6799287274126,6.8890278968641115e-09,11.315831007864,23.7924794435116,32.7992323407075,35.9011228573102,36.4584494620753,26.8480930617876,65.5249129944934,45.4214994590372,53.4251212511228,48.7531788027879,0.319485876960276,0.0,0.0,WBGene00000903,WBGene00000903,History: N.A.
WBGene00019905,R05G9.3,II,6500397.0,6501520.0,-,55.8152830721319,-2.8025451770522,6.9066780948425605e-09,54.0389992376166,103.133368408736,89.5168045360371,107.306915024765,104.887809881088,102.077796500744,51.6234017744257,53.3935673046431,60.9548139365095,54.0747580587938,10.1401154451787,14.6088496847888,0.0,WBGene00019905,WBGene00019905,History: N.A.
WBTransposon00000583,WBTransposon00000583,,,,,41.5674674665351,-5.59394737939856,6.946579186560791e-09,4.3532507189323,31.3492753192003,28.7032323080589,32.7429396436054,40.3055139890739,26.3378822882746,37.328888792021,39.3955973629337,37.7205847423567,35.0910582006654,0.884935033292415,0.0,0.0,,,
WBGene00044541,K09H11.11,V,5754670.0,5755558.0,-,1016.41119859621,-0.923167563278024,7.12449029745214e-09,3676.09662253856,2899.61227632413,3657.85548629195,3640.05709719105,3124.10088936539,3362.11618120565,3309.015724512,3129.49167174465,3137.67402886295,2923.88588810941,1816.73374361657,1966.76014167472,1121.67267513668,WBGene00044541,WBGene00044541,History: N.A.
WBGene00011875,T20G5.14,III,10218943.0,10222935.0,+,59.7422479221644,-2.10603436779429,7.40923473548452e-09,110.673929280312,110.810083994148,139.633869237795,111.578328095117,100.807599849679,126.604183792689,87.2664772929727,84.6176655467259,98.357039788901,70.3156601323585,22.8550650500573,29.919480739672,0.0,WBGene00011875,WBGene00011875,"History: Split into Y70G10A.4(WBGene00303019). History of WBGene00011875: Split into ""WBGene00303019"" on 2018-03-06"
WBGene00009304,eva-1,I,14829667.0,14834839.0,-,49.1381651132787,3.39467372210132,7.661246670734e-09,0.955643446413571,5.02330032993604,7.80405428964485,12.8671645925816,8.75080056852001,3.8261911148248,24.018627967566,13.2514014590175,15.9241873448866,10.0940225146279,99.0749290659497,109.151905576525,96.9589322600382,WBGene00009304,WBGene00009304,History: Renamed on 2007-10-09
WBGene00009526,clec-169,IV,1261272.0,1264622.0,+,18.5500109433624,2.31558566997301,8.21647299583731e-09,5.6378585390675,8.08231928085586,5.89068389164801,5.71112550114854,5.73619049774023,7.2962504214053,7.57748137489233,2.24432147196159,8.54049183843884,3.98900249071113,30.2146240981012,22.169208865197,52.0012074522914,WBGene00009526,WBGene00009526,History: N.A.
WBGene00007455,ugt-22,IV,13639260.0,13644402.0,+,59.7063646824478,5.67515492603014,8.28955570714511e-09,28.2010148519991,1.20192543660805,0.691583940563823,0.35387671393978,0.387741609402657,0.0,3.38055227469649,2.22502722410855,1.27006048945348,1.69487544130875,144.609724240083,142.174211014322,83.7755056636105,WBGene00007455,WBGene00007455,History: N.A.
WBGene00044213,Y102A5C.36,V,16926920.0,16927445.0,-,213.157986117738,-2.7622881802916,8.512460286532851e-09,220.374712382899,838.636485454685,1065.35289374366,556.405295142129,378.0210174274,479.652109098337,780.868266707509,651.305570731427,855.828784003707,668.244058443914,104.899101252643,110.781598951377,30.7976143360858,WBGene00044213,WBGene00044213,History: N.A.
WBGene00008622,F09C8.2,X,16140507.0,16147022.0,-,681.460355841122,-1.83173444212373,8.521666029754391e-09,262.177580285244,305.092881152699,368.493037087491,361.701090774375,287.401952965121,328.724109351555,182.19622603598,202.803748356007,177.165796754681,161.0644812263,68.9325527697188,80.0222253044504,73.5493782663696,WBGene00008622,WBGene00008622,History: N.A.
WBGene00019789,M116.2,IV,8398923.0,8399762.0,+,62.919903970485,-2.21268235972822,8.671202411338412e-09,59.1854103141857,94.4427915607341,111.880735324006,97.1584994163003,86.0252639484438,111.900456024373,168.753884805699,132.668374263396,98.6225108814486,113.98380434996,21.4844551267619,22.8573219608779,35.7435200121913,WBGene00019789,WBGene00019789,History: N.A.
WBGene00017971,F32A5.8,II,7256112.0,7258112.0,+,5.58246794057607,4.03148946198407,9.12771271073663e-09,1.51920427611236,1.59712691382448,2.75694470971611,1.41070154635548,0.0,0.675840848927455,0.0,1.10873689271171,0.0,0.844560870972233,15.4413009203982,22.5885100997958,25.6895716091501,WBGene00017971,WBGene00017971,History: N.A.
WBGene00016589,C42C1.11,IV,12279659.0,12281917.0,+,92.7271062732184,1.60724725528818,9.21646955760432e-09,28.5636355228706,29.078438454226,21.2152792847476,28.2023076455608,28.693953172277,23.4837533761898,45.9714530245546,39.5812928111416,38.5591771867318,34.3714049199621,96.0392836192793,113.384347095408,55.0262084398209,WBGene00016589,WBGene00016589,History: N.A.
WBGene00022682,ZK185.2,IV,4536553.0,4541771.0,+,289.015994055434,0.729234114187096,9.40087178579556e-09,154.190241850561,157.7386723698,168.537498188431,173.082092965649,157.375984623813,178.86496515926,160.149714770435,152.414364851436,167.493678193253,154.617784125935,241.362124853983,294.159848347457,288.787598603172,WBGene00022682,WBGene00022682,History: N.A.
WBGene00001188,egl-20,IV,9812444.0,9815526.0,-,255.82006339511,-1.06527530629702,1.04353902422427e-08,166.212627666314,160.919399887181,198.778897913817,201.195293281934,160.483460056283,151.279674073052,171.763902663179,142.346929815228,152.613549014243,140.959358491467,75.5631667292678,82.5313915306415,78.8699056901385,WBGene00001188,WBGene00001188,History: N.A.
WBGene00194836,C25H3.18,II,5689431.0,5690000.0,-,39.3276771471017,-4.6484738589208,1.07006799355303e-08,170.077987810326,384.631315540797,387.601363052361,440.737361906817,338.04018492468,383.587468493022,128.648794898172,184.744684668407,92.2718188928705,169.310994605739,10.7205260935559,10.6927244779107,0.0,WBGene00194836,WBGene00194836,History: N.A.
WBGene00000469,ces-2,I,14961501.0,14965361.0,+,96.7575257697348,-5.92634668802909,1.07411995385115e-08,135.996073806837,122.018822580202,231.666816018211,280.871100245107,138.368031211685,272.597236303123,23.1105619577555,33.0839564423027,44.2810011966641,26.9391317336762,2.11842731190027,2.11293357946738,0.0,WBGene00000469,WBGene00000469,History: N.A.
WBGene00017681,slc-17.5,V,8282333.0,8284900.0,-,31.5279512253335,-3.35105285901983,1.16113149555879e-08,13.6957835416457,15.7071972796792,31.3814917386208,33.9136539209697,17.7350176510564,22.8940639878859,19.6347922261121,18.1734139330011,29.0458189837653,20.5341973925652,2.249776541096,2.24394217978412,0.0,WBGene00017681,WBGene00017681,History: N.A.
WBGene00023414,R01H2.7,III,7035432.0,7045724.0,-,49.6994570993896,-22.5278422523956,1.222023024976e-08,0.0,0.0,0.0,0.0,0.0,0.0,276.450359823319,224.768375132033,227.273043484927,220.742946016872,0.0,0.0,0.0,WBGene00023414,WBGene00023414,History: N.A.
WBGene00000912,daf-16,I,10750343.0,10776700.0,+,232.632418263376,-1.8316337249616,1.29829227110818e-08,61.4304766039965,73.9139183709591,93.2219404625795,84.2456827684726,72.7984651895153,67.4518584922412,55.1226983354217,54.9396599668518,52.6610095712072,54.68048185408,17.5645527268485,26.1585105058114,3.00226120256561,WBGene00000912,WBGene00000912,History: N.A.
WBGene00013882,msa-1,IV,9088594.0,9092193.0,+,5.35447463517728,4.15090329767052,1.34815899493416e-08,0.0,2.88276934200461,1.32698879351882,2.03702142057772,3.34793700555656,0.975899040958272,3.24324693020602,0.0,0.0,0.60976348597505,20.810433005138,29.6520930900044,37.0951657269381,WBGene00013882,WBGene00013882,History: N.A.
WBGene00206415,F59H6.14,II,2033586.0,2034812.0,+,3757.54245307921,-0.940008684918521,1.41494727491264e-08,9373.32422064556,6390.20066236362,7450.41786706386,8761.28608609583,7264.32948616514,7508.84971822375,6474.75842744089,6572.86948421817,6928.45152895498,6002.82265508421,3818.52620417057,4034.09411006018,3463.21199368122,WBGene00206415,WBGene00206415,History: N.A.
WBGene00017405,bath-31,II,3731973.0,3733203.0,+,252.566137426992,-2.80951217242152,1.51620414400212e-08,338.890278967181,378.352469200618,448.7562447784,460.129805830717,317.274859279307,395.271050102168,117.889077506689,165.231027350307,182.698201407884,173.35686772359,42.4532833304814,29.8327012933708,72.2344045337285,WBGene00017405,WBGene00017405,History: N.A.
WBGene00021095,mlt-8,II,569236.0,572110.0,-,85.8002015245038,-3.02986002794145,1.57397829926111e-08,63.8122062792232,113.968684397629,186.423495089484,147.463375671322,89.2721202648313,155.487825531346,87.9100098470843,71.9734500687336,55.5827861426101,60.8713337749205,12.2839361488662,10.7818305152266,24.5240262305868,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00020235,T05A12.4,IV,6887948.0,6897777.0,+,113.059391883433,1.62928479048851,1.88550273476238e-08,25.3710791201732,18.2414730897608,15.1708098821876,14.3520693720913,16.6156411878823,13.4921540095694,12.9343416952174,11.91845712858,11.6625178439482,11.9157616758461,54.1435469770616,50.8496683326745,29.5877285373678,WBGene00020235,WBGene00020235,History: N.A.
WBGene00000112,alh-6,II,1306240.0,1310133.0,-,104.98360758429,-1.41925393515427,1.92394842771224e-08,71.4425205740255,73.882362547273,82.6746255571389,56.605361230521,62.8124105921028,64.9463956697624,65.4405867950047,58.9406071314427,55.6414948688929,51.588348947793,22.8894128021312,27.8159272858688,13.1313576247069,WBGene00000112,WBGene00000112,History: Renamed on 2017-05-16
WBGene00007722,C25D7.15,V,15060249.0,15061530.0,+,65.6599979557623,3.34757030462091,2.00588994841184e-08,7.74118422737319,35.9439068995514,36.6812931902015,61.1005749661592,51.1953068955123,91.8341898180173,15.2598241065377,24.4817142883278,17.199171702319,16.4967643602674,392.535506906634,371.462077538225,349.073454089407,WBGene00007722,WBGene00007722,History: N.A.
WBGene00013236,Y56A3A.18,III,11917836.0,11918719.0,-,210.256565401237,-1.08773729081175,2.05338584084597e-08,591.643987371074,448.487843333928,527.418687078097,542.159528190542,483.154567064315,495.927446635041,478.78835795105,515.875658368926,539.636834604371,449.219912413182,239.485470080002,267.275596144674,105.311921785423,WBGene00013236,WBGene00013236,History: N.A.
WBGene00021649,Y47G6A.25,I,3606411.0,3608345.0,-,29.0072940563935,1.45292388727711,2.08081405291179e-08,14.101035258126,13.113805577396,14.7632098115511,15.611991732364,12.1397494190403,15.4413720829741,20.8475193948561,15.8325171244566,16.2671528756525,15.0751775964746,35.6472340984825,47.6507493181131,36.6841389598806,WBGene00021649,WBGene00021649,History: N.A.
WBGene00009043,F22B5.5,II,8453254.0,8454613.0,-,33.3556609287374,2.32334428813027,2.1293502782211e-08,13.3871761424944,21.1107416429876,25.6437748901372,26.9339498943055,6.05362968526086,18.528180082467,21.9912469911405,16.2835859884013,9.91443231083346,10.749904419412,88.696318449249,83.4398072507048,88.0349659559527,WBGene00009043,WBGene00009043,History: N.A.
WBGene00019629,cid-1,III,5173922.0,5180507.0,+,183.969734601561,-1.30609142736314,2.15680212994535e-08,51.698977087565,53.0648077887718,51.0039555666337,58.4559820488237,45.2996374425306,42.3705204604973,36.1674038135219,41.4203969452569,47.8295999401849,40.1643919493712,15.9133506861446,23.8081237229948,13.7890193299843,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00016885,fbxb-97,II,1846990.0,1848154.0,-,1760.76491611081,-0.952547812458928,2.19237892229634e-08,1502.97213123228,1618.52812747477,2122.65628161759,2255.48235934308,1835.59595217861,1968.92234810694,1780.97091805124,2042.80439143872,1866.61235169651,1648.77745613367,850.59139107793,1127.05927414743,892.383703808415,WBGene00016885,WBGene00016885,History: N.A.
WBGene00018935,skr-18,IV,794632.0,795689.0,-,51.2352589074737,-1.655563226574,2.28653221802679e-08,80.182238031588,84.2949249054498,81.7242705641023,89.7546492971526,82.6982700446874,66.4542079054783,120.168439554253,96.1941994153522,102.495484660804,81.8229050268569,26.0495251852533,28.208996834432,37.1471926073405,WBGene00018935,WBGene00018935,History: N.A.
WBGene00021213,Y18H1A.9,I,748228.0,757010.0,-,31.1374121645634,-3.84764267453634,2.2890595514551e-08,13.4279004062022,24.1349020885262,32.490674729807,36.6021653154361,22.9170732194513,33.9146507419746,14.0887507687157,20.2319953342614,15.8792684535929,17.5785909380484,2.34807983022574,0.585497634575862,0.0,WBGene00021213,WBGene00021213,History: N.A.
WBGene00020100,mks-1,III,3186700.0,3192206.0,+,345.2095095866,1.68972880662469,2.2896843192716e-08,62.6519843468737,175.212558530034,221.767196540861,134.535079722056,127.98744680117,134.567938631537,167.886677342115,162.892852434972,161.49216017304,144.760900387907,474.946107259761,510.103104171528,455.227236905268,WBGene00020100,WBGene00020100,"History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
WBGene00009649,F43C1.5,III,4229141.0,4230427.0,+,18.0731181187837,2.89804529178756,2.55845550371721e-08,12.4309492751734,13.6130774483551,15.0392063265466,16.3527552929712,9.48582151574358,13.8252364135755,3.06306654519457,4.53614181105464,0.0,4.0312141572795,80.7230089782633,64.4109355455097,87.5858079663815,WBGene00009649,WBGene00009649,History: N.A.
WBGene00020930,hlh-30,IV,4014799.0,4028127.0,-,184.226512170804,-3.37270258342821,2.9665495546188e-08,51.3329417203058,59.1184207670226,107.511006096247,149.706984343348,113.379937800825,155.607680677066,48.0526131141394,37.275252273449,41.2644159024017,37.8583590422771,5.24373558923931,10.1115981475895,8.72396190020875,WBGene00020930,WBGene00020930,History: N.A.
WBGene00014250,ZK1307.9,II,9649491.0,9650959.0,+,56.6556975759599,-2.33069898944892,3.11697772916237e-08,62.9435121928194,82.8891302581265,82.9637435298201,72.5986162125695,52.581305051736,73.6878082957071,47.0188488967938,41.5851376180948,48.5782019697056,41.2534403100278,10.7749450077364,12.5381693116618,22.4077397030743,WBGene00014250,WBGene00014250,History: N.A.
WBGene00001811,haf-1,IV,17376427.0,17379317.0,+,10.1411108584615,2.66062147998305,3.2410736231017e-08,2.96226876344556,3.30884673978742,2.01589361398391,3.09453892402659,3.76741847433788,1.31780976878337,3.28465008250652,1.62142941331315,0.0,1.23509540137925,16.559791370046,13.5137837018701,12.5229070113635,WBGene00001811,WBGene00001811,History: N.A.
WBGene00011497,T05F1.13,I,9650499.0,9652946.0,+,146.969800008606,-3.54021886382536,3.42249412489802e-08,130.220713386082,172.404390084399,232.634436323924,285.34918943967,182.021638036366,229.015524590753,66.5735022549981,77.2730171449588,66.9224180981259,80.8498056159273,20.6163963337614,9.04768994284751,0.0,WBGene00011497,WBGene00011497,History: N.A.
WBGene00010233,F58B3.7,IV,11638316.0,11640097.0,+,105.786944428413,1.10836413745873,3.51569588559809e-08,79.2818320438834,75.2167905946448,84.2195554286611,88.5827685412713,61.6461289615731,67.0984807272198,66.7067825397929,63.9764000610966,60.1475560190563,68.7993882842368,135.396273996391,180.350619527427,152.593940990318,WBGene00010233,WBGene00010233,History: N.A.
WBGene00000871,cye-1,I,6780806.0,6784396.0,+,131.364826134703,1.0384046476844,3.90159736102736e-08,57.2673646095593,61.5729964587139,59.8354747436535,55.9397420881729,47.2939819161005,60.8783059852488,50.5798680796232,47.7651855659771,39.6577292433338,44.6534491267883,105.074899981071,117.117319815748,100.611389663946,WBGene00000871,WBGene00000871,History: Renamed on 2015-03-05
WBGene00006640,tsp-14,X,4866684.0,4874657.0,-,183.196144706261,-3.72621971395784,3.94565688242245e-08,142.075849459172,127.707532225241,149.526976175886,230.249518565479,166.099812735852,204.173048911282,37.5700020499087,55.6379871692189,33.3625034176498,52.8695520450285,10.1750125976449,8.84751981136858,6.5108034240496,WBGene00006640,WBGene00006640,History: N.A.
WBGene00022366,Y92H12BL.5,I,1365309.0,1376409.0,+,106.367016710925,-1.80196666316443,4.05569603881764e-08,67.9031622256579,74.3604519577779,95.8423408960559,88.2748531217988,70.2389442870955,84.5816775729961,147.239661212937,123.065789538641,105.605896767563,105.697037094912,30.6743376665328,22.9460922683488,28.7058688537216,WBGene00022366,WBGene00022366,"History: Split into Y92H12BL.6(WBGene00303097). History of WBGene00022366: Split into ""WBGene00303097"" on 2018-03-02"
WBGene00009081,F23B12.4,V,14441057.0,14445346.0,+,78.0463049592934,-5.8870971293306,4.32933917058954e-08,7.04633500045173,24.8688878095092,29.8367801607002,57.01827181995,44.0395723841463,18.8080079950236,135.428487174297,135.90933883764,120.770019292762,106.324568775547,1.36418005560673,0.680321158941619,0.0,WBGene00009081,WBGene00009081,History: N.A.
WBGene00022314,Y77E11A.14,IV,1406542.0,1408131.0,+,8.25394729238642,3.6726736736057,4.39547290431145e-08,4.05077485001339,1.41951538633882,7.35106033375167,2.50764361084913,2.74761726662918,3.6040961133321,3.99254880718465,0.0,0.0,5.25447914293673,32.9378922391666,38.3278865337523,91.330856307013,WBGene00022314,WBGene00022314,History: N.A.
WBGene00007928,C34C12.9,III,3474019.0,3475450.0,-,49.379226012588,-5.32199073104025,4.73311150372139e-08,24.7903535185471,122.017049179685,165.636841477052,181.019395620577,108.916339130408,154.397057478572,66.638224695456,44.4085019890874,52.5750219878802,41.9710297008266,3.81774130669797,0.0,0.0,WBGene00007928,WBGene00007928,History: N.A.
WBGene00016565,C41D11.6,I,4460146.0,4462704.0,-,542.600211399972,-2.56281286354768,4.73311150372139e-08,302.058951496504,330.2606000643,325.820085480166,397.567834840797,444.643713347587,350.165847207522,141.166790181347,128.203173248424,186.645290334632,128.450645714955,39.6081336270123,36.4028978708706,72.450816062226,WBGene00016565,WBGene00016565,History: N.A.
WBGene00045036,K08E4.7,IV,12075744.0,12076950.0,+,56.9430907076191,1.61054802364767,4.73311150372139e-08,28.0209563019275,25.6815077234877,33.0310641704153,32.6913905597854,29.9717149543311,38.994776908162,53.1118878019976,50.3386893087311,35.9170776031226,51.1261509268182,111.001704120984,123.339105376854,97.1961406570047,WBGene00045036,WBGene00045036,History: N.A.
WBGene00007041,tag-180,II,11323051.0,11329429.0,-,7.93247025961408,3.45845723696546,4.76829963532962e-08,1.49864642710537,0.450147033393394,0.518026243068583,1.19281024682271,1.08913204937461,1.33339076181231,0.0,0.937485841759789,0.0,0.595094490139675,10.0098296535102,11.864890283171,0.0,WBGene00007041,WBGene00007041,History: N.A.
WBGene00011805,T16G12.4,III,10057822.0,10058684.0,+,321.962793209943,-1.694013505855,4.94420968103357e-08,451.657823664632,624.023470232598,769.506057041636,699.320770470002,572.311231449863,560.382915963594,444.144649053213,390.108195750699,441.900411568577,395.058987413391,186.715829462766,186.231617990278,70.0686463731052,WBGene00011805,WBGene00011805,History: N.A.
WBGene00017070,praf-3,IV,8379984.0,8381925.0,+,61.1174507571308,-1.81515382546215,5.02739774895796e-08,71.1043939998087,109.495099877184,113.284456351052,137.631795112077,91.7043614565492,103.360437555407,103.642891030497,93.5535743333622,76.7639501713797,89.0784918641813,34.6086548889794,21.6589201700902,16.9347495709935,WBGene00017070,WBGene00017070,History: N.A.
WBGene00010585,K05C4.9,I,14726804.0,14730719.0,-,467.204934407134,-1.27867528793593,5.0953780710566e-08,260.469565870729,257.904927528638,293.214370389692,332.404941425675,274.578470731395,289.064854123097,214.16677994609,186.028204320672,217.014315335541,184.679438440561,102.877009404679,100.727461444649,111.879283737582,WBGene00010585,WBGene00010585,History: N.A.
WBGene00022026,Y65B4A.2,I,638129.0,653986.0,+,37.4272721909204,3.5886739611684,5.12831196210467e-08,0.885415267762489,4.65414880766827,4.01697285997359,4.93306939839173,1.80171624041257,2.75723199927046,6.54516197899123,16.1547164554235,11.8031624910205,11.3211260222524,71.9953928724954,90.9576698381007,59.8890861029594,WBGene00022026,WBGene00022026,History: N.A.
WBGene00019544,miro-1,IV,4712825.0,4715807.0,-,115.658163444438,1.24906343888407,5.60422293735243e-08,40.3452234299199,54.1083452751298,51.7755632344592,50.418486850775,43.3507067055552,50.9929567246602,26.7579583033271,38.5255375767953,36.4416248767358,37.7307670763185,100.921081581248,98.3658577753681,127.520213428184,WBGene00019544,WBGene00019544,History: N.A.
WBGene00012717,Y39E4B.6,III,13070756.0,13074697.0,+,215.207115993665,-2.71449305045554,5.87476144801692e-08,46.0676355491718,80.1882462215315,81.0877168498591,129.384254000465,124.093206058416,125.315035866002,188.693169759035,201.173733741951,198.831215198,182.839080688027,22.5162062022804,24.4994342907578,6.38523344480081,WBGene00012717,WBGene00012717,History: N.A.
WBGene00001025,dnj-7,X,7194564.0,7198291.0,+,138.540318894615,-1.32816936011786,6.13473778572965e-08,68.5505172243147,89.8737451472839,89.2020100437155,111.395527120112,80.289151882874,97.1608065022455,104.883139657441,72.1350429067865,77.0374095358579,70.9001329646715,32.677145566083,37.7102191511049,26.9577082229351,WBGene00001025,WBGene00001025,History: N.A.
