# Note: In the following rows commas have been replaced with semicolons to work better with r
# In order to determine H3K9me2 marked genes; we employed published H3K9me2 ChIP-seq dataset SRX495107 (Gerstein et al.; 2010)
# and performed peak calling analysis using MACS (Lupien et al.; 2008). We then defined H3K9me2 marked genes as genes for which
# a significant H3K9me2 peak (FDR Qvalue < 0.1) overlaps the 1;000 bp centered around their TSS.
WBGene Name,Input,Suggested Match,History
WBGene00021717,WBGene00021717,WBGene00021717,History: N.A.
WBGene00021719,WBGene00021719,WBGene00021719,History: N.A.
WBGene00021720,WBGene00021720,WBGene00021720,History: N.A.
WBGene00021721,WBGene00021721,WBGene00021721,History: N.A.
WBGene00021722,WBGene00021722,WBGene00021722,History: N.A.
WBGene00021724,WBGene00021724,WBGene00021724,History: N.A.
WBGene00021725,WBGene00021725,WBGene00021725,History: N.A.
WBGene00021727,WBGene00021727,WBGene00021727,History: N.A.
WBGene00021728,WBGene00021728,WBGene00021728,History: N.A.
WBGene00021729,WBGene00021729,WBGene00021729,History: N.A.
WBGene00021730,WBGene00021730,WBGene00021730,History: N.A.
WBGene00021736,WBGene00021736,WBGene00021736,History: N.A.
WBGene00021740,WBGene00021740,WBGene00021740,History: N.A.
WBGene00021743,WBGene00021743,WBGene00021743,History: N.A.
WBGene00021748,WBGene00021748,WBGene00021748,History: N.A.
WBGene00021749,WBGene00021749,WBGene00021749,History: N.A.
WBGene00021751,WBGene00021751,WBGene00021751,History: N.A.
WBGene00021752,WBGene00021752,WBGene00021752,History: N.A.
WBGene00021755,WBGene00021755,WBGene00021755,History: N.A.
WBGene00021757,WBGene00021757,WBGene00021757,History: N.A.
WBGene00021758,WBGene00021758,WBGene00021758,History: N.A.
WBGene00021759,WBGene00021759,WBGene00021752,"History: Merged into ""WBGene00021752"" on 2017-11-24"
WBGene00021760,WBGene00021760,,History: Killed on 2016-07-04; Killed on 2016-08-31. Remark: removed in WS252 due to lack of evidence
WBGene00021764,WBGene00021764,WBGene00021764,History: N.A.
WBGene00021765,WBGene00021765,WBGene00021765,History: N.A.
WBGene00021768,WBGene00021768,WBGene00021768,History: N.A.
WBGene00021773,WBGene00021773,WBGene00021773,History: N.A.
WBGene00021774,WBGene00021774,WBGene00021774,History: N.A.
WBGene00021779,WBGene00021779,WBGene00021779,History: N.A.
WBGene00021780,WBGene00021780,WBGene00021780,History: N.A.
WBGene00021786,WBGene00021786,WBGene00021786,History: N.A.
WBGene00021787,WBGene00021787,WBGene00021787,History: N.A.
WBGene00021790,WBGene00021790,WBGene00021790,History: N.A.
WBGene00021791,WBGene00021791,WBGene00021791,History: N.A.
WBGene00021797,WBGene00021797,WBGene00021797,History: N.A.
WBGene00021799,WBGene00021799,WBGene00021799,History: N.A.
WBGene00021801,WBGene00021801,WBGene00021801,History: N.A.
WBGene00021803,WBGene00021803,,History: Killed on 2020-10-20. Remark: [2020-10-20T23:44:09.745Z WBPerson51134] Gene Killed: Removed due to lack of evidence.
WBGene00021804,WBGene00021804,WBGene00021804,History: N.A.
WBGene00021805,WBGene00021805,WBGene00021805,History: N.A.
WBGene00021811,WBGene00021811,WBGene00021811,History: N.A.
WBGene00021812,WBGene00021812,WBGene00021812,History: N.A.
WBGene00021813,WBGene00021813,WBGene00021813,History: N.A.
WBGene00021815,WBGene00021815,WBGene00021815,History: N.A.
WBGene00021818,WBGene00021818,WBGene00021818,History: N.A.
WBGene00021821,WBGene00021821,WBGene00021821,History: N.A.
WBGene00021822,WBGene00021822,,History: Killed on 2020-10-21. Remark: [2020-10-21T12:15:40.094Z WBPerson51134] Gene Killed: Removed as no evidence present for this gene.
WBGene00021829,WBGene00021829,WBGene00021829,History: N.A.
WBGene00021834,WBGene00021834,WBGene00021834,History: N.A.
WBGene00021835,WBGene00021835,WBGene00021835,History: N.A.
WBGene00021837,WBGene00021837,,History: Killed on 2020-10-23. Remark: [2020-10-23T07:44:37.204Z WBPerson51134] Gene Killed: removed due to lack of convincing evidence
WBGene00021848,WBGene00021848,WBGene00021848,History: N.A.
WBGene00021850,WBGene00021850,WBGene00021850,History: N.A.
WBGene00021852,WBGene00021852,WBGene00021852,History: N.A.
WBGene00021853,WBGene00021853,WBGene00021853,History: N.A.
WBGene00021857,WBGene00021857,WBGene00021857,History: N.A.
WBGene00021863,WBGene00021863,WBGene00021863,History: N.A.
WBGene00021865,WBGene00021865,WBGene00021865,History: N.A.
WBGene00021866,WBGene00021866,WBGene00021866,History: N.A.
WBGene00021868,WBGene00021868,WBGene00021868,History: N.A.
WBGene00021869,WBGene00021869,WBGene00021869,History: N.A.
WBGene00021870,WBGene00021870,WBGene00021870,History: N.A.
WBGene00021871,WBGene00021871,WBGene00021871,"History: Split into dib-1(WBGene00235102). History of WBGene00021871: Split into ""WBGene00235102"" on 2012-12-21"
WBGene00021872,WBGene00021872,WBGene00021872,History: N.A.
WBGene00021873,WBGene00021873,WBGene00021873,History: N.A.
WBGene00021875,WBGene00021875,WBGene00021875,History: N.A.
WBGene00021876,WBGene00021876,WBGene00021876,History: N.A.
WBGene00021879,WBGene00021879,WBGene00021879,History: N.A.
WBGene00021880,WBGene00021880,WBGene00021880,History: N.A.
WBGene00021881,WBGene00021881,WBGene00021881,History: N.A.
WBGene00021882,WBGene00021882,WBGene00021882,History: N.A.
WBGene00021883,WBGene00021883,WBGene00021883,History: N.A.
WBGene00021884,WBGene00021884,WBGene00021884,History: N.A.
WBGene00021890,WBGene00021890,WBGene00021890,History: N.A.
WBGene00021891,WBGene00021891,,History: Killed on 2019-05-20. Remark: No evidence for this gene.
WBGene00021892,WBGene00021892,WBGene00021892,"History: Split into Y54G2A.73(WBGene00219425). History of WBGene00021892: Split into ""WBGene00219425"" on 2012-04-10"
WBGene00021893,WBGene00021893,WBGene00021893,History: N.A.
WBGene00021897,WBGene00021897,WBGene00021897,History: N.A.
WBGene00021898,WBGene00021898,WBGene00021898,History: N.A.
WBGene00021905,WBGene00021905,WBGene00021905,History: Renamed on 2012-02-17
WBGene00021909,WBGene00021909,WBGene00021909,"History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
WBGene00021911,WBGene00021911,WBGene00021911,History: N.A.
WBGene00021913,WBGene00021913,WBGene00021913,History: N.A.
WBGene00021915,WBGene00021915,WBGene00021915,History: N.A.
WBGene00021916,WBGene00021916,,History: Killed on 2020-10-19. Remark: [2020-10-19T15:27:38.82Z WBPerson51134] Gene Killed: no convincing evidence for this gene present
WBGene00021918,WBGene00021918,WBGene00021918,History: N.A.
WBGene00021920,WBGene00021920,WBGene00021920,History: N.A.
WBGene00021922,WBGene00021922,WBGene00021922,History: N.A.
WBGene00021926,WBGene00021926,WBGene00021926,History: N.A.
WBGene00021927,WBGene00021927,WBGene00021927,History: N.A.
WBGene00021928,WBGene00021928,WBGene00021928,History: N.A.
WBGene00021929,WBGene00021929,WBGene00021929,History: Renamed on 2005-12-19
WBGene00021930,WBGene00021930,WBGene00021930,History: N.A.
WBGene00021936,WBGene00021936,WBGene00021936,History: Renamed on 2017-06-08
WBGene00021939,WBGene00021939,WBGene00021939,History: N.A.
WBGene00021941,WBGene00021941,WBGene00021941,History: N.A.
WBGene00021942,WBGene00021942,WBGene00021942,History: N.A.
WBGene00021948,WBGene00021948,WBGene00021948,History: N.A.
WBGene00021949,WBGene00021949,WBGene00021949,History: N.A.
WBGene00021953,WBGene00021953,WBGene00021953,History: N.A.
WBGene00021960,WBGene00021960,WBGene00021960,History: N.A.
WBGene00021965,WBGene00021965,WBGene00021965,History: N.A.
WBGene00021966,WBGene00021966,WBGene00021966,History: N.A.
WBGene00021967,WBGene00021967,WBGene00021967,History: N.A.
WBGene00021968,WBGene00021968,WBGene00021968,History: N.A.
WBGene00021969,WBGene00021969,WBGene00021969,History: N.A.
WBGene00021970,WBGene00021970,WBGene00021970,History: N.A.
WBGene00021972,WBGene00021972,WBGene00021972,History: N.A.
WBGene00021974,WBGene00021974,WBGene00021974,History: N.A.
WBGene00021983,WBGene00021983,WBGene00021983,History: N.A.
WBGene00021986,WBGene00021986,WBGene00021986,History: N.A.
WBGene00021992,WBGene00021992,WBGene00021992,History: N.A.
WBGene00021993,WBGene00021993,WBGene00021993,History: N.A.
WBGene00021996,WBGene00021996,WBGene00021996,History: N.A.
WBGene00021997,WBGene00021997,WBGene00021997,History: N.A.
WBGene00021998,WBGene00021998,WBGene00021998,History: N.A.
WBGene00022002,WBGene00022002,WBGene00022002,History: N.A.
WBGene00022003,WBGene00022003,WBGene00022003,History: N.A.
WBGene00022006,WBGene00022006,WBGene00022006,History: N.A.
WBGene00022007,WBGene00022007,WBGene00022007,History: N.A.
WBGene00022013,WBGene00022013,WBGene00022013,"History: Split into Y60C6A.3(WBGene00271832). History of WBGene00022013: Split into ""WBGene00271832"" on 2017-11-14"
WBGene00022014,WBGene00022014,WBGene00022014,History: N.A.
WBGene00022015,WBGene00022015,WBGene00022015,History: N.A.
WBGene00022018,WBGene00022018,WBGene00022018,History: N.A.
WBGene00022020,WBGene00022020,WBGene00022020,History: N.A.
WBGene00022021,WBGene00022021,WBGene00022021,History: N.A.
WBGene00022026,WBGene00022026,WBGene00022026,History: N.A.
WBGene00022027,WBGene00022027,WBGene00022027,History: N.A.
WBGene00022028,WBGene00022028,WBGene00022028,History: N.A.
WBGene00022029,WBGene00022029,WBGene00022029,History: N.A.
WBGene00022030,WBGene00022030,WBGene00022030,History: N.A.
WBGene00022031,WBGene00022031,WBGene00022031,History: N.A.
WBGene00022032,WBGene00022032,WBGene00022032,History: N.A.
WBGene00022033,WBGene00022033,WBGene00022033,"History: Split into Y65B4BM.3(WBGene00302974). History of WBGene00022033: Split into ""WBGene00302974"" on 2018-03-06"
WBGene00022035,WBGene00022035,WBGene00022035,History: N.A.
WBGene00022037,WBGene00022037,WBGene00022037,History: N.A.
WBGene00022038,WBGene00022038,WBGene00022038,History: N.A.
WBGene00022040,WBGene00022040,WBGene00022040,History: N.A.
WBGene00022042,WBGene00022042,WBGene00022042,History: N.A.
WBGene00022043,WBGene00022043,WBGene00022043,History: N.A.
WBGene00022046,WBGene00022046,WBGene00022046,History: N.A.
WBGene00022047,WBGene00022047,WBGene00022047,History: N.A.
WBGene00022051,WBGene00022051,WBGene00022051,History: N.A.
WBGene00022052,WBGene00022052,WBGene00022052,History: N.A.
WBGene00022053,WBGene00022053,WBGene00022053,History: N.A.
WBGene00022054,WBGene00022054,WBGene00022054,History: N.A.
WBGene00022055,WBGene00022055,WBGene00022055,History: N.A.
WBGene00022056,WBGene00022056,WBGene00022056,History: N.A.
WBGene00022057,WBGene00022057,WBGene00022057,History: N.A.
WBGene00022059,WBGene00022059,WBGene00022059,History: N.A.
WBGene00022060,WBGene00022060,WBGene00022060,History: N.A.
WBGene00022061,WBGene00022061,WBGene00022061,History: N.A.
WBGene00022063,WBGene00022063,WBGene00022063,History: N.A.
WBGene00022066,WBGene00022066,WBGene00022066,History: N.A.
WBGene00022067,WBGene00022067,WBGene00022067,History: N.A.
WBGene00022069,WBGene00022069,WBGene00022069,History: N.A.
WBGene00022070,WBGene00022070,WBGene00022070,History: N.A.
WBGene00022071,WBGene00022071,WBGene00022071,History: N.A.
WBGene00022072,WBGene00022072,WBGene00022072,History: N.A.
WBGene00022073,WBGene00022073,WBGene00022073,History: N.A.
WBGene00022075,WBGene00022075,WBGene00022075,History: N.A.
WBGene00022076,WBGene00022076,WBGene00022076,History: N.A.
WBGene00022077,WBGene00022077,WBGene00022077,History: N.A.
WBGene00022078,WBGene00022078,WBGene00022078,History: N.A.
WBGene00022083,WBGene00022083,WBGene00022083,History: N.A.
WBGene00022086,WBGene00022086,WBGene00022086,History: N.A.
WBGene00022087,WBGene00022087,WBGene00022087,History: N.A.
WBGene00022089,WBGene00022089,WBGene00022089,History: N.A.
WBGene00022090,WBGene00022090,WBGene00022090,History: N.A.
WBGene00022093,WBGene00022093,WBGene00022093,History: N.A.
WBGene00022094,WBGene00022094,WBGene00022094,History: N.A.
WBGene00022096,WBGene00022096,WBGene00022096,History: N.A.
WBGene00022097,WBGene00022097,WBGene00022097,History: N.A.
WBGene00022100,WBGene00022100,WBGene00022100,History: N.A.
WBGene00022101,WBGene00022101,WBGene00022101,History: N.A.
WBGene00022104,WBGene00022104,WBGene00022104,History: N.A.
WBGene00022106,WBGene00022106,WBGene00022106,History: N.A.
WBGene00022107,WBGene00022107,WBGene00022107,History: N.A.
WBGene00022108,WBGene00022108,WBGene00022108,History: N.A.
WBGene00022110,WBGene00022110,WBGene00022110,History: N.A.
WBGene00022111,WBGene00022111,WBGene00022111,History: N.A.
WBGene00022112,WBGene00022112,WBGene00022112,"History: Split into Y71F9AL.25(WBGene00304792). History of WBGene00022112: Split into ""WBGene00304792"" on 2019-05-20"
WBGene00022113,WBGene00022113,WBGene00022113,History: N.A.
WBGene00022114,WBGene00022114,WBGene00022114,History: N.A.
WBGene00022115,WBGene00022115,WBGene00022115,History: N.A.
WBGene00022117,WBGene00022117,WBGene00022117,History: N.A.
WBGene00022119,WBGene00022119,WBGene00022119,History: N.A.
WBGene00022125,WBGene00022125,WBGene00022125,History: N.A.
WBGene00022126,WBGene00022126,WBGene00022126,History: N.A.
WBGene00022127,WBGene00022127,WBGene00022127,History: N.A.
WBGene00022129,WBGene00022129,WBGene00022129,History: N.A.
WBGene00022130,WBGene00022130,WBGene00022130,History: N.A.
WBGene00022131,WBGene00022131,WBGene00022131,History: N.A.
WBGene00022133,WBGene00022133,WBGene00022133,History: N.A.
WBGene00022134,WBGene00022134,WBGene00022134,History: N.A.
WBGene00022138,WBGene00022138,WBGene00022138,History: N.A.
WBGene00022139,WBGene00022139,WBGene00022139,"History: Split into Y71G12A.5(WBGene00303094). History of WBGene00022139: Renamed on 2008-05-02; Split into ""WBGene00303094"" on 2018-03-02"
WBGene00022140,WBGene00022140,WBGene00022140,History: N.A.
WBGene00022141,WBGene00022141,WBGene00022141,History: N.A.
WBGene00022143,WBGene00022143,WBGene00022143,History: N.A.
WBGene00022145,WBGene00022145,WBGene00022145,"History: Split into ""WBGene00219273"" on 2011-10-03"
WBGene00022146,WBGene00022146,WBGene00022146,History: N.A.
WBGene00022149,WBGene00022149,WBGene00022149,History: N.A.
WBGene00022155,WBGene00022155,WBGene00022155,History: N.A.
WBGene00022156,WBGene00022156,WBGene00022156,History: N.A.
WBGene00022157,WBGene00022157,WBGene00022157,History: N.A.
WBGene00022158,WBGene00022158,WBGene00022158,"History: Split into Y71G12B.35(WBGene00185098). History of WBGene00022158: Split into ""WBGene00185098"" on 2009-03-13"
WBGene00022159,WBGene00022159,WBGene00022159,History: N.A.
WBGene00022160,WBGene00022160,WBGene00022160,History: N.A.
WBGene00022161,WBGene00022161,WBGene00022161,History: N.A.
WBGene00022162,WBGene00022162,WBGene00022162,History: N.A.
WBGene00022166,WBGene00022166,WBGene00022166,History: N.A.
WBGene00022167,WBGene00022167,WBGene00022167,History: N.A.
WBGene00022178,WBGene00022178,WBGene00022178,History: N.A.
WBGene00022179,WBGene00022179,WBGene00022179,History: N.A.
WBGene00022180,WBGene00022180,WBGene00022180,History: N.A.
WBGene00022181,WBGene00022181,WBGene00022181,History: N.A.
WBGene00022188,WBGene00022188,WBGene00022188,History: N.A.
WBGene00022189,WBGene00022189,WBGene00022189,History: N.A.
WBGene00022196,WBGene00022196,WBGene00022196,History: N.A.
WBGene00022203,WBGene00022203,WBGene00022203,History: N.A.
WBGene00022205,WBGene00022205,WBGene00022205,History: N.A.
WBGene00022207,WBGene00022207,WBGene00022207,History: N.A.
WBGene00022209,WBGene00022209,WBGene00022209,History: N.A.
WBGene00022210,WBGene00022210,WBGene00022210,History: N.A.
WBGene00022211,WBGene00022211,WBGene00022211,History: N.A.
WBGene00022212,WBGene00022212,WBGene00022211,"History: Merged into ""WBGene00022211"" on 2015-10-02"
WBGene00022213,WBGene00022213,WBGene00022213,History: N.A.
WBGene00022214,WBGene00022214,WBGene00022214,History: N.A.
WBGene00022215,WBGene00022215,WBGene00022215,History: N.A.
WBGene00022216,WBGene00022216,WBGene00022216,History: N.A.
WBGene00022217,WBGene00022217,WBGene00022217,"History: Split into fbxa-222(WBGene00045295). History of WBGene00022217: Split into ""WBGene00045295"" on 2007-02-26"
WBGene00022223,WBGene00022223,WBGene00022223,History: N.A.
WBGene00022224,WBGene00022224,WBGene00022224,History: N.A.
WBGene00022225,WBGene00022225,WBGene00022225,History: N.A.
WBGene00022235,WBGene00022235,WBGene00022235,History: N.A.
WBGene00022236,WBGene00022236,WBGene00022236,History: N.A.
WBGene00022237,WBGene00022237,WBGene00022237,History: N.A.
WBGene00022245,WBGene00022245,WBGene00022245,History: N.A.
WBGene00022253,WBGene00022253,WBGene00022253,History: N.A.
WBGene00022267,WBGene00022267,WBGene00022267,History: N.A.
WBGene00022271,WBGene00022271,WBGene00022271,History: N.A.
WBGene00022274,WBGene00022274,WBGene00022274,History: N.A.
WBGene00022275,WBGene00022275,WBGene00022275,History: N.A.
WBGene00022276,WBGene00022276,WBGene00022276,History: N.A.
WBGene00022279,WBGene00022279,WBGene00022279,History: N.A.
WBGene00022282,WBGene00022282,WBGene00022282,History: N.A.
WBGene00022284,WBGene00022284,WBGene00022284,History: N.A.
WBGene00022285,WBGene00022285,WBGene00022285,History: N.A.
WBGene00022286,WBGene00022286,WBGene00022286,History: N.A.
WBGene00022287,WBGene00022287,WBGene00022287,History: N.A.
WBGene00022288,WBGene00022288,WBGene00022288,History: N.A.
WBGene00022291,WBGene00022291,WBGene00022291,History: N.A.
WBGene00022295,WBGene00022295,WBGene00022295,History: N.A.
WBGene00022297,WBGene00022297,WBGene00022297,History: N.A.
WBGene00022298,WBGene00022298,WBGene00022298,History: N.A.
WBGene00022300,WBGene00022300,WBGene00022300,History: N.A.
WBGene00022301,WBGene00022301,WBGene00022301,History: N.A.
WBGene00022302,WBGene00022302,WBGene00022302,History: N.A.
WBGene00022303,WBGene00022303,WBGene00022303,History: N.A.
WBGene00022306,WBGene00022306,WBGene00022306,History: N.A.
WBGene00022308,WBGene00022308,WBGene00022308,History: N.A.
WBGene00022311,WBGene00022311,WBGene00022311,History: N.A.
WBGene00022312,WBGene00022312,WBGene00022312,History: N.A.
WBGene00022313,WBGene00022313,WBGene00022313,History: N.A.
WBGene00022314,WBGene00022314,WBGene00022314,History: N.A.
WBGene00022315,WBGene00022315,WBGene00022315,History: N.A.
WBGene00022318,WBGene00022318,WBGene00022318,History: N.A.
WBGene00022319,WBGene00022319,WBGene00022319,History: N.A.
WBGene00022325,WBGene00022325,WBGene00022325,History: N.A.
WBGene00022327,WBGene00022327,WBGene00022327,History: N.A.
WBGene00022328,WBGene00022328,WBGene00022328,History: N.A.
WBGene00022329,WBGene00022329,WBGene00022329,History: N.A.
WBGene00022334,WBGene00022334,WBGene00022334,History: N.A.
WBGene00022335,WBGene00022335,WBGene00022335,History: N.A.
WBGene00022336,WBGene00022336,WBGene00022336,History: N.A.
WBGene00022339,WBGene00022339,WBGene00022339,History: N.A.
WBGene00022340,WBGene00022340,WBGene00022340,History: N.A.
WBGene00022341,WBGene00022341,WBGene00022341,History: N.A.
WBGene00022342,WBGene00022342,WBGene00022342,History: N.A.
WBGene00022343,WBGene00022343,WBGene00022343,History: N.A.
WBGene00022344,WBGene00022344,WBGene00022344,History: N.A.
WBGene00022346,WBGene00022346,WBGene00022346,History: N.A.
WBGene00022348,WBGene00022348,WBGene00022348,History: N.A.
WBGene00022350,WBGene00022350,WBGene00022350,History: N.A.
WBGene00022351,WBGene00022351,WBGene00022351,History: N.A.
WBGene00022352,WBGene00022352,WBGene00022352,History: N.A.
WBGene00022353,WBGene00022353,WBGene00022353,History: N.A.
WBGene00022356,WBGene00022356,WBGene00022356,History: N.A.
WBGene00022358,WBGene00022358,WBGene00022358,History: N.A.
WBGene00022363,WBGene00022363,WBGene00022363,History: N.A.
WBGene00022374,WBGene00022374,WBGene00022374,History: N.A.
WBGene00022375,WBGene00022375,WBGene00022375,History: N.A.
WBGene00022377,WBGene00022377,WBGene00022377,History: N.A.
WBGene00022379,WBGene00022379,WBGene00022379,"History: Split into Y94H6A.12(WBGene00050885). History of WBGene00022379: Split into ""WBGene00050885"" on 2007-09-06"
WBGene00022381,WBGene00022381,WBGene00022381,History: N.A.
WBGene00022382,WBGene00022382,WBGene00022382,History: N.A.
WBGene00022385,WBGene00022385,WBGene00022385,History: N.A.
WBGene00022386,WBGene00022386,WBGene00022386,History: N.A.
WBGene00022389,WBGene00022389,WBGene00022389,History: N.A.
WBGene00022391,WBGene00022391,WBGene00022391,History: N.A.
WBGene00022410,WBGene00022410,WBGene00022410,History: N.A.
WBGene00022412,WBGene00022412,WBGene00022412,History: N.A.
WBGene00022418,WBGene00022418,WBGene00022418,History: N.A.
WBGene00022423,WBGene00022423,WBGene00022423,History: N.A.
WBGene00022427,WBGene00022427,WBGene00022427,History: N.A.
WBGene00022428,WBGene00022428,WBGene00022428,History: N.A.
WBGene00022429,WBGene00022429,WBGene00022429,History: N.A.
WBGene00022431,WBGene00022431,WBGene00022431,History: N.A.
WBGene00022433,WBGene00022433,WBGene00022433,"History: Split into Y108F1.6(WBGene00304828). History of WBGene00022433: Split into ""WBGene00304828"" on 2019-07-25"
WBGene00022434,WBGene00022434,WBGene00022434,History: N.A.
WBGene00022435,WBGene00022435,WBGene00022435,History: Renamed on 2016-04-26
WBGene00022438,WBGene00022438,WBGene00022438,History: N.A.
WBGene00022439,WBGene00022439,WBGene00022439,History: N.A.
WBGene00022440,WBGene00022440,WBGene00022440,History: N.A.
WBGene00022441,WBGene00022441,WBGene00022441,History: N.A.
WBGene00022442,WBGene00022442,WBGene00022442,History: N.A.
WBGene00022443,WBGene00022443,WBGene00022443,History: N.A.
WBGene00022444,WBGene00022444,WBGene00022444,History: N.A.
WBGene00022445,WBGene00022445,WBGene00022445,History: N.A.
WBGene00022446,WBGene00022446,WBGene00022446,History: N.A.
WBGene00022447,WBGene00022447,WBGene00022447,History: Renamed on 2018-12-11
WBGene00022449,WBGene00022449,WBGene00006710,"History: Merged into ""WBGene00006710"" on 2017-03-03"
WBGene00022457,WBGene00022457,WBGene00022457,History: N.A.
WBGene00022458,WBGene00022458,WBGene00022458,History: Renamed on 2005-03-17
WBGene00022465,WBGene00022465,WBGene00022465,History: N.A.
WBGene00022467,WBGene00022467,WBGene00022467,History: N.A.
WBGene00022474,WBGene00022474,WBGene00022474,History: N.A.
WBGene00022476,WBGene00022476,WBGene00022476,History: N.A.
WBGene00022479,WBGene00022479,WBGene00022479,History: N.A.
WBGene00022481,WBGene00022481,WBGene00022481,History: N.A.
WBGene00022482,WBGene00022482,WBGene00022482,History: N.A.
WBGene00022483,WBGene00022483,WBGene00022483,History: N.A.
WBGene00022484,WBGene00022484,WBGene00022484,History: N.A.
WBGene00022486,WBGene00022486,WBGene00022486,History: N.A.
WBGene00022490,WBGene00022490,WBGene00022490,History: N.A.
WBGene00022495,WBGene00022495,WBGene00022495,History: N.A.
WBGene00022497,WBGene00022497,WBGene00022497,History: N.A.
WBGene00022498,WBGene00022498,WBGene00022498,History: N.A.
WBGene00022500,WBGene00022500,WBGene00022500,History: N.A.
WBGene00022508,WBGene00022508,WBGene00022508,History: N.A.
WBGene00022512,WBGene00022512,WBGene00022512,History: N.A.
WBGene00022517,WBGene00022517,WBGene00022517,History: N.A.
WBGene00022518,WBGene00022518,WBGene00022518,History: Renamed on 2015-03-05
WBGene00022519,WBGene00022519,WBGene00022519,History: N.A.
WBGene00022521,WBGene00022521,WBGene00022521,History: N.A.
WBGene00022523,WBGene00022523,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00022527,WBGene00022527,WBGene00022527,History: N.A.
WBGene00022531,WBGene00022531,WBGene00022531,History: N.A.
WBGene00022535,WBGene00022535,,"History: Killed on 2017-03-03. Remark: This is on the opposite, incorrect strand to the Mucin gene ZC178.2."
WBGene00022553,WBGene00022553,WBGene00022553,History: N.A.
WBGene00022554,WBGene00022554,WBGene00022554,History: Renamed on 2011-09-30; Renamed on 2011-10-14
WBGene00022555,WBGene00022555,WBGene00022555,History: N.A.
WBGene00022556,WBGene00022556,WBGene00022556,History: N.A.
WBGene00022557,WBGene00022557,WBGene00022557,History: N.A.
WBGene00022560,WBGene00022560,WBGene00022560,History: N.A.
WBGene00022561,WBGene00022561,WBGene00022561,History: N.A.
WBGene00022564,WBGene00022564,WBGene00022564,History: N.A.
WBGene00022565,WBGene00022565,WBGene00022565,History: N.A.
WBGene00022578,WBGene00022578,WBGene00022578,History: N.A.
WBGene00022581,WBGene00022581,WBGene00022581,History: N.A.
WBGene00022587,WBGene00022587,WBGene00022587,History: N.A.
WBGene00022590,WBGene00022590,WBGene00022590,History: N.A.
WBGene00022594,WBGene00022594,WBGene00022594,History: N.A.
WBGene00022600,WBGene00022600,WBGene00022600,History: N.A.
WBGene00022601,WBGene00022601,WBGene00022601,History: N.A.
WBGene00022603,WBGene00022603,WBGene00022603,History: N.A.
WBGene00022607,WBGene00022607,WBGene00017152,"History: Merged into ""WBGene00017152"" on 2017-11-14; Merged into ""WBGene00017152"" on 2017-11-14"
WBGene00022608,WBGene00022608,WBGene00022608,History: N.A.
WBGene00022609,WBGene00022609,WBGene00022609,History: N.A.
WBGene00022610,WBGene00022610,WBGene00022610,History: N.A.
WBGene00022619,WBGene00022619,WBGene00022619,History: N.A.
WBGene00022621,WBGene00022621,WBGene00022621,History: N.A.
WBGene00022637,WBGene00022637,WBGene00022637,History: N.A.
WBGene00022638,WBGene00022638,WBGene00022638,History: N.A.
WBGene00022639,WBGene00022639,WBGene00022639,History: N.A.
WBGene00022640,WBGene00022640,WBGene00022640,History: N.A.
WBGene00022641,WBGene00022641,WBGene00022641,History: N.A.
WBGene00022642,WBGene00022642,WBGene00022642,History: N.A.
WBGene00022643,WBGene00022643,WBGene00022643,History: N.A.
WBGene00022645,WBGene00022645,WBGene00022645,History: N.A.
WBGene00022649,WBGene00022649,WBGene00022649,History: N.A.
WBGene00022650,WBGene00022650,WBGene00022650,History: N.A.
WBGene00022651,WBGene00022651,WBGene00022651,History: Killed on 2005-07-26; Resurrected on 2007-10-29
WBGene00022660,WBGene00022660,WBGene00022660,History: N.A.
WBGene00022675,WBGene00022675,WBGene00022675,History: N.A.
WBGene00022677,WBGene00022677,WBGene00022677,History: N.A.
WBGene00022678,WBGene00022678,WBGene00022678,History: N.A.
WBGene00022679,WBGene00022679,WBGene00022679,History: N.A.
WBGene00022680,WBGene00022680,WBGene00022680,History: N.A.
WBGene00022682,WBGene00022682,WBGene00022682,History: N.A.
WBGene00022685,WBGene00022685,WBGene00022685,History: N.A.
WBGene00022689,WBGene00022689,WBGene00022689,"History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
WBGene00022691,WBGene00022691,WBGene00022691,History: N.A.
WBGene00022692,WBGene00022692,,History: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00022705,WBGene00022705,WBGene00022705,History: N.A.
WBGene00022706,WBGene00022706,WBGene00022706,History: N.A.
WBGene00022708,WBGene00022708,WBGene00022708,History: N.A.
WBGene00022709,WBGene00022709,WBGene00022709,History: N.A.
WBGene00022710,WBGene00022710,WBGene00022710,History: N.A.
WBGene00022711,WBGene00022711,WBGene00022711,History: N.A.
WBGene00022712,WBGene00022712,WBGene00022712,History: N.A.
WBGene00022713,WBGene00022713,WBGene00022713,History: N.A.
WBGene00022714,WBGene00022714,WBGene00022714,History: N.A.
