gene_id,gene_name,log2 fold change (MLE): group dpy f4 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f2_smRNAseq_rep1,mutant_f2_smRNAseq_rep2,mutant_f2_smRNAseq_rep3,mutant_f2_smRNAseq_rep4,wt_smRNAseq_rep1,wt_smRNAseq_rep2,wt_smRNAseq_rep3,wt_smRNAseq_rep4,Input,Suggested Match,History
WBGene00007639,C17D12.5,-6.50507333171325,2.58140058785785e-09,0.0,0.0,0.0,1000.53697672725,20703.5389962157,20839.9851583554,22332.1447809206,24924.3164691713,WBGene00007639,WBGene00007639,History: N.A.
WBGene00009478,syx-7,-6.51316083464823,2.68261846007658e-09,0.0,0.0,484.324352397184,0.0,10461.4989987166,10034.0099733079,7461.83169171385,13759.2268731544,WBGene00009478,WBGene00009478,History: Renamed on 2010-04-16
WBGene00014240,htas-1,-6.57400984595772,2.83235789889037e-09,0.0,0.0,0.0,0.0,13446.2818665662,12507.6970793331,12379.398202598,14543.4937903619,WBGene00014240,WBGene00014240,History: N.A.
WBGene00195169,Y50D4A.6,-6.58903479315099,2.88124277514298e-09,0.0,0.0,0.0,0.0,18223.9740430813,11643.7252747166,8991.08589722647,14335.3047176982,WBGene00195169,WBGene00195169,History: N.A.
WBGene00009416,F35E2.9,-6.59187161478731,2.95757313602877e-09,0.0,0.0,0.0,0.0,2835.48468861215,4688.99666062997,2198.32050187187,3154.4838031295,WBGene00009416,WBGene00009416,"History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
WBGene00007306,C04G2.5,-6.48310011137592,2.98231121428376e-09,317.360862320544,0.0,0.0,0.0,14277.8975368385,13554.5408876846,12709.4247590504,10981.6668516258,WBGene00007306,WBGene00007306,History: N.A.
WBGene00009143,F26A3.5,-6.56863565167204,3.03636487735971e-09,0.0,0.0,0.0,0.0,4791.53788534485,7009.41915991742,5143.6070497457,6059.56852284506,WBGene00009143,WBGene00009143,History: N.A.
WBGene00009161,F26E4.6,-6.57081331802799,3.1408338135744302e-09,0.0,0.0,0.0,0.0,14578.3274478774,12053.9759913367,16953.6285491404,21624.5676307078,WBGene00009161,WBGene00009161,History: N.A.
WBGene00012786,Y43C5B.3,-6.56083884967602,3.20218685464885e-09,0.0,0.0,0.0,0.0,6589.31128713684,4301.30564514736,4839.74670177271,6001.68151280346,WBGene00012786,WBGene00012786,History: N.A.
WBGene00003442,msp-49,-6.56591767890414,3.20237754868283e-09,0.0,0.0,0.0,0.0,9665.4265803327,14530.5133580105,12943.3187280959,17486.8950281944,WBGene00003442,WBGene00003442,History: N.A.
WBGene00010289,F58H1.6,-6.58657043219979,3.30357526383194e-09,0.0,0.0,0.0,0.0,4562.32451908632,2694.51595255142,6568.93840347876,6767.46324082488,WBGene00010289,WBGene00010289,History: N.A.
WBGene00012784,Y43C5A.4,-6.54799588182606,3.45142818956155e-09,0.0,0.0,0.0,0.0,8415.56595353823,9741.68281294316,9569.26217672758,6796.3639956622,WBGene00012784,WBGene00012784,History: N.A.
WBGene00012609,Y38F1A.7,-6.53947023922099,3.774394794946891e-09,0.0,0.0,0.0,0.0,13431.6153287536,7598.72308503985,10961.4584984885,11622.1043745318,WBGene00012609,WBGene00012609,History: N.A.
WBGene00044392,C25H3.16,-6.53383626444948,3.77834590981734e-09,0.0,0.0,0.0,0.0,13010.7893328792,15778.2084022422,10759.5986631844,13509.5666086916,WBGene00044392,WBGene00044392,History: N.A.
WBGene00012138,T28F4.3,-6.55255911875577,3.79370438318865e-09,0.0,0.0,0.0,0.0,3865.16451555636,2343.64609537122,4395.04280635961,5351.11756256064,WBGene00012138,WBGene00012138,History: N.A.
WBGene00011008,R04B5.11,-6.53194048459812,3.80175533465033e-09,0.0,0.0,0.0,0.0,13717.4842647713,12009.3824546584,13762.9627322656,9774.85020890061,WBGene00011008,WBGene00011008,History: N.A.
WBGene00020860,nspd-10,-6.532117640164,4.04236807338209e-09,0.0,0.0,0.0,0.0,17081.2330639286,25220.5069956432,14188.8156317031,17947.1970057569,WBGene00020860,WBGene00020860,History: N.A.
WBGene00010147,F56D5.2,-6.53326338420638,4.07303611626472e-09,0.0,0.0,0.0,0.0,4830.46795334267,7132.204704049,3745.0093728652,5373.90767143015,WBGene00010147,WBGene00010147,History: N.A.
WBGene00014103,best-26,-6.52396108293189,4.14508406432467e-09,0.0,0.0,0.0,0.0,6458.96284421902,4068.98506183315,4053.74211214034,4258.1406268516,WBGene00014103,WBGene00014103,History: N.A.
WBGene00007688,C18E9.8,-6.5351318709854,4.20563649305257e-09,0.0,0.0,0.0,0.0,2739.8023600385,3136.68573997843,2287.53434117781,4741.39084757584,WBGene00007688,WBGene00007688,History: N.A.
WBGene00011039,R05H5.4,-6.51261867890047,4.23364387912895e-09,0.0,0.0,0.0,0.0,4791.82856345,5546.92033986196,4210.39302972305,4699.10836428334,WBGene00011039,WBGene00011039,History: N.A.
WBGene00015348,C02F5.5,-6.03445432849139,4.259610679380251e-09,0.0,513.590094181091,711.420293050795,0.0,19669.5230946431,16771.8285064805,18585.4107030139,15955.9120036899,WBGene00015348,WBGene00015348,History: N.A.
WBGene00013290,Y57G11A.2,-6.50659550198646,4.52265845396519e-09,0.0,0.0,0.0,0.0,2344.82918223043,3554.47338342841,2726.88092024627,3043.39971358369,WBGene00013290,WBGene00013290,History: N.A.
WBGene00007335,C05C12.1,-6.51041104611808,4.6220390783057e-09,0.0,0.0,0.0,0.0,3951.89503639324,5718.28861052436,3829.82665831337,6269.07350215438,WBGene00007335,WBGene00007335,History: N.A.
WBGene00018083,F36A4.4,-6.49541967325304,4.67566838079873e-09,0.0,0.0,0.0,0.0,13772.3542018304,11387.5633186728,11305.6482953411,11916.9388118225,WBGene00018083,WBGene00018083,History: N.A.
WBGene00016358,C33F10.12,-6.50147190371581,4.676052531005811e-09,0.0,0.0,0.0,0.0,5839.38966872218,4574.13504722196,3574.11744288728,4520.84173437881,WBGene00016358,WBGene00016358,History: N.A.
WBGene00014024,ZK637.4,-6.95484235055893,4.67820441973545e-09,0.0,0.0,0.0,0.0,44594.778851043,17412.1763282459,15366.1546657711,24652.7786177297,WBGene00014024,WBGene00014024,History: N.A.
WBGene00003452,msp-59,-6.49329909050988,4.71337996400788e-09,0.0,0.0,0.0,0.0,14181.8552728335,11726.1560753485,13056.6081699173,13805.1807576783,WBGene00003452,WBGene00003452,History: N.A.
WBGene00195186,F19G12.10,-6.4926822296566,4.72752407095201e-09,0.0,0.0,0.0,0.0,6857.83139780429,7182.43603289016,6025.70921183841,7120.73093257223,WBGene00195186,WBGene00195186,History: N.A.
WBGene00001246,elo-8,-6.51153477258074,5.008881620963341e-09,0.0,0.0,0.0,0.0,10074.26092179,4511.98790438118,5206.97676239081,5811.36912493632,WBGene00001246,WBGene00001246,"History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
WBGene00021296,Y25C1A.13,-6.51358460491759,5.11224577414402e-09,0.0,0.0,0.0,0.0,9311.93658000706,3849.75095289817,4512.15209743816,6043.07241978831,WBGene00021296,WBGene00021296,History: N.A.
WBGene00019834,R02F2.5,-6.50578403393328,5.13448950367799e-09,0.0,0.0,0.0,0.0,11222.2349153515,9720.87509742362,5386.00952211352,6011.18285556779,WBGene00019834,WBGene00019834,History: N.A.
WBGene00002204,kin-21,-6.47268144686606,5.4251218768472715e-09,0.0,0.0,0.0,0.0,3723.06287895503,3899.28818942444,3078.88025472251,3865.7889744234,WBGene00002204,WBGene00002204,History: N.A.
WBGene00019810,R01H2.2,-6.46859729452666,5.53046845533506e-09,0.0,0.0,0.0,0.0,4641.74073220367,4605.58440965511,4798.25494242469,4016.40412927107,WBGene00019810,WBGene00019810,History: N.A.
WBGene00015106,B0280.11,-6.47402769391469,5.5477496759683906e-09,0.0,0.0,0.0,0.0,4954.08424526275,3132.42325735815,4518.64440261433,4538.82561601367,WBGene00015106,WBGene00015106,"History: Split into B0280.17(WBGene00044674). History of WBGene00015106: Split into ""WBGene00044674"" on 2005-11-18"
WBGene00008259,C52E4.7,-6.47801856438628,5.7388567222692605e-09,0.0,0.0,0.0,0.0,3620.28120265418,5986.80237560927,6860.98042859713,6961.23535943837,WBGene00008259,WBGene00008259,History: N.A.
WBGene00013988,ZK512.10,-6.49386209134284,5.86543528073941e-09,0.0,0.0,0.0,0.0,13066.7497171067,19807.5895802342,9286.30012311467,22612.7871192079,WBGene00013988,WBGene00013988,History: N.A.
WBGene00021010,W03G1.2,-6.39620950792921,5.97374232597485e-09,0.0,0.0,394.302752834713,0.0,11242.4600173256,5915.47097640451,5282.51952870809,9138.30463480184,WBGene00021010,WBGene00021010,History: N.A.
WBGene00016447,msd-4,-6.47382102676279,6.51379196567293e-09,0.0,0.0,0.0,0.0,8342.38711915964,19160.6597770104,15810.085335463,10426.719918811,WBGene00016447,WBGene00016447,History: N.A.
WBGene00021018,W04B5.1,-6.44966789050673,6.582906087876961e-09,0.0,0.0,0.0,0.0,7344.35165410598,7473.99348177721,7007.99522413826,10754.477555997,WBGene00021018,WBGene00021018,History: N.A.
WBGene00022761,ZK546.4,-6.45792662693753,6.808434355414511e-09,0.0,0.0,0.0,0.0,6604.38980266805,9101.31339407992,12516.3175572415,13969.1311732788,WBGene00022761,WBGene00022761,History: N.A.
WBGene00007888,ttr-9,-5.22307349708014,6.87334224906241e-09,0.0,0.0,2911.96256596568,0.0,16773.0534670935,19416.1352407038,20156.1477545188,25398.4203150523,WBGene00007888,WBGene00007888,History: N.A.
WBGene00016445,C35D10.8,-6.35102632180468,6.8842972358783e-09,0.0,0.0,761.081125195574,0.0,14466.7586153681,12505.4410012163,12745.3646908156,18776.6893043423,WBGene00016445,WBGene00016445,History: N.A.
WBGene00010324,F59C6.3,-6.4746937353174,6.935175642012211e-09,0.0,0.0,0.0,0.0,8870.12937000672,13690.5011989196,5043.07101576446,7163.4668684206,WBGene00010324,WBGene00010324,"History: Split into F59C6.14(WBGene00044792). History of WBGene00010324: Split into ""WBGene00044792"" on 2006-03-20"
WBGene00010265,F58G1.3,-6.43202405592333,7.20945232029417e-09,0.0,0.0,0.0,0.0,5593.9700251139,3537.01732553033,4847.1729761594,4840.34882689787,WBGene00010265,WBGene00010265,History: N.A.
WBGene00019608,ani-2,-6.43289287145933,7.20945232029417e-09,0.0,0.0,0.0,0.0,1709.15291658357,1601.62634580489,1236.74852425984,1971.86048015596,WBGene00019608,WBGene00019608,History: N.A.
WBGene00000875,cyk-4,-6.43422422407985,7.220655466413261e-09,0.0,0.0,0.0,0.0,2787.57327298276,2881.10393894315,1755.95493237077,2562.78254017689,WBGene00000875,WBGene00000875,History: N.A.
WBGene00175035,F54C9.14,-6.44057126080992,7.220655466413261e-09,0.0,0.0,0.0,0.0,9622.68559483761,5304.29486496603,6039.34203810954,5550.87647609515,WBGene00175035,WBGene00175035,History: N.A.
WBGene00005012,F26F4.2,-6.33473563060797,7.575582196194291e-09,0.0,0.0,0.0,720.386623243621,14258.4372913068,10717.7066528685,14571.7244695507,17384.710737247,WBGene00005012,WBGene00005012,History: N.A.
WBGene00021870,samt-1,-6.43321925446582,7.65760786061269e-09,0.0,0.0,0.0,0.0,3670.5303412455,3468.51347989272,2642.45645162592,5217.77256181075,WBGene00021870,WBGene00021870,History: N.A.
WBGene00019720,M01H9.4,-6.44001694689346,7.682804879394781e-09,0.0,0.0,0.0,0.0,6061.77561700283,5896.62557926305,2764.48755265577,5862.20581567493,WBGene00019720,WBGene00019720,"History: Split into M01H9.10(WBGene00271788). History of WBGene00019720: Split into ""WBGene00271788"" on 2017-09-21"
WBGene00012223,W03C9.8,-6.32424221605282,7.91610784934813e-09,704.633103007352,0.0,0.0,0.0,30526.9573101101,20386.942002739,26398.051575273,25398.4203150523,WBGene00012223,WBGene00012223,History: N.A.
WBGene00011533,T06E4.5,-6.41237489502685,8.074674479269871e-09,0.0,0.0,0.0,0.0,7423.94943835614,6522.08666590653,5036.24399054266,7226.76701747881,WBGene00011533,WBGene00011533,History: N.A.
WBGene00010114,F55D12.6,-6.40895604127705,8.166443390096791e-09,0.0,0.0,0.0,0.0,9775.42663602551,9598.24785089092,7578.78216547079,7401.16863479353,WBGene00010114,WBGene00010114,History: N.A.
WBGene00019972,R09A1.2,-6.40538995156574,8.21754879627672e-09,0.0,0.0,0.0,0.0,4279.97688847117,3791.64150455254,4266.2823756004,4761.48498585585,WBGene00019972,WBGene00019972,History: N.A.
WBGene00194894,T05B4.14,-6.41757401598092,8.321209943996881e-09,0.0,0.0,0.0,0.0,6523.80915597859,6374.9170244917,10575.4803478463,9750.31596867748,WBGene00194894,WBGene00194894,History: N.A.
WBGene00010309,rpn-6.2,-6.40962676996278,8.571017169267391e-09,0.0,0.0,0.0,0.0,3730.90090606862,3084.86622409867,3099.136045872,5073.00026819071,WBGene00010309,WBGene00010309,"History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
WBGene00003019,lin-33,-6.40148443858833,8.88165585101457e-09,0.0,0.0,0.0,0.0,5250.14968693319,7346.3841713331,5322.80993189315,4542.84806033937,WBGene00003019,WBGene00003019,History: N.A.
WBGene00219307,F56D6.17,-6.39883302600708,8.9880874801162e-09,0.0,0.0,0.0,0.0,11780.5372169888,14985.6077361137,14051.2655920222,9409.34766034153,WBGene00219307,WBGene00219307,History: N.A.
WBGene00013303,Y57G11C.5,-6.3986249614314,9.0685228840864e-09,0.0,0.0,0.0,0.0,2630.31974824875,2768.00275125736,3707.74245550999,4138.11334530959,WBGene00013303,WBGene00013303,History: N.A.
WBGene00013638,Y105C5A.14,-6.42486325539409,9.15873585724868e-09,0.0,0.0,0.0,0.0,8288.78340595824,5363.62098953607,3911.60231649799,3118.31139099397,WBGene00013638,WBGene00013638,"History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
WBGene00011173,acs-18,-6.39522426673159,9.63524530262912e-09,0.0,0.0,0.0,0.0,3140.07163744424,2749.06976390266,1575.2410605557,2876.86621352439,WBGene00011173,WBGene00011173,History: N.A.
WBGene00015796,C15F1.5,-6.39522426673159,9.63524530262912e-09,0.0,0.0,0.0,0.0,5465.21992136128,4784.69047003059,2741.66956015766,5007.1171478246,WBGene00015796,WBGene00015796,History: N.A.
WBGene00010014,F54B3.2,-6.38323560445317,9.7704870451352e-09,0.0,0.0,0.0,0.0,4888.2048418782,5389.03190510283,4295.07510996688,3383.73162041244,WBGene00010014,WBGene00010014,"History: Split into F54B3.4(WBGene00175034). History of WBGene00010014: Split into ""WBGene00175034"" on 2008-12-09"
WBGene00017179,wht-4,-6.39252522010684,9.7704870451352e-09,0.0,0.0,0.0,0.0,3372.0644431243,3485.20637775381,1797.34841092542,3100.14016956882,WBGene00017179,WBGene00017179,History: N.A.
WBGene00017312,pitr-5,-6.38135379894492,9.7704870451352e-09,0.0,0.0,0.0,0.0,2577.32284982168,3374.14545341499,2497.71303803046,3345.15779759226,WBGene00017312,WBGene00017312,History: N.A.
WBGene00015582,C07H6.9,-4.59306861688903,9.809600978852233e-09,972.393682150146,676.911744130679,0.0,900.483279054526,13772.3542018304,22105.2699715413,14446.106155158,16823.9136166907,WBGene00015582,WBGene00015582,History: N.A.
WBGene00022849,acs-6,-5.17162820569947,1.01002853131978e-08,0.0,0.0,254.381971307908,488.596461776737,5934.27537342284,5088.43913253388,3748.78312077988,6085.69854103478,WBGene00022849,WBGene00022849,History: N.A.
WBGene00009782,F46C5.7,-6.38808584868739,1.02327047408021e-08,0.0,0.0,0.0,0.0,8177.71011905061,10367.9026335791,5072.0719135671,6604.27295406206,WBGene00009782,WBGene00009782,History: N.A.
WBGene00019305,snap-29,-6.37134261629408,1.07845012732014e-08,0.0,0.0,0.0,0.0,3204.6617185942,3974.62420374376,5465.98678132699,4713.97896037284,WBGene00019305,WBGene00019305,History: Renamed on 2009-07-21
WBGene00006529,tba-2,-6.36415291868372,1.10018754603819e-08,0.0,0.0,0.0,0.0,2893.35172307362,3189.79364668706,2093.63857321131,2336.65466898481,WBGene00006529,WBGene00006529,History: N.A.
WBGene00000843,cup-2,-6.38000735705973,1.10780366511915e-08,0.0,0.0,0.0,0.0,4180.28112724775,5184.64911613222,4861.38987587765,8681.06997765256,WBGene00000843,WBGene00000843,History: Renamed on 2005-08-18; Renamed on 2013-11-18
WBGene00011909,T22A3.6,-6.35774318747008,1.10894932206121e-08,0.0,0.0,0.0,0.0,3475.84167392343,3095.04730074586,3938.52800901137,3932.98310621206,WBGene00011909,WBGene00011909,"History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
WBGene00021959,Y57E12AL.6,-6.36595655701024,1.11773206923466e-08,0.0,0.0,0.0,0.0,12452.3998208232,6662.22723675145,10789.9998800221,10140.9967550878,WBGene00021959,WBGene00021959,History: N.A.
WBGene00022780,ZK622.1,-6.37946699135903,1.13801510549478e-08,0.0,0.0,0.0,0.0,6045.8095706016,2749.41168800265,3046.71284907615,4969.75060194531,WBGene00022780,WBGene00022780,History: N.A.
WBGene00008255,C51E3.10,-6.86541574615102,1.14883079062545e-08,0.0,0.0,0.0,0.0,12274.8254918275,19622.0639478022,6978.79524403769,24074.6238622678,WBGene00008255,WBGene00008255,History: N.A.
WBGene00004042,plk-1,-6.36563538305514,1.16247347796231e-08,0.0,0.0,0.0,0.0,2272.72340785239,2312.84131481841,1626.4779593355,3327.99327045744,WBGene00004042,WBGene00004042,History: N.A.
WBGene00008878,ppfr-1,-6.24649928966387,1.20584809745305e-08,45.2950289803497,0.0,0.0,0.0,1584.95510822367,1560.12825089501,1521.36956130503,1567.34801720614,WBGene00008878,WBGene00008878,History: N.A.
WBGene00020187,gsp-4,-6.38443729964551,1.2061312652384e-08,0.0,0.0,0.0,0.0,1762.44775009561,3643.1653325106,5237.89200694634,5337.5360459044,WBGene00020187,WBGene00020187,History: N.A.
WBGene00016961,vps-32.1,-6.34311980501109,1.23081821307458e-08,0.0,0.0,0.0,0.0,4897.70775314027,3573.20412057761,3797.13965980714,3240.73727206286,WBGene00016961,WBGene00016961,History: Renamed on 2007-06-04
WBGene00021471,Y39G10AR.15,-6.95279237521053,1.30190687359091e-08,0.0,0.0,0.0,0.0,5073.12151829864,5162.67179810622,1361.47017044088,4389.66917583852,WBGene00021471,WBGene00021471,"History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
WBGene00007986,C36F7.5,-6.33516173266489,1.3269959050476e-08,0.0,0.0,0.0,0.0,4133.35960439089,4971.10698184996,4369.83932256534,6502.74954262935,WBGene00007986,WBGene00007986,History: N.A.
WBGene00006509,tag-164,-6.2460743149945,1.33010095286883e-08,0.0,0.0,0.0,508.747615285043,13731.1607196714,7569.00187349471,8161.6418955695,8712.94961316371,WBGene00006509,WBGene00006509,History: N.A.
WBGene00011884,enol-1,-6.32886257401583,1.33930077710596e-08,0.0,0.0,0.0,0.0,2705.38048180533,3253.70572339663,3813.5493136818,3192.15118713772,WBGene00011884,WBGene00011884,History: N.A.
WBGene00013238,trap-4,-6.34587861976766,1.34423480761719e-08,0.0,0.0,0.0,0.0,8230.72478552148,8749.94193358279,4557.99399102607,10174.1132176407,WBGene00013238,WBGene00013238,History: N.A.
WBGene00002855,let-721,-6.33476675915146,1.34803094041131e-08,0.0,0.0,0.0,0.0,2613.34994342133,1828.39288432931,3117.07976160492,3131.00129342878,WBGene00002855,WBGene00002855,History: N.A.
WBGene00016288,C31H1.5,-6.33093067042272,1.34803094041131e-08,0.0,0.0,0.0,0.0,3778.630981626,4998.930341823,4980.20369560525,6212.18825243164,WBGene00016288,WBGene00016288,History: N.A.
WBGene00043147,nspd-6,-6.23608926535391,1.38499098799828e-08,0.0,0.0,1309.56975731976,0.0,23761.0448766381,17775.526047879,20176.1259150252,31329.448075774,WBGene00043147,WBGene00043147,History: Killed on 2004-10-04; Resurrected on 2006-10-03
WBGene00012360,tat-3,-6.31720310528652,1.43816743155961e-08,0.0,0.0,0.0,0.0,1259.93543150951,911.546784725889,1098.91604736985,885.784720940977,WBGene00012360,WBGene00012360,History: N.A.
WBGene00009125,F25H5.2,-6.32109346856279,1.45167422194868e-08,0.0,0.0,0.0,0.0,7651.83926763272,7513.15032484142,4820.06519216298,5379.54734890246,WBGene00009125,WBGene00009125,History: N.A.
WBGene00004468,rpn-12,-6.31526364724405,1.46844214116293e-08,0.0,0.0,0.0,0.0,5950.16964519095,4919.85121777156,5677.6639273527,7524.82012045957,WBGene00004468,WBGene00004468,History: N.A.
WBGene00015246,scl-23,-6.33290738780495,1.46901005490843e-08,0.0,0.0,0.0,0.0,8040.12671629154,3798.80906883336,4155.61531544777,4637.97240535738,WBGene00015246,WBGene00015246,History: N.A.
WBGene00007082,acs-10,-6.31411128772081,1.47879292502285e-08,0.0,0.0,0.0,0.0,2975.08482259547,3784.50093674736,2483.9779682168,2772.302149643,WBGene00007082,WBGene00007082,History: N.A.
WBGene00011900,T21C12.4,-6.3165844919639,1.47879292502285e-08,0.0,0.0,0.0,0.0,6525.27897892688,5395.37587079038,5837.28226731777,8686.44858358667,WBGene00011900,WBGene00011900,"History: Split into T21C12.8(WBGene00043998). History of WBGene00011900: Split into ""WBGene00043998"" on 2004-11-08"
WBGene00011867,chc-1,-6.32420471759847,1.49674692897478e-08,0.0,0.0,0.0,0.0,1126.23514707222,807.056223860581,698.526308022308,1364.31180858242,WBGene00011867,WBGene00011867,History: Renamed on 2008-04-30
WBGene00016839,C50F2.5,-6.30971613392488,1.49829261711578e-08,0.0,0.0,0.0,0.0,3753.53737047389,3362.21492488636,4607.62157038782,4601.13467637936,WBGene00016839,WBGene00016839,History: N.A.
WBGene00021968,Y57G7A.5,-6.33575356768788,1.50874581746559e-08,0.0,0.0,0.0,0.0,10854.4741864394,4487.46852853051,5355.22655754415,5976.82680251901,WBGene00021968,WBGene00021968,History: N.A.
WBGene00004908,snf-9,-6.32465457206967,1.56693070207032e-08,0.0,0.0,0.0,0.0,1153.57391725474,2316.4286653118,2172.00096081726,2994.49235447606,WBGene00004908,WBGene00004908,History: N.A.
WBGene00000881,cyn-5,-6.33703722582832,1.61193576960203e-08,0.0,0.0,0.0,0.0,4562.7323793151,6287.76594935184,11005.3592083698,4825.381982259,WBGene00000881,WBGene00000881,History: N.A.
WBGene00012180,W01D2.3,-6.29114953009793,1.63715543095685e-08,0.0,0.0,0.0,0.0,6679.58701675418,5522.96426458183,6288.31373579368,6192.54770932371,WBGene00012180,WBGene00012180,History: N.A.
WBGene00010906,M88.3,-6.30162911883635,1.65592430632441e-08,0.0,0.0,0.0,0.0,5745.66299617457,4750.75649506583,3062.50323209101,5282.33103360929,WBGene00010906,WBGene00010906,History: N.A.
WBGene00013121,spe-38,-6.19591169338257,1.68810289080943e-08,392.094226673446,0.0,0.0,0.0,16986.7746322387,11884.5537481405,10637.0346864768,13002.3525935445,WBGene00013121,WBGene00013121,History: N.A.
WBGene00019259,H34C03.2,-6.30271433353437,1.70433985538104e-08,0.0,0.0,0.0,0.0,850.985800904006,1319.30803401579,1484.46012281264,1840.85189258257,WBGene00019259,WBGene00019259,History: N.A.
WBGene00003469,msp-142,-6.28767022266242,1.70642626811897e-08,0.0,0.0,0.0,0.0,10825.9039972465,14172.9138644559,10491.5073267827,10928.67439837,WBGene00003469,WBGene00003469,History: N.A.
WBGene00012819,Y43F8B.9,-6.28668560889411,1.76629341105169e-08,0.0,0.0,0.0,0.0,6690.33281311318,10057.9078949592,6601.5630686843,7894.10361143518,WBGene00012819,WBGene00012819,History: N.A.
WBGene00021691,Y48G8AL.13,-6.29729521195577,1.76853494934191e-08,0.0,0.0,0.0,0.0,4992.63649831931,5779.37139765404,2838.54038274335,3744.02350412521,WBGene00021691,WBGene00021691,History: N.A.
WBGene00018134,F37A4.4,-6.31118305025401,1.85405057123474e-08,0.0,0.0,0.0,0.0,1237.36785713229,2418.25511120679,959.317868869385,1265.33646334918,WBGene00018134,WBGene00018134,History: N.A.
WBGene00007863,C32C4.3,-6.26811063928817,1.88453234938905e-08,0.0,0.0,0.0,0.0,4504.34422337116,3724.38177969021,3991.0504969874,4175.91183893235,WBGene00007863,WBGene00007863,History: N.A.
WBGene00009178,uggt-2,-6.27157653443715,1.8906250722486e-08,0.0,0.0,0.0,0.0,1329.96467570926,1178.21880711354,957.456664578341,1397.38963553266,WBGene00009178,WBGene00009178,History: N.A.
WBGene00013657,Y105C5B.18,-6.27188013913663,1.89332226245503e-08,0.0,0.0,0.0,0.0,10142.5788101485,8386.31193495189,7371.96680708207,6582.12582812624,WBGene00013657,WBGene00013657,History: N.A.
WBGene00016807,C50D2.3,-6.26585426460785,1.89332226245503e-08,0.0,0.0,0.0,0.0,8618.49449426185,8222.46316453702,8223.78490295767,8604.70213619612,WBGene00016807,WBGene00016807,History: N.A.
WBGene00007512,C10C6.3,-6.2965517163116,1.9128100385551e-08,0.0,0.0,0.0,0.0,4924.85399672106,6108.11549365607,2863.63938585133,7457.40851803664,WBGene00007512,WBGene00007512,History: N.A.
WBGene00000019,abt-1,-6.26622838055852,1.92602075367231e-08,0.0,0.0,0.0,0.0,1020.96847191004,1125.57305743211,923.470070099505,1251.5163633504,WBGene00000019,WBGene00000019,History: N.A.
WBGene00010563,K04G2.4,-6.27271772166265,1.9692375267326e-08,0.0,0.0,0.0,0.0,6716.17394786001,3470.75992644706,5532.41281004024,5811.36912493632,WBGene00010563,WBGene00010563,History: N.A.
WBGene00021016,W03G9.5,-6.27522090472466,2.03318065644747e-08,0.0,0.0,0.0,0.0,4141.81228251848,2283.08338719933,2997.02863240882,4778.43490589941,WBGene00021016,WBGene00021016,History: N.A.
WBGene00018359,F42G8.8,-6.27345235276865,2.08500780965393e-08,0.0,0.0,0.0,0.0,4644.52856447526,2743.06578953433,3600.85258291871,6028.22457600505,WBGene00018359,WBGene00018359,"History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
WBGene00003426,msp-19,-6.2573845448601,2.13986419661059e-08,0.0,0.0,0.0,0.0,9750.02550007303,13924.8103394763,12369.4182662375,8436.49935191454,WBGene00003426,WBGene00003426,History: N.A.
WBGene00022143,Y71G12B.3,-6.25594035859034,2.2374347148022e-08,0.0,0.0,0.0,0.0,6114.25269781595,12006.8647644164,8888.08828250083,11242.395105493,WBGene00022143,WBGene00022143,History: N.A.
WBGene00021113,gsp-3,-6.25247826923647,2.24194897525229e-08,0.0,0.0,0.0,0.0,2924.68766231269,5441.07400021529,5101.82684807809,4745.01173755941,WBGene00021113,WBGene00021113,History: N.A.
WBGene00219660,linc-19,-6.24224980168133,2.25536001586721e-08,0.0,0.0,0.0,0.0,6807.88640723205,7974.48411671764,5717.92047305609,7854.30140835231,WBGene00219660,WBGene00219660,History: N.A.
WBGene00015422,C04E6.5,-6.27244368484589,2.26899626052941e-08,0.0,0.0,0.0,0.0,3246.54755609987,1858.41861659634,2710.62947209849,4970.07312453613,WBGene00015422,WBGene00015422,History: N.A.
WBGene00008498,F01D5.8,-6.15492618712543,2.28338911713022e-08,0.0,0.0,0.0,252.802717308963,6368.29800923559,4137.23937329989,2997.6296247551,4329.56788750695,WBGene00008498,WBGene00008498,History: N.A.
WBGene00021639,Y47G6A.13,-6.26045938537406,2.2965238544161e-08,0.0,0.0,0.0,0.0,2748.09525936436,2272.241064465,3835.02316666929,4993.5293129594,WBGene00021639,WBGene00021639,History: N.A.
WBGene00013524,Y73F8A.15,-6.2537309453415,2.30298784006639e-08,0.0,0.0,0.0,0.0,7827.42495131028,10517.0732553812,14412.7293083387,16085.6661995331,WBGene00013524,WBGene00013524,History: N.A.
