gene_id,gene_name,log2 fold change (MLE): group dpy f3 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f1_smRNAseq_rep1,mutant_f1_smRNAseq_rep2,mutant_f1_smRNAseq_rep3,mutant_f1_smRNAseq_rep4,wt_smRNAseq_rep1,wt_smRNAseq_rep2,wt_smRNAseq_rep3,wt_smRNAseq_rep4,Input,Suggested Match,History
WBGene00044312,K04C2.8,-2.45566237430048,5.8034385622247905e-09,907.291631457865,423.572941991632,737.905225115979,232.059632890686,3000.88518243277,3400.24303995066,2671.22833304234,2885.11677300791,WBGene00044312,WBGene00044312,History: N.A.
WBGene00044026,cisd-1,-2.08210635269009,5.82442653643616e-09,1042.08277271066,1204.08937442565,1067.88980893189,399.803112845376,3791.38053011481,4179.83110407539,3384.78225890396,3678.25374356514,WBGene00044026,WBGene00044026,History: N.A.
WBGene00012223,W03C9.8,-3.57091359368222,5.88302946825617e-09,188.179005043113,790.669491717713,0.0,433.177981395947,5394.18373533595,3602.41965313691,4664.59657296856,4487.95942467898,WBGene00012223,WBGene00012223,History: N.A.
WBGene00012169,W01B6.2,-2.05942207473181,6.5540872822001105e-09,968.178642351061,451.998300981957,472.454977605326,330.177086068162,2431.35328966691,1961.31262923775,1793.05050679347,3027.420516631,WBGene00012169,WBGene00012169,History: N.A.
WBGene00011414,T04A8.13,-2.76162783152291,6.56034120315822e-09,670.064003049158,156.411109313424,217.986681181051,171.383490345873,2216.25006592512,2036.0989192861,1527.3196624557,2485.87660793572,WBGene00011414,WBGene00011414,"History: Split into T04A8.18(WBGene00119203). History of WBGene00011414: Split into ""WBGene00119203"" on 2008-08-26"
WBGene00009239,irld-6,-2.26755748268675,7.54726127565087e-09,316.498509396095,83.114251871606,289.58620656593,333.924525573353,1483.00227852366,1190.14386555711,1251.20459042938,1094.50418144822,WBGene00009239,WBGene00009239,History: N.A.
WBGene00007888,ttr-9,-2.63576727454555,8.753034834898661e-09,940.895025215564,423.572941991632,590.324180092783,412.55045847233,2963.83721721755,3430.87586013039,3561.63777738979,4487.95942467897,WBGene00007888,WBGene00007888,History: N.A.
WBGene00010574,K04H4.5,-2.192495159958,9.12987356801716e-09,589.527870509638,541.846430901895,539.399506214178,395.809619777227,2112.36479987617,2216.82869850082,2204.58740532292,2741.67963945769,WBGene00010574,WBGene00010574,History: N.A.
WBGene00013478,Y69E1A.8,-2.41776028615974,9.69062941606003e-09,369.473412340746,277.21643764493,231.810226816922,243.002282246507,1513.00275503325,1443.47825822559,1263.24650672487,1812.69775787034,WBGene00013478,WBGene00013478,History: N.A.
WBGene00006048,ssp-31,-4.09707565441544,1.01101458093259e-08,264.986762203567,139.173966654393,0.0,304.992660370616,5696.91853680888,2053.27417547599,3510.75723771279,2527.91183920693,WBGene00006048,WBGene00006048,History: N.A.
WBGene00017802,F26A1.3,-2.32119638155078,1.01455088501812e-08,240.006494417279,294.126127926414,292.797883533389,153.46724541138,1234.84086647105,1057.4834559644,1094.12425192965,1335.60345170668,WBGene00017802,WBGene00017802,History: N.A.
WBGene00235383,ZK616.65,-2.24945395730299,1.01529451243643e-08,340.30041389567,238.306034923655,221.414543960252,232.104684265737,1709.16914422129,1034.05839115753,969.585574884514,1262.48363548046,WBGene00235383,WBGene00235383,History: N.A.
WBGene00007305,C04G2.2,-3.37931522169796,1.08835759319806e-08,156.815837535927,109.815207183016,153.047009653684,80.2181447029531,1440.75420281409,1095.97423309721,848.920832245236,1645.58512238229,WBGene00007305,WBGene00007305,History: N.A.
WBGene00009075,F23B2.7,-2.51170489821211,1.14472138066349e-08,524.771705749558,551.231761691188,438.993963025118,57.5236349428798,2231.60514721329,1981.86564553144,2114.61463658704,2073.99695352948,WBGene00009075,WBGene00009075,History: N.A.
WBGene00008743,F13D12.9,-2.08925631674174,1.38163865324366e-08,556.472200627491,155.874842652921,325.858947411216,199.261871442136,1349.73146872087,1183.65217174499,1363.53281103426,1274.06756696029,WBGene00008743,WBGene00008743,History: N.A.
WBGene00005012,F26F4.2,-2.98074785628787,1.38693141713236e-08,311.624432351395,109.112389857044,608.270035167604,318.818994307417,2519.4987416123,1893.84347479198,2574.85730827864,3071.91846700426,WBGene00005012,WBGene00005012,History: N.A.
WBGene00014169,ZK945.7,-2.5277596853775,1.46764457780361e-08,670.064003049158,78.2055546567119,653.960043543152,171.383490345873,2380.41673747513,1764.61906338129,2100.06453587658,2201.77642417163,WBGene00014169,WBGene00014169,History: N.A.
WBGene00006704,ubc-7,-2.58354065194187,1.57554593325387e-08,365.139239256884,230.130181082068,748.363724369591,168.106190755457,1449.24638731661,2662.88452586048,1935.06304440862,2090.00585131282,WBGene00006704,WBGene00006704,History: N.A.
WBGene00009502,F37A8.2,-3.38066282417025,1.59237657087132e-08,149.359869800323,104.593931994866,145.770234654813,76.4040918106348,1427.14216924149,1452.33395306133,638.335288372972,1282.37245524186,WBGene00009502,WBGene00009502,History: N.A.
WBGene00018575,clec-119,-2.95595937278438,1.68886649978394e-08,102.185346390148,143.1169856467,149.594217725506,52.2722642817774,1013.94021903815,776.267164051013,640.523356168024,844.847765779022,WBGene00018575,WBGene00018575,History: N.A.
WBGene00009941,F52F12.8,-3.18364975134724,1.79451989729202e-08,710.303684243697,149.223727922654,831.879150940377,0.0,3445.70396828815,2978.55579323136,2914.27296643625,4065.67877859321,WBGene00009941,WBGene00009941,History: N.A.
WBGene00008383,D1081.5,-2.66167990327132,1.82494484296681e-08,394.661135196802,345.467293113742,288.882045577319,201.886394571566,2538.17974453205,1259.20443802658,1293.14096378806,2635.48255576893,WBGene00008383,WBGene00008383,History: N.A.
WBGene00077682,F58B4.7,-2.44928010376287,1.8489265820641e-08,1298.43513479748,909.26991547537,2851.26578984814,332.103119070226,8350.61135951045,5326.43477285243,5919.21220293941,6606.27627312745,WBGene00077682,WBGene00077682,History: N.A.
WBGene00020289,T06C10.3,-2.04808417362643,1.96587771743223e-08,387.824114336164,285.165296072025,681.306042974467,148.791720013542,1582.04106657392,1166.68224813574,1524.88665622319,1442.9030838484,WBGene00020289,WBGene00020289,History: N.A.
WBGene00010980,R02D5.7,-2.46851944804505,2.32021262013074e-08,671.604380067661,823.046044180292,819.329249956363,171.777475381151,4442.68978732576,2755.05246871678,3157.33840566273,2562.77958871324,WBGene00010980,WBGene00010980,History: N.A.
WBGene00019951,R08C7.8,-2.18647323954217,2.32021262013074e-08,436.082329067163,229.035243192788,319.201319882244,460.092482339104,1863.03671928625,1689.51191600879,1258.01896630482,1976.05870890147,WBGene00019951,WBGene00019951,History: N.A.
WBGene00013556,Y75B8A.23,-2.28722182073247,2.44861872399113e-08,1641.28036701928,574.679019612242,1601.83471339783,839.58653697529,6031.74175245538,6317.24473684121,3896.95325860653,5741.05820786181,WBGene00013556,WBGene00013556,History: N.A.
WBGene00014121,ZK858.8,-2.42073402534423,2.44861872399113e-08,761.099141147408,319.79012267598,222.842187561402,233.601256086912,2013.88048194524,2150.83337186955,1951.67459797973,2178.21242885943,WBGene00014121,WBGene00014121,History: N.A.
WBGene00016445,C35D10.8,-2.76861905240646,2.44861872399113e-08,316.177386720165,221.413128768353,771.44637171216,323.477064029441,2556.30959985014,2209.74025569275,2252.1353247791,3317.8842889591,WBGene00016445,WBGene00016445,History: N.A.
WBGene00023424,C53D6.10,-3.13395829674103,2.44861872399113e-08,300.100570446258,315.232251127825,439.332171008959,76.7572694307148,2426.32775578996,1823.80920145606,2223.12476805313,2576.60043395283,WBGene00023424,WBGene00023424,History: N.A.
WBGene00009714,F44G4.5,-2.54187376856955,2.5711086753454e-08,497.866232667745,313.781795984598,728.851173274065,305.616367242539,2524.94383788879,2723.12616199,2212.89566635964,2659.73546272386,WBGene00009714,WBGene00009714,History: N.A.
WBGene00002219,klp-7,-2.55115231550742,2.7164988118078e-08,208.332953838344,54.7093811958706,190.618116716683,79.9285485126897,1119.73128080078,712.185422229233,534.224928063124,645.92051406932,WBGene00002219,WBGene00002219,History: N.A.
WBGene00013121,spe-38,-3.4392364105634,2.78858331647365e-08,314.137532612293,329.976985454771,0.0,160.695057614625,3001.60223982403,2100.02804664433,1879.58855234467,2297.5456796663,WBGene00013121,WBGene00013121,History: N.A.
WBGene00000777,cpn-1,-2.46445879706575,3.02479194938595e-08,531.600874021486,139.60131762672,486.398121775528,203.952785508839,1391.97206460622,1938.42730275535,1703.96973600482,2091.93113817687,WBGene00000777,WBGene00000777,History: N.A.
WBGene00007639,C17D12.5,-2.41470123402508,3.16418878443857e-08,1442.70570533053,757.724929562808,422.409746644169,332.103119070226,3658.36307178553,3682.47342320662,3946.14146862628,4404.18418208497,WBGene00007639,WBGene00007639,History: N.A.
WBGene00013771,Y113G7C.1,-2.37615309643714,3.16418878443857e-08,209.966871733098,44.1107656278478,81.9682561405244,21.4814436656032,524.710379270662,408.331926432078,418.767034085704,454.021250983048,WBGene00013771,WBGene00013771,History: N.A.
WBGene00015500,C06A5.2,-2.58343820014015,3.16418878443857e-08,173.587584865973,364.68044738317,508.247021363305,466.187533454194,2966.41274421112,2057.14949634824,1632.13571772227,2401.17829111835,WBGene00015500,WBGene00015500,History: N.A.
WBGene00009269,F30A10.12,-2.12842328073037,3.21747456928997e-08,1293.7306596714,864.794756566249,1033.06731516237,451.227063954111,4019.70422585131,3859.73534264669,2814.84275954999,4712.35739591292,WBGene00009269,WBGene00009269,History: N.A.
WBGene00022034,deps-1,-2.26372567276755,3.21747456928997e-08,158.191415058172,365.569044964513,46.3168581846677,169.935806541782,872.035438545369,865.242815603059,892.425085421238,1056.37641428847,WBGene00022034,WBGene00022034,History: N.A.
WBGene00014813,M176.9,-2.74789683131972,3.96874033679868e-08,182.981276042486,153.766051095046,53.5750806059403,112.323490102669,927.995142222937,900.749961587221,625.62135741327,1047.35918929938,WBGene00014813,WBGene00014813,History: N.A.
WBGene00015944,C18A3.7,-2.76851771562461,3.99491003235388e-08,537.654300123179,423.572941991632,393.549453395189,515.688073090413,3852.98838238282,3185.81329869251,2068.0477417102,3975.04977614423,WBGene00015944,WBGene00015944,History: N.A.
WBGene00010915,M110.7,-3.37660675888171,4.06787993895422e-08,77.8205055317638,20.4360933954608,56.962656874401,14.9282193169116,364.639906960943,407.911296825512,448.996280751885,426.873935089334,WBGene00010915,WBGene00010915,History: N.A.
WBGene00016327,C32E12.1,-2.05052504506667,4.28135213082186e-08,262.385852874779,196.868486318282,493.868208403258,258.856357242959,991.824509872571,1400.97399080671,1089.34693399939,1287.30845391485,WBGene00016327,WBGene00016327,History: N.A.
WBGene00194691,ZK1098.12,-2.86440384138183,4.77271427289908e-08,440.894782613745,347.344195215549,484.085872639752,253.729038338882,3281.10366296554,2511.99527110566,1507.43944047693,3469.97745670425,WBGene00194691,WBGene00194691,History: N.A.
WBGene00015931,C17H12.5,-2.62459719713549,4.89397618599397e-08,406.891233049349,47.489723997669,132.370742332783,138.761748915136,1345.80087568712,1112.76492469062,888.809283606415,1207.62362235094,WBGene00015931,WBGene00015931,History: N.A.
WBGene00012595,Y38E10A.17,-2.76470600636976,5.11824149321851e-08,201.307772836818,35.2430199796655,147.352237201454,102.977711339605,1146.70632179324,642.29187614069,630.923781321062,864.19311712423,WBGene00012595,WBGene00012595,History: N.A.
WBGene00014127,ZK892.3,-2.5703240978972,5.33960588823275e-08,264.832341013472,119.22245395219,110.771786707387,116.119971702876,959.360945398304,793.24009178714,1034.82730820619,866.207553294683,WBGene00014127,WBGene00014127,History: N.A.
WBGene00015093,B0261.5,-2.30680807317657,5.36005388442282e-08,524.973774176878,459.536682349412,1152.80287999251,402.820494829115,1832.82575083595,3030.91526457611,2318.42459094241,4507.31450575576,WBGene00015093,WBGene00015093,History: N.A.
WBGene00012924,Y47D3A.5,-2.44871861669484,5.43069765939597e-08,614.955747197723,461.402189855567,257.218384289413,337.046467256657,3002.53955706349,1841.94857578719,1802.19586693013,2681.8442245443,WBGene00012924,WBGene00012924,History: N.A.
WBGene00012711,Y39E4A.1,-3.82606551071576,5.6968502059465e-08,291.783176358984,153.247738563265,427.155923572755,111.944871596705,1608.46446732144,3856.84415512411,3117.56260688523,4036.1378915877,WBGene00012711,WBGene00012711,History: N.A.
WBGene00013886,ZC412.5,-2.06478381447317,5.69766389244741e-08,946.036528085595,621.086007838367,1038.71249174796,907.385571230125,3780.91693092589,2695.01860597674,3841.01884753582,4286.85960346385,WBGene00013886,WBGene00013886,History: N.A.
WBGene00011808,T16G12.7,-2.95155248499438,5.7880631497295e-08,303.656486154696,127.586985333307,88.9075706220188,233.000317401936,1540.0031639883,830.438848277586,1297.76927976045,2491.25829991067,WBGene00011808,WBGene00011808,History: N.A.
WBGene00012012,T25B9.6,-2.23325138503119,7.26437630351458e-08,265.257433053622,139.316125966604,194.161783442161,203.536130175828,1133.23632924919,1178.81600352539,680.195477865867,822.410542173042,WBGene00012012,WBGene00012012,History: N.A.
WBGene00019216,H20J04.1,-2.1653815441644,7.32305567481114e-08,199.836111550208,131.195159023957,109.706263557066,210.838840502452,963.902811794204,751.452898568382,491.085083208469,857.87542985014,WBGene00019216,WBGene00019216,History: N.A.
WBGene00020435,T11F8.4,-3.02608523020187,8.04534366253795e-08,116.139099713549,81.3300461069204,170.021812155524,59.4102180805413,853.627534833678,811.68753578219,827.260202781112,738.626595832676,WBGene00020435,WBGene00020435,History: N.A.
WBGene00010254,F58E6.5,-3.05100645371806,8.73106154558644e-08,310.63041502332,195.775819121491,90.949466980802,47.6703041727597,1506.8772378064,1019.41335365597,1327.57450723821,1422.40398225232,WBGene00010254,WBGene00010254,History: N.A.
WBGene00022162,Y71G12B.27,-2.7797189610391,9.02393392322926e-08,296.446377807644,155.696903334824,1084.95654103811,568.669724435318,3431.7580929495,2702.40221859586,2913.99573346761,4524.84676241606,WBGene00022162,WBGene00022162,History: N.A.
WBGene00020660,T21G5.2,-2.40016355085017,9.62403439904939e-08,269.384882738066,226.374252815445,315.49275682967,206.703186143294,1425.5934034019,1276.96914794065,1151.29905399496,1387.72919637791,WBGene00020660,WBGene00020660,History: N.A.
WBGene00012871,Y45F10B.3,-2.18387992136937,1.04009324137414e-07,1790.94501351376,1881.24810098352,1638.65849991273,515.332426143454,5429.95418450926,5714.18289807924,6506.03065409289,7474.7738004136,WBGene00012871,WBGene00012871,History: N.A.
WBGene00009458,F36A2.11,-2.31336949550055,1.08481547262203e-07,899.608638427814,236.242183581938,329.245472268839,230.094539771519,2396.90923219205,2118.54603487844,1537.90155388149,2360.06549884389,WBGene00009458,WBGene00009458,History: N.A.
WBGene00013854,cyc-2.2,-2.64086143480966,1.15998317332402e-07,946.775619123161,710.367121465133,198.004568739454,207.564449418891,2684.12507984265,4438.69564404369,2659.02110678919,3096.69200302849,WBGene00013854,WBGene00013854,History: N.A.
WBGene00235285,F56D6.18,-1.93945036001077,1.16719799015229e-07,3160.98441055566,2043.30318084353,2135.77961786378,1119.44871596705,8310.39974782742,6428.07359187352,8313.50028502727,8582.59206831867,WBGene00235285,WBGene00235285,History: N.A.
WBGene00011499,T05G5.4,-2.62487332870259,1.24633195013598e-07,541.014639498949,454.634957737685,1108.82558494094,0.0,1789.4167198951,3452.31883425621,2589.65533878599,3406.36120333134,WBGene00011499,WBGene00011499,History: N.A.
WBGene00006727,ubq-1,-3.35840845958515,1.28345156884854e-07,91.85957798355,72.3684934495784,33.6194527750046,0.0,430.422132836458,293.086848327375,529.996670983035,679.147167271901,WBGene00006727,WBGene00006727,History: N.A.
WBGene00002344,let-70,-3.14013940058384,1.29885417629235e-07,180.505347747564,316.011323728697,88.0835894299704,0.0,1260.38619751647,1096.98996454586,1388.60110182487,1147.985914005,WBGene00002344,WBGene00002344,History: N.A.
WBGene00007306,C04G2.5,-2.18937010397697,1.40277520591726e-07,762.788264567709,623.19413266915,372.227909901846,260.132991438819,2522.93741186254,2395.11862428816,2245.78465597816,1940.48585046172,WBGene00007306,WBGene00007306,History: N.A.
WBGene00020940,W02D7.4,-1.82475491817409,1.41678685702805e-07,1416.47469250634,661.287211254814,1152.02658175683,422.676696998469,2516.02835767068,3012.93280080542,3766.77140187054,3077.92417270711,WBGene00020940,WBGene00020940,History: N.A.
WBGene00008498,F01D5.8,-2.9374203430019,1.46516408292071e-07,145.809672633069,114.87126950138,53.3645103845806,83.9115123984288,1125.29294008002,731.059735496622,529.688065605541,765.044627362458,WBGene00008498,WBGene00008498,History: N.A.
WBGene00014062,ZK673.6,-2.60117413982276,1.46516408292071e-07,276.557004216715,217.876177829561,202.43278593171,318.309698789354,1295.85023378985,1638.70907696324,1241.04888440223,2176.58862832674,WBGene00014062,WBGene00014062,History: N.A.
WBGene00015820,C16A11.7,-3.12728919214139,1.46516408292071e-07,239.858707167022,0.0,351.141107124155,184.047295051234,1322.22910337076,1457.69971889776,1776.85711141192,1830.55684908088,WBGene00015820,WBGene00015820,History: N.A.
WBGene00009185,F27C8.5,-2.30065595120593,1.50628788129198e-07,459.185439400632,37.1029617304966,103.419143628877,189.721585975918,778.85384979112,1030.38273927746,966.13909732417,1246.76391852072,WBGene00009185,WBGene00009185,History: N.A.
WBGene00015192,B0432.11,-2.41293476484469,1.52081922368596e-07,562.905405259022,492.740199860208,274.688419060515,359.938351593453,2689.29680446662,2651.24402630741,1603.83278620107,2237.4942218414,WBGene00015192,WBGene00015192,History: N.A.
WBGene00009031,F21H7.5,-2.85176894756535,1.67086277422731e-07,288.541141066106,121.235988730049,84.4819493288338,177.12166350412,763.484467155242,1630.80965884865,1085.18890387223,1541.46446372974,WBGene00009031,WBGene00009031,History: N.A.
WBGene00045382,T05E12.8,-2.6289323691712,1.72584311082711e-07,1108.42023702224,665.319450347832,463.620453633844,121.501141123253,3142.39033737676,3897.3912972091,3519.04384016215,3474.33736925148,WBGene00045382,WBGene00045382,History: N.A.
WBGene00013474,Y69E1A.2,-3.43433441543036,1.74866600997955e-07,204.639107139083,107.478713413164,0.0,39.25568783336,1071.67589213576,886.106826759445,1005.77630516849,976.104650284789,WBGene00013474,WBGene00013474,History: N.A.
WBGene00008433,marc-2,-2.98610946810927,1.8096245883056e-07,403.867849081642,212.115843423492,147.810564533341,232.420534341527,1669.7512160763,1840.82763879469,2071.2639901421,2504.32323728587,WBGene00008433,WBGene00008433,History: N.A.
WBGene00007249,C01G12.9,-2.03055153312534,1.90613238848931e-07,452.942488882841,475.780769725484,552.570889505454,579.249626285278,2247.17448544966,1720.42466823399,2322.94664940936,2160.48279281058,WBGene00007249,WBGene00007249,History: N.A.
WBGene00022530,ZC155.2,-2.35303629572591,2.02275956157645e-07,911.822426121825,383.119346408161,667.43113058243,279.862178991763,3417.98699305805,2743.01416204947,1324.96410792622,3653.40067773024,WBGene00022530,WBGene00022530,History: N.A.
WBGene00007354,C06A1.3,-2.46939346820965,2.1083668721247e-07,267.387795469003,0.0,313.153848418247,328.273264319828,1297.10602430617,1072.50196780847,1097.05333250525,1632.52296700019,WBGene00007354,WBGene00007354,History: N.A.
WBGene00022102,Y69F12A.1,-2.78832014574894,2.12473598213543e-07,209.425021741529,54.9961642424619,229.940789503882,160.695057614625,981.293039942473,1384.10939437922,805.53795100486,1248.66613025342,WBGene00022102,WBGene00022102,History: N.A.
WBGene00000552,cmd-1,-3.22895384174314,2.25418141818231e-07,88.3289207345224,46.3913222181311,258.618212231124,33.8880733745128,681.682559960037,1006.50694876274,792.751634322243,926.901007709209,WBGene00000552,WBGene00000552,History: N.A.
WBGene00016512,C38C3.3,-2.70896097367463,2.392679356257e-07,229.81152828274,60.3497731510201,252.324406181252,220.422424161654,1710.23898892629,1152.22777780485,883.953149775244,1260.60028441868,WBGene00016512,WBGene00016512,"History: Split into C38C3.10(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
WBGene00219667,linc-66,-2.34428443656128,2.392679356257e-07,724.573177900378,456.664578084728,1060.73876110422,555.976203800601,2875.84829983141,3434.70496265286,3468.28840015981,3732.61982507899,WBGene00219667,WBGene00219667,History: N.A.
WBGene00006661,twk-6,-2.8457914547719,2.48804191304418e-07,186.556772241017,65.3211146174835,273.109749985454,190.863861534613,1096.960441315,1473.89638244107,1063.07690426354,1364.44283658344,WBGene00006661,WBGene00006661,History: N.A.
WBGene00015917,C17G10.3,-2.66912589146724,2.48804191304418e-07,293.2328669371,123.207305619969,343.422558247292,90.000845276484,1099.19003570792,1550.40257364971,1152.96308153461,1174.89669491596,WBGene00015917,WBGene00015917,History: N.A.
WBGene00008832,obr-2,-2.48380432025595,2.52536224971759e-07,320.94088783836,240.802414055977,134.240385586071,105.541245467233,1364.80936263185,626.934413000522,1254.07038197869,1224.68045317511,WBGene00008832,WBGene00008832,History: N.A.
WBGene00007446,mboa-4,-2.76151246672594,2.53957262064521e-07,152.667270405347,120.273798343303,279.371525558313,0.0,925.741748093878,730.649488731472,685.09400496984,910.256320702085,WBGene00007446,WBGene00007446,History: N.A.
WBGene00015287,osta-1,-2.66594309423521,2.55695864787658e-07,230.54601115012,96.8682438361544,202.504672574442,106.14091163466,864.2069385857,882.695156485962,906.484468223588,1231.63886484088,WBGene00015287,WBGene00015287,History: N.A.
WBGene00015994,C18H7.4,-2.55880759402115,2.5585355312068e-07,387.303545055176,152.562066354928,425.244711386748,37.1479998959984,1974.89690189765,1677.0612425917,910.393375731733,877.511529568104,WBGene00015994,WBGene00015994,History: N.A.
WBGene00010373,H08M01.1,-2.26211204489353,2.58086993649663e-07,400.751584814037,180.410697514954,419.05728833747,219.644920019991,1704.20639990009,1304.73122987763,1174.44686566258,1474.61523953738,WBGene00010373,WBGene00010373,History: N.A.
WBGene00020414,T10E9.4,-2.76796328119463,2.6347881670985e-07,92.7453667712485,97.4217766580753,226.290935702234,23.721651362159,477.177791972026,648.190475003206,634.201307457794,855.276838931679,WBGene00020414,WBGene00020414,History: N.A.
WBGene00013879,ZC376.8,-2.71583249677355,2.86201641221664e-07,210.102772620951,220.696581426061,410.10655013997,161.21510634477,1158.19852420395,1085.33370656228,1616.2897398803,2271.57557935208,WBGene00013879,WBGene00013879,History: N.A.
WBGene00017114,E03H12.7,-2.41523425509847,2.95081332999918e-07,591.093384581553,620.897514361026,288.443681319994,226.777547164798,2715.35162351305,2245.1672453433,1684.14611236895,2537.50179307342,WBGene00017114,WBGene00017114,History: N.A.
WBGene00008053,cdc-48.2,-2.39618042498577,3.14429025278954e-07,171.49143289778,77.2021626347012,107.594935465968,75.1931590347681,675.251592413244,580.65955595037,544.455839421314,444.053947604086,WBGene00008053,WBGene00008053,History: N.A.
WBGene00011401,T03F6.6,-2.6513989927423,3.345365541642e-07,334.648230617907,175.760937269724,367.431158485585,256.7807621677,1752.52152979417,1296.52621905056,2145.33303102669,1755.85629037698,WBGene00011401,WBGene00011401,"History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
WBGene00002186,kel-10,-3.18109200626214,3.38929255464652e-07,64.6953231089925,101.936089178853,47.3553527627992,49.6417218341145,534.952681582989,619.250015113221,580.640210490133,648.037190469341,WBGene00002186,WBGene00002186,History: N.A.
WBGene00007613,C15H11.1,-2.33997286972328,3.53357326331133e-07,1175.0544206312,617.151526340749,1075.13792980699,225.409356834995,2429.07247044583,3481.32991689701,4143.11374498729,4483.89792293718,WBGene00007613,WBGene00007613,"History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
WBGene00017941,F31A9.2,-2.75031545938851,3.53357326331133e-07,320.601267851229,841.91658840312,234.672081468983,492.004620844779,2474.25521763273,2922.59795492589,4247.582830813,3364.30736131491,WBGene00017941,WBGene00017941,History: N.A.
WBGene00045306,ZC250.5,-2.26480298236967,3.78666870312225e-07,380.215266412146,499.233116110196,974.078112686042,291.745053355982,3143.92395882008,2252.92507067127,1787.46342145864,2357.65716189578,WBGene00045306,WBGene00045306,History: N.A.
WBGene00006409,hdl-2,-2.68494643613873,3.81051261132774e-07,197.031128193851,34.4943063533904,144.221840659997,75.5925157215992,615.479701329624,808.260208323586,477.17473183787,908.488296285547,WBGene00006409,WBGene00006409,History: N.A.
WBGene00009938,F52F12.5,-2.13464468063387,3.99165381902753e-07,1057.35760162661,444.268688343015,619.167381074515,405.663419059722,2448.06196207147,3277.21285336559,2349.85012128092,2824.34449787615,WBGene00009938,WBGene00009938,History: N.A.
WBGene00010474,K01D12.15,-2.48542180036307,4.10655474885963e-07,343.501358412031,360.821395029909,1760.04061101737,658.934760059972,3408.41279980019,2818.21945653568,4550.98160444251,5079.23026951763,WBGene00010474,WBGene00010474,History: N.A.
WBGene00008878,ppfr-1,-2.30043545009575,4.21846113530603e-07,48.3858816768205,38.1191971272514,106.251752928941,46.4090440288186,280.065221671675,275.678258744407,268.829508937299,276.954008096455,WBGene00008878,WBGene00008878,History: N.A.
WBGene00194816,ZK616.61,-2.25457649180518,4.22302218404425e-07,290.607684601047,366.312857622128,170.174025058081,312.182878266551,1922.38143587656,1324.58837482653,1291.6812663084,1108.93178264225,WBGene00194816,WBGene00194816,History: N.A.
WBGene00020223,T05A7.6,-2.76044007230538,4.7659553085255e-07,190.466176521005,0.0,79.6665490318006,62.634703931937,569.973473227273,421.669885156428,511.667022990886,752.758324290245,WBGene00020223,WBGene00020223,History: N.A.
WBGene00020531,T15B12.2,-2.44263814863406,4.81468798642745e-07,345.066284874045,103.561493789905,144.331348511675,189.124783069605,923.920553932169,1078.49856195443,926.983687817961,1410.7936232476,WBGene00020531,WBGene00020531,History: N.A.
WBGene00001686,gpd-4,-2.83851389878855,4.86420344703987e-07,283.997186088687,59.6633802805361,166.303049859909,130.749259476467,1377.67866448616,673.118032925845,1165.19925254713,1354.6334221472,WBGene00001686,WBGene00001686,History: N.A.
WBGene00219661,linc-45,-1.46257844502512,4.9705881672659e-07,2687.39298051766,2080.02921840771,3105.95401944242,1736.48689709922,7485.14183485531,5415.40209295091,6528.54287088906,6341.80933082088,WBGene00219661,WBGene00219661,History: N.A.
WBGene00044005,F37C12.18,-2.91697267804275,5.03957619196033e-07,497.484725976045,261.284458469934,0.0,63.6212871782042,1828.26740219167,1436.10416750669,1771.79484043924,1344.66830271991,WBGene00044005,WBGene00044005,History: N.A.
WBGene00019626,K10C9.7,-2.27078267348447,5.65436700664236e-07,630.308317862854,248.283654104318,115.342467226867,483.64531903431,1650.43289699062,2226.53017743292,1414.25352239526,2330.03524499717,WBGene00019626,WBGene00019626,History: N.A.
WBGene00011134,ssp-33,-2.91236419998951,6.14975258070786e-07,765.586754007947,321.675677644588,672.468346662298,0.0,2194.56767534304,2512.46923247756,3926.36422659601,3213.54830502957,WBGene00011134,WBGene00011134,History: N.A.
WBGene00018926,F56A11.6,-2.61378066308013,6.25231976772556e-07,187.094399826726,49.1320199284242,205.422607337762,179.450532638811,1031.36410368593,1193.88547582347,759.625125107048,803.176600209119,WBGene00018926,WBGene00018926,History: N.A.
WBGene00019406,acdh-8,-3.3555512867482,6.41832333467657e-07,192.076203372408,0.0,70.2974800258418,73.6915205037484,741.178523033472,569.063544108166,1026.12082844965,1145.22633248095,WBGene00019406,WBGene00019406,History: N.A.
WBGene00008137,sfxn-1.4,-2.11882865809016,6.43191151883142e-07,288.797850266343,121.343849929987,591.899778438226,354.558490110561,1464.64713728068,1368.99272532783,1431.74894810868,1377.53202981695,WBGene00008137,WBGene00008137,History: N.A.
WBGene00018773,F53G12.8,-2.79588467266631,6.65269321507428e-07,466.224464918305,122.433112496684,170.632303402043,447.176551710358,2570.07787417608,2656.31097788372,2191.80882739004,1556.68538751881,WBGene00018773,WBGene00018773,History: N.A.
WBGene00020985,W03D8.2,-2.49622011780751,6.7083116614054e-07,302.900886811231,106.057921711746,221.715846800011,154.947022894351,890.533981907358,1104.49658327681,819.875329431247,1541.12199217592,WBGene00020985,WBGene00020985,History: N.A.
