# Inheritance comparison (log2foldChange=log2(F3 of starved worms/fed)),,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
F55F3.3,68.74254562,-1.970056358,1.16E-12,1.12E-10,F55F3.3,WBGene00010117,Sequence name for WBGene00010117(nkb-3). History: N.A.
F56A4.12,175.9661847,-1.03863406,1.38E-10,9.17E-09,F56A4.12,WBGene00018920,Public name for WBGene00018920. History: N.A.
F56A8.1,34.39198373,0.698276473,0.018756459,0.077383952,F56A8.1,WBGene00010138,Sequence name for WBGene00010138(anoh-1). History: Split into F56A8.9(WBGene00185001). History of WBGene00010138: N.A.
F56B3.3,285.6810821,-0.896497169,2.07E-08,8.54E-07,F56B3.3,WBGene00018929,Public name for WBGene00018929. History: N.A.
F56B3.9,55.05084189,-0.685053778,0.000840277,0.007082262,F56B3.9,WBGene00018933,Public name for WBGene00018933. History: N.A.
F57C2.5,1760.419496,-0.776904281,2.97E-15,4.07E-13,F57C2.5,WBGene00010197,Public name for WBGene00010197. History: N.A.
F57C9.1,108.1493427,1.098062482,6.49E-08,2.32E-06,F57C9.1,WBGene00019008,Sequence name for WBGene00019008(pdxk-1). History: N.A.
F57F4.3,532.7276217,-0.600414658,0.007400187,0.038797822,F57F4.3,WBGene00001581,Sequence name for WBGene00001581(gfi-1). History: N.A.
F57F4.4,526.8620067,-0.591949403,0.006857343,0.03676328,F57F4.4,WBGene00019017,Public name for WBGene00019017. History: N.A.
F57F5.1,142.2242146,-1.122907527,2.11E-11,1.63E-09,F57F5.1,WBGene00010204,Sequence name for WBGene00010204(cpr-9). History: N.A.
F57G4.13,8.411755421,1.208459661,0.012415103,0.057065918,F57G4.13,WBGene00199551,Public name for WBGene00199551. History: N.A.
F58A4.7,365.7924581,-0.952298157,2.68E-17,4.85E-15,F58A4.7,WBGene00001955,Sequence name for WBGene00001955(hlh-11). History: N.A.
F58D12.1,113.7676023,-0.606395442,0.00074946,0.006507006,F58D12.1,WBGene00010249,Public name for WBGene00010249. History: N.A.
F58D12.2,124.3903145,-0.557965991,0.004156962,0.025223148,F58D12.2,WBGene00014778,Public name for WBGene00014778. History: N.A.
F58E1.13,1553.958636,0.582548267,1.75E-08,7.44E-07,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
F58H12.1,60.97826358,-0.776138176,0.001396852,0.010552693,F58H12.1,WBGene00002210,Sequence name for WBGene00002210(kin-29). History: N.A.
F59A3.9,463.9742631,-0.626862284,0.001207915,0.009529029,F59A3.9,WBGene00019082,Sequence name for WBGene00019082(pup-3). History: N.A.
F59D8.1,942.9963628,-2.227227855,2.61E-114,3.53E-110,F59D8.1,WBGene00006927,Sequence name for WBGene00006927(vit-3). History: N.A.
F59D8.2,901.7369468,-2.22039627,3.56E-96,1.21E-92,F59D8.2,WBGene00006928,Sequence name for WBGene00006928(vit-4). History: N.A.
F59E10.1,95.36537776,-0.767024565,0.000988155,0.00805986,F59E10.1,WBGene00003882,Sequence name for WBGene00003882(orc-2). History: N.A.
H03A11.2,3944.579112,-1.141540497,9.62E-05,0.001224767,H03A11.2,WBGene00010357,Public name for WBGene00010357. History: N.A.
H06I04.4,85.70121523,-0.695827723,0.000100022,0.00126102,H06I04.4,WBGene00006725,Sequence name for WBGene00006725(ubl-1). History: N.A.
H06O01.4,738.1859571,1.40813602,8.38E-06,0.000154221,H06O01.4,WBGene00010371,Public name for WBGene00010371. History: N.A.
H15N14.4,685.1202142,-2.303917008,7.08E-35,4.36E-32,H15N14.4,WBGene00077552,Public name for WBGene00077552. History: N.A.
H37A05.4,6653.80465,-1.91676351,7.35E-23,2.27E-20,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
H40L08.3,152.9930413,1.140865381,2.51E-10,1.56E-08,H40L08.3,WBGene00010434,"Public name for WBGene00010434. History: Split into H40L08.9(WBGene00304794). History of WBGene00010434: Split into ""WBGene00304794"" on 2019-05-20"
K01A2.4,91.0894801,-2.009452005,1.85E-11,1.46E-09,K01A2.4,WBGene00019279,Public name for WBGene00019279. History: N.A.
K01A2.8,4428.419476,-2.624445632,2.89E-18,5.85E-16,K01A2.8,WBGene00019282,Sequence name for WBGene00019282(mps-2). History: N.A.
K01F9.7,19330.25851,-0.724679333,0.013901645,0.061956265,K01F9.7,WBGene00199557,Public name for WBGene00199557. History: N.A.
K02B9.1,90.53390028,0.523868423,0.005795863,0.03227253,K02B9.1,WBGene00010492,Sequence name for WBGene00010492(meg-1). History: N.A.
K02E2.6,3056.796337,-0.492244272,0.016077075,0.069040746,K02E2.6,WBGene00010507,Public name for WBGene00010507. History: N.A.
K02F2.2,94.69144074,-0.596621775,0.019575878,0.079961384,K02F2.2,WBGene00019322,Sequence name for WBGene00019322(ahcy-1). History: Renamed on 2005-02-01; Renamed on 2015-03-05
K03D10.1,720.2933826,1.011618106,1.45E-21,3.92E-19,K03D10.1,WBGene00002181,Sequence name for WBGene00002181(kal-1). History: N.A.
K03E6.7,510.8307435,-0.645264214,0.000209009,0.00231808,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
K03H1.7,85.63305792,-0.56203874,0.023931922,0.092013996,K03H1.7,WBGene00010542,Public name for WBGene00010542. History: N.A.
K04F1.15,5.459042827,1.087760739,0.026667907,0.098994836,K04F1.15,WBGene00000108,Sequence name for WBGene00000108(alh-2). History: N.A.
K04G7.10,152.6805468,-0.803665335,2.90E-05,0.000434949,K04G7.10,WBGene00004390,Sequence name for WBGene00004390(rnp-7). History: N.A.
K05C4.9,2875.960811,-0.327545994,0.004823198,0.028043245,K05C4.9,WBGene00010585,Public name for WBGene00010585. History: N.A.
K07D4.5,67.41812612,-1.191257071,0.011036837,0.052393081,K07D4.5,WBGene00019485,Public name for WBGene00019485. History: N.A.
K07H8.6,281.8967666,-2.624388457,2.16E-95,5.87E-92,K07H8.6,WBGene00006930,Sequence name for WBGene00006930(vit-6). History: N.A.
K08D10.11,252.7797153,-1.064234156,4.77E-12,4.14E-10,K08D10.11,WBGene00019534,Public name for WBGene00019534. History: N.A.
K08E4.7,228.6062359,-0.746620909,0.000773875,0.006650814,K08E4.7,WBGene00045036,Public name for WBGene00045036. History: N.A.
K08F4.8,31.86208645,1.940104294,6.43E-07,1.82E-05,K08F4.8,WBGene00003434,Sequence name for WBGene00003434(msp-38). History: N.A.
K08H10.2,226.0894372,-2.717059807,1.81E-57,2.46E-54,K08H10.2,WBGene00002263,"Public name for Dead gene WBGene00010695. History of WBGene00010695: Merged into ""WBGene00002263"" on 2011-01-21"
K09F5.2,165.4966659,-0.754929878,6.37E-06,0.000122123,K09F5.2,WBGene00006925,Sequence name for WBGene00006925(vit-1). History: N.A.
K10B3.9,659.8559386,-0.80436862,1.54E-07,4.98E-06,K10B3.9,WBGene00003124,Sequence name for WBGene00003124(mai-1). History: N.A.
K10B4.6,804.1598208,-0.802774391,7.01E-09,3.28E-07,K10B4.6,WBGene00000857,Sequence name for WBGene00000857(cwn-1). History: N.A.
K10C8.2,130.7756504,0.457488514,0.006659776,0.036026842,K10C8.2,WBGene00010735,Sequence name for WBGene00010735(frpr-15). History: N.A.
K10F12.4,161.1263074,-0.753596698,0.00589726,0.032649334,K10F12.4,WBGene00019636,Sequence name for WBGene00019636(gsto-3). History: N.A.
K11D12.2,477.8542214,0.402572199,0.004029879,0.024602231,K11D12.2,WBGene00004136,"Sequence name for WBGene00004136(pqn-51). History: Split into K11D12.14(WBGene00303069). History of WBGene00004136: Split into ""WBGene00303069"" on 2018-03-02"
K11H12.11,7.120968367,-1.904669632,6.41E-05,0.00086227,K11H12.11,WBGene00044723,Public name for WBGene00044723. History: N.A.
LLC1.1,196.0157753,0.767019917,0.000107777,0.001340096,LLC1.1,WBGene00006606,Sequence name for WBGene00006606(tra-3). History: N.A.
M01A8.2,36.0333473,-0.570646146,0.023040955,0.089528116,M01A8.2,WBGene00010796,Sequence name for WBGene00010796(clip-1). History: N.A.
M01D7.5,121.608869,-0.592418455,0.021971537,0.086816398,M01D7.5,WBGene00003750,Sequence name for WBGene00003750(nlp-12). History: N.A.
M01E11.4,271.4237516,-1.635552996,1.29E-24,4.27E-22,M01E11.4,WBGene00019713,Sequence name for WBGene00019713(pqn-52). History: N.A.
M02D8.3,787.7139631,-0.54322911,0.000531807,0.004933317,M02D8.3,WBGene00019729,Public name for WBGene00019729. History: N.A.
M02F4.2,14.7301627,0.941928486,0.023344238,0.090369739,M02F4.2,WBGene00019736,Public name for WBGene00019736. History: N.A.
M03C11.2,98.10650464,0.547142476,0.005352886,0.030354669,M03C11.2,WBGene00010839,Sequence name for WBGene00010839(chl-1). History: N.A.
M03F4.7,29.34387658,-0.994621756,0.000393044,0.003846159,M03F4.7,WBGene00019760,Sequence name for WBGene00019760(calu-1). History: N.A.
M05B5.1,311.9040584,1.514018643,1.05E-07,3.55E-06,M05B5.1,WBGene00010869,Public name for WBGene00010869. History: N.A.
M117.4,25.69052229,1.301789298,3.72E-05,0.000533108,M117.4,WBGene00010920,Public name for WBGene00010920. History: N.A.
R01E6.1,151.870293,0.940370915,3.85E-08,1.46E-06,R01E6.1,WBGene00003848,Sequence name for WBGene00003848(odr-1). History: N.A.
R01H10.6,143.197476,-2.515093008,5.84E-40,4.17E-37,R01H10.6,WBGene00010974,Sequence name for WBGene00010974(bbs-5). History: Renamed on 2004-06-23; Renamed on 2006-05-22
R03D7.2,577.1831197,-0.705442535,1.44E-05,0.000243204,R03D7.2,WBGene00010989,Public name for WBGene00010989. History: N.A.
R03D7.5,18.41431235,-0.969547873,0.004032302,0.024605935,R03D7.5,WBGene00010991,Sequence name for WBGene00010991(gskl-1). History: N.A.
R04F11.4,13.23428806,1.235742933,0.001755143,0.012700187,R04F11.4,WBGene00006668,Sequence name for WBGene00006668(twk-13). History: N.A.
R05F9.12,126.6125677,-2.30339551,5.55E-20,1.34E-17,R05F9.12,WBGene00019895,Sequence name for WBGene00019895(aagr-2). History: N.A.
R05H10.2,330.7551436,1.019416185,2.48E-06,5.54E-05,R05H10.2,WBGene00011043,Sequence name for WBGene00011043(rbm-28). History: N.A.
R07G3.7,294.5048809,-0.361670809,0.001848726,0.013278107,R07G3.7,WBGene00019943,Public name for WBGene00019943. History: N.A.
R08C7.10,716.3870608,0.45739454,0.000311884,0.003192573,R08C7.10,WBGene00019953,Sequence name for WBGene00019953(wapl-1). History: N.A.
R11G11.2,414.4490189,0.279342701,0.017206074,0.072578249,R11G11.2,WBGene00003648,Sequence name for WBGene00003648(nhr-58). History: N.A.
R12H7.2,93.48837862,-1.038042237,5.16E-08,1.90E-06,R12H7.2,WBGene00000217,Sequence name for WBGene00000217(asp-4). History: N.A.
R148.2,5.756600711,1.309725627,0.005367121,0.030384543,R148.2,WBGene00020101,Sequence name for WBGene00020101(lmtr-5). History: N.A.
R186.1,125.7017135,1.447016997,7.63E-13,7.55E-11,R186.1,WBGene00011305,Sequence name for WBGene00011305(hrg-9). History: N.A.
R31.1,262.3784026,-0.524195823,7.83E-05,0.001024714,R31.1,WBGene00004855,Sequence name for WBGene00004855(sma-1). History: N.A.
T02G5.4,1487.206641,-1.091344478,1.39E-10,9.17E-09,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
T02G6.10,1629.962706,-2.020585974,2.76E-21,7.05E-19,T02G6.10,WBGene00077772,Public name for WBGene00077772. History: N.A.
T03E6.6,162.2355766,-1.198563779,1.87E-07,5.95E-06,T03E6.6,WBGene00005820,Sequence name for WBGene00005820(srw-73). History: N.A.
T03G6.2,55.85128108,-1.008472144,0.000154622,0.001809665,T03G6.2,WBGene00003630,"Sequence name for WBGene00003630(nhr-40). History: Split into T03G6.7(WBGene00303074). History of WBGene00003630: Split into ""WBGene00303074"" on 2018-03-02"
T05C3.6,48.39208975,-2.476457731,3.00E-16,4.61E-14,T05C3.6,WBGene00020256,Public name for WBGene00020256. History: N.A.
T05D4.1,48.78052927,1.730951033,6.59E-06,0.000125663,T05D4.1,WBGene00011474,Sequence name for WBGene00011474(aldo-1). History: N.A.
T05E11.9,1224.639032,-2.455854173,2.99E-13,3.11E-11,T05E11.9,WBGene00014505,Public name for WBGene00014505. History: N.A.
T05E12.4,95.98375459,-1.111548311,1.17E-06,2.97E-05,T05E12.4,WBGene00005767,Sequence name for WBGene00005767(srw-20). History: N.A.
T05G5.4,89.65739719,-5.946607232,1.37E-62,2.66E-59,T05G5.4,WBGene00011499,Public name for WBGene00011499. History: N.A.
T06C12.7,278.0937661,1.019352878,1.04E-07,3.53E-06,T06C12.7,WBGene00003674,Sequence name for WBGene00003674(nhr-84). History: N.A.
T06D10.1,1658.009078,-0.671874554,9.11E-05,0.001170059,T06D10.1,WBGene00011531,"Sequence name for WBGene00011531(rsbp-1). History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
T07A5.4,6.281305795,-2.114792828,8.75E-06,0.000160207,T07A5.4,WBGene00011557,Public name for WBGene00011557. History: N.A.
T07C12.11,56.36053856,-1.367673424,2.54E-05,0.000388876,T07C12.11,WBGene00011575,Sequence name for WBGene00011575(madf-4). History: N.A.
T07D1.4,23.80811822,-0.894605301,0.004977424,0.02874266,T07D1.4,WBGene00001484,Sequence name for WBGene00001484(fox-1). History: N.A.
T08B6.2,308.9321765,-0.679183401,0.001041042,0.008423429,T08B6.2,WBGene00020352,Public name for WBGene00020352. History: N.A.
T08B6.59,6.51351122,-0.986019215,0.025331483,0.095500069,T08B6.59,WBGene00174315,Sequence name for WBGene00174315(21ur-10686). History: N.A.
T08D2.9,272.6548436,0.706531042,0.000805618,0.006867009,T08D2.9,WBGene00044700,Public name for WBGene00044700. History: N.A.
T08E11.3,11.27791527,-1.022038729,0.011417837,0.053731233,T08E11.3,WBGene00020359,Sequence name for WBGene00020359(math-40). History: N.A.
T08E11.7,63.99060642,1.087322801,6.57E-07,1.85E-05,T08E11.7,WBGene00020363,Sequence name for WBGene00020363(fbxa-3). History: N.A.
T08G5.13,297.6856493,-0.660704802,0.000835787,0.007066391,T08G5.13,WBGene00050930,Public name for WBGene00050930. History: N.A.
T08H10.1,5.490378335,-1.914705096,4.95E-05,0.000687637,T08H10.1,WBGene00020369,Sequence name for WBGene00020369(exc-15). History: N.A.
T09F5.1,4.050204292,1.579346785,0.001241822,0.009711723,T09F5.1,WBGene00011665,Public name for WBGene00011665. History: N.A.
T10H9.5,51.76355675,-0.895199416,0.002699414,0.017995651,T10H9.5,WBGene00004062,Sequence name for WBGene00004062(pmp-5). History: N.A.
T11F8.5,125.0889301,-0.95272434,4.19E-06,8.61E-05,T11F8.5,WBGene00044499,Public name for WBGene00044499. History: N.A.
T12B5.1,22.51209129,-1.861646941,2.33E-07,7.26E-06,T12B5.1,WBGene00020448,Sequence name for WBGene00020448(fbxa-51). History: N.A.
T12B5.2,25.7090486,-0.903978345,0.02303508,0.089528116,T12B5.2,WBGene00020449,Sequence name for WBGene00020449(fbxa-54). History: N.A.
T12B5.8,460.8136645,-0.80493145,0.010993857,0.052250838,T12B5.8,WBGene00020455,Sequence name for WBGene00020455(fbxa-59). History: N.A.
T12G3.7,171.0923299,-0.796225,9.95E-08,3.42E-06,T12G3.7,WBGene00011742,Sequence name for WBGene00011742(tgn-38). History: N.A.
T14B4.7,53.80012752,-0.818005938,0.000882281,0.007358429,T14B4.7,WBGene00001072,"Sequence name for WBGene00001072(dpy-10). History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
T16G12.4,1784.056207,-0.640270262,0.001354071,0.010327361,T16G12.4,WBGene00011805,Public name for WBGene00011805. History: N.A.
T16G12.8,209.9968244,-0.512101413,0.003857733,0.0237115,T16G12.8,WBGene00011809,"Public name for WBGene00011809. History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
T16H12.13,98.31616036,-1.010985666,0.002419789,0.016447041,T16H12.13,WBGene00194725,Public name for WBGene00194725. History: N.A.
T16H12.2,381.2268822,-1.110763798,6.75E-16,1.00E-13,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
T19C3.8,282.0621583,0.57854682,2.61E-06,5.76E-05,T19C3.8,WBGene00001412,Sequence name for WBGene00001412(fem-2). History: N.A.
T19C9.10,35.05898759,0.887025308,0.020990703,0.083845269,T19C9.10,WBGene00050934,Public name for WBGene00050934. History: N.A.
T20D3.3,426.2515457,-0.635156846,0.00350581,0.022027928,T20D3.3,WBGene00011857,"Sequence name for WBGene00011857(coa-4). History: Split into T20D3.14(WBGene00303026). History of WBGene00011857: Split into ""WBGene00303026"" on 2018-03-06"
T20F10.8,442.0048353,-1.35655778,1.41E-07,4.61E-06,T20F10.8,WBGene00077765,Public name for WBGene00077765. History: N.A.
T20H4.2,20.50375715,-1.813568869,6.10E-08,2.20E-06,T20H4.2,WBGene00020635,Sequence name for WBGene00020635(ztf-31). History: N.A.
T21C9.2,510.6719293,0.481672567,1.57E-06,3.74E-05,T21C9.2,WBGene00006934,Sequence name for WBGene00006934(vps-54). History: N.A.
T21D12.9,36.10852128,-0.915616269,0.000743873,0.006466785,T21D12.9,WBGene00020649,"Sequence name for WBGene00020649(sma-10). History: Split into best-19(WBGene00206487). History of WBGene00020649: Split into ""WBGene00206487"" on 2011-06-13"
T21E3.3,121.1941314,-1.13672218,2.95E-12,2.66E-10,T21E3.3,WBGene00003072,Sequence name for WBGene00003072(lrp-2). History: Renamed on 2008-05-09
T23D8.8,8.483189091,-1.247713812,0.002819009,0.018628002,T23D8.8,WBGene00000476,Sequence name for WBGene00000476(cfi-1). History: N.A.
T24D8.1,170.7434591,0.565576021,0.002111397,0.014722643,T24D8.1,WBGene00020767,Sequence name for WBGene00020767(lgc-40). History: N.A.
T25G12.11,2839.712415,-3.01664377,2.94E-31,1.53E-28,T25G12.11,WBGene00020817,Public name for WBGene00020817. History: N.A.
T26C12.4,167.4735546,0.660078948,0.000371826,0.003673001,T26C12.4,WBGene00001548,Sequence name for WBGene00001548(gcy-23). History: N.A.
T26E3.7,11090.32098,-0.375925374,0.013449326,0.060557712,T26E3.7,WBGene00012040,Public name for WBGene00012040. History: N.A.
T27F6.4,360.7760989,0.772770335,9.64E-09,4.37E-07,T27F6.4,WBGene00012104,Sequence name for WBGene00012104(sygl-1). History: N.A.
T28D6.4,600.1597108,0.731263443,0.000131041,0.001580479,T28D6.4,WBGene00012124,Public name for WBGene00012124. History: N.A.
T28F3.4,75.64616647,1.779537219,3.71E-09,1.84E-07,T28F3.4,WBGene00012130,"Sequence name for WBGene00012130(slc-17.4). History: Split into T28F3.11(WBGene00303083). History of WBGene00012130: Split into ""WBGene00303083"" on 2018-03-02"
VH15N14R.1,6213.629315,-1.994323585,4.56E-55,5.16E-52,VH15N14R.1,WBGene00012151,Public name for WBGene00012151. History: N.A.
VW02B12L.1,118.1797934,-0.921717276,1.21E-05,0.00021265,VW02B12L.1,WBGene00006915,Sequence name for WBGene00006915(vha-6). History: N.A.
W01A11.7,239.1589559,-0.656490011,0.023906082,0.091940731,W01A11.7,WBGene00020912,Public name for WBGene00020912. History: N.A.
W02A2.1,50.5656592,-1.24480106,2.90E-08,1.15E-06,W02A2.1,WBGene00001394,Sequence name for WBGene00001394(fat-2). History: N.A.
W02B3.6,95.01147322,-0.901392654,4.91E-05,0.000685623,W02B3.6,,Public name for Dead gene WBGene00020926. History of WBGene00020926: Killed on 2012-12-20. Remark: lack of evidence
W02C12.3,1484.919791,1.83489204,2.71E-13,2.87E-11,W02C12.3,WBGene00020930,Sequence name for WBGene00020930(hlh-30). History: N.A.
W03D8.7,817.1043446,-0.774343115,0.000271331,0.002857299,W03D8.7,WBGene00020988,Public name for WBGene00020988. History: N.A.
W03F9.2,678.7005322,0.402880692,0.010019316,0.048793311,W03F9.2,WBGene00021000,Public name for WBGene00021000. History: N.A.
W04A8.4,1927.059397,-1.71842233,2.73E-12,2.48E-10,W04A8.4,WBGene00012239,Public name for WBGene00012239. History: N.A.
W04B5.1,1314.526173,-0.970739948,3.75E-06,7.86E-05,W04B5.1,WBGene00021018,Public name for WBGene00021018. History: N.A.
W04B5.2,2341.601165,-1.044634302,9.22E-12,7.74E-10,W04B5.2,WBGene00021019,"Public name for WBGene00021019. History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
W05B2.2,68.27602347,1.040028465,2.27E-05,0.000356533,W05B2.2,WBGene00012271,Public name for WBGene00012271. History: N.A.
W05H12.2,5258.97899,-1.255096254,7.46E-10,4.23E-08,W05H12.2,WBGene00012290,Public name for WBGene00012290. History: N.A.
W06H8.8,450.1184755,1.88264411,8.34E-41,6.28E-38,W06H8.8,WBGene00006436,"Sequence name for WBGene00006436(ttn-1). History: Renamed on 2005-12-13. Public name for Dead gene WBGene00021069. History of WBGene00021069: Merged into ""WBGene00006436"" on 2004-05-28"
W07A8.2,259.6506329,0.27134058,0.024884678,0.094577128,W07A8.2,WBGene00012319,Sequence name for WBGene00012319(ipla-3). History: N.A.
W09B6.1,822.4959315,-0.867617075,3.62E-05,0.000522475,W09B6.1,WBGene00004076,"Sequence name for WBGene00004076(pod-2). History: N.A.. Public name for Dead gene WBGene00021102. History of WBGene00021102: Renamed on 2005-03-17; Merged into ""WBGene00004076"" on 2005-08-19"
W09G10.1,27.67136156,0.953489655,0.004340401,0.02607511,W09G10.1,WBGene00000648,Sequence name for WBGene00000648(col-72). History: N.A.
Y102A5C.13,72.87035111,0.556973649,0.006531213,0.035479381,Y102A5C.13,WBGene00013619,Sequence name for WBGene00013619(fbxa-112). History: N.A.
Y102A5C.17,233.4620477,0.591011382,0.021088049,0.084159695,Y102A5C.17,WBGene00013622,Sequence name for WBGene00013622(clec-238). History: N.A.
Y102A5C.38,51.47480373,0.858526288,0.002011098,0.014225683,Y102A5C.38,WBGene00050883,Public name for WBGene00050883. History: N.A.
Y104H12D.3,119.6242257,0.555069235,0.001238321,0.009695529,Y104H12D.3,WBGene00022427,Sequence name for WBGene00022427(spl-3). History: N.A.
Y105C5A.1268,260.5984591,-1.648693294,2.80E-13,2.94E-11,Y105C5A.1268,WBGene00185102,Public name for WBGene00185102. History: N.A.
Y105C5A.1271,1504.130174,-1.359715594,3.65E-07,1.11E-05,Y105C5A.1271,WBGene00194667,Public name for WBGene00194667. History: N.A.
Y105C5A.14,7176.744584,-0.873728285,9.86E-06,0.000177467,Y105C5A.14,WBGene00013638,"Public name for WBGene00013638. History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
Y110A2AL.4,718.613505,-1.67705003,1.87E-19,4.22E-17,Y110A2AL.4,WBGene00022441,Public name for WBGene00022441. History: N.A.
Y113G7B.1,84.23372852,0.697764108,0.00283092,0.018697595,Y113G7B.1,WBGene00013754,Sequence name for WBGene00013754(fbxa-116). History: N.A.
Y116A8A.66,11.762634,-1.032013637,0.011838983,0.055100869,Y116A8A.66,WBGene00164993,Sequence name for WBGene00164993(21ur-13666). History: N.A.
Y13C8A.1,7563.110908,-1.754445496,1.61E-12,1.50E-10,Y13C8A.1,WBGene00021188,Public name for WBGene00021188. History: N.A.
Y17D7B.10,94.80035159,-2.282550832,2.01E-15,2.87E-13,Y17D7B.10,WBGene00194982,Public name for WBGene00194982. History: N.A.
Y17D7C.4,17.20657376,-2.20857338,2.06E-08,8.49E-07,Y17D7C.4,WBGene00050903,Public name for WBGene00050903. History: N.A.
Y17D7C.6,157.14891,-1.381663175,6.70E-13,6.67E-11,Y17D7C.6,WBGene00194680,Public name for WBGene00194680. History: N.A.
Y18H1A.14,113.9093146,0.679312056,0.000102928,0.001291657,Y18H1A.14,WBGene00044461,Public name for WBGene00044461. History: N.A.
Y19D10A.11,175.9755552,-1.058200219,4.06E-11,2.96E-09,Y19D10A.11,WBGene00021226,Public name for WBGene00021226. History: N.A.
Y19D10A.16,75.08603062,-1.159712065,4.37E-09,2.13E-07,Y19D10A.16,WBGene00044734,Public name for WBGene00044734. History: N.A.
Y19D2B.2,112.529914,-0.447175296,0.017426079,0.07323276,Y19D2B.2,WBGene00012490,Public name for WBGene00012490. History: N.A.
Y24F12A.4,13873.84559,-1.623677642,7.68E-35,4.53E-32,Y24F12A.4,WBGene00012499,Public name for WBGene00012499. History: N.A.
Y35H6.3,88.89838681,0.954339208,2.99E-05,0.000446519,Y35H6.3,WBGene00021342,Public name for WBGene00021342. History: N.A.
Y37E11AL.1,169.7674088,-0.839676482,5.52E-06,0.000108843,Y37E11AL.1,WBGene00021357,Public name for WBGene00021357. History: N.A.
Y37E11AR.3,73.61608817,-0.738790776,0.000234865,0.002548971,Y37E11AR.3,WBGene00021370,Sequence name for WBGene00021370(nape-2). History: N.A.
Y37E11AR.5,140.3681453,-0.609153932,0.000924013,0.007642605,Y37E11AR.5,WBGene00021372,Sequence name for WBGene00021372(ugt-45). History: N.A.
Y37E11B.2,3635.750639,-0.919751674,7.95E-11,5.50E-09,Y37E11B.2,WBGene00021375,Public name for WBGene00021375. History: N.A.
Y37H2A.10,171.5886121,1.008652337,1.08E-08,4.83E-07,Y37H2A.10,WBGene00012570,Public name for WBGene00012570. History: N.A.
Y38E10A.14,147.4541629,1.155389449,1.82E-08,7.58E-07,Y38E10A.14,WBGene00012592,Public name for WBGene00012592. History: N.A.
Y38H6C.4,13.88343976,1.044458146,0.01906312,0.078434263,Y38H6C.4,WBGene00012617,Public name for WBGene00012617. History: N.A.
Y39A3CL.5,824.9972128,-0.53941349,0.000991859,0.008083383,Y39A3CL.5,WBGene00000545,Sequence name for WBGene00000545(clp-4). History: N.A.
Y39A3CR.8,171.3630028,2.46263827,2.99E-23,9.44E-21,Y39A3CR.8,WBGene00015243,"Public name for Dead gene WBGene00021447. History of WBGene00021447: Merged into ""WBGene00015243"" on 2020-01-21"
Y39B6A.20,150.8890675,-1.492382942,1.31E-10,8.80E-09,Y39B6A.20,WBGene00000214,Sequence name for WBGene00000214(asp-1). History: N.A.
Y39E4B.6,387.0448423,-0.382896548,0.007229191,0.038138276,Y39E4B.6,WBGene00012717,Public name for WBGene00012717. History: N.A.
Y39G8C.2,230.0054437,0.516708969,0.012390816,0.056984298,Y39G8C.2,WBGene00012731,Public name for WBGene00012731. History: N.A.
Y40H7A.6,212.8967761,0.381639,0.011553623,0.054080349,Y40H7A.6,WBGene00005056,Sequence name for WBGene00005056(sra-30). History: N.A.
Y42A5A.5,496.1185006,-0.439522039,0.00803216,0.041391584,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
Y43B11AR.4,458.4688231,-0.353666533,0.009825913,0.04809339,Y43B11AR.4,WBGene00004473,Sequence name for WBGene00004473(rps-4). History: N.A.
Y43F8B.17,103.5507915,-1.740577921,1.31E-08,5.77E-07,Y43F8B.17,WBGene00050910,"Public name for WBGene00050910. History: Split into Y43F8B.28(WBGene00219302). History of WBGene00050910: Split into ""WBGene00219302"" on 2011-10-17"
Y43F8B.21,15.33635807,-2.273511635,1.34E-07,4.43E-06,Y43F8B.21,WBGene00194676,Public name for WBGene00194676. History: N.A.
Y43F8B.22,358.062498,-1.893890644,1.75E-08,7.44E-07,Y43F8B.22,WBGene00194699,Public name for WBGene00194699. History: N.A.
Y44A6D.5,121.4799432,2.092834537,7.92E-23,2.38E-20,Y44A6D.5,WBGene00012855,Public name for WBGene00012855. History: N.A.
Y45G12C.9,114.875004,-1.532804375,1.66E-16,2.71E-14,Y45G12C.9,WBGene00021572,Sequence name for WBGene00021572(srd-72). History: N.A.
