...1,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
C38C3.3,932.440752550948,0.490857607463259,3.26647006484452e-05,0.0036356391668476,C38C3.3,WBGene00016512,"Public name for WBGene00016512. History: Split into C38C3.10(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
Y69H2.15,15.7007284125576,1.11610187922951,3.71481059967921e-05,0.0041103286694097,Y69H2.15,WBGene00050884,Public name for WBGene00050884. History: N.A.
Y46D2A.2,7.5661094627263,1.05403047984731,4.00956292818662e-05,0.0044105192210052,Y46D2A.2,WBGene00021590,"Public name for WBGene00021590. History: Split into ""WBGene00195076"" on 2010-04-22"
Y74C9A.1,746.565404199867,-0.525092998531467,4.0386906408637e-05,0.0044167308694561,Y74C9A.1,WBGene00022275,Sequence name for WBGene00022275(txt-7). History: N.A.
taf-3,362.448365555195,0.598049031290932,4.78418938396314e-05,0.0052017689197888,taf-3,WBGene00006384,Public name for WBGene00006384. History: N.A.
tag-53,709.616842479176,0.535662882181156,4.84334680519834e-05,0.0052358249083782,tag-53,WBGene00006432,Other name for WBGene00006432(atrn-1). History: Renamed on 2018-06-07
F58A4.1,1208.58492052337,0.704350854484953,4.93303255911341e-05,0.0052721785475524,F58A4.1,WBGene00010226,Public name for WBGene00010226. History: N.A.
Y48G1C.11,474.990000999143,0.566297186006738,4.9125929150275e-05,0.0052721785475524,Y48G1C.11,WBGene00021683,"Public name for Dead gene WBGene00021684. History of WBGene00021684: Merged into ""WBGene00021683"" on 2013-10-17"
fbxa-136,471.608247163036,-0.586275653766271,5.47024830010402e-05,0.0058132977697715,fbxa-136,WBGene00007672,Public name for WBGene00007672. History: N.A.
set-8,273.177602910068,0.714550845476283,5.91718112763517e-05,0.0062529312927425,set-8,WBGene00008527,Public name for WBGene00008527. History: N.A.
F22F1.2,22.7233171491348,1.0901976303299,6.2276118610028e-05,0.0065442111232102,F22F1.2,WBGene00017714,Public name for WBGene00017714. History: N.A.
fmo-5,428.067463256834,-0.670904652973023,6.37015807451346e-05,0.0066477032772249,fmo-5,WBGene00001480,Public name for WBGene00001480. History: N.A.
math-43,214.571566262017,0.683539641769444,6.39677986803673e-05,0.0066477032772249,math-43,WBGene00022432,Public name for WBGene00022432. History: N.A.
Y66A7A.4,45.3559276980594,0.958032341944257,6.69470431383634e-05,0.0069190872606187,Y66A7A.4,WBGene00013424,Public name for WBGene00013424. History: N.A.
ZK402.3,35.0038994239795,1.04256846613642,6.98329054723543e-05,0.0071779068411747,ZK402.3,WBGene00022730,Public name for WBGene00022730. History: N.A.
B0001.5,2076.08688773917,-0.465967373788022,7.11301346000572e-05,0.0072715099555819,B0001.5,WBGene00007090,Public name for WBGene00007090. History: N.A.
toe-4,134.5567557576,0.97299686567776,7.84748564032559e-05,0.0079789840483526,toe-4,WBGene00012194,Public name for WBGene00012194. History: N.A.
T09B9.4,252.892245175355,0.662499839352251,8.17211522911419e-05,0.0082643810462171,T09B9.4,WBGene00011645,Public name for WBGene00011645. History: N.A.
F17A9.4,28.7564788824914,-1.04162330092569,8.57891140823064e-05,0.0086293755929849,F17A9.4,WBGene00017536,Public name for WBGene00017536. History: N.A.
ZC15.3,1739.3736821956,0.573270712657157,9.24507718090505e-05,0.0092499947751502,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
C18B10.6,89.4206927535854,-0.847616944065086,9.34354843447748e-05,0.0092990553466942,C18B10.6,WBGene00015963,Public name for WBGene00015963. History: N.A.
F27B3.6,95.0921011730161,-0.888662383012103,9.56087244822911e-05,0.0094652637237468,F27B3.6,WBGene00017848,Public name for WBGene00017848. History: N.A.
Y18D10A.22,68.7152335342224,-0.909247718094651,9.66992179465371e-05,0.0095047276644972,Y18D10A.22,WBGene00014864,Public name for WBGene00014864. History: N.A.
pvf-1,3899.92242242966,-0.515402585063993,9.70179538321891e-05,0.0095047276644972,pvf-1,WBGene00004249,Public name for WBGene00004249. History: N.A.
nas-36,710.695324112038,0.74791329011364,0.0001108757509216,0.010806077071686,nas-36,WBGene00003552,Public name for WBGene00003552. History: N.A.
Y53G8AL.1,490.769194932161,0.69803080028464,0.000114067436102,0.0110598374901051,Y53G8AL.1,WBGene00021799,Public name for WBGene00021799. History: N.A.
F44F1.6,151.814369830927,-0.809027300969281,0.0001171085045094,0.0112964665119137,F44F1.6,WBGene00009698,Public name for WBGene00009698. History: N.A.
R11H6.4,59.3087532571432,0.947657022462784,0.0001217622253371,0.0116854462173096,R11H6.4,WBGene00011252,Public name for WBGene00011252. History: N.A.
C46F11.6,151.283871344115,0.837730964550814,0.0001230466053008,0.0117162665927263,C46F11.6,WBGene00008121,Public name for WBGene00008121. History: N.A.
Y57A10A.10,297.115319120224,0.586079986253474,0.0001233291220286,0.0117162665927263,Y57A10A.10,WBGene00013255,Sequence name for WBGene00013255(tric-1B.1). History: N.A.
F53A3.1,53.8905731275022,0.957336188282537,0.0001299552652852,0.0122806945764878,F53A3.1,WBGene00018720,Public name for WBGene00018720. History: N.A.
R05C11.4,121.114188731008,-0.8287351440432,0.0001305762315416,0.0122806945764878,R05C11.4,WBGene00044467,Public name for WBGene00044467. History: N.A.
flp-16,1640.26645402968,0.446132170867282,0.0001410532590621,0.0132000587211885,flp-16,WBGene00001459,Public name for WBGene00001459. History: N.A.
srt-44,79.1827825656872,0.931953433221544,0.0001487718449534,0.0138534574434334,srt-44,WBGene00010950,Public name for WBGene00010950. History: N.A.
aex-5,394.269862606053,0.928849804253767,0.0001513129844831,0.013986882928124,aex-5,WBGene00000088,Public name for WBGene00000088. History: N.A.
fbxb-64,38.4021833102399,0.936258031835104,0.0001516918722667,0.013986882928124,fbxb-64,WBGene00008071,Public name for WBGene00008071. History: N.A.
F13A7.11,404.289938258923,-0.566504945654783,0.000155631534326,0.0142801422471839,F13A7.11,WBGene00008726,Public name for WBGene00008726. History: N.A.
W02B8.2,1300.63378549816,0.571131643000254,0.0001574566096446,0.0143774700359977,W02B8.2,WBGene00012198,Public name for WBGene00012198. History: N.A.
C09E8.4,812.712392861095,0.529507027379845,0.0001612607087089,0.0146536904870268,C09E8.4,,Public name for Dead gene WBGene00206410. History of WBGene00206410: Killed on 2013-10-28. Remark: This overlapped one of the published anr- genes.
fbxb-61,7.98568571684155,0.96458726810876,0.0001659437460645,0.0150067397282394,fbxb-61,WBGene00010106,Public name for WBGene00010106. History: N.A.
mltn-8,38.4873547602373,-0.966164879357233,0.0001819847197105,0.0163786247739477,mltn-8,WBGene00021451,Public name for WBGene00021451. History: N.A.
Y42G9A.1,3795.15337581771,0.508712801914703,0.0001833661458599,0.0164243676363104,Y42G9A.1,WBGene00021531,Public name for WBGene00021531. History: N.A.
nhr-212,20.0456766683789,1.00652933746916,0.0001848699335852,0.0164805850745937,nhr-212,WBGene00020153,Public name for WBGene00020153. History: N.A.
dlk-1,1340.34153062637,-0.607902373358528,0.0001903428466735,0.0168884384241936,dlk-1,WBGene00001008,Public name for WBGene00001008. History: N.A.
ZK858.8,205.047397102199,0.785214058824466,0.0001980026495405,0.0174855860932297,ZK858.8,WBGene00014121,Public name for WBGene00014121. History: N.A.
let-805,94.3998491384001,-0.740640264979879,0.0002031081261241,0.0178526348242806,let-805,WBGene00002915,Public name for WBGene00002915. History: N.A.
gcy-23,148.753690850638,-0.72466898632013,0.0002354109505538,0.0205957208368299,gcy-23,WBGene00001548,Public name for WBGene00001548. History: N.A.
C15C6.4,813.597676383686,0.522245200278481,0.0002437634724914,0.0209786767577817,C15C6.4,WBGene00007603,Sequence name for WBGene00007603(popl-4). History: N.A.
F25B4.4,286.21047826623,0.540459980431507,0.0002426042488261,0.0209786767577817,F25B4.4,WBGene00017767,Public name for WBGene00017767. History: N.A.
K03E5.1,678.781890217377,0.527087220636339,0.0002442493466217,0.0209786767577817,K03E5.1,WBGene00019360,Sequence name for WBGene00019360(neto-1). History: N.A.
Y37E11AL.5,96.2728807760803,-0.994024108471362,0.0002420933374076,0.0209786767577817,Y37E11AL.5,WBGene00021362,"Public name for Dead gene WBGene00021361. History of WBGene00021361: Merged into ""WBGene00021362"" on 2013-09-27"
let-756,78.9015298249606,-0.849882988283497,0.0002550767242418,0.0217999766574417,let-756,WBGene00002881,Public name for WBGene00002881. History: N.A.
sms-2,1377.19686882653,0.497794793235395,0.0002561294439816,0.0217999766574417,sms-2,WBGene00004893,Public name for WBGene00004893. History: N.A.
Y58A7A.3,376.526583887678,-0.554400596416786,0.0002662507325112,0.0225593526060194,Y58A7A.3,WBGene00021977,Public name for WBGene00021977. History: N.A.
Y102A5C.11,261.03962133165,0.6116147773436,0.000268485406119,0.0226466838076214,Y102A5C.11,WBGene00014956,Public name for WBGene00014956. History: N.A.
lec-1,467.780248513211,0.544732225402853,0.000290563007188,0.0243995096661051,lec-1,WBGene00002264,Public name for WBGene00002264. History: N.A.
W05B2.2,640.309031620018,0.522582193492199,0.000300579569851,0.0251284520395472,W05B2.2,WBGene00012271,Public name for WBGene00012271. History: N.A.
ugt-29,183.562663097737,0.750696602627926,0.0003023680158062,0.025166116713786,ugt-29,WBGene00021709,Public name for WBGene00021709. History: N.A.
F32B6.9,1310.36821585538,0.540964156496997,0.0003061931841473,0.0253722193559993,F32B6.9,WBGene00009323,Sequence name for WBGene00009323(best-13). History: N.A.
F32A7.5,165.618165372813,-0.836742206285231,0.0003115957392144,0.0257066484851902,F32A7.5,WBGene00009306,Sequence name for WBGene00009306(maph-1.1). History: N.A.
Y57A10C.10,938.691981091919,0.592890478953846,0.0003285724263659,0.0269888530128518,Y57A10C.10,WBGene00013288,Public name for WBGene00013288. History: N.A.
K08C9.7,76.3861795152632,0.926364884624053,0.0003369123798747,0.0275535733280204,K08C9.7,WBGene00010654,Public name for WBGene00010654. History: N.A.
F39E9.22,6.04015341409691,0.843572463866495,0.0003425734496441,0.0278952666138786,F39E9.22,WBGene00018194,"Public name for Dead gene WBGene00195075. History of WBGene00195075: Merged into ""WBGene00018194"" on 2013-02-19"
hsp-16.1,78.087853373163,0.866339208365205,0.0003513793828881,0.0284889922074414,hsp-16.1,WBGene00002015,Public name for WBGene00002015. History: N.A.
Y53F4B.11,663.726772040434,0.748767336091078,0.0003610503234048,0.0291474531469772,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
F28D9.4,701.875370381121,0.549320602363205,0.0003772527387303,0.030325316305635,F28D9.4,WBGene00009220,"Public name for WBGene00009220. History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
lips-14,164.669978574763,-0.602144076511654,0.0003867503886451,0.0309564885549606,lips-14,WBGene00019208,Public name for WBGene00019208. History: N.A.
M6.4,30.7096476463086,-0.952860004459271,0.0003933653357321,0.0313525506996644,M6.4,WBGene00019776,Public name for WBGene00019776. History: N.A.
Y65B4A.2,63.4873089616629,0.765065873953932,0.0003955999789767,0.031397618584613,Y65B4A.2,WBGene00022026,Public name for WBGene00022026. History: N.A.
Y45F10A.3,462.315622188308,0.742841250278752,0.0004029433932191,0.0317128252152784,Y45F10A.3,WBGene00012866,Sequence name for WBGene00012866(afmd-2). History: N.A.
fbxb-12,36.9705763817545,0.934689596233321,0.0004015226032457,0.0317128252152784,fbxb-12,WBGene00018109,"Public name for WBGene00018109. History: Split into F36H5.16(WBGene00270292), F36H5.17(WBGene00270293). History of WBGene00018109: Split into ""WBGene00270292"" on 2016-07-01; Split into ""WBGene00270293"" on 2016-07-01"
C06A1.3,75.6692291378996,0.933869419914256,0.0004202384911269,0.0327995270460523,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
Y61A9LA.12,1684.23041661468,-0.437125421543426,0.00041881691545,0.0327995270460523,Y61A9LA.12,WBGene00044586,Public name for WBGene00044586. History: N.A.
F54F7.6,83.8435525888123,0.737869135113606,0.0004729385880801,0.036760226618958,F54F7.6,WBGene00010066,Public name for WBGene00010066. History: N.A.
sma-3,144.284729500633,0.664662972028733,0.0004986594396149,0.038599934399827,sma-3,WBGene00004857,Public name for WBGene00004857. History: N.A.
F28H6.4,578.061527966113,0.448985478205879,0.0005019629857815,0.0386964088629141,F28H6.4,WBGene00009233,Public name for WBGene00009233. History: N.A.
Y38H6C.14,109.413009719615,-0.723003624884787,0.0005333683341411,0.0409496259803859,Y38H6C.14,WBGene00012626,Sequence name for WBGene00012626(famh-161). History: Renamed on 2017-01-13
Y57G11C.57,396.984582307544,0.738553250521676,0.0005367053897927,0.041038326756103,Y57G11C.57,WBGene00045311,Public name for WBGene00045311. History: N.A.
dpy-1,148.025468061307,0.885023694394394,0.0005431094103997,0.0413598704842896,dpy-1,WBGene00001063,Public name for WBGene00001063. History: N.A.
avr-14,27.4678775941772,0.932717096203029,0.0005546608372601,0.0420692352776732,avr-14,WBGene00000232,Public name for WBGene00000232. History: N.A.
B0303.7,1619.32921463251,0.5329563507873,0.0005633819531974,0.0425590945367204,B0303.7,WBGene00015128,Public name for WBGene00015128. History: N.A.
F26A3.4,892.676825057454,-0.639186715131496,0.0005682732327617,0.042756878032997,F26A3.4,WBGene00009142,Public name for WBGene00009142. History: N.A.
col-104,23.5861206396574,0.927979813353231,0.000665904360778,0.0499030319770334,col-104,WBGene00000678,Public name for WBGene00000678. History: N.A.
