WB.ID,gene.name,CIS-BP.motif,TF,Input,Suggested Match,History
WBGene00019697,M01B12.4,M00626_2.00,LSL-1,WBGene00019697,WBGene00019697,History: N.A.
WBGene00019767,rpa-2,M00626_2.00,LSL-1,WBGene00019767,WBGene00019767,History: N.A.
WBGene00019777,M57.1,M00626_2.00,LSL-1,WBGene00019777,WBGene00019777,History: N.A.
WBGene00019819,aass-1,M00626_2.00,LSL-1,WBGene00019819,WBGene00019819,History: N.A.
WBGene00019945,R08C7.1,M00626_2.00,LSL-1,WBGene00019945,WBGene00019945,History: N.A.
WBGene00019956,fbxb-75,M00626_2.00,LSL-1,WBGene00019956,WBGene00019956,History: N.A.
WBGene00019972,R09A1.2,M00626_2.00,LSL-1,WBGene00019972,WBGene00019972,History: N.A.
WBGene00019982,srbc-58,M00626_2.00,LSL-1,WBGene00019982,WBGene00019982,History: N.A.
WBGene00019983,sti-1,M00626_2.00,LSL-1,WBGene00019983,WBGene00019983,History: N.A.
WBGene00020090,R119.5,M00626_2.00,LSL-1,WBGene00020090,WBGene00020090,History: N.A.
WBGene00020101,lmtr-5,M00626_2.00,LSL-1,WBGene00020101,WBGene00020101,History: N.A.
WBGene00020184,uba-5,M00626_2.00,LSL-1,WBGene00020184,WBGene00020184,History: N.A.
WBGene00020192,T03F1.11,M00626_2.00,LSL-1,WBGene00020192,WBGene00020192,History: N.A.
WBGene00020267,T05H4.4,M00626_2.00,LSL-1,WBGene00020267,WBGene00020267,History: N.A.
WBGene00020285,T06A10.2,M00626_2.00,LSL-1,WBGene00020285,WBGene00020285,History: N.A.
WBGene00020297,nog-1,M00626_2.00,LSL-1,WBGene00020297,WBGene00020297,History: Renamed on 2005-03-17
WBGene00020392,knl-3,M00626_2.00,LSL-1,WBGene00020392,WBGene00020392,History: N.A.
WBGene00020516,T15B7.1,M00626_2.00,LSL-1,WBGene00020516,WBGene00020516,History: N.A.
WBGene00020625,mrrf-1,M00626_2.00,LSL-1,WBGene00020625,WBGene00020625,History: N.A.
WBGene00020696,pygl-1,M00626_2.00,LSL-1,WBGene00020696,WBGene00020696,History: N.A.
WBGene00020828,T26C11.2,M00626_2.00,LSL-1,WBGene00020828,,History: Killed on 2022-01-03. Remark: [211211 skd] Retired as this seems to be a simple repeat.
WBGene00020940,W02D7.4,M00626_2.00,LSL-1,WBGene00020940,WBGene00020940,History: N.A.
WBGene00020972,trpl-2,M00626_2.00,LSL-1,WBGene00020972,WBGene00020972,History: N.A.
WBGene00021036,W05F2.4,M00626_2.00,LSL-1,WBGene00021036,WBGene00021036,"History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
WBGene00021038,W05F2.6,M00626_2.00,LSL-1,WBGene00021038,WBGene00021038,History: N.A.
WBGene00021039,W05F2.7,M00626_2.00,LSL-1,WBGene00021039,WBGene00021039,"History: Split into W05F2.8(WBGene00195045). History of WBGene00021039: Split into ""WBGene00195045"" on 2010-03-10"
WBGene00021087,W08E12.6,M00626_2.00,LSL-1,WBGene00021087,WBGene00021087,History: N.A.
WBGene00021088,W08E12.7,M00626_2.00,LSL-1,WBGene00021088,WBGene00021088,History: N.A.
WBGene00021111,W09C3.3,M00626_2.00,LSL-1,WBGene00021111,WBGene00021111,History: N.A.
WBGene00021112,W09C3.4,M00626_2.00,LSL-1,WBGene00021112,WBGene00021112,History: N.A.
WBGene00021198,npp-26,M00626_2.00,LSL-1,WBGene00021198,WBGene00021198,History: N.A.
WBGene00021199,Y17G9B.2,M00626_2.00,LSL-1,WBGene00021199,WBGene00021199,History: N.A.
WBGene00021215,Y18H1A.11,M00626_2.00,LSL-1,WBGene00021215,WBGene00021215,History: N.A.
WBGene00021245,Y22D7AL.6,M00626_2.00,LSL-1,WBGene00021245,WBGene00021245,History: N.A.
WBGene00021269,Y23H5A.2,M00626_2.00,LSL-1,WBGene00021269,WBGene00021269,History: N.A.
WBGene00021270,pid-3,M00626_2.00,LSL-1,WBGene00021270,WBGene00021270,History: Renamed on 2019-11-21
WBGene00021344,rev-3,M00626_2.00,LSL-1,WBGene00021344,WBGene00021344,History: N.A.
WBGene00021345,Y37B11A.3,M00626_2.00,LSL-1,WBGene00021345,WBGene00021345,"History: Split into Y37B11A.8(WBGene00255596). History of WBGene00021345: Split into ""WBGene00255596"" on 2014-09-18"
WBGene00021377,Y37E11B.5,M00626_2.00,LSL-1,WBGene00021377,WBGene00021377,History: N.A.
WBGene00021378,Y37E11B.6,M00626_2.00,LSL-1,WBGene00021378,WBGene00021378,History: N.A.
WBGene00021379,Y37E11B.7,M00626_2.00,LSL-1,WBGene00021379,WBGene00021379,History: N.A.
WBGene00021420,trap-3,M00626_2.00,LSL-1,WBGene00021420,WBGene00021420,History: N.A.
WBGene00021421,Y38F2AR.3,M00626_2.00,LSL-1,WBGene00021421,WBGene00021421,History: N.A.
WBGene00021441,Y39A3CL.3,M00626_2.00,LSL-1,WBGene00021441,WBGene00021441,History: N.A.
WBGene00021458,Y39G10AL.1,M00626_2.00,LSL-1,WBGene00021458,WBGene00021458,History: N.A.
WBGene00021547,Y44E3A.1,M00626_2.00,LSL-1,WBGene00021547,WBGene00021547,History: N.A.
WBGene00021549,cdap-2,M00626_2.00,LSL-1,WBGene00021549,WBGene00021549,History: N.A.
WBGene00021551,edc-4,M00626_2.00,LSL-1,WBGene00021551,WBGene00021551,History: N.A.
WBGene00021554,Y45G5AL.1,M00626_2.00,LSL-1,WBGene00021554,WBGene00021554,History: N.A.
WBGene00021596,spsb-2,M00626_2.00,LSL-1,WBGene00021596,WBGene00021596,History: N.A.
WBGene00021630,Y47D9A.3,M00626_2.00,LSL-1,WBGene00021630,WBGene00021630,History: N.A.
WBGene00021646,Y47G6A.21,M00626_2.00,LSL-1,WBGene00021646,WBGene00021646,History: N.A.
WBGene00021649,Y47G6A.25,M00626_2.00,LSL-1,WBGene00021649,WBGene00021649,History: N.A.
WBGene00021650,Y47G6A.26,M00626_2.00,LSL-1,WBGene00021650,WBGene00021650,History: N.A.
WBGene00021667,snpc-3.2,M00626_2.00,LSL-1,WBGene00021667,WBGene00021667,History: N.A.
WBGene00021733,otub-2,M00626_2.00,LSL-1,WBGene00021733,WBGene00021733,History: N.A.
WBGene00021735,Y50D4A.1,M00626_2.00,LSL-1,WBGene00021735,WBGene00021735,History: N.A.
WBGene00021739,Y50D4A.5,M00626_2.00,LSL-1,WBGene00021739,WBGene00021739,History: N.A.
WBGene00021752,xpd-1,M00626_2.00,LSL-1,WBGene00021752,WBGene00021752,History: N.A.
WBGene00021827,dnc-6,M00626_2.00,LSL-1,WBGene00021827,WBGene00021827,History: N.A.
WBGene00021838,Y54E10BL.3,M00626_2.00,LSL-1,WBGene00021838,WBGene00021838,History: N.A.
WBGene00021839,nduf-5,M00626_2.00,LSL-1,WBGene00021839,WBGene00021839,History: N.A.
WBGene00021846,ztf-23,M00626_2.00,LSL-1,WBGene00021846,WBGene00021846,History: N.A.
WBGene00021855,Y54F10AR.2,M00626_2.00,LSL-1,WBGene00021855,WBGene00021855,History: N.A.
WBGene00021884,Y54G2A.19,M00626_2.00,LSL-1,WBGene00021884,WBGene00021884,History: N.A.
WBGene00021898,Y54G2A.36,M00626_2.00,LSL-1,WBGene00021898,WBGene00021898,History: N.A.
WBGene00021899,Y54H5A.1,M00626_2.00,LSL-1,WBGene00021899,WBGene00021899,History: N.A.
WBGene00021900,Y54H5A.2,M00626_2.00,LSL-1,WBGene00021900,WBGene00021900,History: N.A.
WBGene00021923,Y55F3AM.5,M00626_2.00,LSL-1,WBGene00021923,WBGene00021923,History: N.A.
WBGene00021935,mrpl-46,M00626_2.00,LSL-1,WBGene00021935,WBGene00021935,History: Split into Y55F3BL.4(WBGene00185088). History of WBGene00021935: N.A.
WBGene00021938,Y55F3BR.1,M00626_2.00,LSL-1,WBGene00021938,WBGene00021938,History: N.A.
WBGene00022006,mpst-5,M00626_2.00,LSL-1,WBGene00022006,WBGene00022006,History: N.A.
WBGene00022007,mpst-6,M00626_2.00,LSL-1,WBGene00022007,WBGene00022007,History: N.A.
WBGene00022054,Y67D2.4,M00626_2.00,LSL-1,WBGene00022054,WBGene00022054,History: N.A.
WBGene00022056,ddx-35,M00626_2.00,LSL-1,WBGene00022056,WBGene00022056,History: N.A.
WBGene00022099,Y69A2AR.28,M00626_2.00,LSL-1,WBGene00022099,WBGene00022099,History: N.A.
WBGene00022125,Y71F9B.1,M00626_2.00,LSL-1,WBGene00022125,WBGene00022125,History: N.A.
WBGene00022141,chaf-2,M00626_2.00,LSL-1,WBGene00022141,WBGene00022141,History: N.A.
WBGene00022175,Y71H2AM.10,M00626_2.00,LSL-1,WBGene00022175,WBGene00022175,History: N.A.
WBGene00022185,Y71H2AM.20,M00626_2.00,LSL-1,WBGene00022185,WBGene00022185,History: N.A.
WBGene00022193,ppfr-4,M00626_2.00,LSL-1,WBGene00022193,WBGene00022193,History: N.A.
WBGene00022194,Y71H2B.4,M00626_2.00,LSL-1,WBGene00022194,WBGene00022194,History: N.A.
WBGene00022251,blos-2,M00626_2.00,LSL-1,WBGene00022251,WBGene00022251,History: N.A.
WBGene00022281,abtm-1,M00626_2.00,LSL-1,WBGene00022281,WBGene00022281,History: N.A.
WBGene00022286,rga-4,M00626_2.00,LSL-1,WBGene00022286,WBGene00022286,History: N.A.
WBGene00022358,Y92H12A.2,M00626_2.00,LSL-1,WBGene00022358,WBGene00022358,History: N.A.
WBGene00022453,ncap-1,M00626_2.00,LSL-1,WBGene00022453,WBGene00022453,History: N.A.
WBGene00022497,Y119D3B.21,M00626_2.00,LSL-1,WBGene00022497,WBGene00022497,History: N.A.
WBGene00022531,morc-1,M00626_2.00,LSL-1,WBGene00022531,WBGene00022531,History: N.A.
WBGene00022678,sar-1,M00626_2.00,LSL-1,WBGene00022678,WBGene00022678,History: N.A.
WBGene00023486,K08B4.7,M00626_2.00,LSL-1,WBGene00023486,WBGene00023486,History: N.A.
WBGene00044246,F36D1.10,M00626_2.00,LSL-1,WBGene00044246,WBGene00044246,History: N.A.
WBGene00044363,F22E5.21,M00626_2.00,LSL-1,WBGene00044363,WBGene00044363,History: N.A.
WBGene00044389,C27D6.12,M00626_2.00,LSL-1,WBGene00044389,WBGene00044389,History: N.A.
WBGene00044413,B0205.12,M00626_2.00,LSL-1,WBGene00044413,WBGene00044413,History: N.A.
WBGene00044423,F53F10.8,M00626_2.00,LSL-1,WBGene00044423,WBGene00044423,History: N.A.
WBGene00044435,Y20F4.8,M00626_2.00,LSL-1,WBGene00044435,WBGene00044435,History: N.A.
WBGene00044437,Y47G6A.32,M00626_2.00,LSL-1,WBGene00044437,WBGene00044437,History: N.A.
WBGene00044493,Y54G2A.50,M00626_2.00,LSL-1,WBGene00044493,WBGene00044493,History: N.A.
WBGene00044530,F32D1.11,M00626_2.00,LSL-1,WBGene00044530,WBGene00044530,History: N.A.
WBGene00044609,tbcc-1,M00626_2.00,LSL-1,WBGene00044609,WBGene00044609,History: N.A.
WBGene00044637,rft-1,M00626_2.00,LSL-1,WBGene00044637,WBGene00044637,History: N.A.
WBGene00044644,B0205.13,M00626_2.00,LSL-1,WBGene00044644,WBGene00044644,History: N.A.
WBGene00044689,arid-1,M00626_2.00,LSL-1,WBGene00044689,WBGene00044689,History: N.A.
WBGene00044753,F49H12.7,M00626_2.00,LSL-1,WBGene00044753,WBGene00044753,History: N.A.
WBGene00045052,K12C11.6,M00626_2.00,LSL-1,WBGene00045052,WBGene00045052,History: N.A.
WBGene00045053,K12C11.7,M00626_2.00,LSL-1,WBGene00045053,WBGene00045053,History: N.A.
WBGene00045249,T07A9.15,M00626_2.00,LSL-1,WBGene00045249,WBGene00045249,History: N.A.
WBGene00045387,K09H9.8,M00626_2.00,LSL-1,WBGene00045387,WBGene00045387,History: N.A.
WBGene00045399,Y47G6A.33,M00626_2.00,LSL-1,WBGene00045399,WBGene00045399,History: N.A.
WBGene00045434,Y95D11A.3,M00626_2.00,LSL-1,WBGene00045434,WBGene00045434,History: N.A.
WBGene00077698,lurp-4,M00626_2.00,LSL-1,WBGene00077698,WBGene00077698,History: N.A.
WBGene00077728,T23G11.11,M00626_2.00,LSL-1,WBGene00077728,WBGene00077728,History: N.A.
WBGene00185089,C16A11.10,M00626_2.00,LSL-1,WBGene00185089,WBGene00185089,History: N.A.
WBGene00189950,C39B5.14,M00626_2.00,LSL-1,WBGene00189950,WBGene00189950,History: N.A.
WBGene00194701,Y23H5B.12,M00626_2.00,LSL-1,WBGene00194701,WBGene00194701,History: N.A.
WBGene00195093,Y59E9AL.36,M00626_2.00,LSL-1,WBGene00195093,WBGene00195093,History: N.A.
WBGene00195155,W04A8.9,M00626_2.00,LSL-1,WBGene00195155,WBGene00195155,History: N.A.
WBGene00195230,F36D1.13,M00626_2.00,LSL-1,WBGene00195230,WBGene00195230,History: N.A.
WBGene00195232,F36D1.15,M00626_2.00,LSL-1,WBGene00195232,WBGene00195232,History: N.A.
WBGene00206502,T01B7.13,M00626_2.00,LSL-1,WBGene00206502,WBGene00206502,History: N.A.
WBGene00219275,Y39G10AR.32,M00626_2.00,LSL-1,WBGene00219275,WBGene00219275,History: N.A.
WBGene00235254,F49D11.14,M00626_2.00,LSL-1,WBGene00235254,WBGene00235254,History: N.A.
WBGene00235283,Y55F3BL.6,M00626_2.00,LSL-1,WBGene00235283,WBGene00235283,History: N.A.
WBGene00235315,Y50D4A.10,M00626_2.00,LSL-1,WBGene00235315,WBGene00235315,History: N.A.
WBGene00271807,F19F10.14,M00626_2.00,LSL-1,WBGene00271807,WBGene00271807,History: N.A.
WBGene00303049,C55C3.73,M00626_2.00,LSL-1,WBGene00303049,WBGene00303049,History: N.A.
WBGene00303089,Y46G5A.47,M00626_2.00,LSL-1,WBGene00303089,WBGene00303089,History: N.A.
WBGene00305112,F22E5.23,M00626_2.00,LSL-1,WBGene00305112,WBGene00305112,History: N.A.
WBGene00000158,apg-1,M00682_2.00,HSF-1,WBGene00000158,WBGene00000158,History: N.A.
WBGene00000197,aars-2,M00682_2.00,HSF-1,WBGene00000197,WBGene00000197,History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
WBGene00000213,asm-3,M00682_2.00,HSF-1,WBGene00000213,WBGene00000213,History: N.A.
WBGene00000267,bre-2,M00682_2.00,HSF-1,WBGene00000267,WBGene00000267,History: N.A.
WBGene00000487,che-6,M00682_2.00,HSF-1,WBGene00000487,WBGene00000487,History: Renamed on 2012-08-15
WBGene00000498,chk-1,M00682_2.00,HSF-1,WBGene00000498,WBGene00000498,History: N.A.
WBGene00000514,ckb-4,M00682_2.00,HSF-1,WBGene00000514,WBGene00000514,History: N.A.
WBGene00000663,col-88,M00682_2.00,HSF-1,WBGene00000663,WBGene00000663,History: N.A.
WBGene00000679,col-105,M00682_2.00,HSF-1,WBGene00000679,WBGene00000679,History: N.A.
WBGene00000735,col-162,M00682_2.00,HSF-1,WBGene00000735,WBGene00000735,History: N.A.
WBGene00000782,cpr-2,M00682_2.00,HSF-1,WBGene00000782,WBGene00000782,History: N.A.
WBGene00001165,efn-4,M00682_2.00,HSF-1,WBGene00001165,WBGene00001165,History: N.A.
WBGene00001880,his-6,M00682_2.00,HSF-1,WBGene00001880,WBGene00001880,History: N.A.
WBGene00001913,his-39,M00682_2.00,HSF-1,WBGene00001913,WBGene00001913,History: Renamed on 2008-01-18
WBGene00002107,ins-24,M00682_2.00,HSF-1,WBGene00002107,WBGene00002107,History: N.A.
WBGene00002232,kpc-1,M00682_2.00,HSF-1,WBGene00002232,WBGene00002232,History: N.A.
WBGene00002583,let-363,M00682_2.00,HSF-1,WBGene00002583,WBGene00002583,History: Renamed on 2014-09-04; Renamed on 2014-10-09; Renamed on 2015-01-08; Renamed on 2015-03-05; Renamed on 2015-03-10
WBGene00003610,nhr-11,M00682_2.00,HSF-1,WBGene00003610,WBGene00003610,History: N.A.
WBGene00003708,nhr-118,M00682_2.00,HSF-1,WBGene00003708,WBGene00003708,History: N.A.
WBGene00003751,nlp-13,M00682_2.00,HSF-1,WBGene00003751,WBGene00003751,History: N.A.
WBGene00004130,ketn-1,M00682_2.00,HSF-1,WBGene00004130,WBGene00004130,History: N.A.
WBGene00004249,pvf-1,M00682_2.00,HSF-1,WBGene00004249,WBGene00004249,History: N.A.
WBGene00004338,rfc-2,M00682_2.00,HSF-1,WBGene00004338,WBGene00004338,History: N.A.
WBGene00004374,rme-2,M00682_2.00,HSF-1,WBGene00004374,WBGene00004374,History: N.A.
WBGene00005058,sra-32,M00682_2.00,HSF-1,WBGene00005058,WBGene00005058,History: N.A.
WBGene00005315,srh-95,M00682_2.00,HSF-1,WBGene00005315,WBGene00005315,History: N.A.
WBGene00005323,srh-104,M00682_2.00,HSF-1,WBGene00005323,WBGene00005323,History: N.A.
WBGene00005344,srh-127,M00682_2.00,HSF-1,WBGene00005344,WBGene00005344,History: N.A.
WBGene00005358,srh-141,M00682_2.00,HSF-1,WBGene00005358,WBGene00005358,History: N.A.
WBGene00005392,srh-177,M00682_2.00,HSF-1,WBGene00005392,WBGene00005392,History: N.A.
WBGene00005394,srh-179,M00682_2.00,HSF-1,WBGene00005394,WBGene00005394,History: N.A.
WBGene00005396,srh-181,M00682_2.00,HSF-1,WBGene00005396,WBGene00005396,History: N.A.
WBGene00005397,srh-182,M00682_2.00,HSF-1,WBGene00005397,WBGene00005397,History: N.A.
WBGene00005499,srh-295,M00682_2.00,HSF-1,WBGene00005499,WBGene00005499,History: N.A.
WBGene00005622,srj-38,M00682_2.00,HSF-1,WBGene00005622,WBGene00005622,History: N.A.
WBGene00005679,sru-16,M00682_2.00,HSF-1,WBGene00005679,WBGene00005679,History: N.A.
WBGene00005725,srv-14,M00682_2.00,HSF-1,WBGene00005725,WBGene00005725,History: N.A.
WBGene00005757,srw-10,M00682_2.00,HSF-1,WBGene00005757,WBGene00005757,History: N.A.
WBGene00005767,srw-20,M00682_2.00,HSF-1,WBGene00005767,WBGene00005767,History: N.A.
WBGene00005800,srw-53,M00682_2.00,HSF-1,WBGene00005800,WBGene00005800,History: N.A.
WBGene00005802,srw-55,M00682_2.00,HSF-1,WBGene00005802,WBGene00005802,History: N.A.
WBGene00005849,srw-102,M00682_2.00,HSF-1,WBGene00005849,WBGene00005849,History: N.A.
WBGene00005896,srx-5,M00682_2.00,HSF-1,WBGene00005896,WBGene00005896,History: N.A.
WBGene00005898,srx-7,M00682_2.00,HSF-1,WBGene00005898,WBGene00005898,History: N.A.
WBGene00005899,srx-8,M00682_2.00,HSF-1,WBGene00005899,WBGene00005899,History: N.A.
WBGene00005922,srx-31,M00682_2.00,HSF-1,WBGene00005922,WBGene00005922,History: N.A.
WBGene00005923,srx-32,M00682_2.00,HSF-1,WBGene00005923,WBGene00005923,History: N.A.
WBGene00005984,srx-93,M00682_2.00,HSF-1,WBGene00005984,WBGene00005984,History: N.A.
WBGene00006010,srx-119,M00682_2.00,HSF-1,WBGene00006010,WBGene00006010,History: N.A.
WBGene00006096,str-30,M00682_2.00,HSF-1,WBGene00006096,WBGene00006096,History: N.A.
WBGene00006129,str-67,M00682_2.00,HSF-1,WBGene00006129,WBGene00006129,History: N.A.
WBGene00006153,str-96,M00682_2.00,HSF-1,WBGene00006153,WBGene00006153,History: N.A.
WBGene00006164,str-113,M00682_2.00,HSF-1,WBGene00006164,WBGene00006164,History: N.A.
WBGene00006204,str-159,M00682_2.00,HSF-1,WBGene00006204,WBGene00006204,History: N.A.
WBGene00006244,str-211,M00682_2.00,HSF-1,WBGene00006244,WBGene00006244,History: N.A.
WBGene00006782,unc-46,M00682_2.00,HSF-1,WBGene00006782,WBGene00006782,History: N.A.
WBGene00007027,ssl-1,M00682_2.00,HSF-1,WBGene00007027,WBGene00007027,History: N.A.
WBGene00007083,AH10.2,M00682_2.00,HSF-1,WBGene00007083,WBGene00007083,History: N.A.
WBGene00007091,eri-12,M00682_2.00,HSF-1,WBGene00007091,WBGene00007091,History: N.A.
WBGene00007092,B0001.7,M00682_2.00,HSF-1,WBGene00007092,WBGene00007092,History: N.A.
WBGene00007660,pals-6,M00682_2.00,HSF-1,WBGene00007660,WBGene00007660,History: N.A.
WBGene00008405,ttll-12,M00682_2.00,HSF-1,WBGene00008405,WBGene00008405,History: Renamed on 2007-05-29
WBGene00008538,sqrd-1,M00682_2.00,HSF-1,WBGene00008538,WBGene00008538,History: N.A.
WBGene00008724,F13A7.1,M00682_2.00,HSF-1,WBGene00008724,WBGene00008724,History: N.A.
WBGene00009021,F21D9.8,M00682_2.00,HSF-1,WBGene00009021,WBGene00009021,History: N.A.
WBGene00009046,F22B8.3,M00682_2.00,HSF-1,WBGene00009046,WBGene00009046,History: N.A.
WBGene00009196,F28B1.2,M00682_2.00,HSF-1,WBGene00009196,WBGene00009196,History: N.A.
WBGene00009220,F28D9.4,M00682_2.00,HSF-1,WBGene00009220,WBGene00009220,"History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
WBGene00009486,F36G9.7,M00682_2.00,HSF-1,WBGene00009486,WBGene00009486,History: N.A.
WBGene00010099,fbxb-117,M00682_2.00,HSF-1,WBGene00010099,WBGene00010099,History: N.A.
WBGene00010102,F55C9.5,M00682_2.00,HSF-1,WBGene00010102,WBGene00010102,History: N.A.
WBGene00010104,fbxb-60,M00682_2.00,HSF-1,WBGene00010104,WBGene00010104,"History: Split into F55C9.14(WBGene00077663). History of WBGene00010104: Split into ""WBGene00077663"" on 2008-02-22"
WBGene00010149,F56D5.5,M00682_2.00,HSF-1,WBGene00010149,WBGene00010149,History: N.A.
WBGene00010158,pes-2.2,M00682_2.00,HSF-1,WBGene00010158,WBGene00010158,History: N.A.
WBGene00010440,ttr-51,M00682_2.00,HSF-1,WBGene00010440,WBGene00010440,History: N.A.
WBGene00010442,bus-12,M00682_2.00,HSF-1,WBGene00010442,WBGene00010442,History: N.A.
WBGene00010507,K02E2.6,M00682_2.00,HSF-1,WBGene00010507,WBGene00010507,History: N.A.
WBGene00010534,fbxa-102,M00682_2.00,HSF-1,WBGene00010534,WBGene00010534,History: N.A.
WBGene00010652,K08C9.5,M00682_2.00,HSF-1,WBGene00010652,WBGene00010652,History: N.A.
WBGene00010934,fbxa-118,M00682_2.00,HSF-1,WBGene00010934,WBGene00010934,History: Split into fbxa-194(WBGene00044655). History of WBGene00010934: N.A.
WBGene00011234,R11A5.6,M00682_2.00,HSF-1,WBGene00011234,WBGene00011234,History: N.A.
WBGene00011611,T08D2.6,M00682_2.00,HSF-1,WBGene00011611,WBGene00011611,History: N.A.
WBGene00011793,T16A9.3,M00682_2.00,HSF-1,WBGene00011793,WBGene00011793,History: N.A.
WBGene00011809,T16G12.8,M00682_2.00,HSF-1,WBGene00011809,WBGene00011809,"History: Split into T16G12.13(WBGene00306001). History of WBGene00011809: Split into ""WBGene00306001"" on 2020-01-21"
WBGene00012228,W03H9.2,M00682_2.00,HSF-1,WBGene00012228,WBGene00012228,History: N.A.
WBGene00012449,nhr-231,M00682_2.00,HSF-1,WBGene00012449,WBGene00012449,History: N.A.
WBGene00012450,Y17D7B.2,M00682_2.00,HSF-1,WBGene00012450,WBGene00012450,History: N.A.
WBGene00012521,Y32B12B.1,M00682_2.00,HSF-1,WBGene00012521,WBGene00012521,History: N.A.
WBGene00012522,Y32B12B.2,M00682_2.00,HSF-1,WBGene00012522,WBGene00012522,History: N.A.
WBGene00012523,srbc-65,M00682_2.00,HSF-1,WBGene00012523,WBGene00012523,History: N.A.
WBGene00012628,Y38H6C.16,M00682_2.00,HSF-1,WBGene00012628,WBGene00012628,History: N.A.
WBGene00012639,fezf-1,M00682_2.00,HSF-1,WBGene00012639,WBGene00012639,History: N.A.
WBGene00012654,Y39A1A.16,M00682_2.00,HSF-1,WBGene00012654,WBGene00012654,History: N.A.
WBGene00012678,zhp-4,M00682_2.00,HSF-1,WBGene00012678,WBGene00012678,History: N.A.
WBGene00012688,Y39B6A.29,M00682_2.00,HSF-1,WBGene00012688,WBGene00012688,History: N.A.
WBGene00012723,Y39G8B.2,M00682_2.00,HSF-1,WBGene00012723,WBGene00012723,History: N.A.
WBGene00012743,Y40H7A.3,M00682_2.00,HSF-1,WBGene00012743,WBGene00012743,History: N.A.
WBGene00012879,fbxa-215,M00682_2.00,HSF-1,WBGene00012879,WBGene00012879,History: N.A.
WBGene00012942,Y47D3B.6,M00682_2.00,HSF-1,WBGene00012942,WBGene00012942,History: N.A.
WBGene00013043,arrd-16,M00682_2.00,HSF-1,WBGene00013043,WBGene00013043,History: N.A.
WBGene00013131,pigl-1,M00682_2.00,HSF-1,WBGene00013131,WBGene00013131,"History: Merged into ""WBGene00009220"" on 2005-11-18"
WBGene00013148,Y53F4A.2,M00682_2.00,HSF-1,WBGene00013148,WBGene00013148,History: N.A.
WBGene00013154,Y53F4B.7,M00682_2.00,HSF-1,WBGene00013154,WBGene00013154,History: N.A.
WBGene00013172,Y53F4B.26,M00682_2.00,HSF-1,WBGene00013172,WBGene00013172,History: N.A.
WBGene00013242,Y56A3A.30,M00682_2.00,HSF-1,WBGene00013242,WBGene00013242,History: N.A.
WBGene00013292,Y57G11A.4,M00682_2.00,HSF-1,WBGene00013292,WBGene00013292,History: N.A.
WBGene00013361,fars-2,M00682_2.00,HSF-1,WBGene00013361,WBGene00013361,History: Renamed on 2010-01-29
WBGene00013449,Y67A6A.1,M00682_2.00,HSF-1,WBGene00013449,WBGene00013449,History: N.A.
WBGene00013526,Y73F8A.20,M00682_2.00,HSF-1,WBGene00013526,WBGene00013526,History: N.A.
WBGene00013756,ftr-1,M00682_2.00,HSF-1,WBGene00013756,WBGene00013756,History: N.A.
WBGene00013819,Y116F11A.6,M00682_2.00,HSF-1,WBGene00013819,WBGene00013819,History: N.A.
WBGene00013999,ZK550.5,M00682_2.00,HSF-1,WBGene00013999,WBGene00013999,History: N.A.
WBGene00014193,nhr-247,M00682_2.00,HSF-1,WBGene00014193,WBGene00014193,History: N.A.
WBGene00014197,ZK1053.2,M00682_2.00,HSF-1,WBGene00014197,WBGene00014197,History: N.A.
WBGene00014214,ZK1073.2,M00682_2.00,HSF-1,WBGene00014214,WBGene00014214,History: N.A.
WBGene00014216,ZK1086.2,M00682_2.00,HSF-1,WBGene00014216,WBGene00014216,History: N.A.
WBGene00014248,ZK1307.7,M00682_2.00,HSF-1,WBGene00014248,WBGene00014248,History: N.A.
WBGene00015092,mrpl-47,M00682_2.00,HSF-1,WBGene00015092,WBGene00015092,History: N.A.
WBGene00015574,irg-1,M00682_2.00,HSF-1,WBGene00015574,WBGene00015574,History: N.A.
WBGene00015986,C18G1.8,M00682_2.00,HSF-1,WBGene00015986,WBGene00015986,History: N.A.
WBGene00016018,C23H3.2,M00682_2.00,HSF-1,WBGene00016018,WBGene00016018,History: N.A.
WBGene00016025,xbx-4,M00682_2.00,HSF-1,WBGene00016025,WBGene00016025,History: N.A.
WBGene00016027,C23H5.8,M00682_2.00,HSF-1,WBGene00016027,WBGene00016027,History: N.A.
WBGene00016049,srt-28,M00682_2.00,HSF-1,WBGene00016049,WBGene00016049,History: N.A.
WBGene00016283,zmp-3,M00682_2.00,HSF-1,WBGene00016283,WBGene00016283,History: N.A.
WBGene00016330,C32E12.4,M00682_2.00,HSF-1,WBGene00016330,WBGene00016330,History: N.A.
WBGene00016364,nhr-161,M00682_2.00,HSF-1,WBGene00016364,WBGene00016364,History: N.A.
WBGene00016520,C39B5.2,M00682_2.00,HSF-1,WBGene00016520,WBGene00016520,History: N.A.
