# Table S9. mRNAs significantly downregulated 1.3 fold or greater in prg-1(n4357) gonads.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,predicted_piRNA_targets,CLASH_counts,Input,Suggested Match,History
F07B7.2,F07B7.2,598.399759147743,-3.04177,9.540226975565749e-12,3.0,18.0,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
W09B7.2,W09B7.2,598.399759147743,-3.04177,9.540226975565749e-12,3.0,18.0,W09B7.2,WBGene00021107,Public name for WBGene00021107. History: N.A.
Y71F9AL.5,gst-43,134.888394817795,-3.0348,2.00130675471536e-18,2.0,0.0,Y71F9AL.5,WBGene00001791,Sequence name for WBGene00001791(gst-43). History: N.A.
C17G1.4,nra-3,63.5921521161326,-3.03257,1.32162037841464e-07,18.0,3.0,C17G1.4,WBGene00007651,Sequence name for WBGene00007651(nra-3). History: N.A.
F21A10.2,myrf-2,117.772476765862,-3.02655,1.09814081987599e-21,30.0,7.0,F21A10.2,WBGene00008999,Sequence name for WBGene00008999(myrf-2). History: N.A.
C08A9.9,lido-4,13.5386338679132,-3.02592,0.0064662838832035,15.0,0.0,C08A9.9,WBGene00015589,Sequence name for WBGene00015589(lido-4). History: N.A.
F20D6.10,F20D6.10,11.3188147782955,-3.00831,0.0108063378492467,33.0,3.0,F20D6.10,WBGene00017639,Public name for WBGene00017639. History: N.A.
K06C4.4,his-20,117.701304150903,-3.00431,1.00815520598797e-15,0.0,29.0,K06C4.4,WBGene00001894,Sequence name for WBGene00001894(his-20). History: N.A.
K06C4.12,his-22,117.701304150903,-3.00431,1.00815520598797e-15,0.0,29.0,K06C4.12,WBGene00001896,Sequence name for WBGene00001896(his-22). History: N.A.
F07B7.4,his-52,117.701304150903,-3.00431,1.00815520598797e-15,0.0,29.0,F07B7.4,WBGene00001926,Sequence name for WBGene00001926(his-52). History: N.A.
K06C4.10,his-18,1067.1457819683,-3.00134,1.8730543535021302e-25,3.0,54.0,K06C4.10,WBGene00001892,Sequence name for WBGene00001892(his-18). History: N.A.
F42G10.2,mkk-4,33.42291127079,-2.99772,2.50020889215479e-05,22.0,2.0,F42G10.2,WBGene00003368,Sequence name for WBGene00003368(mkk-4). History: N.A.
C46C11.2,C46C11.2,15.8708951806112,-2.99558,0.006540410053269,18.0,2.0,C46C11.2,WBGene00016705,Sequence name for WBGene00016705(slcr-46.1). History: N.A.
Y48E1B.13,csp-1,48.7909527067079,-2.99237,0.000608410362206,17.0,21.0,Y48E1B.13,WBGene00000819,Sequence name for WBGene00000819(csp-1). History: N.A.
T13H2.5,spat-3,435.503177177398,-2.98269,4.1224528664446196e-57,94.0,19.0,T13H2.5,WBGene00020496,Sequence name for WBGene00020496(spat-3). History: N.A.
F52G3.3,F52G3.3,13.5767644924177,-2.96822,0.007927806627977,47.0,5.0,F52G3.3,WBGene00018711,Public name for WBGene00018711. History: N.A.
K03D3.13,Pseudogene,19.36506040176,-2.95958,0.0057259942651967,,,K03D3.13,WBGene00044670,Sequence name for WBGene00044670(rac-3). History: N.A.
Y7A5A.1,Y7A5A.1,21.3947452897283,-2.93428,0.0011436501745349,12.0,8.0,Y7A5A.1,WBGene00012407,Public name for WBGene00012407. History: N.A.
K02B9.1,meg-1,1484.17836167952,-2.92346,4.29156385497824e-123,15.0,16.0,K02B9.1,WBGene00010492,Sequence name for WBGene00010492(meg-1). History: N.A.
F52H2.1,F52H2.1,42.8814224679253,-2.9231,2.8622841783174e-07,23.0,1.0,F52H2.1,WBGene00018714,Public name for WBGene00018714. History: N.A.
K09A9.1,nipi-3,95.7044522260287,-2.92141,2.84346529686451e-10,15.0,1.0,K09A9.1,WBGene00010700,Sequence name for WBGene00010700(nipi-3). History: N.A.
F35C8.7,chtl-1,551.789289886961,-2.92077,3.5172158473344296e-78,10.0,9.0,F35C8.7,WBGene00018037,Sequence name for WBGene00018037(chtl-1). History: N.A.
C24H10.2,C24H10.2,106.351474071991,-2.91887,1.6066754796341998e-12,17.0,19.0,C24H10.2,WBGene00016068,Public name for WBGene00016068. History: N.A.
T14B4.8,T14B4.8,31.3264439126658,-2.91729,0.0001106430677388,17.0,2.0,T14B4.8,WBGene00020502,Public name for WBGene00020502. History: N.A.
H35N09.2,H35N09.2,14.35211841826,-2.90563,0.0146125932272992,2.0,6.0,H35N09.2,WBGene00019266,Public name for WBGene00019266. History: N.A.
C01G12.1,madf-5,48.8570947451259,-2.8736,1.14511845504254e-06,18.0,27.0,C01G12.1,WBGene00007242,Sequence name for WBGene00007242(madf-5). History: N.A.
C35C5.1,sdc-2,347.368969765603,-2.87003,2.7451706953147797e-34,103.0,8.0,C35C5.1,WBGene00004746,Sequence name for WBGene00004746(sdc-2). History: N.A.
M01B2.10,M01B2.10,41.1335287838865,-2.86328,2.41821395518197e-06,13.0,3.0,M01B2.10,WBGene00010803,Public name for WBGene00010803. History: N.A.
Y60A9A.3,Pseudogene,11.9441431639946,-2.86132,0.0304950341853497,,,Y60A9A.3,WBGene00194675,Public name for WBGene00194675. History: N.A.
C06G1.4,ain-1,247.491287621073,-2.85924,1.7395087390361002e-36,20.0,17.0,C06G1.4,WBGene00015547,Sequence name for WBGene00015547(ain-1). History: N.A.
F49H12.6,acl-4,548.868579522478,-2.84986,3.76304853985938e-43,26.0,5.0,F49H12.6,WBGene00018657,Sequence name for WBGene00018657(acl-4). History: N.A.
C18C4.5,C18C4.5,116.782588873411,-2.84881,4.90290698026399e-16,,,C18C4.5,WBGene00015968,"Public name for Dead gene WBGene00015966. History of WBGene00015966: Merged into ""WBGene00015968"" on 2017-09-21"
K02G10.6,hyl-2,48.3820729387087,-2.84546,1.24278075534849e-07,12.0,1.0,K02G10.6,WBGene00002044,Sequence name for WBGene00002044(hyl-2). History: N.A.
C34F6.9,C34F6.9,98.9986897989809,-2.84184,2.5386773712718902e-14,27.0,1.0,C34F6.9,WBGene00007943,Public name for WBGene00007943. History: N.A.
R06A10.2,gsa-1,34.0146347078431,-2.83458,0.0001182080894418,16.0,61.0,R06A10.2,WBGene00001745,Sequence name for WBGene00001745(gsa-1). History: N.A.
Y71H9A.3,sto-4,45.428273862871,-2.82817,7.27488440148591e-06,5.0,8.0,Y71H9A.3,WBGene00006066,Sequence name for WBGene00006066(sto-4). History: N.A.
C02B4.2,nhr-17,58.1182903583983,-2.82177,9.58583812179898e-07,18.0,4.0,C02B4.2,WBGene00003616,Sequence name for WBGene00003616(nhr-17). History: N.A.
F46C3.4,Pseudogene,86.7635842480256,-2.81762,7.90366370346485e-14,,,F46C3.4,WBGene00044702,Public name for WBGene00044702. History: N.A.
T23F2.5,T23F2.5,22.7815577314088,-2.79229,0.003440860272881,1.0,4.0,T23F2.5,WBGene00020738,Public name for WBGene00020738. History: N.A.
ZC250.2,ZC250.2,36.693782973164,-2.7916,6.01395324558412e-05,25.0,1.0,ZC250.2,WBGene00022576,Public name for WBGene00022576. History: N.A.
Y39C12A.9,Y39C12A.9,27.3658766915054,-2.78966,0.0007064885038457,8.0,8.0,Y39C12A.9,WBGene00012710,Public name for WBGene00012710. History: N.A.
K07E3.1,K07E3.1,66.8095150308359,-2.78534,5.88790663507577e-08,35.0,2.0,K07E3.1,WBGene00019490,Public name for WBGene00019490. History: N.A.
F28H6.6,F28H6.6,94.6695537310861,-2.78528,5.6090366818289896e-11,31.0,9.0,F28H6.6,WBGene00009234,Public name for WBGene00009234. History: N.A.
K10B3.6,gpcp-1,17.1773496741118,-2.7682,0.0396631375575447,16.0,0.0,K10B3.6,WBGene00019612,Sequence name for WBGene00019612(gpcp-1). History: N.A.
F07B7.1,F07B7.1,117.350084713038,-2.75187,9.13523212842352e-05,4.0,8.0,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
W09B7.1,W09B7.1,117.350084713038,-2.75187,9.13523212842352e-05,7.0,8.0,W09B7.1,WBGene00021106,Public name for WBGene00021106. History: N.A.
K09E3.7,K09E3.7,89.4277303077327,-2.74972,1.77616092238075e-10,37.0,12.0,K09E3.7,WBGene00019578,Public name for WBGene00019578. History: N.A.
F19H6.4,F19H6.4,228.080868085325,-2.72455,3.87170652329698e-26,4.0,2.0,F19H6.4,WBGene00008959,Public name for WBGene00008959. History: N.A.
Y38C1AA.4,tcl-2,33.2967732522563,-2.71575,1.12857162804794e-05,25.0,4.0,Y38C1AA.4,WBGene00006561,Sequence name for WBGene00006561(tcl-2). History: N.A.
Y39B6A.17,nhr-95,74.0952682531615,-2.70694,7.37056730169724e-06,43.0,3.0,Y39B6A.17,WBGene00003685,Sequence name for WBGene00003685(nhr-95). History: N.A.
C36A4.14,Pseudogene,15.0067150424102,-2.70478,0.0165268813674058,,,C36A4.14,WBGene00194650,Public name for WBGene00194650. History: N.A.
F23A7.6,Pseudogene,25.7104646564551,-2.6927,0.0003207432234525,,,F23A7.6,WBGene00009071,Public name for WBGene00009071. History: N.A.
F21G4.4,phf-34,56.4472028208738,-2.69264,1.4044691480954e-07,15.0,1.0,F21G4.4,WBGene00009025,Sequence name for WBGene00009025(phf-34). History: N.A.
F52E4.1,pccb-1,810.341052222007,-2.69191,7.78208133983917e-70,18.0,19.0,F52E4.1,WBGene00018701,Sequence name for WBGene00018701(pccb-1). History: N.A.
F59F5.6,syd-2,249.209580130943,-2.69026,6.17216119696742e-34,53.0,9.0,F59F5.6,WBGene00006364,Sequence name for WBGene00006364(syd-2). History: Renamed on 2008-01-14
F49B2.6,F49B2.6,16.7791854050834,-2.68788,0.0135025791052145,51.0,3.0,F49B2.6,WBGene00009865,Public name for WBGene00009865. History: N.A.
VF13D12L.1,inos-1,1902.15825446376,-2.68744,1.43026134248953e-98,10.0,32.0,VF13D12L.1,WBGene00012148,Sequence name for WBGene00012148(inos-1). History: N.A.
F23D12.9,Pseudogene,16.2068989119325,-2.68541,0.0179515603606892,,,F23D12.9,WBGene00044217,Public name for WBGene00044217. History: N.A.
K05B2.2,K05B2.2,22.4104889983279,-2.68441,0.0075293465798102,13.0,8.0,K05B2.2,WBGene00019403,Public name for WBGene00019403. History: N.A.
F31F6.1,F31F6.1,125.634834748475,-2.6777,2.4973345744941302e-14,14.0,4.0,F31F6.1,WBGene00009300,Public name for WBGene00009300. History: N.A.
C49F5.6,C49F5.6,1099.44671447611,-2.67748,4.49410430512732e-73,33.0,8.0,C49F5.6,WBGene00008210,Public name for WBGene00008210. History: N.A.
F58E1.13,F58E1.13,8.25844053982426,-2.66996,0.0491608298537635,9.0,9.0,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
F44F1.6,F44F1.6,27.1850320324902,-2.66854,0.0034192298393045,14.0,8.0,F44F1.6,WBGene00009698,Public name for WBGene00009698. History: N.A.
AC8.1,Pseudogene,39.1271780412498,-2.66753,0.0003953551344223,,,AC8.1,WBGene00004054,Public name for WBGene00004054. History: Renamed on 2014-12-04
T10C6.12,his-3,862.54189412122,-2.66263,8.59816000362799e-66,4.0,31.0,T10C6.12,WBGene00001877,Sequence name for WBGene00001877(his-3). History: N.A.
T24D5.5,T24D5.5,54.6403447651139,-2.65993,1.31690751284997e-05,4.0,1.0,T24D5.5,WBGene00011993,Public name for WBGene00011993. History: N.A.
F23D12.10,F23D12.10,83.1615729297699,-2.6597,6.2090475060960405e-09,18.0,5.0,F23D12.10,WBGene00045291,Public name for WBGene00045291. History: N.A.
W07E11.1,W07E11.1,3045.80083023786,-2.6518,7.322398986742371e-151,53.0,17.0,W07E11.1,WBGene00012326,Public name for WBGene00012326. History: N.A.
F54F7.1,taf-7.1,31.2450346033542,-2.65116,0.0010784655133274,12.0,1.0,F54F7.1,WBGene00006388,Sequence name for WBGene00006388(taf-7.1). History: N.A.
F52H2.7,F52H2.7,99.5518649158182,-2.64778,7.7796209797996e-14,36.0,6.0,F52H2.7,WBGene00018719,Sequence name for WBGene00018719(ccd-5). History: N.A.
F53H4.6,F53H4.6,95.6548680483881,-2.63914,7.98277294910114e-09,34.0,7.0,F53H4.6,WBGene00010011,Public name for WBGene00010011. History: N.A.
D2005.7,D2005.7,441.849951652722,-2.63334,9.54500326752161e-60,5.0,6.0,D2005.7,WBGene00086551,Public name for WBGene00086551. History: N.A.
C40H5.8,Pseudogene,14.1984757847714,-2.62733,0.0236455912799495,,,C40H5.8,WBGene00044585,Public name for WBGene00044585. History: N.A.
C17H11.6,C17H11.6,143.576209938597,-2.6171,7.147616842556441e-20,26.0,3.0,C17H11.6,WBGene00015926,Public name for WBGene00015926. History: N.A.
F52D10.6,F52D10.6,15.5239348723298,-2.60052,0.014487745977454,,,F52D10.6,WBGene00001490,"Public name for Dead gene WBGene00009932. History of WBGene00009932: Merged into ""WBGene00001490"" on 2017-04-28"
F53H8.4,sms-2,59.0682151952638,-2.587,3.2363469741314e-07,25.0,5.0,F53H8.4,WBGene00004893,Sequence name for WBGene00004893(sms-2). History: N.A.
cTel55X.1,cTel55X.1,42.038945804454,-2.58664,5.22944651111241e-06,7.0,0.0,cTel55X.1,WBGene00007068,Public name for WBGene00007068. History: Renamed on 2007-07-19
T02C1.2,T02C1.2,20.1049080837601,-2.58619,0.0089711125427352,14.0,0.0,T02C1.2,WBGene00011366,Public name for WBGene00011366. History: N.A.
F48F7.1,alg-1,88.5278041975461,-2.57371,1.85346869658223e-08,22.0,4.0,F48F7.1,WBGene00000105,Sequence name for WBGene00000105(alg-1). History: N.A.
ZK1025.1,Pseudogene,11.7083498264587,-2.56956,0.0423176093100153,,,ZK1025.1,WBGene00014992,Public name for WBGene00014992. History: N.A.
R04D3.4,R04D3.4,403.089484889682,-2.56666,8.913465591461019e-28,9.0,6.0,R04D3.4,WBGene00011012,Public name for WBGene00011012. History: N.A.
C33D9.13,C33D9.13,52.3216608944152,-2.56178,8.88487240527481e-06,38.0,10.0,C33D9.13,WBGene00194651,Public name for WBGene00194651. History: N.A.
R09F10.8,R09F10.8,1554.20374133659,-2.56111,2.35972351065743e-86,8.0,8.0,R09F10.8,WBGene00019989,Public name for WBGene00019989. History: N.A.
ZC53.6,dot-1.5,35.3548656606366,-2.5546,0.0001469757067421,11.0,26.0,ZC53.6,WBGene00022512,Sequence name for WBGene00022512(dot-1.5). History: N.A.
C16D9.6,C16D9.6,16.6333921664704,-2.54841,0.0324157681864375,6.0,0.0,C16D9.6,WBGene00015861,Public name for WBGene00015861. History: N.A.
T10C6.13,his-2,302.266069634239,-2.5397,1.3320843859093702e-23,2.0,24.0,T10C6.13,WBGene00001876,Sequence name for WBGene00001876(his-2). History: N.A.
F17H10.3,snx-17,74.6237085095611,-2.53739,3.15236246699688e-06,17.0,2.0,F17H10.3,WBGene00008927,Sequence name for WBGene00008927(snx-17). History: N.A.
K06C4.2,his-28,973.608665258386,-2.52329,5.57717277214463e-28,2.0,37.0,K06C4.2,WBGene00001902,Sequence name for WBGene00001902(his-28). History: N.A.
F07B7.9,his-50,973.608665258386,-2.52329,5.57717277214463e-28,2.0,37.0,F07B7.9,WBGene00001924,Sequence name for WBGene00001924(his-50). History: N.A.
F07B7.12,F07B7.12,100.834593955272,-2.51989,0.0084460659053687,56.0,6.0,F07B7.12,WBGene00017190,Public name for WBGene00017190. History: N.A.
ZK154.4,ZK154.4,54.2384710923139,-2.51986,3.2715123460594e-06,10.0,0.0,ZK154.4,WBGene00022666,Public name for WBGene00022666. History: N.A.
T14F9.2,T14F9.2,82.0325419369767,-2.51756,2.75118268252597e-06,17.0,2.0,T14F9.2,WBGene00020508,Public name for WBGene00020508. History: N.A.
C27C12.3,C27C12.3,78.1770546909797,-2.51246,1.05679212935196e-08,23.0,4.0,C27C12.3,WBGene00007773,Public name for WBGene00007773. History: N.A.
F49E12.6,efl-3,27.645380476833,-2.51063,0.0015414844988191,24.0,0.0,F49E12.6,WBGene00009899,Sequence name for WBGene00009899(efl-3). History: N.A.
F59A1.8,Pseudogene,184.947548439796,-2.50296,8.55355647392621e-21,,,F59A1.8,WBGene00010294,Sequence name for WBGene00010294(fbxa-129). History: N.A.
F47B7.2,F47B7.2,420.923950626424,-2.50177,6.41802744657208e-41,17.0,2.0,F47B7.2,WBGene00018533,Public name for WBGene00018533. History: N.A.
C32D5.7,C32D5.7,15.568229118052,-2.49688,0.0135138308416488,18.0,0.0,C32D5.7,WBGene00016315,Public name for WBGene00016315. History: N.A.
C32B5.12,Pseudogene,15.7441622815392,-2.49533,0.0287193585271284,,,C32B5.12,WBGene00016305,Sequence name for WBGene00016305(fbxc-57). History: N.A.
R08B4.3,R08B4.3,62.5734454263845,-2.47374,3.71638230075065e-06,9.0,9.0,R08B4.3,WBGene00011139,Public name for WBGene00011139. History: N.A.
K02G10.1,dhhc-10,46.7898750880318,-2.46981,0.0001233461093765,6.0,3.0,K02G10.1,WBGene00019344,Sequence name for WBGene00019344(dhhc-10). History: N.A.
C29F7.3,C29F7.3,41.1417477866488,-2.46911,0.0007279464913013,7.0,2.0,C29F7.3,WBGene00007812,Public name for WBGene00007812. History: N.A.
F10A3.17,F10A3.17,18.3836750142154,-2.46571,0.0114441986188796,13.0,1.0,F10A3.17,WBGene00045507,Public name for WBGene00045507. History: N.A.
C04B4.2,C04B4.2,827.990105615071,-2.46259,3.88893134589622e-59,15.0,16.0,C04B4.2,WBGene00007290,Public name for WBGene00007290. History: N.A.
AH9.3,AH9.3,91.919453085523,-2.46184,1.09270007703223e-06,17.0,2.0,AH9.3,WBGene00014999,Public name for WBGene00014999. History: N.A.
F46G11.3,gakh-1,56.0193248923605,-2.45482,4.10721277456723e-06,24.0,1.0,F46G11.3,WBGene00018516,Sequence name for WBGene00018516(gakh-1). History: Renamed on 2017-05-31
F59F4.4,acl-1,73.8065630778202,-2.44451,2.10543121843715e-06,8.0,9.0,F59F4.4,WBGene00010339,Sequence name for WBGene00010339(acl-1). History: N.A.
C05D9.5,ife-4,56.5805812666062,-2.44413,8.50893341550651e-06,15.0,1.0,C05D9.5,WBGene00002062,Sequence name for WBGene00002062(ife-4). History: N.A.
C08A9.6,lido-1,80.7687065687941,-2.43809,9.07930294615234e-09,20.0,5.0,C08A9.6,WBGene00015586,Sequence name for WBGene00015586(lido-1). History: N.A.
T10H10.3,sav-1,41.7827092876605,-2.43324,0.0006045361053362,18.0,2.0,T10H10.3,WBGene00020427,Sequence name for WBGene00020427(sav-1). History: N.A.
F45H10.1,alh-7,506.932552610315,-2.42961,2.8050035046869498e-42,7.0,6.0,F45H10.1,WBGene00000113,Sequence name for WBGene00000113(alh-7). History: N.A.
C55B6.1,C55B6.1,463.289550914947,-2.42017,2.2406864382015e-19,15.0,8.0,C55B6.1,WBGene00016939,Public name for WBGene00016939. History: N.A.
C36E6.1,fubl-3,138.234357609143,-2.41617,1.98477802892258e-07,10.0,10.0,C36E6.1,WBGene00016489,Sequence name for WBGene00016489(fubl-3). History: Renamed on 2017-12-07
T27C5.9,Transposon,180.154471646746,-2.40443,1.4977253246567502e-19,,,T27C5.9,,Sequence name for Suppressed gene WBGene00012082. Molecular name for Suppressed gene WBGene00012082. Public name for Suppressed gene WBGene00012082. History of WBGene00012082: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C26G2.1,syg-2,38.526100890108,-2.40318,0.0013461939341386,41.0,1.0,C26G2.1,WBGene00007750,Sequence name for WBGene00007750(syg-2). History: N.A.
ZK1320.6,arc-1,52.0519913975029,-2.40299,3.69348888375792e-05,20.0,0.0,ZK1320.6,WBGene00000180,Sequence name for WBGene00000180(arc-1). History: N.A.
C14F5.1,dct-1,26.2385637906626,-2.38598,0.0091309738545763,12.0,0.0,C14F5.1,WBGene00015776,Sequence name for WBGene00015776(dct-1). History: N.A.
W05H7.4,zfp-3,200.045055056368,-2.38508,2.57207437494542e-05,23.0,6.0,W05H7.4,WBGene00021047,Sequence name for WBGene00021047(zfp-3). History: N.A.
ZK54.1,slc-17.1,38.829452849034,-2.37979,0.00144298879658,14.0,4.0,ZK54.1,WBGene00022647,Sequence name for WBGene00022647(slc-17.1). History: N.A.
Y44A6B.3,Y44A6B.3,10.9112836265825,-2.37893,0.0479956534083307,7.0,3.0,Y44A6B.3,WBGene00012848,Public name for WBGene00012848. History: N.A.
Y80D3A.4,nhr-243,53.5535297849465,-2.37715,3.34073129093152e-06,16.0,0.0,Y80D3A.4,WBGene00013584,Sequence name for WBGene00013584(nhr-243). History: N.A.
R07B7.9,R07B7.9,19.3890615669522,-2.37442,0.0074368727713001,17.0,1.0,R07B7.9,WBGene00011093,Public name for WBGene00011093. History: N.A.
ZK154.7,adm-4,312.802727118658,-2.37359,3.00850885709858e-27,13.0,4.0,ZK154.7,WBGene00000075,Sequence name for WBGene00000075(adm-4). History: N.A.
K03E6.7,rei-2,44.5057896450809,-2.37133,3.57621181381772e-05,31.0,24.0,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
C33B4.4,C33B4.4,24.5630875935299,-2.36971,0.0132901756420457,5.0,9.0,C33B4.4,WBGene00007892,Public name for WBGene00007892. History: N.A.
C14F5.4,sfxn-2,46.2158067670814,-2.36829,4.24969851166088e-05,8.0,1.0,C14F5.4,WBGene00015777,Sequence name for WBGene00015777(sfxn-2). History: N.A.
F47G3.2,asna-2,56.6929821123102,-2.36728,4.82408304341964e-05,,,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
C02C6.1,dyn-1,305.879909643076,-2.36391,7.799656489490331e-25,12.0,4.0,C02C6.1,WBGene00001130,Sequence name for WBGene00001130(dyn-1). History: N.A.
C44B7.11,C44B7.11,167.803616089723,-2.36125,1.26912946316144e-13,25.0,4.0,C44B7.11,WBGene00016631,Public name for WBGene00016631. History: N.A.
Y45G12B.3,Y45G12B.3,348.115005361732,-2.35695,5.65735378457905e-35,14.0,6.0,Y45G12B.3,WBGene00021564,Public name for WBGene00021564. History: N.A.
F08C6.6,apy-1,227.235760763562,-2.35446,5.08298028483114e-16,11.0,3.0,F08C6.6,WBGene00017244,Sequence name for WBGene00017244(apy-1). History: N.A.
F13C5.1,F13C5.1,25.0066474528445,-2.34846,0.0100436890722727,1.0,11.0,F13C5.1,WBGene00017422,Public name for WBGene00017422. History: N.A.
K08H2.1,skr-21,29.6372052208814,-2.34611,0.0227986874687739,9.0,29.0,K08H2.1,WBGene00004827,Sequence name for WBGene00004827(skr-21). History: N.A.
C07A12.3,nhr-35,14.6690279436208,-2.34477,0.0372443243686141,18.0,2.0,C07A12.3,WBGene00003628,Sequence name for WBGene00003628(nhr-35). History: N.A.
F19C6.1,grk-1,207.201773577768,-2.34432,3.9232742936553503e-19,34.0,9.0,F19C6.1,WBGene00001708,Sequence name for WBGene00001708(grk-1). History: N.A.
F42E11.2,ttyh-1,139.725947930841,-2.33589,2.30406808187649e-10,16.0,5.0,F42E11.2,WBGene00009632,Sequence name for WBGene00009632(ttyh-1). History: N.A.
F54B11.6,bra-1,55.3830340411426,-2.33512,0.0015448249523489,11.0,7.0,F54B11.6,WBGene00000262,"Sequence name for WBGene00000262(bra-1). History: N.A.. Public name for Dead gene WBGene00010029. History of WBGene00010029: Merged into ""WBGene00000262"" on 2005-05-06"
C17G1.8,tsp-21,88.0203978652456,-2.33024,2.79640588992704e-06,11.0,2.0,C17G1.8,WBGene00023491,Sequence name for WBGene00023491(tsp-21). History: N.A.
F52D2.6,F52D2.6,202.153458032121,-2.32486,2.3382774109546902e-21,7.0,0.0,F52D2.6,WBGene00018688,"Public name for WBGene00018688. History: Split into F52D2.12(WBGene00219451). History of WBGene00018688: Split into ""WBGene00219451"" on 2012-04-20"
K07E3.8,vem-1,103.201842499663,-2.3174,1.43035814476775e-11,4.0,4.0,K07E3.8,WBGene00006890,Sequence name for WBGene00006890(vem-1). History: N.A.
F10D7.5,F10D7.5,73.0368592533605,-2.31342,2.13259407729961e-07,20.0,3.0,F10D7.5,WBGene00017342,Public name for WBGene00017342. History: N.A.
T13H5.6,T13H5.6,70.1815245036084,-2.29657,7.61545273848034e-07,28.0,0.0,T13H5.6,WBGene00011760,Public name for WBGene00011760. History: N.A.
T04G9.1,attf-5,96.2120299769993,-2.29629,5.27381391342965e-09,65.0,3.0,T04G9.1,WBGene00020214,Sequence name for WBGene00020214(attf-5). History: N.A.
F40B5.2,F40B5.2,100.097815514335,-2.28718,2.54525340478029e-05,8.0,1.0,F40B5.2,WBGene00018226,Public name for WBGene00018226. History: N.A.
Y38C1BA.1,Y38C1BA.1,46.2198204635539,-2.2859,3.73007133049882e-05,11.0,1.0,Y38C1BA.1,WBGene00021410,Public name for WBGene00021410. History: N.A.
T04F8.6,T04F8.6,156.615495058347,-2.28586,4.10075241698287e-16,29.0,3.0,T04F8.6,WBGene00011444,Sequence name for WBGene00011444(noca-2). History: Renamed on 2021-04-19
C33G3.6,C33G3.6,49.5714311393762,-2.28519,0.0001884419128641,41.0,0.0,C33G3.6,WBGene00007906,Public name for WBGene00007906. History: N.A.
R07E4.4,mig-23,169.916222853308,-2.28342,9.994141886786062e-15,26.0,2.0,R07E4.4,WBGene00003254,Sequence name for WBGene00003254(mig-23). History: N.A.
F54B11.3,unc-84,106.471205734028,-2.27688,5.31094680294279e-08,31.0,8.0,F54B11.3,WBGene00006816,Sequence name for WBGene00006816(unc-84). History: N.A.
R09A8.2,R09A8.2,594.522069059002,-2.27629,1.5344495678633e-28,25.0,3.0,R09A8.2,WBGene00011153,Public name for WBGene00011153. History: N.A.
D2021.2,dhhc-14,91.7585822696005,-2.27274,1.33227807676241e-08,6.0,2.0,D2021.2,WBGene00044071,"Sequence name for WBGene00044071(dhhc-14). History: N.A.. Public name for Dead gene WBGene00017047. History of WBGene00017047: Merged into ""WBGene00044071"" on 2005-10-05"
C01B7.1,sup-37,52.0054606958788,-2.26562,2.98931779434169e-05,36.0,6.0,C01B7.1,WBGene00006342,Sequence name for WBGene00006342(sup-37). History: Renamed on 2012-05-11
K07D4.7,ephx-1,38.186667666582,-2.26395,0.005631827799819,33.0,1.0,K07D4.7,WBGene00019487,Sequence name for WBGene00019487(ephx-1). History: Renamed on 2006-06-29; Renamed on 2012-12-21
F01G12.6,F01G12.6,129.384055823763,-2.26115,3.86807227895874e-12,,,F01G12.6,WBGene00020770,"Public name for Dead gene WBGene00017171. History of WBGene00017171: Merged into ""WBGene00020770"" on 2013-07-17"
C04A11.3,gck-4,191.423175991,-2.24847,3.7753237186416596e-12,32.0,2.0,C04A11.3,WBGene00007287,Sequence name for WBGene00007287(gck-4). History: Renamed on 2006-04-27
C03B1.12,lmp-1,292.475866155214,-2.24674,8.23017920298003e-24,5.0,15.0,C03B1.12,WBGene00003053,Sequence name for WBGene00003053(lmp-1). History: N.A.
F14F3.3,mboa-7,139.137079590694,-2.23531,3.6123360996385704e-09,21.0,4.0,F14F3.3,WBGene00008806,Sequence name for WBGene00008806(mboa-7). History: Renamed on 2008-09-09
B0403.4,pdi-6,1598.88952693578,-2.23426,6.908648163384469e-135,7.0,7.0,B0403.4,WBGene00015168,Sequence name for WBGene00015168(pdi-6). History: N.A.
F45B8.1,rgs-11,216.648543029982,-2.23241,8.799616208270091e-20,15.0,8.0,F45B8.1,WBGene00004354,"Sequence name for WBGene00004354(rgs-11). History: N.A.. Public name for Dead gene WBGene00009718. History of WBGene00009718: Merged into ""WBGene00004354"" on 2004-12-03"
C24A8.3,pqn-15,72.2670233390724,-2.2321,1.69044966389003e-05,61.0,8.0,C24A8.3,WBGene00004106,Sequence name for WBGene00004106(pqn-15). History: N.A.
T04G9.3,ile-2,215.561624198728,-2.23,2.01731268343539e-15,15.0,4.0,T04G9.3,WBGene00002071,Sequence name for WBGene00002071(ile-2). History: N.A.
