# Supplemental Table 3
# Normalized siRNA counts (reads per million) for 5'UTR of genes with significant gene expression differences between control and postdauer animals (Hall et al 2010). Dauer and L3 siRNA counts normalized to total siRNAs.
Gene,...2,PD1/CON1 ratio,PD2/CON2 ratio,CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,Input,Suggested Match,History
lin-13,,0.0,0.0,0.455505328501333,1.01298674329574,0.0,0.0,lin-13,WBGene00003002,Public name for WBGene00003002. History: N.A.
R12C12.6,,0.0,,0.227752664250666,0.0,0.0,0.0,R12C12.6,WBGene00020026,Public name for WBGene00020026. History: N.A.
fbxc-47,,3.68573323297415,0.0255255755329264,0.227752664250666,1.51948011494361,0.839435563527084,0.0387856044447726,fbxc-47,WBGene00019723,Public name for WBGene00019723. History: N.A.
T21C9.1,,,,0.0,0.0,0.0,0.0,T21C9.1,WBGene00011890,Sequence name for WBGene00011890(mics-1). History: N.A.
Y48C3A.11,,,,0.0,0.0,0.279811854509028,0.0193929379721376,Y48C3A.11,WBGene00012993,Sequence name for WBGene00012993(dmsr-3). History: N.A.
T01G1.3,,,,0.0,0.0,0.0,0.814498507838734,T01G1.3,WBGene00011338,Sequence name for WBGene00011338(sec-31). History: N.A.
exoc-7,,,,0.0,0.0,0.0,0.0,exoc-7,WBGene00016606,Public name for WBGene00016606. History: N.A.
kle-2,,,,0.0,0.0,0.0,0.0,kle-2,WBGene00016202,Public name for WBGene00016202. History: Renamed on 2006-03-22; Renamed on 2007-07-06
F52C9.7,,,,0.0,0.0,0.839435563527084,0.271499502612911,F52C9.7,WBGene00003391,"Sequence name for WBGene00003391(mog-3). History: N.A.. Public name for Dead gene WBGene00018677. History of WBGene00018677: Merged into ""WBGene00003391"" on 2012-08-14"
F35G12.4,,,0.0,0.0,0.0035669795698301,0.0233175612718008,0.0,F35G12.4,WBGene00009441,Sequence name for WBGene00009441(wdr-48). History: N.A.
nhr-205,,,,0.0,0.0,0.0,0.0,nhr-205,WBGene00011002,Public name for WBGene00011002. History: N.A.
T24E12.11,,8.60004421027301,1.39926709553695,0.227752664250666,1.77272680076754,1.9586829815632,2.48051828169051,T24E12.11,WBGene00020778,Public name for WBGene00020778. History: N.A.
zyg-1,,4.91431097729886,,0.227752664250666,0.0,1.11924741803611,0.814498507838734,zyg-1,WBGene00006988,Public name for WBGene00006988. History: N.A.
nhr-125,,3.39985294554278,0.969801282305853,0.131384590436939,0.248988342801805,0.446688286795958,0.2414692141284,nhr-125,WBGene00003715,Public name for WBGene00003715. History: N.A.
fbxb-17,,3.19430213524426,0.701721990949372,1.13876332125333,4.64285582235657,3.63755410861737,3.25799403135493,fbxb-17,WBGene00019037,Public name for WBGene00019037. History: N.A.
C52D10.1,,2.86668140342434,0.684333232504346,1.366515985504,1.5869432593203,3.91736596312639,1.08599801045164,C52D10.1,WBGene00016877,"Public name for Dead gene WBGene00016875. History of WBGene00016875: Merged into ""WBGene00016877"" on 2015-03-09"
dnj-23,,2.45715548864943,1.76837153725056,2.50527930675733,0.767654016403801,6.15586079919862,1.35749751306456,dnj-23,WBGene00001041,Public name for WBGene00001041. History: N.A.
C01F1.1,,2.45715548864943,0.421958095466284,0.227752664250666,0.253246685823934,0.559623709018056,0.106859489233416,C01F1.1,WBGene00015296,Sequence name for WBGene00015296(gtf-2F1). History: N.A.
T20D3.2,,1.6260578227487,39.0992147978856,0.129059918992932,0.107629841475172,0.209858890881771,4.20824229050012,T20D3.2,WBGene00011856,Sequence name for WBGene00011856(nspg-7.1). History: N.A.
Y71A12B.12,,1.37098367573626,4.84755081324132,6.69626130336473,0.790308705177552,9.18046493537745,3.83106160649514,Y71A12B.12,WBGene00013509,Public name for WBGene00013509. History: N.A.
cpt-2,,1.29357558113885,1.02108924400529,1.15601011950638,3.35955204713225,1.49538646214285,3.43040246000269,cpt-2,WBGene00011122,Public name for WBGene00011122. History: N.A.
dif-1,,1.22857774432472,0.0,0.227752664250666,0.253246685823934,0.279811854509028,0.0,dif-1,WBGene00000996,Public name for WBGene00000996. History: Renamed on 2016-04-26
R02C2.1,,1.10571996989224,0.107207524445815,6.83257992751999,1.26623342911967,7.55492007174376,0.135749751306456,R02C2.1,WBGene00019814,Public name for WBGene00019814. History: N.A.
C05C10.2,,0.819051829549811,1.07207524445815,0.683257992751999,0.253246685823934,0.559623709018056,0.271499502612911,C05C10.2,WBGene00007329,Public name for WBGene00007329. History: N.A.
C36B1.9,,0.382671794068858,0.091805876778627,0.731205850146035,2.95732160227152,0.279811854509028,0.271499502612911,C36B1.9,WBGene00007976,Public name for WBGene00007976. History: N.A.
M05B5.4,,0.0,,0.227752664250666,0.0,0.0,0.0,M05B5.4,WBGene00010872,Sequence name for WBGene00010872(plag-15). History: N.A.
dsc-4,,0.0,1.07207524445815,0.683257992751999,0.126623342911967,0.0,0.135749751306456,dsc-4,WBGene00001099,Public name for WBGene00001099. History: N.A.
F08G12.2,,0.0,0.536037622229076,0.911010657002666,0.253246685823934,0.0,0.135749751306456,F08G12.2,WBGene00008586,Sequence name for WBGene00008586(snrp-40.1). History: N.A.
ZK813.3,,,0.0,0.0,0.126623342911967,0.0,0.0,ZK813.3,WBGene00022822,Public name for WBGene00022822. History: N.A.
cyn-8,,,,0.0,0.0,0.0,0.0387856044447726,cyn-8,WBGene00000884,Public name for WBGene00000884. History: N.A.
glp-1,,,0.0,0.0,0.253246685823934,0.0,0.0,glp-1,WBGene00001609,Public name for WBGene00001609. History: N.A.
Y9C9A.13,,,,0.0,0.0,0.0,0.0,Y9C9A.13,WBGene00021180,Public name for WBGene00021180. History: N.A.
EEED8.10,,,0.0,0.0,0.506493371647869,0.0,0.0,EEED8.10,WBGene00017138,Public name for WBGene00017138. History: N.A.
F21A3.5,,,,0.0,0.0,0.0,0.0,F21A3.5,WBGene00008995,Sequence name for WBGene00008995(prde-1). History: N.A.
taf-7.2,,,,0.0,0.0,0.0,0.0,taf-7.2,WBGene00006389,Public name for WBGene00006389. History: N.A.
C04A11.2,,,,0.0,0.0,0.0,0.0,C04A11.2,WBGene00007286,Public name for WBGene00007286. History: N.A.
Y38F2AR.6,,,,0.0,0.0,0.0,0.0,Y38F2AR.6,WBGene00021423,"Public name for Dead gene WBGene00021424. History of WBGene00021424: Merged into ""WBGene00021423"" on 2013-09-12"
tba-7,,,,0.0,0.0,0.0199866809557254,0.0,tba-7,WBGene00006533,Public name for WBGene00006533. History: N.A.
T10C6.5,,,0.0,0.0,0.0970778118169462,0.0,0.0,T10C6.5,WBGene00011687,Sequence name for WBGene00011687(cwc-15). History: N.A.
nhr-50,,,,0.0,0.0,0.0,0.0,nhr-50,WBGene00003640,Public name for WBGene00003640. History: N.A.
H40L08.1,,,0.0,0.0,0.253246685823934,0.0,0.0,H40L08.1,WBGene00010433,Public name for WBGene00010433. History: N.A.
K12H4.7,,,,0.0,0.0,0.0,0.0,K12H4.7,WBGene00019682,Public name for WBGene00019682. History: N.A.
pak-1,,,,0.0,0.0,0.0,0.0417691124789859,pak-1,WBGene00003911,Public name for WBGene00003911. History: N.A.
C33A12.12,,,0.0,0.0,0.168831208298185,0.0,0.0,C33A12.12,WBGene00007887,Sequence name for WBGene00007887(gadr-2). History: N.A.
fbxb-96,,,,0.0,0.0,0.0,0.271499502612911,fbxb-96,WBGene00016886,Public name for WBGene00016886. History: N.A.
fbxa-181,,2.45715548864943,0.0,0.227752664250666,0.253246685823934,0.559623709018056,0.0,fbxa-181,WBGene00009427,Public name for WBGene00009427. History: N.A.
D2045.9,,1.96572439091955,,1.13876332125333,0.0,2.23849483607222,0.0,D2045.9,WBGene00008426,Public name for WBGene00008426. History: N.A.
Y73B3A.4,,1.91342931764864,0.781477761191952,8.03687543386882,5.37918980813778,15.3779930774547,4.20371720829008,Y73B3A.4,WBGene00022206,Public name for WBGene00022206. History: N.A.
hmp-1,,1.50159502084132,,2.049773978256,0.0,3.07793039959931,0.271499502612911,hmp-1,WBGene00001978,Public name for WBGene00001978. History: N.A.
K11G12.6,,1.22857774432472,0.0,0.455505328501333,0.253246685823934,0.559623709018056,0.0,K11G12.6,WBGene00019657,Public name for WBGene00019657. History: N.A.
F36F12.8,,0.932191853980982,0.247776847882765,1.60788074323893,0.275104660524084,1.49885333102022,0.0681645656225158,F36F12.8,WBGene00018099,Sequence name for WBGene00018099(ztf-28). History: N.A.
M70.5,,0.819051829549811,0.0,0.341628996376,0.126623342911967,0.279811854509028,0.0,M70.5,WBGene00019787,Public name for WBGene00019787. History: N.A.
Y53C12A.6,,0.747829931328088,2.79671802902127,5.23831127776533,5.24220639655544,3.91736596312639,14.6609731410972,Y53C12A.6,WBGene00013141,Public name for WBGene00013141. History: N.A.
Y87G2A.7,,0.614288872162358,,0.455505328501333,0.0,0.279811854509028,0.0,Y87G2A.7,WBGene00013596,Sequence name for WBGene00013596(nyn-2). History: N.A.
B0285.1,,0.409525914774905,0.0714716829638768,0.683257992751999,0.759740057471803,0.279811854509028,0.0542999005225822,B0285.1,WBGene00007135,Sequence name for WBGene00007135(cdk-12). History: N.A.
clh-5,,0.0,0.0,0.227752664250666,0.253246685823934,0.0,0.0,clh-5,WBGene00000532,Public name for WBGene00000532. History: N.A.
drsh-1,,0.0,,0.227752664250666,0.0,0.0,0.0,drsh-1,WBGene00009163,Public name for WBGene00009163. History: N.A.
emb-27,,0.0,,0.227752664250666,0.0,0.0,0.0,emb-27,WBGene00001281,Public name for WBGene00001281. History: N.A.
C06G4.5,,,0.0,0.0,0.333441554083742,0.0,0.0,C06G4.5,WBGene00015559,Sequence name for WBGene00015559(npr-17). History: N.A.
dnj-2,,,,0.0,0.0,0.0,0.0,dnj-2,WBGene00001020,Public name for WBGene00001020. History: N.A.
Y106G6D.7,,,,0.0,0.0,0.279811854509028,0.0,Y106G6D.7,WBGene00013703,Sequence name for WBGene00013703(rbm-12). History: N.A.
F40G9.9,,,,0.0,0.0,0.0,0.271499502612911,F40G9.9,WBGene00018245,"Public name for WBGene00018245. History: Split into F40G9.18(WBGene00189954). History of WBGene00018245: Split into ""WBGene00189954"" on 2009-04-20"
W06B4.1,,,1.12022218060289,0.0,0.0052216934150037,0.0,0.0058494567837951,W06B4.1,WBGene00021056,Public name for WBGene00021056. History: N.A.
fbxb-103,,,,0.0,0.0,0.0,0.0,fbxb-103,WBGene00018746,Public name for WBGene00018746. History: N.A.
ZK563.5,,,,0.0,0.0,0.0,0.0301665812348232,ZK563.5,WBGene00022769,Sequence name for WBGene00022769(sorf-1). History: Renamed on 2016-03-01
calu-1,,3.5489646527715,0.266003634083629,0.394216175540821,1.02066087761626,1.39905927254514,0.271499502612911,calu-1,WBGene00019760,Public name for WBGene00019760. History: N.A.
ife-2,,2.45715548864943,2.1441504889163,0.227752664250666,0.126623342911967,0.559623709018056,0.271499502612911,ife-2,WBGene00002060,Public name for WBGene00002060. History: N.A.
F35G2.3,,1.22857774432472,1.07207524445815,1.13876332125333,0.253246685823934,1.39905927254514,0.271499502612911,F35G2.3,WBGene00009437,Public name for WBGene00009437. History: N.A.
F10G7.9,,1.22857774432472,,0.227752664250666,0.0,0.279811854509028,0.271499502612911,F10G7.9,WBGene00017372,Public name for WBGene00017372. History: N.A.
wve-1,,1.22857774432472,8.83988921607685,0.227752664250666,0.0307129983166693,0.279811854509028,0.271499502612911,wve-1,WBGene00006958,Public name for WBGene00006958. History: N.A.
mcm-7,,0.614288872162358,0.357358414819384,0.455505328501333,0.379870028735901,0.279811854509028,0.135749751306456,mcm-7,WBGene00003159,Public name for WBGene00003159. History: N.A.
C35E7.3,,0.409525914774905,0.428830097783261,2.049773978256,1.26623342911967,0.839435563527084,0.542999005225822,C35E7.3,WBGene00016455,Public name for WBGene00016455. History: N.A.
F58G11.2,,0.409525914774905,0.0,0.683257992751999,0.759740057471803,0.279811854509028,0.0,F58G11.2,WBGene00010280,Sequence name for WBGene00010280(rde-12). History: N.A.
T05F1.1,,0.0,0.0,0.227752664250666,0.253246685823934,0.0,0.0,T05F1.1,WBGene00011488,Sequence name for WBGene00011488(nra-2). History: N.A.
Y113G7B.14,,0.0,0.0,0.0030366262724541,0.007997277091634,0.0,0.0,Y113G7B.14,WBGene00013763,Public name for WBGene00013763. History: N.A.
ZK185.3,,0.0,,0.0325360623568575,0.0,0.0,0.0,ZK185.3,WBGene00022683,Public name for WBGene00022683. History: N.A.
ppfr-2,,,,0.0,0.0,0.0,0.0,ppfr-2,WBGene00017064,Public name for WBGene00017064. History: N.A.
syn-3,,,0.0,0.0,0.295454551210152,0.279811854509028,0.0,syn-3,WBGene00006373,Other name for WBGene00006373(syx-5). History: Renamed on 2010-04-16
F32B6.3,,,,0.0,0.0,0.559623709018056,0.271499502612911,F32B6.3,WBGene00009320,Sequence name for WBGene00009320(prp-18). History: N.A.
elks-1,,,0.167511756946586,0.0,0.0506493371647869,0.0,0.0084843594566534,elks-1,WBGene00018330,Public name for WBGene00018330. History: N.A.
Y46G5A.12,,,0.0,0.0,0.0281384925085832,0.0,0.0,Y46G5A.12,WBGene00012903,Sequence name for WBGene00012903(vps-2). History: N.A.
skp-1,,,,0.0,0.0,0.0,0.0,skp-1,WBGene00004806,Public name for WBGene00004806. History: N.A.
B0495.8,,,,0.0,0.0,0.0,0.0,B0495.8,WBGene00015207,Sequence name for WBGene00015207(luc-7L). History: N.A.
tag-197,,,,0.0,0.0,0.0,0.0,tag-197,WBGene00007059,Other name for WBGene00007059(vps-52). History: N.A.
hpl-2,,,8.39777998628128,0.0,0.0053883297342758,0.0,0.0452500076019861,hpl-2,WBGene00001996,Public name for WBGene00001996. History: N.A.
fbxc-8,,,,0.0,0.0,0.0,0.0,fbxc-8,WBGene00019072,"Public name for WBGene00019072. History: Split into F58H7.11(WBGene00271786). History of WBGene00019072: Split into ""WBGene00271786"" on 2017-09-21"
Y73C8B.1,,,0.0,0.0,0.0090444521375159,0.0,0.0,Y73C8B.1,WBGene00022258,Public name for WBGene00022258. History: N.A.
F27C1.4,,,0.0,0.0,0.0783859271829674,0.279811854509028,0.0,F27C1.4,WBGene00017854,Public name for WBGene00017854. History: N.A.
spdl-1,,2.45715548864943,0.178679207409692,0.455505328501333,1.51948011494361,1.11924741803611,0.271499502612911,spdl-1,WBGene00015515,Public name for WBGene00015515. History: N.A.
mtk-1,,1.7200088420546,1.07207524445815,1.13876332125333,0.253246685823934,1.9586829815632,0.271499502612911,mtk-1,WBGene00003472,Public name for WBGene00003472. History: N.A.
Y59A8B.19,,1.66307610209618,,0.222329873314858,0.0,0.36975149909201,0.180999758908442,Y59A8B.19,WBGene00013351,Public name for WBGene00013351. History: N.A.
D2096.1,,1.51839608401157,1.83587134136825,22.20588476444,29.5032388984883,33.7173284683379,54.1641507712758,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
Y50D4A.4,,0.0,6.96848908897799,0.227752664250666,0.506493371647869,0.0,3.52949353396784,Y50D4A.4,WBGene00021738,Public name for WBGene00021738. History: N.A.
exo-3,,0.0,0.131274792994919,0.227752664250666,0.344696849788501,0.0,0.0452500076019861,exo-3,WBGene00001372,Public name for WBGene00001372. History: N.A.
C35E7.5,,0.0,,1.366515985504,0.0,0.0,1.21205142852178,C35E7.5,WBGene00016457,Public name for WBGene00016457. History: N.A.
K09A9.4,,0.0,,0.227752664250666,0.0,0.0,0.0,K09A9.4,WBGene00010702,Sequence name for WBGene00010702(usp-33). History: N.A.
Y47D3A.28,,,,0.0,0.0,0.279811854509028,0.135749751306456,Y47D3A.28,WBGene00012935,Sequence name for WBGene00012935(mcm-10). History: N.A.
Y65B4A.1,,,,0.0,0.0,0.279811854509028,0.0,Y65B4A.1,WBGene00022025,Sequence name for WBGene00022025(cus-2). History: N.A.
C53D5.1,,,,0.0,0.0,0.279811854509028,0.0050278992888885,C53D5.1,WBGene00016902,Public name for WBGene00016902. History: N.A.
hda-2,,,,0.0,0.0,0.0,0.0,hda-2,WBGene00001835,Public name for WBGene00001835. History: N.A.
cyn-4,,,0.0,0.0,0.253246685823934,1.67887112705417,0.0,cyn-4,WBGene00000880,Public name for WBGene00000880. History: N.A.
C08B11.9,,,,0.0,0.0,0.0,0.0,C08B11.9,WBGene00007436,Public name for WBGene00007436. History: N.A.
K09H9.2,,,,0.0,0.0,0.0,0.0,K09H9.2,WBGene00019595,Sequence name for WBGene00019595(dscc-1). History: N.A.
T05E11.3,,,0.0,0.0,0.759740057471803,0.559623709018056,0.0,T05E11.3,WBGene00011480,Sequence name for WBGene00011480(enpl-1). History: N.A.
Y24F12A.3,,1.32940102746839,1.59110753398048,69.3355026774603,85.2647423126335,92.174688499453,135.665373876535,Y24F12A.3,WBGene00012498,Public name for WBGene00012498. History: N.A.
aqp-11,,1.21992562514928,0.0,0.688103886189261,0.253246685823934,0.839435563527084,0.0,aqp-11,WBGene00000179,Public name for WBGene00000179. History: N.A.
tim-1,,0.921433308243537,,0.911010657002666,0.0,0.839435563527084,0.678748756532278,tim-1,WBGene00006571,Public name for WBGene00006571. History: N.A.
evl-14,,0.819051829549811,,0.683257992751999,0.0,0.559623709018056,1.36149018474998,evl-14,WBGene00001352,Public name for WBGene00001352. History: N.A.
gpr-1,,0.614288872162358,1.07207524445815,0.227752664250666,0.126623342911967,0.139905927254514,0.135749751306456,gpr-1,WBGene00001688,Public name for WBGene00001688. History: N.A.
Y73B3A.10,,0.526533318996307,0.571773320767649,0.797134324877332,0.633116714559836,0.419717781763542,0.361999246317381,Y73B3A.10,WBGene00022211,"Public name for Dead gene WBGene00022212. History of WBGene00022212: Merged into ""WBGene00022211"" on 2015-10-02"
R144.10,,0.508179214079079,0.0,3.87179529226133,0.514407330579867,1.96756588869644,0.0,R144.10,WBGene00020098,Public name for WBGene00020098. History: N.A.
F23C8.9,,0.409525914774905,12.8649029334978,0.683257992751999,0.253246685823934,0.279811854509028,3.25799403135493,F23C8.9,WBGene00017738,Sequence name for WBGene00017738(tipn-1). History: N.A.
Y4C6B.1,,0.0,5.27106297400621,0.227752664250666,0.0042922780780298,0.0,0.0226248680512417,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
npp-3,,0.0,0.536037622229076,0.683257992751999,0.506493371647869,0.0,0.271499502612911,npp-3,WBGene00003789,Public name for WBGene00003789. History: N.A.
rpn-5,,0.0,,0.227752664250666,0.0,0.0,0.0,rpn-5,WBGene00004461,Public name for WBGene00004461. History: N.A.
klp-16,,0.0,4.74348588318283,0.227752664250666,0.171708850389202,0.0,0.814498507838734,klp-16,WBGene00002226,Public name for WBGene00002226. History: N.A.
fbxc-52,,,,0.0,0.0,0.0,0.0,fbxc-52,WBGene00016710,Public name for WBGene00016710. History: N.A.
F48E3.4,,,,0.0,0.0,0.0,0.0,F48E3.4,WBGene00018605,Public name for WBGene00018605. History: N.A.
nex-3,,,,0.0,0.0,0.0,0.0,nex-3,WBGene00003590,Public name for WBGene00003590. History: N.A.
C54G7.2,,,9.64867720012337,0.0,0.253246685823934,1.39905927254514,2.4434955235162,C54G7.2,WBGene00016934,Sequence name for WBGene00016934(mboa-3). History: N.A.
K01D12.6,,,,0.0,0.0,0.0,0.0,K01D12.6,WBGene00010465,"Sequence name for WBGene00010465(miga-1). History: Split into ""WBGene00303067"" on 2018-03-02"
Y75B12B.1,,,,0.0,0.0,0.0,0.0,Y75B12B.1,WBGene00013567,Public name for WBGene00013567. History: N.A.
ucp-4,,,0.0345830032357311,0.0,0.253246685823934,0.0,0.0087580309552872,ucp-4,WBGene00006729,Public name for WBGene00006729. History: Renamed on 2016-04-27
brf-1,,,,0.0,0.0,0.0,0.0,brf-1,WBGene00000271,Public name for WBGene00000271. History: N.A.
T12A2.8,,,,0.0,0.0,0.0,0.0,T12A2.8,WBGene00020442,Sequence name for WBGene00020442(gen-1). History: N.A.
F52H2.7,,,,0.0,0.0,0.0,0.0,F52H2.7,WBGene00018719,Sequence name for WBGene00018719(ccd-5). History: N.A.
T25E12.5,,,,0.0,0.0,0.0,0.0169687189133069,T25E12.5,WBGene00012020,Sequence name for WBGene00012020(gyg-2). History: N.A.
set-20,,,,0.0,0.0,0.0,0.0,set-20,WBGene00020920,Public name for WBGene00020920. History: N.A.
eor-2,,3.68573323297415,0.0,0.227752664250666,0.506493371647869,0.839435563527084,0.0,eor-2,WBGene00001325,Public name for WBGene00001325. History: N.A.
ZK430.1,,2.45715548864943,,0.683257992751999,0.0,1.67887112705417,1.90049651829038,ZK430.1,WBGene00022739,Sequence name for WBGene00022739(toe-1). History: N.A.
K07B1.7,,2.45715548864943,3.21622573337445,0.227752664250666,0.253246685823934,0.559623709018056,0.814498507838734,K07B1.7,WBGene00019467,Public name for WBGene00019467. History: N.A.
vha-3,,2.45715548864943,0.063237054587676,0.227752664250666,0.270425928003487,0.559623709018056,0.0171009391710794,vha-3,WBGene00006912,Public name for WBGene00006912. History: N.A.
W02A11.3,,2.45715548864943,2.56103451180543,0.455505328501333,0.590908849173618,1.11924741803611,1.51333795606486,W02A11.3,WBGene00012194,Sequence name for WBGene00012194(toe-4). History: N.A.
scm-1,,1.22857774432472,,0.227752664250666,0.0,0.279811854509028,0.271499502612911,scm-1,WBGene00004743,Public name for WBGene00004743. History: N.A.
E01A2.1,,1.22857774432472,0.0,0.227752664250666,1.01298674329574,0.279811854509028,0.0,E01A2.1,WBGene00017084,Public name for WBGene00017084. History: N.A.
Y43F4B.5,,0.877555531660511,0.536037622229076,3.18853729950933,0.506493371647869,2.79811854509028,0.271499502612911,Y43F4B.5,WBGene00012803,Public name for WBGene00012803. History: N.A.
F46B6.6,,0.0,,0.455505328501333,0.0,0.0,0.271499502612911,F46B6.6,WBGene00009771,Public name for WBGene00009771. History: N.A.
T07F10.3,,0.0,,0.227752664250666,0.0,0.0,0.0637269062523077,T07F10.3,WBGene00011589,Public name for WBGene00011589. History: N.A.
trt-1,,0.0,,0.227752664250666,0.0,0.0,0.0,trt-1,WBGene00006618,Public name for WBGene00006618. History: N.A.
C27C12.4,,0.0,,0.227752664250666,0.0,0.0,0.0,C27C12.4,WBGene00007774,Public name for WBGene00007774. History: N.A.
F48F7.6,,,0.0730959845728308,0.0,0.337662163349684,0.279811854509028,0.0246817482830371,F48F7.6,WBGene00009851,Public name for WBGene00009851. History: N.A.
oma-2,,,,0.0,0.0,0.0,0.0,oma-2,WBGene00003865,Public name for WBGene00003865. History: N.A.
T25D3.4,,,1.07207524445815,0.0,0.253246685823934,0.279811854509028,0.271499502612911,T25D3.4,WBGene00020798,Public name for WBGene00020798. History: N.A.
F08F8.2,,,0.536037622229076,0.0,0.253246685823934,0.559623709018056,0.135749751306456,F08F8.2,WBGene00017268,Sequence name for WBGene00017268(hmgr-1). History: N.A.
Y14H12B.2,,,,0.0,0.0,0.0,0.0,Y14H12B.2,WBGene00021192,Public name for WBGene00021192. History: N.A.
F19F10.9,,,1.60811286668723,0.0,1.51948011494361,0.0,2.4434955235162,F19F10.9,WBGene00017605,Sequence name for WBGene00017605(snu-66). History: Renamed on 2021-04-19
sas-5,,,0.982053719018382,0.0,1.38230474237341,0.0,1.35749751306456,sas-5,WBGene00009385,Public name for WBGene00009385. History: N.A.
acdh-12,,,2.1441504889163,0.0,0.253246685823934,0.279811854509028,0.542999005225822,acdh-12,WBGene00017125,Public name for WBGene00017125. History: N.A.
F25D7.4,,,,0.0,0.0,0.0,0.0,F25D7.4,WBGene00009113,Sequence name for WBGene00009113(maph-1.2). History: N.A.
C25G4.10,,,,0.0,0.0,0.0,0.0,C25G4.10,WBGene00007736,Sequence name for WBGene00007736(igdb-2). History: N.A.
ZC373.2,,5.07266712399014,2.24234257151662,0.0034509083687261,0.0229355393483304,0.0175053094299393,0.0514293362814559,ZC373.2,WBGene00013867,Public name for WBGene00013867. History: N.A.
fbxc-26,,1.78702217356322,3.21622573337445,2.50527930675733,0.506493371647869,4.47698967214445,1.62899701567747,fbxc-26,WBGene00019043,Public name for WBGene00019043. History: N.A.
R166.2,,1.22857774432472,,1.13876332125333,0.0,1.39905927254514,0.814498507838734,R166.2,WBGene00011302,Public name for WBGene00011302. History: N.A.
ztf-9,,1.22857774432472,2.53399564251009,0.227752664250666,0.253246685823934,0.279811854509028,0.641725998357971,ztf-9,WBGene00013966,Public name for WBGene00013966. History: N.A.
Y37D8A.21,,0.409525914774905,0.243778143188382,0.683257992751999,0.157776737215284,0.279811854509028,0.0384625200366633,Y37D8A.21,WBGene00012558,Sequence name for WBGene00012558(rbm-7). History: N.A.
lst-3,,0.307144436081179,6.43244825052479,0.911010657002666,0.168831208298185,0.279811854509028,1.08599801045164,lst-3,WBGene00003085,Other name for WBGene00003085(ccar-1). History: Renamed on 2015-11-23
Y54E10BR.1,,0.0,,0.227752664250666,0.0,0.0,1.08599801045164,Y54E10BR.1,WBGene00021840,Sequence name for WBGene00021840(pign-1). History: N.A.
Y34B4A.7,,0.0,,0.227752664250666,0.0,0.0,0.0,Y34B4A.7,WBGene00021323,Public name for WBGene00021323. History: N.A.
R08E3.1,,0.0,,0.227752664250666,0.0,0.0,0.0,R08E3.1,WBGene00019957,Public name for WBGene00019957. History: N.A.
Y53C12A.3,,,,0.0,0.0,0.0,0.0,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
K04C1.2,,,,0.0,0.0,0.0,0.271499502612911,K04C1.2,WBGene00010552,Public name for WBGene00010552. History: N.A.
uri-1,,,,0.0,0.0,0.0,0.573165586460646,uri-1,WBGene00016944,Public name for WBGene00016944. History: N.A.
mcm-5,,,,0.0,0.0,0.0,0.271499502612911,mcm-5,WBGene00003157,Public name for WBGene00003157. History: N.A.
B0303.7,,,,0.0,0.0,0.0,0.0,B0303.7,WBGene00015128,Public name for WBGene00015128. History: N.A.
gpr-2,,,0.357358414819384,0.0,0.379870028735901,0.419717781763542,0.135749751306456,gpr-2,WBGene00001689,Public name for WBGene00001689. History: N.A.
ckb-4,,,,0.0,0.0,0.839435563527084,0.0,ckb-4,WBGene00000514,Public name for WBGene00000514. History: N.A.
dnj-10,,7.37147383742214,5.36037622229076,0.0759174788326674,0.0506493371647869,0.559623709018056,0.271499502612911,dnj-10,WBGene00001028,Public name for WBGene00001028. History: N.A.
Y116A8C.13,,1.55553795047565,4.95330388853699,14.1206651835413,7.15522375737549,21.9652305789587,35.4419976607603,Y116A8C.13,WBGene00013792,Sequence name for WBGene00013792(rad-54.B). History: N.A.
shc-1,,1.46885799668665,15.6831217831269,1.07863001306389,1.40302513296084,1.58435432015513,22.0038140250127,shc-1,WBGene00018788,Public name for WBGene00018788. History: N.A.
ZK512.5,,1.22857774432472,2.57298058669956,2.27752664250666,0.316558357279918,2.79811854509028,0.814498507838734,ZK512.5,WBGene00013985,Sequence name for WBGene00013985(sec-16A.1). History: Renamed on 2019-09-11
ZK402.2,,1.17217597163117,0.540275403221649,57.052042394792,136.141197436435,66.8750332276577,73.5537403400477,ZK402.2,WBGene00022729,Public name for WBGene00022729. History: N.A.
F53A3.6,,1.05347471169256,1.04011772786548,2.1307311680432,2.62414975590818,2.24467140294866,2.72942468169398,F53A3.6,WBGene00004128,"Public name for Dead gene WBGene00018722. History of WBGene00018722: Merged into ""WBGene00004128"" on 2009-08-28"
Y111B2A.5,,0.864336399264967,,0.0296219670177702,0.0,0.0256033443112851,0.0,Y111B2A.5,WBGene00013730,"Public name for Dead gene WBGene00013731. History of WBGene00013731: Merged into ""WBGene00013730"" on 2009-11-16"
his-59,,0.819051870502402,1.60811286668723,2.27752664250666,0.88636340038377,1.86541245666414,1.42537238871778,his-59,WBGene00001933,Public name for WBGene00001933. History: N.A.
