# Table S13. mRNAs significantly downregulated 1.3 fold or greater in mut-16(pk710) gonads.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
C32B5.1,fbxc-40,21.1179782504272,-2.19995,0.0082489198771934,C32B5.1,WBGene00016295,Sequence name for WBGene00016295(fbxc-40). History: N.A.
Y119D3B.22,fbxa-76,24.2125290194775,-2.19851,0.010851352386326,Y119D3B.22,WBGene00044675,Sequence name for WBGene00044675(fbxa-76). History: N.A.
Y38H6C.10,fbxa-149,91.9011784371445,-2.19595,2.10234994561735e-06,Y38H6C.10,WBGene00012623,Sequence name for WBGene00012623(fbxa-149). History: N.A.
C49C3.5,ceh-88,21.4387497965618,-2.19105,0.0164554854279401,C49C3.5,WBGene00008195,Sequence name for WBGene00008195(ceh-88). History: N.A.
Y39B6A.49,Pseudogene,317.060994242676,-2.1836,3.45945933249962e-16,Y39B6A.49,WBGene00077457,Public name for WBGene00077457. History: N.A.
B0379.3,mut-16,1714.07539718749,-2.17877,8.14762313269551e-139,B0379.3,WBGene00003508,Sequence name for WBGene00003508(mut-16). History: Renamed on 2013-10-16
E03H4.8,E03H4.8,26.8409037801372,-2.17226,0.0055240053509815,E03H4.8,WBGene00008476,Public name for WBGene00008476. History: N.A.
Y71H2AM.16,pho-9,28.5152046582786,-2.16171,0.0065320025423233,Y71H2AM.16,WBGene00022181,Sequence name for WBGene00022181(pho-9). History: N.A.
Y39C12A.9,Y39C12A.9,27.3658766915054,-2.14856,0.0164501008394445,Y39C12A.9,WBGene00012710,Public name for WBGene00012710. History: N.A.
H05C05.2,H05C05.2,586.965271111667,-2.13665,7.781839805361361e-35,H05C05.2,WBGene00019158,Public name for WBGene00019158. History: N.A.
C28A5.4,ceh-43,42.7305656036988,-2.13661,0.0026332151228853,C28A5.4,WBGene00000463,Sequence name for WBGene00000463(ceh-43). History: Renamed on 2013-07-26
F54D10.6,Pseudogene,31.959641448561,-2.12609,0.0465795670861002,F54D10.6,WBGene00018807,Sequence name for WBGene00018807(fbxa-146). History: N.A.
C50B6.9,C50B6.9,25.574339014715,-2.12579,0.0204247986297919,C50B6.9,WBGene00008222,Public name for WBGene00008222. History: N.A.
T08D2.5,T08D2.5,85.426758303327,-2.10537,3.65001056508513e-06,T08D2.5,WBGene00011610,Public name for WBGene00011610. History: N.A.
Y47G6A.5,Y47G6A.5,60.1859698772236,-2.09688,0.0016827385151276,Y47G6A.5,WBGene00021635,Public name for WBGene00021635. History: N.A.
T28A11.21,fbxa-64,53.7133779662834,-2.09215,0.0037605914265079,T28A11.21,WBGene00020883,Sequence name for WBGene00020883(fbxa-64). History: N.A.
C33D9.6,C33D9.6,44.0509866593205,-2.08505,0.0025193023140898,C33D9.6,WBGene00007900,Public name for WBGene00007900. History: N.A.
T05G5.4,T05G5.4,43.3680555692331,-2.07242,0.0038372077443973,T05G5.4,WBGene00011499,Public name for WBGene00011499. History: N.A.
F48G7.11,nhr-190,39.3046634345955,-2.06615,0.0019966257254202,F48G7.11,WBGene00018622,Sequence name for WBGene00018622(nhr-190). History: N.A.
F49E12.6,efl-3,27.645380476833,-2.06548,0.0180748264233849,F49E12.6,WBGene00009899,Sequence name for WBGene00009899(efl-3). History: N.A.
Y48E1B.13,csp-1,48.7909527067079,-2.06348,0.0338038632633617,Y48E1B.13,WBGene00000819,Sequence name for WBGene00000819(csp-1). History: N.A.
F59C12.4,F59C12.4,180.50868704456,-2.06308,1.2615732633629502e-09,F59C12.4,WBGene00045272,Public name for WBGene00045272. History: N.A.
F58G1.1,wago-4,3145.27871074671,-2.06197,5.73929314782079e-17,F58G1.1,WBGene00010263,Sequence name for WBGene00010263(wago-4). History: N.A.
F56C11.1,Pseudogene,81.7180338422115,-2.06123,7.1138428676503e-05,F56C11.1,WBGene00000253,Sequence name for WBGene00000253(bli-3). History: N.A.
W05H12.2,W05H12.2,23.4170883839402,-2.05796,0.0160314709519866,W05H12.2,WBGene00012290,Public name for WBGene00012290. History: N.A.
Y60A3A.7,abhd-3.1,406.621039723933,-2.04697,7.293167436038761e-35,Y60A3A.7,WBGene00013358,Sequence name for WBGene00013358(abhd-3.1). History: N.A.
Y55F3BR.2,Y55F3BR.2,123.627208852986,-2.04406,7.07999802771725e-09,Y55F3BR.2,WBGene00021939,Public name for WBGene00021939. History: N.A.
T26F2.2,T26F2.2,48.3481389517128,-2.03212,0.0029796978444193,T26F2.2,WBGene00012058,"Public name for WBGene00012058. History: Split into eol-1(WBGene00045401). History of WBGene00012058: Split into ""WBGene00045401"" on 2007-04-27"
C33D9.13,C33D9.13,52.3216608944152,-2.03025,0.0013074706723436,C33D9.13,WBGene00194651,Public name for WBGene00194651. History: N.A.
F48A11.1,chs-2,88.3511333925884,-2.02692,4.93736793331582e-06,F48A11.1,WBGene00000497,Sequence name for WBGene00000497(chs-2). History: N.A.
C09H6.2,lin-10,151.000058053389,-2.01978,1.4839044589492302e-09,C09H6.2,WBGene00002999,Sequence name for WBGene00002999(lin-10). History: N.A.
F59A7.12,F59A7.12,40.7331498208975,-2.01512,0.0064294346707543,F59A7.12,WBGene00044520,Public name for WBGene00044520. History: N.A.
C01G12.1,madf-5,48.8570947451259,-2.01428,0.0017114430582922,C01G12.1,WBGene00007242,Sequence name for WBGene00007242(madf-5). History: N.A.
C10C6.7,C10C6.7,70.1302711734424,-2.00974,8.34221571186862e-05,C10C6.7,WBGene00007515,Public name for WBGene00007515. History: N.A.
K08D12.2,rpi-2,33.4436064419328,-2.009,0.0071304279640171,K08D12.2,WBGene00019536,Sequence name for WBGene00019536(rpi-2). History: N.A.
WBTransposon00000214,Transposon,25.8245455668753,-2.00714,0.0163242852113974,,,
F36D1.9,F36D1.9,40.0159108784229,-1.99917,0.0044317917456524,F36D1.9,WBGene00009468,Public name for WBGene00009468. History: N.A.
W01C8.3,set-19,92.7441045151586,-1.98845,2.25182840941944e-05,W01C8.3,WBGene00020919,Sequence name for WBGene00020919(set-19). History: N.A.
F08G2.4,F08G2.4,131.305901091277,-1.98477,5.75512269823608e-08,F08G2.4,WBGene00008576,Public name for WBGene00008576. History: N.A.
F38E11.9,F38E11.9,34.4983485880529,-1.98382,0.0067643445456985,F38E11.9,WBGene00009544,Public name for WBGene00009544. History: N.A.
T22C8.3,T22C8.3,32.7514812581386,-1.96655,0.0171209733303503,T22C8.3,WBGene00011924,Public name for WBGene00011924. History: N.A.
T27F6.2,clec-12,69.730898607994,-1.96613,0.0001067337401686,T27F6.2,WBGene00012103,Sequence name for WBGene00012103(clec-12). History: N.A.
Y55F3AM.11,Y55F3AM.11,276.815457901512,-1.96493,1.3899555678717e-08,Y55F3AM.11,WBGene00021928,Public name for WBGene00021928. History: N.A.
F41H10.8,elo-6,38.9772609602017,-1.94451,0.0039845981601119,F41H10.8,WBGene00001244,Sequence name for WBGene00001244(elo-6). History: N.A.
W09C5.5,dkf-1,112.655522674704,-1.92506,8.04850767416173e-07,W09C5.5,WBGene00012352,Sequence name for WBGene00012352(dkf-1). History: N.A.
F47G4.2,gadr-6,142.747709596018,-1.91351,8.94165256905496e-10,F47G4.2,WBGene00009823,Sequence name for WBGene00009823(gadr-6). History: N.A.
W09G3.5,Pseudogene,77.3029162683741,-1.90952,9.4532162693348e-05,W09G3.5,WBGene00012368,Sequence name for WBGene00012368(fbxa-93). History: N.A.
Y105E8A.26,zoo-1,219.252119964898,-1.90824,6.499403011406929e-12,Y105E8A.26,WBGene00013683,Sequence name for WBGene00013683(zoo-1). History: Renamed on 2008-07-18
F20C5.6,F20C5.6,47.0312038960897,-1.90261,0.0170936579013663,F20C5.6,WBGene00008971,Public name for WBGene00008971. History: N.A.
F08G12.4,vhl-1,40.9852750879488,-1.90052,0.0087605880858642,F08G12.4,WBGene00006922,Sequence name for WBGene00006922(vhl-1). History: N.A.
F42G9.7,snt-2,158.864922089414,-1.8997,1.37079676861994e-08,F42G9.7,WBGene00004922,Sequence name for WBGene00004922(snt-2). History: N.A.
AC8.1,Pseudogene,39.1271780412498,-1.89856,0.0278648826119349,AC8.1,WBGene00004054,Public name for WBGene00004054. History: Renamed on 2014-12-04
F10D7.5,F10D7.5,73.0368592533605,-1.89352,7.32925735675925e-05,F10D7.5,WBGene00017342,Public name for WBGene00017342. History: N.A.
R107.7,gst-1,3637.54497067414,-1.89183,5.93642439579182e-35,R107.7,WBGene00001749,Sequence name for WBGene00001749(gst-1). History: N.A.
T02G5.2,T02G5.2,32.1661780574919,-1.88706,0.0228635904248812,T02G5.2,WBGene00020163,"Public name for Dead gene WBGene00020162. History of WBGene00020162: Merged into ""WBGene00020163"" on 2012-02-06"
C15B12.3,C15B12.3,24.6886637200739,-1.86781,0.0336363230407633,C15B12.3,WBGene00015785,Public name for WBGene00015785. History: N.A.
F45F2.4,his-7,417.930447035035,-1.85919,3.00105245167316e-21,F45F2.4,WBGene00001881,Sequence name for WBGene00001881(his-7). History: N.A.
C01B7.1,sup-37,52.0054606958788,-1.85224,0.0026007380935187,C01B7.1,WBGene00006342,Sequence name for WBGene00006342(sup-37). History: Renamed on 2012-05-11
C33D9.9,Pseudogene,38.6831191359055,-1.84768,0.0122558718291352,C33D9.9,WBGene00007902,Public name for WBGene00007902. History: N.A.
Y49E10.17,fbxa-218,96.8448352085227,-1.84628,0.0036727667426339,Y49E10.17,WBGene00013036,Sequence name for WBGene00013036(fbxa-218). History: N.A.
F43G6.8,F43G6.8,43.9241582423704,-1.84603,0.0167926240883337,F43G6.8,WBGene00009660,Public name for WBGene00009660. History: N.A.
2L52.1,2L52.1,121.359773938179,-1.84243,6.15304966277609e-06,2L52.1,WBGene00007063,Public name for WBGene00007063. History: N.A.
R05C11.3,mca-2,34.8034745590425,-1.84156,0.0149151831055711,R05C11.3,WBGene00019875,Sequence name for WBGene00019875(mca-2). History: N.A.
F55G1.7,F55G1.7,32.2110173840297,-1.83077,0.0320065388809168,F55G1.7,WBGene00018903,Public name for WBGene00018903. History: N.A.
Y50D7A.6,klp-20,248.342798857082,-1.82811,7.64084044512363e-11,Y50D7A.6,WBGene00002230,Sequence name for WBGene00002230(klp-20). History: N.A.
F49B2.2,fbxb-67,174.343543099703,-1.82748,9.60099395945464e-10,F49B2.2,WBGene00009862,Sequence name for WBGene00009862(fbxb-67). History: N.A.
T28F2.5,ccb-1,57.3266943409119,-1.82459,0.0068070468832958,T28F2.5,WBGene00000368,Sequence name for WBGene00000368(ccb-1). History: Renamed on 2015-03-05
T28F2.4,jmjc-1,170.657167854828,-1.81815,5.75512269823608e-08,T28F2.4,WBGene00020902,Sequence name for WBGene00020902(jmjc-1). History: N.A.
W03G9.1,snf-1,257.285333975562,-1.81795,5.18469351124238e-16,W03G9.1,WBGene00004900,Sequence name for WBGene00004900(snf-1). History: Renamed on 2010-09-28
F52H2.1,F52H2.1,42.8814224679253,-1.8173,0.0044827046002214,F52H2.1,WBGene00018714,Public name for WBGene00018714. History: N.A.
M57.1,M57.1,257.223160078653,-1.8153,1.5225262337612899e-12,M57.1,WBGene00019777,Public name for WBGene00019777. History: N.A.
F02H6.1,F02H6.1,130.226141811653,-1.80692,4.94422444726633e-08,F02H6.1,WBGene00008534,Public name for WBGene00008534. History: N.A.
T10D4.6,T10D4.6,394.397415214154,-1.79911,2.2467227733154202e-17,T10D4.6,WBGene00020408,Public name for WBGene00020408. History: N.A.
F18A11.6,Pseudogene,255.214548958863,-1.79641,7.80212587008592e-12,F18A11.6,WBGene00008933,Public name for WBGene00008933. History: N.A.
F44F1.5,Pseudogene,43.6754353898231,-1.79547,0.0087524246090157,F44F1.5,WBGene00009697,Public name for WBGene00009697. History: N.A.
F35F10.12,arrd-19,61.7922434568521,-1.79258,0.0008017652956243,F35F10.12,WBGene00018061,Sequence name for WBGene00018061(arrd-19). History: N.A.
F20B10.1,nlr-1,68.7566099770426,-1.77524,0.0018201616296047,F20B10.1,WBGene00003772,Sequence name for WBGene00003772(nlr-1). History: N.A.
K09D9.12,K09D9.12,93.3418829653169,-1.77467,2.5155067645677e-05,K09D9.12,WBGene00019569,Public name for WBGene00019569. History: N.A.
C36F7.2,swah-1,1170.37571728334,-1.7714,3.8769143339878e-22,C36F7.2,WBGene00007985,Sequence name for WBGene00007985(swah-1). History: N.A.
F02H6.3,F02H6.3,605.684556330895,-1.76614,9.16321327175804e-12,F02H6.3,WBGene00008536,Public name for WBGene00008536. History: N.A.
C16C2.2,eat-16,48.2473761754034,-1.76193,0.0151082950878236,C16C2.2,WBGene00001145,Sequence name for WBGene00001145(eat-16). History: N.A.
Y41D4A.8,frpr-19,59.4359724683669,-1.75789,0.007916743579156,Y41D4A.8,WBGene00021510,Sequence name for WBGene00021510(frpr-19). History: N.A.
Y54E5B.1,smp-1,460.545981314231,-1.75722,1.2918025315827902e-15,Y54E5B.1,WBGene00004889,Sequence name for WBGene00004889(smp-1). History: N.A.
Y71A12B.12,Y71A12B.12,129.970055331859,-1.75404,7.55867111613217e-05,Y71A12B.12,WBGene00013509,Public name for WBGene00013509. History: N.A.
W04C9.1,haf-4,60.098697293781,-1.75394,0.0113094601660266,W04C9.1,WBGene00001814,Sequence name for WBGene00001814(haf-4). History: N.A.
Y53G8AM.8,Y53G8AM.8,78.1806331680986,-1.74825,0.0016207075637398,Y53G8AM.8,WBGene00021808,Public name for WBGene00021808. History: N.A.
Y71G12B.35,Y71G12B.35,108.087562538732,-1.748,0.0050147807862812,Y71G12B.35,WBGene00185098,Public name for WBGene00185098. History: N.A.
F32E10.9,F32E10.9,67.8312359964528,-1.7338,0.0006426882102644,F32E10.9,WBGene00043068,Public name for WBGene00043068. History: N.A.
Y74C9A.5,sesn-1,61.3847420698849,-1.73078,0.0236524930913068,Y74C9A.5,WBGene00022279,Sequence name for WBGene00022279(sesn-1). History: N.A.
Y49G5B.1,Y49G5B.1,150.43443047896,-1.72568,8.4093343700905e-07,Y49G5B.1,WBGene00021732,Public name for WBGene00021732. History: N.A.
F42G2.6,ceh-86,81.4042418983711,-1.71702,0.0160943374566845,F42G2.6,WBGene00018355,Sequence name for WBGene00018355(ceh-86). History: N.A.
Y71G12A.3,tub-2,169.312661419677,-1.71623,2.52055958150079e-07,Y71G12A.3,WBGene00022139,"Sequence name for WBGene00022139(tub-2). History: Split into Y71G12A.5(WBGene00303094). History of WBGene00022139: Renamed on 2008-05-02; Split into ""WBGene00303094"" on 2018-03-02"
D2030.5,mce-1,484.921575777462,-1.7057,3.59019197339904e-10,D2030.5,WBGene00008415,Sequence name for WBGene00008415(mce-1). History: N.A.
F25H9.4,bath-39,61.2120104321913,-1.70333,0.030720526758766,F25H9.4,WBGene00009137,Sequence name for WBGene00009137(bath-39). History: N.A.
K09E3.5,lido-5,79.6108247910899,-1.69561,0.002076969836948,K09E3.5,WBGene00019576,Sequence name for WBGene00019576(lido-5). History: N.A.
W06H12.1,ztf-6,52.5933653014176,-1.69521,0.0049769829222949,W06H12.1,WBGene00012317,Sequence name for WBGene00012317(ztf-6). History: Renamed on 2015-07-03
T19C3.4,T19C3.4,31.4343481191659,-1.68419,0.0499675508431239,T19C3.4,WBGene00020562,Public name for WBGene00020562. History: N.A.
T12E12.3,T12E12.3,1396.5325983322,-1.67541,5.72699279928747e-17,T12E12.3,WBGene00020464,Sequence name for WBGene00020464(tebp-2). History: Renamed on 2021-04-19
C06A1.4,Pseudogene,3468.63370115538,-1.67087,6.2236950611203695e-50,C06A1.4,WBGene00014667,Public name for WBGene00014667. History: N.A.
F33H2.3,F33H2.3,384.648857517672,-1.6688,3.4342874839784498e-18,F33H2.3,WBGene00009367,Public name for WBGene00009367. History: N.A.
F23A7.8,F23A7.8,5580.91766561254,-1.66341,1.24799256978412e-07,F23A7.8,WBGene00044638,Public name for WBGene00044638. History: N.A.
C37A5.9,pry-1,37.2699383382274,-1.66167,0.0470958537223894,C37A5.9,WBGene00004202,Sequence name for WBGene00004202(pry-1). History: N.A.
F02E8.3,aps-2,95.1659600532482,-1.65736,0.004813653196863,F02E8.3,WBGene00000157,Sequence name for WBGene00000157(aps-2). History: N.A.
W02F12.1,Pseudogene,110.888672506405,-1.65503,0.000355908659098,W02F12.1,WBGene00023355,Public name for WBGene00023355. History: N.A.
Y57G11C.24,eps-8,68.9665099431039,-1.65238,0.0037405812715163,Y57G11C.24,WBGene00001330,Sequence name for WBGene00001330(eps-8). History: N.A.
Y48G1C.1,pid-2,1477.11201261679,-1.65202,1.2811266384707301e-23,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
T22F7.1,T22F7.1,48.4027296963974,-1.65012,0.0328642371768232,T22F7.1,WBGene00020701,Public name for WBGene00020701. History: N.A.
F25G6.1,F25G6.1,72.8714117700405,-1.6501,0.0027303885252304,F25G6.1,WBGene00017796,Public name for WBGene00017796. History: N.A.
K04A8.6,dre-1,154.0608152242,-1.65003,4.28830093036559e-05,K04A8.6,WBGene00001089,"Sequence name for WBGene00001089(dre-1). History: N.A.. Public name for Dead gene WBGene00019377. History of WBGene00019377: Merged into ""WBGene00001089"" on 2007-03-14"
Y56A3A.33,Y56A3A.33,90.8245312062799,-1.64998,0.002079271183366,Y56A3A.33,WBGene00013244,Public name for WBGene00013244. History: N.A.
K06C4.11,his-19,221.543718578781,-1.6483,1.03068106338137e-07,K06C4.11,WBGene00001893,Sequence name for WBGene00001893(his-19). History: N.A.
K06C4.3,his-21,221.543718578781,-1.6483,1.03068106338137e-07,K06C4.3,WBGene00001895,Sequence name for WBGene00001895(his-21). History: N.A.
F07B7.10,his-51,221.543718578781,-1.6483,1.03068106338137e-07,F07B7.10,WBGene00001925,Sequence name for WBGene00001925(his-51). History: N.A.
F07B7.3,his-53,221.543718578781,-1.6483,1.03068106338137e-07,F07B7.3,WBGene00001927,Sequence name for WBGene00001927(his-53). History: N.A.
F47G3.2,asna-2,56.6929821123102,-1.64766,0.02717537339411,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
Y41D4B.9,nhr-122,59.9494352025323,-1.6408,0.0414588356043506,Y41D4B.9,WBGene00003712,Sequence name for WBGene00003712(nhr-122). History: N.A.
K11D9.1,klp-7,3787.41434822965,-1.63963,1.02365140272435e-81,K11D9.1,WBGene00002219,Sequence name for WBGene00002219(klp-7). History: N.A.
Y48A6C.5,pha-1,58.3721989173778,-1.63327,0.0095291694845363,Y48A6C.5,WBGene00004010,Sequence name for WBGene00004010(pha-1). History: N.A.
K06C4.4,his-20,117.701304150903,-1.62739,0.0003607507584953,K06C4.4,WBGene00001894,Sequence name for WBGene00001894(his-20). History: N.A.
K06C4.12,his-22,117.701304150903,-1.62739,0.0003607507584953,K06C4.12,WBGene00001896,Sequence name for WBGene00001896(his-22). History: N.A.
F07B7.4,his-52,117.701304150903,-1.62739,0.0003607507584953,F07B7.4,WBGene00001926,Sequence name for WBGene00001926(his-52). History: N.A.
Y47A7.1,ttc-37,1872.54243892202,-1.62619,6.36154669841906e-13,Y47A7.1,WBGene00021613,Sequence name for WBGene00021613(ttc-37). History: N.A.
ZK1098.7,mrps-23,977.511688957193,-1.62393,1.45263228982753e-10,ZK1098.7,WBGene00014224,Sequence name for WBGene00014224(mrps-23). History: N.A.
F14H3.5,F14H3.5,212.529955133674,-1.6216,0.0001943156556147,F14H3.5,WBGene00008824,Public name for WBGene00008824. History: N.A.
Y47D3A.1,Y47D3A.1,45.8786520080017,-1.62155,0.0438818363824209,Y47D3A.1,WBGene00012922,Public name for WBGene00012922. History: N.A.
Y74C9A.3,homt-1,784.099307322802,-1.62117,4.42142319421803e-22,Y74C9A.3,WBGene00022277,Sequence name for WBGene00022277(homt-1). History: N.A.
T21B4.17,ceh-99,120.212729243699,-1.61795,0.0005605650220179,T21B4.17,WBGene00044032,Sequence name for WBGene00044032(ceh-99). History: N.A.
F32A11.5,Pseudogene,206.358349357863,-1.61715,6.24566341188477e-05,F32A11.5,WBGene00009310,Public name for WBGene00009310. History: N.A.
T07A9.3,kgb-1,52.2595643502559,-1.61521,0.0159891870740301,T07A9.3,WBGene00002187,Sequence name for WBGene00002187(kgb-1). History: N.A.
H37A05.4,H37A05.4,90.809780264963,-1.61304,0.0023742249315074,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
C39B5.2,C39B5.2,68.3580551945334,-1.60475,0.0163322427335549,C39B5.2,WBGene00016520,Public name for WBGene00016520. History: N.A.
C01B7.6,rpm-1,399.828790323382,-1.60419,1.90064084046396e-07,C01B7.6,WBGene00004457,Sequence name for WBGene00004457(rpm-1). History: N.A.
Y116F11B.12,gly-4,260.383703466079,-1.60163,6.4424958586832e-08,Y116F11B.12,WBGene00001629,Sequence name for WBGene00001629(gly-4). History: N.A.
Y59C2A.3,Y59C2A.3,271.092090022249,-1.59993,8.94330891826033e-08,Y59C2A.3,WBGene00021986,Public name for WBGene00021986. History: N.A.
T03G6.2,nhr-40,90.6081720207733,-1.59933,0.0005139062473197,T03G6.2,WBGene00003630,"Sequence name for WBGene00003630(nhr-40). History: Split into T03G6.7(WBGene00303074). History of WBGene00003630: Split into ""WBGene00303074"" on 2018-03-02"
F36D1.1,madf-2,84.6695469575818,-1.59882,0.0012552054358977,F36D1.1,WBGene00009461,Sequence name for WBGene00009461(madf-2). History: N.A.
B0511.2,B0511.2,73.5334146693795,-1.59537,0.0084843670997245,B0511.2,WBGene00015228,Public name for WBGene00015228. History: N.A.
B0403.4,pdi-6,1598.88952693578,-1.5952,4.10966441200088e-49,B0403.4,WBGene00015168,Sequence name for WBGene00015168(pdi-6). History: N.A.
Y71H2AL.1,pbo-1,46.2631577927118,-1.59501,0.0356883273810711,Y71H2AL.1,WBGene00003941,"Sequence name for WBGene00003941(pbo-1). History: N.A.. Public name for Dead gene WBGene00022164. History of WBGene00022164: Merged into ""WBGene00003941"" on 2011-09-06"
ZK154.4,ZK154.4,54.2384710923139,-1.59477,0.0249239880650834,ZK154.4,WBGene00022666,Public name for WBGene00022666. History: N.A.
K06C4.2,his-28,973.608665258386,-1.59431,1.43421438149579e-07,K06C4.2,WBGene00001902,Sequence name for WBGene00001902(his-28). History: N.A.
F07B7.9,his-50,973.608665258386,-1.59431,1.43421438149579e-07,F07B7.9,WBGene00001924,Sequence name for WBGene00001924(his-50). History: N.A.
R07H5.11,R07H5.11,54.8236799285141,-1.58205,0.0181247852817973,R07H5.11,WBGene00011131,Public name for WBGene00011131. History: N.A.
C13C4.2,nhr-154,57.7153089168535,-1.58086,0.0082540816868252,C13C4.2,WBGene00007547,Sequence name for WBGene00007547(nhr-154). History: N.A.
K02F2.4,ulp-5,541.643959365774,-1.57852,2.58905862306682e-13,K02F2.4,WBGene00006740,Sequence name for WBGene00006740(ulp-5). History: Renamed on 2014-03-28; Renamed on 2014-09-02
Y42A5A.5,Y42A5A.5,59.6625598990457,-1.57851,0.017413029356494,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
C34F6.9,C34F6.9,98.9986897989809,-1.5769,0.0009209035757195,C34F6.9,WBGene00007943,Public name for WBGene00007943. History: N.A.
T19C4.6,gpa-1,60.8936482996058,-1.5732,0.0119988838853443,T19C4.6,WBGene00001663,Sequence name for WBGene00001663(gpa-1). History: N.A.
ZK1320.6,arc-1,52.0519913975029,-1.57317,0.0447071090681961,ZK1320.6,WBGene00000180,Sequence name for WBGene00000180(arc-1). History: N.A.
K06C4.10,his-18,1067.1457819683,-1.57099,8.34221571186862e-05,K06C4.10,WBGene00001892,Sequence name for WBGene00001892(his-18). History: N.A.
T07D10.8,Pseudogene,81.3526793772694,-1.56994,0.0200148185394436,T07D10.8,WBGene00045509,Public name for WBGene00045509. History: N.A.
ZK131.7,his-13,3157.14118608317,-1.56944,3.47704433996314e-10,ZK131.7,WBGene00001887,Sequence name for WBGene00001887(his-13). History: N.A.
ZK131.2,his-25,3157.14118608317,-1.56944,3.47704433996314e-10,ZK131.2,WBGene00001899,Sequence name for WBGene00001899(his-25). History: N.A.
ZK131.3,his-9,3157.14118608317,-1.56944,3.47704433996314e-10,ZK131.3,WBGene00001883,Sequence name for WBGene00001883(his-9). History: N.A.
F19F10.10,ets-6,1424.38029350807,-1.56784,2.4986463566284e-27,F19F10.10,WBGene00017606,Sequence name for WBGene00017606(ets-6). History: N.A.
C25F6.2,dlg-1,186.434984921292,-1.56603,4.97165400114549e-05,C25F6.2,WBGene00001006,Sequence name for WBGene00001006(dlg-1). History: N.A.
Y60A3A.13,fars-2,2075.82454476845,-1.56482,2.0040451367961202e-23,Y60A3A.13,WBGene00013361,Sequence name for WBGene00013361(fars-2). History: Renamed on 2010-01-29
Y37B11A.2,rev-3,928.016779284052,-1.56369,1.1453706187845999e-29,Y37B11A.2,WBGene00021344,Sequence name for WBGene00021344(rev-3). History: N.A.
F13A7.9,Pseudogene,187.273989837766,-1.5618,0.0011646651060307,F13A7.9,WBGene00004817,Sequence name for WBGene00004817(skr-11). History: N.A.
Y4C6A.3,Y4C6A.3,176.690519311537,-1.56177,0.0002788934765394,Y4C6A.3,WBGene00021153,Public name for WBGene00021153. History: N.A.
Y54F10AL.2,smg-6,824.447183802231,-1.55964,2.3423387160036902e-14,Y54F10AL.2,WBGene00004884,"Sequence name for WBGene00004884(smg-6). History: Renamed on 2008-01-10. Public name for Dead gene WBGene00001339. History of WBGene00001339: Merged into ""WBGene00004884"" on 2008-01-10"
D1046.7,D1046.7,93.9721669161329,-1.55609,0.0009486669009799,D1046.7,WBGene00219575,"Public name for Dead gene WBGene00077749. History of WBGene00077749: Merged into ""WBGene00219575"" on 2014-01-28"
C07H6.3,cls-1,58.2870048329889,-1.55592,0.0208301312079521,C07H6.3,WBGene00015580,Sequence name for WBGene00015580(cls-1). History: N.A.
R08E5.2,cysl-3,763.4375588163,-1.55331,1.32232239472046e-13,R08E5.2,WBGene00019962,Sequence name for WBGene00019962(cysl-3). History: N.A.
F56D5.4,Pseudogene,77.2021605952543,-1.55137,0.00578653508145,F56D5.4,WBGene00014772,Public name for WBGene00014772. History: N.A.
Y75B8A.9,gly-11,102.805921961252,-1.54595,0.0054404586927464,Y75B8A.9,WBGene00001636,"Sequence name for WBGene00001636(gly-11). History: Renamed on 2006-06-29. Public name for Dead gene WBGene00013546. History of WBGene00013546: Merged into ""WBGene00001636"" on 2005-09-27"
Y55F3C.9,Y55F3C.9,42.1742110616922,-1.54415,0.0426214633505309,Y55F3C.9,WBGene00044459,Public name for WBGene00044459. History: N.A.
cTel55X.1,cTel55X.1,42.038945804454,-1.53675,0.0470958537223894,cTel55X.1,WBGene00007068,Public name for WBGene00007068. History: Renamed on 2007-07-19
C34F11.3,ampd-1,253.13406917973,-1.53433,0.0010655714902724,C34F11.3,WBGene00016415,Sequence name for WBGene00016415(ampd-1). History: N.A.
R12B2.2,R12B2.2,109.889508233537,-1.53409,0.0030595725464162,R12B2.2,WBGene00020018,Public name for WBGene00020018. History: N.A.
C28D4.1,nhr-100,116.666874175045,-1.53335,0.0026866063216677,C28D4.1,WBGene00003690,Sequence name for WBGene00003690(nhr-100). History: N.A.
F23A7.4,F23A7.4,2601.40536774709,-1.53258,0.0024987458281029,F23A7.4,WBGene00009069,Public name for WBGene00009069. History: N.A.
C02F12.8,C02F12.8,241.358036040791,-1.53008,5.40869831325226e-08,C02F12.8,WBGene00015357,Public name for WBGene00015357. History: N.A.
Y34B4A.7,Y34B4A.7,170.235632456652,-1.52726,0.0001785393872942,Y34B4A.7,WBGene00021323,Public name for WBGene00021323. History: N.A.
F56H9.5,lin-25,417.48961278177,-1.5258,2.5389299869549e-05,F56H9.5,WBGene00003011,Sequence name for WBGene00003011(lin-25). History: Renamed on 2014-11-12
F33H2.7,set-10,137.649837021778,-1.52462,0.0002646410107214,F33H2.7,WBGene00009370,Sequence name for WBGene00009370(set-10). History: N.A.
